,Concept_ID,it,be
65,Träne::N,làcrima,сляза
66,Geschmack::N,gusto,смак
67,Geschmack::N,sapore,смак
68,Geruch::N,odore,пах
69,Schlaf::N,sonno,сон
70,Traum::N,sogno,сон
71,Himmel::N,cielo,неба
72,Sonne::N,sole,сонца
73,Mond::N,luna,месяц
74,Stern::N,stella,зорка
75,Luft::N,aria,паветра
76,Wind::N,vento,вецер
77,Welle::N,onda,хваля
78,Wasser::N,acqua,вада
79,Stein::N,sasso,камень
80,Stein::N,pietra,камень
81,Boden::N,suolo,глеба
82,Boden::N,terreno,глеба
83,Erde::N,terra,зямля
84,Staub::N,polvere,пыл
85,Rauch::N,fumo,дым
86,Funke::N,scintilla,іскра
87,Feuer::N,fuoco,агонь
88,Licht::N,luce,святло
89,Schatten::N,ombra,цень
90,Wetter::N,tempo,пагода
91,Wetter::N,tempo,надворʼе
92,Nebel::N,nebbia,туман
93,Wolke::N,nube,воблака
94,Wolke::N,nùvola,воблака
95,Regen::N,pioggia,дождж
96,Schnee::N,neve,снег
97,Eis::N,ghiaccio,лёд
98,Frost::N,gelo,мароз
99,Kälte::N,freddo,холад
100,Hitze::N,caldo,спёка
101,Hitze::N,calura,спёка
102,Raureif::N,brina,іней
103,Regenbogen::N,arcobaleno,вясёлка
104,Donner::N,tuono,гром
105,Strömung::N,corrente,цячэнне
106,Tropfen::N,goccia,кропля
107,Schaum::N,spuma,пена
108,Schaum::N,schiuma,пена
109,Schmutz::N,sudiciume,гразь
110,See::N,lago,возера
111,Sumpf::N,palude,багна
112,Moor::N,torbiera,балота
113,Wiese::N,prato,луг
114,Wald::N,bosco,лес
115,Wald::N,foresta,лес
116,Hügel::N,colle,узгорак
117,Hügel::N,collina,узгорак
118,Anhöhe::N,altura,узвышша
119,Berg::N,monte,гара
120,Berg::N,montagna,гара
121,Gipfel::N,cima,вяршыня
122,Höhle::N,grotta,пячора
123,Höhle::N,caverna,пячора
124,Abhang::N,pendìo,схіл
125,Quelle::N,sorgente,крыніца
126,Bach::N,ruscello,ручай
127,Fluss::N,fiume,рака
128,Ufer::N,riva,бераг
129,Küste::N,costa,узбярэжжа
130,Festland::N,terraferma,суша
131,Meer::N,mare,мора
132,Bucht::N,cala,бухта
133,Insel::N,ìsola,востраў
134,Blume::N,fiore,кветка
135,Gras::N,erba,трава
136,Wurzel::N,radice,корань
137,Baum::N,àlbero,дрэва
138,Stamm::N,tronco,ствол
139,Rinde::N,corteccia,кара
140,Ast::N,ramo,сук
141,Zweig::N,ramo,галіна
142,Blatt::N,foglia,ліст
143,Birke::N,betulla,бяроза
144,Kiefer[Baum]::N,pino,хвоя
145,Kiefer[Baum]::N,pino,сасна
146,Weide[Baum]::N,sàlice,вярба
147,Tanne::N,abete,яліна
148,Horn::N,corno,рог
149,Feder::N,penna,пяро
150,Fell::N,manto,шкура
151,Fell::N,pelame,шкура
152,Flügel::N,ala,крыло
153,Klaue::N,grinfia,кіпцюр
154,Kralle::N,unghia,лапа
155,Kralle::N,artiglio,лапа
156,Schwanz::N,coda,хвост
157,Ei::N,uovo,яйка
158,Nest::N,nido,гняздо
159,Bau::N,covo,нара
160,Tier::N,bestia,жывёла
161,Tier::N,animale,жывёла
162,Herde::N,gregge,статак
163,Kuh::N,vacca,карова
164,Bulle::N,toro,бык
165,Pferd::N,cavallo,конь
166,Schaf::N,pècora,авечка
167,Schwein::N,porco,свіння
168,Schwein::N,maiale,свіння
169,Hund::N,cane,сабака
170,Katze::N,gatta,кошка
171,Bär::N,orso,мядзведзь
172,Eichhörnchen::N,scoiàttolo,вавёрка
173,Elch::N,alce,лось
174,Fuchs::N,volpe,ліса
175,Hase::N,lepre,заяц
176,Maus::N,topo,мыш
177,Maus::N,sorcio,мыш
178,Wolf::N,lupo,воўк
179,Vogel::N,uccello,птах
180,Vogel::N,uccello,птушка
181,Schwarm::N,stormo,чарада
182,Huhn::N,gallina,курыца
183,Hahn::N,gallo,певень
184,Gans::N,oca,гусь
185,Adler::N,àquila,арол
186,Ente::N,ànatra,качка
187,Eule::N,gufo,сава
188,Eule::N,civetta,сава
189,Kranich::N,gru,жораў
190,Kranich::N,gru,журавель
191,Krähe::N,cornacchia,варона
192,Kuckuck::N,cuccù,зязюля
193,Kuckuck::N,cùculo,зязюля
194,Schwan::N,cigno,лебедзь
195,Fisch::N,pesce,рыба
196,Barsch::N,pèrsico,акунь
197,Hecht::N,luccio,шчупак
198,Schlange[Tier]::N,serpente,змяя
199,Wurm::N,baco,чарвяк
200,Wurm::N,verme,чарвяк
201,Spinne::N,ragno,павук
202,Ameise::N,formica,мурашка
203,Laus::N,pidocchio,вош
204,Mücke::N,zanzara,камар
205,Fliege::N,mosca,муха
206,Schmetterling::N,farfalla,матыль
207,Beere::N,bacca,ягада
208,Apfel::N,mela,яблык
209,Pilz::N,fungo,грыб
210,Zwiebel::N,cipolla,цыбуля
211,Saat::N,semente,семя
212,Korn::N,grano,зерне
213,Heu::N,fieno,сена
214,Schale::N,buccia,шалупінне
215,Grube::N,cava,яма
216,Grube::N,fossa,яма
217,Falle::N,tràppola,пастка
218,Schlinge::N,laccio,сіло
219,Spur::N,traccia,след
220,Asche::N,cenere,попел
221,Dreck::N,fango,бруд
222,Eisen::N,ferro,жалеза
223,Gold::N,oro,золата
224,Silber::N,argento,сребра
225,Kohle::N,carbone,вугаль
226,Glas::N,vetro,шкло
227,Lehm::N,argilla,гліна
228,Sand::N,arena,пясок
229,Sand::N,sabbia,пясок
230,Mensch::N,uomo,чалавек
231,Mensch::N,èssere umano,чалавек
232,Mann::N,uomo,мужчына
233,Frau::N,donna,жанчына
234,Kind::N,bambino,дзіця
235,Junge::N,ragazzo,хлопчык
236,Mädchen::N,ragazza,дзяўчынка
237,Familie::N,famiglia,сямʼя
238,Großvater::N,nonno,дзядуля
239,Großmutter::N,nonna,бабуля
240,Eltern::N,genitori,бацькі
241,Vater::N,padre,бацька
242,Mutter::N,madre,маці
243,Sohn::N,figlio,сын
244,Tochter::N,figlia,дачка
245,Bruder::N,fratello,брат
246,Schwester::N,sorella,сястра
247,Onkel::N,zio,дзядзька
248,Tante::N,zia,цётка
249,Ehemann::N,marito,муж
250,Ehefrau::N,moglie,жонка
251,Freude::N,gioia,радасць
252,Freude::N,piacere,радасць
253,Gelächter::N,risata,смех
254,Glück::N,felicità,шчасце
255,Kummer::N,afflizione,гора
256,Wunsch::N,desiderio,жаданне
257,Lust::N,voglia,цяга
258,Geist::N,mente,дух
259,Geist::N,spìrito,дух
260,Gedanke::N,idea,думка
261,Gedanke::N,pensiero,думка
262,Gedächtnis::N,memoria,памяць
263,Verstand::N,intelletto,розум
264,Sinn::N,senso,сэнс
265,Sinn::N,significato,сэнс
266,Grund::N,causa,зачэпка
267,Grund::N,motivo,зачэпка
268,Grund::N,ragione,зачэпка
269,Wahrheit::N,verità,праўда
270,Gespräch::N,discorso,размова
271,Gespräch::N,conversazione,размова
272,Märchen::N,fiaba,казка
273,Märchen::N,fàvola,казка
274,Erzählung::N,racconto,расказ
275,Erzählung::N,racconto,апавяданне
276,Erzählung::N,narrazione,расказ
277,Erzählung::N,narrazione,апавяданне
278,Nachricht::N,messaggio,вестка
279,Nachricht::N,messaggio,паведамленне
280,Neuigkeit::N,notizia,навіна
281,Name::N,nome,імя
282,Rätsel::N,indovinello,загадка
283,Rede::N,discorso,прамова
284,Sprache::N,lingua,мова
285,Sprache::N,linguaggio,мова
286,Stimme::N,voce,голас
287,Wort::N,parola,слова
288,Zeichen::N,segno,знак
289,Zeichen::N,segnale,знак
290,Ruf::N,chiamata,кліч
291,Lärm::N,chiasso,шум
292,Lärm::N,strèpito,шум
293,Laut::N,suono,гук
294,Ton::N,tono,гучанне
295,Lied::N,canto,песня
296,Lied::N,canzone,песня
297,Ruhe::N,calma,спакой
298,Ruhe::N,tranquillità,спакой
299,Leute::N,gente,людзі
300,Volk::N,pòpolo,народ
301,Arbeit::N,lavoro,праца
302,Arbeit::N,lavoro,работа
303,Gast::N,òspite,госць
304,Gast::N,invitato,госць
305,Geschenk::N,regalo,падарунак
306,Spiel::N,gioco,гульня
307,Gesellschaft::N,compagnìa,таварыства
308,Hilfe::N,aiuto,дапамога
309,Hilfe::N,soccorso,дапамога
310,Freund::N,amico,друг
311,Freund::N,amico,сябар
312,Kamerad::N,camerata,прыяцель
313,Angelegenheit::N,affare,справа
314,Angelegenheit::N,faccenda,справа
315,Anzahl::N,nùmero,колькасць
316,Anzahl::N,quantità,колькасць
317,Art::N,tipo,від
318,Art::N,specie,від
319,Stück::N,pezzo,кусок
320,Stück::N,pezzo,кавалак
321,Teil::N,parte,частка
322,Hälfte::N,metà,палова
323,Hälfte::N,metà,палавіна
324,Kreis::N,cìrcolo,круг
325,Kreuz::N,croce,крыж
326,Linie::N,lìnea,лінія
327,Strich::N,tratto,рыса
328,Abstand::N,distanza,прамежак
329,Entfernung::N,distanza,адлегласць
330,Entfernung::N,lontananza,адлегласць
331,Gegend::N,regione,мясцовасць
332,Platz::N,posto,месца
333,Platz::N,spazio,месца
334,Ort::N,luogo,месца
335,Ort::N,località,месца
336,Seite::N,lato,бок
337,Seite::N,parte,бок
338,Mitte::N,mezzo,сярэдзіна
339,Mitte::N,centro,сярэдзіна
340,Gegenstand::N,oggetto,прадмет
341,Sache::N,cosa,рэч
342,Rand::N,orlo,край
343,Rand::N,bordo,край
344,Kante::N,spìgolo,руб
345,Kante::N,spìgolo,кант
346,Ecke::N,canto,вугал
347,Spitze::N,punta,кончык
348,Ende::N,capo,канец
349,Ende::N,estremità,канец
350,Loch::N,buco,дзірка
351,Winkel::N,àngolo,вугал
352,Muster::N,disegno,узор
353,Größe::N,taglia,памер
354,Größe::N,grandezza,памер
355,Länge::N,lunghezza,даўжыня
356,Höhe::N,altezza,вышыня
357,Gewicht::N,peso,вага
358,Menge::N,quantità,колькасць
359,Haufen::N,cùmulo,куча
360,Haufen::N,mucchio,куча
361,Reihe::N,fila,рад
362,Boot::N,barca,лодка
363,Boot::N,battello,лодка
364,Ruder::N,remo,вясло
365,Schlitten::N,slitta,сані
366,Ski::N,sci,лыжа
367,Lagerfeuer::N,falò,вогнішча
368,Lagerfeuer::N,fuoco di bivacco,вогнішча
369,Last::N,càrico,цяжар
370,Gang::N,andata,ход
371,Schritt::N,passo,шаг
372,Schritt::N,passo,крок
373,Norden::N,nord,поўнач
374,Norden::N,settentrione,поўнач
375,Süden::N,sud,поўдзень
376,Süden::N,meridione,поўдзень
377,Westen::N,òvest,захад
378,Westen::N,occidente,захад
379,Osten::N,est,усход
380,Osten::N,oriente,усход
381,Holz::N,legno,дрэва
382,Holz::N,legno,драўніна
383,Brett::N,asse,дошка
384,Brett::N,tàvola,дошка
385,Platte::N,lastra,пліта
386,Platte::N,piastra,пліта
387,Stütze::N,supporto,падпорка
388,Stange::N,sbarra,жэрдка
389,Stange::N,pèrtica,жэрдка
390,Stock::N,verga,палка
391,Stock::N,bastone,палка
392,Stock::N,bacchetta,палка
393,Stab::N,asta,шост
394,Rohr::N,tubo,труба
395,Haus::N,casa,дом
396,Heim::N,casa,дом
397,Heim::N,casa,хата
398,Ofen::N,stufa,печ
399,Fußboden::N,pavimento,падлога
400,Tisch::N,tàvolo,стол
401,Stuhl::N,sedia,стул
402,Stuhl::N,sedia,крэсла
403,Wiege::N,culla,калыска
404,Bett::N,letto,ложак
405,Bett::N,letto,пасцель
406,Regal::N,scaffale,паліца
407,Kiste::N,cassa,скрынка
408,Fenster::N,finestra,акно
409,Tür::N,porta,дзверы
410,Tor::N,portone,вароты
411,Zaun::N,recinto,агароджа
412,Dach::N,tetto,дах
413,Leiter::N,scala,лесвіца
414,Leiter::N,scala a pioli,лесвіца
415,Besen::N,scopa,мятла
416,Spaten::N,vanga,лапата
417,Spaten::N,vanga,жалязняк
418,Schaufel::N,pala,шуфлік
419,Schaufel::N,pala,лапатка
420,Gabel::N,forchetta,відэлец
421,Löffel::N,cucchiaio,лыжка
422,Messer::N,coltello,нож
423,Nagel::N,chiodo,цвік
424,Netz::N,rete,сетка
425,Haken::N,uncino,крук
426,Griff::N,mànico,ручка
427,Griff::N,maniglia,ручка
428,Schloss::N,serratura,замок
429,Bild::N,quadro,карціна
430,Bild::N,immàgine,карціна
431,Figur::N,figura,фігура
432,Puppe::N,bàmbola,лялька
433,Beutel::N,borsa,мяшок
434,Beutel::N,sacchetto,мяшок
435,Bündel::N,fascio,вязка
436,Bündel::N,fagotto,вязка
437,Tasche::N,borsa,торба
438,Eimer::N,secchio,вядро
439,Deckel::N,coperchio,накрыўка
440,Geschirr::N,stoviglie,пасуда
441,Sack::N,sacco,мех
442,Tasse::N,tazza,кубак
443,Topf::N,pèntola,каструля
444,Kessel::N,paiolo,кацёл
445,Kessel::N,calderone,кацёл
446,Essen::N,pasto,ежа
447,Essen::N,mangiare,ежа
448,Nahrung::N,cibo,харч
449,Nahrung::N,alimento,харч
450,Speise::N,piatto,страва
451,Fleisch::N,carne,мяса
452,Getreide::N,cereali,збожжа
453,Brei::N,purè,каша
454,Brei::N,pappa,каша
455,Brot::N,pane,хлеб
456,Scheibe::N,fetta,луста
457,Scheibe::N,fetta,скібка
458,Scheibe::N,trancia,луста
459,Scheibe::N,trancia,скібка
460,Fett::N,grasso,тлушч
461,Butter::N,burro,масла
462,Öl::N,olio,алей
463,Salz::N,sale,соль
464,Suppe::N,zuppa,суп
465,Suppe::N,minestra,суп
466,Honig::N,miele,мёд
467,Milch::N,latte,малако
468,Tee::N,tè,чай
469,Tee::N,tè,гарбата
470,Leder::N,pelle,скура
471,Wolle::N,lana,воўна
472,Stoff::N,panno,тканіна
473,Stoff::N,tessuto,тканіна
474,Nadel::N,ago,іголка
475,Faden::N,filo,нітка
476,Knopf::N,bottone,гузік
477,Knoten::N,nodo,вузел
478,Farbe::N,pittura,фарба
479,Kleidung::N,vestiti,адзенне
480,Kleidung::N,vestiario,адзенне
481,Hemd::N,camicia,кашуля
482,Kragen::N,bàvero,каўнер
483,Kragen::N,colletto,каўнер
484,Ärmel::N,mànica,рукаў
485,Hose::N,calzoni,штаны
486,Gürtel::N,cintura,пояс
487,Mütze::N,berretto,шапка
488,Schuh::N,scarpa,чаравік
489,Stiefel::N,stivale,бот
490,Ring::N,anello,кольца
491,Band::N,nastro,стужка
492,Band::N,fettuccia,стужка
493,Kamm::N,pèttine,расчоска
494,Spiegel::N,specchio,люстра
495,Riemen::N,cinghia,рэмень
496,Schnur::N,corda,вяроўка
497,Leine::N,guinzaglio,павадок
498,Decke::N,coperta,коўдра
499,Kissen::N,cuscino,падушка
500,Kissen::N,guanciale,падушка
501,Tuch::N,fazzoletto,хустка
502,Handtuch::N,asciugamano,ручнік
503,Kraft::N,forza,сіла
504,Stärke::N,forza,моц
505,Stärke::N,vigore,моц
506,Stärke::N,fortezza,моц
507,Gesundheit::N,salute,здароўе
508,Krankheit::N,malattìa,хвароба
509,Schmerz::N,dolore,боль
510,Wunde::N,piaga,рана
511,Wunde::N,ferita,рана
512,Fieber::N,febbre,гарачка
513,Fieber::N,febbre,ліхаманка
514,Arznei::N,fàrmaco,лекі
515,Arznei::N,medicina,лекі
516,Brücke::N,ponte,мост
517,Brunnen::N,pozzo,калодзеж
518,Weide::N,pàscolo,паша
519,Pfad::N,sentiero,сцежка
520,Weg::N,via,шлях
521,Weg::N,via,дарога
522,Weg::N,cammino,шлях
523,Weg::N,cammino,дарога
524,Straße::N,strada,вуліца
525,Dorf::N,paese,вёска
526,Dorf::N,villaggio,вёска
527,Stadt::N,città,горад
528,Brief::N,lèttera,ліст
529,Brief::N,lèttera,пісьмо
530,Buch::N,libro,кніга
531,Buchstabe::N,lèttera,літара
532,Zeitung::N,giornale,газета
533,Leben::N,vita,жыццё
534,Tod::N,morte,смерць
535,Grab::N,tomba,магіла
536,Grab::N,sepolcro,магіла
537,Kirche::N,chiesa,касцёл
538,Kirche::N,chiesa,царква
539,Sünde::N,peccato,грэх
540,Gott::N,dio,бог
541,Arbeiter::N,operaio,рабочы
542,Arbeiter::N,lavoratore,рабочы
543,Chef::N,capo,начальнік
544,Chef::N,padrone,начальнік
545,Meister::N,mastro,майстар
546,Meister::N,maestro,майстар
547,Arzt::N,mèdico,урач
548,Arzt::N,dottore,урач
549,Lehrer::N,professore,настаўнік
550,Geld::N,soldi,грошы
551,Geld::N,denaro,грошы
552,Geschäft::N,affare,заняцце
553,Geschäft::N,negozio,заняцце
554,Laden::N,negozio,крама
555,Laden::N,negozio,магазін
556,Preis::N,prezzo,цана
557,Ware::N,merce,тавар
558,Nutzen::N,ùtile,выгада
559,Nutzen::N,profitto,выгада
560,Reichtum::N,ricchezza,багацце
561,Welt::N,mondo,свет
562,Land::N,paese,краіна
563,Staat::N,Stato,дзяржава
564,König::N,re,кароль
565,Macht::N,potere,улада
566,Grenze::N,confine,граніца
567,Grenze::N,frontiera,граніца
568,Krieg::N,guerra,вайна
569,Feind::N,nemico,вораг
570,Gewalt::N,violenza,насілле
571,Kampf::N,lotta,барацьба
572,Bogen[Waffe]::N,arco,лук
573,Pfeil::N,freccia,страла
574,Gewehr::N,fucile,ружжо
575,Fehler::N,errore,памылка
576,Fehler::N,sbaglio,памылка
577,Lüge::N,bugìa,хлусня
578,Lüge::N,menzogna,хлусня
579,Schaden::N,danno,шкода
580,Unglück::N,sfortuna,ліха
581,Unglück::N,sfortuna,бядота
582,Schuld::N,colpa,віна
583,Alter::N,età,узрост
584,Schluss::N,fine,канец
585,Zeit::N,tempo,час
586,Tag::N,giorno,дзень
587,Tag::N,giornata,дзень
588,Morgen::N,mattina,ранак
589,Morgen::N,mattina,раніца
590,Mittag::N,mezzogiorno,паўдня
591,Mittag::N,mezzogiorno,поўдзень
592,Abend::N,sera,вечар
593,Abend::N,serata,вечар
594,Nacht::N,notte,ноч
595,Woche::N,settimana,тыдзень
596,Monat::N,mese,месяц
597,Jahr::N,anno,год
598,Frühling::N,primavera,вясна
599,Sommer::N,estate,лета
600,Herbst::N,autunno,восень
601,Winter::N,inverno,зіма
602,Januar::N,gennaio,студзень
603,Februar::N,febbraio,люты
604,März::N,marzo,сакавік
605,April::N,aprile,красавік
606,Mai::N,maggio,май
607,Mai::N,maggio,травень
608,Juni::N,giugno,чэрвень
609,Juli::N,luglio,ліпень
610,August::N,agosto,жнівень
611,September::N,settembre,верасень
612,Oktober::N,ottobre,кастрычнік
613,November::N,novembre,лістапад
614,Dezember::N,dicembre,снежань
615,Montag::N,lunedì,панядзелак
616,Dienstag::N,martedì,аўторак
617,Mittwoch::N,mercoledì,серада
618,Donnerstag::N,giovedì,чацвер
619,Freitag::N,venerdì,пятніца
620,Samstag::N,sàbato,субота
621,Sonntag::N,domenica,нядзеля
622,groß::A,grande,вялікі
623,klein::A,pìccolo,маленькі
624,lang::A,lungo,доўгі
625,kurz::A,corto,кароткі
626,breit::A,largo,шырокі
627,schmal::A,stretto,вузкі
628,dicht::A,denso,густы
629,dick[Gegenstand]::A,spesso,тоўсты
630,dünn::A,sottile,тонкі
631,fein::A,fine,тонкі
632,fein::A,delicato,тонкі
633,fest::A,sodo,моцны
634,fest::A,fisso,моцны
635,flach::A,piano,плоскі
636,flach::A,piatto,плоскі
637,glatt::A,liscio,гладкі
638,hart::A,duro,цвёрды
639,weich::A,molle,мяккі
640,rund::A,rotondo,круглы
641,spitz::A,aguzzo,спічасты
642,spitz::A,aguzzo,востраканцовы
643,spitz::A,appuntito,спічасты
644,spitz::A,appuntito,востраканцовы
645,scharf::A,affilato,востры
646,scharf::A,tagliente,востры
647,stumpf::A,smussato,тупы
648,schwer::A,pesante,цяжкі
649,schön::A,bello,прыгожы
650,heiß::A,caldo,гарачы
651,heiß::A,bollente,гарачы
652,warm::A,caldo,цёплы
653,kalt::A,freddo,холадны
654,kühl::A,fresco,халаднаваты
655,frisch::A,fresco,свежы
656,feucht::A,ùmido,вільготны
657,nass::A,bagnato,мокры
658,trocken::A,secco,сухі
659,voll::A,pieno,поўны
660,leer::A,vuoto,пусты
661,offen::A,aperto,адкрыты
662,offen::A,aperto,адчынены
663,geschlossen::A,chiuso,закрыты
664,geschlossen::A,chiuso,зачынены
665,sauber::A,netto,чысты
666,sauber::A,pulito,чысты
667,schmutzig::A,sporco,брудны
668,schmutzig::A,sùdicio,брудны
669,roh::A,crudo,сыры
670,reif::A,maturo,спелы
671,lecker::A,ghiotto,смачны
672,lecker::A,squisito,смачны
673,süß::A,dolce,салодкі
674,bitter::A,amaro,горкі
675,sauer::A,aspro,кіслы
676,sauer::A,acerbo,кіслы
677,hell::A,chiaro,светлы
678,dunkel::A,buio,цёмны
679,dunkel::A,oscuro,цёмны
680,schwarz::A,nero,чорны
681,weiß::A,bianco,белы
682,rot::A,rosso,чырвоны
683,gelb::A,giallo,жоўты
684,blau::A,blu,сіні
685,blau::A,azzurro,сіні
686,grün::A,verde,зялёны
687,grau::A,grigio,шэры
688,bunt::A,variopinto,пяресты
689,billig::A,a buon prezzo,танны
690,billig::A,a buon mercato,танны
691,teuer::A,caro,дарагі
692,wertvoll::A,prezioso,цэнны
693,wertvoll::A,prezioso,каштоўны
694,blind::A,cieco,сляпы
695,taub::A,sordo,глухі
696,kräftig::A,forte,магутны
697,kräftig::A,robusto,магутны
698,stark::A,forte,сільны
699,stark::A,vigoroso,сільны
700,schwach::A,dèbole,слабы
701,fett::A,grasso,тлусты
702,schlank::A,snello,стройны
703,schlank::A,slanciato,стройны
704,hübsch::A,bello,чароўны
705,hübsch::A,carino,чароўны
706,böse::A,cattivo,злы
707,dumm::A,stùpido,дурны
708,faul::A,pigro,лянівы
709,fleißig::A,diligente,руплівы
710,geizig::A,avaro,прагны
711,klug::A,intelligente,разумны
712,geschickt::A,àbile,умелы
713,lieb::A,caro,мілы
714,lustig::A,gaio,вясёлы
715,lustig::A,allegro,вясёлы
716,sanft::A,dolce,ласкавы
717,hungrig::A,affamato,галодны
718,krank::A,malato,хворы
719,krank::A,infermo,хворы
720,nackt::A,nudo,голы
721,traurig::A,triste,сумны
722,lebendig::A,vivo,жывы
723,gut::A,buono,добры
724,schlecht::A,cattivo,кепскі
725,richtig::A,giusto,правільны
726,schlimm::A,grave,агідны
727,wahr::A,vero,сапраўдны
728,alt::A,vecchio,стары
729,neu::A,nuovo,новы
730,ehemalig::A,vecchio,былы
731,ehemalig::A,d'una_volta,былы
732,alt[Lebewesen]::A,anziano,стары
733,jung::A,giovane,малады
734,arm::A,pòvero,бедны
735,reich::A,ricco,багаты
736,bekannt::A,noto,знаёмы
737,bekannt::A,conosciuto,знаёмы
738,berühmt::A,famoso,славуты
739,berühmt::A,cèlebre,славуты
740,fremd::A,estràneo,чужы
741,fremd::A,straniero,чужы
742,verschieden::A,diverso,розны
743,verschieden::A,differente,розны
744,nah::A,vicino,блізкі
745,nah::A,propinquo,блізкі
746,fern::A,lontano,далёкі
747,linker::A,sinistro,левы
748,rechter::A,destro,правы
749,anderer::A,altro,іншы
750,anderer::A,altro,другі
751,erster::A,primo,першы
752,zweiter::A,secondo,другі
753,dritter::A,terzo,трэці
754,letzter::A,ùltimo,апошні
755,allein::ADV,solo,сам
756,allein::ADV,solo,адзін
757,allein::ADV,da solo,сам
758,allein::ADV,da solo,адзін
759,auf einmal::ADV,insieme,адразу
760,zusammen::ADV,insieme,разам
761,lange::ADV,a lungo,доўга
762,plötzlich::ADV,all'improvviso,раптам
763,sofort::ADV,sùbito,зараз
764,sofort::ADV,all'istante,зараз
765,später::ADV,più tardi,пазней
766,jetzt::ADV,ora,цяпер
767,jetzt::ADV,adesso,цяпер
768,heute::ADV,oggi,сёння
769,morgen::ADV,domani,заўтра
770,bald::ADV,presto,хутка
771,bald::ADV,presto,неўзабаве
772,bald::ADV,tra poco,хутка
773,bald::ADV,tra poco,неўзабаве
774,dann::ADV,allora,потым
775,gestern::ADV,ieri,учора
776,einst::ADV,prima,аднойчы
777,einst::ADV,un tempo,аднойчы
778,damals::ADV,allora,тады
779,danach::ADV,poi,затым
780,danach::ADV,dopo,затым
781,vorher::ADV,prima,раней
782,zuerst::ADV,prima,спярша
783,zuerst::ADV,prima,спачатку
784,zuerst::ADV,dapprima,спярша
785,zuerst::ADV,dapprima,спачатку
786,einmal::ADV,una volta,адзін раз
787,manchmal::ADV,talvolta,часам
788,manchmal::ADV,qualche volta,часам
789,oft::ADV,spesso,часта
790,immer::ADV,sempre,заўсёды
791,niemals::ADV,non mai,ніколі
792,hier::ADV,qua,тут
793,hierhin::ADV,qua,сюды
794,von hier::ADV,ne,адсюль
795,von hier::ADV,ne,адгэтуль
796,von hier::ADV,da qui,адсюль
797,von hier::ADV,da qui,адгэтуль
798,dort::ADV,lì,там
799,dorthin::ADV,là,туды
800,geradeaus::ADV,diritto,прама
801,vorwärts::ADV,avanti,наперад
802,rückwärts::ADV,all'indietro,назад
803,zurück::ADV,di indietro,назад
804,unten::ADV,giù,унізе
805,unten::ADV,sotto,унізе
806,hinab::ADV,giù,уніз
807,hinab::ADV,in giù,уніз
808,oben::ADV,su,угары
809,oben::ADV,su,наверсе
810,oben::ADV,sopra,угары
811,oben::ADV,sopra,наверсе
812,hinauf::ADV,in sù,угару
813,hinauf::ADV,in alto,угару
814,überall::ADV,dappertutto,усюды
815,nicht::ADV,non,не
816,ein wenig::ADV,un po',трошкі
817,ein wenig::ADV,un poco,трошкі
818,kaum::ADV,a appena,ледзьве
819,sehr::ADV,molto,вельмі
820,so::ADV,così,так
821,so::ADV,tanto,так
822,noch::ADV,ancora,яшчэ
823,nur::ADV,solo,толькі
