,Concept_ID,lt,vep
189,Kranich::N,gervė,kurg
190,Krähe::N,varna,variš
191,Kuckuck::N,gegužė,kägi
192,Schwan::N,gulbė,joucen
193,Fisch::N,žuvis,kala
194,Barsch::N,ešerys,ahven
195,Hecht::N,lydeka,haug'
196,Schlange[Tier]::N,gyvatė,kü
197,Schlange[Tier]::N,gyvatė,mado
198,Wurm::N,kirmėlė,mado
199,Spinne::N,voras,hämähouk
200,Ameise::N,skruzdė,murahaine
201,Laus::N,utėlė,täi
202,Mücke::N,uodas,säs'k
203,Fliege::N,musė,kärbhaine
204,Schmetterling::N,drugys,lipkaine
205,Schmetterling::N,peteliškė,lipkaine
206,Beere::N,uoga,marj
207,Apfel::N,obuolys,jablok
208,Pilz::N,grybas,sen'
209,Pilz::N,grybas,babuk
210,Zwiebel::N,svogūnas,lauk
211,Saat::N,sėkla,semned
212,Korn::N,grūdai,jüvä
213,Korn::N,grūdai,vill'
214,Heu::N,šienas,hein
215,Schale::N,žievelė,kor'
216,Grube::N,duobė,kop
217,Falle::N,pinklės,rida
218,Falle::N,žabangai,rida
219,Schlinge::N,kilpa,rihm
220,Spur::N,vėžė,jäl'g
221,Spur::N,pėdos,jäl'g
222,Spur::N,pėdsakas,jäl'g
223,Asche::N,pelenai,tuhk
224,Dreck::N,purvas,redu
225,Dreck::N,purvas,pačak
226,Eisen::N,geležis,raud
227,Gold::N,auksas,kuld
228,Silber::N,sidabras,hobed
229,Kohle::N,anglis,hil'
230,Glas::N,stiklas,stökol
231,Lehm::N,molis,savi
232,Sand::N,smėlis,lete
233,Mensch::N,žmogus,mez'
234,Mensch::N,žmogus,ristit
235,Mann::N,vyras,mez'
236,Mann::N,vyriškis,mez'
237,Frau::N,moteris,naine
238,Kind::N,vaikas,laps'
239,Junge::N,vaikinas,poig
240,Junge::N,vaikinas,prihaine
241,Junge::N,berniukas,poig
242,Junge::N,berniukas,prihaine
243,Mädchen::N,mergytė,neičukaine
244,Mädchen::N,mergaitė,neičukaine
245,Familie::N,šeima,kanz
246,Familie::N,šeima,pereh
247,Großvater::N,senelis,ded
248,Großmutter::N,senelė,bab
249,Eltern::N,tėvai,vanhembad
250,Eltern::N,tėvai,kazvatajad
251,Vater::N,tėvas,tat
252,Mutter::N,motina,mam
253,Sohn::N,sūnus,poig
254,Tochter::N,duktė,tütär
255,Bruder::N,brolis,veik
256,Bruder::N,brolis,vell'
257,Schwester::N,sesuo,čiža
258,Schwester::N,sesuo,sizar
259,Onkel::N,dėdė,däd'
260,Tante::N,teta,tädi
261,Ehemann::N,vyras,mužik
262,Ehefrau::N,žmona,ak
263,Freude::N,džiaugsmas,ilo
264,Freude::N,džiaugsmas,ihastuz
265,Gelächter::N,juokas,nagr
266,Glück::N,laimė,oza
267,Kummer::N,vargas,gor'a
268,Kummer::N,rūpestis,gor'a
269,Wunsch::N,troškimas,taht
270,Wunsch::N,pageidavimas,taht
271,Lust::N,noras,himo
272,Lust::N,geidulys,himo
273,Geist::N,dvasia,heng
274,Gedanke::N,mintis,meletuz
275,Gedächtnis::N,atmintis,mušt
276,Verstand::N,protas,mel'
277,Sinn::N,prasmė,jüvä
278,Grund::N,priežastis,sü
279,Wahrheit::N,tiesa,tozi
280,Wahrheit::N,teisybė,tozi
281,Gespräch::N,pokalbis,lodu
282,Gespräch::N,pokalbis,pagin
283,Märchen::N,pasaka,sarn
284,Erzählung::N,apsakymas,sanutez
285,Erzählung::N,pasakojimas,sanutez
286,Nachricht::N,žinia,tedotuz
287,Neuigkeit::N,naujiena,uzištuz
288,Name::N,vardas,nimi
289,Rätsel::N,mįslė,ozoitez
290,Rede::N,kalba,pagin
291,Rede::N,kalba,sanad
292,Sprache::N,kalba,kel'
293,Stimme::N,balsas,än'
294,Wort::N,žodis,sana
295,Zeichen::N,žymė,znam
296,Zeichen::N,ženklas,znam
297,Ruf::N,šauksmas,kida
298,Ruf::N,šauksmas,kucund
299,Lärm::N,triukšmas,judu
300,Laut::N,garsas,kulund
301,Ton::N,tonas,kulund
302,Ton::N,garsas,kulund
303,Lied::N,daina,pajo
304,Lied::N,giesmė,pajo
305,Ruhe::N,ramybė,lebu
306,Ruhe::N,ramumas,lebu
307,Leute::N,žmonės,rahvaz
308,Volk::N,tauta,rahvaz
309,Arbeit::N,darbas,tö
310,Arbeit::N,darbas,rad
311,Arbeit::N,triūsas,tö
312,Arbeit::N,triūsas,rad
313,Gast::N,svečias,adiv
314,Geschenk::N,dovana,lahj
315,Spiel::N,žaismas,vänd
316,Spiel::N,žaidimas,vänd
317,Gesellschaft::N,draugija,sebr
318,Gesellschaft::N,kompanija,sebr
319,Hilfe::N,pagalba,abu
320,Freund::N,draugas,sebranik
321,Freund::N,bičiulis,sebranik
322,Kamerad::N,draugas,sebranik
323,Angelegenheit::N,dalykas,azj
324,Angelegenheit::N,reikalas,azj
325,Anzahl::N,kiekis,lugu
326,Anzahl::N,skaičius,lugu
327,Art::N,rūšis,rod
328,Art::N,rūšis,rodsugu
329,Stück::N,gabalas,pala
330,Stück::N,gabalas,supal
331,Teil::N,dalis,pala
332,Hälfte::N,pusė,pol'
333,Kreis::N,ratas,ümbruz
334,Kreis::N,ratas,kehkruz
335,Kreis::N,apskritis,ümbruz
336,Kreis::N,apskritis,kehkruz
337,Kreis::N,apskritimas,ümbruz
338,Kreis::N,apskritimas,kehkruz
339,Kreuz::N,kryžius,rist
340,Linie::N,linija,pird
341,Strich::N,brėžis,pird
342,Strich::N,brūkšnys,pird
343,Abstand::N,atstumas,keskust
344,Entfernung::N,atstumas,matk
345,Gegend::N,vietovė,taho
346,Platz::N,vieta,avaruz'
347,Ort::N,vieta,koht
348,Ort::N,vietovė,koht
349,Seite::N,pusė,pol'
350,Seite::N,pusė,kül'g
351,Seite::N,šonas,pol'
352,Seite::N,šonas,kül'g
353,Mitte::N,vidurys,kesk
354,Gegenstand::N,dalykas,kalu
355,Sache::N,daiktas,azj
356,Rand::N,kraštas,röun
357,Rand::N,pakraštys,röun
358,Kante::N,kraštas,röun
359,Ecke::N,kertė,saum
360,Ecke::N,kampas,saum
361,Spitze::N,priekis,agjaine
362,Spitze::N,priešakys,agjaine
363,Ende::N,galas,agj
364,Loch::N,skylė,reig
365,Winkel::N,kampas,čoga
366,Winkel::N,kampas,saum
367,Winkel::N,kampelis,čoga
368,Winkel::N,kampelis,saum
369,Muster::N,raštas,kirjam
370,Größe::N,dydis,suruz'
371,Größe::N,didumas,suruz'
372,Länge::N,ilgis,piduz
373,Länge::N,ilgumas,piduz
374,Höhe::N,aukštis,korktuz'
375,Höhe::N,aukštuma,korktuz'
376,Gewicht::N,svoris,jügu
377,Gewicht::N,svoris,vedäduz
378,Gewicht::N,svarstis,jügu
379,Gewicht::N,svarstis,vedäduz
380,Menge::N,kiekis,äjüz'
381,Menge::N,daugybė,äjüz'
382,Haufen::N,krūva,kogo
383,Haufen::N,šūsnis,kogo
384,Reihe::N,greta,rivi
385,Boot::N,valtis,veneh
386,Boot::N,laivelis,veneh
387,Ruder::N,irklas,air
388,Schlitten::N,rogės,regi
389,Schlitten::N,rogės,regut
390,Schlitten::N,rogutės,regi
391,Schlitten::N,rogutės,regut
392,Ski::N,slidė,suks'
393,Lagerfeuer::N,laužas,nodj
394,Lagerfeuer::N,laužas,pažag
395,Last::N,našta,jüguz
396,Last::N,nešulys,jüguz
397,Gang::N,eisena,astund
398,Schritt::N,žingsnis,hašk
399,Norden::N,šiaurė,pohjoine
400,Norden::N,žiemiai,pohjoine
401,Süden::N,pietūs,suvi
402,Westen::N,vakarai,päivlaskm
403,Osten::N,rytai,päivnouzm
404,Holz::N,mediena,pu
405,Brett::N,lenta,laud
406,Platte::N,plokštė,keitim
407,Stütze::N,atrama,tugi
408,Stütze::N,atspara,tugi
409,Stange::N,lazda,arz'
410,Stange::N,kartis,arz'
411,Stock::N,lazda,kalu
412,Stab::N,kartis,seibaz
413,Rohr::N,vamzdis,torv
414,Haus::N,namas,pert'
415,Heim::N,namai,kodi
416,Ofen::N,krosnis,päč
417,Fußboden::N,grindys,lava
418,Tisch::N,stalas,laud
419,Tisch::N,stalas,stal'c
420,Stuhl::N,kėdė,ištim
421,Wiege::N,lopšys,kätte
422,Bett::N,lova,sija
423,Bett::N,lova,magaduzsija
424,Bett::N,patalai,sija
425,Bett::N,patalai,magaduzsija
426,Regal::N,lentyna,palič
427,Kiste::N,dėžė,mülütim
428,Fenster::N,langas,ikun
429,Tür::N,durys,uks'
430,Tor::N,vartai,verai
431,Zaun::N,tvora,aid
432,Dach::N,stogas,katuz
433,Leiter::N,kopėčios,pordhad
434,Besen::N,šluota,lud
435,Besen::N,šluota,vast
436,Spaten::N,lopeta,labid
437,Spaten::N,kastuvas,labid
438,Schaufel::N,semtuvas,labid
439,Gabel::N,šakutė,hangoine
440,Löffel::N,šaukštas,luzik
441,Messer::N,peilis,veič
442,Nagel::N,vinis,nagl
443,Netz::N,tinklas,verk
444,Haken::N,vagis,kouk
445,Haken::N,kablys,kouk
446,Griff::N,kotas,kägä
447,Griff::N,kotas,varz'
448,Griff::N,rankena,kägä
449,Griff::N,rankena,varz'
450,Schloss::N,spyna,lukkol
451,Schloss::N,užraktas,lukkol
452,Bild::N,paveikslas,kuva
453,Figur::N,figūra,figur
454,Puppe::N,lėlė,tätüine
455,Beutel::N,krepšys,havad
456,Beutel::N,maišelis,havad
457,Bündel::N,ryšulys,toppaz
458,Bündel::N,ryšulys,käč
459,Tasche::N,krepšelis,sumk
460,Eimer::N,kibiras,vädr
461,Deckel::N,dangtis,katuz
462,Geschirr::N,indai,astii
463,Sack::N,maišas,havad
464,Tasse::N,puodukas,čašk
465,Topf::N,puodas,pada
466,Kessel::N,katilas,katil
467,Essen::N,valgis,sönd
468,Nahrung::N,penas,söm
469,Nahrung::N,maistas,söm
470,Speise::N,patiekalas,sömine
471,Fleisch::N,mėsa,liha
472,Getreide::N,javai,vill'
473,Brei::N,košė,pudr
474,Brot::N,duona,leib
475,Scheibe::N,riekė,bibaleh
476,Scheibe::N,riekė,šlik
477,Fett::N,taukai,razv
478,Fett::N,riebalai,razv
479,Butter::N,sviestas,voi
480,Öl::N,aliejus,voi
481,Salz::N,druska,sol
482,Suppe::N,sriuba,lem'
483,Suppe::N,sriuba,keitoz
484,Honig::N,medus,mezi
485,Milch::N,pienas,maid
486,Tee::N,arbata,čai
487,Leder::N,oda,nahk
488,Wolle::N,vilna,vill
489,Stoff::N,audeklas,kangaz
490,Nadel::N,adata,negl
491,Faden::N,gija,nit'
492,Faden::N,siūlas,nit'
493,Knopf::N,saga,nübl'
494,Knoten::N,mazgas,sol'm
495,Farbe::N,dažai,muju
496,Kleidung::N,rūbai,sobad
497,Kleidung::N,drabužiai,sobad
498,Hemd::N,marškiniai,paid
499,Kragen::N,apykaklė,kagluz
500,Ärmel::N,rankovė,hijam
501,Hose::N,kelnės,štanad
502,Gürtel::N,juosta,vö
503,Gürtel::N,diržas,vö
504,Mütze::N,kepurė,šapuk
505,Schuh::N,batas,keng'
506,Stiefel::N,auliniai batai,sapug
507,Ring::N,žiedas,rengaz
508,Band::N,kaspinas,lentaine
509,Kamm::N,šukos,suga
510,Spiegel::N,veidrodis,zerkol
511,Riemen::N,diržas,vö
512,Schnur::N,virvė,nor
513,Leine::N,pavadėlis,talutimnor
514,Decke::N,antklodė,sijakatuz
515,Kissen::N,pagalvė,pöluz
516,Kissen::N,priegalvis,pöluz
517,Tuch::N,skarelė,paik
518,Handtuch::N,rankšluostis,käzipaik
519,Kraft::N,jėga,vägi
520,Stärke::N,stiprumas,vahvuz'
521,Gesundheit::N,sveikata,tervhuz
522,Krankheit::N,liga,läžund
523,Schmerz::N,skausmas,kibu
524,Wunde::N,žaizda,čapatez
525,Fieber::N,karštis,säru
526,Arznei::N,vaistas,zel'l'
527,Brücke::N,tiltas,sild
528,Brunnen::N,šulinys,kaiv
529,Weide::N,ganykla,omaluine
530,Weide::N,gluosnis,omaluine
531,Pfad::N,takas,tehut
532,Weg::N,kelias,te
533,Straße::N,gatvė,te
534,Dorf::N,kaimas,külä
535,Dorf::N,sodžius,külä
536,Stadt::N,miestas,lidn
537,Brief::N,laiškas,kirjeine
538,Buch::N,knyga,kirj
539,Buchstabe::N,raidė,kirjam
540,Zeitung::N,laikraštis,lehtez
541,Leben::N,gyvybė,elo
542,Leben::N,gyvenimas,elo
543,Tod::N,mirtis,surm
544,Grab::N,kapas,kaum
545,Kirche::N,bažnyčia,jumalanpert'
546,Sünde::N,nuodėmė,grähk
547,Sünde::N,nusidėjimas,grähk
548,Gott::N,dievas,jumal
549,Arbeiter::N,darbininkas,radnik
550,Chef::N,šefas,pämez'
551,Chef::N,vadovas,pämez'
552,Chef::N,viršininkas,pämez'
553,Meister::N,meistras,mastar
554,Arzt::N,gydytojas,lekar'
555,Lehrer::N,mokytojas,opendai
556,Geld::N,pinigai,rahad
557,Geschäft::N,biznis,biznes
558,Laden::N,krautuvė,lauk
559,Laden::N,parduotuvė,lauk
560,Preis::N,kaina,arv
561,Ware::N,prekė,tavar
562,Nutzen::N,nauda,liža
563,Nutzen::N,pelnas,liža
564,Reichtum::N,turtas,kodielo
565,Reichtum::N,turtas,kal'huz'
566,Welt::N,pasaulis,mail'm
567,Land::N,žemė,ma
568,Land::N,šalis,ma
569,Staat::N,valstija,valdkund
570,König::N,karalius,kunigaz
571,Macht::N,galia,vald
572,Macht::N,valdžia,vald
573,Grenze::N,riba,röun
574,Grenze::N,siena,röun
575,Krieg::N,karas,soda
576,Feind::N,priešas,vihanik
577,Feind::N,priešas,vastustai
578,Gewalt::N,jėga,vägivald
579,Gewalt::N,smurtas,vägivald
580,Gewalt::N,prievarta,vägivald
581,Kampf::N,kova,tora
582,Bogen[Waffe]::N,lankas,taug
583,Pfeil::N,strėlė,nol
584,Gewehr::N,šautuvas,oružj
585,Fehler::N,klaida,viga
586,Lüge::N,melas,kelastuz
587,Schaden::N,nuostolis,pahuz'
588,Schaden::N,apgadinimas,pahuz'
589,Unglück::N,nelaimė,bed
590,Unglück::N,nelaimė,gor'a
591,Schuld::N,kaltė,värhuz'
592,Alter::N,amžius,igä
593,Schluss::N,pabaiga,lop
594,Zeit::N,laikas,aig
595,Tag::N,diena,päiv
596,Morgen::N,rytas,homendez
597,Mittag::N,vidurdienis,keskpäiv
598,Abend::N,vakaras,eht
599,Nacht::N,naktis,ö
600,Woche::N,savaitė,nedal'
601,Monat::N,mėnuo,ku
602,Jahr::N,metai,voz'
603,Frühling::N,pavasaris,keväz'
604,Sommer::N,vasara,keza
605,Herbst::N,ruduo,sügüz'
606,Winter::N,žiema,tal'v
607,Januar::N,sausis,viluku
608,Februar::N,vasaris,uhoku
609,März::N,kovas,keväz'ku
610,April::N,balandis,sulaku
611,Mai::N,gegužė,semendku
612,Juni::N,birželis,kezaku
613,Juli::N,liepa,heinku
614,August::N,rugpjūtis,eloku
615,September::N,rugsėjis,sügüz'ku
616,Oktober::N,spalis,reduku
617,November::N,lapkritis,kül'mku
618,Dezember::N,gruodis,tal'vku
619,Montag::N,pirmadienis,ezmärg
620,Dienstag::N,antradienis,tožnarg
621,Mittwoch::N,trečiadienis,koumanz'päiv
622,Donnerstag::N,ketvirtadienis,nellänz'päiv
623,Freitag::N,penktadienis,pätnič
624,Freitag::N,penktadienis,videnz'päiv
625,Samstag::N,šeštadienis,sobat
626,Sonntag::N,sekmadienis,pühäpäiv
627,groß::A,didis,sur'
628,groß::A,didis,järed
629,groß::A,didelis,sur'
630,groß::A,didelis,järed
631,klein::A,mažas,pen'
632,klein::A,mažas,pičuine
633,lang::A,ilgas,pit'k
634,kurz::A,trumpas,lühüd
635,breit::A,platus,leved
636,schmal::A,smulkus,kaid
637,dicht::A,tankus,tihed
638,dick[Gegenstand]::A,storas,paks
639,dünn::A,plonas,hoik
640,fein::A,smulkus,hen
641,fest::A,kietas,luja
642,fest::A,kietas,ninev
643,fest::A,tvirtas,luja
644,fest::A,tvirtas,ninev
645,flach::A,lėkštas,lapak
646,flach::A,plokščias,lapak
647,glatt::A,slidus,siled
648,hart::A,kietas,kova
649,weich::A,minkštas,pehmed
650,rund::A,apvalus,kehker
651,rund::A,apskritas,kehker
652,spitz::A,aštrus,nügu
653,spitz::A,aštrus,terav
654,spitz::A,smailus,nügu
655,spitz::A,smailus,terav
656,scharf::A,aštrus,terav
657,stumpf::A,bukas,tül'c
658,stumpf::A,atšipęs,tül'c
659,schwer::A,sunkus,jüged
660,schön::A,gražus,čoma
661,heiß::A,karštas,räk
662,warm::A,šiltas,läm'
663,kalt::A,šaltas,vilu
664,kühl::A,vėsus,raibak
665,kühl::A,vėsus,viluhk
666,kühl::A,bejausmis,raibak
667,kühl::A,bejausmis,viluhk
668,frisch::A,šviežias,lahed
669,feucht::A,drėgnas,neps
670,feucht::A,drėgnas,toreh
671,nass::A,šlapias,märg
672,trocken::A,sausas,kuiv
673,voll::A,pilnas,täuz'
674,leer::A,tuščias,joudai
675,offen::A,atviras,avoin
676,offen::A,atviras,avol'jaine
677,geschlossen::A,uždaras,saubaline
678,geschlossen::A,uždarytas,saubaline
679,sauber::A,švarus,puhtaz
680,schmutzig::A,nešvarus,redukaz
681,schmutzig::A,purvinas,redukaz
682,roh::A,žalias,rohk
683,roh::A,žalias,toreh
684,reif::A,prinokęs,küps
685,reif::A,pribrendęs,küps
686,lecker::A,gardus,magukaz
687,süß::A,saldus,maged
688,bitter::A,kartus,karged
689,sauer::A,gižus,muiged
690,sauer::A,rūgštus,muiged
691,hell::A,šviesus,kirkas
692,hell::A,šviesus,valgei
693,hell::A,skaistus,kirkas
694,hell::A,skaistus,valgei
695,dunkel::A,tamsus,pimed
696,schwarz::A,juodas,must
697,weiß::A,baltas,vauged
698,rot::A,raudonas,rusked
699,gelb::A,geltonas,pakuine
700,blau::A,mėlynas,sinine
701,grün::A,žalias,vihand
702,grau::A,pilkas,hahk
703,bunt::A,margas,kirjav
704,bunt::A,spalvotas,kirjav
705,billig::A,pigus,odav
706,teuer::A,brangus,kalliž
707,wertvoll::A,vertingas,arvokas
708,blind::A,aklas,soged
709,taub::A,kurčias,kurdiž
710,kräftig::A,stiprus,vägev
711,stark::A,stiprus,vahv
712,stark::A,stiprus,vägekaz
713,schwach::A,silpnas,väll'
714,fett::A,riebus,razvakaz
715,schlank::A,laibas,kapos
716,schlank::A,lieknas,kapos
717,hübsch::A,gražus,čoma
718,böse::A,blogas,äred
719,böse::A,blogas,käred
720,dumm::A,paikas,el'getoi
721,dumm::A,kvailas,el'getoi
722,faul::A,tingus,lašk
723,fleißig::A,stropus,radonnavedii
724,fleißig::A,kruopštus,radonnavedii
725,geizig::A,šykštus,ažlak
726,klug::A,sumanus,melev
727,klug::A,sumanus,melekaz
728,klug::A,protingas,melev
729,klug::A,protingas,melekaz
730,geschickt::A,apsukrus,mahtokaz
731,lieb::A,mielas,izo
732,lieb::A,mielas,sula
733,lustig::A,smagus,ilokaz
734,lustig::A,linksmas,ilokaz
735,sanft::A,švelnus,laskav
736,sanft::A,minkštas,laskav
737,hungrig::A,alkanas,näl'ghine
738,krank::A,ligotas,läžui
739,krank::A,sergantis,läžui
740,nackt::A,nuogas,alastoi
741,traurig::A,liūdnas,opalahine
742,lebendig::A,gyvas,eläb
743,gut::A,geras,hüvä
744,schlecht::A,blogas,huba
745,schlecht::A,prastas,huba
746,richtig::A,tikras,oiged
747,richtig::A,teisingas,oiged
748,schlimm::A,blogas,paha
749,schlimm::A,prastas,paha
750,wahr::A,tikras,todesine
751,alt::A,senas,vanh
752,neu::A,naujas,uz'
753,ehemalig::A,buvęs,edeline
754,alt[Lebewesen]::A,pagyvenęs,ravaz
755,jung::A,jaunas,nor'
756,arm::A,neturtingas,gol'l'
757,reich::A,turtingas,elokaz
758,bekannt::A,žinomas,tutab
759,bekannt::A,pažįstamas,tutab
760,berühmt::A,žymus,tetab
761,berühmt::A,garsus,tetab
762,fremd::A,svetimas,veraz
763,verschieden::A,įvairus,erazvuitte
764,nah::A,artimas,läheline
765,fern::A,tolimas,edahaine
766,linker::A,kairys,hura
767,rechter::A,dešinys,oiged
768,anderer::A,kitas,toine
769,erster::A,pirmas,ezmäine
770,zweiter::A,antras,toine
771,dritter::A,trečias,koumanz'
772,letzter::A,paskutinis,jäl'gmäine
773,allein::ADV,vienas,üksnäze
774,auf einmal::ADV,iš karto,ühten aigan
775,zusammen::ADV,kartu,ühtes
776,zusammen::ADV,drauge,ühtes
777,lange::ADV,ilgai,hätken
778,plötzlich::ADV,staiga,äkkid
779,sofort::ADV,tuojau,kerdalaz
780,später::ADV,vėliau,möhemba
781,später::ADV,paskiau,möhemba
782,jetzt::ADV,dabãr,nügüd'
783,heute::ADV,šiandien,tämbei
784,morgen::ADV,rytoj,homen
785,bald::ADV,greitai,pigai
786,bald::ADV,netrukus,pigai
787,dann::ADV,po to,sid'
788,gestern::ADV,vakar,eglai
789,einst::ADV,kadaise,ende
790,einst::ADV,kadaise,kerdan
791,einst::ADV,kitą kartą,ende
792,einst::ADV,kitą kartą,kerdan
793,damals::ADV,anuomet,siloi
794,damals::ADV,anuokart,siloi
795,danach::ADV,po to,sid'
