,Concept_ID,lt,ka
113,Moor::N,pelkė,ტორფნარი
114,Wiese::N,pieva,ველი
115,Wiese::N,pieva,მდელო
116,Wald::N,miškas,ტყე
117,Hügel::N,kalva,ბორცვი
118,Anhöhe::N,kauburys,მაღლობი
119,Berg::N,kalnas,მთა
120,Gipfel::N,viršūnė,მწვერვალი
121,Höhle::N,ola,მღვიმე
122,Höhle::N,ola,გამოქვებული
123,Abhang::N,šlaitas,ფერდობი
124,Abhang::N,nuokalnė,ფერდობი
125,Quelle::N,versmė,წყარო
126,Quelle::N,versmė,სათავე
127,Quelle::N,šaltinis,წყარო
128,Quelle::N,šaltinis,სათავე
129,Bach::N,upelis,რუ
130,Bach::N,upelis,ნაკადული
131,Fluss::N,upė,მდინარე
132,Ufer::N,krantas,კიდე
133,Ufer::N,krantas,ნაპირი
134,Küste::N,pajūris,ნაპირი
135,Festland::N,sausuma,ხმელეთი
136,Meer::N,jūra,ზღვა
137,Bucht::N,įlanka,ყურე
138,Bucht::N,užutekis,ყურე
139,Insel::N,sala,კუნძული
140,Blume::N,gėlė,ყვავილი
141,Gras::N,žolė,ბალახი
142,Wurzel::N,šaknis,ძირი
143,Wurzel::N,šaknis,ფესვი
144,Baum::N,medis,ხე
145,Stamm::N,kamienas,ტანი
146,Rinde::N,žievė,ქერქი
147,Ast::N,šaka,ტოტი
148,Zweig::N,šakelė,შტო
149,Blatt::N,lapas,ფოთოლი
150,Birke::N,beržas,არყი
151,Kiefer[Baum]::N,pušis,ფიჭვი
152,Weide[Baum]::N,karklas,ტირიფი
153,Tanne::N,eglė,ნაძვი
154,Tanne::N,kėnis,ნაძვი
155,Horn::N,ragas,რქა
156,Feder::N,plunksna,ფრთა
157,Fell::N,kailis,ტყავი
158,Flügel::N,sparnas,ფრთა
159,Klaue::N,kanopa,კლანჭი
160,Kralle::N,nagas,ტორი
161,Schwanz::N,uodega,კუდი
162,Ei::N,kiaušinis,კვერცხი
163,Nest::N,gūžta,ბუდე
164,Nest::N,lizdas,ბუდე
165,Bau::N,ola,სორო
166,Tier::N,gyvūnas,ნადირი
167,Tier::N,gyvūnas,ცხოველი
168,Herde::N,banda,ფარა
169,Herde::N,kaimenė,ფარა
170,Kuh::N,karvė,ფური
171,Kuh::N,karvė,ძროხა
172,Bulle::N,bulius,ხარი
173,Pferd::N,arklys,რაში
174,Pferd::N,arklys,ცხენი
175,Schaf::N,avis,ცხვარი
176,Schwein::N,kiaulė,ღორი
177,Hund::N,šuo,ძაღლი
178,Katze::N,katė,კატა
179,Bär::N,lokys,დათვი
180,Eichhörnchen::N,voveraitė,ციყვი
181,Elch::N,briedis,ცხენ-ირემი
182,Fuchs::N,lapė,მელა
183,Hase::N,kiškas,კურდღელი
184,Maus::N,pelė,თაგვი
185,Wolf::N,vilkas,მგელი
186,Vogel::N,paukštis,ჩიტი
187,Vogel::N,paukštis,ფრინველი
188,Schwarm::N,spiečius,გუნდი
189,Huhn::N,višta,დედალი
190,Hahn::N,gaidys,მამალი
191,Gans::N,žąsis,ბატი
192,Adler::N,erelis,არწივი
193,Ente::N,antis,იხვი
194,Eule::N,pelėda,ბუ
195,Kranich::N,gervė,წერო
196,Krähe::N,varna,ყვავი
197,Kuckuck::N,gegužė,გუგული
198,Schwan::N,gulbė,გედი
199,Fisch::N,žuvis,თევზი
200,Barsch::N,ešerys,ქორჭილა
201,Hecht::N,lydeka,ქარიყლაპია
202,Schlange[Tier]::N,gyvatė,გველი
203,Wurm::N,kirmėlė,ჭია
204,Spinne::N,voras,ობობა
205,Ameise::N,skruzdė,ჭიანჭველა
206,Laus::N,utėlė,ტილი
207,Laus::N,utėlė,მკბენარი
208,Mücke::N,uodas,კოღო
209,Fliege::N,musė,ბუზი
210,Schmetterling::N,drugys,პეპელა
211,Schmetterling::N,peteliškė,პეპელა
212,Beere::N,uoga,კენკრა
213,Apfel::N,obuolys,ვაშლი
214,Pilz::N,grybas,სოკო
215,Zwiebel::N,svogūnas,ხახვი
216,Saat::N,sėkla,თესლი
217,Korn::N,grūdai,მარცვალი
218,Heu::N,šienas,თივა
219,Schale::N,žievelė,ჩენჩო
220,Grube::N,duobė,ორმო
221,Falle::N,pinklės,ხაფანგი
222,Falle::N,žabangai,ხაფანგი
223,Schlinge::N,kilpa,მახე
224,Spur::N,vėžė,კვალი
225,Spur::N,pėdos,კვალი
226,Spur::N,pėdsakas,კვალი
227,Asche::N,pelenai,ფერფლი
228,Dreck::N,purvas,ტალახი
229,Dreck::N,purvas,სიბინძურე
230,Eisen::N,geležis,რკინა
231,Gold::N,auksas,ოქრო
232,Silber::N,sidabras,ვერცხლი
233,Kohle::N,anglis,ნახშირი
234,Glas::N,stiklas,მინა
235,Lehm::N,molis,თიხა
236,Sand::N,smėlis,ქვიშა
237,Mensch::N,žmogus,ადამიანი
238,Mann::N,vyras,კაცი
239,Mann::N,vyriškis,კაცი
240,Frau::N,moteris,ქალი
241,Kind::N,vaikas,ბავშვი
242,Junge::N,vaikinas,ვაჟი
243,Junge::N,berniukas,ვაჟი
244,Mädchen::N,mergytė,გოგო
245,Mädchen::N,mergaitė,გოგო
246,Familie::N,šeima,ოჯახი
247,Großvater::N,senelis,პაპა
248,Großvater::N,senelis,ბაბუა
249,Großmutter::N,senelė,ბებია
250,Großmutter::N,senelė,დიდედა
251,Eltern::N,tėvai,მშობლები
252,Vater::N,tėvas,მამა
253,Mutter::N,motina,დედა
254,Sohn::N,sūnus,ვაჟიშვილი
255,Tochter::N,duktė,ქალიშვილი
256,Bruder::N,brolis,ძმა
257,Schwester::N,sesuo,და
258,Onkel::N,dėdė,ბიძა
259,Tante::N,teta,დეიდა
260,Tante::N,teta,მამიდა
261,Ehemann::N,vyras,ქმარი
262,Ehefrau::N,žmona,ცოლი
263,Freude::N,džiaugsmas,სიხარული
264,Gelächter::N,juokas,სიცილი
265,Glück::N,laimė,ბედნიერება
266,Kummer::N,vargas,მწუხარება
267,Kummer::N,rūpestis,მწუხარება
268,Wunsch::N,troškimas,წადილი
269,Wunsch::N,troškimas,სურვილი
270,Wunsch::N,pageidavimas,წადილი
271,Wunsch::N,pageidavimas,სურვილი
272,Lust::N,noras,წადილი
273,Lust::N,geidulys,წადილი
274,Geist::N,dvasia,სული
275,Gedanke::N,mintis,ფიქრი
276,Gedächtnis::N,atmintis,მეხსიერება
277,Verstand::N,protas,ჭკუა
278,Verstand::N,protas,გონება
279,Sinn::N,prasmė,მნიშვნელობა
280,Grund::N,priežastis,მიზეზი
281,Wahrheit::N,tiesa,სიმართლე
282,Wahrheit::N,tiesa,ჭეშმარიტება
283,Wahrheit::N,teisybė,სიმართლე
284,Wahrheit::N,teisybė,ჭეშმარიტება
285,Gespräch::N,pokalbis,ბაასი
286,Gespräch::N,pokalbis,საუბარი
287,Märchen::N,pasaka,არაკი
288,Märchen::N,pasaka,ზღაპარი
289,Erzählung::N,apsakymas,თქმულება
290,Erzählung::N,pasakojimas,თქმულება
291,Nachricht::N,žinia,ცნობა
292,Nachricht::N,žinia,ამბავი
293,Neuigkeit::N,naujiena,სიახლე
294,Name::N,vardas,სახელი
295,Rätsel::N,mįslė,გამოცანა
296,Rede::N,kalba,სიტყვა
297,Sprache::N,kalba,ენა
298,Stimme::N,balsas,ხმა
299,Wort::N,žodis,სიტყვა
300,Zeichen::N,žymė,ნიშანი
301,Zeichen::N,ženklas,ნიშანი
302,Ruf::N,šauksmas,ძახილი
303,Lärm::N,triukšmas,ხმაური
304,Laut::N,garsas,ხმა
305,Laut::N,garsas,ბგერა
306,Ton::N,tonas,ტონი
307,Ton::N,garsas,ტონი
308,Lied::N,daina,სიმღერა
309,Lied::N,giesmė,სიმღერა
310,Ruhe::N,ramybė,სიწყნარე
311,Ruhe::N,ramumas,სიწყნარე
312,Leute::N,žmonės,ადამიანები
313,Volk::N,tauta,ერი
314,Volk::N,tauta,ხალხი
315,Arbeit::N,darbas,მუშაობა
316,Arbeit::N,triūsas,მუშაობა
317,Gast::N,svečias,სტუმარი
318,Geschenk::N,dovana,საჩუქარი
319,Spiel::N,žaismas,თამაში
320,Spiel::N,žaidimas,თამაში
321,Gesellschaft::N,draugija,საზოგადოება
322,Gesellschaft::N,kompanija,საზოგადოება
323,Hilfe::N,pagalba,შველა
324,Hilfe::N,pagalba,დახმარება
325,Freund::N,draugas,მეგობარი
326,Freund::N,bičiulis,მეგობარი
327,Kamerad::N,draugas,ამხანაგი
328,Angelegenheit::N,dalykas,საქმე
329,Angelegenheit::N,reikalas,საქმე
330,Anzahl::N,kiekis,ოდენობა
331,Anzahl::N,skaičius,ოდენობა
332,Art::N,rūšis,სახეობა
333,Stück::N,gabalas,ნატეხი
334,Teil::N,dalis,წილი
335,Hälfte::N,pusė,ნახევარი
336,Kreis::N,ratas,წრე
337,Kreis::N,apskritis,წრე
338,Kreis::N,apskritimas,წრე
339,Kreuz::N,kryžius,ჯვარი
340,Linie::N,linija,ხაზი
341,Strich::N,brėžis,შტრიხი
342,Strich::N,brūkšnys,შტრიხი
343,Abstand::N,atstumas,მანძილი
344,Entfernung::N,atstumas,სიშორე
345,Gegend::N,vietovė,არე
346,Gegend::N,vietovė,მხარე
347,Platz::N,vieta,ფართობი
348,Ort::N,vieta,ადგილი
349,Ort::N,vietovė,ადგილი
350,Seite::N,pusė,მხარე
351,Seite::N,šonas,მხარე
352,Mitte::N,vidurys,შუა
353,Gegenstand::N,dalykas,საგანი
354,Sache::N,daiktas,ნივთი
355,Rand::N,kraštas,კიდე
356,Rand::N,pakraštys,კიდე
357,Kante::N,kraštas,ნაწიბული
358,Ecke::N,kertė,კუთხე
359,Ecke::N,kampas,კუთხე
360,Spitze::N,priekis,წვეტი
361,Spitze::N,priešakys,წვეტი
362,Ende::N,galas,ბოლო
363,Loch::N,skylė,ხვრელი
364,Winkel::N,kampas,კუთხე
365,Winkel::N,kampelis,კუთხე
366,Muster::N,raštas,მოხატულობა
367,Größe::N,dydis,ზომა
368,Größe::N,dydis,სიდიდე
369,Größe::N,didumas,ზომა
370,Größe::N,didumas,სიდიდე
371,Länge::N,ilgis,სიგრძე
372,Länge::N,ilgumas,სიგრძე
373,Höhe::N,aukštis,სიმაღლე
374,Höhe::N,aukštuma,სიმაღლე
375,Gewicht::N,svoris,წონა
376,Gewicht::N,svarstis,წონა
377,Menge::N,kiekis,რაოდენობა
378,Menge::N,daugybė,რაოდენობა
379,Haufen::N,krūva,გროვა
380,Haufen::N,šūsnis,გროვა
381,Reihe::N,greta,რიგი
382,Reihe::N,greta,წყება
383,Boot::N,valtis,გემი
384,Boot::N,laivelis,გემი
385,Ruder::N,irklas,ხოფი
386,Ruder::N,irklas,ნიჩაბი
387,Schlitten::N,rogės,მარხილი
388,Schlitten::N,rogutės,მარხილი
389,Ski::N,slidė,თხილამური
390,Lagerfeuer::N,laužas,კოცონი
391,Last::N,našta,ტვირთი
392,Last::N,nešulys,ტვირთი
393,Gang::N,eisena,სვლა
394,Schritt::N,žingsnis,ბიჯი
395,Norden::N,šiaurė,ჩრდილოეთი
396,Norden::N,žiemiai,ჩრდილოეთი
397,Süden::N,pietūs,სამხრეთი
398,Westen::N,vakarai,დასავლეთი
399,Osten::N,rytai,აღმოსავლეთი
400,Holz::N,mediena,ხე
401,Brett::N,lenta,დაფა
402,Brett::N,lenta,ფიცარი
403,Platte::N,plokštė,თლილი ქვა
404,Stütze::N,atrama,საყრდენი
405,Stütze::N,atspara,საყრდენი
406,Stange::N,lazda,ჭოკი
407,Stange::N,kartis,ჭოკი
408,Stock::N,lazda,კეტი
409,Stab::N,kartis,ლატანი
410,Rohr::N,vamzdis,მილაკი
411,Haus::N,namas,სახლი
412,Heim::N,namai,ოჯახის კერა
413,Ofen::N,krosnis,ღუმელი
414,Fußboden::N,grindys,იატაკი
415,Tisch::N,stalas,სუფრა
416,Tisch::N,stalas,მაგიდა
417,Stuhl::N,kėdė,სკამი
418,Wiege::N,lopšys,აკვანი
419,Bett::N,lova,საწოლი
420,Bett::N,lova,სარეცელი
421,Bett::N,patalai,საწოლი
422,Bett::N,patalai,სარეცელი
423,Regal::N,lentyna,თაროები
424,Kiste::N,dėžė,ყუთი
425,Kiste::N,dėžė,სკივრი
426,Fenster::N,langas,ფანჯარა
427,Fenster::N,langas,სარკმელი
428,Tür::N,durys,ბჭე
429,Tür::N,durys,კარი
430,Tor::N,vartai,ჭიშკარი
431,Zaun::N,tvora,ღობე
432,Zaun::N,tvora,გალავანი
433,Dach::N,stogas,სახურავი
434,Leiter::N,kopėčios,კიბე
435,Besen::N,šluota,ცოცხი
436,Spaten::N,lopeta,ნიჩაბი
437,Spaten::N,kastuvas,ნიჩაბი
438,Schaufel::N,semtuvas,ბარი
439,Gabel::N,šakutė,ჩანგალი
440,Löffel::N,šaukštas,კოვზი
441,Messer::N,peilis,დანა
442,Nagel::N,vinis,ლურსმანი
443,Netz::N,tinklas,ბადე
444,Haken::N,vagis,კავი
445,Haken::N,vagis,კაუჭი
446,Haken::N,kablys,კავი
447,Haken::N,kablys,კაუჭი
448,Griff::N,kotas,ტარი
449,Griff::N,rankena,ტარი
450,Schloss::N,spyna,კლიტე
451,Schloss::N,spyna,საკეტი
452,Schloss::N,užraktas,კლიტე
453,Schloss::N,užraktas,საკეტი
454,Bild::N,paveikslas,სურათი
455,Figur::N,figūra,ფიგურა
456,Puppe::N,lėlė,თოჯინა
457,Beutel::N,krepšys,პარკი
458,Beutel::N,maišelis,პარკი
459,Bündel::N,ryšulys,გალა
460,Bündel::N,ryšulys,ასხმა
461,Tasche::N,krepšelis,ჩანთა
462,Eimer::N,kibiras,ჩამჩა
463,Deckel::N,dangtis,ხუფი
464,Deckel::N,dangtis,სარქველი
465,Geschirr::N,indai,ჭურჭელი
466,Sack::N,maišas,ტომარა
467,Tasse::N,puodukas,ფინჯანი
468,Topf::N,puodas,ქოთანი
469,Kessel::N,katilas,ქვაბი
470,Essen::N,valgis,ჭამა
471,Nahrung::N,penas,საზრდო
472,Nahrung::N,penas,საკვები
473,Nahrung::N,maistas,საზრდო
474,Nahrung::N,maistas,საკვები
475,Speise::N,patiekalas,საჭმელი
476,Fleisch::N,mėsa,ხორცი
477,Getreide::N,javai,მარცვლოვანი
478,Brei::N,košė,ფაფა
479,Brot::N,duona,პური
480,Scheibe::N,riekė,ნაჭერი
481,Fett::N,taukai,ქონი
482,Fett::N,taukai,ცხიმი
483,Fett::N,riebalai,ქონი
484,Fett::N,riebalai,ცხიმი
485,Butter::N,sviestas,კარაქი
486,Öl::N,aliejus,ზეთი
487,Salz::N,druska,მარილი
488,Suppe::N,sriuba,სუფი
489,Honig::N,medus,თაფლი
490,Milch::N,pienas,რძე
491,Tee::N,arbata,ჩაი
492,Leder::N,oda,ტყავი
493,Wolle::N,vilna,მატყლი
494,Stoff::N,audeklas,ქსოვილი
495,Nadel::N,adata,ნემსი
496,Faden::N,gija,ძაფი
497,Faden::N,gija,მკედი
498,Faden::N,siūlas,ძაფი
499,Faden::N,siūlas,მკედი
500,Knopf::N,saga,ღილი
501,Knoten::N,mazgas,ნასკვი
502,Farbe::N,dažai,საღებავი
503,Kleidung::N,rūbai,ტანსაცმელი
504,Kleidung::N,drabužiai,ტანსაცმელი
505,Hemd::N,marškiniai,ხალათი
506,Hemd::N,marškiniai,პერანგი
507,Kragen::N,apykaklė,საყელო
508,Ärmel::N,rankovė,სახელო
509,Hose::N,kelnės,შარვალი
510,Gürtel::N,juosta,ქამარი
511,Gürtel::N,diržas,ქამარი
512,Mütze::N,kepurė,ქუდი
513,Schuh::N,batas,ფეხსაცმელი
514,Stiefel::N,auliniai batai,ჩექმა
515,Ring::N,žiedas,ბეჭედი
516,Band::N,kaspinas,ბაფთი
517,Kamm::N,šukos,სავარცხელი
518,Spiegel::N,veidrodis,სარკე
519,Riemen::N,diržas,ღვედი
520,Schnur::N,virvė,ლარი
521,Leine::N,pavadėlis,ჯაჭვი
522,Decke::N,antklodė,საბანი
523,Kissen::N,pagalvė,ბალიში
524,Kissen::N,priegalvis,ბალიში
525,Tuch::N,skarelė,მაუდი
526,Tuch::N,skarelė,თავშალი
527,Handtuch::N,rankšluostis,ხელსახოცი
528,Kraft::N,jėga,ძალა
529,Stärke::N,stiprumas,ღონე
530,Gesundheit::N,sveikata,ჯანმრთელობა
531,Krankheit::N,liga,სენი
532,Krankheit::N,liga,ავადმყოფობა
533,Schmerz::N,skausmas,ტკივილი
534,Wunde::N,žaizda,იარი
535,Wunde::N,žaizda,ჭრილობა
536,Fieber::N,karštis,ციება
537,Arznei::N,vaistas,წამალი
538,Brücke::N,tiltas,ხიდი
539,Brunnen::N,šulinys,ჭა
540,Weide::N,ganykla,საძოვარი
541,Weide::N,gluosnis,საძოვარი
542,Pfad::N,takas,ბილიკი
543,Weg::N,kelias,გზა
544,Straße::N,gatvė,შარაგზა
545,Dorf::N,kaimas,დაბა
546,Dorf::N,kaimas,სოფელი
547,Dorf::N,sodžius,დაბა
548,Dorf::N,sodžius,სოფელი
549,Stadt::N,miestas,ქალაქი
550,Brief::N,laiškas,წერილი
551,Buch::N,knyga,წიგნი
552,Buchstabe::N,raidė,ასო
553,Zeitung::N,laikraštis,გაზეთი
554,Leben::N,gyvybė,სიცოცხლე
555,Leben::N,gyvenimas,სიცოცხლე
556,Tod::N,mirtis,სიკვდილი
557,Grab::N,kapas,სამარე
558,Grab::N,kapas,საფლავი
559,Kirche::N,bažnyčia,ეკლესია
560,Sünde::N,nuodėmė,ცოდვა
561,Sünde::N,nusidėjimas,ცოდვა
562,Gott::N,dievas,ღმერთი
563,Arbeiter::N,darbininkas,მუშა
564,Chef::N,šefas,გამგე
565,Chef::N,vadovas,გამგე
566,Chef::N,viršininkas,გამგე
567,Meister::N,meistras,ოსტატი
568,Arzt::N,gydytojas,ექიმი
569,Arzt::N,gydytojas,მკურნალი
570,Lehrer::N,mokytojas,მასწავლებელი
571,Geld::N,pinigai,ფული
572,Geschäft::N,biznis,საქმე
573,Geschäft::N,biznis,ბიზნესი
574,Laden::N,krautuvė,დუქანი
575,Laden::N,krautuvė,მაღაზია
576,Laden::N,parduotuvė,დუქანი
577,Laden::N,parduotuvė,მაღაზია
578,Preis::N,kaina,ფასი
579,Ware::N,prekė,საქონელი
580,Nutzen::N,nauda,ხეირი
581,Nutzen::N,pelnas,ხეირი
582,Reichtum::N,turtas,სიმდიდრე
583,Welt::N,pasaulis,მსოფლიო
584,Land::N,žemė,მხარე
585,Land::N,žemė,ქვეყანა
586,Land::N,šalis,მხარე
587,Land::N,šalis,ქვეყანა
588,Staat::N,valstija,სახელმწიფო
589,König::N,karalius,მეფე
590,Macht::N,galia,ძლიერება
591,Macht::N,valdžia,ძლიერება
592,Grenze::N,riba,ზღვარი
593,Grenze::N,siena,ზღვარი
594,Krieg::N,karas,ომი
595,Feind::N,priešas,მტერი
596,Gewalt::N,jėga,სისასტიკე
597,Gewalt::N,smurtas,სისასტიკე
598,Gewalt::N,prievarta,სისასტიკე
599,Kampf::N,kova,ბრძოლა
600,Bogen[Waffe]::N,lankas,მშვილდი
601,Pfeil::N,strėlė,ისარი
602,Pfeil::N,strėlė,მახვილი
603,Gewehr::N,šautuvas,თოფი
604,Gewehr::N,šautuvas,შაშხანა
605,Fehler::N,klaida,შეცდომა
606,Lüge::N,melas,სიცრუე
607,Schaden::N,nuostolis,ვნება
608,Schaden::N,apgadinimas,ვნება
609,Unglück::N,nelaimė,ხიფათი
610,Unglück::N,nelaimė,უბედურება
611,Schuld::N,kaltė,ბრალი
612,Alter::N,amžius,ასაკი
613,Schluss::N,pabaiga,ბოლო
614,Schluss::N,pabaiga,დასასრული
615,Zeit::N,laikas,დრო
616,Tag::N,diena,დღე
617,Morgen::N,rytas,დილა
618,Mittag::N,vidurdienis,შუადღე
619,Abend::N,vakaras,საღამო
620,Nacht::N,naktis,ღამე
621,Woche::N,savaitė,კვირა
622,Monat::N,mėnuo,თვე
623,Jahr::N,metai,წელი
624,Frühling::N,pavasaris,გაზაფხული
625,Sommer::N,vasara,ზაფხული
626,Herbst::N,ruduo,შემოდგომა
627,Winter::N,žiema,ზამთარი
628,Januar::N,sausis,იანვარი
629,Februar::N,vasaris,თებერვალი
630,März::N,kovas,მარტი
631,April::N,balandis,აპრილი
632,Mai::N,gegužė,მაისი
633,Juni::N,birželis,ივნისი
634,Juli::N,liepa,ივლისი
635,August::N,rugpjūtis,აგვისტო
636,September::N,rugsėjis,სექტემბერი
637,Oktober::N,spalis,ოქტომბერი
638,November::N,lapkritis,ნოემბერი
639,Dezember::N,gruodis,დეკემბერი
640,Montag::N,pirmadienis,ორშაბათი
641,Dienstag::N,antradienis,სამშაბათი
642,Mittwoch::N,trečiadienis,ოთხშაბათი
643,Donnerstag::N,ketvirtadienis,ხუთშაბათი
644,Freitag::N,penktadienis,პარასკევი
645,Samstag::N,šeštadienis,შაბათი
646,Sonntag::N,sekmadienis,კვირა
647,groß::A,didis,დიდი
648,groß::A,didelis,დიდი
649,klein::A,mažas,მცირე
650,klein::A,mažas,პატარა
651,lang::A,ilgas,გრძელი
652,kurz::A,trumpas,მოკლე
653,breit::A,platus,ფართო
654,breit::A,platus,განიერი
655,schmal::A,smulkus,ვიწრო
656,schmal::A,smulkus,წვრილი
657,dicht::A,tankus,მჭიდრო
658,dick[Gegenstand]::A,storas,სქელი
659,dünn::A,plonas,წვრილი
660,fein::A,smulkus,თხელი
661,fest::A,kietas,მყარი
662,fest::A,tvirtas,მყარი
663,flach::A,lėkštas,ბრტყელი
664,flach::A,plokščias,ბრტყელი
665,glatt::A,slidus,გლუ
666,hart::A,kietas,მაგარი
667,weich::A,minkštas,რბილი
668,rund::A,apvalus,მრგვალი
669,rund::A,apskritas,მრგვალი
670,spitz::A,aštrus,წვეტიანი
671,spitz::A,smailus,წვეტიანი
672,scharf::A,aštrus,მჭრელი
673,stumpf::A,bukas,ბლაგვი
674,stumpf::A,atšipęs,ბლაგვი
675,schwer::A,sunkus,მძიმე
676,schön::A,gražus,ლამაზი
677,heiß::A,karštas,ცხელი
678,warm::A,šiltas,თბილი
679,kalt::A,šaltas,ცივი
680,kühl::A,vėsus,გრილი
681,kühl::A,bejausmis,გრილი
682,frisch::A,šviežias,სუფთა
683,feucht::A,drėgnas,ნოტიო
684,nass::A,šlapias,სველი
685,trocken::A,sausas,მშრალი
686,voll::A,pilnas,სავსე
687,leer::A,tuščias,ცარიელი
688,offen::A,atviras,ღია
689,offen::A,atviras,გაშლილი
690,geschlossen::A,uždaras,დახურული
691,geschlossen::A,uždarytas,დახურული
692,sauber::A,švarus,სუფთა
693,sauber::A,švarus,წმინდა
694,schmutzig::A,nešvarus,ტალახიანი
695,schmutzig::A,purvinas,ტალახიანი
696,roh::A,žalias,უმი
697,reif::A,prinokęs,მწიფე
698,reif::A,pribrendęs,მწიფე
699,lecker::A,gardus,გემრიელი
700,süß::A,saldus,ტკბილი
701,bitter::A,kartus,მწარე
702,sauer::A,gižus,მჟავე
703,sauer::A,rūgštus,მჟავე
704,hell::A,šviesus,ნათელი
705,hell::A,skaistus,ნათელი
706,dunkel::A,tamsus,ბნელი
707,schwarz::A,juodas,შავი
708,weiß::A,baltas,თეთრი
709,rot::A,raudonas,წითელი
710,gelb::A,geltonas,ყვითელი
711,blau::A,mėlynas,ლურჯი
712,blau::A,mėlynas,ცისფერი
