,Concept_ID,tt,kk
98,Kälte::N,салкын,суықтық
99,Hitze::N,эсселек,аптап
100,Raureif::N,бәс,қырау
101,Raureif::N,сыкы,қырау
102,Regenbogen::N,салават күпере,кемпірқосақ
103,Donner::N,күкрәү,күн күркіреу
104,Strömung::N,агыш'агым,ағын
105,Tropfen::N,тамчы,тамшы
106,Schaum::N,күбек,көбік
107,Schmutz::N,пычрак,кір
108,See::N,күл,көл
109,Sumpf::N,саз,саз
110,Moor::N,торфлык,саз
111,Wiese::N,болын,шалғын
112,Wald::N,урман,орман
113,Hügel::N,калку,төбе
114,Hügel::N,калку,белес
115,Hügel::N,калку,белес-белес
116,Anhöhe::N,үр,дөң
117,Anhöhe::N,үр,адыр
118,Anhöhe::N,үр,қырат
119,Berg::N,тау,тау
120,Gipfel::N,оч,төбе
121,Höhle::N,мәгарә,үңгір
122,Abhang::N,кабырга,бауыр
123,Quelle::N,чишмә,қайнар
124,Bach::N,елга,жылға
125,Fluss::N,дәрья,өзен
126,Ufer::N,су кырые,жиек
127,Küste::N,яр буе,жиегі
128,Küste::N,яр буе,жағалау
129,Festland::N,коры җир,құрылық
130,Meer::N,диңгез,теңіз
131,Bucht::N,бухта,шығанақ
132,Bucht::N,култык,шығанақ
133,Insel::N,атау,арал
134,Insel::N,утрау,арал
135,Blume::N,чәчкә,гүл
136,Gras::N,үлән,от
137,Wurzel::N,тамыр,түбір
138,Baum::N,агач,ағаш
139,Baum::N,агач,дарақ
140,Stamm::N,кәүсә,сояу
141,Stamm::N,кәүсә,оқпан
142,Rinde::N,кабык,қабық
143,Ast::N,ботак,бұтақ
144,Zweig::N,ботак,шыбық
145,Zweig::N,тармак,шыбық
146,Blatt::N,яфрак,жапырақ
147,Birke::N,каен,қайың
148,Kiefer[Baum]::N,нарат,қарағай
149,Weide[Baum]::N,тал,тал
150,Tanne::N,чыршы,шырша
151,Horn::N,мөгез,мүйіз
152,Feder::N,йон,қаламұш
153,Fell::N,тире,тері
154,Flügel::N,канат,қанат
155,Klaue::N,тырнак,тырнақ
156,Kralle::N,тырнак,аяқ
157,Schwanz::N,койрык,құйрық
158,Ei::N,күкәй,жұмыртқа
159,Ei::N,йомырка,жұмыртқа
160,Nest::N,оя,ұя
161,Bau::N,өн,жатақ
162,Tier::N,хайван,айуан
163,Tier::N,хайван,жануар
164,Herde::N,көтү,пада
165,Kuh::N,сыер,сиыр
166,Bulle::N,үгез,өгіз
167,Pferd::N,ат,жылқы
168,Schaf::N,сарык,қой
169,Schwein::N,дуңгыз,шошқа
170,Hund::N,эт,ит
171,Katze::N,песи,мысық
172,Bär::N,аю,аю
173,Eichhörnchen::N,тиен,тиін
174,Elch::N,поши,бұғы
175,Fuchs::N,төлке,түлкі
176,Hase::N,куян,қоян
177,Maus::N,тычкан,қаптесер
178,Wolf::N,бүре,бөрі
179,Wolf::N,бүре,қасқыр
180,Vogel::N,кош,құс
181,Schwarm::N,көтү,топ
182,Schwarm::N,көтү,үйір
183,Huhn::N,тавык,тауық
184,Huhn::N,тавык,мекиен
185,Hahn::N,әтәч,әтеш
186,Hahn::N,әтәч,қораз
187,Gans::N,каз,қаз
188,Adler::N,каракош,бүркіт
189,Ente::N,үрдәк,үйрек
190,Eule::N,ябалак,жапалақ
191,Kranich::N,торна,тырна
192,Krähe::N,карга,қарға
193,Kuckuck::N,күке,көкек
194,Kuckuck::N,кәккүк,көкек
195,Schwan::N,аккош,аққу
196,Fisch::N,балык,балық
197,Barsch::N,алабуга,алабұға
198,Hecht::N,чуртан,шортан
199,Schlange[Tier]::N,елан,жылан
200,Wurm::N,корт,шұбалшаң
201,Spinne::N,үрмәкүч,өрмекші
202,Ameise::N,кырмыска,қүмырска
203,Laus::N,бет,бит
204,Mücke::N,черки,маса
205,Mücke::N,озынборын,маса
206,Fliege::N,чебен,шыбын
207,Schmetterling::N,күбәләк,көбелек
208,Beere::N,җиләк,жидек
209,Apfel::N,алма,алма
210,Pilz::N,гөмбә,қозықұйрық
211,Pilz::N,гөмбә,саңыраукулақ
212,Zwiebel::N,суган,жуа
213,Zwiebel::N,суганбаш,жуа
214,Saat::N,орлык,тұқым
215,Korn::N,иген,дән
216,Korn::N,орлык,дән
217,Heu::N,печән,шөп
218,Schale::N,кабык,қабық
219,Schale::N,кабык,қабығы
220,Grube::N,баз,ор
221,Grube::N,чокыр,ор
222,Falle::N,тозак,дұзақ
223,Falle::N,тозак,қақпан
224,Falle::N,капкын,дұзақ
225,Falle::N,капкын,қақпан
226,Schlinge::N,элмәк,ілмек
227,Spur::N,эз,із
228,Asche::N,көл,күл
229,Dreck::N,пычрак,былғаныш
230,Eisen::N,тимер,темір
231,Gold::N,алтын,алтын
232,Silber::N,көмеш,күміс
233,Kohle::N,күмер,көмір
234,Glas::N,пыяла,шыны
235,Lehm::N,балчык,балшық
236,Sand::N,ком,құм
237,Mensch::N,адәм,адам
238,Mensch::N,инсан,адам
239,Mann::N,ир,еркек
240,Mann::N,ир,ер адам
241,Frau::N,хатын,бике
242,Frau::N,хатын,қатын
243,Kind::N,бала,бала
244,Kind::N,бала,перзент
245,Junge::N,малай,бала
246,Junge::N,малай,ер бала
247,Mädchen::N,кыз,қыз
248,Familie::N,гаилә,жанұя
249,Großvater::N,бабай,ата
250,Großmutter::N,әби,әже
251,Großmutter::N,әби,әжей
252,Eltern::N,ата-ана,ата-аналар
253,Vater::N,ата,әке
254,Mutter::N,ана,ана
255,Sohn::N,ул,ұл
256,Tochter::N,кыз,қызым
257,Bruder::N,кардәш,бауырым
258,Schwester::N,апа,әпке
259,Schwester::N,сеңел,әпке
260,Onkel::N,дәдә,көке
261,Onkel::N,дәдәй,көке
262,Tante::N,түти,тәте
263,Tante::N,тәтәй,тәте
264,Ehemann::N,ир,ер
265,Ehefrau::N,хатын,зайып
266,Freude::N,сөенеч,қуаныш
267,Freude::N,сөенеч,сүйініш
268,Freude::N,сөенеч,шат-думан
269,Freude::N,сөенеч,қуаныштылық
270,Gelächter::N,көлү,күлу
271,Gelächter::N,көлеш,күлу
272,Glück::N,бәхет,бақыт
273,Glück::N,бәхет,бақыттылық
274,Kummer::N,хәсрәт,аза
275,Kummer::N,хәсрәт,қайғы
276,Kummer::N,хәсрәт,қасырет
277,Wunsch::N,теләк,мүдде
278,Lust::N,теләк,тәбет
279,Lust::N,теләк,ынтызар
280,Lust::N,теләк,құштарлық
281,Lust::N,теләү,тәбет
282,Lust::N,теләү,ынтызар
283,Lust::N,теләү,құштарлық
284,Geist::N,рух,рух
285,Gedanke::N,уй,ой
286,Gedanke::N,фикер,ой
287,Gedächtnis::N,хәтер,ес
288,Gedächtnis::N,хәтер,жады
289,Gedächtnis::N,хәтер,ақыл-ес
290,Verstand::N,акыл,ақыл
291,Verstand::N,акыл,парасат
292,Sinn::N,мәгънә,мән
293,Sinn::N,мәгънә,маныз
294,Sinn::N,мәгънә,мағына
295,Sinn::N,мәгънә,мән-мағына
296,Grund::N,сәбәп,себеп
297,Wahrheit::N,хак,рас
298,Gespräch::N,әңгәмә,әңгіме
299,Märchen::N,әкият,ертеп
300,Märchen::N,әкият,ертек
301,Erzählung::N,хикәя,әңгіме
302,Nachricht::N,хәбәр,хабар
303,Neuigkeit::N,яңалык,жаңалық
304,Name::N,исем,ат
305,Name::N,исем,атау
306,Rätsel::N,табышмак,жұмбақ
307,Rede::N,нотык,сөз
308,Sprache::N,тел,тіл
309,Stimme::N,тавыш,үн
310,Stimme::N,тавыш,әуен
311,Stimme::N,тавыш,дауыс
312,Wort::N,сүз,сөз
313,Zeichen::N,ишарә,ишара
314,Ruf::N,дәшү,айғай
315,Lärm::N,шау,айғай-шу
316,Lärm::N,шау,айғай-ұйғай
317,Laut::N,аваз,дыбыс
318,Laut::N,аваз,дауыс
319,Ton::N,шалтырату,әуен
320,Lied::N,җыр,ән
321,Lied::N,җыр,жыр
322,Lied::N,җыр,ән-жыр
323,Ruhe::N,тынлык,тыныштық
324,Leute::N,халык,кісілер
325,Volk::N,халык,халық
326,Arbeit::N,эш,еңбек
327,Arbeit::N,хезмәт,еңбек
328,Gast::N,кунак,қонақ
329,Gast::N,кунак,мейман
330,Geschenk::N,бүләк,қадия
331,Spiel::N,уен,ойын
332,Gesellschaft::N,җәмгыять,қауым
333,Gesellschaft::N,җәмгыять,жұртшылық
334,Hilfe::N,ярдәм,жэрдем
335,Hilfe::N,булышлык,жэрдем
336,Freund::N,дус,дос
337,Kamerad::N,иптәш,дос-жар
338,Angelegenheit::N,эш,жұмыс
339,Anzahl::N,микъдар,сан
340,Anzahl::N,микъдар,саны
341,Art::N,төр,түр
342,Stück::N,кисәк,тілім
343,Teil::N,өлеш,үлес
344,Teil::N,өлеш,бөлшек
345,Hälfte::N,ярым,жарты
346,Kreis::N,түгәрәк,шеңбер
347,Kreuz::N,хач,крест
348,Kreuz::N,тәре,крест
349,Linie::N,сызык,сызық
350,Strich::N,сызык,сызық
351,Abstand::N,ара,ара
352,Abstand::N,ара,аралық
353,Entfernung::N,ераклык,аралық
354,Gegend::N,урын,өңір
355,Platz::N,бушлык,орны
356,Ort::N,урын,орын
357,Seite::N,як,жақ
358,Seite::N,як,бүйір
359,Mitte::N,урта,ортасы
360,Gegenstand::N,нәрсә,зат
361,Gegenstand::N,нәрсә,нәрсе
362,Sache::N,нәрсә,бұйым
363,Rand::N,чит,шет
364,Rand::N,чит,шеті
365,Kante::N,кырый,қыр
366,Kante::N,кырый,қыры
367,Ecke::N,почмак,қыры
368,Ecke::N,почмак,бұрыш
369,Spitze::N,оч,ұшы
370,Ende::N,азак,аяқ
371,Ende::N,азак,соңы
372,Loch::N,тишек,тесік
373,Winkel::N,почмак,мүйіс
374,Muster::N,парча,мәнер
375,Größe::N,зурлык,ауқым
376,Größe::N,зурлык,көлемдік
377,Länge::N,озынлык,бой
378,Länge::N,озынлык,ұзындық
379,Höhe::N,биеклек,жоғарылық
380,Höhe::N,биеклек,биіктік
381,Gewicht::N,авырлык,салмақ
382,Menge::N,микъдар,мөлшер
383,Haufen::N,өем,үйме
384,Haufen::N,өем,үйінді
385,Reihe::N,рәт,сап
386,Boot::N,каек,қайық
387,Boot::N,көймә,қайық
388,Ruder::N,ишкәк,ескек
389,Schlitten::N,чана,шана
390,Ski::N,чаңгы,шаңғы
391,Lagerfeuer::N,костёр,алау
392,Last::N,йөк,ауырлық
393,Last::N,йөк,ауыр зат
394,Gang::N,йөреш,жүріс
395,Schritt::N,адым,адым
396,Norden::N,төньяк,солтүстік
397,Norden::N,төньяк,терістік
398,Süden::N,көньяк,оңтүстік
399,Westen::N,көнбатыш,батыс
400,Osten::N,шәрык,күншығыс
401,Osten::N,көнчыгыш,күншығыс
402,Holz::N,агач,ағаш
403,Holz::N,агач,сүрек
404,Brett::N,такта,тақта
405,Platte::N,плитә,тақта
406,Stütze::N,таяу,тіреу
407,Stange::N,колга,қада
408,Stock::N,таяк,сойыл
409,Stab::N,таяк,сырық
410,Rohr::N,торба,құбыр
411,Haus::N,өй,үй
412,Haus::N,йорт,үй
413,Heim::N,гаилә,үйлі
414,Heim::N,гаилә,шаңырақ
415,Heim::N,нәсел,үйлі
416,Heim::N,нәсел,шаңырақ
417,Ofen::N,мич,ошақ
418,Ofen::N,мич,пеш
419,Fußboden::N,идән,еден
420,Tisch::N,өстәл,үстел
421,Stuhl::N,утыргыч,орындық
422,Wiege::N,бишек,бесік
423,Bett::N,ятак,кереует
424,Bett::N,урын-җир,кереует
425,Regal::N,киштә,сөре
426,Regal::N,шүрлек,сөре
427,Kiste::N,әрҗә,жәшік
428,Fenster::N,тәрәзә,терезе
429,Tür::N,ишек,есік
430,Tor::N,капка,дарбаза
431,Zaun::N,койма,дуал
432,Dach::N,түбә,шатыр
433,Leiter::N,баскыч,саты
434,Leiter::N,баскыч,басқыш
435,Besen::N,себерке,сыпырғыш
436,Spaten::N,көрәк,күрек
437,Schaufel::N,көрәк,қалақ
438,Gabel::N,чәннечке,аша
439,Gabel::N,чәннечке,шанышқы
440,Löffel::N,кашык,қасық
441,Messer::N,пычак,пышақ
442,Nagel::N,кадак,мық
443,Nagel::N,кадак,шеге
444,Netz::N,челтәр,керегекөз
445,Haken::N,ыргак,ілмек
446,Griff::N,тотка,сап
447,Griff::N,тотка,тұтқа
448,Schloss::N,йозак,құлып
449,Schloss::N,йозак,бекіткіш
450,Bild::N,рәсем,сурет
451,Bild::N,картина,сурет
452,Figur::N,сын,тұлға
453,Figur::N,фигура,тұлға
454,Puppe::N,курчак,қуыршақ
455,Beutel::N,луза,қапшық
456,Bündel::N,бәйләм,байлам
457,Tasche::N,букча,дорба
458,Eimer::N,чиләк,шелек
459,Deckel::N,капкач,жапқыш
460,Geschirr::N,савыт-саба,ыдыс
461,Geschirr::N,кашык-аяк,ыдыс
462,Sack::N,капчык,қап
463,Tasse::N,чынаяк,шыныаяқ
464,Topf::N,чүлмәк,кәстрөл
465,Kessel::N,казан,қазан
466,Essen::N,ашау,ас
467,Nahrung::N,азык,ас
468,Nahrung::N,азык,тамақ
469,Nahrung::N,тәгам,ас
470,Nahrung::N,тәгам,тамақ
471,Nahrung::N,ашамлык,ас
472,Nahrung::N,ашамлык,тамақ
473,Speise::N,ризык,тағам
474,Fleisch::N,ит,ет
475,Getreide::N,ашлык,дәнді
476,Brei::N,ботка,ботқа
477,Brot::N,ипи,күлше
478,Brot::N,икмәк,күлше
479,Scheibe::N,телем,тілім
480,Fett::N,май,май
481,Butter::N,май,май
482,Öl::N,май,май
483,Salz::N,тоз,тұз
484,Suppe::N,шулпа,көже
485,Honig::N,бал,бал
486,Milch::N,сөт,сүт
487,Tee::N,чәй,шай
488,Leder::N,күн,көн
489,Wolle::N,йон,жүн
490,Stoff::N,тукыма,мата
491,Stoff::N,тукыма,кездеме
492,Nadel::N,энә,ине
493,Faden::N,җеп,жіп
494,Knopf::N,төймә,түйме
495,Knoten::N,төен,түйін
496,Farbe::N,буяу,рең
497,Kleidung::N,кием,киім
498,Hemd::N,күлмәк,жейде
499,Kragen::N,яка,жаға
500,Ärmel::N,җиң,жең
501,Hose::N,чалбар,шалбар
502,Gürtel::N,билбау,белбеу
503,Mütze::N,бүрек,қалпақ
504,Schuh::N,башмак,кебіс
505,Stiefel::N,итек,етік
506,Ring::N,балдак,жүзік
507,Band::N,тасма,таспа
508,Kamm::N,тарак,тарақ
509,Spiegel::N,көзге,айна
510,Riemen::N,каеш,қайыс
511,Schnur::N,бау,жіп
512,Leine::N,тезген,тізгін
513,Decke::N,юрган,көрпе
514,Kissen::N,мендәр,жастық
515,Tuch::N,яулык,орамал
516,Handtuch::N,сөлгә,сүлгі
517,Kraft::N,егәр,қуат
518,Kraft::N,егәр,қарқын
519,Kraft::N,егәр,әл-шама
520,Kraft::N,егәр,әл-дәрмен
521,Kraft::N,дәрман,қуат
522,Kraft::N,дәрман,қарқын
523,Kraft::N,дәрман,әл-шама
524,Kraft::N,дәрман,әл-дәрмен
525,Stärke::N,көч,әл
526,Stärke::N,көч,күш
527,Stärke::N,дәрман,әл
528,Stärke::N,дәрман,күш
529,Gesundheit::N,саулык,денсаулык
530,Krankheit::N,чир,ауру
531,Krankheit::N,хаста,ауру
532,Krankheit::N,сырхау,ауру
533,Schmerz::N,авырту,ауру
534,Wunde::N,яра,зақым
535,Wunde::N,яра,жарақат
536,Wunde::N,җәрәхәт,зақым
537,Wunde::N,җәрәхәт,жарақат
538,Fieber::N,бизгәк,безгек
539,Fieber::N,бизгәк,қалтырау
540,Fieber::N,бизгәк,қызу көтерілуі
541,Arznei::N,дару,дәрі
542,Arznei::N,дару,дәрі-дәрмек
543,Brücke::N,күпер,көпір
544,Brunnen::N,кое,құдық
545,Weide::N,утлавык,өріс
546,Weide::N,утлавык,жайылым
547,Pfad::N,сукмак,жол
548,Weg::N,юл,жол
549,Straße::N,урам,жол
550,Dorf::N,авыл,ауыл
551,Stadt::N,шәһәр,қала
552,Stadt::N,шәһәр,шаһар
553,Brief::N,хат,хат
554,Brief::N,хат,жазу
555,Buch::N,китап,кітап
556,Buchstabe::N,хәреф,әріп
557,Buchstabe::N,хәреф,қаріп
558,Zeitung::N,газет,газет
559,Zeitung::N,газета,газет
560,Leben::N,гомер,өмір
561,Leben::N,гомер,тіршілік
562,Leben::N,тормыш,өмір
563,Leben::N,тормыш,тіршілік
564,Leben::N,тереклек,өмір
565,Leben::N,тереклек,тіршілік
566,Tod::N,үлем,опат
567,Grab::N,гүр,мола
568,Grab::N,гүр,мазар
569,Grab::N,кабер,мола
570,Grab::N,кабер,мазар
571,Kirche::N,чиркәү,шіркеу
572,Sünde::N,язык,күнә
573,Sünde::N,гөнаһ,күнә
574,Gott::N,алла,алла
575,Gott::N,алла,құдай
576,Gott::N,алла,тәңірі
577,Gott::N,алла,пәруардігер
578,Gott::N,алла,жаратқан тәңірі
579,Gott::N,ходай,алла
580,Gott::N,ходай,құдай
581,Gott::N,ходай,тәңірі
582,Gott::N,ходай,пәруардігер
583,Gott::N,ходай,жаратқан тәңірі
584,Arbeiter::N,эшче,жүмысшы
585,Chef::N,башлык,басшы
586,Chef::N,башлык,жұмыс басқарушысы
587,Meister::N,оста,шебер
588,Meister::N,оста,өнерпаз
589,Arzt::N,врач,дәрігер
590,Arzt::N,табиб,дәрігер
591,Lehrer::N,укытучы,мұғалім
592,Lehrer::N,мөгаллим,мұғалім
593,Geld::N,акча,пұл
594,Geschäft::N,эш,бизнес
595,Laden::N,кибет,дүкен
596,Laden::N,магазин,дүкен
597,Preis::N,бәя,ақы
598,Preis::N,бәя,құны
599,Preis::N,бәя,нарық
600,Preis::N,бәһа,ақы
601,Preis::N,бәһа,құны
602,Preis::N,бәһа,нарық
603,Ware::N,товар,тауар
604,Nutzen::N,файда,пайда
605,Reichtum::N,байлык,бақ-дәулет
606,Welt::N,дөнья,әлем
607,Welt::N,дөнья,жиһан
608,Land::N,ил,аймақ
609,Staat::N,дәүләт,мемлекет
610,König::N,патша,патша
611,Macht::N,хакимият,өкімет
612,Macht::N,хакимият,қожалық
613,Grenze::N,чик,шек
614,Krieg::N,сугыш,соғыс
615,Feind::N,дошман,жау
616,Feind::N,дошман,дұшпан
617,Gewalt::N,көчләү,зорлык
618,Gewalt::N,көчләү,зорлық-зомбылык
619,Kampf::N,көрәш,күрес
620,Kampf::N,көрәш,алыспақ
621,Bogen[Waffe]::N,җәя,саржа
622,Pfeil::N,ук,жебе
623,Gewehr::N,мылтык,қару
624,Fehler::N,хата,әбес
625,Fehler::N,хата,қаталық
626,Lüge::N,ялган,өтірік
627,Schaden::N,зыян,зиян
628,Schaden::N,зыян,зарар
629,Schaden::N,зарар,зиян
630,Schaden::N,зарар,зарар
631,Unglück::N,бәла,пәле
632,Unglück::N,бәла,қасырет
633,Unglück::N,бәла,ауыртпалық
634,Schuld::N,гаеп,айыптылық
635,Alter::N,яшь,жас
636,Alter::N,яшь,жас шамасы
637,Schluss::N,ахыр,ада
638,Schluss::N,ахыр,бітуі
639,Zeit::N,заман,уақыт
640,Tag::N,көн,күн
641,Morgen::N,иртә,таң
642,Morgen::N,иртә,таңертең
643,Mittag::N,өйлә,талтүс
644,Abend::N,кич,кеш
645,Nacht::N,төн,түн
646,Woche::N,атна,апта
647,Monat::N,ай,ай
648,Jahr::N,ел,жыл
649,Frühling::N,яз,көктем
650,Sommer::N,җәй,жаз
651,Herbst::N,көз,күз
652,Winter::N,кыш,қыс
653,Januar::N,гыйнвар,каңтар
654,Februar::N,февраль,ақпан
655,März::N,март,наурыз
656,April::N,апрель,сәуір
657,Mai::N,май,мамыр
658,Juni::N,июнь,маусым
659,Juli::N,июль,шілде
660,August::N,август,сүмбіле
661,August::N,август,тамыз
662,September::N,сентябрь,қыркүйек
663,Oktober::N,октябрь,ақырап
664,November::N,ноябрь,қараша
665,Dezember::N,декабрь,желтоқсан
666,Montag::N,дүшәмбе,дүйсенбі
667,Dienstag::N,сишәмбе,сейсенбі
668,Mittwoch::N,чәршәмбе,сәрсенбі
669,Donnerstag::N,атнакич,бейсенбі
670,Donnerstag::N,пәнҗешәмбе,бейсенбі
671,Freitag::N,җомга,жұма
672,Samstag::N,шимбә,сенбі
673,Sonntag::N,якшәмбе,жексембі
674,groß::A,зур,алпамсадай
675,klein::A,кечкенә,кішкене
676,klein::A,кечкенә,қарғадай
677,lang::A,озын,сопақ
678,lang::A,озын,сорайған
679,kurz::A,кыска,кеспелтек
680,breit::A,киң,айдынды
681,schmal::A,кысык,қысық
682,dicht::A,куе,жиі
683,dick[Gegenstand]::A,калын,шомбал
684,dünn::A,нечкә,жұқа
685,dünn::A,нечкә,жіңішке
686,fein::A,нәзакәтле,қаңылтақ
687,fest::A,нык,берік
688,fest::A,нык,мызғымас
689,flach::A,яссы,жалпак
690,flach::A,ялпак,жалпак
691,glatt::A,шома,типыл
692,hart::A,каты,қатты
693,weich::A,йомшак,жұмсақ
694,rund::A,түгәрәк,домалақ
695,spitz::A,очлы,үшкір
696,scharf::A,үткен,сүйрік
697,stumpf::A,үтмәс,доғал
698,stumpf::A,үтмәс,өтпейтін
699,schwer::A,салмак,салмақты
700,schön::A,гүзәл,сұлу
701,heiß::A,эссе,ыссы
702,warm::A,җылы,жылы
703,kalt::A,суык,аязды
704,kalt::A,салкын,аязды
705,kühl::A,салкынча,салқын
706,frisch::A,салкынча,таза
707,frisch::A,салкынча,жаңа
708,feucht::A,юеш,нам
709,feucht::A,юеш,дымқылды
710,nass::A,дымлы,сулы
711,trocken::A,коры,құрғақ
712,voll::A,тулы,толы
713,leer::A,буш,бос
714,offen::A,ачык,ашып қойылған
715,geschlossen::A,йомык,жабулы
716,sauber::A,пакь,дақсыз
717,sauber::A,пакь,мұнтаздай
718,sauber::A,чиста,дақсыз
719,sauber::A,чиста,мұнтаздай
720,schmutzig::A,керле,айғыз
721,schmutzig::A,керле,сатпақ
722,schmutzig::A,керле,сатал-сатал
723,schmutzig::A,пычрак,айғыз
724,schmutzig::A,пычрак,сатпақ
725,schmutzig::A,пычрак,сатал-сатал
726,roh::A,чи,шикі
727,reif::A,өлгергән,піскен
728,lecker::A,тәмле,дәмді
729,süß::A,татлы,тәтті
730,bitter::A,ачы,ащы
731,sauer::A,әче,қышқыл
732,hell::A,якты,жарық
733,hell::A,якты,жарқын
734,dunkel::A,кара,қараңғы
735,schwarz::A,кара,қара
736,weiß::A,ак,ақ
737,rot::A,кызыл,қызыл
738,gelb::A,сары,сары
739,blau::A,күк,көк
740,grün::A,яшел,жасыл
741,grau::A,соры,бозамық
742,bunt::A,чуар,алабажак
743,billig::A,арзан,арзан
744,teuer::A,хаклы,бағалы
745,wertvoll::A,кыйммәтле,құнды
746,wertvoll::A,кыйммәтле,қымбат
747,blind::A,сукыр,көзсіз
748,blind::A,сукыр,көр
749,blind::A,сукыр,көр_соқыр
750,blind::A,күзсез,көзсіз
751,blind::A,күзсез,көр
752,blind::A,күзсез,көр_соқыр
753,taub::A,чукрак,керең
754,taub::A,чукрак,саңырау
755,taub::A,саңгырау,керең
756,taub::A,саңгырау,саңырау
757,kräftig::A,егәрле,қуатты
758,kräftig::A,егәрле,қарымды
759,stark::A,нык,білекті
760,stark::A,базык,білекті
761,schwach::A,зәгыйфь,әлсіз
762,schwach::A,зәгыйфь,күшсіз
763,schwach::A,зәгыйфь,қайратсыз
764,fett::A,симез,семіз
765,schlank::A,нәзек,ашаң
766,hübsch::A,чибәр,ажарлы
767,hübsch::A,чибәр,шырайлы
768,böse::A,усал,өш
769,böse::A,усал,сұм
770,böse::A,усал,жауыз
771,dumm::A,акылсыз,көкми
772,dumm::A,акылсыз,ақымақ
773,dumm::A,акылсыз,миы жоқ
774,faul::A,ялкау,жалқау
775,faul::A,ялкау,еріншек
776,faul::A,иренчәк,жалқау
777,faul::A,иренчәк,еріншек
778,fleißig::A,тырыш,ұқыпты
779,fleißig::A,тырышучан,ұқыпты
780,geizig::A,саран,сараң
781,klug::A,акыллы,жетік
782,klug::A,акыллы,ақылды
783,geschickt::A,маһир,шебер
784,lieb::A,сөекле,абзал
785,lieb::A,сөекле,айналайын
786,lustig::A,күңелле,көңілді
787,sanft::A,басынкы,жуас
788,hungrig::A,ач,аш
789,krank::A,чирле,кеселді
790,krank::A,сырхау,кеселді
791,nackt::A,шәрә,жалаңаш
792,traurig::A,ямансу,қапа
793,lebendig::A,тере,тірі
