,Concept_ID,ba,da
201,Kohle::N,күмер,kul
202,Glas::N,быяла,glas
203,Lehm::N,балсыҡ,ler
204,Sand::N,ҡом,sand
205,Mensch::N,кеше,mennesge
206,Mann::N,ир,mand
207,Frau::N,ҡатын,kvinde
208,Kind::N,бала,barn
209,Junge::N,малай,dreng
210,Mädchen::N,ҡыҙ,pige
211,Mädchen::N,ҡыҙыҡай,pige
212,Familie::N,ғаилә,familie
213,Großvater::N,олатай,bedstefar
214,Großmutter::N,әбәй,bedstemor
215,Eltern::N,ата-әсә,forældre
216,Vater::N,атай,far
217,Mutter::N,әсә,mor
218,Sohn::N,ул,søn
219,Tochter::N,ҡыҙ,datter
220,Bruder::N,агай,bror
221,Schwester::N,алай,søster
222,Schwester::N,һеңле,søster
223,Onkel::N,ағай,onkel
224,Tante::N,апай,tante
225,Ehemann::N,ир,ægtemand
226,Ehefrau::N,ҡатын,hustru
227,Freude::N,шатлыҡ,glæde
228,Freude::N,ҡыуаныс,glæde
229,Gelächter::N,көлөү,latter
230,Glück::N,бәхет,lykke
231,Kummer::N,ҡайғы,sorg
232,Wunsch::N,теләк,ønske
233,Lust::N,әүәҫлек,lyst
234,Geist::N,аң,ånd
235,Geist::N,рух,ånd
236,Gedanke::N,уй,tanke
237,Gedanke::N,фекер,tanke
238,Gedächtnis::N,хәтер,hukommelse
239,Verstand::N,аҡыл,forstand
240,Sinn::N,мәғәня,mening
241,Sinn::N,мәғәня,betydning
242,Grund::N,сәбәп,grund
243,Wahrheit::N,дөрөҫлөк,sandhed
244,Gespräch::N,әңгәмә,samtale
245,Märchen::N,әкиәт,eventyr
246,Erzählung::N,хикәйә,fortælling
247,Nachricht::N,хәбәр,efterretning
248,Neuigkeit::N,яңылыҡ,nyhed
249,Name::N,исем,navn
250,Rätsel::N,йомаҡ,gåde
251,Rede::N,телмәр,tale
252,Sprache::N,тел,sprog
253,Sprache::N,телмәр,sprog
254,Stimme::N,тауыш,stemme
255,Wort::N,һүҙ,ord
256,Zeichen::N,билдә,tegn
257,Ruf::N,саҡырыу,råb
258,Lärm::N,шаулау,larm
259,Laut::N,тауыш,lyd
260,Ton::N,яңғырау,tone
261,Lied::N,йыр,sang
262,Ruhe::N,ял,ro
263,Ruhe::N,ял,hvile
264,Ruhe::N,тыныслыҡ,ro
265,Ruhe::N,тыныслыҡ,hvile
266,Leute::N,кешеләр,folk
267,Leute::N,кешеләр,mennesker
268,Volk::N,халҡ,folk
269,Arbeit::N,эш,arbejde
270,Gast::N,ҡунаҡ,gæst
271,Geschenk::N,бүләк,gave
272,Spiel::N,уйын,leg
273,Gesellschaft::N,йәмғиәт,selskab
274,Hilfe::N,ярҙам,hjælp
275,Freund::N,дуҫ,ven
276,Kamerad::N,иптәш,kammerat
277,Angelegenheit::N,әш,sag
278,Angelegenheit::N,әш,anliggende
279,Anzahl::N,һан,antal
280,Art::N,төр,art
281,Stück::N,киҫәк,stykke
282,Teil::N,өлөш,del
283,Hälfte::N,ярты,halvdel
284,Kreis::N,түңәрәк,cirkel
285,Kreuz::N,тәре,kors
286,Kreuz::N,тәре,kryds
287,Linie::N,һыҙыҡ,linie
288,Strich::N,һыҙат,streg
289,Abstand::N,ара,afstand
290,Entfernung::N,алыҫлыҡ,afstand
291,Gegend::N,урын,egn
292,Platz::N,арауыҡ,plads
293,Ort::N,ерҙәр,sted
294,Ort::N,урындар,sted
295,Ort::N,эш урыны,sted
296,Seite::N,яҡ,side
297,Mitte::N,урталыҡ,midte
298,Gegenstand::N,нәмә,genstand
299,Sache::N,нәмә,sag
300,Sache::N,әйбер,sag
301,Rand::N,сит,rand
302,Kante::N,ҡабырға,kant
303,Kante::N,ян,kant
304,Ecke::N,мөйөш,hjørne
305,Spitze::N,ос,spids
306,Ende::N,аҙаҡ,ende
307,Loch::N,тишек,hul
308,Winkel::N,мөйөш,vinkel
309,Muster::N,биҙәк,mønster
310,Größe::N,ҙурлыҡ,størrelse
311,Länge::N,оҙонлоҡ,længde
312,Höhe::N,бейеклек,højde
313,Gewicht::N,үлсәү,vægt
314,Menge::N,һан,mængde
315,Haufen::N,өйөм,bunke
316,Reihe::N,рәт,række
317,Boot::N,кәмә,båd
318,Ruder::N,ишкәк,åre
319,Schlitten::N,сана,kælk
320,Schlitten::N,сана,slæde
321,Ski::N,саңгы,ski
322,Lagerfeuer::N,костер,lejrbål
323,Last::N,ауырлыҡ,last
324,Last::N,ауырлыҡ,byrde
325,Gang::N,барыу,gang
326,Schritt::N,аҙым,skridt
327,Norden::N,төньяҡ,nord
328,Süden::N,көньяҡ,syd
329,Westen::N,көнбайыш,vest
330,Osten::N,көнсығыш,øst
331,Holz::N,үағас,træ
332,Brett::N,таҡта,bræt
333,Platte::N,плита,plade
334,Stütze::N,терәк,støtte
335,Stange::N,кәртә,stang
336,Stock::N,таяҡ,stok
337,Stab::N,ҡолға,stav
338,Rohr::N,торба,rør
339,Haus::N,өй,hus
340,Haus::N,йорт,hus
341,Heim::N,өй,hjem
342,Ofen::N,мейес,ovn
343,Fußboden::N,енес,gulv
344,Tisch::N,өҫтәл,bord
345,Stuhl::N,ултырғыс,stol
346,Wiege::N,бишек,vugge
347,Bett::N,карауат,seng
348,Regal::N,кәштә,reol
349,Kiste::N,йәшинк,kasse
350,Fenster::N,тәҙрә,vindue
351,Tür::N,ишек,dør
352,Tor::N,ҡапҡа,port
353,Zaun::N,ҡойма,stakit
354,Dach::N,түбә,tag
355,Dach::N,ҡыйыҡ,tag
356,Leiter::N,баҫҡыс,stige
357,Besen::N,һепертке,kost
358,Spaten::N,көрәк,spade
359,Schaufel::N,көрәк,skovl
360,Gabel::N,сәнске,gaffel
361,Löffel::N,ҡалаҡ,ske
362,Messer::N,бысаҡ,kniv
363,Nagel::N,сөй,søm
364,Netz::N,ау,net
365,Haken::N,ыргаҡ,krog
366,Griff::N,тотҡа,tag
367,Griff::N,тотҡа,håndtag
368,Schloss::N,йоҙаҡ,lås
369,Bild::N,картина,billede
370,Figur::N,һын,figur
371,Puppe::N,ҡурсаҡ,dukke
372,Beutel::N,тоҡ,pose
373,Bündel::N,төргәк,bylt
374,Bündel::N,төргәк,bundt
375,Tasche::N,сумка,taske
376,Eimer::N,биҙрә,spand
377,Deckel::N,ҡапҡас,låg
378,Geschirr::N,һауыт-һаба,husgeråd
379,Sack::N,тоҡ,sæk
380,Tasse::N,сынаяҡ,kop
381,Topf::N,кәстрүл,gryde
382,Kessel::N,ҡаҙан,kedel
383,Essen::N,ашау,måltid
384,Nahrung::N,аҙыҡ,mad
385,Nahrung::N,аҙыҡ,næring
386,Speise::N,аш,ret
387,Fleisch::N,ит,kød
388,Getreide::N,иген,korn
389,Getreide::N,ашлыҡ,korn
390,Brei::N,бутҡа,grød
391,Brot::N,икмәк,brød
392,Scheibe::N,телем,skive
393,Fett::N,май,fedt
394,Butter::N,май,smør
395,Öl::N,май буяуы,olie
396,Salz::N,тоҙ,salt
397,Suppe::N,һурпа,suppe
398,Honig::N,бал,honning
399,Milch::N,һөт,mælk
400,Tee::N,сәй,te
401,Leder::N,күн,skind
402,Wolle::N,йөн,uld
403,Stoff::N,туҡыма,stof
404,Nadel::N,энә,nål
405,Faden::N,еп,tråd
406,Knopf::N,төймә,knap
407,Knoten::N,төйөн,knude
408,Farbe::N,буяу,farve
409,Kleidung::N,кейем,påklædning
410,Hemd::N,күлдәк,skjorte
411,Kragen::N,яға,krave
412,Ärmel::N,ең,ærme
413,Hose::N,салбар,bukser
414,Gürtel::N,ҡайыш,bælte
415,Mütze::N,бүрк,hue
416,Schuh::N,туфли,sko
417,Stiefel::N,итек,støvle
418,Ring::N,йөҙөк,ring
419,Ring::N,балдаҡ,ring
420,Band::N,таҫма,bånd
421,Kamm::N,тараҡ,kam
422,Spiegel::N,көзгө,spejl
423,Riemen::N,ҡайыш,rem
424,Schnur::N,бау,snor
425,Leine::N,бау,snor
426,Decke::N,одеяд,tæppe
427,Kissen::N,мендәр,pude
428,Tuch::N,яулыҡ,sjaltørklæde
429,Handtuch::N,таҫтамал,håndklæde
430,Kraft::N,көс,kraft
431,Stärke::N,көс,styrke
432,Gesundheit::N,һаулыҡ,sundhed
433,Krankheit::N,сир,sygdom
434,Krankheit::N,ауырыу,sygdom
435,Schmerz::N,һыҙлау,smerte
436,Schmerz::N,әрнеү,smerte
437,Wunde::N,йәрәхәт,sår
438,Fieber::N,тапма,feber
439,Fieber::N,биҙгәк,feber
440,Arznei::N,дарыу,medicin
441,Arznei::N,дарыу,lægemiddel
442,Brücke::N,күпер,bro
443,Brunnen::N,ҡоҙоҡ,brønd
444,Weide::N,көтөүлек,græsgang
445,Pfad::N,һуҡмаҡ,sti
446,Weg::N,юл,vej
447,Straße::N,урам,gade
448,Dorf::N,ауыл,landsby
449,Stadt::N,ҡала,by
450,Brief::N,хат,brev
451,Buch::N,китап,bog
452,Buch::N,кенәгә,bog
453,Buchstabe::N,хәреф,bogstav
454,Zeitung::N,гәзит,avis
455,Leben::N,йәшәү,liv
456,Tod::N,үлем,død
457,Grab::N,ҡәбер,grav
458,Kirche::N,сиркәү,kirke
459,Sünde::N,гөнаһ,synd
460,Gott::N,алла,gud
461,Gott::N,хоҙай,gud
462,Arbeiter::N,эшсе,arbejder
463,Chef::N,башлыҡ,chef
464,Meister::N,оҫта,mester
465,Arzt::N,врач,læge
466,Lehrer::N,уҡытыусы,lærer
467,Geld::N,аҡса,penge
468,Geschäft::N,эш,forretning
469,Laden::N,магазин,butik
470,Laden::N,магазин,forretning
471,Preis::N,хаҡ,pris
472,Ware::N,тауар,vare
473,Nutzen::N,файҙа,nytte
474,Reichtum::N,байлыҡ,rigdom
475,Welt::N,донъя,verden
476,Land::N,ил,land
477,Staat::N,дәүләт,stat
478,König::N,король,konge
479,Macht::N,власть,magt
480,Grenze::N,сик,grænse
481,Krieg::N,һуғыш,krig
482,Feind::N,йылан,fjende
483,Gewalt::N,көслөк,vold
484,Kampf::N,көрәш,kamp
485,Bogen[Waffe]::N,йәйә,bue
486,Pfeil::N,уҡ,pil
487,Gewehr::N,мылтыҡ,gevær
488,Fehler::N,хата,fejl
489,Lüge::N,ялған,løgn
490,Schaden::N,зыян,skade
491,Schaden::N,зарар,skade
492,Unglück::N,ҡаза,uheld
493,Unglück::N,ҡаза,ulykke
494,Schuld::N,ғәйеп,skyld
495,Alter::N,йәш,alder
496,Schluss::N,һуң,slut
497,Schluss::N,һуң,slutning
498,Schluss::N,аҙаҡ,slut
499,Schluss::N,аҙаҡ,slutning
500,Zeit::N,мәл,tid
501,Zeit::N,заман,tid
502,Tag::N,көн,dag
503,Morgen::N,иртә,morgen
504,Morgen::N,иртәнсәк,morgen
505,Mittag::N,төш,middag
506,Abend::N,кис,aften
507,Nacht::N,төн,nat
508,Woche::N,аҙна,uge
509,Monat::N,ай,måned
510,Jahr::N,йыл,år
511,Frühling::N,яҙ,forår
512,Sommer::N,йәй,sommer
513,Herbst::N,көз,efterår
514,Winter::N,ҡыш,vinter
515,Januar::N,ғинуар,januar
516,Februar::N,февраль,februar
517,März::N,март,marts
518,April::N,апрель,april
519,Mai::N,май,maj
520,Juni::N,июнь,juni
521,Juli::N,июль,juli
522,August::N,август,august
523,September::N,сентябрь,september
524,Oktober::N,октябрь,oktober
525,November::N,ноябрь,november
526,Dezember::N,декабрь,december
527,Montag::N,дүшәмбе,mandag
528,Dienstag::N,шишәмбе,tirsdag
529,Mittwoch::N,шаршамбы,onsdag
530,Donnerstag::N,кесаҙна,torsdag
531,Freitag::N,йома,fredag
532,Samstag::N,шәмбе,lørdag
533,Sonntag::N,йәкшәмбе,søndag
534,groß::A,ҙур,stor
535,klein::A,бәләкәс,lille
536,lang::A,оҙон,lang
537,kurz::A,ҡыҫҡа,kort
538,breit::A,киң,bred
539,schmal::A,тар,smal
540,dicht::A,йыш,tæt
541,dicht::A,ҡуйы,tæt
542,dick[Gegenstand]::A,ҡалын,tyk
543,dünn::A,йоҡа,tynd
544,dünn::A,нәҙек,tynd
545,fein::A,нескә,fin
546,fest::A,ныҡ,fast
547,flach::A,яҫы,flad
548,flach::A,ялпаҡ,flad
549,glatt::A,шыма,glat
550,hart::A,ҡаты,hård
551,weich::A,йомшаҡ,blød
552,rund::A,түңәрәк,rund
553,spitz::A,осло түбәле,spids
554,scharf::A,үткер,skarp
555,stumpf::A,утмәҫ,sløv
556,stumpf::A,утмәҫ,stump
557,schwer::A,ауыр,tung
558,schön::A,матур,skøn
559,heiß::A,эҫе,hed
560,warm::A,йылы,varm
561,kalt::A,һыуыҡ,kold
562,kühl::A,һалҡынса,kølig
563,frisch::A,һалҡынса,frisk
564,feucht::A,еүеш,fugtig
565,feucht::A,дымлы,fugtig
566,nass::A,еүеш,våd
567,trocken::A,кипкән,tør
568,voll::A,тулы,fuld
569,leer::A,буш,tom
570,offen::A,асыҡ,åben
571,geschlossen::A,ябыҡ,lukket
572,sauber::A,таҙа,ren
573,schmutzig::A,бысраҡ,snavset
574,roh::A,сей,rå
575,reif::A,өлгөрғән,moden
576,lecker::A,тәмле,lækker
577,süß::A,тямле,sød
578,süß::A,тәм-том,sød
579,bitter::A,әсе,bitter
580,sauer::A,әсе,sur
581,hell::A,яҡты,lys
582,dunkel::A,ҡараңғы,mørk
583,schwarz::A,ҡара,sort
584,weiß::A,аҡ,hvid
585,rot::A,матур,rød
586,rot::A,һылыу,rød
587,rot::A,сибәр,rød
588,gelb::A,һары,gul
589,blau::A,күк,blå
590,grün::A,йәшел,grøn
591,grau::A,буҙ,grå
592,bunt::A,сыбар,broget
593,bunt::A,ала-ҡола,broget
594,billig::A,арзан,billig
595,teuer::A,ҡыйбатлы,dyr
596,wertvoll::A,ҡиммәтле,værdifuld
597,blind::A,һуҡыр,blind
598,taub::A,һаңғырау,døv
599,kräftig::A,көслө,kraftig
600,kräftig::A,ҡеүәтле,kraftig
601,stark::A,көслө,stærk
602,stark::A,ҡеүәтле,stærk
603,schwach::A,көсһөҙ,svag
604,fett::A,һимеҙ,fed
605,schlank::A,зифа,slank
606,hübsch::A,матур,køn
607,böse::A,асыулы,ond
608,böse::A,асыулы,slem
609,dumm::A,иҫәр,dum
610,faul::A,иренсәк,doven
611,fleißig::A,тырыш,flittig
612,geizig::A,һаран,gerrig
613,klug::A,аҡыллы,klog
614,geschickt::A,оҫта,dygtig
615,geschickt::A,оҫта,behændig
616,lieb::A,яғымлы,rar
617,lustig::A,күңелле,lystig
618,sanft::A,йыуаш,blid
619,hungrig::A,ас,sulten
620,krank::A,сирле,syg
621,krank::A,ауырыу,syg
622,nackt::A,яланғас,nøgen
623,traurig::A,яманһыу,bedrøvet
624,lebendig::A,тере,levende
625,lebendig::A,йәнле,levende
626,gut::A,яҡшы,god
627,schlecht::A,хөрт,dårlig
628,schlecht::A,алама,dårlig
629,richtig::A,дөрөҫ,rigtig
630,schlimm::A,хөрт,slem
631,schlimm::A,алама,slem
632,wahr::A,дөрөҫ,sand
633,alt::A,иҫке,gammel
634,alt::A,боронғо,gammel
635,neu::A,яңы,ny
636,ehemalig::A,элекке,forhenværende
637,alt[Lebewesen]::A,ҡарт,gammel
638,jung::A,йәш,ung
639,arm::A,фәҡир,fattig
640,reich::A,бай,rig
641,bekannt::A,таныш,kendt
642,berühmt::A,атаҡлы,berømt
643,berühmt::A,данлыҡлы,berømt
644,fremd::A,ят,fremmed
645,fremd::A,сит,fremmed
646,verschieden::A,төрлө,forskellig
647,nah::A,яҡын,nær
648,fern::A,алыҫ,fjern
649,fern::A,йыраҡ,fjern
650,linker::A,һул,venstre
651,rechter::A,уң,højre
652,anderer::A,бутән,anden
653,erster::A,тәүге,første
654,zweiter::A,икенсе,anden
655,dritter::A,өсөнсө,tredje
656,letzter::A,һуңғы,sidste
657,allein::ADV,бер үҙе,alene
658,allein::ADV,яңғыҙ,alene
659,auf einmal::ADV,бер юлы,på én gang
660,zusammen::ADV,бергә,sammen
661,lange::ADV,оҙаҡ,længe
662,plötzlich::ADV,ҡапыл,pludselig
663,sofort::ADV,шунда уҡ,straks
664,später::ADV,һуңыраҡ,senere
665,jetzt::ADV,хәҙер,nu
666,heute::ADV,бөгөн,i dag
667,morgen::ADV,иртәгә,i morgen
668,bald::ADV,тиҙҙән,snart
669,dann::ADV,һуңынан,så
670,gestern::ADV,кисә,i går
671,einst::ADV,ҡасандыр,engang
672,einst::ADV,бер баҡыт,engang
673,damals::ADV,ул саҡта,dengang
674,danach::ADV,һуңынан,derefter
675,vorher::ADV,элек,før
676,vorher::ADV,элек,forud
677,zuerst::ADV,башта,først
678,einmal::ADV,бер,en gang
679,manchmal::ADV,ҡайһы берҙә,sommetider
680,oft::ADV,йыш,ofte
681,immer::ADV,һәр ҡасан,altid
682,niemals::ADV,бер ҡасан да,aldrig
683,niemals::ADV,бер ваҡытта ла,aldrig
684,hier::ADV,бында,her
685,hierhin::ADV,бында,hid
686,hierhin::ADV,бында,herhen
687,von hier::ADV,бынан,herfra
688,von hier::ADV,ошонан,herfra
689,dort::ADV,шунда,der
690,dort::ADV,тегендә,der
691,dorthin::ADV,шунда,derhen
692,dorthin::ADV,тегеләй,derhen
693,geradeaus::ADV,тура,lige ud
694,vorwärts::ADV,алға,fremad
695,rückwärts::ADV,кирегә,baglæns
696,zurück::ADV,кирегә,tilbage
697,unten::ADV,түбәндә,nede
698,unten::ADV,түбәндә,forneden
699,hinab::ADV,түбәнгә,ned
700,hinab::ADV,түбәнгә,nedad
701,oben::ADV,юғарыла,oppe
702,oben::ADV,юғарыла,ovenpå
703,hinauf::ADV,юғарыға,op
704,hinauf::ADV,юғарыға,opad
705,überall::ADV,бөтә урында,overalt
706,nicht::ADV,тугел,ikke
707,ein wenig::ADV,аҙ,lidt
708,kaum::ADV,көскә,knap
709,kaum::ADV,көскә,næppe
710,kaum::ADV,саҡ-саҡ,knap
711,kaum::ADV,саҡ-саҡ,næppe
712,sehr::ADV,ифат,meget
713,so::ADV,шулай,så
714,noch::ADV,йәнә,endnu
715,nur::ADV,бары,kun
716,nur::ADV,бары,bare
717,schon::ADV,инде,alt
718,schon::ADV,инде,allerede
719,wieder::ADV,тағы,igen
720,vergebens::ADV,бушҡа,forgæves
721,vor::PRP,алдында,foran
722,vor::PRP,алдында,uden for
723,hinter::PRP,артында,bag
724,hinter::PRP,артында,bagved
725,unter::PRP,аҫтында,under
726,durch::PRP,үтә,gennem
727,durch::PRP,үтә,igennem
728,neben::PRP,эргәһендә,ved siden af
729,zwischen::PRP,араһында,mellem
730,wegen::PRP,өсөн,på grund af
731,wegen::PRP,сәбәпле,på grund af
732,dies::PRN,был,dette
733,dies::PRN,ошо,dette
734,das::PRN,ул,det
735,alles::PRN,бөтә,alt
736,ich::PRN,мин,jeg
737,du::PRN,һин,du
738,er::PRN,ул,han
739,wir::PRN,беҙ,vi
740,ihr::PRN,һеҙ,I
741,sie::PRN,улар,de
742,was::FPRN,ә,hvad
743,was::FPRN,ни,hvad
744,was::FPRN,нәмә,hvad
745,wer::FPRN,ҡем,hvem
746,wo::FADV,ҡайҙа,hvor
747,wohin::FADV,ҡайҙа,hvorhen
748,wie::FADV,инидәй,hvordan
749,warum::FADV,ин өсөн,hvorfor
750,wieviel::FNUM,күпме,hvor meget
751,eins::NUM,бер,én
752,zwei::NUM,ике,to
753,zwei::NUM,икәү,to
754,drei::NUM,өс,tre
755,vier::NUM,дүрт,fire
756,fünf::NUM,биш,fem
757,sechs::NUM,алты,seks
758,sieben::NUM,ете,syv
759,acht::NUM,һигеҙ,otte
760,neun::NUM,туғыҙ,ni
761,zehn::NUM,ун,ti
762,elf::NUM,ун бер,elleve
763,zwölf::NUM,ун ике,tolv
764,zwanzig::NUM,егерме,tyve
765,dreißig::NUM,утыҙ,tredive
766,vierzig::NUM,ҡырҡ,fyrre
767,vierzig::NUM,ҡырҡ,fyrretyve
768,fünfzig::NUM,илле,halvtreds
769,sechzig::NUM,алтмыш,tres
770,siebzig::NUM,етмеш,halvfjerds
771,achtzig::NUM,һикһән,firs
772,neunzig::NUM,туҡһан,halvfems
773,hundert::NUM,йөҙ,hundrede
774,tausend::NUM,мең,tusind
775,und::CNJ,да,og
776,oder::CNJ,йәки,eller
777,stehen::V,тороу,stå
778,sitzen::V,ултырыу,sidde
779,liegen::V,ятыу,ligge
780,hängen::V,аҫылынып тороу,hænge
781,werden::V,булыу,blive
782,passieren::V,булыу,ske
783,passieren::V,булыу,hænde
784,beginnen::V,башлау,begynde
785,enden::V,бөтөү,ende
786,enden::V,тамамланыү,ende
787,wechseln::V,үҙгәреү,veksle
788,aufgehen[Sonne]::V,ҡалҡыу,gå op
