,Concept_ID,et,sv
195,Eule::N,kakk,uggla
196,Eule::N,öökull,uggla
197,Kranich::N,kurg,trana
198,Krähe::N,vares,kråka
199,Kuckuck::N,kägu,gök
200,Schwan::N,luik,svan
201,Fisch::N,kala,fisk
202,Barsch::N,ahven,abborre
203,Hecht::N,haug,gädda
204,Schlange[Tier]::N,uss,orm
205,Wurm::N,uss,mask
206,Wurm::N,vagel,mask
207,Spinne::N,ämblik,spindel
208,Ameise::N,sipelgas,myra
209,Laus::N,täi,lus
210,Mücke::N,sääsk,mygga
211,Fliege::N,kärbes,fluga
212,Schmetterling::N,liblikas,fjäril
213,Beere::N,mari,bär
214,Apfel::N,õun,äpple
215,Pilz::N,seen,svamp
216,Zwiebel::N,sibul,lök
217,Saat::N,seeme,sådd
218,Korn::N,iva,korn
219,Korn::N,tera,korn
220,Heu::N,hein,hö
221,Schale::N,koor,skal
222,Grube::N,kaevand,grop
223,Falle::N,lõks,fälla
224,Falle::N,püünis,fälla
225,Schlinge::N,aas,snara
226,Spur::N,jälg,spår
227,Asche::N,tuhk,aska
228,Dreck::N,saast,lort
229,Dreck::N,mustus,lort
230,Eisen::N,raud,järn
231,Gold::N,kuld,guld
232,Silber::N,hõbe,silver
233,Kohle::N,süsi,kol
234,Glas::N,klaas,glas
235,Lehm::N,savi,lera
236,Sand::N,liiv,sand
237,Mensch::N,inimene,människa
238,Mann::N,mees,man
239,Frau::N,naine,kvinna
240,Kind::N,laps,barn
241,Junge::N,poiss,pojke
242,Mädchen::N,tüdruk,flicka
243,Familie::N,perekond,familj
244,Großvater::N,vanaisa,morfar
245,Großmutter::N,vanaema,farmor
246,Eltern::N,vanemad,föräldrar
247,Vater::N,isa,far
248,Mutter::N,ema,mor
249,Sohn::N,poeg,son
250,Tochter::N,tütar,dotter
251,Bruder::N,vend,bror
252,Schwester::N,õde,syster
253,Onkel::N,onu,morbror
254,Tante::N,tädi,tant
255,Ehemann::N,mees,äkta man
256,Ehemann::N,abikaasa,äkta man
257,Ehefrau::N,naine,hustru
258,Ehefrau::N,abikaasa,hustru
259,Freude::N,rõõm,fröjd
260,Freude::N,rõõm,glädje
261,Gelächter::N,naer,åtlöje
262,Glück::N,õnn,lycka
263,Kummer::N,mure,sorg
264,Kummer::N,kurbus,sorg
265,Wunsch::N,soov,önskan
266,Lust::N,himu,lust
267,Geist::N,vaim,ande
268,Gedanke::N,mõte,tanke
269,Gedächtnis::N,mälu,minne
270,Verstand::N,aru,förstånd
271,Verstand::N,mõistus,förstånd
272,Sinn::N,tähendus,mening
273,Sinn::N,tähendus,betydelse
274,Grund::N,põhjus,skäl
275,Grund::N,põhjus,grund
276,Wahrheit::N,tõde,sanning
277,Gespräch::N,kõne,samtal
278,Gespräch::N,vestlus,samtal
279,Märchen::N,muinasjutt,saga
280,Erzählung::N,jutustus,berättelse
281,Nachricht::N,teade,meddelande
282,Neuigkeit::N,uudis,nyhet
283,Name::N,nimi,namn
284,Rätsel::N,mõistatus,gåta
285,Rede::N,kõne,tal
286,Sprache::N,keel,språk
287,Stimme::N,hääl,stämma
288,Wort::N,sõna,ord
289,Zeichen::N,märk,tecken
290,Ruf::N,hüüe,rop
291,Lärm::N,müra,bråk
292,Lärm::N,müra,oväsen
293,Laut::N,hääl,ljud
294,Ton::N,toon,ton
295,Lied::N,laul,sång
296,Ruhe::N,rahu,ro
297,Ruhe::N,rahu,lugn
298,Ruhe::N,vaikus,ro
299,Ruhe::N,vaikus,lugn
300,Leute::N,inimesed,folk
301,Volk::N,rahvas,folk
302,Arbeit::N,töö,arbete
303,Gast::N,külaline,gäst
304,Geschenk::N,kingitus,gåva
305,Geschenk::N,kingitus,present
306,Spiel::N,mäng,lek
307,Spiel::N,mäng,spel
308,Gesellschaft::N,selts,sällskap
309,Hilfe::N,abi,hjälp
310,Freund::N,sõber,vän
311,Kamerad::N,sõber,kamrat
312,Angelegenheit::N,asi,ärende
313,Angelegenheit::N,asi,angelägenhet
314,Anzahl::N,arv,antal
315,Anzahl::N,hulk,antal
316,Art::N,liik,art
317,Art::N,liik,slag
318,Stück::N,tükk,stycke
319,Teil::N,osa,del
320,Hälfte::N,pool,halva
321,Kreis::N,ring,krets
322,Kreis::N,ring,cirkel
323,Kreuz::N,rist,kors
324,Kreuz::N,rist,kryss
325,Linie::N,joon,linje
326,Strich::N,joon,streck
327,Abstand::N,vahe,avstånd
328,Entfernung::N,kaugus,avstånd
329,Entfernung::N,vahemaa,avstånd
330,Gegend::N,ümbrus,trakt
331,Platz::N,ruum,plats
332,Ort::N,paik,plats
333,Ort::N,paik,ställe
334,Seite::N,pool,sida
335,Mitte::N,keskpaik,mitt
336,Gegenstand::N,ese,föremål
337,Sache::N,ese,sak
338,Rand::N,äär,rand
339,Rand::N,serv,rand
340,Kante::N,kant,kant
341,Ecke::N,nurk,vrå
342,Ecke::N,nurk,hörn
343,Spitze::N,teravik,spets
344,Ende::N,ots,ända
345,Ende::N,jupp,ända
346,Loch::N,auk,hål
347,Winkel::N,nurk,vinkel
348,Muster::N,muster,mönster
349,Größe::N,suurus,storlek
350,Länge::N,pikkus,längd
351,Höhe::N,kõrgus,höjd
352,Gewicht::N,kaal,tyngd
353,Gewicht::N,raskus,tyngd
354,Menge::N,arv,mängd
355,Menge::N,hulk,mängd
356,Haufen::N,hunnik,hög
357,Reihe::N,rivi,rad
358,Boot::N,paat,båt
359,Ruder::N,aer,åra
360,Schlitten::N,saan,släde
361,Ski::N,suusk,skida
362,Lagerfeuer::N,lõke,lägereld
363,Last::N,koorem,last
364,Last::N,koorem,börda
365,Gang::N,käik,gång
366,Schritt::N,samm,steg
367,Norden::N,põhi,norr
368,Süden::N,lõuna,söder
369,Westen::N,lääs,väster
370,Osten::N,ida,öster
371,Holz::N,puu,trä
372,Brett::N,saelaud,bräda
373,Platte::N,plaat,platta
374,Stütze::N,tugi,stöd
375,Stütze::N,tugi,stötta
376,Stange::N,latt,stång
377,Stange::N,teivas,stång
378,Stock::N,kepp,käpp
379,Stock::N,kepp,pinne
380,Stab::N,varras,stav
381,Rohr::N,toru,rör
382,Haus::N,maja,hus
383,Heim::N,kodu,hem
384,Ofen::N,ahi,ugn
385,Fußboden::N,põrand,golv
386,Tisch::N,laud,bord
387,Stuhl::N,tool,stol
388,Wiege::N,häll,vagga
389,Wiege::N,kätki,vagga
390,Bett::N,voodi,säng
391,Regal::N,riiul,hylla
392,Kiste::N,kast,låda
393,Fenster::N,aken,fönster
394,Tür::N,uks,dörr
395,Tor::N,värav,port
396,Zaun::N,aed,staket
397,Zaun::N,aed,stängsel
398,Zaun::N,tara,staket
399,Zaun::N,tara,stängsel
400,Dach::N,katus,tak
401,Leiter::N,redel,stege
402,Besen::N,luud,kvast
403,Spaten::N,labidas,spade
404,Schaufel::N,kühvel,skovel
405,Schaufel::N,kühvel,skyffel
406,Gabel::N,kahvel,gaffel
407,Löffel::N,lusikas,sked
408,Messer::N,nuga,kniv
409,Nagel::N,nael,spik
410,Netz::N,võrk,nät
411,Haken::N,haak,krok
412,Haken::N,konks,krok
413,Griff::N,sang,tag
414,Griff::N,sang,handtag
415,Griff::N,käepide,tag
416,Griff::N,käepide,handtag
417,Schloss::N,lukk,las
418,Bild::N,pilt,bild
419,Figur::N,kuju,figur
420,Figur::N,kujund,figur
421,Puppe::N,nukk,docka
422,Beutel::N,paun,påse
423,Bündel::N,kimp,bunt
424,Bündel::N,kimp,knippa
425,Tasche::N,kott,väska
426,Eimer::N,pang,hink
427,Eimer::N,pang,ämbar
428,Eimer::N,ämber,hink
429,Eimer::N,ämber,ämbar
430,Deckel::N,kaas,lock
431,Geschirr::N,nõud,servis
432,Geschirr::N,nõud,porslin
433,Sack::N,kott,säck
434,Tasse::N,tass,kopp
435,Topf::N,pada,gryta
436,Topf::N,pada,kastrull
437,Kessel::N,pada,kittel
438,Essen::N,söök,mål
439,Nahrung::N,toit,näring
440,Speise::N,roog,maträtt
441,Fleisch::N,liha,kött
442,Getreide::N,teravili,säd
443,Getreide::N,teravili,spannmål
444,Brei::N,puder,gröt
445,Brot::N,sai,bröd
446,Brot::N,leib,bröd
447,Scheibe::N,viil,skiva
448,Scheibe::N,viilukas,skiva
449,Fett::N,rasv,fett
450,Butter::N,või,smör
451,Öl::N,õli,olja
452,Salz::N,sool,salt
453,Suppe::N,supp,soppa
454,Honig::N,mesi,honung
455,Milch::N,piim,mjölk
456,Tee::N,tee,te
457,Leder::N,nahk,läder
458,Wolle::N,vill,ull
459,Wolle::N,vill,ylle
460,Stoff::N,kangas,tyg
461,Stoff::N,kangas,stoff
462,Nadel::N,nõel,nål
463,Faden::N,niit,tråd
464,Knopf::N,nööp,knapp
465,Knoten::N,sõlm,knut
466,Farbe::N,värv,färg
467,Kleidung::N,riided,klädsel
468,Kleidung::N,riietus,klädsel
469,Hemd::N,särk,skjorta
470,Kragen::N,krae,krage
471,Ärmel::N,varrukas,ärm
472,Hose::N,püksid,byxor
473,Gürtel::N,vöö,bälte
474,Mütze::N,müts,mössa
475,Schuh::N,king,sko
476,Stiefel::N,saabas,stövel
477,Ring::N,sõrmus,ring
478,Band::N,lint,band
479,Kamm::N,kamm,kam
480,Spiegel::N,peegel,spegel
481,Riemen::N,rihm,rem
482,Schnur::N,nöör,snöre
483,Leine::N,jalutusrihm,lina
484,Decke::N,tekk,täcke
485,Kissen::N,padi,dyna
486,Kissen::N,padi,kudde
487,Tuch::N,kalev,sjal
488,Handtuch::N,käterätik,handduk
489,Kraft::N,jõud,kraft
490,Stärke::N,tugevus,styrka
491,Gesundheit::N,tervis,hälsa
492,Krankheit::N,haigus,sjukdom
493,Schmerz::N,valu,smärta
494,Wunde::N,haav,sår
495,Fieber::N,palavik,feber
496,Arznei::N,ravim,medicin
497,Arznei::N,ravim,läkemedel
498,Brücke::N,sild,bro
499,Brunnen::N,kaev,brunn
500,Weide::N,karjamaa,bete
501,Pfad::N,rada,stig
502,Weg::N,tee,väg
503,Straße::N,tee,gata
504,Dorf::N,küla,by
505,Stadt::N,linn,stad
506,Brief::N,kiri,brev
507,Buch::N,raamat,bok
508,Buchstabe::N,täht,bokstav
509,Zeitung::N,ajaleht,tidning
510,Leben::N,elu,liv
511,Tod::N,surm,död
512,Grab::N,haud,grav
513,Kirche::N,kirik,kyrka
514,Sünde::N,patt,synd
515,Gott::N,jumal,gud
516,Arbeiter::N,tööline,arbetare
517,Chef::N,ülemus,chef
518,Chef::N,juhataja,chef
519,Meister::N,meister,mästare
520,Arzt::N,arst,läkare
521,Lehrer::N,õpetaja,lärare
522,Geld::N,raha,pengar
523,Geschäft::N,äri,rörelse
524,Laden::N,pood,affär
525,Laden::N,kauplus,affär
526,Preis::N,hind,pris
527,Ware::N,kaup,vara
528,Nutzen::N,tulu,gagn
529,Nutzen::N,tulu,nytta
530,Nutzen::N,kasulikkus,gagn
531,Nutzen::N,kasulikkus,nytta
532,Reichtum::N,rikkus,rikedom
533,Welt::N,maailm,värld
534,Land::N,maa,land
535,Staat::N,riik,stat
536,König::N,kuningas,kung
537,König::N,kuningas,konung
538,Macht::N,võim,makt
539,Grenze::N,piir,gräns
540,Krieg::N,sõda,krig
541,Feind::N,vaenlane,fiende
542,Gewalt::N,väevõim,våld
543,Kampf::N,võitlus,kamp
544,Kampf::N,võitlus,strid
545,Bogen[Waffe]::N,vibu,båge
546,Pfeil::N,nool,pil
547,Gewehr::N,püss,gevär
548,Fehler::N,viga,fel
549,Lüge::N,vale,lögn
550,Schaden::N,kahju,skada
551,Unglück::N,häda,otur
552,Unglück::N,häda,olycka
553,Unglück::N,õnnetus,otur
554,Unglück::N,õnnetus,olycka
555,Schuld::N,süü,skuld
556,Alter::N,iga,ålder
557,Schluss::N,lõpp,slut
558,Zeit::N,aeg,tid
559,Tag::N,päev,dag
560,Morgen::N,hommik,morgon
561,Mittag::N,lõuna,middag
562,Mittag::N,keskpäev,middag
563,Abend::N,õhtu,kväll
564,Nacht::N,öö,natt
565,Woche::N,nädal,vecka
566,Monat::N,kuu,månad
567,Jahr::N,aasta,år
568,Frühling::N,kevad,vår
569,Sommer::N,suvi,sommar
570,Herbst::N,sügis,höst
571,Winter::N,talv,vinter
572,Januar::N,jaanuar,januari
573,Februar::N,veebruar,februari
574,März::N,märts,mars
575,April::N,aprill,april
576,Mai::N,mai,maj
577,Juni::N,juuni,juni
578,Juli::N,juuli,juli
579,August::N,august,augusti
580,September::N,september,september
581,Oktober::N,oktoober,oktober
582,November::N,november,november
583,Dezember::N,detsember,december
584,Montag::N,esmaspäev,måndag
585,Dienstag::N,teisipäev,tisdag
586,Mittwoch::N,kesknädal,onsdag
587,Donnerstag::N,neljapäev,torsdag
588,Freitag::N,reede,fredag
589,Samstag::N,laupäev,lördag
590,Sonntag::N,pühapäev,söndag
591,groß::A,suur,stor
592,klein::A,väike,liten
593,klein::A,pisike,liten
594,lang::A,pikk,lång
595,kurz::A,lühike,kort
596,breit::A,lai,bred
597,schmal::A,kitsas,smal
598,dicht::A,tihe,tät
599,dick[Gegenstand]::A,jäme,tjock
600,dünn::A,õhuke,tunn
601,dünn::A,peenike,tunn
602,fein::A,peen,fin
603,fein::A,õhuke,fin
604,fest::A,püsiv,fast
605,fest::A,kindel,fast
606,flach::A,lame,platt
607,flach::A,tasane,platt
608,glatt::A,sile,glatt
609,hart::A,kõva,hård
610,weich::A,pehme,mjuk
611,rund::A,ümar,rund
612,spitz::A,torkav,toppig
613,spitz::A,torkav,spetsig
614,scharf::A,terav,vass
615,scharf::A,terav,skarp
616,stumpf::A,nüri,slö
617,schwer::A,raske,tung
618,schön::A,kena,skön
619,schön::A,kena,vacker
620,heiß::A,kuum,het
621,heiß::A,palav,het
622,warm::A,soe,varm
623,kalt::A,külm,kall
624,kühl::A,jahe,sval
625,kühl::A,jahe,kylig
626,frisch::A,värske,färsk
627,feucht::A,niiske,fuktig
628,nass::A,märg,våt
629,trocken::A,kuiv,torr
630,voll::A,täis,full
631,leer::A,tühi,tom
632,offen::A,avatud,öppen
633,offen::A,lahtine,öppen
634,geschlossen::A,suletud,stängd
635,sauber::A,puhas,ren
636,schmutzig::A,räpane,snuskig
637,schmutzig::A,määrdunud,snuskig
638,roh::A,toores,rå
639,reif::A,küps,mogen
640,lecker::A,hõrk,läcker
641,lecker::A,maitsev,läcker
642,süß::A,magus,söt
643,bitter::A,mõru,besk
644,bitter::A,mõru,bitter
645,sauer::A,hapu,sur
646,hell::A,hele,ljus
647,dunkel::A,pime,mörk
648,schwarz::A,must,svart
649,weiß::A,valge,vit
650,rot::A,punane,röd
651,gelb::A,kollane,gul
652,blau::A,sinine,blå
653,grün::A,roheline,grön
654,grau::A,hall,grå
655,bunt::A,kirju,brokig
656,bunt::A,värviline,brokig
657,billig::A,odav,billig
658,teuer::A,kallis,dyr
659,wertvoll::A,väärtuslik,värdefull
660,blind::A,pime,blind
661,taub::A,kurt,döv
662,kräftig::A,jõuline,kraftig
663,stark::A,tugev,stark
664,schwach::A,nõrk,svag
665,schwach::A,jõuetu,svag
666,fett::A,rasvane,fet
667,schlank::A,sale,slank
668,hübsch::A,kena,snygg
669,hübsch::A,kena,vacker
670,böse::A,tige,ond
671,böse::A,tige,elak
672,dumm::A,juhm,dum
673,dumm::A,rumal,dum
674,faul::A,laisk,lat
675,fleißig::A,virk,flitig
676,fleißig::A,hoolas,flitig
677,geizig::A,ihne,snål
678,geizig::A,ihne,girig
679,klug::A,tark,klok
680,klug::A,arukas,klok
681,klug::A,mõistlik,klok
682,geschickt::A,osav,händig
683,geschickt::A,osav,skicklig
684,lieb::A,armas,kär
685,lieb::A,armas,snäll
686,lustig::A,lõbus,rolig
687,lustig::A,lõbus,lustig
688,sanft::A,õrn,mild
689,hungrig::A,näljane,hungrig
690,krank::A,haige,sjuk
691,nackt::A,alasti,naken
692,traurig::A,kurb,ledsen
693,traurig::A,kurb,sorgsen
694,lebendig::A,elus,levande
695,gut::A,hea,bra
696,schlecht::A,halb,dålig
697,richtig::A,õige,riktig
698,schlimm::A,paha,illa
699,wahr::A,tõene,sann
700,alt::A,vana,gammal
701,neu::A,uus,ny
702,ehemalig::A,endine,forn
703,ehemalig::A,endine,tidigare
704,alt[Lebewesen]::A,vana,gammal
705,jung::A,noor,ung
706,arm::A,vaene,fattig
707,reich::A,rikas,rik
708,bekannt::A,teada,känd
709,bekannt::A,tuttav,känd
710,berühmt::A,tuntud,berömd
711,fremd::A,võõras,främmande
712,verschieden::A,erinev,åtskillig
713,nah::A,lähedane,nära
714,fern::A,kauge,fjärran
715,linker::A,vasak,vänster
716,rechter::A,parem,höger
717,anderer::A,muu,annan
718,anderer::A,teine,annan
719,erster::A,esimene,första
720,zweiter::A,teine,andra
721,dritter::A,kolmas,tredje
722,letzter::A,viimane,sist
723,allein::ADV,üksi,allena
724,auf einmal::ADV,korraga,på en gång
725,auf einmal::ADV,ühekorraga,på en gång
726,zusammen::ADV,koos,tillsammans
727,zusammen::ADV,üheskoos,tillsammans
728,lange::ADV,kaua,länge
729,plötzlich::ADV,äkki,plötsligt
730,plötzlich::ADV,järsku,plötsligt
731,sofort::ADV,kohe,strax
732,sofort::ADV,kohe,genast
733,später::ADV,hiljem,senare
734,jetzt::ADV,nüüd,nu
735,heute::ADV,täna,i dag
736,morgen::ADV,homme,i morgon
737,bald::ADV,pea,snart
738,bald::ADV,varsti,snart
739,dann::ADV,siis,då
740,gestern::ADV,eile,i går
741,einst::ADV,vanasti,en gång
742,damals::ADV,tookord,då
743,damals::ADV,tookord,den gången
744,danach::ADV,seejärel,därefter
745,vorher::ADV,enne,före
746,vorher::ADV,enne,förut
747,zuerst::ADV,enne,först
748,zuerst::ADV,esmalt,först
749,einmal::ADV,kord,en gång
750,einmal::ADV,üks kord,en gång
751,manchmal::ADV,mõnikord,ibland
752,oft::ADV,tihti,ofta
753,oft::ADV,sageli,ofta
754,immer::ADV,ikka,alltid
755,immer::ADV,alati,alltid
756,niemals::ADV,mitte kunagi,aldrig
757,hier::ADV,siin,här
758,hierhin::ADV,siia,hit
759,von hier::ADV,siit,härifrån
760,dort::ADV,seal,där
761,dorthin::ADV,sinna,dit
762,geradeaus::ADV,otse edasi,rätt fram
763,vorwärts::ADV,edasi,fram
764,vorwärts::ADV,edasi,framåt
765,rückwärts::ADV,tagurpidi,baklänges
766,zurück::ADV,tagasi,tillbaka
767,unten::ADV,all,nere
768,unten::ADV,all,nedanför
769,unten::ADV,allpool,nere
770,unten::ADV,allpool,nedanför
771,hinab::ADV,alla,ned
772,hinab::ADV,alla,nedåt
773,oben::ADV,ülal,ovan
774,oben::ADV,ülal,ovanpå
775,hinauf::ADV,üles,upp
776,hinauf::ADV,üles,uppåt
777,überall::ADV,kõikjal,överallt
778,nicht::ADV,ei,ej
779,nicht::ADV,ei,inte
780,nicht::ADV,mitte,ej
781,nicht::ADV,mitte,inte
782,ein wenig::ADV,veidi,litet
783,ein wenig::ADV,natuke,litet
784,kaum::ADV,vaevalt,knappt
785,kaum::ADV,vaevalt,knappast
786,sehr::ADV,väga,mycket
787,so::ADV,nii,så
788,noch::ADV,veel,än
789,noch::ADV,veel,ännu
790,nur::ADV,ainult,bara
791,nur::ADV,ainult,endast
792,schon::ADV,juba,redan
793,wieder::ADV,jälle,åter
794,vergebens::ADV,asjata,förgäves
795,vor::PRP,ees,utanför
796,hinter::PRP,taha,bakom
797,unter::PRP,all,under
798,durch::PRP,läbi,genom
799,durch::PRP,läbi,igenom
800,durch::PRP,kaudu,genom
801,durch::PRP,kaudu,igenom
802,neben::PRP,kõrval,bredvid
803,neben::PRP,kõrval,vid sidan av
804,zwischen::PRP,vahel,mellan
805,wegen::PRP,tõttu,på grund av
806,wegen::PRP,pärast,på grund av
807,dies::PRN,see,detta
808,das::PRN,see,det
809,alles::PRN,kõik,allt
810,ich::PRN,mina,jag
811,du::PRN,sina,du
812,er::PRN,tema,han
813,wir::PRN,me,vi
814,ihr::PRN,te,ni
815,sie::PRN,nad,de
816,was::FPRN,mis,vad
817,wer::FPRN,kes,vem
818,wo::FADV,kus,var
819,wohin::FADV,kuhu,vart
820,wie::FADV,kuidas,hur
821,warum::FADV,miks,varför
822,wieviel::FNUM,mitu,hur mycket
823,wieviel::FNUM,kui palju,hur mycket
824,eins::NUM,üks,en
825,eins::NUM,üks,ett
826,zwei::NUM,kaks,två
827,drei::NUM,kolm,tre
828,vier::NUM,neli,fyra
829,fünf::NUM,viis,fem
830,sechs::NUM,kuus,sex
831,sieben::NUM,seitse,sju
832,acht::NUM,kaheksa,åtta
833,neun::NUM,üheksa,nio
834,zehn::NUM,kümme,tio
835,elf::NUM,üksteist,elva
836,zwölf::NUM,kaksteist,tolv
837,zwanzig::NUM,kakskümmend,tjugo
838,dreißig::NUM,kolmkümmend,trettio
839,vierzig::NUM,nelikümmend,fyrtio
840,fünfzig::NUM,viiskümmend,femtio
841,sechzig::NUM,kuuskümmend,sextio
842,siebzig::NUM,seitsekümmend,sjuttio
843,achtzig::NUM,kaheksakümmend,åttio
844,neunzig::NUM,üheksakümmend,nittio
845,hundert::NUM,sada,hundra
846,tausend::NUM,tuhat,tusen
847,und::CNJ,ja,och
848,oder::CNJ,või,eller
849,stehen::V,seisma,stå
850,sitzen::V,istuma,sitta
851,liegen::V,lamama,ligga
852,hängen::V,rippuma,hänga
853,werden::V,saama,bli
854,werden::V,hakkama,bli
855,passieren::V,juhtuma,ske
856,passieren::V,juhtuma,hända
