,Concept_ID,kn,kv
1075,zählen::V,ಗಣಿಸು,лыддьыны
1076,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,лыддьыны
1077,lesen::V,ಓದು,лыддьӧтны
1078,malen::V,ಬಿಡಿಸು,
1079,zeichnen::V,ಬಿಡಿಸು,гижмавны
1080,schreiben::V,ಬರೆ,гижны
1081,besitzen::V,ಒಡೆಯನಾಗಿರು,лоны
1082,kaufen::V,ಕೊಳ್ಳು,небны
1083,verkaufen::V,ಕೊಡು,вузавны
1084,bezahlen::V,ಬೆಲೆತೆರು,вештыны
1085,zahlen::V,ಹಣವನ್ನುಕೊಡು,вештыны
1086,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,
1087,ertragen::V,ಸಹಿಸು,терпитны
