,Concept_ID,lbe,ga
114,Wiese::N,кьан,móinéar
115,Wald::N,вацӏа,coill
116,Wald::N,вацӏа,foraois
117,Hügel::N,бакӏу,ard
118,Berg::N,зунтту,sliabh
119,Gipfel::N,мицӏ,barr
120,Gipfel::N,мицӏ,mullach
121,Höhle::N,нух,uaimh
122,Höhle::N,нух,pluais
123,Abhang::N,сун,fána
124,Quelle::N,дайдихьу,foinse
125,Quelle::N,бакӏ,foinse
126,Bach::N,чӏрир нех,sruthán
127,Fluss::N,нех,abhainn
128,Ufer::N,зума,bruach
129,Küste::N,зумаинхалу,cósta
130,Küste::N,зумаинхалу,cladach
131,Küste::N,зуманицӏалу,cósta
132,Küste::N,зуманицӏалу,cladach
133,Festland::N,кьири,míntír
134,Meer::N,хьхьири,muir
135,Meer::N,хьхьири,farraige
136,Insel::N,жазира,inis
137,Insel::N,жазира,oileán
138,Blume::N,тӏутӏи,bláth
139,Gras::N,уртту,féar
140,Wurzel::N,мархха,rúta
141,Wurzel::N,мархха,fréamh
142,Baum::N,мурхь,crann
143,Stamm::N,ттарцӏ,stoc
144,Stamm::N,ттарцӏ,tamhan
145,Rinde::N,ккамара,coirt
146,Rinde::N,ккамара,craiceann
147,Ast::N,матӏи,géag
148,Zweig::N,къяртта,géag
149,Zweig::N,къяртта,craobh
150,Blatt::N,чӏапӏи,duille
151,Blatt::N,чӏапӏи,duilleog
152,Birke::N,кӏялахӏи,beith
153,Birke::N,кӏялахӏи,crann beithe
154,Birke::N,кӏялахӏилул мурхь,beith
155,Birke::N,кӏялахӏилул мурхь,crann beithe
156,Kiefer[Baum]::N,ттар,péine
157,Kiefer[Baum]::N,ттарлил мурхь,péine
158,Weide[Baum]::N,щавщи,saileach
159,Tanne::N,ттарлил мурхь,giúis
160,Horn::N,хъи,adharc
161,Feder::N,лелуххул тӏиму,cleite
162,Fell::N,бурчу,clúmh
163,Flügel::N,хъа,eite
164,Flügel::N,хъа,sciathán
165,Flügel::N,ххурупӏайрал тӏиму,eite
166,Flügel::N,ххурупӏайрал тӏиму,sciathán
167,Klaue::N,михь,crúb
168,Klaue::N,михь,crobh
169,Kralle::N,ххяппа,crobh
170,Schwanz::N,магъ,eireaball
171,Ei::N,ккунук,ubh
172,Nest::N,кюру,nead
173,Bau::N,цукъуккутӏ,brocais
174,Tier::N,хӏайван,ainmhí
175,Tier::N,хӏайван,beithíoch
176,Herde::N,газу,tréad
177,Kuh::N,оьл,bó
178,Bulle::N,ниц,tarbh
179,Pferd::N,чу,each
180,Pferd::N,чу,capall
181,Schaf::N,тта,caora
182,Schwein::N,дунгъуз,muc
183,Hund::N,ккаччи,madra
184,Katze::N,ччиту,cat
185,Bär::N,цуша,béar
186,Eichhörnchen::N,бюрхттукку,iora
187,Elch::N,ниц-бюрин,eilc
188,Fuchs::N,цулчӏа,sionnach
189,Fuchs::N,цулчӏа,madra rua
190,Fuchs::N,куча цулчӏа,sionnach
191,Fuchs::N,куча цулчӏа,madra rua
192,Hase::N,бюрх,giorria
193,Maus::N,кӏулу,luch
194,Wolf::N,барцӏ,mac tíre
195,Vogel::N,лелуххи,éan
196,Schwarm::N,гьухъала,saithe
197,Huhn::N,аьнакӏи,cearc
198,Hahn::N,ажари,coileach
199,Gans::N,къаз,gé
200,Adler::N,барзу,iolar
201,Ente::N,урдак,lacha
202,Eule::N,ису,ulchabhán
203,Eule::N,ччиккумяв,ulchabhán
204,Kranich::N,кьурукь,grús
205,Krähe::N,хъатӏу,caróg
206,Krähe::N,хъатӏу,préachán
207,Kuckuck::N,ччикку,cuach
208,Schwan::N,урттил къаз,eala
209,Fisch::N,чавахъ,iasc
210,Schlange[Tier]::N,шатта,nathair
211,Wurm::N,кьюнукьай шатта,péist
212,Spinne::N,ххялцу,damhán alla
213,Ameise::N,митӏикьукьу,seangán
214,Mücke::N,мичӏак,muiscít
215,Mücke::N,мичӏак,corrmhíol
216,Fliege::N,зимиз,cuil
217,Fliege::N,зимиз,cuileog
218,Schmetterling::N,чӏимучӏали,féileacán
219,Beere::N,хӏаллил ахъулсса,caor
220,Apfel::N,гьивч,úll
221,Pilz::N,ттуккул иис,beacán
222,Pilz::N,ттуккул иис,muisiriún
223,Zwiebel::N,лаччул чсмусул бакӏ,oinniún
224,Saat::N,гьанна,síol
225,Korn::N,къама,gráinne
226,Heu::N,ххулув,féar
227,Schale::N,ккиртту,scaimh
228,Grube::N,кӏаланг,poll
229,Falle::N,къатӏа,gaiste
230,Schlinge::N,хӏатӏ,sealán
231,Spur::N,ша,rian
232,Asche::N,лах,luaith
233,Dreck::N,кьяркьи,salachar
234,Dreck::N,венп,salachar
235,Eisen::N,мах,iarann
236,Gold::N,муси,ór
237,Silber::N,арцу,airgead
238,Kohle::N,кӏалаш,gual
239,Kohle::N,хъуручӏ,gual
240,Glas::N,пюрун,gloine
241,Lehm::N,сина аьрщи,cré
242,Sand::N,къун,gaineamh
243,Mensch::N,инсан,duine
244,Mann::N,чув,fear
245,Mann::N,адимина,fear
246,Frau::N,щарсса,bean
247,Frau::N,хъамитайпа,bean
248,Kind::N,чӏиви оьрчӏ,gasúr
249,Kind::N,чӏиви оьрчӏ,páiste
250,Junge::N,оьрчӏ,buachaill
251,Junge::N,бурхьин оьрчӏ,buachaill
252,Mädchen::N,душ,cailín
253,Familie::N,кулпат,teaghlach
254,Familie::N,кулпат,comhluadar
255,Großvater::N,ттатта,seanathair
256,Großvater::N,ниттил ппу,seanathair
257,Großmutter::N,буттал нину,seanmháthair
258,Eltern::N,нину-ппу,tuismitheoirí
259,Vater::N,ппу,athair
260,Mutter::N,нину,máthair
261,Sohn::N,арс,mac
262,Tochter::N,душ,iníon
263,Bruder::N,уссу,deartháir
264,Schwester::N,ссу,deirfiúr
265,Onkel::N,буттауссу,uncail
266,Tante::N,буттал ссу,aintín
267,Ehemann::N,лас,fear céile
268,Ehefrau::N,щар,bean chéile
269,Ehefrau::N,щарсса,bean chéile
270,Freude::N,шадшиву,áthas
271,Freude::N,ххаришиву,áthas
272,Gelächter::N,хъяхъаву,gáire
273,Glück::N,талихӏ,séan
274,Glück::N,талихӏ,sonas
275,Kummer::N,дард,brón
276,Kummer::N,дард,buairt
277,Wunsch::N,мурад,guí
278,Wunsch::N,мурад,achainí
279,Lust::N,гьавас,fonn
280,Lust::N,ччаву,fonn
281,Geist::N,рухӏ,meon
282,Geist::N,рухӏ,spiorad
283,Gedanke::N,пикри,smaoineamh
284,Gedächtnis::N,дакӏний личӏаву,cuimhne
285,Verstand::N,аькьлу,ciall
286,Verstand::N,аькьлу,intinn
287,Sinn::N,мяъна,brí
288,Sinn::N,мяъна,ciall
289,Grund::N,багьана,fáth
290,Wahrheit::N,тӏайламур,fírinne
291,Wahrheit::N,хӏакьмур,fírinne
292,Gespräch::N,ихтилат,comhrá
293,Märchen::N,магьа,scéal
294,Erzählung::N,хавар,scéal
295,Nachricht::N,хавар,teachtaireacht
296,Neuigkeit::N,хавар,scéala
297,Name::N,цӏа,ainm
298,Rätsel::N,ссигьа,tomhas
299,Rede::N,гъалгъа,óráid
300,Rede::N,гъалгъа,aitheasc
301,Sprache::N,маз,teanga
302,Stimme::N,чӏу,guth
303,Stimme::N,чӏукӏа,guth
304,Wort::N,махъ,focal
305,Zeichen::N,лишан,comhartha
306,Lärm::N,чӏу,torann
307,Laut::N,чӏу,fuaim
308,Ton::N,чӏу,ton
309,Lied::N,балай,amhrán
310,Ruhe::N,дигьалагру,suaimhneas
311,Leute::N,инсантал,muintir
312,Volk::N,ил,pobal
313,Volk::N,халкь,pobal
314,Arbeit::N,заву,obair
315,Gast::N,хъамаличу,aoi
316,Geschenk::N,бухчакарши,féirín
317,Geschenk::N,бухчакарши,bronntanas
318,Geschenk::N,лажинккакку,féirín
319,Geschenk::N,лажинккакку,bronntanas
320,Spiel::N,тӏуркӏу,cluiche
321,Gesellschaft::N,жямат,comhluadar
322,Gesellschaft::N,ккуран,comhluadar
323,Hilfe::N,кумаг,cúnamh
324,Hilfe::N,кумаг,cabhair
325,Freund::N,дус,cara
326,Kamerad::N,хӏаласу,comrádaí
327,Angelegenheit::N,иш,ábhar
328,Anzahl::N,аьдад,líon
329,Art::N,жинс,sórt
330,Art::N,жинс,saghas
331,Stück::N,касак,píosa
332,Teil::N,бутӏа,cuid
333,Teil::N,бутӏа,páirt
334,Hälfte::N,дачӏи,leath
335,Kreis::N,кюрщан,ciorcal
336,Kreuz::N,ххач,cros
337,Linie::N,щва,líne
338,Strich::N,щва,stríoc
339,Abstand::N,манзил,achar
340,Entfernung::N,манзил,fad
341,Gegend::N,кӏану,ceantar
342,Ort::N,кӏану,áit
343,Seite::N,чул,taobh
344,Seite::N,чулухалу,taobh
345,Mitte::N,дя,lár
346,Gegenstand::N,зат,ball
347,Gegenstand::N,зат,ábhar
348,Sache::N,зат,ní
349,Sache::N,зат,rud
350,Rand::N,зума,imeall
351,Rand::N,зума,ciumhais
352,Ecke::N,мурцӏу,coirnéal
353,Spitze::N,мицӏ,gob
354,Spitze::N,мицӏ,barr
355,Ende::N,зума,ceann
356,Ende::N,зума,foirceann
357,Loch::N,ккутӏ,poll
358,Winkel::N,мурцӏу,cúinne
359,Winkel::N,мурцӏу,uillinn
360,Muster::N,накьич,patrún
361,Länge::N,лахъишиву,fad
362,Höhe::N,лахъшиву,airde
363,Gewicht::N,дуццин,meáchan
364,Gewicht::N,кӏушиву,meáchan
365,Haufen::N,бакӏу,cnap
366,Reihe::N,кьюкьа,líne
367,Reihe::N,кьюкьа,sraith
368,Boot::N,луткка,bád
369,Ruder::N,весло,rámh
370,Ruder::N,весло,maide rámha
371,Ruder::N,чӏатӏа,rámh
372,Ruder::N,чӏатӏа,maide rámha
373,Schlitten::N,чана,carr sleamhnáin
374,Schlitten::N,санкка,carr sleamhnáin
375,Ski::N,лижарду,scí
376,Lagerfeuer::N,къавтӏн,tine champa
377,Last::N,гьиву,ualach
378,Gang::N,нанаву,siúlóid
379,Schritt::N,ша,céim
380,Schritt::N,ша,coiscéim
381,Norden::N,ухссав,tuaisceart
382,Norden::N,ухссавнил чулухалу,tuaisceart
383,Süden::N,кьилва,deisceart
384,Westen::N,баргълагавал,iarthar
385,Westen::N,баргълагавал чул,iarthar
386,Osten::N,баргъбуккай чулухалу,oirthear
387,Holz::N,тӏама,adhmad
388,Brett::N,тахта,clár
389,Platte::N,гъуни,leac
390,Stütze::N,гьалакӏу,taca
391,Stange::N,къазихъ,polla
392,Stange::N,къазихъ,cuaille
393,Stock::N,ттархь,bata
394,Stock::N,ттархь,maide
395,Stab::N,ччантӏакъу,maide
396,Stab::N,ччантӏакъу,bachall
397,Rohr::N,бургъу,píopa
398,Haus::N,къатта,teach
399,Heim::N,къатта,baile
400,Ofen::N,пач,sornóg
401,Fußboden::N,чӏанкъатта,urlár
402,Tisch::N,усттул,bord
403,Tisch::N,усттул,tábla
404,Stuhl::N,кӏану,cathaoir
405,Wiege::N,оьрчӏал кӏану,cliabhán
406,Bett::N,тах,leaba
407,Regal::N,чӏаму,seilf
408,Kiste::N,яшикӏ,bosca
409,Kiste::N,къурши,bosca
410,Fenster::N,чӏавахьулу,fuinneoig
411,Tür::N,нуз,doras
412,Tür::N,нузкьун,doras
413,Tor::N,къапу,geata
414,Tor::N,дарваза,geata
415,Zaun::N,дайгьузанну,fál
416,Zaun::N,дайгьузанну,claí
417,Dach::N,магъи,díon
418,Dach::N,цӏиялу,díon
419,Leiter::N,чуртту,dréimire
420,Besen::N,чӏатлу,scuab
421,Spaten::N,бил,spád
422,Spaten::N,бил,rámhainn
423,Schaufel::N,чӏатӏа,sluasaid
424,Gabel::N,гьиссилу,forc
425,Gabel::N,гьиссилу,gabhlóg
426,Löffel::N,къуса,spúnóg
427,Messer::N,чӏила,scian
428,Nagel::N,мяр,tairne
429,Netz::N,къери,líon
430,Netz::N,къери,eangach
431,Haken::N,къича,croch
432,Griff::N,куяму,cos
433,Griff::N,куяму,hanla
434,Schloss::N,кьункьула,glas
435,Bild::N,сурат,pictiúr
436,Puppe::N,ссихьу,bábóg
437,Beutel::N,чантай,mála
438,Beutel::N,чантай,mealbhóg
439,Bündel::N,гьи,beart
440,Bündel::N,къар,beart
441,Eimer::N,бадра,buicéad
442,Deckel::N,къапаза,clár
443,Deckel::N,къапаза,claibín
444,Geschirr::N,пюрунчӏул,soithí
445,Geschirr::N,пюрунчӏул,gréithe
446,Geschirr::N,тӏахӏникӏичӏу,soithí
447,Geschirr::N,тӏахӏникӏичӏу,gréithe
448,Sack::N,къап,sac
449,Sack::N,къап,mála
450,Sack::N,дарваг,sac
451,Sack::N,дарваг,mála
452,Tasse::N,пижан,cupán
453,Tasse::N,пинжан,cupán
454,Tasse::N,инкираччатӏи,cupán
455,Tasse::N,цинцилттал бушкъап,cupán
456,Topf::N,кӏункӏур,pota
457,Kessel::N,чаг,citeal
458,Kessel::N,кӏункӏур,citeal
459,Essen::N,дукия,béile
460,Essen::N,дукин,béile
461,Nahrung::N,дукра,bia
462,Speise::N,дукра,mias
463,Fleisch::N,дикӏ,feoil
464,Getreide::N,къама,grán
465,Getreide::N,къама,arbhar
466,Brei::N,ккурч,brúitín
467,Brot::N,ччатӏ,arán
468,Scheibe::N,парча,píosa
469,Scheibe::N,парча,slisne
470,Fett::N,аьгъушиву,saill
471,Fett::N,аьгъушиву,méathras
472,Butter::N,нагь,im
473,Butter::N,лагаву,im
474,Salz::N,цӏву,salann
475,Suppe::N,накь,sú
476,Suppe::N,накь,anraith
477,Honig::N,ницӏ,mil
478,Milch::N,накӏ,bainne
479,Tee::N,чяй,tae
480,Leder::N,бурчу,leathar
481,Wolle::N,ппал,olann
482,Stoff::N,янна,éadach
483,Nadel::N,ххалаххи,snáthaid
484,Faden::N,ххал,snáth
485,Knopf::N,банд,cnaipe
486,Knoten::N,къурхъ,snaidhm
487,Farbe::N,сир,péint
488,Kleidung::N,янна,éadaí
489,Kleidung::N,лаххия,éadaí
490,Hemd::N,гьухъа,léine
491,Kragen::N,дарвач,bóna
492,Ärmel::N,кахха,muinchille
493,Hose::N,хӏажак,bríste
494,Hose::N,хӏажак,treabhsar
495,Gürtel::N,мухӏлу,crios
496,Mütze::N,кьяпа,caipín
497,Stiefel::N,чакма,buatais
498,Ring::N,кӏисса,fáinne
499,Band::N,линт,ribín
500,Kamm::N,ттарал,cíor
501,Spiegel::N,дагьани,scáthán
502,Riemen::N,эн,iall
503,Riemen::N,эн,strapa
504,Schnur::N,хьхьа,téad
505,Schnur::N,хьхьа,sreangán
506,Decke::N,виргъан,pluid
507,Decke::N,виргъан,blaincéad
508,Kissen::N,кӏаралу,piliúr
509,Kissen::N,кӏаралу,adhartán
510,Tuch::N,карщи,scaif
511,Handtuch::N,калихьу,tuáille
512,Handtuch::N,лажинлихьу,tuáille
513,Kraft::N,эллаж,fórsa
514,Stärke::N,гуж,neart
515,Gesundheit::N,цӏуллу-сагъшиву,sláinte
516,Krankheit::N,къашайшиву,tinneas
517,Krankheit::N,къашайшиву,breoiteacht
518,Schmerz::N,къюву,pian
519,Wunde::N,щаву,goin
520,Fieber::N,кӏиришиву,fiabhras
521,Arznei::N,дару,cógas
522,Brücke::N,ламу,droichead
523,Brunnen::N,къуй,tobar
524,Weide::N,бизантту,féarach
525,Pfad::N,жегъир ххуллу,cosán
526,Pfad::N,жегъир ххуллу,conair
527,Weg::N,ххуллу,slí
528,Weg::N,ххуллу,bealach
529,Straße::N,ххуллу,bóthar
530,Dorf::N,щар,sráidbhaile
531,Dorf::N,шяравалу,sráidbhaile
532,Stadt::N,шагьру,baile
533,Stadt::N,шагьру,cathair
534,Brief::N,чагъар,litir
535,Buch::N,лу,cín
536,Buch::N,лу,leabhar
537,Buchstabe::N,хӏарп,litir
538,Zeitung::N,кказит,nuachtán
539,Leben::N,оьрму,saol
540,Leben::N,оьрму,beatha
541,Tod::N,ажал,bás
542,Tod::N,бивкӏу,bás
543,Tod::N,ивчӏаву,bás
544,Grab::N,гьав,uaigh
545,Kirche::N,килиса,eaglais
546,Sünde::N,бунагъ,peaca
547,Gott::N,зал,dia
548,Arbeiter::N,зузала,oibrí
549,Chef::N,ялувма,saoiste
550,Chef::N,ялувма,ceannasaí
551,Meister::N,усттар,máistir
552,Arzt::N,хӏакин,lia
553,Arzt::N,хӏакин,dochtúir
554,Lehrer::N,учитель,oide
555,Lehrer::N,учитель,múinteoir
556,Geld::N,арцу,airgead
557,Geschäft::N,даву,gnó
558,Laden::N,ттучан,siopa
559,Preis::N,багъа,praghas
560,Ware::N,хъус,earra
561,Nutzen::N,хайр,tairbhe
562,Nutzen::N,мюнпат,tairbhe
563,Reichtum::N,давлат,rachmas
564,Reichtum::N,давлат,saibhreas
565,Reichtum::N,аваданшиву,rachmas
566,Reichtum::N,аваданшиву,saibhreas
567,Welt::N,дуниял,domhan
568,Land::N,билаят,tír
569,Staat::N,паччахӏлугъ,stát
570,Macht::N,власть,cumhacht
571,Grenze::N,дазу,críoch
572,Grenze::N,дазу,teorainn
573,Krieg::N,дяъви,cogadh
574,Feind::N,душман,namhaid
575,Gewalt::N,къия,foréigean
576,Kampf::N,лачӏуи уккаву,troid
577,Bogen[Waffe]::N,ккуртта,bogha
578,Pfeil::N,чӏатӏаракӏ,saighead
579,Gewehr::N,ттупанг,gunna
580,Fehler::N,гъалатӏ,botún
581,Fehler::N,гъалатӏ,meancóg
582,Lüge::N,щялмахъ,bréag
583,Lüge::N,щялмахъ,éitheach
584,Schaden::N,зарал,dochar
585,Schaden::N,зарал,damáiste
586,Unglück::N,бала,drochrath
587,Schuld::N,тахсир,locht
588,Schuld::N,тахсир,milleán
589,Alter::N,оьрму,aois
590,Schluss::N,ахир,deireadh
591,Zeit::N,чӏун,am
592,Zeit::N,чӏун,aimsir
593,Tag::N,кьини,lá
594,Morgen::N,кӏюрх,maidin
595,Mittag::N,ахттайн,nóin
596,Mittag::N,дяахттайн,nóin
597,Mittag::N,ахттайн чӏун,nóin
598,Abend::N,маркӏачӏан,tráthnóna
599,Nacht::N,хьхьу,oíche
600,Woche::N,нюжмар,seachtain
601,Monat::N,барз,mí
602,Jahr::N,шин,bliain
603,Frühling::N,инт,earrach
604,Sommer::N,гъи,samhradh
605,Herbst::N,ссут,fómhar
606,Winter::N,кӏи,geimhreadh
607,Januar::N,цалчинмур барз,Eanáir
608,Februar::N,кӏилчинмур барз,Feabhra
609,März::N,шамилчинмур барз,Márta
610,April::N,апрель,Aibreán
611,April::N,мукьилчинмур барз,Aibreán
612,Mai::N,май,Bealtaine
613,Mai::N,ххюлчинмур барз,Bealtaine
614,Juni::N,июнь,Meitheamh
615,Juni::N,ряххилчинмур барз,Meitheamh
616,Juli::N,июль,Iúil
617,Juli::N,Арулчинмур барз,Iúil
618,August::N,мяйлчинмур барз,Lúnasa
619,September::N,урчӏилчинмур барз,Meán Fómhair
620,Oktober::N,ацӏилчинмур барз,Deireadh Fómhair
621,November::N,ацӏния цалчинмур барз,Samhain
622,November::N,ацӏния цалчинмур барз,Mí na Samhna
623,Dezember::N,ацӏния кӏилчинмур барз,Mí na Nollag
624,Montag::N,итин,Luan
625,Montag::N,итин,Dé Luain
626,Montag::N,итин кьини,Luan
627,Montag::N,итин кьини,Dé Luain
628,Dienstag::N,тталат,Máirt
629,Dienstag::N,тталат,Dé Máirt
630,Dienstag::N,тталат кьини,Máirt
631,Dienstag::N,тталат кьини,Dé Máirt
632,Mittwoch::N,арвахӏ,Céadaoin
633,Mittwoch::N,арвахӏ,Dé Céadaoin
634,Donnerstag::N,хамис,Déardaoin
635,Freitag::N,нюжмар,Aoine
636,Freitag::N,нюжмар,Dé hAoine
637,Freitag::N,нюжмар кьини,Aoine
638,Freitag::N,нюжмар кьини,Dé hAoine
639,Samstag::N,ххуллун,Satharn
640,Samstag::N,ххуллун,Dé Sathairn
641,Samstag::N,ххуллун кьини,Satharn
642,Samstag::N,ххуллун кьини,Dé Sathairn
643,Sonntag::N,алхӏат,Domhnach
644,Sonntag::N,алхӏат,Dé Domhnaigh
645,Sonntag::N,алхӏат кьини,Domhnach
646,Sonntag::N,алхӏат кьини,Dé Domhnaigh
647,groß::A,бугъарасса,mór
648,klein::A,чӏивисса,beag
649,lang::A,лахъисса,fada
650,kurz::A,кутӏасса,gearr
651,kurz::A,кутӏасса,gairid
652,breit::A,уттасса,leathan
653,breit::A,уттасса,fairsing
654,schmal::A,уттакӏюласса,cúng
655,dicht::A,ццунсса,dlúth
656,dick[Gegenstand]::A,ганзсса,tiubh
657,dünn::A,кӏюласса,caol
658,dünn::A,кӏюласса,tanaí
659,fest::A,цӏакьсса,daingean
660,fest::A,кьянкьасса,daingean
661,flach::A,баягъисса,cothrom
662,flach::A,цӏубакъасса,cothrom
663,flach::A,куртӏ дакъасса,cothrom
664,glatt::A,дюрчӏусса,mín
665,glatt::A,дюрчӏусса,sleamhain
666,hart::A,кьянкьасса,crua
667,weich::A,кӏукӏлусса,bog
668,rund::A,ккурккисса,cruinn
669,spitz::A,ярксса,gobach
670,spitz::A,ярксса,biorach
671,spitz::A,дайлсса,gobach
672,spitz::A,дайлсса,biorach
673,spitz::A,мицӏ бусса,gobach
674,spitz::A,мицӏ бусса,biorach
675,scharf::A,ярксса,géar
676,scharf::A,ярксса,faobhrach
677,scharf::A,дайлсса,géar
678,scharf::A,дайлсса,faobhrach
679,scharf::A,мицӏ бусса,géar
680,scharf::A,мицӏ бусса,faobhrach
681,stumpf::A,къуркъасса,maol
682,schwer::A,кӏусса,trom
683,schön::A,аьнтӏикӏасса,álainn
684,heiß::A,кӏирисса,te
685,warm::A,гъелисса,te
686,kalt::A,дяркъусса,fuar
687,kühl::A,дюхлулсса,fionnuar
688,frisch::A,цӏусса,úr
689,frisch::A,цӏусса,friseáilte
690,feucht::A,атилсса,tais
691,feucht::A,хъавтусса,tais
692,nass::A,атилсса,fliuch
693,nass::A,хъавтусса,fliuch
694,trocken::A,кьавкьсса,tirim
695,trocken::A,кьакьан бувсса,tirim
696,voll::A,бувцӏусса,lán
697,leer::A,бачӏвасса,folamh
698,offen::A,тӏивтӏусса,oscailte
699,geschlossen::A,лавкьусса,dúnta
700,geschlossen::A,лавкьусса,druidte
701,sauber::A,марцӏсса,glan
702,schmutzig::A,чапалсса,salach
703,roh::A,шакъавхьсса,amh
704,reif::A,дирсса,aibí
705,lecker::A,нахӏусса,blasta
706,lecker::A,тӏааьнсса,blasta
707,süß::A,нацӏусса,milis
708,bitter::A,кьурчӏисса,searbh
709,sauer::A,туршсса,géar
710,sauer::A,туршсса,searbh
711,hell::A,чаннасса,geal
712,hell::A,чаннасса,soilseach
713,dunkel::A,цӏансса,dorcha
714,schwarz::A,лухӏисса,dubh
715,weiß::A,кӏяласса,bán
716,rot::A,ятӏулсса,dearg
717,gelb::A,хъахъисса,buí
718,blau::A,някӏсса,gorm
719,grün::A,щюлисса,glas
720,grün::A,щюлисса,uaine
721,grau::A,оьрусса,liath
722,bunt::A,оьрчӏикӏурисса,ildathach
723,bunt::A,оьрчӏикӏурисса,dathannach
724,billig::A,кьювкьусса,saor
725,teuer::A,ххирасса,daor
726,teuer::A,ххирасса,costasach
727,wertvoll::A,багьасса,luachmhar
728,blind::A,мурчӏисса,dall
729,blind::A,мурчӏисса,caoch
730,taub::A,къюкӏсса,bodhar
731,kräftig::A,гужсса,cumhachtach
732,stark::A,кьянкьасса,tréan
733,stark::A,кьянкьасса,láidir
734,schwach::A,заэвсса,lag
735,schwach::A,заэвсса,fann
736,fett::A,бучсса,ramhar
737,schlank::A,бювхъусса,caol
