,Concept_ID,ru,tr
64,Geruch::N,запах,koku
65,Schlaf::N,сон,uyku
66,Traum::N,сновидение,düş
67,Traum::N,сновидение,rüya
68,Himmel::N,небо,gök
69,Sonne::N,солнце,güneş
70,Mond::N,луна,ay
71,Stern::N,звезда,yıldız
72,Luft::N,воздух,hava
73,Wind::N,ветер,yel
74,Wind::N,ветер,rüzgâr
75,Welle::N,волна,dalga
76,Wasser::N,вода,su
77,Stein::N,камень,taş
78,Boden::N,почва,yer
79,Boden::N,почва,zemin
80,Erde::N,земля,toprak
81,Staub::N,пыль,toz
82,Rauch::N,дым,duman
83,Funke::N,искра,kıvılcım
84,Feuer::N,огонь,ateş
85,Licht::N,свет,ışık
86,Schatten::N,тень,gölge
87,Wetter::N,погода,hava
88,Nebel::N,туман,pus
89,Wolke::N,облако,bulut
90,Regen::N,дождь,yağmur
91,Schnee::N,снег,kar
92,Eis::N,лед,buz
93,Frost::N,мороз,don
94,Kälte::N,холод,soğukluk
95,Hitze::N,жара,sıcaklık
96,Raureif::N,иней,kırç
97,Regenbogen::N,радуга,gökkuşağı
98,Donner::N,гром,gök gürlemesi
99,Strömung::N,течение,akıntı
100,Strömung::N,течение,cereyan
101,Tropfen::N,капля,damla
102,Schaum::N,пена,köpük
103,Schmutz::N,грязь,çamur
104,Schmutz::N,грязь,pislik
105,See::N,озеро,göl
106,Sumpf::N,топь,batak
107,Moor::N,болото,cılgıt
108,Wiese::N,луг,çimen
109,Wald::N,лес,koru
110,Wald::N,лес,orman
111,Hügel::N,холм,tepe
112,Anhöhe::N,возвышенность,tümsek
113,Anhöhe::N,возвышенность,yükseklik
114,Berg::N,гора,dağ
115,Gipfel::N,вершина,zirve
116,Höhle::N,пещера,in
117,Höhle::N,пещера,mağara
118,Abhang::N,склон,bayır
119,Quelle::N,источник,pınar
120,Quelle::N,источник,kaynak
121,Bach::N,ручей,çay
122,Bach::N,ручей,dere
123,Fluss::N,река,nehir
124,Ufer::N,берег,kıyı
125,Ufer::N,берег,sahil
126,Küste::N,побережье,kıyı
127,Küste::N,побережье,sahil
128,Festland::N,суша,kara
129,Meer::N,море,deniz
130,Bucht::N,бухта,koy
131,Bucht::N,бухта,körfez
132,Insel::N,остров,ada
133,Blume::N,цветок,çiçek
134,Gras::N,трава,ot
135,Gras::N,трава,çim
136,Wurzel::N,корень,kök
137,Baum::N,дерево,ağaç
138,Stamm::N,ствол,gövde
139,Rinde::N,кора,kabuk
140,Ast::N,сук,dal
141,Ast::N,сук,budak
142,Zweig::N,ветвь,dal
143,Blatt::N,лист,yaprak
144,Birke::N,береза,huş
145,Kiefer[Baum]::N,сосна,çam
146,Weide[Baum]::N,ива,söğüt
147,Tanne::N,ель,çam
148,Tanne::N,ель,köknar
149,Horn::N,рог,boynuz
150,Feder::N,перо,tüy
151,Fell::N,шкура,post
152,Flügel::N,крыло,kanat
153,Klaue::N,коготь,pençe
154,Kralle::N,лапа,tırnak
155,Schwanz::N,хвост,kuyruk
156,Ei::N,яйцо,yumurta
157,Nest::N,гнездо,yuva
158,Bau::N,нора,in
159,Tier::N,животное,hayvan
160,Herde::N,стадо,sürü
161,Kuh::N,корова,inek
162,Bulle::N,бык,boğa
163,Pferd::N,лошадь,at
164,Pferd::N,лошадь,beygir
165,Schaf::N,овца,koyun
166,Schwein::N,свинья,domuz
167,Hund::N,собака,it
168,Hund::N,собака,köpek
169,Katze::N,кошка,kedi
170,Bär::N,медведь,ayı
171,Eichhörnchen::N,белка,sincap
172,Elch::N,лось,büyük kuzey geyiği
173,Fuchs::N,лиса,tilki
174,Hase::N,заяц,tavşan
175,Maus::N,мышь,fare
176,Maus::N,мышь,sıçan
177,Wolf::N,волк,kurt
178,Vogel::N,птица,kuş
179,Schwarm::N,стая,sürü
180,Huhn::N,курица,tavuk
181,Hahn::N,петух,horoz
182,Gans::N,гусь,kaz
183,Adler::N,орел,kartal
184,Adler::N,орел,karakuş
185,Ente::N,утка,ördek
186,Eule::N,сова,baykuş
187,Kranich::N,журавль,turna
188,Krähe::N,ворона,karga
189,Kuckuck::N,кукушка,guguk
190,Schwan::N,лебедь,kuğu
191,Fisch::N,рыба,balık
192,Barsch::N,окунь,hani
193,Barsch::N,окунь,levrek
194,Hecht::N,щука,turnabalığı
195,Schlange[Tier]::N,змея,yılan
196,Wurm::N,червяк,kurt
197,Wurm::N,червяк,solucan
198,Spinne::N,паук,örümcek
199,Ameise::N,муравей,karınca
200,Laus::N,вошь,bit
201,Mücke::N,комар,sivrisinek
202,Fliege::N,муха,sinek
203,Schmetterling::N,бабочка,kelebek
204,Beere::N,ягода,tane
205,Apfel::N,яблоко,elma
206,Pilz::N,гриб,mantar
207,Zwiebel::N,луковица,soğan
208,Saat::N,семя,ekin
209,Korn::N,зерно,tane
210,Heu::N,сено,kuru ot
211,Schale::N,шелуха,kabuk
212,Grube::N,яма,çukur
213,Falle::N,ловушка,tuzak
214,Schlinge::N,силок,ilmik
215,Spur::N,след,iz
216,Asche::N,зола,kül
217,Asche::N,пепел,kül
218,Dreck::N,грязь,pislik
219,Eisen::N,железо,demir
220,Gold::N,золото,altın
221,Silber::N,серебро,gümüş
222,Kohle::N,уголь,kömür
223,Glas::N,стекло,cam
224,Lehm::N,глина,balçık
225,Sand::N,песок,kum
226,Mensch::N,человек,insan
227,Mann::N,мужчина,adam
228,Mann::N,мужчина,erkek
229,Frau::N,женщина,bayan
230,Kind::N,ребенок,çocuk
231,Junge::N,мальчик,erkek çocuk
232,Mädchen::N,девочка,kız
233,Familie::N,семья,aile
234,Großvater::N,дедушка,dede
235,Großvater::N,дедушка,büyükbaba
236,Großmutter::N,бабушка,nine
237,Großmutter::N,бабушка,büyükanne
238,Eltern::N,родители,ebeveyn
239,Eltern::N,родители,ana baba
240,Vater::N,отец,ata
241,Vater::N,отец,baba
242,Mutter::N,мать,ana
243,Mutter::N,мать,anne
244,Sohn::N,сын,oğul
245,Tochter::N,дочь,kız
246,Tochter::N,дочь,kız evlât
247,Bruder::N,брат,abi
248,Bruder::N,брат,erkek kardeş
249,Schwester::N,сестра,abla
250,Schwester::N,сестра,kız kardeş
251,Onkel::N,дядя,dayı
252,Tante::N,тетя,hala
253,Tante::N,тетя,teyze
254,Ehemann::N,муж,koca
255,Ehefrau::N,жена,karı
256,Freude::N,радость,neşe
257,Freude::N,радость,sevinç
258,Gelächter::N,смех,gülme
259,Gelächter::N,смех,kahkaha
260,Glück::N,счастье,mutluluk
261,Kummer::N,горе,dert
262,Kummer::N,горе,keder
263,Wunsch::N,желание,arzu
264,Wunsch::N,желание,istek
265,Lust::N,влечение,arzu
266,Lust::N,влечение,heves
267,Geist::N,дух,tin
268,Gedanke::N,мысль,fikir
269,Gedanke::N,мысль,düşünce
270,Gedächtnis::N,память,bellek
271,Verstand::N,ум,zekâ
272,Sinn::N,смысл,anlam
273,Grund::N,повод,sebep
274,Wahrheit::N,правда,doğruluk
275,Wahrheit::N,правда,gerçeklik
276,Gespräch::N,беседа,görüşme
277,Märchen::N,сказка,masal
278,Erzählung::N,рассказ,öykü
279,Erzählung::N,рассказ,hikâye
280,Nachricht::N,сообщение,haber
281,Neuigkeit::N,новость,haber
282,Name::N,имя,ad
283,Name::N,имя,isim
284,Rätsel::N,загадка,bilmece
285,Rede::N,речь,söylev
286,Rede::N,речь,konuşma
287,Sprache::N,язык,dil
288,Sprache::N,язык,lisan
289,Stimme::N,голос,ses
290,Wort::N,слово,kelime
291,Zeichen::N,знак,işaret
292,Ruf::N,зов,çağırma
293,Lärm::N,шум,şamata
294,Lärm::N,шум,gürültü
295,Laut::N,звук,ses
296,Ton::N,звучание,ses
297,Lied::N,песня,türkü
298,Ruhe::N,покой,sakinlik
299,Leute::N,люди,halk
300,Leute::N,люди,insanlar
301,Volk::N,народ,ulus
302,Volk::N,народ,millet
303,Arbeit::N,работа,iş
304,Arbeit::N,работа,çalışma
305,Gast::N,гость,konuk
306,Gast::N,гость,misafir
307,Geschenk::N,подарок,hediye
308,Geschenk::N,подарок,armağan
309,Spiel::N,игра,oyun
310,Gesellschaft::N,общество,çevre
311,Gesellschaft::N,общество,arkadaşlık
312,Hilfe::N,помощь,yardım
313,Freund::N,друг,dost
314,Freund::N,друг,arkadaş
315,Kamerad::N,приятель,arkadaş
316,Angelegenheit::N,дело,iş
317,Angelegenheit::N,дело,husus
318,Anzahl::N,количество,sayı
319,Art::N,вид,çeşit
320,Stück::N,кусок,tane
321,Stück::N,кусок,parça
322,Teil::N,часть,kısım
323,Hälfte::N,половина,yarı
324,Kreis::N,круг,daire
325,Kreuz::N,крест,haç
326,Linie::N,линия,hat
327,Linie::N,линия,çizgi
328,Strich::N,черта,çizgi
329,Abstand::N,промежуток,aralık
330,Entfernung::N,расстояние,mesafe
331,Entfernung::N,расстояние,uzaklık
332,Gegend::N,местность,yöre
333,Platz::N,пространство,yer
334,Ort::N,место,yer
335,Seite::N,сторона,yan
336,Seite::N,сторона,taraf
337,Mitte::N,середина,orta
338,Mitte::N,середина,merkez
339,Gegenstand::N,предмет,şey
340,Sache::N,вещь,iş
341,Sache::N,вещь,şey
342,Rand::N,край,kenar
343,Kante::N,ребро,kenar
344,Ecke::N,угол,köşe
345,Spitze::N,кончик,uç
346,Spitze::N,кончик,baş
347,Ende::N,конец,uç
348,Loch::N,дыра,oyuk
349,Loch::N,дыра,delik
350,Winkel::N,угол,köşe
351,Muster::N,узор,örnek
352,Größe::N,размер,büyüklük
353,Länge::N,длина,uzunluk
354,Höhe::N,высота,yükseklik
355,Gewicht::N,вес,ağırlık
356,Menge::N,количество,miktar
357,Haufen::N,куча,küme
358,Haufen::N,куча,yığın
359,Reihe::N,ряд,sıra
360,Boot::N,лодка,kayık
361,Boot::N,лодка,sandal
362,Ruder::N,весло,kürek
363,Schlitten::N,сани,kızak
364,Ski::N,лыжа,kayak
365,Lagerfeuer::N,костер,kamp ateşi
366,Last::N,тяжесть,yük
367,Gang::N,ход,gidiş
368,Gang::N,ход,yürüyüş
369,Schritt::N,шаг,adım
370,Norden::N,север,kuzey
371,Süden::N,юг,güney
372,Westen::N,запад,batı
373,Osten::N,восток,doğu
374,Holz::N,древесина,ağaç
375,Holz::N,древесина,tahta
376,Brett::N,доска,tahta
377,Platte::N,плита,levha
378,Stütze::N,подпорка,dayak
379,Stütze::N,подпорка,destek
380,Stange::N,жердь,çubuk
381,Stock::N,палка,sopa
382,Stock::N,палка,değnek
383,Stab::N,шест,sırık
384,Stab::N,шест,baston
385,Rohr::N,труба,boru
386,Haus::N,дом,ev
387,Heim::N,дом,ev
388,Heim::N,дом,yurt
389,Ofen::N,печь,soba
390,Fußboden::N,пол,taban
391,Fußboden::N,пол,döşeme
392,Tisch::N,стол,masa
393,Stuhl::N,стул,iskemle
394,Stuhl::N,стул,sandalye
395,Wiege::N,колыбель,beşik
396,Bett::N,постель,yatak
397,Regal::N,полка,raf
398,Kiste::N,ящик,sandık
399,Fenster::N,окно,pencere
400,Tür::N,дверь,kapı
401,Tor::N,ворота,kapı
402,Zaun::N,забор,çit
403,Dach::N,крыша,dam
404,Dach::N,крыша,çatı
405,Leiter::N,лестница,merdiven
406,Besen::N,метла,süpürge
407,Spaten::N,лопата,bel
408,Schaufel::N,совок,kürek
409,Gabel::N,вилка,çatal
410,Löffel::N,ложка,kaşık
411,Messer::N,нож,bıçak
412,Nagel::N,гвоздь,çivi
413,Netz::N,сеть,ağ
414,Haken::N,крюк,çengel
415,Griff::N,ручка,kulp
416,Griff::N,ручка,tutamak
417,Schloss::N,замок,kilit
418,Bild::N,картина,imaj
419,Bild::N,картина,resim
420,Figur::N,фигура,şekil
421,Figur::N,фигура,heykel
422,Puppe::N,кукла,kukla
423,Beutel::N,мешок,kese
424,Beutel::N,мешок,torba
425,Bündel::N,связка,deste
426,Tasche::N,сумка,çanta
427,Eimer::N,ведро,kova
428,Deckel::N,крышка,kapak
429,Geschirr::N,посуда,kap kacak
430,Sack::N,мешок,torba
431,Tasse::N,чашка,fincan
432,Topf::N,кастрюля,tencere
433,Kessel::N,котел,kazan
434,Essen::N,еда,yemek
435,Nahrung::N,пища,gıda
436,Nahrung::N,пища,besin
437,Speise::N,блюдо,yemek
438,Speise::N,кушанье,yemek
439,Fleisch::N,мясо,et
440,Getreide::N,хлеб,tahıl
441,Getreide::N,хлеб,hububat
442,Brei::N,каша,ezme
443,Brot::N,хлеб,ekmek
444,Scheibe::N,ломоть,dilim
445,Fett::N,жир,yağ
446,Butter::N,масло,tereyağı
447,Öl::N,масло,yağ
448,Öl::N,масло,akar yağ
449,Salz::N,соль,tuz
450,Suppe::N,суп,çorba
451,Honig::N,мед,bal
452,Milch::N,молоко,süt
453,Tee::N,чай,çay
454,Leder::N,кожа,deri
455,Leder::N,кожа,meşin
456,Wolle::N,шерсть,yün
457,Stoff::N,ткань,kumaş
458,Nadel::N,игла,iğne
459,Faden::N,нитка,tire
460,Faden::N,нитка,iplik
461,Knopf::N,пуговица,düğme
462,Knoten::N,узел,düğüm
463,Farbe::N,краска,boya
464,Kleidung::N,одежда,giyim
465,Hemd::N,рубашка,gömlek
466,Kragen::N,воротник,yaka
467,Ärmel::N,рукав,yen
468,Ärmel::N,рукав,elbise kolu
469,Hose::N,брюки,pantolon
470,Gürtel::N,пояс,kuşak
471,Mütze::N,шапка,bere
472,Mütze::N,шапка,kasket
473,Schuh::N,ботинок,kundura
474,Schuh::N,ботинок,ayakkabı
475,Stiefel::N,сапог,çizme
476,Ring::N,кольцо,yüzük
477,Band::N,лента,bağ
478,Band::N,лента,şerit
479,Kamm::N,расческа,tarak
480,Spiegel::N,зеркало,ayna
481,Riemen::N,ремень,kayış
482,Schnur::N,веревка,ip
483,Schnur::N,веревка,sicim
484,Leine::N,поводок,kayış
485,Decke::N,одеяло,örtü
486,Decke::N,одеяло,yorgan
487,Kissen::N,подушка,yastık
488,Tuch::N,платок,bez
489,Handtuch::N,полотенце,havlu
490,Kraft::N,сила,güç
491,Kraft::N,сила,kuvvet
492,Stärke::N,крепость,kuvvet
493,Gesundheit::N,здоровье,sağlık
494,Krankheit::N,болезнь,hastalık
495,Schmerz::N,боль,ağrı
496,Schmerz::N,боль,sancı
497,Wunde::N,рана,yara
498,Fieber::N,лихорадка,ateş
499,Fieber::N,температура,ateş
500,Arznei::N,лекарство,ilâç
501,Brücke::N,мост,köprü
502,Brunnen::N,колодец,kuyu
503,Brunnen::N,колодец,çeşme
504,Weide::N,пастбище,otlak
505,Pfad::N,тропа,patika
506,Pfad::N,тропа,keçiyolu
507,Weg::N,путь,yol
508,Weg::N,дорога,yol
509,Straße::N,улица,yol
510,Straße::N,улица,cadde
511,Straße::N,дорога,yol
512,Straße::N,дорога,cadde
513,Dorf::N,деревня,köy
514,Stadt::N,город,kent
515,Stadt::N,город,şehir
516,Brief::N,письмо,mektup
517,Buch::N,книга,kitap
518,Buchstabe::N,буква,harf
519,Zeitung::N,газета,gazete
520,Leben::N,жизнь,hayat
521,Tod::N,смерть,ölüm
522,Grab::N,могила,kabir
523,Kirche::N,церковь,kilise
524,Sünde::N,грех,günah
525,Gott::N,бог,tanrı
526,Arbeiter::N,рабочий,işçi
527,Chef::N,начальник,şef
528,Chef::N,начальник,müdür
529,Meister::N,мастер,usta
530,Arzt::N,врач,hekim
531,Arzt::N,врач,doktor
532,Lehrer::N,учитель,hoca
533,Lehrer::N,учитель,öğretmen
534,Geld::N,деньги,para
535,Geschäft::N,занятие,ticaret
536,Laden::N,магазин,dükkân
537,Preis::N,цена,fiyat
538,Ware::N,товар,mal
539,Nutzen::N,выгода,fayda
540,Reichtum::N,богатство,servet
541,Reichtum::N,богатство,zenginlik
542,Welt::N,мир,dünya
543,Land::N,страна,ülke
544,Staat::N,государство,devlet
545,König::N,король,kral
546,Macht::N,власть,kudret
547,Macht::N,власть,iktidar
548,Grenze::N,граница,had
549,Grenze::N,граница,sınır
550,Krieg::N,война,savaş
551,Feind::N,враг,düşman
552,Gewalt::N,насилие,zor
553,Gewalt::N,насилие,cebir
554,Kampf::N,борьба,savaş
555,Bogen[Waffe]::N,лук,yay
556,Pfeil::N,стрела,ok
557,Gewehr::N,ружье,tüfek
558,Fehler::N,ошибка,hata
559,Fehler::N,ошибка,yanlış
560,Lüge::N,ложь,yalan
561,Schaden::N,вред,zarar
562,Unglück::N,беда,felâket
563,Unglück::N,беда,talihsizlik
564,Schuld::N,вина,suç
565,Schuld::N,вина,kabahat
566,Alter::N,возраст,yaş
567,Schluss::N,окончание,son
568,Zeit::N,время,zaman
569,Tag::N,день,gün
570,Morgen::N,утро,sabah
571,Mittag::N,полдень,öğle
572,Abend::N,вечер,akşam
573,Nacht::N,ночь,gece
574,Woche::N,неделя,hafta
575,Monat::N,месяц,ay
576,Jahr::N,год,yıl
577,Jahr::N,год,sene
578,Frühling::N,весна,ilkbahar
579,Sommer::N,лето,yaz
580,Herbst::N,осень,güz
581,Herbst::N,осень,sonbahar
582,Winter::N,зима,kış
583,Januar::N,январь,ocak
584,Februar::N,февраль,şubat
585,März::N,март,mart
586,April::N,апрель,nisan
587,Mai::N,май,mayıs
588,Juni::N,июнь,haziran
589,Juli::N,июль,temmuz
590,August::N,август,ağustos
591,September::N,сентябрь,eylül
592,Oktober::N,октябрь,ekim
593,November::N,ноябрь,kasım
594,Dezember::N,декабрь,aralık
595,Montag::N,понедельник,pazartesi
596,Dienstag::N,вторник,salı
597,Mittwoch::N,среда,çarşamba
598,Donnerstag::N,четверг,perşembe
599,Freitag::N,пятница,cuma
600,Samstag::N,суббота,cumartesi
601,Sonntag::N,воскресенье,pazar
602,groß::A,большой,büyük
603,klein::A,маленький,ufak
604,klein::A,маленький,küçük
605,lang::A,длинный,uzun
606,kurz::A,короткий,kısa
607,breit::A,широкий,enli
608,breit::A,широкий,geniş
609,schmal::A,узкий,dar
610,dicht::A,густой,sık
611,dicht::A,густой,yoğun
612,dick[Gegenstand]::A,толстый,kalın
613,dick[Gegenstand]::A,толстый,iri
614,dünn::A,тонкий,ince
615,fein::A,тонкий,ince
616,fein::A,тонкий,narin
617,fest::A,крепкий,sabit
618,fest::A,крепкий,sağlam
619,flach::A,плоский,düz
620,flach::A,плоский,yassı
621,glatt::A,гладкий,düz
622,hart::A,твердый,katı
623,weich::A,мягкий,yumuşak
624,rund::A,круглый,yuvarlak
625,spitz::A,остроконечный,sivri
626,scharf::A,острый,keskin
627,stumpf::A,тупой,kör
628,schwer::A,тяжелый,ağır
629,schön::A,красивый,güzel
630,heiß::A,жаркий,kızgın
631,warm::A,теплый,sıcak
632,kalt::A,холодный,soğuk
633,kühl::A,прохладный,serin
634,frisch::A,свежий,taze
635,feucht::A,влажный,nemli
636,feucht::A,влажный,rutubetli
637,nass::A,мокрый,yaş
638,nass::A,мокрый,ıslak
639,trocken::A,сухой,kuru
640,voll::A,полный,dolu
641,voll::A,полный,dolmuş
642,voll::A,наполненный,dolu
643,voll::A,наполненный,dolmuş
644,leer::A,пустой,boş
645,offen::A,открытый,açık
646,geschlossen::A,закрытый,kapalı
647,sauber::A,чистый,pak
648,sauber::A,чистый,temiz
649,schmutzig::A,грязный,pis
650,schmutzig::A,грязный,kirli
651,roh::A,сырой,çiğ
652,reif::A,зрелый,olgun
653,lecker::A,вкусный,lezzetli
654,süß::A,сладкий,tatlı
655,süß::A,сладкий,şekerli
656,bitter::A,горький,acı
657,sauer::A,кислый,ekşi
658,hell::A,светлый,aydınlık
659,dunkel::A,темный,karanlık
660,schwarz::A,черный,kara
661,schwarz::A,черный,siyah
662,weiß::A,белый,ak
663,weiß::A,белый,beyaz
664,rot::A,красный,kırmızı
665,gelb::A,желтый,sarı
666,blau::A,синий,mavi
667,grün::A,зеленый,yeşil
668,grau::A,серый,boz
669,bunt::A,пестрый,renkli
670,billig::A,дешевый,ucuz
671,teuer::A,дорогой,pahalı
672,wertvoll::A,ценный,değerli
673,blind::A,слепой,kör
674,taub::A,глухой,sağır
675,kräftig::A,могучий,dinç
676,kräftig::A,могучий,kuvvetli
677,stark::A,сильный,güçlü
678,stark::A,сильный,kuvvetli
679,schwach::A,слабый,zayıf
680,schwach::A,слабый,güçsüz
681,fett::A,жирный,şişman
682,schlank::A,стройный,narin
683,hübsch::A,прелестный,güzel
684,hübsch::A,прелестный,sevimli
685,böse::A,злой,kötü
686,dumm::A,глупый,aptal
687,faul::A,ленивый,tembel
688,fleißig::A,прилежный,çalışkan
689,geizig::A,жадный,cimri
690,klug::A,умный,zekî
691,klug::A,умный,akıllı
692,geschickt::A,искусный,becerikli
693,lieb::A,милый,sevimli
694,lustig::A,веселый,neşeli
695,sanft::A,нежный,nazik
696,hungrig::A,голодный,aç
697,krank::A,больной,hasta
698,krank::A,больной,rahatsız
699,nackt::A,голый,çıplak
700,traurig::A,грустный,kederli
701,traurig::A,грустный,üzüntülü
702,lebendig::A,живой,canlı
703,gut::A,хороший,iyi
704,schlecht::A,плохой,kötü
705,richtig::A,правильный,doğru
706,schlimm::A,отвратительный,kötü
707,schlimm::A,мерзкий,kötü
708,wahr::A,настоящий,doğru
709,wahr::A,настоящий,gerçek
710,alt::A,старый,eski
711,neu::A,новый,yeni
712,ehemalig::A,бывший,önceki
713,alt[Lebewesen]::A,пожилой,yaşlı
714,jung::A,молодой,genç
715,arm::A,бедный,fakir
716,reich::A,богатый,zengin
717,bekannt::A,знакомый,bilinen
718,berühmt::A,знаменитый,ünlü
719,berühmt::A,знаменитый,meşhur
720,fremd::A,чужой,yabancı
721,verschieden::A,разный,ayrı
722,verschieden::A,разный,farklı
723,nah::A,близкий,yakın
724,nah::A,близкий,bitişik
725,fern::A,далекий,uzak
726,linker::A,левый,sol
727,rechter::A,правый,sağ
728,anderer::A,другой,diğer
729,erster::A,первый,ilk
730,erster::A,первый,birinci
731,zweiter::A,второй,ikinci
732,dritter::A,третий,üçüncü
733,letzter::A,последний,son
734,letzter::A,последний,sonuncu
735,allein::ADV,один,yalnız
736,allein::ADV,один,tek başına
737,auf einmal::ADV,сразу,birden
738,zusammen::ADV,вместе,beraber
739,zusammen::ADV,вместе,birlikte
740,lange::ADV,долго,çok
741,lange::ADV,долго,uzun
742,plötzlich::ADV,вдруг,ansızın
743,plötzlich::ADV,вдруг,birdenbire
744,sofort::ADV,тотчас,hemen
745,sofort::ADV,тотчас,derhal
746,später::ADV,позже,daha sonra
747,jetzt::ADV,сейчас,şimdi
748,heute::ADV,сегодня,bugün
749,morgen::ADV,завтра,yarın
750,bald::ADV,скоро,yakında
751,dann::ADV,потом,sonra
752,gestern::ADV,вчера,dün
753,einst::ADV,однажды,eskiden
754,damals::ADV,тогда,o zamanlar
755,danach::ADV,затем,sonradan
756,danach::ADV,затем,ondan sonra
757,vorher::ADV,раньше,önce
758,vorher::ADV,раньше,önceden
759,zuerst::ADV,сперва,ilk önce
760,einmal::ADV,раз,bir defa
761,manchmal::ADV,иногда,bazan
762,oft::ADV,часто,sık sık
763,oft::ADV,часто,çok defa
764,immer::ADV,всегда,daima
765,immer::ADV,всегда,her zaman
766,niemals::ADV,никогда,asla değil
767,niemals::ADV,никогда,hiçbir zaman
768,hier::ADV,здесь,burada
769,hierhin::ADV,сюда,buraya
770,von hier::ADV,отсюда,buradan
771,dort::ADV,там,orada
772,dort::ADV,там,şurada
773,dorthin::ADV,туда,oraya
774,dorthin::ADV,туда,şuraya
775,geradeaus::ADV,прямо,doğru
776,vorwärts::ADV,вперед,ileri
777,rückwärts::ADV,назад,geri
778,zurück::ADV,обратно,geriye
779,unten::ADV,внизу,aşağıda
780,hinab::ADV,вниз,aşağıya
781,oben::ADV,наверху,yukarıda
782,hinauf::ADV,вверх,yukarı
783,hinauf::ADV,вверх,yukarıya
784,überall::ADV,везде,her yerde
785,nicht::ADV,не,-mi-
786,nicht::ADV,не,değil
787,ein wenig::ADV,немного,biraz
788,kaum::ADV,едва,dar
789,kaum::ADV,едва,hemen hemen değil
790,sehr::ADV,очень,pek
791,sehr::ADV,очень,gayet
792,so::ADV,так,öyle
793,so::ADV,так,böyle
794,noch::ADV,еще,hâlâ
795,noch::ADV,еще,henüz
796,nur::ADV,только,ancak
797,nur::ADV,только,yalnız
798,schon::ADV,уже,çoktan
799,wieder::ADV,опять,tekrar
800,wieder::ADV,опять,yeniden
801,vergebens::ADV,напрасно,boşuna
802,vor::PRP,перед,önünde
803,hinter::PRP,за,arkasında
804,hinter::PRP,позади,arkasında
805,unter::PRP,под,altında
806,durch::PRP,сквозь,sayesinde
807,durch::PRP,сквозь,ortasından
808,neben::PRP,возле,yanında
809,zwischen::PRP,между,arasında
810,wegen::PRP,из-за,dolayı
811,dies::PRN,это,bu
812,das::PRN,то,o
813,das::PRN,то,şu
814,alles::PRN,все,hepsi
815,alles::PRN,все,her şey
816,ich::PRN,я,ben
817,du::PRN,ты,sen
818,er::PRN,он,o
819,wir::PRN,мы,biz
820,ihr::PRN,вы,siz
821,sie::PRN,они,onlar
822,was::FPRN,что,ne
823,wer::FPRN,кто,kim
824,wo::FADV,где,nerede
825,wohin::FADV,куда,nereye
826,wie::FADV,как,nasıl
827,warum::FADV,почему,neden
828,wieviel::FNUM,сколько,kaç
829,wieviel::FNUM,сколько,ne kadar
830,eins::NUM,один,bir
831,zwei::NUM,два,iki
832,drei::NUM,три,üç
833,vier::NUM,четыре,dört
834,fünf::NUM,пять,beş
835,sechs::NUM,шесть,altı
836,sieben::NUM,семь,yedi
837,acht::NUM,восемь,sekiz
838,neun::NUM,девять,dokuz
839,zehn::NUM,десять,on
840,elf::NUM,одиннадцать,on bir
841,zwölf::NUM,двенадцать,on iki
