,Concept_ID,ko,udm
816,rauchen::V,김이나다,ӵындыны
817,regnen::V,비가오다,зорыны
818,gefrieren::V,얼다,кынмыны
819,tauen::V,녹다,шунаны
820,schmelzen::V,녹다,шунаны
821,trocknen::V,홈치다,куасьмыны
822,sieden::V,끓다,пӧзьыны
823,faulen::V,부패하다,сисьмыны
824,verfaulen::V,썩다,сисьмыны
825,reißen::V,지바찢다,кеськыны
826,versinken::V,가라앉다,выйыны
827,vergehen::V,지나가다,ортчыны
828,erscheinen::V,나타나다,адскыны
829,verschwinden::V,사라지다,бырыны
830,sinken::V,가라앉다,усьыны
831,abnehmen::V,떼어내다,синыны
832,zunehmen::V,증가하다,йылыны
833,steigen::V,상승하다,лӧпкыны
834,wachsen::V,생기하다,будыны
835,glänzen::V,뛰오나다,чиляны
836,glänzen::V,뛰오나다,пиштыны
837,funkeln::V,불티가잍어나다,чилекъяны
838,lärmen::V,떠들다,уретыны
839,lärmen::V,떠들다,ӵашетыны
840,läuten::V,울시다,жингыртыны
841,klingeln::V,초닌총을울리다,жингыртыны
842,klirren::V,탁탁울리다,жильккетыны
843,brausen::V,쏴쏴소리내다,лекъяськыны
844,rauschen::V,솨솨,ӵашетыны
845,klingen::V,반향하다,кылӥськыны
846,bellen::V,짖다,утыны
847,heulen::V,포효하다,вузыны
848,blasen::V,불다,пельтыны
849,pfeifen::V,피리를불다,шуланы
850,schreien::V,절규하다,черекъяны
851,schreien::V,절규하다,кесяськыны
852,stöhnen::V,신음하다,ӝуштыны
853,zittern::V,저뉼하다,дырекъяны
854,zittern::V,저뉼하다,куалекъяны
855,leben::V,살다,улыны
856,geboren werden::V,태어난,вордӥськыны
857,atmen::V,숨쉬다,шоканы
858,trinken::V,마시다,юыны
859,essen::V,먹다,сиыны
860,schlucken::V,들이켜다,ньылыны
861,einschlafen::V,잠들다,умме усьыны
862,schlafen::V,자다,кӧлыны
863,aufwachen::V,눈트다,сайканы
864,aufstehen::V,서다,султыны
865,sich erholen::V,회복하다,шутэтскыны
866,schmerzen::V,아프다,висьыны
867,husten::V,잔기침하다,кызыны
868,genesen::V,낫다,юнматскыны
869,genesen::V,낫다,бурмытскылыны
870,sterben::V,죽다,кулыны
871,umkommen::V,못쓰게되다,бырыны
872,sich bewegen::V,움직이다,вырыны
873,sich rühren::V,움직이다,вырӟыны
874,sich rühren::V,움직이다,вырӟылыны
875,sich erheben::V,이러서다,султыны
876,sich setzen::V,앉히다,пуксьыны
877,hinfallen::V,넘어지다,усьыны
878,laufen::V,걷다,мыныны
879,schreiten::V,보행하다,вамышъяны
880,spazierengehen::V,산보하다,мыныны
881,spazierengehen::V,산보하다,ветлыны
882,eilen::V,서둘다,дыртыны
883,sich beeilen::V,서둘게하다,дыртыны
884,sausen::V,서들러 떠나다,туж ӝог мыныны
885,rennen::V,달리다,бызьылыны
886,springen::V,도약하다,тэтчаны
887,klettern::V,갑겨오르다,тубаны
888,schaukeln::V,흔들리게하다,лэйканы
889,schaukeln::V,흔들리게하다,шонаськыны
890,kriechen::V,기다,нюж ветлыны
891,schwimmen::V,헤엄치다,уяны
892,tauchen::V,잠기다,зумылыны
893,rudern::V,물을헤치다,полсаны
894,fahren::V,가다,ветлыны
895,fahren::V,나르다,ветлыны
896,fliegen::V,날다,лобаны
897,gehen::V,가다,мыныны
898,weggehen::V,팔리다,кошкыны
899,abfahren::V,출발하다,кошкыны
900,anhalten::V,멈추다,дугдыны
901,hineingehen::V,(그리로)가다,пырыны
902,eintreten::V,들러가다,пырыны
903,kommen::V,오다,вуыны
904,kommen::V,오다,лыктыны
905,ankommen::V,고챀하다,вуыны
906,zurückkommen::V,보기,берытскыны
907,bleiben::V,체류,кыльыны
908,warten::V,기다리다,витьыны
909,erwarten::V,기대하다,витьыны
910,erwarten::V,기대하다,возьманы
911,suchen::V,찾다,утчаны
912,suchen::V,구하다,утчаны
913,finden::V,찾아내다,шедьтыны
914,versuchen::V,시험하다,турттыны
915,vorbereiten::V,재비하다,дасяны
916,lieben::V,사랑하다,гажаны
917,mögen::V,줗아하다,яратыны
918,lachen::V,웃다,серекъяны
919,rühren::V,건드리다,сюлме йӧтыны
920,weinen::V,울다,бӧрдыны
921,schimpfen::V,꾸짖다,даллашыны
922,sich ärgern::V,화를내게 하다,лекъяськыны
923,sich fürchten::V,두려원하다,кышканы
924,sich fürchten::V,두려원하다,курданы
925,fürchten::V,두려원하다,курданы
926,fürchten::V,두려원하다,кышканы
927,fliehen::V,도망치다,пегӟыны
928,flüchten::V,도주하다,пегӟыны
929,sehen::V,보다,адӟыны
930,anschauen::V,바라보다,учкыны
931,ansehen::V,바라보다,учкыны
932,hören::V,듣다,кылыны
933,zuhören::V,듣다,кылзыны
934,probieren::V,시식하다,веръяны
935,riechen::V,내새를맡다,зынъяны
936,fühlen::V,느끼다,шӧдыны
937,scheinen::V,...것같다,адскыны
938,zu sehen sein::V,보이는,адӟиськыны
939,vernehmen::V,듣다,кылыны
940,vernehmen::V,들어서일다,кылыны
941,frieren::V,춥다,кынмыны
942,tun::V,하다,карыны
943,können::V,할주릴다,быгатыны
944,wollen::V,바라다,потыны
945,anfangen::V,시작하다,кутскыны
946,beenden::V,다하다,быдтыны
947,beenden::V,다하다,быдэстыны
948,aufhören::V,그만두다,дугдыны
949,gelingen::V,성국하다,быгатыны
950,gelingen::V,성국하다,луыны
951,geraten::V,잘되어가다,лэсяны
952,öffnen::V,열다,усьтыны
953,schließen::V,추측하다,пытсаны
954,stellen::V,세우다,пуктыны
955,setzen::V,놓다,пуктыны
956,legen::V,눕히다,поныны
957,berühren::V,대다,исаны
958,verbinden::V,옝열하다,герӟаны
959,bedecken::V,덮다,пытсаны
960,aufhängen::V,매달다,ошыны
961,anzünden::V,점화하다,ӝуатыны
962,aufheben::V,위로올리다,ӝутыны
963,zurücklassen::V,튀에남기다,кельтыны
964,verlieren::V,잃다,ыштыны
965,fallen lassen::V,떨어뜨리다,уськытыны
966,machen::V,하다,лэсьтыны
967,herstellen::V,제조하다,лэсьтыны
968,bauen::V,짓다,пуктыны
969,reparieren::V,수셩자다,тупатыны
970,verbessern::V,정정하다,умоятыны
971,ändern::V,바꾸다,воштыны
972,graben::V,파다,копаны
973,beugen::V,구부리다,губыртыны
974,biegen::V,굽히다,куасаны
975,drehen::V,회전,бергатыны
976,wenden::V,회전시키다,берыктыны
977,umdrehen::V,회전시키다,берыктыны
978,heben::V,일으아키다,ӝутыны
979,hochheben::V,틀어올리다,ӝутъяны
980,ergreifen::V,잡다,кутыны
981,ergreifen::V,잡다,кырмыны
982,halten::V,잡다,возьыны
983,drücken::V,누르다,зӥбыны
984,drücken::V,누르다,пачкатыны
985,schieben::V,밀다,донганы
986,kratzen::V,긁다,вуштыны
987,lecken::V,핥다,нюлыны
988,beißen::V,물다,куртчыны
989,abschneiden::V,귾어내다,шорыны
990,abschneiden::V,귾어내다,вандыны
991,binden::V,매다,керттыны
992,stecken::V,찌르다,мертчытыны
993,brechen::V,금,тӥяны
994,klopfen::V,치다,йыганы
995,klopfen::V,치다,шарккетыны
996,hauen::V,때리다,жугыны
997,hauen::V,때리다,тышканы
998,kleben::V,들러붙다,лякыны
999,reiben::V,문지르다,зыраны
1000,reiben::V,문지르다,вуштыны
1001,streichen::V,쓰다듬다,зыраны
1002,schleifen::V,갈다,шерыны
1003,schneiden::V,베다,вандыны
1004,rütteln::V,흔들다,зуркатыны
1005,schütteln::V,흔들다,куалекъятыны
1006,schwenken::V,흔들다,шонаны
1007,schütten::V,따르다,лэзьыны
1008,füllen::V,담다,тырмытыны
1009,einwickeln::V,싸다,биньыны
1010,tragen::V,지우다,нуыны
1011,schleppen::V,끌다,кыскыны
1012,ziehen::V,당기다,кыскыны
1013,aufbewahren::V,간직하다,возьыны
1014,werfen::V,던지다,куяны
1015,werfen::V,던지다,лэзяны
1016,fangen::V,밥다,кутыны
1017,packen::V,쥐다,кутыны
1018,packen::V,쥐다,кырмыны
1019,verstecken::V,숨기다,ватыны
1020,teilen::V,나누다,люкыны
1021,schicken::V,보내다,ыстыны
1022,bringen::V,가겨,вайыны
1023,hinzufügen::V,부가하다,ватсаны
1024,bekommen::V,얻다,басьтыны
1025,erhalten::V,지니다,басьтыны
1026,nehmen::V,잡다,кутыны
1027,nehmen::V,잡다,басьтыны
1028,wählen::V,선거하다,бырйыны
1029,auswählen::V,선출하다,бырйыны
1030,bewahren::V,저장보종,возьыны
1031,behindern::V,훼방하다,могӟытыны
1032,verderben::V,못쓰게 되다,сӧрыны
1033,beschädigen::V,상하게하다,урод лэсьтыны
1034,zerbrechen::V,깨뜨리다,сӧрыны
1035,zerreißen::V,잡아쫓다,кесяны
1036,zerstören::V,파괴하다,куашкатыны
1037,verbrennen::V,소실하다,сутыны
1038,geben::V,주다,сётыны
1039,reichen::V,내일다,сётыны
1040,schenken::V,주다,кузьманы
1041,versprechen::V,약속하다,кыл сётыны
1042,wünschen::V,바라다,сӥзьыны
1043,loben::V,칭찬하다,ушъяны
1044,küssen::V,키스하다,чупаны
1045,wiegen::V,어르다,веттаны
1046,wiegen::V,어르다,лэйкатыны
1047,zudecken::V,뚜꺼을하다,шобыртыны
1048,wecken::V,깨우다,сайкатыны
1049,zeigen::V,보이다,возьматыны
1050,führen::V,가게하다,нуыны
1051,lehren::V,가르치다,дышетыны
1052,unterrichten::V,가르지다,дышетыны
1053,aufziehen::V,사육하다,будэтыны
1054,leiten::V,이끌다,кивалтыны
1055,antreiben::V,몰다,дыртытыны
1056,lassen::V,내버려두다,-ытыны
1057,einladen::V,초청하다,ӧтьыны
1058,vereinigen::V,하나로하다,огазеяны
1059,besuchen::V,방문하다,адӟыськыны
1060,treffen::V,만나다,пумитаны
1061,sich versammeln::V,조립하다,люкаськыны
1062,spielen::V,눌다,шудыны
1063,singen::V,노래하다,кырӟаны
1064,tanzen::V,춤추하다,эктыны
1065,sich trennen::V,가르다,люкиськыны
1066,verlassen::V,버림받은,куштыны
1067,retten::V,구조하다,утьыны
1068,bewachen::V,치키다,возьманы
1069,schützen::V,보호하다,утялтыны
1070,verteidigen::V,막다,возьманы
1071,sich schlagen::V,치다,жугиськыны
1072,schießen::V,쏘다,ыбылӥськны
1073,siegen::V,이기다,вормыны
1074,ärgern::V,성을내게하다,вожпоттыны
1075,schlagen::V,치다,жуккыны
1076,treten::V,디디다,лёганы
1077,stechen::V,찌르다,бышкалтыны
1078,stoßen::V,찌르다,донгыны
1079,stehlen::V,훔치다,вораны
1080,stehlen::V,훔치다,лушканы
1081,stören::V,움직이다,люкетыны
1082,belästigen::V,괴롭히다,акыльтыны
1083,belästigen::V,괴롭히다,вукылмыны
1084,verbergen::V,숨기다,ватыны
1085,täuschen::V,속이다,алданы
1086,betrügen::V,속이다,пӧяны
1087,töten::V,죽이다,виыны
1088,wohnen::V,실다,улыны
1089,arbeiten::V,일하다,ужаны
1090,sammeln::V,모으다,бичаны
1091,pflücken::V,꿔다,ишкыны
1092,jagen::V,사냥하다,пӧйшураны
1093,fischen::V,고기를잡다,чорыганы
1094,fassen::V,움켜쥐다,кутыны
1095,hüten::V,망보다,возьманы
1096,treiben::V,몰아세우다,улляны
1097,anbinden::V,묶다,думыны
1098,füttern::V,사료를주다,сюдыны
1099,melken::V,젖을짜다,кыскыны
1100,hacken::V,자르다,кораны
1101,gießen::V,물을대다,киськаны
1102,reifen::V,성숙하다,вуыны
1103,reifen::V,성숙하다,кисьманы
1104,zubereiten::V,조제하다,лесьтыны
1105,kochen::V,요리하다,пӧзьтыны
1106,backen::V,쿱다,пыжыны
1107,braten::V,굽다,пыжыны
1108,umrühren::V,교반하다,сураны
1109,stricken::V,뜨개질하다,керттыны
1110,nähen::V,꿰매다,вурыны
1111,färben::V,채색하다,буяны
1112,reinigen::V,청소하다,сузяны
1113,waschen::V,씻다,мисьтаськыны
1114,abwischen::V,닦다,ӵушылыны
1115,spülen::V,씻다,гылъяны
1116,fegen::V,소체하다,ӵужыны
1117,kehren::V,청소하다,ӵужыны
1118,baden::V,감다,пыласькыны
1119,sich waschen::V,모믈 씻다,пыласькыны
1120,ausziehen::V,벗다,кыльыны
1121,anziehen::V,끌어움직이다,дӥсяны
1122,kämmen::V,빗다,сынаны
1123,schmücken::V,치레하다,чеберъяны
1124,sagen::V,말하다,шуыны
1125,sagen::V,말하다,вераны
1126,sprechen::V,말하다,вераськыны
1127,reden::V,이야기하다,вераськыны
1128,fragen::V,질문하다,юаны
1129,bitten::V,원하다,курыны
1130,erzählen::V,이야기하다,вераны
1131,erzählen::V,이야기하다,мадьыны
1132,mitteilen::V,이야기하다,ивортыны
1133,nennen::V,부르다,шуыны
1134,rufen::V,불러내다,ӧтьыны
1135,prahlen::V,자랑하다,ушъяськыны
1136,übersetzen::V,번역하다,берыктыны
1137,denken::V,생각하다,малпаны
1138,glauben::V,믿다,оскыны
1139,bemerken::V,인자하다,адӟыны
1140,erkennen::V,인식하다,тодыны
1141,begreifen::V,파악하다,валаны
1142,verstehen::V,이해하다,валаны
1143,lernen::V,배우다,дышетскыны
1144,wissen::V,알다,тодыны
1145,sich erinnern an::V,상기하다,тодэ вайыны
1146,vergessen::V,잊다,вунэтыны
1147,messen::V,측정하다,мертаны
1148,zählen::V,세다,лыдъяны
1149,rechnen::V,게산하다,лыдъяны
1150,lesen::V,읽다,лыдӟыны
1151,malen::V,그리다,суреданы
1152,zeichnen::V,소묘하다,суреданы
1153,schreiben::V,쓰다,гожъяны
1154,besitzen::V,소유하다,луыны
1155,kaufen::V,사다,басьтыны
1156,verkaufen::V,팔다,вузаны
1157,bezahlen::V,지불하다,тырыны
1158,zahlen::V,치르다,тырыны
1159,beherrschen::V,지배하다,кузёяськыны
1160,ertragen::V,참다,чиданы
1161,Raureif::N,,гӧр
1162,Grube::N,,гу
1163,Grube::N,,гоп
1164,Lust::N,,потон
1165,Nachricht::N,,ивор
1166,klug::A,,визьмо
1167,von hier::ADV,,татысь
1168,müde werden::V,,жадьыны
1169,krank werden::V,,висьыны
1170,krank sein::V,,висьыны
1171,abreißen::V,,ишкалтыны
1172,sich anziehen::V,,дӥсьяськыны
1173,sich unterhalten::V,,вераськыны
