,Concept_ID,lbe,myv
120,Küste::N,зумаинхалу,лейчире
121,Küste::N,зуманицӏалу,лейчире
122,Festland::N,кьири,мода
123,Meer::N,хьхьири,моря
124,Insel::N,жазира,усия
125,Blume::N,тӏутӏи,цеця
126,Gras::N,уртту,тикше
127,Wurzel::N,мархха,юр
128,Wurzel::N,мархха,ундокс
129,Baum::N,мурхь,чувто
130,Stamm::N,ттарцӏ,рунго
131,Rinde::N,ккамара,суд
132,Rinde::N,ккамара,керь
133,Ast::N,матӏи,морго
134,Zweig::N,къяртта,тарад
135,Blatt::N,чӏапӏи,лопа
136,Birke::N,кӏялахӏи,килей
137,Birke::N,кӏялахӏилул мурхь,килей
138,Kiefer[Baum]::N,ттар,пиче
139,Kiefer[Baum]::N,ттарлил мурхь,пиче
140,Weide[Baum]::N,щавщи,каль
141,Tanne::N,ттарлил мурхь,куз
142,Horn::N,хъи,сюро
143,Feder::N,лелуххул тӏиму,толга
144,Fell::N,бурчу,пона
145,Flügel::N,хъа,сёлмо
146,Flügel::N,ххурупӏайрал тӏиму,сёлмо
147,Klaue::N,михь,кенже
148,Kralle::N,ххяппа,кенже
149,Schwanz::N,магъ,пуло
150,Ei::N,ккунук,ал
151,Nest::N,кюру,пизэ
152,Bau::N,цукъуккутӏ,варя
153,Bau::N,цукъуккутӏ,пизе
154,Tier::N,хӏайван,ракша
155,Herde::N,газу,стада
156,Kuh::N,оьл,скал
157,Bulle::N,ниц,бука
158,Pferd::N,чу,лишме
159,Schaf::N,тта,реве
160,Schwein::N,дунгъуз,туво
161,Hund::N,ккаччи,пине
162,Hund::N,ккаччи,киска
163,Katze::N,ччиту,псака
164,Bär::N,цуша,овто
165,Eichhörnchen::N,бюрхттукку,ур
166,Elch::N,ниц-бюрин,сярдо
167,Fuchs::N,цулчӏа,ривезь
168,Fuchs::N,куча цулчӏа,ривезь
169,Hase::N,бюрх,нумоло
170,Maus::N,кӏулу,чеерь
171,Wolf::N,барцӏ,верьгиз
172,Vogel::N,лелуххи,нармунь
173,Schwarm::N,гьухъала,полк
174,Schwarm::N,гьухъала,стада
175,Huhn::N,аьнакӏи,сараз
176,Hahn::N,ажари,атякш
177,Gans::N,къаз,гала
178,Gans::N,къаз,мацей
179,Adler::N,барзу,куцькан
180,Adler::N,барзу,тумоатякш
181,Ente::N,урдак,яксярго
182,Eule::N,ису,корж
183,Eule::N,ччиккумяв,корж
184,Kranich::N,кьурукь,карго
185,Krähe::N,хъатӏу,варака
186,Kuckuck::N,ччикку,куко
187,Schwan::N,урттил къаз,локсей
188,Fisch::N,чавахъ,кал
189,Schlange[Tier]::N,шатта,гуй
190,Wurm::N,кьюнукьай шатта,сукс
191,Spinne::N,ххялцу,шанжав
192,Ameise::N,митӏикьукьу,коткудав
193,Mücke::N,мичӏак,сеське
194,Fliege::N,зимиз,карво
195,Schmetterling::N,чӏимучӏали,нимиляв
196,Beere::N,хӏаллил ахъулсса,умарь
197,Apfel::N,гьивч,умарь
198,Pilz::N,ттуккул иис,панго
199,Zwiebel::N,лаччул чсмусул бакӏ,чурька
200,Saat::N,гьанна,видьметь
201,Korn::N,къама,сюро
202,Heu::N,ххулув,тикше
203,Schale::N,ккиртту,кедь
204,Schale::N,ккиртту,ваткавкс
205,Grube::N,кӏаланг,латко
206,Falle::N,къатӏа,тувор
207,Falle::N,къатӏа,кундамка
208,Schlinge::N,хӏатӏ,килькш
209,Spur::N,ша,челькс
210,Spur::N,ша,пильгеки
211,Asche::N,лах,кулов
212,Dreck::N,кьяркьи,рудаз
213,Dreck::N,венп,рудаз
214,Eisen::N,мах,кшни
215,Gold::N,муси,сырне
216,Silber::N,арцу,сия
217,Kohle::N,кӏалаш,сэдь
218,Kohle::N,кӏалаш,уголия
219,Kohle::N,хъуручӏ,сэдь
220,Kohle::N,хъуручӏ,уголия
221,Glas::N,пюрун,сулика
222,Lehm::N,сина аьрщи,сёвонь
223,Sand::N,къун,човар
224,Mensch::N,инсан,ломань
225,Mann::N,чув,аля
226,Mann::N,чув,цёраломань
227,Mann::N,адимина,аля
228,Mann::N,адимина,цёраломань
229,Frau::N,щарсса,ава
230,Frau::N,хъамитайпа,ава
231,Kind::N,чӏиви оьрчӏ,эйкакш
232,Junge::N,оьрчӏ,цёрыне
233,Junge::N,бурхьин оьрчӏ,цёрыне
234,Mädchen::N,душ,тейтерне
235,Familie::N,кулпат,семия
236,Großvater::N,ттатта,покштя
237,Großvater::N,ниттил ппу,покштя
238,Großmutter::N,буттал нину,баба
239,Eltern::N,нину-ппу,тетят-ават
240,Vater::N,ппу,тетя
241,Mutter::N,нину,ава
242,Sohn::N,арс,цёра
243,Tochter::N,душ,тейтерь
244,Bruder::N,уссу,леля
245,Bruder::N,уссу,ялакс
246,Schwester::N,ссу,сазор
247,Onkel::N,буттауссу,леля
248,Tante::N,буттал ссу,патя
249,Ehemann::N,лас,мирде
250,Ehefrau::N,щар,ни
251,Ehefrau::N,щарсса,ни
252,Freude::N,шадшиву,кеняркс
253,Freude::N,ххаришиву,кеняркс
254,Gelächter::N,хъяхъаву,ракамо
255,Gelächter::N,хъяхъаву,пейдема
256,Glück::N,талихӏ,уцяска
257,Kummer::N,дард,рискс
258,Kummer::N,дард,мелявкс
259,Wunsch::N,мурад,мель
260,Wunsch::N,мурад,бажамо
261,Lust::N,гьавас,бажамо
262,Lust::N,ччаву,бажамо
263,Geist::N,рухӏ,ойме
264,Gedanke::N,пикри,мель
265,Gedächtnis::N,дакӏний личӏаву,мель
266,Verstand::N,аькьлу,прев
267,Sinn::N,мяъна,толк
268,Sinn::N,мяъна,смысла
269,Grund::N,багьана,тувтал
270,Wahrheit::N,тӏайламур,видечи
271,Wahrheit::N,хӏакьмур,видечи
272,Gespräch::N,ихтилат,кортнема
273,Märchen::N,магьа,ёвкс
274,Erzählung::N,хавар,ёвтнема
275,Nachricht::N,хавар,куля
276,Neuigkeit::N,хавар,куля
277,Name::N,цӏа,лем
278,Rätsel::N,ссигьа,содамоёвкс
279,Rede::N,гъалгъа,кортамо
280,Sprache::N,маз,кель
281,Stimme::N,чӏу,ваигель
282,Stimme::N,чӏукӏа,ваигель
283,Wort::N,махъ,вал
284,Zeichen::N,лишан,теште
285,Lärm::N,чӏу,шалнома
286,Laut::N,чӏу,вайгель
287,Ton::N,чӏу,гайнема
288,Lied::N,балай,моро
289,Ruhe::N,дигьалагру,оймамо
290,Leute::N,инсантал,ломанть
291,Volk::N,ил,народ
292,Volk::N,халкь,народ
293,Arbeit::N,заву,тев
294,Gast::N,хъамаличу,инже
295,Geschenk::N,бухчакарши,казне
296,Geschenk::N,лажинккакку,казне
297,Spiel::N,тӏуркӏу,налксема
298,Gesellschaft::N,жямат,община
299,Gesellschaft::N,ккуран,община
300,Hilfe::N,кумаг,лездамо
301,Freund::N,дус,оя
302,Freund::N,дус,ялга
303,Kamerad::N,хӏаласу,оя
304,Kamerad::N,хӏаласу,ялга
305,Angelegenheit::N,иш,тев
306,Anzahl::N,аьдад,ламоксчи
307,Art::N,жинс,вид
308,Stück::N,касак,пакш
309,Stück::N,касак,пелькс
310,Teil::N,бутӏа,часть
311,Teil::N,бутӏа,пелькс
312,Hälfte::N,дачӏи,пель
313,Hälfte::N,дачӏи,пелькс
314,Kreis::N,кюрщан,кирькс
315,Kreuz::N,ххач,крёст
316,Linie::N,щва,кикс
317,Strich::N,щва,межа
318,Abstand::N,манзил,ютко
319,Entfernung::N,манзил,ютко
320,Gegend::N,кӏану,тарка
321,Gegend::N,кӏану,пертьпелькс
322,Ort::N,кӏану,тарка
323,Seite::N,чул,ён
324,Seite::N,чул,чире
325,Seite::N,чулухалу,ён
326,Seite::N,чулухалу,чире
327,Mitte::N,дя,куншка
328,Gegenstand::N,зат,предмет
329,Sache::N,зат,тев
330,Sache::N,зат,веща
331,Rand::N,зума,пе
332,Rand::N,зума,чире
333,Ecke::N,мурцӏу,ужо
334,Spitze::N,мицӏ,пряне
335,Spitze::N,мицӏ,пе
336,Ende::N,зума,пе
337,Loch::N,ккутӏ,варя
338,Winkel::N,мурцӏу,ужо
339,Muster::N,накьич,сёрма
340,Länge::N,лахъишиву,кувалмо
341,Höhe::N,лахъшиву,сэрь
342,Höhe::N,лахъшиву,пандо
343,Gewicht::N,дуццин,сталмо
344,Gewicht::N,кӏушиву,сталмо
345,Haufen::N,бакӏу,мар
346,Haufen::N,бакӏу,валявкс
347,Reihe::N,кьюкьа,ряд
348,Boot::N,луткка,венч
349,Ruder::N,весло,милё
350,Ruder::N,чӏатӏа,милё
351,Schlitten::N,чана,нурдт
352,Schlitten::N,санкка,нурдт
353,Ski::N,лижарду,сокс
354,Lagerfeuer::N,къавтӏн,толбандя
355,Last::N,гьиву,сталмо
356,Last::N,гьиву,кандома
357,Gang::N,нанаву,молема
358,Gang::N,нанаву,якамо
359,Schritt::N,ша,эскелькс
360,Norden::N,ухссав,якшамо ёнкс
361,Norden::N,ухссавнил чулухалу,якшамо ёнкс
362,Süden::N,кьилва,лембе ёнкс
363,Westen::N,баргълагавал,чивалгома
364,Westen::N,баргълагавал чул,чивалгома
365,Osten::N,баргъбуккай чулухалу,чилисема
366,Holz::N,тӏама,чувто
367,Brett::N,тахта,лаз
368,Platte::N,гъуни,плита
369,Stütze::N,гьалакӏу,неже
370,Stange::N,къазихъ,олга
371,Stock::N,ттархь,мандо
372,Stab::N,ччантӏакъу,олога
373,Rohr::N,бургъу,турба
374,Haus::N,къатта,кудо
375,Heim::N,къатта,кудо
376,Ofen::N,пач,каштомо
377,Fußboden::N,чӏанкъатта,киякс
378,Tisch::N,усттул,столь
379,Stuhl::N,кӏану,стул
380,Wiege::N,оьрчӏал кӏану,лавсь
381,Wiege::N,оьрчӏал кӏану,нурямот
382,Bett::N,тах,ацамо
383,Regal::N,чӏаму,лався
384,Regal::N,чӏаму,лавсяланго
385,Kiste::N,яшикӏ,горобия
386,Kiste::N,яшикӏ,сундук
387,Kiste::N,къурши,горобия
388,Kiste::N,къурши,сундук
389,Fenster::N,чӏавахьулу,вальма
390,Tür::N,нуз,кенкш
391,Tür::N,нузкьун,кенкш
392,Tor::N,къапу,ортат
393,Tor::N,дарваза,ортат
394,Zaun::N,дайгьузанну,пирявт
395,Zaun::N,дайгьузанну,пирвякс
396,Dach::N,магъи,кудопря
397,Dach::N,цӏиялу,кудопря
398,Leiter::N,чуртту,кузтема
399,Besen::N,чӏатлу,тенсть
400,Spaten::N,бил,койме
401,Schaufel::N,чӏатӏа,кече
402,Schaufel::N,чӏатӏа,келей койме
403,Gabel::N,гьиссилу,сянгине
404,Löffel::N,къуса,пенч
405,Messer::N,чӏила,пеель
406,Nagel::N,мяр,эске
407,Netz::N,къери,алтыма
408,Haken::N,къича,кечказ
409,Griff::N,куяму,кедне
410,Schloss::N,кьункьула,замок
411,Schloss::N,кьункьула,панжома
412,Bild::N,сурат,картина
413,Puppe::N,ссихьу,няка
414,Beutel::N,чантай,кескав
415,Bündel::N,гьи,керькс
416,Bündel::N,къар,керькс
417,Eimer::N,бадра,ведра
418,Deckel::N,къапаза,велькс
419,Geschirr::N,пюрунчӏул,кедьге
420,Geschirr::N,тӏахӏникӏичӏу,кедьге
421,Sack::N,къап,кескав
422,Sack::N,дарваг,кескав
423,Tasse::N,пижан,чакш
424,Tasse::N,пинжан,чакш
425,Tasse::N,инкираччатӏи,чакш
426,Tasse::N,цинцилттал бушкъап,чакш
427,Topf::N,кӏункӏур,кастрюля
428,Kessel::N,чаг,котёл
429,Kessel::N,кӏункӏур,котёл
430,Essen::N,дукия,ярсамо
431,Essen::N,дукин,ярсамо
432,Nahrung::N,дукра,ярсамопель
433,Speise::N,дукра,ярсамопель
434,Fleisch::N,дикӏ,сывель
435,Getreide::N,къама,сюро
436,Brei::N,ккурч,каша
437,Brot::N,ччатӏ,кши
438,Scheibe::N,парча,кочом
439,Scheibe::N,парча,сускомо
440,Fett::N,аьгъушиву,куя
441,Butter::N,нагь,ой
442,Butter::N,лагаву,ой
443,Salz::N,цӏву,сал
444,Suppe::N,накь,ям
445,Honig::N,ницӏ,медь
446,Milch::N,накӏ,ловсо
447,Tee::N,чяй,чай
448,Leder::N,бурчу,киське
449,Wolle::N,ппал,пона
450,Stoff::N,янна,коцт
451,Nadel::N,ххалаххи,салмукс
452,Faden::N,ххал,суре
453,Knopf::N,банд,пов
454,Knoten::N,къурхъ,сюлмо
455,Farbe::N,сир,артомапель
456,Kleidung::N,янна,оршамот
457,Kleidung::N,лаххия,оршамот
458,Hemd::N,гьухъа,панар
459,Kragen::N,дарвач,сиве
460,Ärmel::N,кахха,ожа
461,Hose::N,хӏажак,понкст
462,Gürtel::N,мухӏлу,каркс
463,Mütze::N,кьяпа,чапка
464,Stiefel::N,чакма,кем
465,Ring::N,кӏисса,суркс
466,Band::N,линт,лента
467,Kamm::N,ттарал,сурсеме
468,Spiegel::N,дагьани,чавачамо
469,Riemen::N,эн,кшнань каркс
470,Schnur::N,хьхьа,пикс
471,Decke::N,виргъан,вельтямо
472,Kissen::N,кӏаралу,тодов
473,Tuch::N,карщи,паця
474,Handtuch::N,калихьу,нардамо
475,Handtuch::N,лажинлихьу,нардамо
476,Kraft::N,эллаж,вий
477,Stärke::N,гуж,виевчи
478,Gesundheit::N,цӏуллу-сагъшиву,шумбрачи
479,Krankheit::N,къашайшиву,орма
480,Krankheit::N,къашайшиву,сэредема
481,Schmerz::N,къюву,сэредькс
482,Wunde::N,щаву,керявкс
483,Fieber::N,кӏиришиву,маштыкс
484,Arznei::N,дару,ормаменькс
485,Brücke::N,ламу,сэдь
486,Brücke::N,ламу,мадамо
487,Brunnen::N,къуй,лисьма
488,Weide::N,бизантту,ракшань ванома тарка
489,Pfad::N,жегъир ххуллу,ян
490,Weg::N,ххуллу,ки
491,Straße::N,ххуллу,ки
492,Dorf::N,щар,веле
493,Dorf::N,шяравалу,веле
494,Stadt::N,шагьру,ош
495,Brief::N,чагъар,сёрма
496,Buch::N,лу,книга
497,Buchstabe::N,хӏарп,буква
498,Zeitung::N,кказит,газета
499,Leben::N,оьрму,эрямо
500,Tod::N,ажал,кулома
501,Tod::N,бивкӏу,кулома
502,Tod::N,ивчӏаву,кулома
503,Grab::N,гьав,калмо
504,Kirche::N,килиса,церькова
505,Sünde::N,бунагъ,чумочи
506,Gott::N,зал,паз
507,Arbeiter::N,зузала,робочей
508,Chef::N,ялувма,прявт
509,Meister::N,усттар,кол тевень тенця
510,Arzt::N,хӏакин,врач
511,Lehrer::N,учитель,учитель
512,Lehrer::N,учитель,тонавтыця
513,Geld::N,арцу,ярмак
514,Geschäft::N,даву,ладязь тев
515,Laden::N,ттучан,лавка
516,Preis::N,багъа,питне
517,Ware::N,хъус,миевкс
518,Ware::N,хъус,рамавкс
519,Nutzen::N,хайр,паро
520,Nutzen::N,хайр,лезэ
521,Nutzen::N,мюнпат,паро
522,Nutzen::N,мюнпат,лезэ
523,Reichtum::N,давлат,сюпавчи
524,Reichtum::N,аваданшиву,сюпавчи
525,Welt::N,дуниял,мир
526,Welt::N,дуниял,мастор ланго
527,Land::N,билаят,мастор
528,Staat::N,паччахӏлугъ,государства
529,Macht::N,власть,азорксчи
530,Grenze::N,дазу,буен тешкс
531,Krieg::N,дяъви,война
532,Feind::N,душман,душман
533,Gewalt::N,къия,нарьгамо
534,Kampf::N,лачӏуи уккаву,тюрема
535,Bogen[Waffe]::N,ккуртта,нал
536,Pfeil::N,чӏатӏаракӏ,нал
537,Gewehr::N,ттупанг,ружия
538,Gewehr::N,ттупанг,винтовка
539,Fehler::N,гъалатӏ,ильведькс
540,Fehler::N,гъалатӏ,ильведевкс
541,Lüge::N,щялмахъ,манчема
542,Lüge::N,щялмахъ,кенгелема
543,Schaden::N,зарал,зыян
544,Unglück::N,бала,зыян
545,Schuld::N,тахсир,чумочи
546,Alter::N,оьрму,шка
547,Schluss::N,ахир,пе
548,Zeit::N,чӏун,шка
549,Zeit::N,чӏун,пинге
550,Tag::N,кьини,чи
551,Morgen::N,кӏюрх,валске
552,Mittag::N,ахттайн,чикуншка
553,Mittag::N,дяахттайн,чикуншка
554,Mittag::N,ахттайн чӏун,чикуншка
555,Abend::N,маркӏачӏан,чокшнэ
556,Nacht::N,хьхьу,ве
557,Woche::N,нюжмар,недля
558,Monat::N,барз,ков
559,Jahr::N,шин,ие
560,Frühling::N,инт,тундо
561,Sommer::N,гъи,кизэ
562,Herbst::N,ссут,сёксь
563,Winter::N,кӏи,теле
564,Januar::N,цалчинмур барз,якшамков
565,Februar::N,кӏилчинмур барз,февраль
566,März::N,шамилчинмур барз,март
567,April::N,апрель,апрель
568,April::N,мукьилчинмур барз,апрель
569,Mai::N,май,май
570,Mai::N,ххюлчинмур барз,май
571,Juni::N,июнь,июнь
572,Juni::N,ряххилчинмур барз,июнь
573,Juli::N,июль,июль
574,Juli::N,Арулчинмур барз,июль
575,August::N,мяйлчинмур барз,август
576,September::N,урчӏилчинмур барз,сентября
577,Oktober::N,ацӏилчинмур барз,октября
578,November::N,ацӏния цалчинмур барз,ноября
579,Dezember::N,ацӏния кӏилчинмур барз,декабря
580,Montag::N,итин,пондельник
581,Montag::N,итин кьини,пондельник
582,Dienstag::N,тталат,овторник
583,Dienstag::N,тталат кьини,овторник
584,Mittwoch::N,арвахӏ,серёда
585,Donnerstag::N,хамис,цетьверьг
586,Freitag::N,нюжмар,пеця
587,Freitag::N,нюжмар кьини,пеця
588,Samstag::N,ххуллун,субута
589,Samstag::N,ххуллун,шлямочи
590,Samstag::N,ххуллун кьини,субута
591,Samstag::N,ххуллун кьини,шлямочи
592,Sonntag::N,алхӏат,недлячи
593,Sonntag::N,алхӏат кьини,недлячи
594,groß::A,бугъарасса,ине
595,groß::A,бугъарасса,покш
596,klein::A,чӏивисса,вишка
597,lang::A,лахъисса,кувака
598,kurz::A,кутӏасса,нурькине
599,breit::A,уттасса,келей
600,schmal::A,уттакӏюласса,теине
601,dicht::A,ццунсса,тусто
602,dick[Gegenstand]::A,ганзсса,эчке
603,dünn::A,кӏюласса,човине
604,fest::A,цӏакьсса,кеме
605,fest::A,кьянкьасса,кеме
606,flach::A,баягъисса,лапужа
607,flach::A,цӏубакъасса,лапужа
608,flach::A,куртӏ дакъасса,лапужа
609,glatt::A,дюрчӏусса,валаня
610,hart::A,кьянкьасса,калгодо
611,weich::A,кӏукӏлусса,чевте
612,rund::A,ккурккисса,кеверь
613,spitz::A,ярксса,пшти
614,spitz::A,дайлсса,пшти
615,spitz::A,мицӏ бусса,пшти
616,scharf::A,ярксса,пшти
617,scharf::A,дайлсса,пшти
618,scharf::A,мицӏ бусса,пшти
619,stumpf::A,къуркъасса,ношка
620,schwer::A,кӏусса,стака
621,schön::A,аьнтӏикӏасса,мазый
622,heiß::A,кӏирисса,пси
623,warm::A,гъелисса,лембе
624,kalt::A,дяркъусса,якшамо
625,kühl::A,дюхлулсса,экше
626,frisch::A,цӏусса,свежа
627,feucht::A,атилсса,летьке
628,feucht::A,хъавтусса,летьке
629,nass::A,атилсса,начко
630,nass::A,хъавтусса,начко
631,trocken::A,кьавкьсса,коське
632,trocken::A,кьакьан бувсса,коське
633,voll::A,бувцӏусса,пешксе
634,leer::A,бачӏвасса,чаво
635,offen::A,тӏивтӏусса,панжадо
636,offen::A,тӏивтӏусса,виде
637,geschlossen::A,лавкьусса,пекстазь
638,geschlossen::A,лавкьусса,сёлгозь
639,sauber::A,марцӏсса,ванькс
640,schmutzig::A,чапалсса,ливезев
641,roh::A,шакъавхьсса,верек
642,reif::A,дирсса,кенерезь
643,lecker::A,нахӏусса,тантей
644,lecker::A,тӏааьнсса,тантей
645,süß::A,нацӏусса,ламбамо
646,bitter::A,кьурчӏисса,сэпей
647,sauer::A,туршсса,чапамо
648,hell::A,чаннасса,валдо
649,dunkel::A,цӏансса,чопода
650,schwarz::A,лухӏисса,раужо
651,weiß::A,кӏяласса,ашо
652,rot::A,ятӏулсса,якстере
653,gelb::A,хъахъисса,ожо
654,blau::A,някӏсса,сэнь
655,grün::A,щюлисса,пиже
656,grau::A,оьрусса,шержев
657,bunt::A,оьрчӏикӏурисса,сёрмав
658,billig::A,кьювкьусса,аволь питней
659,teuer::A,ххирасса,питней
660,wertvoll::A,багьасса,питней
661,blind::A,мурчӏисса,сокор
662,taub::A,къюкӏсса,амариця
663,kräftig::A,гужсса,пек виев
664,stark::A,кьянкьасса,виев
665,schwach::A,заэвсса,лавшо
666,fett::A,бучсса,куя
667,schlank::A,бювхъусса,виде ронга
668,hübsch::A,янусса,мазый
669,böse::A,оьсса,кежей
670,dumm::A,ахӏмакьсса,чавола
671,dumm::A,ахӏмакьсса,превтеме
672,faul::A,танмалсса,нузякс
673,faul::A,курчӏилсса,нузякс
674,fleißig::A,хӏарачат бусса,мелень путыця
675,geizig::A,янттарцӏансса,скупой
676,klug::A,аькьлу бусса,превей
677,geschickt::A,паргалсса,маштозь теезь
678,lieb::A,аьзизсса,вадря
679,lustig::A,тяхъасса,весёла
680,sanft::A,иминсса,сэтьме
681,hungrig::A,ккашилсса,вачо
682,krank::A,къашавайсса,сэредиця
683,nackt::A,кӏачӏасса,штапо
684,traurig::A,пашмансса,нусманя
685,lebendig::A,уттавасса,эриця
686,gut::A,ххуйсса,паро
687,schlecht::A,оьккисса,берянь
688,richtig::A,саргъунсса,виде
689,schlimm::A,оьккисса,берянь
690,wahr::A,хӏакьсса,алкуксонь
691,alt::A,кугьнасса,ташто
692,neu::A,цӏусса,од
693,ehemalig::A,хъхъичӏвасса,икелень
694,alt[Lebewesen]::A,агьилсса,сыре
695,jung::A,чӏавасса,од
696,jung::A,жагьилсса,од
697,arm::A,мискинсса,кажов
698,reich::A,авадансса,сюпав
699,bekannt::A,дусъсса,содавикс
700,berühmt::A,машгьурсса,содавикс
701,fremd::A,чил,лия
702,fremd::A,чил,асодавикс
703,verschieden::A,личӏи-личӏисса,эрьва
704,nah::A,гъансса,а васолонь
705,fern::A,архсса,умонь
706,fern::A,архсса,кезэрень
707,linker::A,кияхсса,керш
708,linker::A,кюччахсса,керш
709,rechter::A,урчӏахсса,вить
710,anderer::A,цамур,лия
711,erster::A,цалчинмур,васень
712,erster::A,цалчинмур,васенце
713,erster::A,цалчиннсса,васень
714,erster::A,цалчиннсса,васенце
715,zweiter::A,кӏилчиимур,омбоце
716,dritter::A,шамулчинмур,колмоце
717,letzter::A,махъва-махъмур,меельце
718,allein::ADV,ялгъузну,башка
719,allein::ADV,ялгъузну,ськамонзо
720,zusammen::ADV,цачӏу,вейс
721,zusammen::ADV,цачӏу,вейсэ
722,zusammen::ADV,архӏал,вейс
723,zusammen::ADV,архӏал,вейсэ
724,lange::ADV,батӏи къабуклай,кувать
725,lange::ADV,хъунмасса хӏаллай,кувать
726,plötzlich::ADV,цакуну,апак учо
727,sofort::ADV,мугьлат бакъа,курок
728,sofort::ADV,мугьлат бакъа,нейке
729,später::ADV,махъ,мейле
730,jetzt::ADV,утти,ней
731,jetzt::ADV,цӏана,ней
732,heute::ADV,хӏакьину,течи
733,morgen::ADV,гьуит,ванды
734,morgen::ADV,гьунттий,ванды
735,dann::ADV,яла,мейле
736,dann::ADV,яла,седе мейле
737,gestern::ADV,лахьхьу,исяк
738,damals::ADV,та чӏумал,сестэ
