,Concept_ID,kk,udm
1479,rechnen::V,санап шығу,лыдъяны
1480,rechnen::V,санау,лыдъяны
1481,lesen::V,оқу,лыдӟыны
1482,malen::V,сурет салу,суреданы
1483,zeichnen::V,сурет салу,суреданы
1484,schreiben::V,жазу,гожъяны
1485,besitzen::V,болу,луыны
1486,kaufen::V,алу,басьтыны
1487,kaufen::V,әперу,басьтыны
1488,verkaufen::V,сату,вузаны
1489,bezahlen::V,төлеу,тырыны
1490,bezahlen::V,ақы беру,тырыны
1491,bezahlen::V,ақы төлеу,тырыны
1492,zahlen::V,төлеу,тырыны
1493,beherrschen::V,билеу,кузёяськыны
1494,ertragen::V,төзу,чиданы
1495,ertragen::V,шыдау,чиданы
