,Concept_ID,kk,udm
95,Raureif::N,қырау,гӧр
96,Regenbogen::N,кемпірқосақ,вуюись
97,Donner::N,күн күркіреу,гудыри
98,Strömung::N,ағын,бызён
99,Tropfen::N,тамшы,шапык
100,Schaum::N,көбік,шукы
101,Schmutz::N,кір,нӧд
102,Schmutz::N,кір,дэри
103,See::N,көл,ты
104,Sumpf::N,саз,нюр
105,Moor::N,саз,нюр
106,Wiese::N,шалғын,возь
107,Wiese::N,шалғын,возьвыл
108,Wald::N,орман,сик
109,Wald::N,орман,нюлэс
110,Hügel::N,төбе,выр
111,Hügel::N,төбе,вырйыл
112,Hügel::N,белес,выр
113,Hügel::N,белес,вырйыл
114,Hügel::N,белес-белес,выр
115,Hügel::N,белес-белес,вырйыл
116,Anhöhe::N,дөң,выр
117,Anhöhe::N,дөң,вырйыл
118,Anhöhe::N,адыр,выр
119,Anhöhe::N,адыр,вырйыл
120,Anhöhe::N,қырат,выр
121,Anhöhe::N,қырат,вырйыл
122,Berg::N,тау,гурезь
123,Gipfel::N,төбе,йыл
124,Höhle::N,үңгір,гу
125,Abhang::N,бауыр,бам
126,Quelle::N,қайнар,ошмес
127,Bach::N,жылға,пичи шур
128,Fluss::N,өзен,шур
129,Ufer::N,жиек,ярдур
130,Küste::N,жиегі,вудур
131,Küste::N,жағалау,вудур
132,Festland::N,құрылық,мувыр
133,Meer::N,теңіз,зарезь
134,Bucht::N,шығанақ,вукож
135,Insel::N,арал,вумуӵ
136,Insel::N,арал,шормуӵ
137,Blume::N,гүл,сяська
138,Gras::N,от,турын
139,Wurzel::N,түбір,выжы
140,Baum::N,ағаш,пу
141,Baum::N,дарақ,пу
142,Stamm::N,сояу,модос
143,Stamm::N,оқпан,модос
144,Rinde::N,қабық,сул
145,Ast::N,бұтақ,ул
146,Zweig::N,шыбық,вай
147,Blatt::N,жапырақ,куар
148,Birke::N,қайың,кызьпу
149,Kiefer[Baum]::N,қарағай,пужым
150,Weide[Baum]::N,тал,бадьпу
151,Tanne::N,шырша,кыз
152,Horn::N,мүйіз,сюр
153,Feder::N,қаламұш,тылы
154,Fell::N,тері,ку
155,Flügel::N,қанат,бурд
156,Klaue::N,тырнақ,гижы
157,Kralle::N,аяқ,пыд
158,Schwanz::N,құйрық,быж
159,Ei::N,жұмыртқа,пуз
160,Ei::N,жұмыртқа,кукей
161,Nest::N,ұя,кар
162,Nest::N,ұя,пузкар
163,Bau::N,жатақ,кар
164,Bau::N,жатақ,гу
165,Tier::N,айуан,пӧйшур
166,Tier::N,жануар,пӧйшур
167,Herde::N,пада,уллё
168,Kuh::N,сиыр,скал
169,Bulle::N,өгіз,ош
170,Bulle::N,өгіз,пороз
171,Pferd::N,жылқы,вал
172,Schaf::N,қой,ыж
173,Schwein::N,шошқа,парсь
174,Hund::N,ит,пуны
175,Katze::N,мысық,коӵыш
176,Bär::N,аю,гондыр
177,Eichhörnchen::N,тиін,коньы
178,Elch::N,бұғы,койык
179,Fuchs::N,түлкі,ӟичы
180,Hase::N,қоян,кеч
181,Maus::N,қаптесер,шыр
182,Wolf::N,бөрі,кион
183,Wolf::N,қасқыр,кион
184,Vogel::N,құс,тылобурдо
185,Schwarm::N,топ,уллё
186,Schwarm::N,үйір,уллё
187,Huhn::N,тауық,курег
188,Huhn::N,мекиен,курег
189,Hahn::N,әтеш,атас
190,Hahn::N,қораз,атас
191,Gans::N,қаз,ӟазег
192,Adler::N,бүркіт,ӧрзи
193,Ente::N,үйрек,ӵӧж
194,Eule::N,жапалақ,кучыран
195,Kranich::N,тырна,тури
196,Krähe::N,қарға,куака
197,Kuckuck::N,көкек,кикы
198,Schwan::N,аққу,юсь
199,Fisch::N,балық,чорыг
200,Barsch::N,алабұға,юш
201,Hecht::N,шортан,чипей
202,Schlange[Tier]::N,жылан,кый
203,Wurm::N,шұбалшаң,нумыр
204,Spinne::N,өрмекші,чонари
205,Ameise::N,қүмырска,кузьыли
206,Laus::N,бит,тэй
207,Mücke::N,маса,нымы
208,Mücke::N,маса,чибинь
209,Fliege::N,шыбын,кут
210,Schmetterling::N,көбелек,бубыли
211,Beere::N,жидек,узы-боры
212,Apfel::N,алма,яблок
213,Pilz::N,қозықұйрық,губи
214,Pilz::N,саңыраукулақ,губи
215,Zwiebel::N,жуа,сугон
216,Saat::N,тұқым,кидыс
217,Korn::N,дән,тысь
218,Heu::N,шөп,турын
219,Schale::N,қабық,кыд
220,Schale::N,қабығы,кыд
221,Grube::N,ор,гу
222,Grube::N,ор,гоп
223,Falle::N,дұзақ,налик
224,Falle::N,қақпан,налик
225,Schlinge::N,ілмек,гиӟ
226,Schlinge::N,ілмек,герд
227,Spur::N,із,пытьы
228,Spur::N,із,бервыл
229,Asche::N,күл,пень
230,Dreck::N,былғаныш,дэри
231,Eisen::N,темір,корт
232,Gold::N,алтын,зарни
233,Silber::N,күміс,азвесь
234,Kohle::N,көмір,эгыр
235,Glas::N,шыны,стекло
236,Glas::N,шыны,пияла
237,Lehm::N,балшық,сюй
238,Sand::N,құм,луо
239,Mensch::N,адам,мурт
240,Mensch::N,адам,адями
241,Mann::N,еркек,воргорон
242,Mann::N,ер адам,воргорон
243,Frau::N,бике,кышномурт
244,Frau::N,қатын,кышномурт
245,Kind::N,бала,нуны
246,Kind::N,бала,пинал
247,Kind::N,перзент,нуны
248,Kind::N,перзент,пинал
249,Junge::N,бала,пи
250,Junge::N,ер бала,пи
251,Mädchen::N,қыз,ныл
252,Familie::N,жанұя,семья
253,Großvater::N,ата,песятай
254,Großvater::N,ата,пересь атай
255,Großmutter::N,әже,песянай
256,Großmutter::N,әже,пересь анай
257,Großmutter::N,әжей,песянай
258,Großmutter::N,әжей,пересь анай
259,Eltern::N,ата-аналар,атай-анай
260,Eltern::N,ата-аналар,бубы-мумы
261,Vater::N,әке,айы
262,Vater::N,әке,атай
263,Mutter::N,ана,мумы
264,Sohn::N,ұл,пи
265,Tochter::N,қызым,ныл
266,Bruder::N,бауырым,агай
267,Schwester::N,әпке,апа
268,Schwester::N,әпке,сузэр
269,Onkel::N,көке,агай
270,Tante::N,тәте,апа
271,Tante::N,тәте,кенак
272,Ehemann::N,ер,карт
273,Ehefrau::N,зайып,кышно
274,Freude::N,қуаныш,шумпотон
275,Freude::N,сүйініш,шумпотон
276,Freude::N,шат-думан,шумпотон
277,Freude::N,қуаныштылық,шумпотон
278,Gelächter::N,күлу,горем
279,Glück::N,бақыт,шуд
280,Glück::N,бақыттылық,шуд
281,Kummer::N,аза,кайгу
282,Kummer::N,аза,куректон
283,Kummer::N,қайғы,кайгу
284,Kummer::N,қайғы,куректон
285,Kummer::N,қасырет,кайгу
286,Kummer::N,қасырет,куректон
287,Wunsch::N,мүдде,мылпотон
288,Lust::N,тәбет,потон
289,Lust::N,ынтызар,потон
290,Lust::N,құштарлық,потон
291,Geist::N,рух,лул
292,Gedanke::N,ой,малпан
293,Gedächtnis::N,ес,йырсазь
294,Gedächtnis::N,ес,тодэваён
295,Gedächtnis::N,жады,йырсазь
296,Gedächtnis::N,жады,тодэваён
297,Gedächtnis::N,ақыл-ес,йырсазь
298,Gedächtnis::N,ақыл-ес,тодэваён
299,Verstand::N,ақыл,йырвизь
300,Verstand::N,парасат,йырвизь
301,Sinn::N,мән,смысл
302,Sinn::N,маныз,смысл
303,Sinn::N,мағына,смысл
304,Sinn::N,мән-мағына,смысл
305,Grund::N,себеп,муг
306,Grund::N,себеп,ньӧм
307,Wahrheit::N,рас,зэм
308,Wahrheit::N,рас,шонер
309,Gespräch::N,әңгіме,вераськон
310,Märchen::N,ертеп,выжыкыл
311,Märchen::N,ертек,выжыкыл
312,Erzählung::N,әңгіме,верос
313,Nachricht::N,хабар,ивор
314,Neuigkeit::N,жаңалық,выльивор
315,Name::N,ат,ним
316,Name::N,атау,ним
317,Rätsel::N,жұмбақ,мадькыл
318,Rede::N,сөз,верам
319,Sprache::N,тіл,кыл
320,Stimme::N,үн,куара
321,Stimme::N,әуен,куара
322,Stimme::N,дауыс,куара
323,Wort::N,сөз,кыл
324,Zeichen::N,ишара,пус
325,Zeichen::N,ишара,тодмет
326,Ruf::N,айғай,ӧтён
327,Ruf::N,айғай,чортон
328,Lärm::N,айғай-шу,ӵашетон
329,Lärm::N,айғай-ұйғай,ӵашетон
330,Laut::N,дыбыс,куара
331,Laut::N,дауыс,куара
332,Ton::N,әуен,куара
333,Lied::N,ән,кырӟан
334,Lied::N,жыр,кырӟан
335,Lied::N,ән-жыр,кырӟан
336,Ruhe::N,тыныштық,чалмыт улон
337,Leute::N,кісілер,адямиос
338,Volk::N,халық,калык
339,Arbeit::N,еңбек,уж
340,Gast::N,қонақ,куно
341,Gast::N,мейман,куно
342,Geschenk::N,қадия,салам
343,Geschenk::N,қадия,кузьым
344,Spiel::N,ойын,шудон
345,Gesellschaft::N,қауым,калык
346,Gesellschaft::N,жұртшылық,калык
347,Hilfe::N,жэрдем,юрттон
348,Freund::N,дос,эш
349,Freund::N,дос,юлтош
350,Kamerad::N,дос-жар,тодмо
351,Angelegenheit::N,жұмыс,уж
352,Anzahl::N,сан,лыд
353,Anzahl::N,саны,лыд
354,Art::N,түр,тус
355,Stück::N,тілім,юдэс
356,Teil::N,үлес,люкет
357,Teil::N,бөлшек,люкет
358,Hälfte::N,жарты,ӝыны
359,Kreis::N,шеңбер,котырес
360,Kreuz::N,крест,крест
361,Linie::N,сызық,гож
362,Strich::N,сызық,гож
363,Abstand::N,ара,вис
364,Abstand::N,ара,кусып
365,Abstand::N,аралық,вис
366,Abstand::N,аралық,кусып
367,Entfernung::N,аралық,кусып
368,Gegend::N,өңір,инты
369,Platz::N,орны,инты
370,Ort::N,орын,инты
371,Ort::N,орын,места
372,Seite::N,жақ,пал
373,Seite::N,бүйір,пал
374,Mitte::N,ортасы,шор
375,Gegenstand::N,зат,арбери
376,Gegenstand::N,нәрсе,арбери
377,Sache::N,бұйым,котыр
378,Rand::N,шет,дур
379,Rand::N,шет,шаер
380,Rand::N,шеті,дур
381,Rand::N,шеті,шаер
382,Kante::N,қыр,дур
383,Kante::N,қыры,дур
384,Ecke::N,қыры,сэрег
385,Ecke::N,бұрыш,сэрег
386,Spitze::N,ұшы,йыл
387,Ende::N,аяқ,пум
388,Ende::N,соңы,пум
389,Loch::N,тесік,пась
390,Winkel::N,мүйіс,сэрег
391,Muster::N,мәнер,пужы
392,Größe::N,ауқым,быдӟала
393,Größe::N,көлемдік,быдӟала
394,Länge::N,бой,кузьдала
395,Länge::N,ұзындық,кузьдала
396,Höhe::N,жоғарылық,ӝуждала
397,Höhe::N,биіктік,ӝуждала
398,Gewicht::N,салмақ,сектала
399,Gewicht::N,салмақ,секытлык
400,Menge::N,мөлшер,лыд
401,Menge::N,мөлшер,лыдпус
402,Haufen::N,үйме,люк
403,Haufen::N,үйінді,люк
404,Reihe::N,сап,чур
405,Boot::N,қайық,пыж
406,Boot::N,қайық,лодка
407,Ruder::N,ескек,полыс
408,Schlitten::N,шана,додьы
409,Ski::N,шаңғы,куас
410,Lagerfeuer::N,алау,тылскем
411,Last::N,ауырлық,секыт
412,Last::N,ауыр зат,секыт
413,Gang::N,жүріс,ветлон
414,Schritt::N,адым,вамыш
415,Norden::N,солтүстік,уйпал
416,Norden::N,терістік,уйпал
417,Süden::N,оңтүстік,лымшор
418,Westen::N,батыс,шунды пуксён
419,Osten::N,күншығыс,шунды ӝужан
420,Holz::N,ағаш,пу
421,Holz::N,сүрек,пу
422,Brett::N,тақта,пул
423,Platte::N,тақта,плита
424,Stütze::N,тіреу,пыкет
425,Stange::N,қада,пуӵ
426,Stock::N,сойыл,боды
427,Stab::N,сырық,пуӵ
428,Stab::N,сырық,боды
429,Rohr::N,құбыр,труба
430,Haus::N,үй,юрт
431,Heim::N,үйлі,корка
432,Heim::N,шаңырақ,корка
433,Ofen::N,ошақ,гур
434,Ofen::N,пеш,гур
435,Fußboden::N,еден,выж
436,Tisch::N,үстел,ӝӧк
437,Stuhl::N,орындық,пукон
438,Wiege::N,бесік,кӧкы
439,Wiege::N,бесік,зыбка
440,Bett::N,кереует,валес
441,Regal::N,сөре,ӝажы
442,Kiste::N,жәшік,ящик
443,Fenster::N,терезе,укно
444,Fenster::N,терезе,косяк
445,Tür::N,есік,ӧс
446,Tor::N,дарбаза,ӟезьы
447,Zaun::N,дуал,забор
448,Dach::N,шатыр,липет
449,Leiter::N,саты,падӟа
450,Leiter::N,басқыш,падӟа
451,Besen::N,сыпырғыш,ӵужон
452,Besen::N,сыпырғыш,исьнер
453,Spaten::N,күрек,лопатка
454,Schaufel::N,қалақ,ютырон
455,Gabel::N,аша,тэчы
456,Gabel::N,аша,вилка
457,Gabel::N,шанышқы,тэчы
458,Gabel::N,шанышқы,вилка
459,Löffel::N,қасық,пуньы
460,Messer::N,пышақ,пурт
461,Nagel::N,мық,кортӵог
462,Nagel::N,шеге,кортӵог
463,Netz::N,керегекөз,сеть
464,Haken::N,ілмек,курик
465,Griff::N,сап,ныд
466,Griff::N,тұтқа,ныд
467,Schloss::N,құлып,тунгон
468,Schloss::N,бекіткіш,тунгон
469,Bild::N,сурет,суред
470,Figur::N,тұлға,фигура
471,Puppe::N,қуыршақ,мунё
472,Beutel::N,қапшық,пуйы
473,Bündel::N,байлам,керттэт
474,Tasche::N,дорба,пуйы
475,Tasche::N,дорба,сумка
476,Eimer::N,шелек,ведра
477,Deckel::N,жапқыш,ӵоксэт
478,Geschirr::N,ыдыс,тусьты-пуньы
479,Sack::N,қап,пуйы
480,Tasse::N,шыныаяқ,ӵаша
481,Topf::N,кәстрөл,миска
482,Kessel::N,қазан,пурты
483,Essen::N,ас,сиськон
484,Nahrung::N,ас,сион
485,Nahrung::N,тамақ,сион
486,Speise::N,тағам,сиён
487,Fleisch::N,ет,сӥль
488,Getreide::N,дәнді,ю тысь
489,Brei::N,ботқа,ӝук
490,Brot::N,күлше,нянь
491,Scheibe::N,тілім,шорем
492,Fett::N,май,кӧй
493,Butter::N,май,вӧй
494,Öl::N,май,вӧй
495,Salz::N,тұз,сылал
496,Suppe::N,көже,шыд
497,Honig::N,бал,чечы
498,Milch::N,сүт,йӧл
499,Tee::N,шай,чай
500,Leder::N,көн,сурон
501,Wolle::N,жүн,гон
502,Wolle::N,жүн,ыжгон
503,Stoff::N,мата,куэм
504,Stoff::N,кездеме,куэм
505,Nadel::N,ине,вень
506,Faden::N,жіп,сӥньыс
507,Knopf::N,түйме,бирды
508,Knoten::N,түйін,герд
509,Farbe::N,рең,буёл
510,Kleidung::N,киім,дӥсь
511,Hemd::N,жейде,дэрем
512,Kragen::N,жаға,сирес
513,Ärmel::N,жең,саес
514,Hose::N,шалбар,брюки
515,Hose::N,шалбар,штань
516,Gürtel::N,белбеу,кускерттон
517,Mütze::N,қалпақ,ызьы
518,Schuh::N,кебіс,ботинка
519,Stiefel::N,етік,сапег
520,Ring::N,жүзік,зундэс
521,Band::N,таспа,лента
522,Kamm::N,тарақ,сын
523,Spiegel::N,айна,синучкон
524,Riemen::N,қайыс,е
525,Schnur::N,жіп,гозы
526,Leine::N,тізгін,думет
527,Decke::N,көрпе,шобрет
528,Kissen::N,жастық,миндэр
529,Tuch::N,орамал,кышет
530,Handtuch::N,сүлгі,ӵушкон
531,Kraft::N,қуат,кать
532,Kraft::N,қуат,ӟигар
533,Kraft::N,қарқын,кать
534,Kraft::N,қарқын,ӟигар
535,Kraft::N,әл-шама,кать
536,Kraft::N,әл-шама,ӟигар
537,Kraft::N,әл-дәрмен,кать
538,Kraft::N,әл-дәрмен,ӟигар
539,Stärke::N,әл,юнлык
540,Stärke::N,күш,юнлык
541,Gesundheit::N,денсаулык,тазалык
542,Krankheit::N,ауру,висён
543,Schmerz::N,ауру,висён
544,Wunde::N,зақым,яра
545,Wunde::N,жарақат,яра
546,Fieber::N,безгек,кезег
547,Fieber::N,қалтырау,кезег
548,Fieber::N,қызу көтерілуі,кезег
549,Arznei::N,дәрі,эмъюм
550,Arznei::N,дәрі-дәрмек,эмъюм
551,Brücke::N,көпір,выж
552,Brunnen::N,құдық,колдэч
553,Weide::N,өріс,возь
554,Weide::N,жайылым,возь
555,Pfad::N,жол,сюрес
556,Weg::N,жол,сюрес
557,Straße::N,жол,сюрес
558,Dorf::N,ауыл,гурт
559,Stadt::N,қала,кар
560,Stadt::N,қала,город
561,Stadt::N,шаһар,кар
562,Stadt::N,шаһар,город
563,Brief::N,хат,гожтэт
564,Brief::N,жазу,гожтэт
565,Buch::N,кітап,книга
566,Buchstabe::N,әріп,буква
567,Buchstabe::N,қаріп,буква
568,Zeitung::N,газет,газет
569,Leben::N,өмір,улон
570,Leben::N,тіршілік,улон
571,Tod::N,опат,кулон
572,Grab::N,мола,шайгу
573,Grab::N,мазар,шайгу
574,Kirche::N,шіркеу,черк
575,Sünde::N,күнә,сьӧлык
576,Gott::N,алла,ӥнмар
577,Gott::N,құдай,ӥнмар
578,Gott::N,тәңірі,ӥнмар
579,Gott::N,пәруардігер,ӥнмар
580,Gott::N,жаратқан тәңірі,ӥнмар
581,Arbeiter::N,жүмысшы,рабочий
582,Chef::N,басшы,начальник
583,Chef::N,жұмыс басқарушысы,начальник
584,Meister::N,шебер,кибашлы
585,Meister::N,өнерпаз,кибашлы
586,Arzt::N,дәрігер,врач
587,Lehrer::N,мұғалім,дышетӥсь
588,Geld::N,пұл,уксё
589,Geld::N,пұл,коньдон
590,Geschäft::N,бизнес,уж
591,Laden::N,дүкен,магазин
592,Preis::N,ақы,дун
593,Preis::N,құны,дун
594,Preis::N,нарық,дун
595,Ware::N,тауар,вуз
596,Nutzen::N,пайда,пайда
597,Reichtum::N,бақ-дәулет,узырлык
598,Welt::N,әлем,дунне
599,Welt::N,жиһан,дунне
600,Land::N,аймақ,шаер
601,Staat::N,мемлекет,кун
602,König::N,патша,эксэй
603,Macht::N,өкімет,власть
604,Macht::N,қожалық,власть
605,Grenze::N,шек,кунгож
606,Krieg::N,соғыс,ож
607,Feind::N,жау,тушмон
608,Feind::N,дұшпан,тушмон
609,Gewalt::N,зорлык,эриктэман
610,Gewalt::N,зорлық-зомбылык,эриктэман
611,Kampf::N,күрес,нюръяськон
612,Kampf::N,алыспақ,нюръяськон
613,Bogen[Waffe]::N,саржа,пукыӵ
614,Pfeil::N,жебе,пукыӵ вень
615,Gewehr::N,қару,пыӵал
616,Fehler::N,әбес,янгыш
617,Fehler::N,қаталық,янгыш
618,Lüge::N,өтірік,пӧян
619,Lüge::N,өтірік,алдан
620,Lüge::N,өтірік,ӧрекчан
621,Schaden::N,зиян,изъян
622,Schaden::N,зарар,изъян
623,Unglück::N,пәле,куректон
624,Unglück::N,пәле,шудтэме усён
625,Unglück::N,қасырет,куректон
626,Unglück::N,қасырет,шудтэме усён
627,Unglück::N,ауыртпалық,куректон
628,Unglück::N,ауыртпалық,шудтэме усён
629,Schuld::N,айыптылық,янгыш
630,Alter::N,жас,арлыд
631,Alter::N,жас шамасы,арлыд
632,Schluss::N,ада,пум
633,Schluss::N,бітуі,пум
634,Zeit::N,уақыт,дыр
635,Tag::N,күн,нунал
636,Morgen::N,таң,ӵукна
637,Morgen::N,таңертең,ӵукна
638,Mittag::N,талтүс,лымшор
639,Abend::N,кеш,ӝыт
640,Abend::N,кеш,акшан
641,Nacht::N,түн,уй
642,Woche::N,апта,арня
643,Monat::N,ай,толэзь
644,Jahr::N,жыл,ар
645,Frühling::N,көктем,тулыс
646,Sommer::N,жаз,гужем
647,Herbst::N,күз,сӥзьыл
648,Winter::N,қыс,тол
649,Januar::N,каңтар,выльартолэзь
650,Februar::N,ақпан,тулыспал
651,März::N,наурыз,южтолэзь
652,April::N,сәуір,оштолэзь
653,Mai::N,мамыр,куартолэзь
654,Juni::N,маусым,вожотолэзь
655,Juli::N,шілде,пӧсьтолэзь
656,August::N,сүмбіле,гудырикошкон
657,August::N,тамыз,гудырикошкон
658,September::N,қыркүйек,куарусён
659,Oktober::N,ақырап,выльӝуктолэзь
660,November::N,қараша,шуркынмон
661,Dezember::N,желтоқсан,толсур
662,Montag::N,дүйсенбі,вордӥськон
663,Dienstag::N,сейсенбі,вторник
664,Mittwoch::N,сәрсенбі,вирнунал
665,Donnerstag::N,бейсенбі,покчиарня
666,Freitag::N,жұма,удмуртарня
667,Samstag::N,сенбі,кӧснунал
668,Sonntag::N,жексембі,арня
669,groß::A,алпамсадай,бадӟым
670,klein::A,кішкене,пичи
671,klein::A,қарғадай,пичи
672,lang::A,сопақ,кузь
673,lang::A,сорайған,кузь
674,kurz::A,кеспелтек,вакчи
675,breit::A,айдынды,паськыт
676,schmal::A,қысық,сюлэг
677,dicht::A,жиі,ӵем
678,dick[Gegenstand]::A,шомбал,зӧк
679,dünn::A,жұқа,векчи
680,dünn::A,жіңішке,векчи
681,fein::A,қаңылтақ,векчи
682,fest::A,берік,юн
683,fest::A,берік,чурыт
684,fest::A,мызғымас,юн
685,fest::A,мызғымас,чурыт
686,flach::A,жалпак,ӵошкыт
687,glatt::A,типыл,гылыт
688,glatt::A,типыл,вольыт
689,hart::A,қатты,чурыт
690,weich::A,жұмсақ,небыт
691,rund::A,домалақ,котырес
692,spitz::A,үшкір,йылсо
693,scharf::A,сүйрік,лэчыт
694,stumpf::A,доғал,ныж
695,stumpf::A,өтпейтін,ныж
696,schwer::A,салмақты,секыт
697,schön::A,сұлу,чебер
698,heiß::A,ыссы,пӧсь
699,warm::A,жылы,шуныт
700,kalt::A,аязды,кезьыт
701,kühl::A,салқын,юзмыт
702,kühl::A,салқын,салкым
703,frisch::A,таза,выль
704,frisch::A,жаңа,выль
705,feucht::A,нам,мускыт
706,feucht::A,дымқылды,мускыт
707,nass::A,сулы,котмем
708,trocken::A,құрғақ,кӧс
709,voll::A,толы,тыр
710,leer::A,бос,буш
711,leer::A,бос,тырттэм
712,offen::A,ашып қойылған,усьтэм
713,geschlossen::A,жабулы,ӵогам
714,geschlossen::A,жабулы,пунням
715,sauber::A,дақсыз,ӝикыт
716,sauber::A,дақсыз,чылкыт
717,sauber::A,мұнтаздай,ӝикыт
718,sauber::A,мұнтаздай,чылкыт
719,schmutzig::A,айғыз,нӧд
720,schmutzig::A,сатпақ,нӧд
721,schmutzig::A,сатал-сатал,нӧд
722,roh::A,шикі,ыль
723,reif::A,піскен,вуэм
724,lecker::A,дәмді,ческыт
725,süß::A,тәтті,ческыт
726,bitter::A,ащы,курыт
727,sauer::A,қышқыл,чырс
728,hell::A,жарық,югыт
729,hell::A,жарқын,югыт
730,dunkel::A,қараңғы,пеймыт
731,schwarz::A,қара,сьӧд
732,weiß::A,ақ,тӧдьы
733,rot::A,қызыл,горд
734,gelb::A,сары,ӵуж
735,blau::A,көк,лыз
736,grün::A,жасыл,вож
737,grau::A,бозамық,пурысь
738,bunt::A,алабажак,куӵо
739,billig::A,арзан,дунтэм
740,teuer::A,бағалы,дуно
741,wertvoll::A,құнды,дуно
742,wertvoll::A,қымбат,дуно
743,blind::A,көзсіз,сукыр
744,blind::A,көзсіз,синтэм
745,blind::A,көр,сукыр
746,blind::A,көр,синтэм
747,blind::A,көр_соқыр,сукыр
748,blind::A,көр_соқыр,синтэм
749,taub::A,керең,пельтэм
750,taub::A,саңырау,пельтэм
751,kräftig::A,қуатты,кужмо
752,kräftig::A,қарымды,кужмо
753,stark::A,білекті,юн
754,stark::A,білекті,кужмо
755,schwach::A,әлсіз,ляб
756,schwach::A,әлсіз,начар
757,schwach::A,күшсіз,ляб
758,schwach::A,күшсіз,начар
759,schwach::A,қайратсыз,ляб
760,schwach::A,қайратсыз,начар
761,fett::A,семіз,кӧй
762,schlank::A,ашаң,веськыт
763,schlank::A,ашаң,веськрес
764,hübsch::A,ажарлы,чебер
765,hübsch::A,ажарлы,синмаськымон
766,hübsch::A,шырайлы,чебер
767,hübsch::A,шырайлы,синмаськымон
768,böse::A,өш,лек
769,böse::A,сұм,лек
770,böse::A,жауыз,лек
771,dumm::A,көкми,шузи
772,dumm::A,көкми,визьтэм
773,dumm::A,ақымақ,шузи
774,dumm::A,ақымақ,визьтэм
775,dumm::A,миы жоқ,шузи
776,dumm::A,миы жоқ,визьтэм
777,faul::A,жалқау,азьтэм
778,faul::A,еріншек,азьтэм
779,fleißig::A,ұқыпты,сюлмо
780,geizig::A,сараң,сук
781,klug::A,жетік,визьмо
782,klug::A,ақылды,визьмо
