,Concept_ID,mrj,en
799,fünfzig::NUM,вӹцлӹ,fifty
800,sechzig::NUM,кудлу,sixty
801,siebzig::NUM,шӹмлу,seventy
802,achtzig::NUM,кӓндӓкшлу,eighty
803,neunzig::NUM,ӹндекшлу,ninety
804,hundert::NUM,шӱдӹ,a hundred
805,tausend::NUM,тӹжем,a thousand
806,und::CNJ,дöн,and
807,oder::CNJ,льывы,or
808,stehen::V,шалшаг,stand
809,sitzen::V,шӹнзӓш,sit
810,liegen::V,киӓш,lie
811,hängen::V,кечӓш,hang
812,werden::V,шагалаш,become
813,passieren::V,ӹштӓ́лтӓш,happen
814,beginnen::V,тӹнгӓлӓлтӓш,begin
815,enden::V,пӹтӓш,end
816,wechseln::V,весемӓш,change
817,wechseln::V,весемӓлтӓш,change
818,aufgehen[Sonne]::V,авараш,rise
819,untergehen[Sonne]::V,шӹ́нзӓш,set
820,scheinen[Sonne]::V,сотемдӓрӓш,shine
821,donnern::V,хӹдӹртӓш,thunder
822,wehen::V,ӹфӹлӓш,blow
823,strömen::V,йогащ,stream
824,fließen::V,йогащ,flow
825,sich drehen::V,пöрдӓш,revolve
826,schwanken::V,лыпшалташ,sway
827,schwingen::V,кӓчӓйӓш,swing
828,fallen::V,кенвазаш,fall
829,fallen::V,шынгалташ,fall
830,brennen::V,йылаш,burn
831,rauchen::V,шыпшаш,smoke
832,regnen::V,юраш,rain
833,gefrieren::V,гӓш,freeze
834,gefrieren::V,кӹлмаш,freeze
835,tauen::V,шылаш,thaw
836,schmelzen::V,шӹрӓнӓш,melt
837,trocknen::V,кошкаш,dry
838,sieden::V,шолаш,boil
839,faulen::V,шӱӓш,rot
840,verfaulen::V,йӓнгӓрӓлтӓш,decay
841,reißen::V,кышкедӓлтӓш,snap
842,versinken::V,ва́лаш,sink
843,vergehen::V,эртӓш,pass
844,erscheinen::V,каяш,appear
845,verschwinden::V,ямаш,disappear
846,sinken::V,пычаш,drop
847,abnehmen::V,чӹдемӓш,decrease
848,abnehmen::V,кöтӹргӓш,decrease
849,zunehmen::V,когоэмӓш,increase
850,steigen::V,лӱлта́лташ,rise
851,wachsen::V,кушкаш,grow
852,glänzen::V,йӹлгӹжӓш,shine
853,funkeln::V,валгалташ,sparkle
854,lärmen::V,юкланаш,be noisy
855,läuten::V,цоргаш,chime
856,klingeln::V,цоргаш,ring
857,klirren::V,цонгырталгаш,tinkle
858,brausen::V,ышдымыла́наш,roar
859,rauschen::V,шу́жгаш,rustle
860,klingen::V,йо́нгаш,sound
861,bellen::V,опташ,bark
862,heulen::V,урмыжаш,howl
863,blasen::V,ӹфӹлӓш,blow
864,pfeifen::V,ши́шкаш,whistle
865,schreien::V,уташ,shout
866,schreien::V,саслаш,shout
867,schreien::V,варгынзаш,shout
868,stöhnen::V,ӹнгӹрӓш,groan
869,zittern::V,цӹтӹрӓш,tremble
870,leben::V,ӹлӓш,be alive
871,geboren werden::V,шачаш,be born
872,atmen::V,шӱлӓш,breathe
873,trinken::V,йӱӓш,drink
874,essen::V,качкаш,eat
875,schlucken::V,нелӓш,swallow
876,müde werden::V,янгылаш,get tired
877,einschlafen::V,амален кеӓш,fall asleep
878,schlafen::V,амалаш,sleep
879,aufwachen::V,понгыжалташ,wake up
880,aufstehen::V,кӹньӹл шагалаш,get up
881,sich erholen::V,кӓнаш,relax
882,krank werden::V,церлӓнен вазаш,fall ill
883,krank sein::V,церлӓнӓш,be ill
884,krank sein::V,ясланаш,be ill
885,krank sein::V,ясыланаш,be ill
886,schmerzen::V,каршташ,ache
887,husten::V,кахыраш,cough
888,genesen::V,паремӓш,recover
889,genesen::V,тöрлӓнӓш,recover
890,sterben::V,вазын колаш,die
891,umkommen::V,пӹтӓш,perish
892,sich bewegen::V,кашташ,move
893,sich rühren::V,тӓрвӓнӓш,budge
894,sich erheben::V,кӹньӹлӓш,stand up
895,sich setzen::V,шӹнзӓш,sit down
896,hinfallen::V,кенвазаш,tumble
897,hinfallen::V,шынгалташ,tumble
898,laufen::V,кашташ,walk
899,schreiten::V,ашкедӓш,pace
900,spazierengehen::V,мадын кашташ,go for a walk
901,eilen::V,вӓшкӓш,rush
902,sich beeilen::V,вӓшкӓш,hurry
903,sich beeilen::V,талашаш,hurry
904,sausen::V,хойхаланаш,dash
905,sausen::V,хояш,dash
906,rennen::V,кыргыжаш,run
907,springen::V,тӹршештӓш,jump
908,klettern::V,ку́заш,climb
909,schaukeln::V,лыпшалташ,seesaw
910,kriechen::V,авалянаш,creep
911,kriechen::V,ньыжиклӓш,creep
912,schwimmen::V,илӓш,swim
913,tauchen::V,цымаш,dive
914,rudern::V,шуалташ,row
915,fahren::V,кеӓш,drive
916,fliegen::V,чонгештӓш,fly
917,gehen::V,кеӓш,go
918,weggehen::V,кеӓш,go away
919,abfahren::V,кеӓш,depart
920,anhalten::V,цӓрнӓш,stop
921,hineingehen::V,пыраш,go in
922,eintreten::V,пыраш,enter
923,kommen::V,толаш,come
924,ankommen::V,шоаш,arrive
925,zurückkommen::V,пöртӹлӓш,come back
926,bleiben::V,кодаш,stay
927,warten::V,вычаш,wait
928,erwarten::V,вычаш,wait for
929,suchen::V,кӹчӓлӓш,seek
930,suchen::V,кӹчӓлӓш,look for
931,finden::V,моаш,find
932,versuchen::V,путаяш,try
933,versuchen::V,цацаш,try
934,vorbereiten::V,поспейӹктӓш,prepare
935,lieben::V,яраташ,love
936,mögen::V,яраташ,like
937,lachen::V,ваштылаш,laugh
938,rühren::V,тӓрвӓтӓш,move
939,weinen::V,мӓгӹрӓш,weep
940,schimpfen::V,свырседӓлӓш,grumble
941,sich ärgern::V,шӹдешкӓш,be annoyed
942,sich fürchten::V,лӱдӓш,be afraid
943,fürchten::V,лӱдӓш,be afraid of
944,fliehen::V,кыргыжаш,flee
945,flüchten::V,кыргыж шӹлӓш,escape
946,sehen::V,ужаш,see
947,anschauen::V,анжалаш,look at
948,ansehen::V,анжаш,watch
949,hören::V,колаш,hear
950,zuhören::V,колышташ,listen
951,probieren::V,тотештӓш,taste
952,probieren::V,подыл анжаш,taste
953,riechen::V,ӱпшӹнзӓш,smell
954,fühlen::V,шижӓш,feel
955,scheinen::V,каяш,seem
956,zu sehen sein::V,каяш,show
957,vernehmen::V,колын колташ,hear
958,frieren::V,кӹлмаш,be cold
959,frieren::V,тӹнгӹргӓш,be cold
960,tun::V,ӹштӓш,do
961,können::V,кердӓш,can
962,wollen::V,жалаяш,want
963,anfangen::V,тӹнгӓлӓш,start
964,beenden::V,пӹтӓрӓш,finish
965,aufhören::V,цӓрнӓш,stop
966,gelingen::V,цӓш лиӓш,succeed
967,geraten::V,лиӓш,turn out
968,öffnen::V,пачаш,open
969,schließen::V,чӱчӓш,close
970,stellen::V,шӹндӓш,put
971,setzen::V,шӹндӓш,place
972,legen::V,опташ,lay
973,legen::V,пиштӓш,lay
974,berühren::V,тӹкӓлӓш,touch
975,verbinden::V,пидӓш,connect
976,bedecken::V,леведӓш,cover
977,aufhängen::V,сӓкӓш,hang up
978,anzünden::V,чӱктӓш,light
979,aufheben::V,кузыкташ,pick up
980,zurücklassen::V,кодаш,leave
981,verlieren::V,ямдаш,lose
982,fallen lassen::V,кенвацтараш,drop
983,machen::V,ӹштӓш,make
984,herstellen::V,йӓмдӹлӓш,produce
985,bauen::V,ӹштӓш,build
986,reparieren::V,чиняш,mend
987,reparieren::V,алалаш,mend
988,verbessern::V,яжоэмден шӹндӓш,improve
989,ändern::V,вашталташ,alter
990,graben::V,капаяш,dig
991,beugen::V,лывырташ,bow
992,beugen::V,каклярташ,bow
993,biegen::V,лывырташ,bend
994,drehen::V,сӓрӓш,spin
995,drehen::V,сӓрӹкӓлӓш,spin
996,wenden::V,сӓрӓлӓш,turn
997,umdrehen::V,сӓрӓлӓш,turn around
998,heben::V,лӱктӓш,raise
999,hochheben::V,кузыкташ,lift
1000,ergreifen::V,хватяш,seize
1001,halten::V,кычаш,hold
1002,drücken::V,темдӓш,press
1003,schieben::V,шӹкӓш,push
1004,kratzen::V,нӹжӓш,scrape
1005,lecken::V,нылаш,lick
1006,beißen::V,пыралаш,bite
1007,abreißen::V,кӹрӓш,tear off
1008,abreißen::V,кышкед нӓлӓш,tear off
1009,abschneiden::V,шулаш,cut off
1010,abschneiden::V,лаштыклаш,cut off
1011,binden::V,пидӓш,tie
1012,stecken::V,шыралаш,stick
1013,brechen::V,тодылаш,break
1014,brechen::V,пыдырташ,break
1015,klopfen::V,рушткаш,knock
1016,hauen::V,шелӹштӓш,hit
1017,kleben::V,клейӓш,glue
1018,reiben::V,нӹжӓш,rub
1019,streichen::V,шӹрӓш,spread
1020,schleifen::V,шымаш,grind
1021,schneiden::V,пӹчкӓш,cut
1022,rütteln::V,мыльгыкташ,jolt
1023,schütteln::V,цӹтӹртӓш,shake
1024,schütteln::V,мыльгыкташ,shake
1025,schwenken::V,машыяш,swing
1026,schütten::V,опталаш,pour
1027,füllen::V,темӓш,fill
1028,einwickeln::V,пӹтӹрӓ́лӓш,wrap
1029,tragen::V,намалаш,carry
1030,schleppen::V,шӹдӹрӓш,drag
1031,ziehen::V,шыпшаш,pull
1032,aufbewahren::V,перегӓш,keep
1033,werfen::V,кӹшкӓш,throw
1034,fangen::V,кычаш,catch
1035,packen::V,хватяш,grab
1036,verstecken::V,шӹлтӓш,hide
1037,teilen::V,пайылаш,divide
1038,schicken::V,колташ,send
1039,bringen::V,кандаш,bring
1040,bekommen::V,лыкташ,get
1041,erhalten::V,получаяш,receive
1042,nehmen::V,налаш,take
1043,wählen::V,айыраш,choose
1044,auswählen::V,айыраш,select
1045,bewahren::V,перегӓш,preserve
1046,behindern::V,мешӓйӓш,hinder
1047,verderben::V,портяш,spoil
1048,beschädigen::V,шушырташ,damage
1049,zerbrechen::V,пыдырташ,break
1050,zerreißen::V,кӹрӓш,tear
1051,zerstören::V,шӓлӓтӓш,destroy
1052,verbrennen::V,йылаташ,burn
1053,verbrennen::V,йылалташ,burn
1054,geben::V,пуаш,give
1055,reichen::V,пуаш,hand
1056,schenken::V,подараш,give
1057,versprechen::V,сöрӓш,promise
1058,wünschen::V,жалаяш,wish
1059,loben::V,хваляш,praise
1060,küssen::V,шышшалаш,kiss
1061,wiegen::V,лӱнгӓлтӓш,rock
1062,zudecken::V,пиштӓш,cover
1063,wecken::V,понгыжалтараш,wake
1064,zeigen::V,анжыкташ,show
1065,führen::V,видӓш,guide
1066,lehren::V,тымдаш,teach
1067,unterrichten::V,тымдаш,instruct
1068,aufziehen::V,кушташ,bring up
1069,leiten::V,видӓш,lead
1070,leiten::V,вуйлаташ,lead
1071,leiten::V,вуйлалташ,lead
1072,antreiben::V,талаштараш,urge
1073,lassen::V,-ыкт,let
1074,einladen::V,ӱжӓш,invite
1075,vereinigen::V,иктештӓш,unite
1076,besuchen::V,толаш,visit
1077,treffen::V,вӓшлиӓш,meet
1078,treffen::V,вӓшлиӓлтӓш,meet
1079,sich versammeln::V,цымыргаш,assemble
1080,spielen::V,мадаш,play
1081,singen::V,мыраш,sing
1082,tanzen::V,кушташ,dance
1083,sich trennen::V,айырлаш,separate
1084,verlassen::V,шуаш,leave
1085,retten::V,ытараш,rescue
1086,bewachen::V,оролаш,guard
1087,schützen::V,перегӓш,protect
1088,verteidigen::V,перегӓш,defend
1089,sich schlagen::V,шидӓлӓш,brawl
1090,sich schlagen::V,шиэдӓлӓш,brawl
1091,schießen::V,лӱӓш,shoot
1092,siegen::V,сӹнгӓш,win
1093,ärgern::V,шӹдештӓрӓш,annoy
1094,schlagen::V,пӓрен колташ,beat
1095,schlagen::V,хӹрӹктен колташ,beat
1096,treten::V,чымаш,kick
1097,stechen::V,пышкылаш,sting
1098,stoßen::V,шыркедӓш,shove
1099,stehlen::V,шолышт толаш,steal
1100,stören::V,ӓрештӹлӓш,disturb
1101,belästigen::V,кӓньӹсӹрлӓндӓрӓш,bother
1102,belästigen::V,шытырланыкташ,bother
1103,verbergen::V,шӹлтӓш,conceal
1104,täuschen::V,алталаш,deceive
1105,täuschen::V,аталаш,deceive
1106,betrügen::V,мошеньӹчӓйӓш,cheat
1107,töten::V,пуштын шуаш,kill
1108,wohnen::V,ӹлӓш,dwell
1109,arbeiten::V,пӓшӓлӓш,work
1110,arbeiten::V,ровотаяш,work
1111,sammeln::V,погаш,gather
1112,pflücken::V,кӹрӓш,pick
1113,jagen::V,охотничӓйӓш,hunt
1114,fischen::V,кол кычаш,fish
1115,fassen::V,кычаш,catch
1116,hüten::V,кӹтӓш,herd
1117,treiben::V,шуруяш,drive
1118,anbinden::V,ялшташ,tie up
1119,anbinden::V,ялышташ,tie up
1120,füttern::V,пукшаш,feed
1121,melken::V,шыпшылаш,milk
1122,hacken::V,роаш,chop
1123,gießen::V,шӓвӓш,water
1124,reifen::V,кӱӓш,ripen
1125,reifen::V,поспейӓш,ripen
1126,zubereiten::V,йӓмдӹлӓш,cook
1127,kochen::V,шолташ,boil
1128,backen::V,кӱктӓш,bake
1129,braten::V,жӓрӓш,fry
1130,umrühren::V,намалаш,stir
1131,stricken::V,пидӓш,knit
1132,nähen::V,ыргаш,sew
1133,färben::V,пидӓш,dye
1134,reinigen::V,чиӓлтӓш,clean
1135,waschen::V,мышкаш,wash
1136,abwischen::V,ӹштӓш,wipe
1137,spülen::V,шӱӓлтӓш,rinse
1138,fegen::V,ӹштӓш,sweep
1139,kehren::V,ӹштӓш,sweep
1140,baden::V,нӱштӹлӓш,bath
1141,sich waschen::V,мышкылташ,wash
1142,ausziehen::V,кыдашаш,take off
1143,anziehen::V,чиӓш,put on
1144,sich anziehen::V,чиӓш,get dressed
1145,kämmen::V,шерӓш,comb
1146,schmücken::V,цеверемдӓш,decorate
1147,sagen::V,манаш,say
1148,sagen::V,келесӓш,say
1149,sprechen::V,манаш,speak
1150,reden::V,шайышташ,talk
1151,sich unterhalten::V,хытыраш,chat
1152,sich unterhalten::V,хытыргаш,chat
1153,fragen::V,ядаш,ask
1154,bitten::V,ядаш,request
1155,erzählen::V,келесӓш,tell
1156,mitteilen::V,попаш,convey
1157,mitteilen::V,увертӓш,convey
1158,mitteilen::V,увертӓрӓш,convey
1159,nennen::V,лӹмдӓш,name
1160,rufen::V,ӱжӓш,call
1161,prahlen::V,хайзаш,brag
1162,prahlen::V,шаргаланаш,brag
1163,übersetzen::V,вашташ,translate
1164,denken::V,машанаш,think
1165,glauben::V,ӹнянӓш,believe
1166,bemerken::V,цаклаш,notice
1167,erkennen::V,пӓлӓш,recognize
1168,begreifen::V,ынгылаш,grasp
1169,verstehen::V,ынгылаш,understand
1170,lernen::V,тыменяш,learn
1171,wissen::V,пӓлӓш,know
1172,sich erinnern an::V,ышештӓрӓш,remember
1173,vergessen::V,монден кодаш,forget
1174,messen::V,висӓш,measure
1175,zählen::V,шотаяш,count
1176,rechnen::V,шотаяш,calculate
1177,lesen::V,лыдаш,read
1178,malen::V,рисуяш,paint
1179,zeichnen::V,ыдырка́лаш,draw
1180,schreiben::V,вазаш,write
1181,besitzen::V,кы́чаш,own
1182,kaufen::V,нӓлӓш,buy
1183,verkaufen::V,выжалаш,sell
1184,bezahlen::V,тӱлӓш,pay for
1185,zahlen::V,тӱлӓш,pay
1186,beherrschen::V,кы́чаш,rule
1187,ertragen::V,цӹтӓш,endure
1188,Linie::N,,line
1189,Strich::N,,stroke
1190,jetzt::ADV,,now
1191,hinzufügen::V,,add
