,Concept_ID,es,vep
671,rot::A,rojo,rusked
672,gelb::A,amarillo,pakuine
673,blau::A,azul,sinine
674,grün::A,verde,vihand
675,grau::A,gris,hahk
676,bunt::A,multicolor,kirjav
677,billig::A,barato,odav
678,teuer::A,caro,kalliž
679,wertvoll::A,valioso,arvokas
680,wertvoll::A,precioso,arvokas
681,blind::A,ciego,soged
682,taub::A,sordo,kurdiž
683,kräftig::A,fuerte,vägev
684,stark::A,fuerte,vahv
685,stark::A,fuerte,vägekaz
686,stark::A,vigoroso,vahv
687,stark::A,vigoroso,vägekaz
688,schwach::A,débil,väll'
689,fett::A,obeso,razvakaz
690,schlank::A,esbelto,kapos
691,hübsch::A,mono,čoma
692,hübsch::A,guapo,čoma
693,böse::A,malo,äred
694,böse::A,malo,käred
695,dumm::A,tonto,el'getoi
696,dumm::A,estúpido,el'getoi
697,faul::A,vago,lašk
698,faul::A,perezoso,lašk
699,fleißig::A,aplicado,radonnavedii
700,fleißig::A,diligente,radonnavedii
701,geizig::A,avaro,ažlak
702,klug::A,sensato,melev
703,klug::A,sensato,melekaz
704,klug::A,inteligente,melev
705,klug::A,inteligente,melekaz
706,geschickt::A,hábil,mahtokaz
707,lieb::A,querido,izo
708,lieb::A,querido,sula
709,lustig::A,alegre,ilokaz
710,sanft::A,suave,laskav
711,hungrig::A,hambriento,näl'ghine
712,krank::A,enfermo,läžui
713,nackt::A,desnudo,alastoi
714,traurig::A,triste,opalahine
715,lebendig::A,vivo,eläb
716,lebendig::A,viviente,eläb
717,gut::A,bueno,hüvä
718,schlecht::A,malo,huba
719,richtig::A,justo,oiged
720,richtig::A,correcto,oiged
721,schlimm::A,malo,paha
722,schlimm::A,grave,paha
723,wahr::A,verídico,todesine
724,wahr::A,verdadero,todesine
725,alt::A,viejo,vanh
726,neu::A,nuevo,uz'
727,ehemalig::A,antiguo,edeline
728,alt[Lebewesen]::A,viejo,ravaz
729,jung::A,joven,nor'
730,arm::A,pobre,gol'l'
731,reich::A,rico,elokaz
732,bekannt::A,conocido,tutab
733,berühmt::A,famoso,tetab
734,berühmt::A,célebre,tetab
735,fremd::A,extraño,veraz
736,verschieden::A,diverso,erazvuitte
737,verschieden::A,distinto,erazvuitte
738,verschieden::A,diferente,erazvuitte
739,nah::A,cercano,läheline
740,fern::A,lejano,edahaine
741,linker::A,izquierdo,hura
742,rechter::A,derecho,oiged
743,anderer::A,otro,toine
744,erster::A,primero,ezmäine
745,zweiter::A,segundo,toine
746,dritter::A,tercero,koumanz'
747,letzter::A,último,jäl'gmäine
748,allein::ADV,a solo,üksnäze
749,auf einmal::ADV,de una vez,ühten aigan
750,zusammen::ADV,juntos,ühtes
751,lange::ADV,mucho tiempo,hätken
752,plötzlich::ADV,de repente,äkkid
753,sofort::ADV,en seguida,kerdalaz
754,später::ADV,más tarde,möhemba
755,jetzt::ADV,ahora,nügüd'
756,heute::ADV,hoy,tämbei
757,morgen::ADV,mañana,homen
758,bald::ADV,pronto,pigai
759,bald::ADV,en breve,pigai
760,dann::ADV,luego,sid'
761,dann::ADV,entonces,sid'
762,gestern::ADV,ayer,eglai
763,einst::ADV,antaño,ende
764,einst::ADV,antaño,kerdan
765,damals::ADV,entonces,siloi
766,danach::ADV,después,sid'
767,vorher::ADV,antes,ende
768,zuerst::ADV,primero,ezmäi
769,einmal::ADV,una vez,kerdan
770,manchmal::ADV,a veces,erašti
771,oft::ADV,a menudo,paksus
772,oft::ADV,con frecuencia,paksus
773,immer::ADV,siempre,kaiken
774,niemals::ADV,jamás,ei nikonz
775,hier::ADV,aquí,täs
776,hier::ADV,aquí,tägä
777,hierhin::ADV,acá,tänna
778,von hier::ADV,desde aquí,täspäi
779,von hier::ADV,desde aquí,sid'päi
780,dort::ADV,ahí,sigä
781,dort::ADV,allí,sigä
782,dorthin::ADV,allí,sinna
783,dorthin::ADV,allí,nakkale
784,dorthin::ADV,hacia allí,sinna
785,dorthin::ADV,hacia allí,nakkale
786,geradeaus::ADV,todo derecho,kohtha
787,vorwärts::ADV,adelante,edehe
788,rückwärts::ADV,hacia atrás,sel'gin
789,zurück::ADV,atrás,tagaze
790,unten::ADV,abajo,alahan
791,hinab::ADV,hacia abajo,alaz
792,hinab::ADV,hacia abajo,alahaks
793,oben::ADV,arriba,ülähän
794,hinauf::ADV,hacia arriba,ülez
795,hinauf::ADV,hacia arriba,ülähäks
796,überall::ADV,por todas partes,kaikjal
797,nicht::ADV,no,ei
798,ein wenig::ADV,un poco,vähän
799,kaum::ADV,apenas,habi
800,sehr::ADV,muy,lujas
801,sehr::ADV,mucho,lujas
802,so::ADV,tan,muga
803,so::ADV,tan,ninga
804,noch::ADV,aún,völ
805,noch::ADV,todavía,völ
806,nur::ADV,solamente,järg
807,nur::ADV,solamente,vaiše
808,schon::ADV,ya,jo
809,wieder::ADV,de nuevo,möst
810,vergebens::ADV,en vano,uhtei
811,vor::PRP,antes de,edes
812,vor::PRP,delante de,edes
813,hinter::PRP,tras,taga
814,hinter::PRP,detrás de,taga
815,unter::PRP,bajo,al
816,unter::PRP,debajo de,al
817,durch::PRP,por,läbi
818,durch::PRP,por,kal't
819,durch::PRP,a través de,läbi
820,durch::PRP,a través de,kal't
821,neben::PRP,al lado de,rindal
822,zwischen::PRP,entre,keskes
823,wegen::PRP,por,tagut
824,wegen::PRP,a causa de,tagut
825,dies::PRN,esto,nece
826,das::PRN,eso,se
827,das::PRN,esto,se
828,alles::PRN,todo,kaik
829,ich::PRN,yo,minä
830,du::PRN,tú,sinä
831,er::PRN,él,hän
