,Concept_ID,xal,he
236,Glück::N,сәәхн җирһл,אשר
237,Kummer::N,зовлң,יגון
238,Kummer::N,зовлң,עגמה
239,Wunsch::N,дурн,אחול
240,Wunsch::N,дурн,משאלה
241,Lust::N,җилвтлһн,חשק
242,Lust::N,җилвтлһн,תשוקה
243,Geist::N,зөрг,רוח
244,Gedanke::N,ухан,מחשבה
245,Gedächtnis::N,чееҗин тодлвр,זכרון
246,Verstand::N,ухан,שכל
247,Sinn::N,учр-утх,מובן
248,Sinn::N,учр-утх,משמעות
249,Grund::N,учр,סבה
250,Grund::N,шалтан,סבה
251,Wahrheit::N,үнн,אמת
252,Gespräch::N,күүндвүр,דיון
253,Märchen::N,тууль,אגדה
254,Erzählung::N,келвр,ספור
255,Nachricht::N,медүллһн,ידיעה
256,Neuigkeit::N,зәңг,חדשה
257,Name::N,нерн,שם
258,Rätsel::N,тәәлвртә тууль,תעלומה
259,Rede::N,келлһн,נאום
260,Sprache::N,келн,לשון
261,Stimme::N,дун,קול
262,Wort::N,үг,מלה
263,Zeichen::N,темдг,סימן
264,Ruf::N,дуудлһн,קריאה
265,Lärm::N,шууган,רעש
266,Laut::N,ә,הגה
267,Ton::N,дун,צליל
268,Lied::N,дун,שיר
269,Ruhe::N,амулң,שלוה
270,Leute::N,әмтн,אנשים
271,Volk::N,улс,עם
272,Arbeit::N,көдлмш,עבודה
273,Gast::N,гиич,אורח
274,Geschenk::N,белг,מתנה
275,Spiel::N,наадн,משחק
276,Gesellschaft::N,олн,חברה
277,Hilfe::N,нөкд,עזרה
278,Freund::N,иньг,חבר
279,Freund::N,иньг,ידיד
280,Kamerad::N,үр,רע
281,Angelegenheit::N,керг,ענין
282,Anzahl::N,то,מספר
283,Art::N,зүүл,סוג
284,Stück::N,хусг,חתיכה
285,Teil::N,хүв,פרק
286,Hälfte::N,өрәл,חצי
287,Kreis::N,төгрг,מעגל
288,Kreuz::N,кирс,צלב
289,Linie::N,зурасн,קו
290,Strich::N,татасн,קו קצר
291,Abstand::N,зә,מרחק
292,Entfernung::N,һазр,מרחק
293,Gegend::N,һазр,נוף
294,Platz::N,зә,שטח
295,Ort::N,бәәрн,אתר
296,Ort::N,бәәрн,מקום
297,Seite::N,тал,צד
298,Seite::N,хаҗу,צד
299,Seite::N,хәврһ,צד
300,Mitte::N,дунд,אמצע
301,Gegenstand::N,юмн,אוביקט
302,Sache::N,юмн,דבר
303,Rand::N,зах,פרור
304,Kante::N,ирмәг,קצה
305,Ecke::N,өнцг,פנה
306,Spitze::N,үзүр,קצה
307,Ende::N,үзүр,סוף
308,Loch::N,хаһрха,חר
309,Winkel::N,булң,פנה
310,Muster::N,намч,תבנית
311,Größe::N,кемҗән,גדל
312,Länge::N,ут,ארך
313,Höhe::N,өндр,קומה
314,Höhe::N,өндр,גבה
315,Gewicht::N,күнд,משקל
316,Gewicht::N,чиңнүр,משקל
317,Menge::N,ик,כמות
318,Haufen::N,ова,ערמה
319,Reihe::N,зерг,רצף
320,Reihe::N,зерглән,רצף
321,Boot::N,оңһц,סירה
322,Ruder::N,хәәв,משוט
323,Schlitten::N,цан,מזחלת
324,Ski::N,лыҗ,מגלשים
325,Lagerfeuer::N,костёр,מדורה
326,Last::N,күнд,משא
327,Gang::N,йовлһн,הליכה
328,Schritt::N,ишкм,צעד
329,Norden::N,ар үзг,צפון
330,Süden::N,өмн,דרום
331,Süden::N,өмн үзг,דרום
332,Westen::N,барун,מערב
333,Westen::N,барун үзг,מערב
334,Osten::N,зүн,מזרח
335,Osten::N,зүн үзг,מזרח
336,Holz::N,модн,עץ
337,Brett::N,харһа,קרש
338,Platte::N,хавтха чолун,לוח
339,Stütze::N,тулг,משען
340,Stange::N,уньн,מוט
341,Stock::N,модн,מקל
342,Stab::N,шуург,מוט
343,Rohr::N,турва,צנור
344,Haus::N,гер,בית
345,Heim::N,гер-бул,בית
346,Ofen::N,беш,תנור
347,Fußboden::N,девскр,רצפה
348,Tisch::N,ширә,שלחן
349,Stuhl::N,стул,כסא
350,Wiege::N,өлгә,ערש
351,Wiege::N,дүүҗң,ערש
352,Bett::N,орн,מטה
353,Bett::N,орндг,מטה
354,Regal::N,таг,מדף
355,Regal::N,тәвц,מדף
356,Kiste::N,яршг,תבה
357,Kiste::N,яршг,ארגז
358,Fenster::N,терз,חלון
359,Tür::N,үүдн,דלת
360,Tor::N,үүдн,שער
361,Tor::N,өргн үүдн,שער
362,Tor::N,хашан үүдн,שער
363,Zaun::N,хаша,גדר
364,Dach::N,деевр,גג
365,Leiter::N,шат,סלם
366,Leiter::N,давшур,סלם
367,Besen::N,сәвүр,מטאטא
368,Spaten::N,күрз,את
369,Schaufel::N,совг,את
370,Gabel::N,серә,מזלג
371,Löffel::N,ухр,כף
372,Messer::N,утх,סכין
373,Nagel::N,хадасн,מסמר
374,Netz::N,гөлм,רשת
375,Haken::N,дегә,וו
376,Haken::N,дегә,קרס
377,Griff::N,иш,ידית
378,Griff::N,бәрүл,ידית
379,Schloss::N,оньс,מנעול
380,Bild::N,зург,תמונה
381,Figur::N,фигур,פסל
382,Puppe::N,наадһа,בבה
383,Beutel::N,мишг,שק
384,Bündel::N,багла,צרור
385,Bündel::N,боодһа,צרור
386,Tasche::N,сумк,שקית
387,Eimer::N,суулһ,דלי
388,Deckel::N,бүркәсн,מכסה
389,Geschirr::N,сав,כלים
390,Geschirr::N,сав-сарх,כלים
391,Sack::N,мишг,שק
392,Tasse::N,ааһ,ספל
393,Topf::N,кастрюль,סיר
394,Kessel::N,хәәсн,קנקן
395,Essen::N,зоогллһн,אכל
396,Essen::N,зоогллһн,ארוחה
397,Nahrung::N,теҗәл,הזנה
398,Nahrung::N,теҗәл,תזונה
399,Speise::N,хот,מאכל
400,Speise::N,хот,ארוחה
401,Fleisch::N,махн,בשר
402,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,דגן
403,Brei::N,хаш,מחית
404,Brot::N,өдмг,לחם
405,Scheibe::N,зүсм,עגול
406,Scheibe::N,зүсм,פרוסה
407,Fett::N,өөкн,שמן
408,Butter::N,тосн,חמאה
409,Öl::N,тосн,שמן
410,Salz::N,давсн,מלח
411,Suppe::N,шөлн,מרק
412,Honig::N,бал,דבש
413,Milch::N,үсн,חלב
414,Tee::N,цә,תה
415,Leder::N,арсн,עור
416,Wolle::N,утцн,צמר
417,Wolle::N,эд,צמר
418,Stoff::N,эд,בד
419,Stoff::N,эд,אריג
420,Nadel::N,зүн,מחט
421,Faden::N,утцн,חוט
422,Knopf::N,товч,כפתור
423,Knoten::N,зәңгдә,קשר
424,Farbe::N,будг,צבע
425,Kleidung::N,хувцн,בגדים
426,Kleidung::N,хувц-хунр,בגדים
427,Hemd::N,киилг,חלצה
428,Kragen::N,зах,צוארון
429,Ärmel::N,ханцн,שרוול
430,Hose::N,шалвур,מכנסים
431,Gürtel::N,бүс,חגורה
432,Mütze::N,махла,כובע
433,Schuh::N,башмгуд,נעל
434,Stiefel::N,һосн,מגף
435,Ring::N,билцг,טבעת
436,Band::N,лент,סרט
437,Kamm::N,сам,מסרק
438,Spiegel::N,толь,מראה
439,Riemen::N,бүс,רצועה
440,Schnur::N,деесн,חבל
441,Leine::N,бурнтг,מושכות
442,Leine::N,нохан көтлвр,מושכות
443,Decke::N,көнҗл,שמיכה
444,Kissen::N,дер,כרית
445,Tuch::N,альчур,צעיף
446,Handtuch::N,полотенц,מגבת
447,Handtuch::N,һар-нүүрин альчур,מגבת
448,Kraft::N,күчн,כוח
449,Stärke::N,чидл,און
450,Gesundheit::N,эрүл-менд,בריאות
451,Krankheit::N,өвчн,מחלה
452,Schmerz::N,өвдлһн,כאב
453,Wunde::N,шав,פציעה
454,Fieber::N,безг,חם
455,Arznei::N,эм,תרופה
456,Brücke::N,тагт,גשר
457,Brunnen::N,худг,באר
458,Weide::N,малын идг,אחו
459,Weide::N,малын идг,מרעה
460,Pfad::N,цувг,שביל
461,Pfad::N,цувг,מדרכה
462,Weg::N,хаалһ,דרך
463,Straße::N,зам,כביש
464,Dorf::N,хотн,כפר
465,Stadt::N,балһсн,עיר
466,Brief::N,бичг,מכתב
467,Buch::N,дегтр,ספר
468,Buchstabe::N,үзг,אות
469,Zeitung::N,газет,עתון
470,Leben::N,җирһл,חיים
471,Tod::N,үкл,מות
472,Tod::N,өңгрлһн,מות
473,Grab::N,оршалһна нүкн,קבר
474,Kirche::N,чонҗ,כנסיה
475,Sünde::N,нүл,חטא
476,Sünde::N,килнц,חטא
477,Gott::N,бурхн,אל
478,Arbeiter::N,көдлмшч,פועל
479,Chef::N,толһач,ראש
480,Chef::N,толһач,מנהל
481,Meister::N,урн,ממחה
482,Arzt::N,эмч,רופא
483,Lehrer::N,багш,מורה
484,Geld::N,мөңгн,כסף
485,Geschäft::N,көдлмш,עסקה
486,Laden::N,лавк,חנות
487,Preis::N,үн,מחיר
488,Ware::N,эд-тавр,סחורה
489,Nutzen::N,олз,תועלת
490,Reichtum::N,зөөр,עשר
491,Welt::N,орчлң,עולם
492,Welt::N,делкә,עולם
493,Land::N,орн-нутг,ארץ
494,Staat::N,государств,מדינה
495,König::N,хан,מלך
496,Macht::N,йосн,כוח
497,Grenze::N,меҗә,גבול
498,Krieg::N,дән,מלחמה
499,Feind::N,дәәсн,אויב
500,Gewalt::N,күч һарһлһн,אלימות
501,Kampf::N,ноолдан,קרב
502,Kampf::N,ноолдан,לחימה
503,Kampf::N,бәрлдлһн,קרב
504,Kampf::N,бәрлдлһн,לחימה
505,Bogen[Waffe]::N,саадг,קשת
506,Pfeil::N,сумн,חץ
507,Gewehr::N,бу,רובה
508,Fehler::N,алдг,טעות
509,Lüge::N,худл,שקר
510,Schaden::N,хорлт,נזק
511,Unglück::N,гүрм,מזל רע
512,Schuld::N,гем,אשמה
513,Schuld::N,буру,אשמה
514,Alter::N,насн,גיל
515,Schluss::N,чилгч,סיום
516,Zeit::N,цаг,זמן
517,Tag::N,өдр,יום
518,Morgen::N,өрүн,בקר
519,Mittag::N,үд,צהרים
520,Abend::N,асхн,ערב
521,Nacht::N,сө,לילה
522,Woche::N,долан хонг,שבוע
523,Monat::N,сар,חדש
524,Jahr::N,җил,שנה
525,Frühling::N,хавр,אביב
526,Sommer::N,зун,קיץ
527,Herbst::N,намр,סתו
528,Winter::N,үвл,חרף
529,Januar::N,январь,ינואר
530,Februar::N,февраль,פברואר
531,März::N,март,מרץ
532,März::N,моһа сар,מרץ
533,April::N,апрель,אפריל
534,Mai::N,май,מאי
535,Juni::N,июнь,יוני
536,Juni::N,мөчн сар,יוני
537,Juli::N,июль,יולי
538,August::N,август,אוגוסט
539,September::N,һаха сар,ספטמבר
540,Oktober::N,октябрь,אוקטובר
541,November::N,ноябрь,נובמבר
542,November::N,үкр сар,נובמבר
543,Dezember::N,бар сар,דצמבר
544,Montag::N,понедельник,יום שני
545,Dienstag::N,вторник,יום שלישי
546,Mittwoch::N,среда,יום רביעי
547,Mittwoch::N,үлмҗ өдр,יום רביעי
548,Donnerstag::N,четверг,יום חמישי
549,Donnerstag::N,пүрвә өдр,יום חמישי
550,Freitag::N,пятниц,יום ששי
551,Samstag::N,суббот,יום שבת
552,Sonntag::N,нарн өдр,יום ראשון
553,Sonntag::N,воскресень,יום ראשון
554,groß::A,ик,גדול
555,klein::A,бичкн,קטן
556,lang::A,ут,ארך
557,kurz::A,оһтр,קצר
558,breit::A,өргн,רחב
559,schmal::A,уутьхн,צר
560,dicht::A,нигт,צפוף
561,dick[Gegenstand]::A,зузан,עבה
562,dünn::A,нимгн,דק
563,fein::A,нәрхн,מעדן
564,fest::A,бат,מוצק
565,flach::A,хавтха,שטוח
566,glatt::A,тегш,חלק
567,glatt::A,тиньгр,חלק
568,hart::A,хату,קשיח
569,weich::A,җөөлн,רך
570,weich::A,җөөлкн,רך
571,rund::A,төгрг,עגל
572,spitz::A,шовһр,חד
573,scharf::A,хурц,חד
574,stumpf::A,мука,קהה
575,schwer::A,күнд,כבד
576,schön::A,сәәхн,יפה
577,heiß::A,халун,חם
578,warm::A,дулан,חם
579,kalt::A,киитн,קר
580,kühl::A,серүн,צונן
581,frisch::A,серүн,טרי
582,feucht::A,чиигтә,לח
583,nass::A,чиигтә,רטוב
584,trocken::A,хагсу,יבש
585,voll::A,дүүрң,מלא
586,leer::A,сул,ריק
587,leer::A,хоосн,ריק
588,offen::A,секәтә,פתוח
589,geschlossen::A,хаалһата,סגור
590,sauber::A,цевр,נקי
591,schmutzig::A,киртә,מלכלך
592,roh::A,түүкә,חי
593,reif::A,болсн,בשל
594,lecker::A,әмтәхн,טעים
595,süß::A,әмтәхн,מתוק
596,bitter::A,һашун,מר
597,bitter::A,һашута,מר
598,sauer::A,ишклң,חמוץ
599,hell::A,герлтә,בהיר
600,dunkel::A,харңһу,עמום
601,schwarz::A,хар,שחר
602,weiß::A,цаһан,לבן
603,rot::A,улан,אדם
604,gelb::A,шар,צהב
605,blau::A,көк,כחל
606,grün::A,көк,ירק
607,grau::A,бор,אפר
608,bunt::A,алг,צבעוני
609,bunt::A,эрәтә,צבעוני
610,billig::A,кимд,זול
611,teuer::A,үнтә,יקר
612,wertvoll::A,үнтә,יקר ערך
613,wertvoll::A,эрднь,יקר ערך
614,blind::A,сохр,עור
615,taub::A,дүлә,חרש
616,kräftig::A,күчтә,חסן
617,stark::A,чаңһ,חזק
618,schwach::A,күчн тату,חלש
619,fett::A,тарһн,שמן
620,schlank::A,эццн,רזה
621,hübsch::A,көркхн,יפה תאר
622,böse::A,уурта,רשע
623,dumm::A,тенг,טפש
624,faul::A,залху,עצלן
625,fleißig::A,кинән,חרוץ
626,fleißig::A,кинмһә,חרוץ
627,geizig::A,ховдг,קמצן
628,klug::A,ухата,נבון
629,klug::A,ухата,פקח
630,geschickt::A,чадмг,מימן
631,lieb::A,эңкр,יקר
632,lieb::A,эңкр,אהוב
633,lustig::A,сергмҗтә,עליז
634,lustig::A,җирһлтә,עליז
635,sanft::A,номһн,עדין
636,hungrig::A,өлн,רעב
637,hungrig::A,харһнсн,רעב
638,krank::A,өвчтә,חולה
639,krank::A,шалтгта,חולה
640,nackt::A,нүцкн,ערום
641,traurig::A,һундлта,עצוב
642,lebendig::A,әмд,חי
643,gut::A,сән,טוב
644,schlecht::A,му,גרוע
645,richtig::A,зөвтә,נכון
646,schlimm::A,җигшүртә,רע
647,wahr::A,үнн,אמתי
648,wahr::A,мөн,אמתי
649,alt::A,хуучн,ישן
650,neu::A,шин,חדש
651,ehemalig::A,хуучн,לשעבר
652,alt[Lebewesen]::A,көгшн,זקן
653,jung::A,баһ,צעיר
654,arm::A,угатя,עני
655,reich::A,байн,עשיר
656,bekannt::A,таньл,ידוע
657,bekannt::A,таньдг,ידוע
658,berühmt::A,туурсн,מפרסם
659,fremd::A,күүнә,זר
660,verschieden::A,әдл биш,שונה
661,verschieden::A,йилһәтә,שונה
662,nah::A,өөрхн,קרוב
663,fern::A,хол,רחוק
664,linker::A,зүн,שמאלי
665,rechter::A,барун,ימין
666,anderer::A,талдан,אחר
667,erster::A,негдгч,ראשון
668,zweiter::A,хойрдгч,שני
669,dritter::A,һурвдгч,שלישי
670,letzter::A,отхн,אחרון
671,allein::ADV,һанцарн,לבד
672,auf einmal::ADV,нег дәкҗ,בו-זמנית
673,zusammen::ADV,хамдан,ביחד
674,lange::ADV,удан,הרבה זמן
675,plötzlich::ADV,генткн,לפתע
676,plötzlich::ADV,генткн,פתאום
677,sofort::ADV,дарунь,מיד
678,später::ADV,сүүлд,לאחר זמן
679,später::ADV,сүүлд,יותר מאחר
680,jetzt::ADV,ода,עכשיו
681,heute::ADV,эндр,היום
682,morgen::ADV,маңһдур,מחר
683,bald::ADV,дарунь,בקרוב
684,dann::ADV,дәкәд,אחר-כך
685,gestern::ADV,өцклдүр,אתמול
686,einst::ADV,нег саамд,לפנים
687,damals::ADV,тиигхд,אז
688,danach::ADV,тегәд,אחר-כך
689,vorher::ADV,урд,לפני זה
690,zuerst::ADV,түрүләд,קדם
691,einmal::ADV,нег дәкҗ,פעם
692,manchmal::ADV,зәрмдән,לפעמים
693,oft::ADV,хара биш,לעתים קרובות
694,oft::ADV,хатяр биш,לעתים קרובות
695,oft::ADV,дару-дарунь,לעתים קרובות
696,immer::ADV,оньдинд,תמיד
697,niemals::ADV,кезә чмгн биш,אף פעם
698,hier::ADV,энд,כאן
699,hier::ADV,энүнд,כאן
700,hierhin::ADV,нааран,פה
701,von hier::ADV,эндәс,מפה
702,dort::ADV,тенд,שם
703,dorthin::ADV,тиигән,שם
704,geradeaus::ADV,шуд,ישר
705,vorwärts::ADV,уралан,קדימה
706,rückwärts::ADV,гедргән,לאחור
707,zurück::ADV,хәрү,בחזרה
708,zurück::ADV,хәрү,אחורנית
709,unten::ADV,дор,למטה
710,hinab::ADV,дор,למטה
711,hinab::ADV,доракшан,למטה
712,oben::ADV,деер,מעל
713,oben::ADV,деер,למעלה
714,hinauf::ADV,өөдән,למעלה
715,hinauf::ADV,деер,למעלה
716,überall::ADV,альд болв чигн,בכל מקום
717,nicht::ADV,эс,לא
718,nicht::ADV,биш,לא
719,nicht::ADV,бичә,לא
720,ein wenig::ADV,баахн,קצת
721,ein wenig::ADV,баахнар,קצת
722,kaum::ADV,әрә,בקשי
723,sehr::ADV,йир,מאוד
724,so::ADV,иигҗ,כך
725,so::ADV,иигҗ,ככה
726,noch::ADV,ода чигн,עוד
727,noch::ADV,ода чигн,עדין
728,nur::ADV,һанцхн,רק
729,schon::ADV,одх,כבר
730,wieder::ADV,бас,שוב
731,vergebens::ADV,киидән,לריק
732,vergebens::ADV,киидән,לשוא
733,vor::PRP,урд,מול
734,hinter::PRP,ца,מאחורי
735,unter::PRP,дор,מתחת
736,durch::PRP,ивт,דרך
737,durch::PRP,дундаһур,דרך
738,neben::PRP,хаҗуд,ליד
739,neben::PRP,хаҗуд,על-יד
740,zwischen::PRP,хоорнд,בין
741,wegen::PRP,көлтә,בשל
742,wegen::PRP,көлтә,בגלל
743,wegen::PRP,деерәс,בשל
744,wegen::PRP,деерәс,בגלל
745,dies::PRN,эн,זה
746,das::PRN,тер,זה
747,alles::PRN,цуһар,הכל
748,ich::PRN,би,אני
749,du::PRN,чи,את
750,du::PRN,чи,אתה
751,er::PRN,тер,הוא
752,wir::PRN,мадн,אנחנו
753,ihr::PRN,та,לה
754,sie::PRN,тедн,הם
755,was::FPRN,юн,מה
756,wer::FPRN,кен,מי
757,wo::FADV,хама,איפה
758,wohin::FADV,хамаран,לאן
759,wie::FADV,яһҗ,איך
760,wie::FADV,яһад,איך
761,warum::FADV,юңгад,למה
762,wieviel::FNUM,кедү,כמה
763,eins::NUM,негн,אחד
764,zwei::NUM,хойр,שתים
765,drei::NUM,һурвн,שלושה
766,vier::NUM,дөрвн,ארבעה
767,fünf::NUM,тавн,חמשה
768,sechs::NUM,зурһан,ששה
769,sieben::NUM,долан,שבעה
770,acht::NUM,нәәмн,שמונה
771,neun::NUM,йисн,תשעה
772,zehn::NUM,арвн,עשרה
773,elf::NUM,арвн негн,אחת עשרה
774,zwölf::NUM,арвн хойр,שתים עשרה
775,zwanzig::NUM,хөрн,עשרים
776,dreißig::NUM,һучн,שלושים
777,vierzig::NUM,дөчн,ארבעים
778,fünfzig::NUM,тәвн,חמשים
779,sechzig::NUM,җирн,ששים
780,siebzig::NUM,далн,שבעים
