,Concept_ID,kk,la
205,Mücke::N,маса,culex
206,Fliege::N,шыбын,musca
207,Schmetterling::N,көбелек,papilio
208,Beere::N,жидек,baca
209,Apfel::N,алма,malum
210,Pilz::N,қозықұйрық,fungus
211,Pilz::N,саңыраукулақ,fungus
212,Zwiebel::N,жуа,cepa
213,Saat::N,тұқым,seges
214,Korn::N,дән,granum
215,Heu::N,шөп,faenum
216,Schale::N,қабық,putamen
217,Schale::N,қабығы,putamen
218,Grube::N,ор,fovea
219,Falle::N,дұзақ,pedica
220,Falle::N,қақпан,pedica
221,Schlinge::N,ілмек,laqueus
222,Spur::N,із,vestigium
223,Asche::N,күл,cinis
224,Dreck::N,былғаныш,lutum
225,Eisen::N,темір,ferrum
226,Gold::N,алтын,aurum
227,Silber::N,күміс,argentum
228,Kohle::N,көмір,carbo
229,Glas::N,шыны,vitrum
230,Lehm::N,балшық,lutum
231,Sand::N,құм,arena
232,Mensch::N,адам,homo
233,Mann::N,еркек,vir
234,Mann::N,ер адам,vir
235,Frau::N,бике,mulier
236,Frau::N,қатын,mulier
237,Kind::N,бала,puer
238,Kind::N,бала,infans
239,Kind::N,перзент,puer
240,Kind::N,перзент,infans
241,Junge::N,бала,puer
242,Junge::N,ер бала,puer
243,Mädchen::N,қыз,puella
244,Familie::N,жанұя,familia
245,Großvater::N,ата,avus
246,Großmutter::N,әже,avia
247,Großmutter::N,әжей,avia
248,Eltern::N,ата-аналар,parentes
249,Vater::N,әке,pater
250,Mutter::N,ана,mater
251,Sohn::N,ұл,filius
252,Tochter::N,қызым,filia
253,Bruder::N,бауырым,frater
254,Schwester::N,әпке,soror
255,Onkel::N,көке,patruus
256,Onkel::N,көке,avunculus
257,Tante::N,тәте,amita
258,Ehemann::N,ер,maritus
259,Ehefrau::N,зайып,uxor
260,Freude::N,қуаныш,gaudium
261,Freude::N,қуаныш,laetitia
262,Freude::N,сүйініш,gaudium
263,Freude::N,сүйініш,laetitia
264,Freude::N,шат-думан,gaudium
265,Freude::N,шат-думан,laetitia
266,Freude::N,қуаныштылық,gaudium
267,Freude::N,қуаныштылық,laetitia
268,Gelächter::N,күлу,risus
269,Glück::N,бақыт,felicitas
270,Glück::N,бақыттылық,felicitas
271,Kummer::N,аза,aegritudo
272,Kummer::N,қайғы,aegritudo
273,Kummer::N,қасырет,aegritudo
274,Wunsch::N,мүдде,voluntas
275,Wunsch::N,мүдде,desiderium
276,Lust::N,тәбет,libido
277,Lust::N,тәбет,voluptas
278,Lust::N,ынтызар,libido
279,Lust::N,ынтызар,voluptas
280,Lust::N,құштарлық,libido
281,Lust::N,құштарлық,voluptas
282,Geist::N,рух,mens
283,Geist::N,рух,animus
284,Gedanke::N,ой,sententia
285,Gedächtnis::N,ес,memoria
286,Gedächtnis::N,жады,memoria
287,Gedächtnis::N,ақыл-ес,memoria
288,Verstand::N,ақыл,ratio
289,Verstand::N,ақыл,ingenium
290,Verstand::N,парасат,ratio
291,Verstand::N,парасат,ingenium
292,Sinn::N,мән,sensus
293,Sinn::N,маныз,sensus
294,Sinn::N,мағына,sensus
295,Sinn::N,мән-мағына,sensus
296,Grund::N,себеп,causa
297,Wahrheit::N,рас,veritas
298,Gespräch::N,әңгіме,sermo
299,Märchen::N,ертеп,fabula
300,Märchen::N,ертек,fabula
301,Erzählung::N,әңгіме,fabula
302,Erzählung::N,әңгіме,narratio
303,Nachricht::N,хабар,nuntius
304,Neuigkeit::N,жаңалық,novitas
305,Name::N,ат,nomen
306,Name::N,атау,nomen
307,Rätsel::N,жұмбақ,aenigma
308,Rede::N,сөз,oratio
309,Sprache::N,тіл,lingua
310,Stimme::N,үн,vox
311,Stimme::N,әуен,vox
312,Stimme::N,дауыс,vox
313,Wort::N,сөз,verbum
314,Wort::N,сөз,vocabulum
315,Zeichen::N,ишара,signum
316,Ruf::N,айғай,clamor
317,Lärm::N,айғай-шу,strepitus
318,Lärm::N,айғай-ұйғай,strepitus
319,Laut::N,дыбыс,sonus
320,Laut::N,дауыс,sonus
321,Ton::N,әуен,sonus
322,Lied::N,ән,carmen
323,Lied::N,жыр,carmen
324,Lied::N,ән-жыр,carmen
325,Ruhe::N,тыныштық,quies
326,Leute::N,кісілер,homines
327,Volk::N,халық,populus
328,Arbeit::N,еңбек,labor
329,Gast::N,қонақ,hospes
330,Gast::N,қонақ,conviva
331,Gast::N,мейман,hospes
332,Gast::N,мейман,conviva
333,Geschenk::N,қадия,munus
334,Spiel::N,ойын,ludus
335,Gesellschaft::N,қауым,societas
336,Gesellschaft::N,жұртшылық,societas
337,Hilfe::N,жэрдем,auxilium
338,Hilfe::N,жэрдем,subsidium
339,Freund::N,дос,amicus
340,Kamerad::N,дос-жар,socius
341,Angelegenheit::N,жұмыс,res
342,Anzahl::N,сан,numerus
343,Anzahl::N,саны,numerus
344,Art::N,түр,genus
345,Stück::N,тілім,frustum
346,Stück::N,тілім,fragmentum
347,Teil::N,үлес,pars
348,Teil::N,бөлшек,pars
349,Hälfte::N,жарты,dimidium
350,Kreis::N,шеңбер,orbis
351,Kreis::N,шеңбер,circus
352,Kreuz::N,крест,crux
353,Linie::N,сызық,linea
354,Strich::N,сызық,lineamentum
355,Abstand::N,ара,intervallum
356,Abstand::N,аралық,intervallum
357,Entfernung::N,аралық,spatium
358,Gegend::N,өңір,loca
359,Gegend::N,өңір,regio
360,Platz::N,орны,locus
361,Ort::N,орын,locus
362,Seite::N,жақ,latus
363,Seite::N,бүйір,latus
364,Mitte::N,ортасы,medium
365,Gegenstand::N,зат,res
366,Gegenstand::N,нәрсе,res
367,Sache::N,бұйым,res
368,Rand::N,шет,margo
369,Rand::N,шеті,margo
370,Kante::N,қыр,angulus
371,Kante::N,қыры,angulus
372,Ecke::N,қыры,angulus
373,Ecke::N,бұрыш,angulus
374,Spitze::N,ұшы,cacumen
375,Ende::N,аяқ,caput
376,Ende::N,соңы,caput
377,Loch::N,тесік,foramen
378,Winkel::N,мүйіс,angulus
379,Muster::N,мәнер,exemplum
380,Größe::N,ауқым,magnitudo
381,Größe::N,көлемдік,magnitudo
382,Länge::N,бой,longitudo
383,Länge::N,ұзындық,longitudo
384,Höhe::N,жоғарылық,altitudo
385,Höhe::N,биіктік,altitudo
386,Gewicht::N,салмақ,pondus
387,Menge::N,мөлшер,copia
388,Haufen::N,үйме,acervus
389,Haufen::N,үйінді,acervus
390,Reihe::N,сап,ordo
391,Boot::N,қайық,navicula
392,Ruder::N,ескек,remus
393,Schlitten::N,шана,sclodia
394,Ski::N,шаңғы,narta
395,Lagerfeuer::N,алау,ignis
396,Last::N,ауырлық,onus
397,Last::N,ауыр зат,onus
398,Gang::N,жүріс,cursus
399,Schritt::N,адым,gradus
400,Norden::N,солтүстік,septentriones
401,Norden::N,терістік,septentriones
402,Süden::N,оңтүстік,meridies
403,Westen::N,батыс,occidens
404,Osten::N,күншығыс,oriens
405,Holz::N,ағаш,lignum
406,Holz::N,сүрек,lignum
407,Brett::N,тақта,tabula
408,Platte::N,тақта,lamina
409,Stütze::N,тіреу,adminiculum
410,Stange::N,қада,pertica
411,Stock::N,сойыл,baculum
412,Stab::N,сырық,scipio
413,Rohr::N,құбыр,tubus
414,Haus::N,үй,aedes
415,Heim::N,үйлі,domicilium
416,Heim::N,шаңырақ,domicilium
417,Ofen::N,ошақ,fornax
418,Ofen::N,пеш,fornax
419,Fußboden::N,еден,solum
420,Tisch::N,үстел,mensa
421,Stuhl::N,орындық,sella
422,Wiege::N,бесік,cunae
423,Bett::N,кереует,lectus
424,Regal::N,сөре,foruli
425,Kiste::N,жәшік,cista
426,Fenster::N,терезе,fenestra
427,Tür::N,есік,ianua
428,Tor::N,дарбаза,porta
429,Zaun::N,дуал,saepes
430,Dach::N,шатыр,tectum
431,Leiter::N,саты,scalae
432,Leiter::N,басқыш,scalae
433,Besen::N,сыпырғыш,scopae
434,Spaten::N,күрек,pala
435,Schaufel::N,қалақ,pala
436,Gabel::N,аша,fuscinula
437,Gabel::N,шанышқы,fuscinula
438,Löffel::N,қасық,coclear
439,Messer::N,пышақ,culter
440,Nagel::N,мық,clavus
441,Nagel::N,шеге,clavus
442,Netz::N,керегекөз,rete
443,Haken::N,ілмек,hamus
444,Griff::N,сап,manubrium
445,Griff::N,тұтқа,manubrium
446,Schloss::N,құлып,claustra
447,Schloss::N,бекіткіш,claustra
448,Bild::N,сурет,tabula
449,Bild::N,сурет,pictura
450,Figur::N,тұлға,statunculum
451,Puppe::N,қуыршақ,pupa
452,Beutel::N,қапшық,sacculus
453,Bündel::N,байлам,fascis
454,Tasche::N,дорба,sacculus
455,Eimer::N,шелек,situla
456,Deckel::N,жапқыш,operculum
457,Geschirr::N,ыдыс,vasa
458,Sack::N,қап,saccus
459,Tasse::N,шыныаяқ,pocillum
460,Topf::N,кәстрөл,olla
461,Kessel::N,қазан,aenum
462,Essen::N,ас,cena
463,Nahrung::N,ас,cibus
464,Nahrung::N,ас,alimenta
465,Nahrung::N,тамақ,cibus
466,Nahrung::N,тамақ,alimenta
467,Speise::N,тағам,cibus
468,Fleisch::N,ет,caro
469,Getreide::N,дәнді,frumentum
470,Brei::N,ботқа,puls
471,Brot::N,күлше,panis
472,Scheibe::N,тілім,frustum
473,Fett::N,май,pingue
474,Butter::N,май,butȳrum
475,Öl::N,май,oleum
476,Salz::N,тұз,sal
477,Suppe::N,көже,ius
478,Honig::N,бал,mel
479,Milch::N,сүт,lac
480,Tee::N,шай,thea
481,Leder::N,көн,corium
482,Wolle::N,жүн,lana
483,Stoff::N,мата,textum
484,Stoff::N,кездеме,textum
485,Nadel::N,ине,acus
486,Faden::N,жіп,filum
487,Knopf::N,түйме,bulla
488,Knoten::N,түйін,nodus
489,Farbe::N,рең,pigmentum
490,Kleidung::N,киім,vestimenta
491,Hemd::N,жейде,tunica
492,Kragen::N,жаға,collare
493,Ärmel::N,жең,manica
494,Hose::N,шалбар,bracae
495,Gürtel::N,белбеу,cingulum
496,Mütze::N,қалпақ,pilleus
497,Schuh::N,кебіс,calceus
498,Stiefel::N,етік,pero
499,Stiefel::N,етік,caliga
500,Ring::N,жүзік,anulus
501,Band::N,таспа,redimiculum
502,Kamm::N,тарақ,pecten
503,Spiegel::N,айна,speculum
504,Riemen::N,қайыс,lorum
505,Schnur::N,жіп,linum
506,Leine::N,тізгін,retinaculum
507,Decke::N,көрпе,lodix
508,Kissen::N,жастық,pulvinus
509,Tuch::N,орамал,velum
510,Handtuch::N,сүлгі,mantele
511,Kraft::N,қуат,vis
512,Kraft::N,қарқын,vis
513,Kraft::N,әл-шама,vis
514,Kraft::N,әл-дәрмен,vis
515,Stärke::N,әл,robur
516,Stärke::N,күш,robur
517,Gesundheit::N,денсаулык,valetudo
518,Krankheit::N,ауру,morbus
519,Schmerz::N,ауру,dolor
520,Wunde::N,зақым,vulnus
521,Wunde::N,жарақат,vulnus
522,Fieber::N,безгек,febris
523,Fieber::N,қалтырау,febris
524,Fieber::N,қызу көтерілуі,febris
525,Arznei::N,дәрі,remedium
526,Arznei::N,дәрі-дәрмек,remedium
527,Brücke::N,көпір,pons
528,Brunnen::N,құдық,puteus
529,Weide::N,өріс,pascua
530,Weide::N,жайылым,pascua
531,Pfad::N,жол,semita
532,Weg::N,жол,iter
533,Straße::N,жол,via
534,Dorf::N,ауыл,vicus
535,Stadt::N,қала,urbs
536,Stadt::N,қала,oppidum
537,Stadt::N,шаһар,urbs
538,Stadt::N,шаһар,oppidum
539,Brief::N,хат,epistula
540,Brief::N,жазу,epistula
541,Buch::N,кітап,liber
542,Buchstabe::N,әріп,littera
543,Buchstabe::N,қаріп,littera
544,Zeitung::N,газет,diurnum
545,Leben::N,өмір,vita
546,Leben::N,тіршілік,vita
547,Tod::N,опат,mors
548,Grab::N,мола,sepulcrum
549,Grab::N,мазар,sepulcrum
550,Kirche::N,шіркеу,ecclesia
551,Sünde::N,күнә,peccatum
552,Gott::N,алла,deus
553,Gott::N,құдай,deus
554,Gott::N,тәңірі,deus
555,Gott::N,пәруардігер,deus
556,Gott::N,жаратқан тәңірі,deus
557,Arbeiter::N,жүмысшы,operarius
558,Chef::N,басшы,praefectus
559,Chef::N,жұмыс басқарушысы,praefectus
560,Meister::N,шебер,magister
561,Meister::N,өнерпаз,magister
562,Arzt::N,дәрігер,medicus
563,Lehrer::N,мұғалім,magister
564,Geld::N,пұл,aes
565,Geld::N,пұл,pecunia
566,Geschäft::N,бизнес,negotium
567,Laden::N,дүкен,taberna
568,Preis::N,ақы,pretium
569,Preis::N,құны,pretium
570,Preis::N,нарық,pretium
571,Ware::N,тауар,merx
572,Nutzen::N,пайда,utilitas
573,Reichtum::N,бақ-дәулет,opes
574,Reichtum::N,бақ-дәулет,divitiae
575,Welt::N,әлем,mundus
576,Welt::N,жиһан,mundus
577,Land::N,аймақ,terra
578,Staat::N,мемлекет,res publica
579,König::N,патша,rex
580,Macht::N,өкімет,potestas
581,Macht::N,қожалық,potestas
582,Grenze::N,шек,limes
583,Krieg::N,соғыс,bellum
584,Feind::N,жау,inimicus
585,Feind::N,дұшпан,inimicus
586,Gewalt::N,зорлык,vis
587,Gewalt::N,зорлық-зомбылык,vis
588,Kampf::N,күрес,pugna
589,Kampf::N,алыспақ,pugna
590,Bogen[Waffe]::N,саржа,arcus
591,Pfeil::N,жебе,sagitta
592,Gewehr::N,қару,sclopetum
593,Fehler::N,әбес,error
594,Fehler::N,қаталық,error
595,Lüge::N,өтірік,mendacium
596,Schaden::N,зиян,damnum
597,Schaden::N,зиян,detrimentum
598,Schaden::N,зарар,damnum
599,Schaden::N,зарар,detrimentum
600,Unglück::N,пәле,miseria
601,Unglück::N,пәле,calamitas
602,Unglück::N,қасырет,miseria
603,Unglück::N,қасырет,calamitas
604,Unglück::N,ауыртпалық,miseria
605,Unglück::N,ауыртпалық,calamitas
606,Schuld::N,айыптылық,culpa
607,Alter::N,жас,aetas
608,Alter::N,жас шамасы,aetas
609,Schluss::N,ада,finis
610,Schluss::N,бітуі,finis
611,Zeit::N,уақыт,tempus
612,Tag::N,күн,dies
613,Morgen::N,таң,mane
614,Morgen::N,таңертең,mane
615,Mittag::N,талтүс,meridies
616,Abend::N,кеш,vesper
617,Nacht::N,түн,nox
618,Woche::N,апта,septimana
619,Monat::N,ай,mensis
620,Jahr::N,жыл,annus
621,Frühling::N,көктем,ver
622,Sommer::N,жаз,aestas
623,Herbst::N,күз,autumnus
624,Winter::N,қыс,hiems
625,Januar::N,каңтар,Ianuarius
626,Februar::N,ақпан,Februarius
627,März::N,наурыз,Martius
628,April::N,сәуір,Aprilis
629,Mai::N,мамыр,Maius
630,Juni::N,маусым,Iunius
631,Juli::N,шілде,Iulius
632,August::N,сүмбіле,Augustus
633,August::N,тамыз,Augustus
634,September::N,қыркүйек,September
635,Oktober::N,ақырап,Octobris
636,November::N,қараша,Novembris
637,Dezember::N,желтоқсан,December
638,Montag::N,дүйсенбі,dies lunae
639,Dienstag::N,сейсенбі,dies Martis 
640,Mittwoch::N,сәрсенбі,dies Mercurii
641,Donnerstag::N,бейсенбі,dies Iovis
642,Freitag::N,жұма,dies Veneris
643,Samstag::N,сенбі,dies Saturni
644,Sonntag::N,жексембі,dominicus
645,Sonntag::N,жексембі,dies solis
646,groß::A,алпамсадай,magnus
647,klein::A,кішкене,parvus
648,klein::A,қарғадай,parvus
649,lang::A,сопақ,longus
650,lang::A,сорайған,longus
651,kurz::A,кеспелтек,brevis
652,breit::A,айдынды,latus
653,schmal::A,қысық,angustus
654,dicht::A,жиі,densus
655,dick[Gegenstand]::A,шомбал,crassus
656,dünn::A,жұқа,tenuis
657,dünn::A,жіңішке,tenuis
658,fein::A,қаңылтақ,subtilis
659,fest::A,берік,solidus
660,fest::A,берік,stabilis
661,fest::A,мызғымас,solidus
662,fest::A,мызғымас,stabilis
663,flach::A,жалпак,planus
664,glatt::A,типыл,levis
665,hart::A,қатты,durus
666,weich::A,жұмсақ,mollis
667,rund::A,домалақ,rotundus
668,spitz::A,үшкір,acutus
669,scharf::A,сүйрік,acer
670,stumpf::A,доғал,hebes
671,stumpf::A,өтпейтін,hebes
672,schwer::A,салмақты,gravis
673,schön::A,сұлу,pulcher
674,schön::A,сұлу,formosus
675,heiß::A,ыссы,fervidus
676,warm::A,жылы,calidus
677,kalt::A,аязды,frigidus
678,kühl::A,салқын,frigidus
679,frisch::A,таза,recens
680,frisch::A,жаңа,recens
681,feucht::A,нам,umidus
682,feucht::A,дымқылды,umidus
683,nass::A,сулы,madidus
684,trocken::A,құрғақ,aridus
685,voll::A,толы,plenus
686,leer::A,бос,vacuus
687,offen::A,ашып қойылған,apertus
688,geschlossen::A,жабулы,clausus
689,sauber::A,дақсыз,lautus
690,sauber::A,мұнтаздай,lautus
691,schmutzig::A,айғыз,sordidus
692,schmutzig::A,сатпақ,sordidus
693,schmutzig::A,сатал-сатал,sordidus
694,roh::A,шикі,crudus
695,reif::A,піскен,maturus
696,lecker::A,дәмді,delicatus
697,süß::A,тәтті,dulcis
698,bitter::A,ащы,amarus
699,bitter::A,ащы,acerbus
700,sauer::A,қышқыл,acidus
701,hell::A,жарық,clarus
702,hell::A,жарқын,clarus
703,dunkel::A,қараңғы,obscurus
704,schwarz::A,қара,niger
705,weiß::A,ақ,albus
706,rot::A,қызыл,ruber
707,gelb::A,сары,flavus
708,blau::A,көк,caeruleus
709,grün::A,жасыл,viridis
710,grau::A,бозамық,canus
711,bunt::A,алабажак,varius
712,billig::A,арзан,vilis
713,teuer::A,бағалы,carus
714,wertvoll::A,құнды,pretiosus
715,wertvoll::A,қымбат,pretiosus
716,blind::A,көзсіз,caecus
717,blind::A,көр,caecus
718,blind::A,көр_соқыр,caecus
719,taub::A,керең,surdus
720,taub::A,саңырау,surdus
721,kräftig::A,қуатты,robustus
722,kräftig::A,қарымды,robustus
723,stark::A,білекті,firmus
724,stark::A,білекті,validus
725,schwach::A,әлсіз,debilis
726,schwach::A,әлсіз,infirmus
727,schwach::A,күшсіз,debilis
728,schwach::A,күшсіз,infirmus
729,schwach::A,қайратсыз,debilis
730,schwach::A,қайратсыз,infirmus
731,fett::A,семіз,crassus
732,schlank::A,ашаң,procerus
733,hübsch::A,ажарлы,pulcher
734,hübsch::A,шырайлы,pulcher
735,böse::A,өш,improbus
736,böse::A,сұм,improbus
737,böse::A,жауыз,improbus
738,dumm::A,көкми,stultus
739,dumm::A,көкми,stupidus
740,dumm::A,ақымақ,stultus
741,dumm::A,ақымақ,stupidus
742,dumm::A,миы жоқ,stultus
743,dumm::A,миы жоқ,stupidus
744,faul::A,жалқау,piger
745,faul::A,еріншек,piger
746,fleißig::A,ұқыпты,sedulus
747,geizig::A,сараң,avarus
748,klug::A,жетік,prudens
749,klug::A,ақылды,prudens
750,geschickt::A,шебер,sollers
751,lieb::A,абзал,carus
752,lieb::A,айналайын,carus
753,lustig::A,көңілді,iocosus
754,sanft::A,жуас,clemens
755,hungrig::A,аш,impastus
756,krank::A,кеселді,aeger
757,nackt::A,жалаңаш,nudus
758,traurig::A,қапа,maestus
759,lebendig::A,тірі,vivus
760,lebendig::A,жанды,vivus
761,gut::A,жақсы,bonus
762,schlecht::A,жаман,malus
763,richtig::A,дұрыс,rectus
764,schlimm::A,жаман,malus
765,wahr::A,нағыз,verus
766,alt::A,ескі,antiquus
767,neu::A,жаңа,novus
768,ehemalig::A,өткен,pristinus
769,ehemalig::A,бұрынғы,pristinus
770,alt[Lebewesen]::A,кексе,vetus
771,jung::A,науша,iuvenis
772,arm::A,кедей,pauper
773,arm::A,дәулетсіз,pauper
774,reich::A,малды,dives
775,bekannt::A,таныс,notus
776,bekannt::A,көзтаныс,notus
777,berühmt::A,атақты,celeber
778,berühmt::A,атақты,illustris
779,fremd::A,бөтен,peregrinus
780,verschieden::A,түрлі,varius
781,nah::A,жуық,propinquus
782,nah::A,етене,propinquus
783,fern::A,алыс,longinquus
784,fern::A,алыстағы,longinquus
785,linker::A,сол,sinister
786,linker::A,солшыл,sinister
787,rechter::A,оң,dexter
788,anderer::A,өзге,alius
789,anderer::A,былайғы,alius
790,erster::A,алғашқы,primus
791,zweiter::A,екінші,secundus
792,dritter::A,үшінші,tertius
793,letzter::A,артқы,ultimus
794,letzter::A,кейінгі,ultimus
795,allein::ADV,серіксіз,solum
796,auf einmal::ADV,бірден,simul
797,zusammen::ADV,бірлесіп,una
798,lange::ADV,ұзақ,diu
799,plötzlich::ADV,кенет,subito
800,plötzlich::ADV,кенет,repente
801,sofort::ADV,әне-міне дегенше,statim
802,später::ADV,артынан,postea
803,jetzt::ADV,енді,nunc
804,jetzt::ADV,қазір,nunc
805,heute::ADV,бүгін,hodie
806,morgen::ADV,ертең,cras
807,bald::ADV,тез,mox
808,dann::ADV,онан соң,deinde
