,Concept_ID,sl,kv
294,Geschenk::N,darílo,гӧснеч
295,Geschenk::N,darílo,подарок
296,Spiel::N,ígra,орсӧм
297,Gesellschaft::N,drúžba,компания
298,Hilfe::N,pomóč,отсӧт
299,Freund::N,prijátelj,модз
300,Freund::N,prijátelj,дружок
301,Kamerad::N,továriš,тӧдса
302,Angelegenheit::N,zadéva,дело
303,Anzahl::N,števílo,лыд
304,Art::N,vŕsta,пӧлӧс
305,Stück::N,kós,тор
306,Teil::N,dél,юкӧм
307,Hälfte::N,polovíca,джын
308,Kreis::N,króg,круг
309,Kreis::N,kolobár,круг
310,Kreuz::N,kríž,перна
311,Linie::N,próga,визь
312,Strich::N,čŕta,кырӧв
313,Abstand::N,preslédek,колас
314,Entfernung::N,oddáljenost,ылына
315,Gegend::N,kràj,места
316,Gegend::N,dežêla,места
317,Platz::N,prôstor,места
318,Ort::N,mésto,места
319,Seite::N,bòk,ладор
320,Seite::N,strán,ладор
321,Mitte::N,sredína,шӧр
322,Gegenstand::N,prédmet,тор
323,Sache::N,réč,тор
324,Sache::N,stvár,тор
325,Rand::N,kràj,дор
326,Kante::N,rób,ордлы
327,Ecke::N,vogál,пельӧс
328,Spitze::N,óst,йыв
329,Ende::N,kônec,йыв
330,Loch::N,lúknja,осьта
331,Winkel::N,kót,пельӧс
332,Muster::N,vzórec,сер
333,Größe::N,veličína,ыжда
334,Länge::N,dolžína,кузя
335,Höhe::N,vršína,сувда
336,Höhe::N,vršína,вылына
337,Gewicht::N,téža,сьӧкта
338,Menge::N,količína,
339,Haufen::N,kùp,куча
340,Haufen::N,kopíca,куча
341,Reihe::N,níz,лёдз
342,Reihe::N,vŕsta,лёдз
343,Boot::N,čóln,пыж
344,Ruder::N,vêslo,пелыс
345,Schlitten::N,saní,додь
346,Ski::N,smučí,лямпа
347,Lagerfeuer::N,táborni ôgenj,бипур
348,Last::N,tôvor,тягота
349,Gang::N,hòd,мунӧм
350,Schritt::N,korák,вожмӧв
351,Norden::N,séver,ой
352,Süden::N,júg,лун
353,Westen::N,zapàd,рытвыв
354,Osten::N,vzhòd,асыв
355,Holz::N,lés,пу
356,Brett::N,deskà,пӧв
357,Platte::N,plôča,плита
358,Stütze::N,opóra,пика
359,Stütze::N,zaslómba,пика
360,Stange::N,gréd,зор
361,Stange::N,gréd,потш
362,Stock::N,pálica,бедь
363,Stab::N,pálica,шест
364,Rohr::N,cév,труба
365,Haus::N,híša,керку
366,Heim::N,dóm,керку
367,Ofen::N,péč,пӧжавны
368,Fußboden::N,pòd,джодж
369,Tisch::N,míza,пызан
370,Stuhl::N,stòl,стул
371,Wiege::N,zíbel,зыбка
372,Bett::N,póstelja,кровать
373,Regal::N,políca,джадж
374,Kiste::N,zabòj,ящик
375,Fenster::N,ôkno,ӧшын
376,Tür::N,vráta,ыбӧс
377,Tor::N,velíka vráta,ворота
378,Zaun::N,ográja,забор
379,Dach::N,stréha,крыша
380,Leiter::N,léstev,лиснич
381,Besen::N,mêtla,рос
382,Spaten::N,lopáta,зыр
383,Schaufel::N,lopáta,зыр
384,Gabel::N,vílice,вила
385,Löffel::N,žlíca,пань
386,Messer::N,nòž,пурт
387,Nagel::N,žebèlj,кӧрттув
388,Netz::N,mréža,кыйӧт
389,Haken::N,kljúka,ем
390,Griff::N,ročáj,пу
391,Griff::N,oprijèm,пу
392,Schloss::N,ključávnica,замок
393,Bild::N,slíka,картина
394,Figur::N,figúra,мыгӧр
395,Figur::N,postáva,мыгӧр
396,Puppe::N,lútka,акань
397,Beutel::N,môšnja,мешӧк
398,Bündel::N,cúla,нин
399,Bündel::N,svéženj,нин
400,Tasche::N,tórba,сумка
401,Tasche::N,tobôlec,сумка
402,Eimer::N,vêdro,ведра
403,Deckel::N,pokròv,вевт
404,Deckel::N,poklópec,вевт
405,Geschirr::N,posóda,доз
406,Geschirr::N,posóda,бекӧрпань
407,Sack::N,vréča,мешӧк
408,Tasse::N,skodélica,бекӧр
409,Topf::N,lônec,кастрюля
410,Kessel::N,kôtel,пӧрт
411,Essen::N,hrána,сёйӧм
412,Nahrung::N,živílo,вердан
413,Speise::N,jéd,сёян
414,Fleisch::N,mesó,яй
415,Getreide::N,žíto,сю
416,Brei::N,káša,каша
417,Brot::N,krùh,нянь
418,Scheibe::N,réženj,шӧрӧм
419,Fett::N,mást,гос
420,Fett::N,maščôba,гос
421,Butter::N,máslo,ви
422,Öl::N,ólje,ви
423,Salz::N,sól,сов
424,Suppe::N,júha,шыд
425,Honig::N,méd,ма
426,Milch::N,mléko,йӧв
427,Tee::N,čáj,чай
428,Leder::N,úsnje,кучик
429,Wolle::N,vólna,гӧн
430,Stoff::N,blagó,дӧра
431,Nadel::N,ígla,ем
432,Faden::N,nít,сунис
433,Knopf::N,gúmb,кизь
434,Knoten::N,vôzel,узӧв
435,Knoten::N,vôzel,гӧрӧд
436,Farbe::N,bárva,краска
437,Kleidung::N,obléka,паськӧм
438,Hemd::N,srájca,йӧрнӧс
439,Kragen::N,ovrátnik,воротник
440,Ärmel::N,rokáv,сос
441,Hose::N,hláče,вешьян
442,Gürtel::N,pás,йи
443,Mütze::N,kápa,шапка
444,Mütze::N,čépica,шапка
445,Schuh::N,čévelj,ботинки
446,Stiefel::N,škórenj,сапог
447,Ring::N,pŕstan,чунькытш
448,Band::N,trák,ленточка
449,Kamm::N,glavník,сынан
450,Spiegel::N,zrcálo,зеркало
451,Spiegel::N,ogledálo,зеркало
452,Riemen::N,jêrmen,ремень
453,Schnur::N,vŕvca,гез
454,Leine::N,konôpec,повод
455,Decke::N,odéja,одеяло
456,Kissen::N,blazína,подушка
457,Tuch::N,pŕt,чышьян
458,Tuch::N,rúta,чышьян
459,Handtuch::N,brisáča,чышкӧт
460,Kraft::N,síla,прак
461,Stärke::N,jákost,вын
462,Gesundheit::N,zdrávje,здоровье
463,Krankheit::N,bolézen,шог
464,Schmerz::N,ból,зубыт
465,Schmerz::N,bolečína,зубыт
466,Wunde::N,rána,рана
467,Fieber::N,vročína,лёк тресся
468,Fieber::N,vročína,кынтан шогӧт
469,Arznei::N,lék,лекарство
470,Arznei::N,zdravílo,лекарство
471,Brücke::N,móst,пос
472,Brunnen::N,vodnják,колодец 
473,Weide::N,páša,пода йирсян
474,Pfad::N,stezà,туй
475,Weg::N,pót,туй
476,Straße::N,césta,туй
477,Dorf::N,vás,деревня
478,Stadt::N,mésto,город
479,Brief::N,písmo,гижӧт
480,Buch::N,knjíga,книга
481,Buchstabe::N,čŕka,буква
482,Zeitung::N,čásnik,газета
483,Leben::N,življênje,олан
484,Tod::N,smŕt,кулӧм
485,Grab::N,gròb,гу
486,Kirche::N,cérkev,вичку
487,Sünde::N,gréh,грек
488,Gott::N,bóg,ен
489,Arbeiter::N,délavec,уджалiсь
490,Chef::N,šéf,начальник
491,Meister::N,mójster,мастер
492,Arzt::N,zdravník,врач
493,Lehrer::N,učítelj,велӧтісь
494,Geld::N,denár,деньга
495,Geschäft::N,kupčíja,удж
496,Laden::N,trgovína,магазин
497,Preis::N,céna,дон
498,Ware::N,róba,товар
499,Nutzen::N,príd,путь
500,Reichtum::N,bogástvo,богатство
501,Welt::N,svét,му
502,Land::N,dežêla,страна
503,Staat::N,držáva,государство
504,König::N,králj,кан
505,Macht::N,oblást,власть
506,Grenze::N,mêja,граница
507,Krieg::N,vôjna,война
508,Feind::N,sovrážnik,враг
509,Gewalt::N,nasílje,
510,Kampf::N,bòj,нярасьӧм
511,Kampf::N,bòj,вермасьӧм
512,Kampf::N,bórba,нярасьӧм
513,Kampf::N,bórba,вермасьӧм
514,Bogen[Waffe]::N,lók,лук
515,Pfeil::N,puščíca,ньӧв
516,Gewehr::N,púška,ружьё
517,Fehler::N,zmóta,ошибка
518,Lüge::N,láž,ылӧтӧм
519,Lüge::N,láž,пӧрьялӧм
520,Schaden::N,okvára,лёк
521,Unglück::N,nesréča,пик
522,Unglück::N,nesréča,оказзё
523,Schuld::N,krívda,вина
524,Alter::N,dôba,
525,Schluss::N,kônec,ком
526,Zeit::N,čàs,кад
527,Tag::N,dán,лун
528,Morgen::N,jútro,асыв
529,Mittag::N,póldan,луншӧр кад
530,Abend::N,večér,рыт
531,Nacht::N,nóč,ой
532,Woche::N,téden,неделя
533,Monat::N,mésec,тӧлicь
534,Jahr::N,léto,год
535,Frühling::N,pomlád,тулыс
536,Sommer::N,polétje,гожум
537,Herbst::N,jesén,ар
538,Winter::N,zíma,тӧв
539,Januar::N,jánuar,январ
540,Februar::N,fébruar,февраль
541,März::N,márec,март
542,April::N,apríl,апрель
543,Mai::N,máj,май
544,Juni::N,júnij,юнь
545,Juli::N,júlij,юль
546,August::N,avgúst,август
547,September::N,septêmber,сентяб
548,Oktober::N,október,октяб
549,November::N,novêmber,нояб
550,Dezember::N,decémber,декаб
551,Montag::N,ponedéljek,вильлун
552,Dienstag::N,tôrek,мӧдӧдзлун
553,Mittwoch::N,sréda,шӧрлун
554,Donnerstag::N,četŕtek,нёльӧдзлун
555,Freitag::N,pétek,витӧдзлун
556,Samstag::N,sobóta,пывсянлун
557,Sonntag::N,nedélja,кресення
558,groß::A,vêlik,ыджыт
559,klein::A,májhen,учӧтик
560,lang::A,dólg,кузь
561,kurz::A,krátek,дженыт
562,breit::A,širòk,ота
563,schmal::A,ózek,векнит
564,dicht::A,góst,тшӧк
565,dick[Gegenstand]::A,dêbel,кыз
566,dünn::A,tánek,вӧснит
567,fein::A,drôben,вӧснит
568,fest::A,tŕden,крепыт
569,flach::A,plán,лапкӧса
570,flach::A,plòsk,лапкӧса
571,glatt::A,gládek,волькыт
572,hart::A,tŕd,чӧрыт
573,weich::A,mehák,небыт
574,rund::A,okrógel,гӧгрӧса
575,spitz::A,šílast,ёся
576,scharf::A,óster,лэчыт
577,stumpf::A,tóp,ныж
578,stumpf::A,skŕhan,ныж
579,schwer::A,têžek,сьӧкыт
580,schön::A,lép,басӧк
581,schön::A,krásen,басӧк
582,heiß::A,vròč,жар
583,warm::A,tôpel,шоныт
584,kalt::A,mŕzel,кӧдзыт
585,kalt::A,hláden,кӧдзыт
586,kühl::A,hláden,сайкыт
587,frisch::A,svéž,виль
588,feucht::A,vlážen,вакодь
589,nass::A,móker,ва
590,trocken::A,súh,кӧс
591,voll::A,póln,тыра
592,leer::A,prázen,тыртӧм
593,offen::A,odpŕt,оссьӧм
594,geschlossen::A,zapŕt,игана
595,geschlossen::A,zapŕt,пӧдана
596,sauber::A,číst,сӧдз
597,sauber::A,číst,сӧстӧм
598,sauber::A,líčen,сӧдз
599,sauber::A,líčen,сӧстӧм
600,schmutzig::A,umázan,нятьӧсь
601,roh::A,suròv,путӧм
602,reif::A,zrèl,кисьмалӧм
603,lecker::A,okúsen,кӧра 
604,süß::A,sládek,чӧскыт
605,bitter::A,grenák,курыт
606,sauer::A,kísel,шӧма 
607,hell::A,svetèl,югыт
608,dunkel::A,temèn,пемыт
609,schwarz::A,čŕn,сьӧд
610,weiß::A,bél,чочком
611,rot::A,rdèč,гӧрд
612,gelb::A,žólt,веж
613,gelb::A,rumèn,веж
614,blau::A,móder,лӧз
615,grün::A,zelèn,веж
616,grau::A,sív,руд
617,grau::A,sív,бусӧй
618,bunt::A,písan,быдрӧма
619,billig::A,pocéni,донтӧм
620,teuer::A,drág,дона
621,wertvoll::A,dragocén,дона
622,blind::A,slép,синтӧм
623,taub::A,glúh,пельтӧм
624,kräftig::A,močán,вына
625,stark::A,ják,вына
626,schwach::A,šíbek,некодя
627,fett::A,dêbel,госа
628,schlank::A,vítek,статя
629,hübsch::A,lép,басӧк
630,böse::A,zèl,лёк
631,böse::A,hudôben,лёк
632,dumm::A,glúp,бӧбӧв
633,dumm::A,glúp,вежӧртӧм
634,dumm::A,bédast,бӧбӧв
635,dumm::A,bédast,вежӧртӧм
636,faul::A,lén,дыш
637,fleißig::A,marljív,уджалicь
638,geizig::A,škŕt,жикмӧра
639,geizig::A,škŕt,горшаліcь
640,klug::A,pámeten,авья
641,klug::A,pámeten,вежӧра
642,geschickt::A,spréten,кипода
643,lieb::A,míl,муса
644,lieb::A,míl,дзулиньӧй
645,lieb::A,ljúb,муса
646,lieb::A,ljúb,дзулиньӧй
647,lustig::A,vesél,гажа
648,sanft::A,láhek,лебезнӧй
649,hungrig::A,láčen,тшыг
650,krank::A,bolán,шогалiсь
651,nackt::A,nág,куш
652,traurig::A,túžen,жугыль
653,lebendig::A,žív,ловья
654,gut::A,dóber,бур
655,schlecht::A,malopríden,умӧль
656,richtig::A,pravílen,
657,schlimm::A,húd,нештӧм
658,wahr::A,resníčen,
659,alt::A,stàr,важ
660,neu::A,nòv,виль
661,ehemalig::A,nekdánji,вӧвлӧм
662,alt[Lebewesen]::A,stàr,года
663,alt[Lebewesen]::A,stàr,годдэза
664,jung::A,mlád,том
665,arm::A,ubóg,гов
666,arm::A,ubóg,беднӧй
667,arm::A,réven,гов
668,arm::A,réven,беднӧй
669,reich::A,bogàt,эма
670,bekannt::A,znán,тӧдса
671,berühmt::A,sláven,
672,berühmt::A,znamenít,
673,fremd::A,túj,чужӧй
674,verschieden::A,razlíčen,быдкодь
675,nah::A,blížnji,матiсь
676,fern::A,dáleč,ылicь
677,linker::A,lévi,шульга
678,rechter::A,désni,веськытланись
679,anderer::A,drúgi,мукӧд
680,erster::A,pŕvi,медодзза
681,zweiter::A,drúgi,кыкӧт
682,dritter::A,trétji,куимӧт
683,dritter::A,trétji,куимӧдз
684,letzter::A,poslédnji,бӧрья
685,letzter::A,poslédnji,мёдбӧрья
686,allein::ADV,sám,
687,auf einmal::ADV,obênem,тшӧтш
688,zusammen::ADV,skúpaj,ӧтлаын
689,lange::ADV,dólgo,дыр
690,plötzlich::ADV,náglo,друг
691,plötzlich::ADV,nenádoma,друг
692,sofort::ADV,prècej,тшӧтш
693,später::ADV,poznêje,медбӧрын
694,jetzt::ADV,zdàj,ӧні
695,heute::ADV,dánes,талун
696,morgen::ADV,jútri,ашын
697,bald::ADV,kmálu,чожа
698,dann::ADV,nató,сыбӧрын
699,gestern::ADV,včéraj,тӧн
700,einst::ADV,nékdaj,ӧтпыр
701,damals::ADV,tedàj,сэк
702,damals::ADV,tedàj,сэки
703,damals::ADV,takràt,сэк
704,damals::ADV,takràt,сэки
705,danach::ADV,potèm,сэсся
706,vorher::ADV,poprèj,одзжык
707,zuerst::ADV,spŕva,наперво
708,einmal::ADV,ênkrat,ӧтпыр
709,manchmal::ADV,včásih,мукӧдпыр
710,oft::ADV,pogósto,-лы-
711,immer::ADV,védno,быдпыр
712,immer::ADV,védno,быдпырся
713,immer::ADV,zméraj,быдпыр
714,immer::ADV,zméraj,быдпырся
715,niemals::ADV,nikdàr,некӧр
716,hier::ADV,tù,татӧн
717,hier::ADV,túkaj,татӧн
718,hierhin::ADV,sèmkaj,татчӧ
719,von hier::ADV,od tú,тасянь
720,dort::ADV,tàm,сэтӧн
721,dorthin::ADV,tjà,сэтчин
722,geradeaus::ADV,rávno napréj,веськыта
723,vorwärts::ADV,napréj,одзӧ
724,rückwärts::ADV,zádaj,бӧр
725,zurück::ADV,nazáj,бӧр
726,unten::ADV,dôli,увтын
727,unten::ADV,spôdaj,увтын
728,hinab::ADV,dôl,увтас
729,oben::ADV,gôri,вевдӧрас
730,oben::ADV,zgôraj,вевдӧрас
731,hinauf::ADV,gôr,вывлань
732,hinauf::ADV,gôr,вывланьӧ
733,überall::ADV,povsód,быдлан
734,nicht::ADV,ne,ог
735,ein wenig::ADV,málo,-ышт
736,ein wenig::ADV,málo,невна
737,kaum::ADV,kómaj,ӧдва
738,sehr::ADV,zeló,вывтi
739,so::ADV,takó,сiдз
740,noch::ADV,še,эшӧ
741,nur::ADV,samó,только
742,schon::ADV,žè,ни
743,wieder::ADV,spét,бӧра
744,vergebens::ADV,zamàn,весись
745,vergebens::ADV,zastónj,весись
746,vor::PRP,pred,одзас
747,hinter::PRP,za,бӧрӧ
748,unter::PRP,pod,увтын
749,durch::PRP,skózi,пыр
750,neben::PRP,kràj,бокам
751,neben::PRP,kràj,боксиным
752,neben::PRP,póleg,бокам
753,neben::PRP,póleg,боксиным
754,zwischen::PRP,med,коласас
755,zwischen::PRP,izmed,коласас
756,wegen::PRP,zarádi,понда
757,dies::PRN,tó,эта
758,das::PRN,tó,сiя
759,alles::PRN,vsè,быдӧс
760,ich::PRN,jàz,ме
761,du::PRN,tí,тэ
762,er::PRN,òn,сiя
763,wir::PRN,mí,мийӧ
764,ihr::PRN,ví,ті
765,sie::PRN,ôni,нія
766,was::FPRN,káj,мый
767,wer::FPRN,kdó,кин
768,wo::FADV,kjé,кытӧн
769,wohin::FADV,kám,кытчӧ
770,wie::FADV,kakó,дзик
771,warum::FADV,zakáj,мыля
772,warum::FADV,zakáj,мыйсянь
773,wieviel::FNUM,kóliko,мымда
774,eins::NUM,êden,ӧт
775,zwei::NUM,dvá,кык
776,drei::NUM,trí,куим
777,vier::NUM,štíri,нёль
778,fünf::NUM,pét,вит
779,sechs::NUM,šést,квать
780,sieben::NUM,sédem,сизим
781,acht::NUM,ósem,кыкьямыс
782,neun::NUM,devét,ӧкмыс
783,zehn::NUM,desét,дас
784,elf::NUM,enájst,дасотік
785,zwölf::NUM,dvánajst,даскык
786,zwanzig::NUM,dvájset,кыкдас
787,dreißig::NUM,trídeset,куимдас
788,vierzig::NUM,štírideset,нёльдас
789,fünfzig::NUM,pétdeset,витдас
790,sechzig::NUM,šéstdeset,кватьдас
791,siebzig::NUM,sédemdeset,сизимдас
792,achtzig::NUM,ósemdeset,кыкьямысдас
793,neunzig::NUM,devétdeset,ӧкмысдас
