,Concept_ID,fa,nl
190,Ente::N,مرغابی,eend
191,Eule::N,جغد,uil
192,Kranich::N,درنا,kraanvogel
193,Krähe::N,زاغ,kraai
194,Krähe::N,کلاغ,kraai
195,Kuckuck::N,فاخته,koekoek
196,Schwan::N,قو,zwaan
197,Fisch::N,ماهی,vis
198,Barsch::N,ماهی خاردار,baars
199,Hecht::N,اردک ماهی,snoek
200,Schlange[Tier]::N,مار,slang
201,Wurm::N,کرم,worm
202,Spinne::N,عنکبوت,spin
203,Ameise::N,مورچه,mier
204,Laus::N,شپش,luis
205,Mücke::N,پشه,mug
206,Fliege::N,مگس,vlieg
207,Schmetterling::N,پروانه,vlinder
208,Beere::N,گیله,bes
209,Apfel::N,سیب,appel
210,Pilz::N,قارچ,paddestoel
211,Zwiebel::N,پیاز,ui
212,Saat::N,بذر,zaad
213,Korn::N,تخم,graan
214,Korn::N,تخم,korrel
215,Korn::N,دانه,graan
216,Korn::N,دانه,korrel
217,Heu::N,علف خشک,hooi
218,Schale::N,پوست,schil
219,Grube::N,گودال,kuil
220,Falle::N,دام,val
221,Schlinge::N,حلقه,strop
222,Spur::N,رد,spoor
223,Asche::N,خاکستر,as
224,Dreck::N,کثافت,drek
225,Eisen::N,آهن,ijzer
226,Gold::N,زر,goud
227,Gold::N,طلا,goud
228,Silber::N,نقره,zilver
229,Kohle::N,زغال,kool
230,Glas::N,شیشه,glas
231,Lehm::N,گل,klei
232,Sand::N,شن,zand
233,Sand::N,ماسه,zand
234,Mensch::N,آدم,mens
235,Mensch::N,انسان,mens
236,Mann::N,مرد,man
237,Frau::N,زن,vrouw
238,Kind::N,بچه,kind
239,Kind::N,کودک,kind
240,Junge::N,پسر,jongen
241,Mädchen::N,دختر,meisje
242,Familie::N,فامیل,gezin
243,Familie::N,فامیل,familie
244,Familie::N,خانواده,gezin
245,Familie::N,خانواده,familie
246,Großvater::N,پدربزرگ,grootvader
247,Großmutter::N,مادر‌بزرگ,grootmoeder
248,Eltern::N,والدین,ouders
249,Eltern::N,پدر‌و‌مادر,ouders
250,Vater::N,پدر,vader
251,Mutter::N,مادر,moeder
252,Sohn::N,پسر,zoon
253,Tochter::N,دختر,dochter
254,Bruder::N,برادر,broer
255,Bruder::N,برادر,broeder
256,Schwester::N,خواهر,zus
257,Schwester::N,خواهر,zuster
258,Onkel::N,عمو,oom
259,Onkel::N,دایی,oom
260,Tante::N,عمه,tante
261,Tante::N,خاله,tante
262,Ehemann::N,همسر,echtgenoot
263,Ehefrau::N,همسر,echtgenote
264,Freude::N,شادی,vreugde
265,Gelächter::N,خنده,gelach
266,Gelächter::N,قاه‌قاه,gelach
267,Glück::N,اقبال,geluk
268,Kummer::N,غم,verdriet
269,Kummer::N,غصه,verdriet
270,Wunsch::N,آرزو,wens
271,Wunsch::N,آرزو,verlangen
272,Lust::N,هوس,zin
273,Lust::N,هوس,lust
274,Geist::N,روح,geest
275,Gedanke::N,فکر,gedachte
276,Gedächtnis::N,حافظه,geheugen
277,Verstand::N,هوش,verstand
278,Sinn::N,معنا,betekenis
279,Sinn::N,مفهوم,betekenis
280,Grund::N,سبب,reden
281,Grund::N,دلیل,reden
282,Wahrheit::N,حقیقت,waarheid
283,Gespräch::N,صحبت,gesprek
284,Gespräch::N,گفتگو,gesprek
285,Märchen::N,قصه,sprookje
286,Märchen::N,افسانه,sprookje
287,Erzählung::N,داستان,verhaal
288,Nachricht::N,خبر,tijding
289,Neuigkeit::N,خبر تازه,nieuws
290,Neuigkeit::N,خبر تازه,nieuwtje
291,Name::N,اسم,naam
292,Rätsel::N,معما,raadsel
293,Rede::N,سخن,rede
294,Sprache::N,زبان,taal
295,Stimme::N,صدا,stem
296,Wort::N,کلمه,woord
297,Zeichen::N,نشان,teken
298,Zeichen::N,علامت,teken
299,Ruf::N,صدا,roep
300,Lärm::N,هیاهو,lawaai
301,Laut::N,صدا,klank
302,Laut::N,صدا,geluid
303,Ton::N,آهنگ,toon
304,Ton::N,آهنگ,klank
305,Lied::N,آواز,lied
306,Lied::N,ترانه,lied
307,Ruhe::N,آرامش,rust
308,Ruhe::N,آرامش,stilte
309,Leute::N,مردم,lui
310,Leute::N,مردم,mensen
311,Volk::N,خلق,volk
312,Arbeit::N,کار,werk
313,Arbeit::N,کار,arbeid
314,Gast::N,مهمان,gast
315,Geschenk::N,هدیه,cadeau
316,Geschenk::N,هدیه,geschenk
317,Spiel::N,بازی,spel
318,Gesellschaft::N,جمعیت,gezelschap
319,Hilfe::N,کمک,hulp
320,Freund::N,دوست,vriend
321,Kamerad::N,رفیق,maat
322,Kamerad::N,رفیق,metgezel
323,Angelegenheit::N,امر,zaak
324,Angelegenheit::N,امر,aangelegenheid
325,Angelegenheit::N,قضیه,zaak
326,Angelegenheit::N,قضیه,aangelegenheid
327,Anzahl::N,عده,tal
328,Anzahl::N,عده,aantal
329,Anzahl::N,شمار,tal
330,Anzahl::N,شمار,aantal
331,Art::N,نوع,slag
332,Art::N,نوع,soort
333,Stück::N,تکه,stuk
334,Stück::N,قطعه,stuk
335,Teil::N,بخش,deel
336,Teil::N,قسمت,deel
337,Hälfte::N,نیم,helft
338,Kreis::N,حلقه,kring
339,Kreis::N,حلقه,cirkel
340,Kreis::N,دایره,kring
341,Kreis::N,دایره,cirkel
342,Kreuz::N,صلیب,kruis
343,Linie::N,خط,lijn
344,Linie::N,سطر,lijn
345,Strich::N,خط,haal
346,Strich::N,خط,streep
347,Abstand::N,فاصله,afstand
348,Entfernung::N,مسافت,afstand
349,Gegend::N,منطقه,streek
350,Platz::N,گنجایش,ruimte
351,Ort::N,جا,oord
352,Ort::N,جا,plaats
353,Ort::N,محل,oord
354,Ort::N,محل,plaats
355,Ort::N,مکان,oord
356,Ort::N,مکان,plaats
357,Seite::N,طرف,zij
358,Seite::N,طرف,kant
359,Seite::N,طرف,zijde
360,Mitte::N,وسط,midden
361,Mitte::N,میان,midden
362,Gegenstand::N,چیز,voorwerp
363,Sache::N,چیز,zaak
364,Rand::N,کنار,rand
365,Rand::N,کنار,boord
366,Rand::N,حاشیه,rand
367,Rand::N,حاشیه,boord
368,Kante::N,لبه,kant
369,Ecke::N,گوشه,hoek
370,Spitze::N,سر,punt
371,Spitze::N,سر,spits
372,Spitze::N,نوک,punt
373,Spitze::N,نوک,spits
374,Ende::N,ته,einde
375,Ende::N,ته,uiteinde
376,Ende::N,آخر,einde
377,Ende::N,آخر,uiteinde
378,Loch::N,سوراخ,gat
379,Winkel::N,کنج,hoek
380,Muster::N,نقش,dessin
381,Muster::N,نقش,patroon
382,Größe::N,قد,grootte
383,Größe::N,بزرگی,grootte
384,Länge::N,طول,lengte
385,Höhe::N,بلندی,hoogte
386,Gewicht::N,وزن,gewicht
387,Menge::N,مقدار,hoeveelheid
388,Menge::N,اندازه,hoeveelheid
389,Haufen::N,توده,hoop
390,Reihe::N,ردیف,rij
391,Reihe::N,ردیف,reeks
392,Boot::N,قایق,boot
393,Ruder::N,پارو,roeiriem
394,Schlitten::N,سورتمه,slee
395,Schlitten::N,سورتمه,slede
396,Ski::N,اسکی,ski
397,Lagerfeuer::N,آتش,kampvuur
398,Last::N,بار,last
399,Last::N,بار,vracht
400,Last::N,سنگینی,last
401,Last::N,سنگینی,vracht
402,Gang::N,راه رفتن,wandeling
403,Schritt::N,قدم,stap
404,Schritt::N,قدم,schrede
405,Norden::N,شمال,noorden
406,Süden::N,جنوب,zuiden
407,Westen::N,غرب,westen
408,Osten::N,شرق,oosten
409,Holz::N,چوب,hout
410,Brett::N,تخته,plank
411,Platte::N,صفحه,plaat
412,Stütze::N,تکیه,stut
413,Stütze::N,تکیه,steun
414,Stange::N,میله,stang
415,Stock::N,چوب,stok
416,Stab::N,عصا,staf
417,Rohr::N,لوله,pijp
418,Haus::N,منزل,huis
419,Heim::N,خانه,tehuis
420,Heim::N,کاشانه,tehuis
421,Ofen::N,بخاری,kachel
422,Fußboden::N,کف اتاق,vloer
423,Tisch::N,میز,tafel
424,Stuhl::N,صندلی,stoel
425,Wiege::N,گهواره,wieg
426,Bett::N,تختخواب,bed
427,Regal::N,قفسه,rek
428,Kiste::N,صندوق,kist
429,Fenster::N,پنجره,raam
430,Fenster::N,پنجره,venster
431,Tür::N,در,deur
432,Tür::N,درب,deur
433,Tor::N,دروازه,poort
434,Zaun::N,حصار,omheining
435,Dach::N,بام,dak
436,Leiter::N,نردبان,ladder
437,Besen::N,جارو,bezem
438,Spaten::N,بیل,schop
439,Schaufel::N,بیل,schep
440,Schaufel::N,پارو,schep
441,Gabel::N,چنگال,vork
442,Löffel::N,قاشق,lepel
443,Messer::N,کارد,mes
444,Nagel::N,میخ,spijker
445,Netz::N,تور,net
446,Netz::N,شبکه,net
447,Haken::N,قلاب,haak
448,Griff::N,دسته,handvat
449,Schloss::N,قفل,slot
450,Bild::N,عکس,beeld
451,Bild::N,تصویر,beeld
452,Figur::N,تندیس,figuur
453,Puppe::N,عروسک,pop
454,Beutel::N,کیسه,zak
455,Beutel::N,کیسه,buidel
456,Bündel::N,بسته,pak
457,Bündel::N,بسته,bundel
458,Tasche::N,کیف,tas
459,Eimer::N,سطل,emmer
460,Deckel::N,در,deksel
461,Geschirr::N,ظرف,vaatwerk
462,Sack::N,گونی,zak
463,Tasse::N,فنجان,kop
464,Topf::N,دیگ,pan
465,Topf::N,قابلمه,pan
466,Kessel::N,دیگ,ketel
467,Essen::N,خوراک,eten
468,Nahrung::N,غذا,voedsel
469,Speise::N,خوراک,spijs
470,Fleisch::N,گوشت,vlees
471,Getreide::N,غله,graan
472,Brei::N,فرنی,pap
473,Brei::N,فرنی,brij
474,Brei::N,حریره,pap
475,Brei::N,حریره,brij
476,Brot::N,نان,brood
477,Scheibe::N,قاچ,plak
478,Scheibe::N,قاچ,snede
479,Scheibe::N,لزگه,plak
480,Scheibe::N,لزگه,snede
481,Fett::N,چربی,vet
482,Butter::N,کره,boter
483,Öl::N,روغن,olie
484,Salz::N,نمک,zout
485,Suppe::N,آش,soep
486,Suppe::N,سوپ,soep
487,Honig::N,عسل,honing
488,Milch::N,شیر,melk
489,Tee::N,چای,thee
490,Leder::N,چرم,leer
491,Leder::N,چرم,leder
492,Wolle::N,پشم,wol
493,Stoff::N,پارچه,stof
494,Nadel::N,سوزن,naald
495,Faden::N,نخ,draad
496,Knopf::N,دکمه,knoop
497,Knoten::N,گره,knoop
498,Farbe::N,رنگ,verf
499,Kleidung::N,لباس,kledij
500,Kleidung::N,لباس,kleding
501,Kleidung::N,پوشاک,kledij
502,Kleidung::N,پوشاک,kleding
503,Hemd::N,پیراهن,hemd
504,Kragen::N,یقه,kraag
505,Ärmel::N,آستین,mouw
506,Hose::N,شلوار,broek
507,Hose::N,شلوار,pantalon
508,Gürtel::N,کمر‌بند,riem
509,Gürtel::N,کمر‌بند,gordel
510,Mütze::N,کلاه,muts
511,Schuh::N,کفش,schoen
512,Stiefel::N,چکمه,laars
513,Ring::N,حلقه,ring
514,Ring::N,انگشتر,ring
515,Band::N,نوار,lint
516,Band::N,روبان,lint
517,Kamm::N,شانه,kam
518,Spiegel::N,آینه,spiegel
519,Riemen::N,تسمه,riem
520,Schnur::N,ریسمان,koord
521,Leine::N,قلاده,lijn
522,Decke::N,پتو,deken
523,Kissen::N,بالش,kussen
524,Tuch::N,شال,doek
525,Handtuch::N,حوله,handdoek
526,Kraft::N,نیرو,kracht
527,Stärke::N,زور,sterkte
528,Gesundheit::N,سلامتی,gezondheid
529,Gesundheit::N,تندرستی,gezondheid
530,Krankheit::N,بیماری,ziekte
531,Schmerz::N,درد,pijn
532,Wunde::N,زخم,wond
533,Fieber::N,تب,koorts
534,Arznei::N,دارو,medicament
535,Arznei::N,دارو,geneesmiddel
536,Brücke::N,پل,brug
537,Brunnen::N,چاه,put
538,Brunnen::N,چاه,bron
539,Weide::N,چراگاه,wei
540,Weide::N,چراگاه,weide
541,Pfad::N,راه,pad
542,Weg::N,راه,weg
543,Weg::N,طریق,weg
544,Straße::N,راه,baan
545,Straße::N,راه,straat
546,Straße::N,جاده,baan
547,Straße::N,جاده,straat
548,Dorf::N,ده,dorp
549,Dorf::N,روستا,dorp
550,Stadt::N,شهر,stad
551,Brief::N,نامه,brief
552,Buch::N,کتاب,boek
553,Buchstabe::N,حرف,letter
554,Zeitung::N,روزنامه,krant
555,Zeitung::N,روزنامه,dagblad
556,Leben::N,عمر,leven
557,Leben::N,زندگی,leven
558,Tod::N,مرگ,dood
559,Grab::N,گور,graf
560,Grab::N,مزار,graf
561,Kirche::N,کلیسا,kerk
562,Sünde::N,بزه,zonde
563,Sünde::N,گناه,zonde
564,Gott::N,خدا,god
565,Arbeiter::N,کارگر,arbeider
566,Chef::N,رئیس,chef
567,Meister::N,استاد,meester
568,Arzt::N,پزشک,arts
569,Arzt::N,پزشک,dokter
570,Lehrer::N,معلم,leraar
571,Lehrer::N,معلم,onderwijzer
572,Lehrer::N,آموزگار,leraar
573,Lehrer::N,آموزگار,onderwijzer
574,Geld::N,پول,geld
575,Geschäft::N,کار,zaak
576,Geschäft::N,بیزنس,zaak
577,Laden::N,دکان,winkel
578,Laden::N,مغازه,winkel
579,Preis::N,بها,prijs
580,Preis::N,قیمت,prijs
581,Ware::N,جنس,waar
582,Ware::N,کالا,waar
583,Nutzen::N,مزیت,nut
584,Nutzen::N,مزیت,voordeel
585,Nutzen::N,امتیاز,nut
586,Nutzen::N,امتیاز,voordeel
587,Reichtum::N,مال,rijkdom
588,Reichtum::N,ثروت,rijkdom
589,Welt::N,دنیا,wereld
590,Land::N,کشور,land
591,Land::N,مملکت,land
592,Staat::N,دولت,staat
593,König::N,شاه,koning
594,König::N,پادشاه,koning
595,Macht::N,قدرت,macht
596,Macht::N,اختیار,macht
597,Grenze::N,مرز,grens
598,Krieg::N,جنگ,oorlog
599,Feind::N,دشمن,vijand
600,Gewalt::N,زور,geweld
601,Gewalt::N,خشونت,geweld
602,Kampf::N,نبرد,strijd
603,Kampf::N,نبرد,gevecht
604,Kampf::N,مبارزه,strijd
605,Kampf::N,مبارزه,gevecht
606,Bogen[Waffe]::N,کمان,boog
607,Pfeil::N,تیر,pijl
608,Gewehr::N,تفنگ,geweer
609,Fehler::N,غلط,fout
610,Fehler::N,اشتباه,fout
611,Lüge::N,دروغ,leugen
612,Schaden::N,آسیب,schade
613,Schaden::N,خسارت,schade
614,Unglück::N,بلا,tegenspoed
615,Schuld::N,گناه,schuld
616,Schuld::N,تقصیر,schuld
617,Alter::N,سن,leeftijd
618,Alter::N,عمر,leeftijd
619,Schluss::N,انتها,slot
620,Zeit::N,وقت,tijd
621,Zeit::N,زمان,tijd
622,Tag::N,روز,dag
623,Morgen::N,صبح,morgen
624,Morgen::N,صبح,ochtend
625,Mittag::N,ظهر,middag
626,Abend::N,شب,avond
627,Abend::N,عصر,avond
628,Nacht::N,شب,nacht
629,Woche::N,هفته,week
630,Monat::N,ماه,maand
631,Jahr::N,سال,jaar
632,Frühling::N,بهار,lente
633,Frühling::N,بهار,voorjaar
634,Sommer::N,تابستان,zomer
635,Herbst::N,پاییز,herfst
636,Winter::N,زمستان,winter
637,Januar::N,ژانویه,januari
638,Februar::N,فوریه,februari
639,März::N,مارس,maart
640,April::N,آوریل,april
641,Mai::N,مه,mei
642,Juni::N,ژوئن,juni
643,Juli::N,ژویه,juli
644,August::N,اوت,augustus
645,September::N,سپتامبر,september
646,Oktober::N,اکتبر,oktober
647,November::N,نوامبر,november
648,Dezember::N,دسامبر,december
649,Montag::N,دو‌شنبه,maandag
650,Dienstag::N,سه‌شنبه,dinsdag
651,Mittwoch::N,چهار‌شنبه,woensdag
652,Donnerstag::N,پنج شنبه,donderdag
653,Freitag::N,جمعه,vrijdag
654,Samstag::N,شنبه,zaterdag
655,Sonntag::N,یکشنبه,zondag
656,groß::A,بزرگ,groot
657,klein::A,کوچک,klein
658,lang::A,بلند,lang
659,kurz::A,کوتاه,kort
660,breit::A,پهن,breed
661,schmal::A,تنگ,smal
662,schmal::A,نازک,smal
663,dicht::A,چگال,dicht
664,dicht::A,انبوه,dicht
665,dick[Gegenstand]::A,ضخیم,dik
666,dünn::A,نازک,dun
667,fein::A,ریز,fijn
668,fein::A,باریک,fijn
669,fest::A,محکم,vast
670,flach::A,صاف,plat
671,flach::A,مسطح,plat
672,glatt::A,لیز,glad
673,hart::A,سفت,hard
674,weich::A,نرم,week
675,weich::A,ملایم,week
676,rund::A,گرد,rond
677,spitz::A,تیز,spits
678,spitz::A,تیز,puntig
679,spitz::A,نوک‌تیز,spits
680,spitz::A,نوک‌تیز,puntig
681,scharf::A,تیز,scherp
682,scharf::A,برنده,scherp
683,stumpf::A,کند,stomp
684,schwer::A,سنگین,zwaar
685,schön::A,زیبا,mooi
686,schön::A,زیبا,fraai
687,heiß::A,داغ,heet
688,warm::A,گرم,warm
689,kalt::A,سرد,koud
690,kühl::A,خنک,koel
691,frisch::A,تازه,fris
692,feucht::A,مرطوب,vochtig
693,nass::A,تر,nat
694,nass::A,خیش,nat
695,trocken::A,خشک,droog
696,voll::A,پر,vol
697,leer::A,خالی,leeg
698,offen::A,باز,open
699,geschlossen::A,بسته,gesloten
700,sauber::A,پاک,net
701,sauber::A,پاک,schoon
702,sauber::A,تمیز,net
703,sauber::A,تمیز,schoon
704,schmutzig::A,کثیف,vuil
705,schmutzig::A,آلوده,vuil
706,roh::A,خام,rauw
707,reif::A,رسیده,rijp
708,lecker::A,لذیذ,lekker
709,lecker::A,خوشمزه,lekker
710,süß::A,شیرین,zoet
711,bitter::A,تلخ,bitter
712,sauer::A,ترش,zuur
713,hell::A,روشن,licht
714,hell::A,روشن,helder
715,dunkel::A,تاریک,donker
716,schwarz::A,سیاه,zwart
717,weiß::A,سفید,wit
718,rot::A,سرخ,rood
719,rot::A,قرمز,rood
720,gelb::A,زرد,geel
721,blau::A,آبی,blauw
722,grün::A,سبز,groen
723,grau::A,طوسی,grijs
724,grau::A,خاکستری,grijs
725,bunt::A,رنگارنگ,bont
726,billig::A,ارزان,goedkoop
727,teuer::A,گران,duur
728,wertvoll::A,قیمتی,kostbaar
729,wertvoll::A,قیمتی,waardevol
730,wertvoll::A,گرانبها,kostbaar
731,wertvoll::A,گرانبها,waardevol
732,blind::A,کور,blind
733,blind::A,نابینا,blind
734,taub::A,کر,doof
735,taub::A,ناشنوا,doof
736,kräftig::A,قوی,krachtig
737,stark::A,قوی,sterk
738,stark::A,نیرومند,sterk
739,schwach::A,ضعیف,zwak
740,fett::A,چرب,vet
741,schlank::A,باریک‌اندام,slank
742,hübsch::A,قشنگ,leuk
743,hübsch::A,خوشگل,leuk
744,böse::A,بد,kwaad
745,dumm::A,احمق,dom
746,faul::A,لش,lui
747,faul::A,تنبل,lui
748,fleißig::A,زرنگ,vlijtig
749,geizig::A,خسیس,gierig
750,klug::A,عاقل,slim
751,klug::A,عاقل,schrander
752,klug::A,عاقل,verstandig
753,klug::A,باهوش,slim
754,klug::A,باهوش,schrander
755,klug::A,باهوش,verstandig
756,geschickt::A,ماهر,handig
757,geschickt::A,ماهر,vaardig
758,lieb::A,عزیز,lief
759,lustig::A,شاد,vrolijk
760,lustig::A,خوشحال,vrolijk
761,sanft::A,لطیف,zacht
762,hungrig::A,گرسنه,hongerig
763,krank::A,مریض,ziek
764,krank::A,بیمار,ziek
765,nackt::A,لخت,naakt
766,nackt::A,برهنه,naakt
767,traurig::A,غمگین,treurig
768,traurig::A,غمگین,bedroefd
769,lebendig::A,زنده,levend
770,gut::A,خوب,goed
771,schlecht::A,بد,slecht
772,richtig::A,درست,juist
773,schlimm::A,وخيم,erg
774,schlimm::A,وخيم,kwaad
775,wahr::A,درست,waar
776,wahr::A,حقیقی,waar
777,alt::A,کهنه,oud
778,neu::A,نو,nieuw
779,ehemalig::A,قبلی,voormalig
780,alt[Lebewesen]::A,پیر,oud
781,jung::A,جوان,jong
782,arm::A,فقیر,arm
783,reich::A,پولدار,rijk
784,reich::A,ثروتمند,rijk
785,bekannt::A,آشنا,bekend
786,bekannt::A,معلوم,bekend
787,berühmt::A,مشهور,beroemd
788,fremd::A,خارجی,vreemd
789,fremd::A,بیگانه,vreemd
790,verschieden::A,مختلف,verscheiden
791,verschieden::A,مختلف,verschillend
792,verschieden::A,متفاوت,verscheiden
793,verschieden::A,متفاوت,verschillend
794,nah::A,نزدیک,nabij
795,nah::A,نزدیک,nabijgelegen
796,fern::A,دور,ver
797,linker::A,چپ,linker
798,rechter::A,راست,rechter
799,anderer::A,دیگر,andere
800,erster::A,اول,eerste
801,zweiter::A,دوم,tweede
802,dritter::A,سوم,derde
803,letzter::A,آخر,laatste
804,allein::ADV,تنها,alleen
805,auf einmal::ADV,همزمان,ineens
806,auf einmal::ADV,همزمان,tegelijk
807,zusammen::ADV,باهم,samen
808,zusammen::ADV,باهم,bijeen
809,lange::ADV,مدت‌ها,lang
810,lange::ADV,مدت زیادی,lang
811,plötzlich::ADV,ناگهان,eensklaps
812,plötzlich::ADV,ناگهان,plotsklaps
813,sofort::ADV,فوراً,terstond
814,sofort::ADV,فوراً,aanstonds
815,sofort::ADV,فوراً,onmiddelijk
816,später::ADV,بعدها,later
817,jetzt::ADV,حالا,nu
818,jetzt::ADV,حالا,nou
819,jetzt::ADV,حالا,thans
820,jetzt::ADV,اکنون,nu
821,jetzt::ADV,اکنون,nou
822,jetzt::ADV,اکنون,thans
823,heute::ADV,امروز,heden
