,Concept_ID,ml,fa
1160,pflücken::V,പറിച്ചെടുക്കുക,چیدن
1161,jagen::V,വേട്ടയാടുക,شکار کردن
1162,fischen::V,മീൻ പിടിക്കുക,صید کردن
1163,fischen::V,മീൻ പിടിക്കുക,ماهی‌گیری کردن
1164,fassen::V,പിടിക്കുക,گرفتن
1165,hüten::V,ചേർക്കുക,چراندن
1166,hüten::V,ചേർക്കുക,مراقبت کردن
1167,treiben::V,വാഹനം_ഓടിക്കുക,راندن
1168,anbinden::V,കെട്ടിയിടുക,متصل کردن
1169,füttern::V,തീറ്റുക,غذا دادن
1170,melken::V,പാലുകറക്കുക,دوشیدن
1171,hacken::V,വെട്ടിമുറിക്കുക,خرد کردن
1172,gießen::V,നനയ്ക്കുക,ریختن
1173,reifen::V,പാകമാകുക,رسیدن
1174,zubereiten::V,പാചകം_ചെയ്യുക,طبخ کردن
1175,zubereiten::V,പാചകം_ചെയ്യുക,آماده کردن
1176,kochen::V,വേവിക്കുക,پختن
1177,kochen::V,വേവിക്കുക,آشپزی کردن
1178,backen::V,ബേക്ക് ചെയ്യുക,پختن
1179,braten::V,പോരിക്കുക,سرخ کردن
1180,umrühren::V,ഇളക്കുക,هم زدن
1181,stricken::V,മെടയുക,بافتن
1182,nähen::V,തുന്നുക,دوختن
1183,färben::V,ചായം പൂശുക,رنگ زدن
1184,reinigen::V,വൃത്തിയാക്കുക,پاک کردن
1185,reinigen::V,വൃത്തിയാക്കുക,تمیز کردن
1186,waschen::V,കഴുകുക,شستن
1187,abwischen::V,തുടയ്ക്കുക,زدودن
1188,spülen::V,കഴുകുക,شستن
1189,fegen::V,അടിച്ചുവാരുക,جارو کردن
1190,kehren::V,അടിച്ചുവാരുക,جارو کردن
1191,baden::V,നീന്തിത്തുടിക്കുക,شنا کردن
1192,baden::V,നീന്തിത്തുടിക്കുക,حمام کردن
1193,sich waschen::V,കഴുകുക,شستشو کردن
1194,ausziehen::V,ഇഴുക്കുക,درآوردن
1195,anziehen::V,ഉടുക്കുക,پوشیدن
1196,sich anziehen::V,ധരിച്ച നേടുകയുക,لباس پوشیدن
1197,kämmen::V,മുടിചീകുക,شانه زدن
1198,schmücken::V,അലങ്കരിക്കുക,زینت دادن
1199,sagen::V,പറയുക,گفتن
1200,sprechen::V,സംസാരിക്കുക,حرف زدن
1201,sprechen::V,സംസാരിക്കുക,صحبت کردن
1202,reden::V,സംസാരിക്കുക,حرف زدن
1203,reden::V,സംസാരിക്കുക,صحبت کردن
1204,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,گپ زدن
1205,fragen::V,ചോദിക്കുക,پرسیدن
1206,fragen::V,ചോദിക്കുക,سؤال کردن
1207,bitten::V,അപേക്ഷിക്കുക,خواهش کردن
1208,bitten::V,അപേക്ഷിക്കുക,درخواست کردن
1209,erzählen::V,പറയുക,نقل کردن
1210,erzählen::V,പറയുക,حکایت کردن
1211,mitteilen::V,അറിയിക്കുക,خبر دادن
1212,nennen::V,പേരിടുക,نامیدن
1213,rufen::V,വിളിക്കുക,صدا کردن
1214,prahlen::V,പൊങ്ങച്ചം പറയുക,پز آمدن
1215,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ترجمه کردن
1216,denken::V,ചിന്തിക്കുക,فکر کردن
1217,glauben::V,വിശ്വസിക്കുക,باور کردن
1218,glauben::V,വിശ്വസിക്കുക,عقیده داشتن
1219,bemerken::V,ശ്രദ്ധിക്കുക,متوجه شدن
1220,erkennen::V,തിരിചറിയുക,شناختن
1221,erkennen::V,തിരിചറിയുക,تشخیص دادن
1222,begreifen::V,കൈപ്പിടിയിലാക്കുക,فهمیدن
1223,begreifen::V,കൈപ്പിടിയിലാക്കുക,درک کردن
1224,verstehen::V,മനസ്സിലാക്കുക,فهمیدن
1225,lernen::V,പഠിക്കുക,آموختن
1226,lernen::V,പഠിക്കുക,یاد گرفتن
1227,wissen::V,അറിയുക,دانستن
1228,sich erinnern an::V,ഓർമിക്കുക,به یاد آوردن
1229,vergessen::V,മറക്കുക,فراموش کردن
1230,messen::V,അളക്കുക,اندازه گرفتن
1231,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,شمردن
1232,rechnen::V,ഗണിക്കുക,حساب کردن
1233,lesen::V,വായിക്കുക,خواندن
1234,malen::V,ചിത്രം വരയ്ക്കുക,نقاشی کردن
1235,zeichnen::V,വരയ്ക്കുക,کشیدن
1236,zeichnen::V,വരയ്ക്കുക,رسم کردن
1237,schreiben::V,എഴുതുക,نوشتن
1238,besitzen::V,സ്വന്തമാക്കുക,داشتن
1239,kaufen::V,വാങ്ങുക,خریدن
1240,kaufen::V,വാങ്ങുക,خرید کردن
1241,verkaufen::V,വിൽക്കുക,فروختن
1242,bezahlen::V,പരിഹാരം ചെയ്യുക,پرداختن
1243,zahlen::V,പണം അടയ്ക്കുക,پرداخت کردن
1244,beherrschen::V,ഭരിക്കുക,مسلط بودن
1245,ertragen::V,താങ്ങുക,تحمل کردن
