,Concept_ID,sl,se
225,Zeh::N,pŕst na nôgi,ю̄лльк-це̄һп
226,Fuß::N,nôga,juelkie
227,Fuß::N,nôga,juolgge
228,Fuß::N,nôga,juolgi
229,Fuß::N,nôga,jyel'gi
230,Fuß::N,nôga,jue´lǧǧ
231,Fuß::N,nôga,ла̄бпь
232,Ferse::N,pêta,båetskie
233,Ferse::N,pêta,boasske
234,Ferse::N,pêta,šušmi
235,Ferse::N,pêta,šušme
236,Ferse::N,pêta,jue´lǧǧkädd
237,Ferse::N,pêta,ка̄ннт
238,Knie::N,koléno,boelve
239,Knie::N,koléno,buolvva
240,Knie::N,koléno,čibbi
241,Knie::N,koléno,veaŋki
242,Knie::N,koléno,iidâ
243,Knie::N,koléno,puõlvv
244,Knie::N,koléno,пуллв
245,Oberschenkel::N,stêgno,ruaksja
246,Oberschenkel::N,stêgno,tjibbe
247,Oberschenkel::N,stêgno,gassaváhkká
248,Oberschenkel::N,stêgno,badjeváhkáa
249,Oberschenkel::N,stêgno,čuár'bpeeḷi
250,Oberschenkel::N,stêgno,če´bb
251,Oberschenkel::N,stêgno,чуаррбе̄лль
252,Bein::N,nôga,juelkie
253,Bein::N,nôga,juolgge
254,Bein::N,nôga,juolgi
255,Bein::N,nôga,jyel'gi
256,Bein::N,nôga,jue´lǧǧ
257,Bein::N,nôga,ю̄лльк
258,Körper::N,teló,kråahpe
259,Körper::N,teló,rumáj
260,Körper::N,teló,rumaš
261,Körper::N,teló,ruumâš
262,Körper::N,teló,rå´pp
263,Körper::N,teló,лышшьк
264,Körper::N,teló,роаӈӈьк
265,Haut::N,kóža,njaltja
266,Haut::N,kóža,lijkke
267,Haut::N,kóža,tjuobma
268,Haut::N,kóža,liiki
269,Haut::N,kóža,liške
270,Haut::N,kóža,le´šǩǩ
271,Haut::N,kóža,лышшьк
272,Blut::N,krí,vïrre
273,Blut::N,krí,maelie
274,Blut::N,krí,varra
275,Blut::N,krí,varra
276,Blut::N,krí,vorrâ
277,Blut::N,krí,võrr
278,Blut::N,krí,вэ̄рр
279,Ader::N,žíla,åerie
280,Ader::N,žíla,aajroe
281,Ader::N,žíla,suodna
282,Ader::N,žíla,varrasuotna
283,Ader::N,žíla,suoṇâ
284,Ader::N,žíla,suõnn
285,Ader::N,žíla,сӯнн
286,Sehne::N,kíta,soene
287,Sehne::N,kíta,gåårtenje
288,Sehne::N,kíta,suodna
289,Sehne::N,kíta,suotna
290,Sehne::N,kíta,suoṇâ
291,Sehne::N,kíta,suõnn
292,Sehne::N,kíta,сӯнн
293,Knochen::N,kóst,måara
294,Knochen::N,kóst,måaroe
295,Knochen::N,kóst,dákte
296,Knochen::N,kóst,dákti
297,Knochen::N,kóst,tähti
298,Knochen::N,kóst,tä´htt
299,Knochen::N,kóst,та̄ххт
300,Knochen::N,kóst,та̄ффьт
301,Gehirn::N,možgáni,aajla
302,Gehirn::N,možgáni,vuojŋam
303,Gehirn::N,možgáni,vuoigŋašat
304,Gehirn::N,možgáni,vuoi'ŋâšeh
305,Gehirn::N,možgáni,vuo'ivâšneh
306,Gehirn::N,možgáni,vuõivâšn
307,Gehirn::N,možgáni,вуэййвэшна
308,Herz::N,srcé,vaajmoe
309,Herz::N,srcé,tsåhke
310,Herz::N,srcé,váibmu
311,Herz::N,srcé,váimu
312,Herz::N,srcé,čââ´đ
313,Herz::N,srcé,кӯттҌк
314,Magen::N,želódec,tjåejjie
315,Magen::N,želódec,tjoajvve
316,Magen::N,želódec,čoavji
317,Magen::N,želódec,čuáv'ji
318,Magen::N,želódec,čåu´jj
319,Magen::N,želódec,чо̄ввьй
320,Leber::N,jétra,mueksie
321,Leber::N,jétra,librre
322,Leber::N,jétra,vuoivvas
323,Leber::N,jétra,vuoivâs
324,Leber::N,jétra,vuõivâs
325,Leber::N,jétra,вуйвас
326,Atem::N,díh,voejngehtasse
327,Atem::N,díh,båssånis
328,Atem::N,díh,vuojŋadahka
329,Atem::N,díh,vuoiŋŋahat
330,Atem::N,díh,vuo'iŋâstim
331,Atem::N,díh,jiõg'g
332,Atem::N,díh,вӯйнас
333,Atem::N,díh,вӯййнмушш
334,Hunger::N,glád,nielkie
335,Hunger::N,glád,nielgge
336,Hunger::N,glád,nealgi
337,Hunger::N,glád,nelgi
338,Hunger::N,glád,neä´lǧǧ
339,Hunger::N,glád,не̄лльк
340,Träne::N,sólza,gïknjele
341,Träne::N,sólza,ganjál
342,Träne::N,sólza,ganjal
343,Träne::N,sólza,koonjâl
344,Träne::N,sólza,kõõnjâl
345,Träne::N,sólza,кэ̄нял
346,Geschmack::N,okús,aelmie
347,Geschmack::N,okús,muosse
348,Geschmack::N,okús,smáhkka
349,Geschmack::N,okús,máhku
350,Geschmack::N,okús,smáhkka
351,Geschmack::N,okús,mááhu
352,Geschmack::N,okús,smakkâ
353,Geschmack::N,okús,njõõd
354,Geschmack::N,okús,smääkk
355,Geschmack::N,okús,ня̄лльк
356,Geruch::N,vónj,haaje
357,Geruch::N,vónj,habjja
358,Geruch::N,vónj,hádja
359,Geruch::N,vónj,opsâ
360,Geruch::N,vónj,haajâ
361,Geruch::N,vónj,õpss
362,Geruch::N,vónj,haajj
363,Geruch::N,vónj,апс
364,Geruch::N,vónj,лэ̄гк
365,Schlaf::N,sèn,nahkerh
366,Schlaf::N,sèn,nager
367,Schlaf::N,sèn,oados
368,Schlaf::N,sèn,nagir
369,Schlaf::N,sèn,naṿer
370,Schlaf::N,sèn,nââ´er
371,Schlaf::N,sèn,нагерь
372,Schlaf::N,spánec,nahkerh
373,Schlaf::N,spánec,nager
374,Schlaf::N,spánec,oados
375,Schlaf::N,spánec,nagir
376,Schlaf::N,spánec,naṿer
377,Schlaf::N,spánec,nââ´er
378,Schlaf::N,spánec,нагерь
379,Traum::N,sánje,nahkere
380,Traum::N,sánje,niehko
381,Traum::N,sánje,niehku
382,Traum::N,sánje,naṿer
383,Traum::N,sánje,nââ´er
384,Traum::N,sánje,нагерь
385,Himmel::N,nebó,elmie
386,Himmel::N,nebó,almme
387,Himmel::N,nebó,albmi
388,Himmel::N,nebó,alme
389,Himmel::N,nebó,â´lmm
390,Himmel::N,nebó,алльм
391,Sonne::N,sónce,biejjie
392,Sonne::N,sónce,bæjvásj
393,Sonne::N,sónce,beaivváš
394,Sonne::N,sónce,peivi
395,Sonne::N,sónce,piäiváš
396,Sonne::N,sónce,pei´vv
397,Sonne::N,sónce,пе̄ййв
398,Mond::N,lúna,aske
399,Mond::N,lúna,mánno
400,Mond::N,lúna,mánnu
401,Mond::N,lúna,máánu
402,Mond::N,lúna,mään
403,Mond::N,lúna,ма̄нн
404,Mond::N,mésec,aske
405,Mond::N,mésec,mánno
406,Mond::N,mésec,mánnu
407,Mond::N,mésec,máánu
408,Mond::N,mésec,mään
409,Mond::N,mésec,ма̄нн
410,Stern::N,zvézda,daasta
411,Stern::N,zvézda,naestie
412,Stern::N,zvézda,násste
413,Stern::N,zvézda,násti
414,Stern::N,zvézda,täsni
415,Stern::N,zvézda,tä´snn
416,Stern::N,zvézda,та̄ссьт
417,Luft::N,zràk,elmie
418,Luft::N,zràk,ájmmo
419,Luft::N,zràk,áibmu
420,Luft::N,zràk,áimu
421,Luft::N,zràk,šõŋŋ
422,Luft::N,zràk,вӯйнас
423,Wind::N,véter,bïegke
424,Wind::N,véter,biegga
425,Wind::N,véter,biegga
426,Wind::N,véter,pieg'gâ
427,Wind::N,véter,piõg'g
428,Wind::N,véter,пӣӈӈк
429,Welle::N,vál,baaroe
430,Welle::N,vál,bárro
431,Welle::N,vál,bárru
432,Welle::N,vál,pááṛu
433,Welle::N,vál,päärr
434,Welle::N,vál,нэ̄ммп
435,Wasser::N,vôda,tjaetsie
436,Wasser::N,vôda,tjáhtje
437,Wasser::N,vôda,čáhci
438,Wasser::N,vôda,čääci
439,Wasser::N,vôda,čää´cc
440,Wasser::N,vôda,ча̄дзь
441,Stein::N,kámen,gierkie
442,Stein::N,kámen,giergge
443,Stein::N,kámen,geađgi
444,Stein::N,kámen,keđgi
445,Stein::N,kámen,ǩeä´dǧǧ
446,Stein::N,kámen,ке̄ддҌк
447,Boden::N,tlà,betnie
448,Boden::N,tlà,ednam
449,Boden::N,tlà,bodni
450,Boden::N,tlà,vuođđu
451,Boden::N,tlà,ponne
452,Boden::N,tlà,vuáđ̣u
453,Boden::N,tlà,vuâđđ
454,Boden::N,tlà,лаввьн
455,Boden::N,tlà,е̄ммьне
456,Erde::N,pŕst,jåarta
457,Erde::N,pŕst,mueltie
458,Erde::N,pŕst,ednam
459,Erde::N,pŕst,mållde
460,Erde::N,pŕst,eana
461,Erde::N,pŕst,eennâm
462,Erde::N,pŕst,mädd
463,Erde::N,pŕst,jânnam
464,Erde::N,pŕst,е̄ммьне
465,Erde::N,zêmlja,jåarta
466,Erde::N,zêmlja,mueltie
467,Erde::N,zêmlja,ednam
468,Erde::N,zêmlja,mållde
469,Erde::N,zêmlja,eana
470,Erde::N,zêmlja,eennâm
471,Erde::N,zêmlja,mädd
472,Erde::N,zêmlja,jânnam
473,Erde::N,zêmlja,е̄ммьне
474,Staub::N,práh,heblie
475,Staub::N,práh,tsumhtsie
476,Staub::N,práh,dubme
477,Staub::N,práh,dopmu
478,Staub::N,práh,kovjâ
479,Staub::N,práh,põõ´l
480,Staub::N,práh,кэ̄ббьй
481,Rauch::N,dìm,soeve
482,Rauch::N,dìm,suovva
483,Rauch::N,dìm,suovva
484,Rauch::N,dìm,suoṿâ
485,Rauch::N,dìm,suõvv
486,Rauch::N,dìm,сӯвв
487,Funke::N,ískra,naestie
488,Funke::N,ískra,tjuonam
489,Funke::N,ískra,čuotnan
490,Funke::N,ískra,čuođâlm
491,Funke::N,ískra,iiskâr
492,Funke::N,ískra,čuõzzâm
493,Funke::N,ískra,чӯссэм
494,Feuer::N,ôgenj,dålle
495,Feuer::N,ôgenj,dållå
496,Feuer::N,ôgenj,dolla
497,Feuer::N,ôgenj,tullâ
498,Feuer::N,ôgenj,toll
499,Feuer::N,ôgenj,то̄лл
500,Licht::N,lúč,tjoevke
501,Licht::N,lúč,tjuovgga
502,Licht::N,lúč,čuovga
503,Licht::N,lúč,čuovggas
504,Licht::N,lúč,čuoṿâ
505,Licht::N,lúč,toll
506,Licht::N,lúč,čuõvv
507,Licht::N,lúč,то̄лл
508,Schatten::N,sénca,skugkie
509,Schatten::N,sénca,soejvene
510,Schatten::N,sénca,irkes
511,Schatten::N,sénca,sieges
512,Schatten::N,sénca,itku
513,Schatten::N,sénca,suoivâ
514,Schatten::N,sénca,õõtt
515,Schatten::N,sénca,ǩeeu´niǩ
516,Schatten::N,sénca,кывьнэхь
517,Wetter::N,vrême,vïerhtse
518,Wetter::N,vrême,dálkke
519,Wetter::N,vrême,dálki
520,Wetter::N,vrême,šoŋŋâ
521,Wetter::N,vrême,šõŋŋ
522,Wetter::N,vrême,шэ̄ӈӈ
523,Nebel::N,meglà,såavla
524,Nebel::N,meglà,mearhka
525,Nebel::N,meglà,murkko
526,Nebel::N,meglà,mierkká
527,Nebel::N,meglà,mierká
528,Nebel::N,meglà,miär'kká
529,Nebel::N,meglà,oṃo
530,Nebel::N,meglà,sue´lnn
531,Nebel::N,meglà,цӣгк
532,Nebel::N,meglà,сулльн
533,Wolke::N,oblák,balve
534,Wolke::N,oblák,balvva
535,Wolke::N,oblák,balva
536,Wolke::N,oblák,polvâ
537,Wolke::N,oblák,põlvv
538,Wolke::N,oblák,пэллв
539,Regen::N,dèž,ebrie
540,Regen::N,dèž,harvve
541,Regen::N,dèž,arvi
542,Regen::N,dèž,arve
543,Regen::N,dèž,â´brr
544,Regen::N,dèž,аббьр
545,Schnee::N,snég,lopme
546,Schnee::N,snég,moehtege
547,Schnee::N,snég,muohta
548,Schnee::N,snég,muohta
549,Schnee::N,snég,muotâ
550,Schnee::N,snég,muõtt
551,Schnee::N,snég,вэ̄дз
552,Schnee::N,snég,куэллт
553,Eis::N,léd,jïenge
554,Eis::N,léd,jiegŋa
555,Eis::N,léd,jiekŋa
556,Eis::N,léd,jieŋ̣â
557,Eis::N,léd,jiõŋŋ
558,Eis::N,léd,ӣӈӈ
559,Frost::N,zmrzál,baajkoe
560,Frost::N,zmrzál,tjoasskem
561,Frost::N,zmrzál,buolaš
562,Frost::N,zmrzál,puolâš
563,Frost::N,zmrzál,puõlâš
564,Frost::N,zmrzál,мӯнь
565,Kälte::N,mràz,jueskie
566,Kälte::N,mràz,tjåetskeme
567,Kälte::N,mràz,tjoasskem
568,Kälte::N,mràz,čoaskin
569,Kälte::N,mràz,ko'lmâsvuotâ
570,Kälte::N,mràz,ijss
571,Kälte::N,mràz,čuä´cǩǩem
572,Kälte::N,mràz,tuârggnjõs
573,Kälte::N,mràz,кэ̄лмас
574,Hitze::N,pripéka,baahke
575,Hitze::N,pripéka,báhkka
576,Hitze::N,pripéka,báhkka
577,Hitze::N,pripéka,pakkâ
578,Hitze::N,pripéka,kuṃe
579,Hitze::N,pripéka,paašt
580,Hitze::N,pripéka,жоарр
581,Raureif::N,ívje,jyjse
582,Raureif::N,ívje,ridne
583,Raureif::N,ívje,goarre
584,Raureif::N,ívje,ritni
585,Raureif::N,ívje,suhči
586,Raureif::N,ívje,riṇe
587,Raureif::N,ívje,ай
588,Raureif::N,slána,jyjse
589,Raureif::N,slána,ridne
590,Raureif::N,slána,goarre
591,Raureif::N,slána,ritni
592,Raureif::N,slána,suhči
593,Raureif::N,slána,riṇe
594,Raureif::N,slána,ай
595,Regenbogen::N,mávrica,aatjan goengere
596,Regenbogen::N,mávrica,aatjan joekse
597,Regenbogen::N,mávrica,ádjájuoksa
598,Regenbogen::N,mávrica,arvedávgi
599,Regenbogen::N,mávrica,bajándávgi
600,Regenbogen::N,mávrica,äijihtävgi
601,Regenbogen::N,mávrica,teârmmazjohss
602,Regenbogen::N,mávrica,тӣрмесью̄ккс
603,Donner::N,gròm,raejrie
604,Donner::N,gròm,átjek
605,Donner::N,gròm,átjárájdde
606,Donner::N,gròm,áddjá
607,Donner::N,gròm,baján
608,Donner::N,gròm,juuṛâ
609,Donner::N,gròm,tie´rmes
610,Donner::N,gròm,тӣрмесь
611,Donner::N,gròm,ча̄ркнэгк
612,Strömung::N,strúja,njuvvie
613,Strömung::N,strúja,ájggedáhpe
614,Strömung::N,strúja,rávdnji
615,Strömung::N,strúja,virde
616,Strömung::N,strúja,ve´rdd
617,Strömung::N,strúja,выррьт
618,Tropfen::N,káplja,gåajhkohts
619,Tropfen::N,káplja,gåjkudis
620,Tropfen::N,káplja,goaikkanas
621,Tropfen::N,káplja,čalme
622,Tropfen::N,káplja,čâ´lmm
623,Tropfen::N,káplja,ча̄лльм
624,Schaum::N,péna,sapte
625,Schaum::N,péna,såpptå
626,Schaum::N,péna,sokta
627,Schaum::N,péna,suptâ
628,Schaum::N,péna,soptt
629,Schaum::N,péna,со̄ппт
630,Schmutz::N,nesnága,haaskoe
631,Schmutz::N,nesnága,duolvva
632,Schmutz::N,nesnága,duolva
633,Schmutz::N,nesnága,durdi
634,Schmutz::N,nesnága,stänži
635,Schmutz::N,nesnága,sähss
636,Schmutz::N,nesnága,са̄ккьс
637,Schmutz::N,nesnága,не̄шшь
638,See::N,jézero,jaevrie
639,See::N,jézero,jávrre
640,See::N,jézero,jávri
641,See::N,jézero,jävri
642,See::N,jézero,jâu´rr
643,See::N,jézero,я̄ввьр
644,Sumpf::N,močvírje,pluevie
645,Sumpf::N,močvírje,áhpe
646,Sumpf::N,močvírje,sæmssa
647,Sumpf::N,močvírje,jeaggi
648,Sumpf::N,močvírje,jeggi
649,Sumpf::N,močvírje,jeä´ǧ'ǧ
650,Sumpf::N,močvírje,ла̄ммьп
651,Moor::N,bárje,pluevie
652,Moor::N,bárje,jiegge
653,Moor::N,bárje,suotnju
654,Moor::N,bárje,karrii
655,Moor::N,bárje,kä´rev
656,Moor::N,bárje,veättaǩ
657,Moor::N,bárje,ла̄ммьп
658,Wiese::N,trávnik,ïentje
659,Wiese::N,trávnik,giedde
660,Wiese::N,trávnik,gieddi
661,Wiese::N,trávnik,nijtto
662,Wiese::N,trávnik,пуэшенҍ
663,Wald::N,lés,skåake
664,Wald::N,lés,skåajje
665,Wald::N,lés,miehtsie
666,Wald::N,lés,vuovdde
667,Wald::N,lés,miehttse
668,Wald::N,lés,vuovdi
669,Wald::N,lés,meahcci
670,Wald::N,lés,mecci
671,Wald::N,lés,vyemi
672,Wald::N,lés,vue´mm
673,Wald::N,lés,meä´c'c
674,Wald::N,lés,ля̄ммт
675,Wald::N,gòzd,skåake
676,Wald::N,gòzd,skåajje
677,Wald::N,gòzd,miehtsie
678,Wald::N,gòzd,vuovdde
679,Wald::N,gòzd,miehttse
680,Wald::N,gòzd,vuovdi
681,Wald::N,gòzd,meahcci
682,Wald::N,gòzd,mecci
683,Wald::N,gòzd,vyemi
684,Wald::N,gòzd,vue´mm
685,Wald::N,gòzd,meä´c'c
686,Wald::N,gòzd,ля̄ммт
687,Hügel::N,brég,deava
688,Hügel::N,brég,dievvá
689,Hügel::N,brég,dievvá
690,Hügel::N,brég,čummâ
691,Hügel::N,brég,pä´rcc
692,Hügel::N,brég,teä´rmm
693,Hügel::N,brég,ка̄ннҌт
694,Hügel::N,goríca,deava
695,Hügel::N,goríca,dievvá
696,Hügel::N,goríca,dievvá
697,Hügel::N,goríca,čummâ
698,Hügel::N,goríca,pä´rcc
699,Hügel::N,goríca,teä´rmm
700,Hügel::N,goríca,ка̄ннҌт
701,Anhöhe::N,gríč,deava
702,Anhöhe::N,gríč,jalladahke
703,Anhöhe::N,gríč,dievásj
704,Anhöhe::N,gríč,aláš
705,Anhöhe::N,gríč,luohkká
706,Anhöhe::N,gríč,tiävá
707,Anhöhe::N,gríč,poorááš
708,Anhöhe::N,gríč,ču´lpp
709,Anhöhe::N,gríč,škâu´ŋŋ
710,Anhöhe::N,gríč,ка̄ннҌт
711,Anhöhe::N,višína,deava
712,Anhöhe::N,višína,jalladahke
713,Anhöhe::N,višína,dievásj
714,Anhöhe::N,višína,aláš
715,Anhöhe::N,višína,luohkká
716,Anhöhe::N,višína,tiävá
717,Anhöhe::N,višína,poorááš
718,Anhöhe::N,višína,ču´lpp
719,Anhöhe::N,višína,škâu´ŋŋ
720,Anhöhe::N,višína,ка̄ннҌт
721,Berg::N,gôra,bïerje
722,Berg::N,gôra,várre
723,Berg::N,gôra,várri
724,Berg::N,gôra,vääṛi
725,Berg::N,gôra,vää´rr
726,Berg::N,gôra,те̄ррьм
727,Berg::N,planína,bïerje
728,Berg::N,planína,várre
729,Berg::N,planína,várri
730,Berg::N,planína,vääṛi
731,Berg::N,planína,vää´rr
