,Concept_ID,pt,pt
1644,sich waschen::V,lavar-se,lavar-se
1645,ausziehen::V,despir,despir
1646,anziehen::V,vestir,vestir
1647,sich anziehen::V,vestir-se,vestir-se
1648,kämmen::V,pentear,pentear
1649,schmücken::V,adornar,adornar
1650,sagen::V,dizer,dizer
1651,sprechen::V,falar,falar
1652,reden::V,falar,falar
1653,sich unterhalten::V,conversar,conversar
1654,fragen::V,perguntar,perguntar
1655,bitten::V,pedir,pedir
1656,erzählen::V,contar,contar
1657,mitteilen::V,comunicar,comunicar
1658,mitteilen::V,comunicar,participar
1659,mitteilen::V,participar,comunicar
1660,mitteilen::V,participar,participar
1661,nennen::V,nomear,nomear
1662,nennen::V,nomear,apelidar
1663,nennen::V,apelidar,nomear
1664,nennen::V,apelidar,apelidar
1665,rufen::V,chamar,chamar
1666,prahlen::V,gabar-se,gabar-se
1667,prahlen::V,gabar-se,vangloriar-se
1668,prahlen::V,vangloriar-se,gabar-se
1669,prahlen::V,vangloriar-se,vangloriar-se
1670,übersetzen::V,traduzir,traduzir
1671,denken::V,pensar,pensar
1672,glauben::V,crer,crer
1673,bemerken::V,notar,notar
1674,bemerken::V,notar,observar
1675,bemerken::V,observar,notar
1676,bemerken::V,observar,observar
1677,erkennen::V,reconhecer,reconhecer
1678,begreifen::V,apreender,apreender
1679,begreifen::V,apreender,compreender
1680,begreifen::V,compreender,apreender
1681,begreifen::V,compreender,compreender
1682,verstehen::V,entender,entender
1683,verstehen::V,entender,compreender
1684,verstehen::V,compreender,entender
1685,verstehen::V,compreender,compreender
1686,lernen::V,aprender,aprender
1687,wissen::V,saber,saber
1688,sich erinnern an::V,lembrar-se de,lembrar-se de
1689,sich erinnern an::V,lembrar-se de,recordar-se de
1690,sich erinnern an::V,recordar-se de,lembrar-se de
1691,sich erinnern an::V,recordar-se de,recordar-se de
1692,vergessen::V,esquecer,esquecer
1693,messen::V,medir,medir
1694,zählen::V,contar,contar
1695,rechnen::V,calcular,calcular
1696,lesen::V,ler,ler
1697,malen::V,pintar,pintar
1698,zeichnen::V,desenhar,desenhar
1699,schreiben::V,escrever,escrever
1700,besitzen::V,possuir,possuir
1701,kaufen::V,comprar,comprar
1702,verkaufen::V,vender,vender
1703,bezahlen::V,pagar,pagar
1704,zahlen::V,pagar,pagar
1705,beherrschen::V,imperar,imperar
1706,ertragen::V,suportar,suportar
