,Concept_ID,pt,pt
228,Schlange[Tier]::N,serpente,serpente
229,Wurm::N,verme,verme
230,Spinne::N,aranha,aranha
231,Ameise::N,formiga,formiga
232,Laus::N,piolho,piolho
233,Mücke::N,mosquito,mosquito
234,Fliege::N,mosca,mosca
235,Schmetterling::N,borboleta,borboleta
236,Beere::N,bago,bago
237,Apfel::N,maçã,maçã
238,Pilz::N,fungo,fungo
239,Pilz::N,fungo,cogumelo
240,Pilz::N,cogumelo,fungo
241,Pilz::N,cogumelo,cogumelo
242,Zwiebel::N,cebola,cebola
243,Saat::N,sementeira,sementeira
244,Korn::N,grão,grão
245,Heu::N,feno,feno
246,Schale::N,casca,casca
247,Grube::N,cova,cova
248,Grube::N,cova,fossa
249,Grube::N,fossa,cova
250,Grube::N,fossa,fossa
251,Falle::N,armadilha,armadilha
252,Schlinge::N,laço,laço
253,Spur::N,pista,pista
254,Spur::N,pista,vestígio
255,Spur::N,vestígio,pista
256,Spur::N,vestígio,vestígio
257,Asche::N,cinza,cinza
258,Dreck::N,sujidade,sujidade
259,Eisen::N,ferro,ferro
260,Gold::N,ouro,ouro
261,Silber::N,prata,prata
262,Kohle::N,carvão,carvão
263,Glas::N,vidro,vidro
264,Lehm::N,barro,barro
265,Lehm::N,barro,argila
266,Lehm::N,argila,barro
267,Lehm::N,argila,argila
268,Sand::N,areia,areia
269,Mensch::N,homem,homem
270,Mensch::N,homem,pessoa
271,Mensch::N,pessoa,homem
272,Mensch::N,pessoa,pessoa
273,Mann::N,homem,homem
274,Frau::N,mulher,mulher
275,Kind::N,filho,filho
276,Kind::N,filho,criança
277,Kind::N,criança,filho
278,Kind::N,criança,criança
279,Junge::N,rapaz,rapaz
280,Junge::N,rapaz,menino
281,Junge::N,menino,rapaz
282,Junge::N,menino,menino
283,Mädchen::N,menina,menina
284,Mädchen::N,menina,rapariga
285,Mädchen::N,rapariga,menina
286,Mädchen::N,rapariga,rapariga
287,Familie::N,família,família
288,Großvater::N,avô,avô
289,Großmutter::N,avó,avó
290,Eltern::N,pais,pais
291,Vater::N,pai,pai
292,Mutter::N,mãe,mãe
293,Sohn::N,filho,filho
294,Tochter::N,filha,filha
295,Bruder::N,irmão,irmão
296,Schwester::N,irmã,irmã
297,Onkel::N,tio,tio
298,Tante::N,tia,tia
299,Ehemann::N,esposo,esposo
300,Ehefrau::N,esposa,esposa
301,Freude::N,prazer,prazer
302,Freude::N,prazer,alegria
303,Freude::N,alegria,prazer
304,Freude::N,alegria,alegria
305,Gelächter::N,risada,risada
306,Gelächter::N,risada,gargalhada
307,Gelächter::N,gargalhada,risada
308,Gelächter::N,gargalhada,gargalhada
309,Glück::N,felicidade,felicidade
310,Kummer::N,aflição,aflição
311,Kummer::N,aflição,desgosto
312,Kummer::N,desgosto,aflição
313,Kummer::N,desgosto,desgosto
314,Wunsch::N,desejo,desejo
315,Lust::N,vontade,vontade
316,Geist::N,mente,mente
317,Geist::N,mente,espírito
318,Geist::N,espírito,mente
319,Geist::N,espírito,espírito
320,Gedanke::N,ideia,ideia
321,Gedanke::N,ideia,pensamento
322,Gedanke::N,pensamento,ideia
323,Gedanke::N,pensamento,pensamento
324,Gedächtnis::N,memória,memória
325,Verstand::N,razão,razão
326,Verstand::N,razão,inteligência
327,Verstand::N,inteligência,razão
328,Verstand::N,inteligência,inteligência
329,Sinn::N,sentido,sentido
330,Sinn::N,sentido,significado
331,Sinn::N,significado,sentido
332,Sinn::N,significado,significado
333,Grund::N,causa,causa
334,Grund::N,causa,motivo
335,Grund::N,motivo,causa
336,Grund::N,motivo,motivo
337,Wahrheit::N,verdade,verdade
338,Gespräch::N,conversa,conversa
339,Gespräch::N,conversa,conversação
340,Gespräch::N,conversação,conversa
341,Gespräch::N,conversação,conversação
342,Märchen::N,conto,conto
343,Erzählung::N,conto,conto
344,Erzählung::N,conto,narrativa
345,Erzählung::N,narrativa,conto
346,Erzählung::N,narrativa,narrativa
347,Nachricht::N,mensagem,mensagem
348,Neuigkeit::N,notícia,notícia
349,Neuigkeit::N,notícia,novidade
350,Neuigkeit::N,novidade,notícia
351,Neuigkeit::N,novidade,novidade
352,Name::N,nome,nome
353,Rätsel::N,adivinha,adivinha
354,Rede::N,oração,oração
355,Rede::N,oração,discurso
356,Rede::N,discurso,oração
357,Rede::N,discurso,discurso
358,Sprache::N,língua,língua
359,Stimme::N,voz,voz
360,Wort::N,palavra,palavra
361,Zeichen::N,marca,marca
362,Ruf::N,grito,grito
363,Ruf::N,grito,chamada
364,Ruf::N,chamada,grito
365,Ruf::N,chamada,chamada
366,Lärm::N,ruído,ruído
367,Lärm::N,ruído,barulho
368,Lärm::N,barulho,ruído
369,Lärm::N,barulho,barulho
370,Laut::N,som,som
371,Ton::N,tom,tom
372,Lied::N,canção,canção
373,Ruhe::N,calma,calma
374,Ruhe::N,calma,silêncio
375,Ruhe::N,silêncio,calma
376,Ruhe::N,silêncio,silêncio
377,Leute::N,gente,gente
378,Leute::N,gente,pessoas
379,Leute::N,pessoas,gente
380,Leute::N,pessoas,pessoas
381,Volk::N,povo,povo
382,Volk::N,povo,nação
383,Volk::N,nação,povo
384,Volk::N,nação,nação
385,Arbeit::N,trabalho,trabalho
386,Gast::N,hóspede,hóspede
387,Gast::N,hóspede,convidado
388,Gast::N,convidado,hóspede
389,Gast::N,convidado,convidado
390,Geschenk::N,prenda,prenda
391,Geschenk::N,prenda,presente
392,Geschenk::N,presente,prenda
393,Geschenk::N,presente,presente
394,Spiel::N,jogo,jogo
395,Gesellschaft::N,companhia,companhia
396,Hilfe::N,ajuda,ajuda
397,Hilfe::N,ajuda,socorro
398,Hilfe::N,socorro,ajuda
399,Hilfe::N,socorro,socorro
400,Freund::N,amigo,amigo
401,Kamerad::N,camarada,camarada
402,Angelegenheit::N,assunto,assunto
403,Anzahl::N,número,número
404,Anzahl::N,número,quantidade
405,Anzahl::N,quantidade,número
406,Anzahl::N,quantidade,quantidade
407,Art::N,tipo,tipo
408,Art::N,tipo,espécie
409,Art::N,espécie,tipo
410,Art::N,espécie,espécie
411,Stück::N,pedaço,pedaço
412,Teil::N,peça,peça
413,Teil::N,peça,parte
414,Teil::N,parte,peça
415,Teil::N,parte,parte
416,Hälfte::N,metade,metade
417,Kreis::N,círculo,círculo
418,Kreuz::N,cruz,cruz
419,Linie::N,linha,linha
420,Strich::N,traço,traço
421,Abstand::N,distância,distância
422,Entfernung::N,distância,distância
423,Gegend::N,área,área
424,Gegend::N,área,região
425,Gegend::N,região,área
426,Gegend::N,região,região
427,Platz::N,lugar,lugar
428,Ort::N,sítio,sítio
429,Seite::N,lado,lado
430,Mitte::N,meio,meio
431,Gegenstand::N,objecto,objecto
432,Sache::N,coisa,coisa
433,Rand::N,bordo,bordo
434,Rand::N,bordo,margem
435,Rand::N,margem,bordo
436,Rand::N,margem,margem
437,Kante::N,borda,borda
438,Kante::N,borda,aresta
439,Kante::N,aresta,borda
440,Kante::N,aresta,aresta
441,Ecke::N,esquina,esquina
442,Spitze::N,ponta,ponta
443,Ende::N,cabo,cabo
444,Ende::N,cabo,extremo
445,Ende::N,extremo,cabo
446,Ende::N,extremo,extremo
447,Loch::N,furo,furo
448,Loch::N,furo,buraco
449,Loch::N,buraco,furo
450,Loch::N,buraco,buraco
451,Winkel::N,canto,canto
452,Winkel::N,canto,ângulo
453,Winkel::N,ângulo,canto
454,Winkel::N,ângulo,ângulo
455,Muster::N,padrão,padrão
456,Muster::N,padrão,desenho
457,Muster::N,desenho,padrão
458,Muster::N,desenho,desenho
459,Größe::N,tamanho,tamanho
460,Länge::N,comprimento,comprimento
461,Höhe::N,altura,altura
462,Höhe::N,altura,altitude
463,Höhe::N,altitude,altura
464,Höhe::N,altitude,altitude
465,Gewicht::N,peso,peso
466,Menge::N,quantidade,quantidade
467,Haufen::N,pilha,pilha
468,Reihe::N,fila,fila
469,Boot::N,barco,barco
470,Ruder::N,remo,remo
471,Schlitten::N,trenó,trenó
472,Ski::N,esqui,esqui
473,Lagerfeuer::N,fogueira,fogueira
474,Last::N,carga,carga
475,Gang::N,curso,curso
476,Gang::N,curso,caminhada
477,Gang::N,caminhada,curso
478,Gang::N,caminhada,caminhada
479,Schritt::N,passo,passo
480,Norden::N,norte,norte
481,Süden::N,sul,sul
482,Westen::N,oeste,oeste
483,Westen::N,oeste,ocidente
484,Westen::N,ocidente,oeste
485,Westen::N,ocidente,ocidente
486,Osten::N,este,este
487,Osten::N,este,leste
488,Osten::N,este,oriente
489,Osten::N,leste,este
490,Osten::N,leste,leste
491,Osten::N,leste,oriente
492,Osten::N,oriente,este
493,Osten::N,oriente,leste
494,Osten::N,oriente,oriente
495,Holz::N,madeira,madeira
496,Brett::N,tábua,tábua
497,Brett::N,tábua,prancha
498,Brett::N,prancha,tábua
499,Brett::N,prancha,prancha
500,Platte::N,laje,laje
501,Platte::N,laje,chapa
502,Platte::N,chapa,laje
503,Platte::N,chapa,chapa
504,Stütze::N,apoio,apoio
505,Stütze::N,apoio,suporte
506,Stütze::N,suporte,apoio
507,Stütze::N,suporte,suporte
508,Stange::N,vara,vara
509,Stange::N,vara,barra
510,Stange::N,barra,vara
511,Stange::N,barra,barra
512,Stock::N,pau,pau
513,Stock::N,pau,bengala
514,Stock::N,bengala,pau
515,Stock::N,bengala,bengala
516,Stab::N,bastão,bastão
517,Rohr::N,cano,cano
518,Haus::N,casa,casa
519,Heim::N,lar,lar
520,Heim::N,lar,casa
521,Heim::N,casa,lar
522,Heim::N,casa,casa
523,Ofen::N,estufa,estufa
524,Ofen::N,estufa,aquecedor
525,Ofen::N,aquecedor,estufa
526,Ofen::N,aquecedor,aquecedor
527,Fußboden::N,piso,piso
528,Tisch::N,mesa,mesa
529,Stuhl::N,cadeira,cadeira
530,Wiege::N,berço,berço
531,Bett::N,cama,cama
532,Regal::N,estante,estante
533,Regal::N,estante,prateleira
534,Regal::N,prateleira,estante
535,Regal::N,prateleira,prateleira
536,Kiste::N,caixa,caixa
537,Fenster::N,janela,janela
538,Tür::N,porta,porta
539,Tor::N,portão,portão
540,Zaun::N,cerca,cerca
541,Zaun::N,cerca,vedação
542,Zaun::N,vedação,cerca
543,Zaun::N,vedação,vedação
544,Dach::N,telhado,telhado
545,Leiter::N,escada,escada
546,Leiter::N,escada,escada móvel
547,Leiter::N,escada móvel,escada
548,Leiter::N,escada móvel,escada móvel
549,Besen::N,vassoura,vassoura
550,Spaten::N,pá,pá
551,Schaufel::N,pá,pá
552,Gabel::N,garfo,garfo
553,Löffel::N,colher,colher
554,Messer::N,faca,faca
555,Nagel::N,cravo,cravo
556,Netz::N,rede,rede
557,Haken::N,gancho,gancho
558,Griff::N,asa,asa
559,Griff::N,asa,cabo
560,Griff::N,cabo,asa
561,Griff::N,cabo,cabo
562,Schloss::N,fechadura,fechadura
563,Bild::N,imagem,imagem
564,Figur::N,figura,figura
565,Puppe::N,boneca,boneca
566,Beutel::N,saco,saco
567,Beutel::N,saco,bolsa
568,Beutel::N,bolsa,saco
569,Beutel::N,bolsa,bolsa
570,Bündel::N,fardo,fardo
571,Tasche::N,saco,saco
572,Tasche::N,saco,bolso
573,Tasche::N,bolso,saco
574,Tasche::N,bolso,bolso
575,Eimer::N,balde,balde
576,Deckel::N,tampa,tampa
577,Geschirr::N,louça,louça
578,Sack::N,saca,saca
579,Tasse::N,chávena,chávena
580,Topf::N,tacho,tacho
581,Topf::N,tacho,panela
582,Topf::N,panela,tacho
583,Topf::N,panela,panela
584,Kessel::N,caldeira,caldeira
585,Essen::N,refeição,refeição
586,Nahrung::N,comida,comida
587,Nahrung::N,comida,alimento
588,Nahrung::N,alimento,comida
589,Nahrung::N,alimento,alimento
590,Speise::N,prato,prato
591,Fleisch::N,carne,carne
592,Getreide::N,cereais,cereais
593,Brei::N,puré,puré
594,Brot::N,pão,pão
595,Scheibe::N,fatia,fatia
596,Fett::N,banha,banha
597,Fett::N,banha,gordura
598,Fett::N,gordura,banha
599,Fett::N,gordura,gordura
600,Butter::N,manteiga,manteiga
601,Öl::N,azeite,azeite
602,Salz::N,sal,sal
603,Suppe::N,sopa,sopa
604,Suppe::N,sopa,caldo
605,Suppe::N,caldo,sopa
606,Suppe::N,caldo,caldo
607,Honig::N,mel,mel
608,Milch::N,leite,leite
609,Tee::N,chá,chá
610,Leder::N,couro,couro
611,Wolle::N,lã,lã
612,Stoff::N,pano,pano
613,Stoff::N,pano,tecido
614,Stoff::N,tecido,pano
615,Stoff::N,tecido,tecido
616,Nadel::N,agulha,agulha
617,Faden::N,fio,fio
618,Knopf::N,botão,botão
619,Knoten::N,nó,nó
620,Farbe::N,corante,corante
621,Kleidung::N,roupa,roupa
622,Kleidung::N,roupa,vestuário
623,Kleidung::N,vestuário,roupa
624,Kleidung::N,vestuário,vestuário
625,Hemd::N,camisa,camisa
626,Kragen::N,gola,gola
627,Ärmel::N,manga,manga
628,Hose::N,calça,calça
629,Gürtel::N,cinto,cinto
630,Mütze::N,boné,boné
631,Mütze::N,boné,barrete
632,Mütze::N,barrete,boné
633,Mütze::N,barrete,barrete
634,Schuh::N,sapato,sapato
635,Stiefel::N,bota,bota
636,Ring::N,anel,anel
637,Band::N,fita,fita
638,Band::N,fita,faixa
639,Band::N,faixa,fita
640,Band::N,faixa,faixa
641,Kamm::N,pente,pente
642,Spiegel::N,espelho,espelho
643,Riemen::N,correia,correia
644,Schnur::N,corda,corda
645,Schnur::N,corda,cordel
646,Schnur::N,cordel,corda
647,Schnur::N,cordel,cordel
648,Leine::N,trela,trela
649,Decke::N,cobertor,cobertor
650,Kissen::N,almofada,almofada
651,Tuch::N,pano,pano
652,Handtuch::N,toalha,toalha
653,Kraft::N,força,força
654,Stärke::N,força,força
655,Gesundheit::N,saúde,saúde
656,Krankheit::N,doença,doença
657,Krankheit::N,doença,enfermidade
658,Krankheit::N,enfermidade,doença
659,Krankheit::N,enfermidade,enfermidade
660,Schmerz::N,dor,dor
661,Wunde::N,chaga,chaga
662,Wunde::N,chaga,ferida
663,Wunde::N,ferida,chaga
664,Wunde::N,ferida,ferida
665,Fieber::N,febre,febre
666,Arznei::N,remédio,remédio
667,Brücke::N,ponte,ponte
668,Brunnen::N,poço,poço
669,Weide::N,pastagem,pastagem
670,Pfad::N,senda,senda
671,Pfad::N,senda,trilho
672,Pfad::N,trilho,senda
673,Pfad::N,trilho,trilho
674,Weg::N,caminho,caminho
675,Straße::N,via,via
676,Straße::N,via,estrada
677,Straße::N,estrada,via
678,Straße::N,estrada,estrada
679,Dorf::N,aldeia,aldeia
680,Stadt::N,cidade,cidade
681,Brief::N,carta,carta
682,Buch::N,livro,livro
683,Buchstabe::N,letra,letra
684,Zeitung::N,jornal,jornal
685,Leben::N,vida,vida
686,Tod::N,morte,morte
687,Grab::N,túmulo,túmulo
688,Grab::N,túmulo,sepultura
689,Grab::N,sepultura,túmulo
690,Grab::N,sepultura,sepultura
691,Kirche::N,igreja,igreja
692,Sünde::N,pecado,pecado
693,Gott::N,deus,deus
694,Arbeiter::N,operário,operário
695,Arbeiter::N,operário,trabalhador
696,Arbeiter::N,trabalhador,operário
697,Arbeiter::N,trabalhador,trabalhador
698,Chef::N,chefe,chefe
699,Chef::N,chefe,patrão
700,Chef::N,patrão,chefe
701,Chef::N,patrão,patrão
702,Meister::N,mestre,mestre
703,Arzt::N,médico,médico
704,Lehrer::N,professor,professor
705,Geld::N,dinheiro,dinheiro
706,Geschäft::N,negócio,negócio
707,Laden::N,loja,loja
708,Preis::N,preço,preço
709,Ware::N,mercadoria,mercadoria
710,Nutzen::N,proveito,proveito
711,Reichtum::N,riqueza,riqueza
712,Welt::N,mundo,mundo
713,Land::N,país,país
714,Staat::N,Estado,Estado
715,König::N,rei,rei
716,Macht::N,poder,poder
717,Macht::N,poder,potência
718,Macht::N,potência,poder
719,Macht::N,potência,potência
720,Grenze::N,fronteira,fronteira
721,Krieg::N,guerra,guerra
722,Feind::N,inimigo,inimigo
723,Gewalt::N,violência,violência
724,Kampf::N,luta,luta
725,Kampf::N,luta,combate
726,Kampf::N,combate,luta
727,Kampf::N,combate,combate
728,Bogen[Waffe]::N,arco,arco
729,Pfeil::N,seta,seta
730,Pfeil::N,seta,flecha
731,Pfeil::N,flecha,seta
732,Pfeil::N,flecha,flecha
733,Gewehr::N,espingarda,espingarda
734,Fehler::N,erro,erro
735,Fehler::N,erro,falha
736,Fehler::N,falha,erro
737,Fehler::N,falha,falha
738,Lüge::N,mentira,mentira
739,Schaden::N,dano,dano
740,Schaden::N,dano,estrago
741,Schaden::N,estrago,dano
742,Schaden::N,estrago,estrago
743,Unglück::N,desgraça,desgraça
744,Schuld::N,culpa,culpa
745,Alter::N,idade,idade
746,Schluss::N,fim,fim
747,Zeit::N,tempo,tempo
748,Tag::N,dia,dia
749,Morgen::N,manhã,manhã
750,Mittag::N,meio-dia,meio-dia
751,Abend::N,noite,noite
752,Abend::N,noite,tardinha
753,Abend::N,tardinha,noite
754,Abend::N,tardinha,tardinha
755,Nacht::N,noite,noite
756,Woche::N,semana,semana
757,Monat::N,mês,mês
758,Jahr::N,ano,ano
759,Frühling::N,primavera,primavera
760,Sommer::N,verão,verão
761,Herbst::N,outono,outono
762,Winter::N,inverno,inverno
763,Januar::N,Janeiro,Janeiro
764,Februar::N,Fevereiro,Fevereiro
765,März::N,Março,Março
766,April::N,Abril,Abril
767,Mai::N,Maio,Maio
768,Juni::N,Junho,Junho
769,Juli::N,Julho,Julho
770,August::N,Agosto,Agosto
771,September::N,Setembro,Setembro
772,Oktober::N,Outubro,Outubro
773,November::N,Novembro,Novembro
774,Dezember::N,Dezembro,Dezembro
775,Montag::N,segunda-feira,segunda-feira
776,Dienstag::N,terça-feira,terça-feira
777,Mittwoch::N,quarta-feira,quarta-feira
778,Donnerstag::N,quinta-feira,quinta-feira
779,Freitag::N,sexta-feira,sexta-feira
780,Samstag::N,sábado,sábado
781,Sonntag::N,domingo,domingo
782,groß::A,grande,grande
783,klein::A,pequeno,pequeno
784,lang::A,comprido,comprido
785,kurz::A,curto,curto
786,breit::A,largo,largo
787,schmal::A,estreito,estreito
788,dicht::A,denso,denso
789,dick[Gegenstand]::A,grosso,grosso
790,dünn::A,delgado,delgado
791,fein::A,fino,fino
792,fein::A,fino,subtil
793,fein::A,subtil,fino
794,fein::A,subtil,subtil
795,fest::A,firme,firme
796,fest::A,firme,sólido
797,fest::A,sólido,firme
798,fest::A,sólido,sólido
799,flach::A,plano,plano
800,glatt::A,liso,liso
801,hart::A,duro,duro
802,weich::A,mole,mole
803,rund::A,redondo,redondo
804,spitz::A,agudo,agudo
805,scharf::A,afiado,afiado
806,stumpf::A,rombo,rombo
807,schwer::A,pesado,pesado
808,schön::A,belo,belo
809,schön::A,belo,bonito
810,schön::A,bonito,belo
811,schön::A,bonito,bonito
812,heiß::A,quente,quente
813,warm::A,quente,quente
814,kalt::A,frio,frio
815,kühl::A,fresco,fresco
816,frisch::A,fresco,fresco
817,feucht::A,húmido,húmido
818,nass::A,molhado,molhado
819,trocken::A,seco,seco
820,voll::A,cheio,cheio
821,leer::A,vazio,vazio
822,offen::A,aberto,aberto
823,geschlossen::A,fechado,fechado
824,sauber::A,limpo,limpo
825,schmutzig::A,sujo,sujo
826,roh::A,cru,cru
827,reif::A,maduro,maduro
828,lecker::A,delicioso,delicioso
829,süß::A,doce,doce
830,bitter::A,amargo,amargo
831,sauer::A,azedo,azedo
832,hell::A,claro,claro
833,dunkel::A,escuro,escuro
834,dunkel::A,escuro,sombrio
835,dunkel::A,sombrio,escuro
836,dunkel::A,sombrio,sombrio
837,schwarz::A,preto,preto
838,weiß::A,branco,branco
839,rot::A,vermelho,vermelho
840,gelb::A,amarelo,amarelo
841,blau::A,azul,azul
842,grün::A,verde,verde
843,grau::A,cinzento,cinzento
844,bunt::A,colorido,colorido
845,billig::A,barato,barato
846,teuer::A,caro,caro
847,wertvoll::A,valioso,valioso
848,wertvoll::A,valioso,precioso
849,wertvoll::A,precioso,valioso
850,wertvoll::A,precioso,precioso
851,blind::A,cego,cego
852,taub::A,surdo,surdo
853,kräftig::A,forte,forte
854,kräftig::A,forte,poderoso
855,kräftig::A,poderoso,forte
856,kräftig::A,poderoso,poderoso
857,stark::A,forte,forte
