,Concept_ID,kl,te
159,Huhn::N,marloraaqaaq,కోడిపిల్ల
160,Hahn::N,kiasiusaq,కోడివుంజు
161,Gans::N,nerleq,ఆడుబాతు
162,Adler::N,nattoralik,గ్రద్ద
163,Eule::N,uppik,గ్రుడ్లగూబ
164,Kranich::N,qorlorfik,కొంగ
165,Krähe::N,tuluatsiaq,కాకి
166,Kuckuck::N,kukkooq,కోయల
167,Schwan::N,qussuk,హంస
168,Fisch::N,aalisagaq,చేప
169,Schlange[Tier]::N,pulateriarsuk,పాము
170,Schlange[Tier]::N,pulateriaarsuk,పాము
171,Spinne::N,aasiaq,సాలె పురుగు
172,Spinne::N,nissavaarsuk,సాలె పురుగు
173,Ameise::N,uniaaluk,చీమ
174,Laus::N,kumak,పేను
175,Mücke::N,ippernaq,చీకటీగ
176,Fliege::N,ippernaq,ఈగ
177,Schmetterling::N,paluaq,సీతాకోకచిలుక
178,Schmetterling::N,pakkaluaq,సీతాకోకచిలుక
179,Schmetterling::N,utsuppaluaq,సీతాకోకచిలుక
180,Schmetterling::N,taqaleqisaaq,సీతాకోకచిలుక
181,Beere::N,paarmaq,కాయ
182,Beere::N,paarngaq,కాయ
183,Apfel::N,iipili,ఆపిల్ పండు
184,Pilz::N,anngiusaq,కుక్కగొడుగు
185,Zwiebel::N,uanitsoq,నీరుల్లి
186,Saat::N,naatsiiassaq,విత్తనము
187,Korn::N,maannineq,గింజ
188,Schale::N,niutsivik,పొట్టు
189,Schale::N,ilulissaq qaartussaq,పొట్టు
190,Grube::N,itersaq,గొయ్యి
191,Falle::N,pualavoq,బోను
192,Schlinge::N,orseq,ఉరి
193,Schlinge::N,norloq,ఉరి
194,Spur::N,tumaa,జాడ
195,Asche::N,arsat,బూడిద
196,Dreck::N,minguk,ముఱికి
197,Eisen::N,savimineq,ఇనుము
198,Eisen::N,saffiugassaq,ఇనుము
199,Gold::N,kuulti,బంగారము
200,Silber::N,siilviuvoq,వెండి
201,Kohle::N,aamarsuit aamaruutissat,నేలబొగ్గు
202,Glas::N,igalaaq,గాజు
203,Glas::N,imertarfik,గాజు
204,Glas::N,igalaamineq,గాజు
205,Lehm::N,marraq,బంకమన్ను
206,Sand::N,sioqqat,ఇసుక
207,Mensch::N,inuk,నరుడు
208,Mensch::N,silamiu,నరుడు
209,Mann::N,angut,పురుమడు
210,Frau::N,arnaq,ఆడుది
211,Kind::N,meeraq,బిడ్డ
212,Junge::N,nukappiaraq,బాలుడు
213,Mädchen::N,arnannguaq,బాలిక
214,Familie::N,ilaqutakka,కుటుంబము
215,Familie::N,ilaqutariit,కుటుంబము
216,Großvater::N,aatak,తాత
217,Großmutter::N,aanaq,అయ్యమ్మ
218,Eltern::N,angajoqqaat,తల్లితండ్రులు
219,Vater::N,ataata,తండ్రి
220,Vater::N,ataataq,తండ్రి
221,Mutter::N,anaana,తల్లి
222,Sohn::N,erneq,కొడుకు
223,Tochter::N,panik,కూతురు
224,Bruder::N,ani,పోదరుడు
225,Bruder::N,aqqaluk,పోదరుడు
226,Bruder::N,qatanngut,పోదరుడు
227,Schwester::N,naja,సోదరి
228,Schwester::N,aleqa,సోదరి
229,Schwester::N,qatanngut,సోదరి
230,Onkel::N,akkak,మేనమామ
231,Tante::N,aja,మేనత్త
232,Tante::N,aja,పినతల్లి
233,Tante::N,ajak,మేనత్త
234,Tante::N,ajak,పినతల్లి
235,Tante::N,atsak,మేనత్త
236,Tante::N,atsak,పినతల్లి
237,Ehemann::N,ui,భర్త
238,Ehefrau::N,nuliaq,భార్య
239,Freude::N,tipaatsussuseq,సంతోషము
240,Gelächter::N,illaq,నవ్వు
241,Glück::N,usornaat,సంతోషము
242,Glück::N,usornarsuseq,సంతోషము
243,Wunsch::N,kissaat,కోరిక
244,Lust::N,illigussuseq,కోరిక
245,Lust::N,piummaseq,కోరిక
246,Geist::N,anerneq,ఆత్మ
247,Geist::N,toornaq,ఆత్మ
248,Gedanke::N,isumassaq,ఆలోచన
249,Gedächtnis::N,eqqaamannissuseq,జ్ఞాపకము
250,Verstand::N,isuma,మనస్సు
251,Verstand::N,sianissut,మనస్సు
252,Verstand::N,misigissut,మనస్సు
253,Verstand::N,sianissuseq,మనస్సు
254,Verstand::N,silaqassuseq,మనస్సు
255,Sinn::N,isuma,అర్థము
256,Grund::N,patsit,కారణము
257,Wahrheit::N,sallusuissut,సత్యము
258,Märchen::N,oqalualaarut,అద్భుతకథ
259,Märchen::N,oqaluasaaq,అద్భుతకథ
260,Erzählung::N,oqaluttuaq,కథ
261,Nachricht::N,oqaassut,వార్త
262,Nachricht::N,oqqersuut,వార్త
263,Neuigkeit::N,tusarnartaq,వార్త
264,Name::N,ateq,పేరు
265,Rätsel::N,nalorsitsaarut,చిక్కు
266,Rede::N,oqaluuseq,ఉపన్యాసము
267,Sprache::N,oqaatsit,భాష
268,Stimme::N,erinaq,కంరథ్సని
269,Stimme::N,qarluuseq,కంరథ్సని
270,Wort::N,oqaasii,మాట
271,Zeichen::N,nalunaaqqut,గుర్తు
272,Ruf::N,qaaqqussut,పిలువు
273,Lärm::N,perpaluk,సందడి
274,Laut::N,torsukattak,ధ్వని
275,Ton::N,erinaq,స్వరము
276,Lied::N,taalliaq,పాట
277,Lied::N,erinarsuut,పాట
278,Ruhe::N,qatsunganeq,గాలిలేమి
279,Leute::N,inuiak,జనులు
280,Leute::N,inuiaqatigiit,జనులు
281,Volk::N,inuiaat,జాతి
282,Arbeit::N,suliaq,పని
283,Gast::N,qaaqqusaq,అతిధి
284,Geschenk::N,pajugut,దానము
285,Hilfe::N,annertoqqut,సాహాయ్యము
286,Freund::N,tiliaq,స్నేహితుడు
287,Freund::N,ikinngut,స్నేహితుడు
288,Kamerad::N,tiliaq,చెలికాడు
289,Kamerad::N,ikinngut,చెలికాడు
290,Art::N,ileqquuseq,జాతి
291,Stück::N,nakkaalaniku,తునుక
292,Teil::N,tassiaasat,భాగము
293,Hälfte::N,affaq,సగము
294,Kreis::N,kaajaluinneq or kaajaluitsoq,వృత్తము
295,Kreuz::N,sanningasulik,సిలువ
296,Linie::N,tittaq,గీత
297,Linie::N,titarneq,గీత
298,Abstand::N,aku,సందు
299,Abstand::N,ikiaq,సందు
300,Entfernung::N,asi,దూరము
301,Gegend::N,nuna,విస్తీర్ణము
302,Platz::N,ini,ఎడము
303,Platz::N,inissaq,ఎడము
304,Ort::N,sumiiffik,స్థలము
305,Seite::N,saneraq,ప్రక్క
306,Mitte::N,qiteq,నడిమి
307,Sache::N,pigisaq,వస్తువు
308,Rand::N,sini,అంచు
309,Rand::N,akerfineq,అంచు
310,Kante::N,akerfineq,అంచు
311,Ecke::N,teqeqqoq,మూల
312,Ecke::N,tikeqqoq,మూల
313,Spitze::N,inngik,మొన
314,Ende::N,isu,కొన
315,Loch::N,putu,రంధ్రము
316,Winkel::N,teqeqqorissaat,కోణము
317,Muster::N,ilisserut,మాదిరి
318,Größe::N,angissuseq,పరిమాణము
319,Länge::N,takissuseq,పొడుగు
320,Gewicht::N,oqimaalutaq,భారము
321,Menge::N,amerlassuseq,మొత్తము
322,Haufen::N,eqimattat,రాశి
323,Reihe::N,allunaasaq,వరుస
324,Boot::N,qajaq,పడవ
325,Boot::N,angallat,పడవ
326,Boot::N,umiatsiaq,పడవ
327,Ruder::N,iput,అడక
328,Schlitten::N,qamutit,సరవండ్లు
329,Schlitten::N,qimusseq,సరవండ్లు
330,Ski::N,ataarut,స్కీ
331,Last::N,nammagaq,బరువు
332,Schritt::N,allorneq,అడుగు
333,Norden::N,avannaq,ఉత్తరదిక్కు
334,Süden::N,qava,దక్షిణము
335,Süden::N,kujat,దక్షిణము
336,Süden::N,kujataa,దక్షిణము
337,Westen::N,kitaa,పడమర
338,Osten::N,kangi,తూర్పు
339,Holz::N,qisuk,కొయ్య
340,Brett::N,salliligaq,పలక
341,Platte::N,qaateq,పలక
342,Stütze::N,ajagutaq,వాల్సేడ్లు
343,Stütze::N,ajaagutaq,వాల్సేడ్లు
344,Stange::N,kaaviffik,స్తంభము
345,Stock::N,ajaappissat,కఱ్ఱ
346,Stab::N,ajaappissat,కఱ్ఱ
347,Rohr::N,sullulik,గొట్టము
348,Haus::N,illu,ఇల్లు
349,Ofen::N,kissarsuut,పొయ్యి
350,Fußboden::N,nateq,నేల
351,Tisch::N,allattarfik,మేజా
352,Stuhl::N,issiavik,కుర్చీ
353,Stuhl::N,issiaffik,కుర్చీ
354,Wiege::N,uaasoq,ఉయ్యాల
355,Bett::N,nallavik,పడక
356,Bett::N,nallavik,మంచం
357,Regal::N,ilisivik,అటక
358,Kiste::N,sakissat,వెట్టె
359,Kiste::N,illerfiusaq,వెట్టె
360,Fenster::N,aki,కిటికి
361,Fenster::N,igalaaq,కిటికి
362,Tür::N,matu,ద్వారము
363,Tor::N,isaaffik,ద్వారము
364,Zaun::N,saputit,కంచె
365,Dach::N,qaliaq,ఇంటివైకప్పు
366,Leiter::N,tummeqqat,నిచ్చెన
367,Leiter::N,majuartarfiit,నిచ్చెన
368,Besen::N,saligutit,చీపురుకట్ట
369,Spaten::N,nivaataq,పాఱ
370,Schaufel::N,nivaataq,పాఱ
371,Gabel::N,qilluaq,ముండ్లగరిటె
372,Gabel::N,ajassaatit,ముండ్లగరిటె
373,Löffel::N,alussaat,గరిటె
374,Messer::N,savik,కత్తి
375,Nagel::N,kukik,మేకు
376,Netz::N,anguffaseq,వల
377,Haken::N,nissik,కొక్కెము
378,Haken::N,qarsorsaq,కొక్కెము
379,Haken::N,qarsorsartoq,కొక్కెము
380,Griff::N,ipi,పిడి
381,Schloss::N,illussaarsuaq,తాళము
382,Bild::N,assiliaq,చిత్రము
383,Figur::N,kisitsit,రూపము
384,Puppe::N,inuusaq,బొమ్మ
385,Bündel::N,qilertaq,మూట
386,Tasche::N,pooqattaq,సంచి
387,Deckel::N,matu,మూత
388,Geschirr::N,anut,వంటకాలు
389,Tasse::N,tiitorfik,గిన్నె
390,Tasse::N,tiitorfiup ilorlia,గిన్నె
391,Topf::N,qoqqoq,కుండ
392,Kessel::N,uunnaavik,నీరుకాచుపాత్ర
393,Essen::N,igaaq,ఆహారము
394,Nahrung::N,neqissaq,ఆహారము
395,Speise::N,nerisassat,ఆహారము
396,Fleisch::N,neqi,మాంసము
397,Getreide::N,maannineq,ధాన్యము
398,Brot::N,iffit,రొట్టె
399,Brot::N,iffiaq,రొట్టె
400,Scheibe::N,igalaassiaq,బద్ద
401,Fett::N,tarnutissaq,క్రొవ్వు
402,Fett::N,tarnutissiaq,క్రొవ్వు
403,Butter::N,punneq,వెన్న
404,Öl::N,uulia,నూనె
405,Salz::N,taratsut,ఉప్పు
406,Suppe::N,qajoq,చారు
407,Honig::N,tungusunnitsuut,తెనె
408,Milch::N,immuk,పాలు
409,Tee::N,tii,తేనీరు
410,Tee::N,teeq,తేనీరు
411,Wolle::N,nuersagassiaq,ఉన్ని
412,Stoff::N,milliaq,బట్ట
413,Stoff::N,qarlissiaq,బట్ట
414,Nadel::N,meqqut,సూది
415,Faden::N,ujalussiaq,దారము
416,Knopf::N,attat,బొత్తాము
417,Knoten::N,akeroq,ముడి
418,Knoten::N,qilerneq,ముడి
419,Farbe::N,qalipaat,రంగు
420,Kleidung::N,atisat,బట్టలు
421,Kleidung::N,annoraaq,బట్టలు
422,Hemd::N,ilupaaq,చొక్కాయ
423,Kragen::N,qungasiinnaq,మాల
424,Ärmel::N,aaq,చొక్కాయచెయ్యి
425,Hose::N,qarliit,ఇజారు
426,Gürtel::N,qiterut,పటకా
427,Gürtel::N,unngersaq,పటకా
428,Mütze::N,nasaq,టోపి
429,Schuh::N,skuu,పాదరక్ష
430,Schuh::N,ikernuk,పాదరక్ష
431,Schuh::N,ateraasaq,పాదరక్ష
432,Stiefel::N,kamik,బూటు
433,Ring::N,assammiu,ఉంగరము
434,Band::N,qilerutissiaq,నాడా
435,Kamm::N,illaagutit,దువ్వెన
436,Kamm::N,illaajaatit pl.,దువ్వెన
437,Spiegel::N,tarrarsuut,అద్దము
438,Riemen::N,allunaaq,వాడా
439,Schnur::N,kujaaq,దారము
440,Schnur::N,allunaasaq,దారము
441,Leine::N,aleq,వారు
442,Decke::N,qipik,కంబళి
443,Kissen::N,akit,తలగడ
444,Tuch::N,qarlissiaq,బట్ట
445,Handtuch::N,allarut,తువాలు
446,Handtuch::N,allarterut,తువాలు
447,Kraft::N,pissak,బలము
448,Stärke::N,qerattarsaat,శక్తి
449,Gesundheit::N,peqqisusseq,ఆరోగ్యము
450,Krankheit::N,nappaat,రోగము
451,Schmerz::N,anniaat,నొప్పి
452,Wunde::N,iki,గాయము
453,Fieber::N,nappaat qanimanartoq,జ్వరము
454,Arznei::N,imigassaq,మందు
455,Brücke::N,ikaartarfik,వంతెన
456,Brunnen::N,tissaluttuliaq,బావి
457,Brunnen::N,tissaluttuliaq,కూపము
458,Brunnen::N,tissaluttuliaq,నుయ్యి
459,Weide::N,masarsuk,పచ్చికబయలు
460,Pfad::N,aqqut,కాలిత్రోవ
461,Weg::N,aggerfik,మార్గము
462,Straße::N,aqqusineq,బాట
463,Dorf::N,nunaqarfik,గ్రామము
464,Stadt::N,illorpaat,పట్టణము
465,Stadt::N,illorpalik,పట్టణము
466,Brief::N,allagarsiaq,జాబు
467,Buch::N,atuakkat,పుస్తకము
468,Buch::N,mappersagaq,పుస్తకము
469,Buchstabe::N,naqinneq,అక్షరము
470,Zeitung::N,aviisi,వార్తాపత్రిక
471,Leben::N,inuussuseq,ప్రాణము
472,Tod::N,toqu,మరణము
473,Tod::N,toquneq,మరణము
474,Grab::N,iliveq,సమాధి
475,Grab::N,illissat,సమాధి
476,Kirche::N,oqaluffik,క్రెస్తవులగుడి
477,Sünde::N,ajorti,పాపము
478,Arbeiter::N,sulisoq,పనిపాటుచేశేవాడు
479,Chef::N,ittoqut,యజమానుడు
480,Meister::N,naalagaq,కళాకారుడు
481,Arzt::N,katsorsaasoq,వైద్యుడు
482,Lehrer::N,ilinniartitsisoq,ఉపాధ్యాయుడు
483,Geld::N,aningaasat,ద్రవ్యము
484,Geschäft::N,niuertarfik,వ్యాపారము
485,Laden::N,niuertarfik,అంగడి
486,Preis::N,aki,వెల
487,Ware::N,qaliata pii,సరకులు
488,Ware::N,nioqqutissaq,సరకులు
489,Nutzen::N,iluaqut,ప్రయోజనము
490,Welt::N,nunarsuaq,ప్రపంచము
491,Land::N,nuna,దేశము
492,König::N,kunngi,రాజు
493,Macht::N,pissaassuseq,అధికారము
494,Grenze::N,killik,సరిహద్దు
495,Krieg::N,sorsunneq,యుద్ధము
496,Feind::N,akeraq,శత్రువు
497,Feind::N,akerartorti,శత్రువు
498,Feind::N,qinngarsuisoq,శత్రువు
499,Kampf::N,sorsunneq,పోట్లాట
500,Pfeil::N,qalugiusaq,బాణము
501,Gewehr::N,aallaat,తుపాకి
502,Fehler::N,kukkuneq,తప్ప
503,Fehler::N,paarlaappaa,తప్ప
504,Unglück::N,perluut,దురదృష్టము
505,Schuld::N,akiitsugaq,తప్పు
506,Schuld::N,akiligassaq,తప్పు
507,Alter::N,utoqqaq,వయస్సు
508,Schluss::N,isu,ముగింపు
509,Zeit::N,ulloq,కాలము
510,Zeit::N,akuttoqatigiinneq,కాలము
511,Tag::N,ulloq,దినము
512,Morgen::N,ullaaq,ఉదయము
513,Mittag::N,ulloqeqqa,మధ్యాహ్నము
514,Abend::N,unnuk,సాయంకాలము
515,Nacht::N,unnuaq,రత్రి
516,Woche::N,sapaatip akunnera,వారము
517,Monat::N,qaammat,నెల
518,Jahr::N,ukioq,సంవత్సరము
519,Frühling::N,upernaaq,వసంతకాలము
520,Sommer::N,aasaq,వేసవికాము
521,Herbst::N,ukiaq,ఆకురాలుకాలము
522,Winter::N,ukioq,శీతకాలము
523,Januar::N,siulleeq,జనవరి
524,Januar::N,qaammaliaq,జనవరి
525,Februar::N,aarlaat,ఫిబ్రవరి
526,März::N,marsi,మార్చి
527,März::N,martsi,మార్చి
528,Mai::N,maaji,మే
529,Juni::N,juuni,జూన్
530,Juli::N,juuli,జూలై
531,August::N,aggusti,ఆగస్టు
532,September::N,septembari,సెప్ఠెంబరు
533,Oktober::N,oktobari,అక్టోబరు
534,November::N,novembari,నవంబరు
535,Dezember::N,detsembari,డిసెంబర్
536,Montag::N,ataasinngortoq,సోమవారము
537,Dienstag::N,marlunngorneq,మంగళవారము
538,Mittwoch::N,pingasunngorneq,బుధవారము
539,Donnerstag::N,sisamanngorneq,గురువారము
540,Freitag::N,tallimanngorneq,శుక్రవారము
541,Samstag::N,arfininngorneq,శనివారము
542,Sonntag::N,sapaat,ఆదివారము
543,Sonntag::N,sapaati,ఆదివారము
544,groß::A,angivoq,గొప్పైన
545,klein::A,mikivoq,చిన్న
546,lang::A,takisooq,పొడుగాటి
547,kurz::A,naatsoq,పొట్టి
548,breit::A,silippoq,వెడల్పైన
549,schmal::A,amitsoq,ఇఱుకైన
550,dicht::A,torsusooq,దట్టమైన
551,dick[Gegenstand]::A,issuvoq,దట్టమైన
552,dick[Gegenstand]::A,issusooq,దట్టమైన
553,dünn::A,amitsoq,పలుచని
554,fein::A,mamarpoq,నాజాకైన
555,fest::A,tangeqarpoq,దృడమైవ
556,flach::A,nalimmappoq,చదువైన
557,glatt::A,quasak,నున్నని
558,hart::A,mattusooq,కఠినమైన
559,hart::A,manngerpoq,కఠినమైన
560,hart::A,titeqquluppoq,కఠినమైన
561,weich::A,nerumaarpoq,మృదువైన
562,rund::A,ammallorippoq,గుండ్రని
563,spitz::A,qummukujooq,మొనగల
564,scharf::A,ipippoq,పదనైన
565,stumpf::A,anngerpoq,వాడిలేని
566,schwer::A,oqimaappoq,బరువ్తెన
567,schön::A,kusanarpoq,సుందరమైన
568,heiß::A,kiappoq,వేడియైన
569,warm::A,oqorpoq,వెచ్చని
570,kalt::A,issippoq,చల్లని
571,kühl::A,pueqqortippoq,చల్లని
572,feucht::A,isugutavoq,చెమ్మగానున్న
573,feucht::A,qaasernarpoq,చెమ్మగానున్న
574,nass::A,imerorpoq,తడిగామన్న
575,trocken::A,panerpoq,ఎండిన
576,voll::A,ulikkaarpoq,నిండు
577,leer::A,imaattuarpoq,శూన్యమైన
578,offen::A,ammavoq,తెఱచియున్న
579,geschlossen::A,matuvoq,మూసిన
580,sauber::A,eqqippoq,పరిశుద్ధమైన
581,sauber::A,sukuluippoq,పరిశుద్ధమైన
582,sauber::A,ipeqanngilaq,పరిశుద్ధమైన
583,schmutzig::A,tapappoq,ముఱికియైన
584,schmutzig::A,minguppoq,ముఱికియైన
585,roh::A,aapavoq,పచ్చి
586,reif::A,qaarulerpoq,పండివ
587,süß::A,tungusunnippoq,తియ్యని
588,bitter::A,qasilippoq,చేదైన
589,hell::A,qaamavoq,కాంతిగల
590,dunkel::A,qernerpoq,చీకటియైన
591,schwarz::A,qernerpoq,నల్లని
592,weiß::A,qaqorpoq,తెలుపు
593,rot::A,aappaluppoq,ఎఱ్ఱని
594,gelb::A,sungaarpoq,పసుపు పచ్చ
595,blau::A,tungujorpoq,నీలవర్ణము
596,grün::A,qorsooqqippoq,ఆకుపచ్చని
597,grau::A,qaserpoq,నెరిసిన
598,billig::A,akikippoq,చౌకయైన
599,wertvoll::A,erlinnarpoq,విలుప్తెన
600,blind::A,tappiippoq,గ్రుడ్డి
601,blind::A,isigisaqanngilaq,గ్రుడ్డి
602,taub::A,tusilarpoq,చెవిటి
603,kräftig::A,pissaq,శక్తి గల
604,kräftig::A,pissarsuaq,శక్తి గల
605,stark::A,sanngivoq,బలమైన
606,schwach::A,nakuippoq,బలహీనమైన
607,fett::A,pualavoq,క్రొవ్విన
608,schlank::A,tuappoq,సన్నని
609,hübsch::A,aatsialaq,సాగప్తెన
610,böse::A,ajorpoq,చెడ్డ
611,dumm::A,taqajak,తెలివిలేని
612,dumm::A,sikkilluppoq,తెలివిలేని
613,dumm::A,qaatusimasaqanngilaq,తెలివిలేని
614,faul::A,eqiasuppoq,సోమరియైన
615,faul::A,eqiattortuvoq,సోమరియైన
616,fleißig::A,eqiasuippoq,శ్రద్దగల
617,geizig::A,iasilaarpoq,పిసినారియైన
618,geizig::A,tukkuippoq,పిసినారియైన
619,klug::A,mallak,తెలివిగల
620,klug::A,ittanneq,తెలివిగల
621,klug::A,kutaappoq,తెలివిగల
622,klug::A,kuttaappoq,తెలివిగల
623,klug::A,qarasagippoq,తెలివిగల
624,lieb::A,akisooq,ప్రియమైన
625,lustig::A,piikulavoq,ఉల్లాసము గల
626,sanft::A,isumagippoq,సాధువైన
627,hungrig::A,kaappoq,ఆకలిగొనిన
628,hungrig::A,perlilerpoq,ఆకలిగొనిన
629,krank::A,napparsimavoq,వ్యాధిగల
630,traurig::A,aliasuppoq,విచారముగల
631,lebendig::A,uumavoq,ప్రాణముతో నున్న
632,gut::A,ajunngilaq,మంచి
633,schlecht::A,sualuppoq,చెడ్డ
634,richtig::A,iluarpoq,సరియైన
635,schlimm::A,amiilaarnarpoq,అసహ్యమైన
636,wahr::A,ilumoorpoq,నిజమైన
