,Concept_ID,br,ce
329,Tür::N,dor,неӏ
330,Tor::N,portal,ков
331,Zaun::N,sklotur,керт
332,Dach::N,toenn,тхов
333,Leiter::N,skeul,лами
334,Besen::N,skubell,нуй
335,Spaten::N,pal,бел
336,Schaufel::N,pal,аьшкал
337,Gabel::N,fourchetez,мӏара
338,Löffel::N,loa,ӏайг
339,Messer::N,kontell,урс
340,Nagel::N,tach,хьостам
341,Netz::N,roued,бой
342,Haken::N,krog,мӏара
343,Griff::N,kemer,
344,Schloss::N,potenn,чӏега
345,Bild::N,skeudenn,сурт
346,Figur::N,skeud,
347,Figur::N,figur,
348,Puppe::N,merc'hodenn,тайниг
349,Beutel::N,sac'h,гали
350,Bündel::N,feskenn,кочар
351,Tasche::N,sac'h,тӏоьрмиг
352,Eimer::N,sailh,чийлик
353,Deckel::N,pallenn,негӏар
354,Geschirr::N,listriaj,пхьегӏа
355,Sack::N,sac'h,гали
356,Tasse::N,tas,кад
357,Topf::N,pod,яй
358,Kessel::N,chaodouron,яй
359,Essen::N,pred,юург
360,Nahrung::N,boued,кхача
361,Speise::N,meuz,юург
362,Fleisch::N,kig,жижиг
363,Getreide::N,ed,буьртиг
364,Brei::N,yod,xудар
365,Brot::N,bara,бепиг
366,Brot::N,bara,кхаллар
367,Scheibe::N,tailhenn,цастар
368,Fett::N,lard,мохь
369,Butter::N,amann,налха
370,Öl::N,eoul,даьтта
371,Salz::N,holen,туьха
372,Suppe::N,soubenn,чорпа
373,Honig::N,mel,моз
374,Milch::N,laezh,шура
375,Tee::N,te,чай
376,Leder::N,lêr,цӏока
377,Wolle::N,gloan,тӏapгӏa
378,Stoff::N,danvez,кӏади
379,Nadel::N,nadoz,маха
380,Faden::N,neudenn,тай
381,Knopf::N,bouton,нуьйда
382,Knoten::N,skoulm,шад
383,Farbe::N,liv,сир
384,Farbe::N,liv,басар
385,Kleidung::N,dilhad,бедар
386,Hemd::N,roc'hed,коч
387,Kragen::N,gouzoug,кач
388,Ärmel::N,milgin,пхьош
389,Hose::N,bragoù,хеча
390,Gürtel::N,gouriz,доьхка
391,Mütze::N,boned,куй
392,Schuh::N,botez,мача
393,Stiefel::N,botez,этка
394,Ring::N,gwalenn,чӏуг
395,Band::N,bagad,лента
396,Kamm::N,krib,ехк
397,Spiegel::N,melezour,куьзга
398,Riemen::N,lerenn,доьхка
399,Schnur::N,kordenn,муш
400,Leine::N,roll,кочатосу доьхка
401,Decke::N,golo,юргӏа
402,Kissen::N,goubenner,гIайба
403,Tuch::N,mezher,исхар
404,Handtuch::N,toailhon,гата
405,Kraft::N,nerzh,гӏора
406,Stärke::N,nerzhder,гӏап
407,Gesundheit::N,yec'hed,могашалла
408,Krankheit::N,klañved,цамгар
409,Schmerz::N,poan,лазар
410,Schmerz::N,droug,лазар
411,Wunde::N,gloazadenn,чов
412,Fieber::N,terzhienn,xорша
413,Arznei::N,louzoù,молха
414,Brücke::N,pont,тӏай
415,Brunnen::N,puñs,гӏу
416,Weide::N,prad,дак
417,Pfad::N,gwenodenn,тача
418,Weg::N,hent,некъ
419,Straße::N,ru,урам
420,Straße::N,hent,урам
421,Dorf::N,kêr,юрт
422,Dorf::N,kêriadenn,юрт
423,Stadt::N,kêr,гӏала
424,Brief::N,lizher,кехат
425,Buch::N,levr,жайна
426,Buchstabe::N,lizherenn,элп
427,Zeitung::N,kazetenn,газет
428,Leben::N,buhez,дахар
429,Tod::N,marv,далар
430,Tod::N,marv,ӏожалла
431,Grab::N,bez,каш
432,Kirche::N,iliz,килс
433,Sünde::N,pec'hed,къа
434,Gott::N,doue,дела
435,Arbeiter::N,labourer,белхало
436,Arbeiter::N,micherour,белхало
437,Chef::N,penn,хьаькам
438,Meister::N,mestr,говзанча
439,Arzt::N,mezeg,лор
440,Arzt::N,medisin,лор
441,Lehrer::N,skolaer,хьехархо
442,Lehrer::N,kelenner,хьехархо
443,Geld::N,arc'hant,aхча
444,Geschäft::N,stal,туька
445,Laden::N,stal,туька
446,Preis::N,priz,мах
447,Ware::N,marc'hadourezh,хlума
448,Nutzen::N,gounidegezh,пайда
449,Nutzen::N,lañs,пайда
450,Nutzen::N,profit,пайда
451,Nutzen::N,spleit,пайда
452,Reichtum::N,pinvidigezh,хьал
453,Welt::N,douar,дуьне
454,Land::N,bro,мохк
455,Staat::N,stad,пачхьалкх
456,König::N,roue,паччахь
457,Macht::N,galloud,ӏедал
458,Grenze::N,harzoù,доза
459,Krieg::N,brezel,тӏом
460,Feind::N,eneber,мостагӏ
461,Gewalt::N,tâerder,гӏело
462,Kampf::N,kann,къийсам
463,Bogen[Waffe]::N,gwareg,
464,Pfeil::N,saezh,пха
465,Gewehr::N,fuzuilh,топ
466,Fehler::N,fazi,гӏалат
467,Lüge::N,gaou,аьшпаш
468,Schaden::N,gwall,зен
469,Unglück::N,gwalleur,бала
470,Schuld::N,kablusted,бехк
471,Schuld::N,pec'hedigezh,бехк
472,Alter::N,oad,хан
473,Schluss::N,diwezh,чакхе
474,Zeit::N,amzer,хан
475,Tag::N,deizh,де
476,Morgen::N,beure,ӏуьйре
477,Morgen::N,mintin,ӏуьйре
478,Mittag::N,kreisteiz,делкъе
479,Abend::N,abardaez,суьйре
480,Nacht::N,noz,буьйса
481,Woche::N,sizhun,кӏира
482,Monat::N,miz,бутт
483,Jahr::N,bloaz,шо
484,Frühling::N,nevezamzer,бӏаьсте
485,Sommer::N,hañv,аьхке
486,Herbst::N,diskaramzer,гуьйре
487,Winter::N,goañv,ӏа
488,Januar::N,Genver,январь
489,Februar::N,C'hwevrer,февраль
490,März::N,Meurzh,март
491,April::N,Ebrel,апрель
492,Mai::N,Mae,май
493,Juni::N,Mezheven,июнь
494,Juli::N,Gouhere,июль
495,August::N,Eost,август
496,September::N,Gwengolo,сентябрь
497,Oktober::N,Here,октябрь
498,November::N,Du,ноябрь
499,Dezember::N,Kerzu,декабрь
500,Montag::N,Lun,оршот
501,Dienstag::N,Meurzh,шинара
502,Mittwoch::N,Merc'her,кхаара
503,Donnerstag::N,Yaou,еара
504,Freitag::N,Gwener,пӏераска
505,Samstag::N,Sadorn,шот
506,Sonntag::N,Sul,кӏиранде
507,groß::A,bras,доккха
508,klein::A,bihan,кегий
509,lang::A,hir,еха
510,kurz::A,berr,доца
511,breit::A,ledan,шуьйра
512,schmal::A,strizh,готта
513,dicht::A,stank,луьста
514,dick[Gegenstand]::A,tev,стомма
515,dünn::A,moan,дуткъа
516,fein::A,munut,ховха
517,fest::A,start,чӏогӏа
518,flach::A,plaen,чӏапа
519,glatt::A,lintr,шера
520,glatt::A,levn,шера
521,hart::A,kalet,чӏогӏa
522,weich::A,blot,кӏеда
523,rund::A,ront,горга
524,spitz::A,poentet,ира
525,scharf::A,dremm,ира
526,stumpf::A,talsoc'h,аьртa
527,schwer::A,pounner,деза
528,schön::A,kaer,хаза
529,heiß::A,tomm,довха
530,warm::A,tomm,довха
531,kalt::A,yen,шийла
532,kühl::A,yen,шийла
533,frisch::A,fresk,керла
534,feucht::A,gleb,тӏуьна
535,nass::A,gleb,тӏеда
536,trocken::A,sec'h,eкъа
537,voll::A,leun,дуьзна
538,leer::A,goullo,яьсса
539,offen::A,digor,диллина
540,geschlossen::A,serr,дӏакъевлина
541,geschlossen::A,serr,дӏачӏагӏдина
542,sauber::A,naet,цӏена
543,schmutzig::A,lous,боьха
544,roh::A,kriz,буьйда
545,reif::A,darev,хилла
546,lecker::A,lipous,чоме
547,lecker::A,saourus,чоме
548,süß::A,dous,мерза
549,bitter::A,c'hwerv,къаьхьа
550,sauer::A,trenk,муьста
551,hell::A,sklaer,сирла
552,dunkel::A,teñval,бодане
553,schwarz::A,du,ӏаьржа
554,weiß::A,gwenn,кӏайн
555,rot::A,ruz,цӏен
556,gelb::A,melen,можа
557,blau::A,glas,сийна
558,grün::A,gwer,баьццара
559,grau::A,louet,cира
560,grau::A,louet,мокха
561,bunt::A,liesliv,къорза
562,billig::A,marc'had-mat,дораха
563,teuer::A,ker,деза
564,wertvoll::A,prizius,мехала
565,blind::A,dall,бӏаьрзе
566,taub::A,bouzar,къора
567,kräftig::A,start,нуьцкъала
568,stark::A,kreñv,зоьртала
569,stark::A,kreñv,нуьцкъала
570,schwach::A,gwan,гӏорасиза
571,fett::A,lard,дерстана
572,schlank::A,sinkl,куц долу
573,hübsch::A,koant,хаза
574,böse::A,gwall,вон
575,dumm::A,glep,сонта
576,faul::A,lezirek,мало ен
577,fleißig::A,studius,тӏера
578,geizig::A,tost,пис
579,geizig::A,tost,сутара
580,klug::A,speredek,хьекъале
581,geschickt::A,dornet,тӏахъаьлла
582,lieb::A,koant,хьоме
583,lustig::A,laouen,самукъане
584,sanft::A,flour,кlеда
585,hungrig::A,marnaon,меца
586,krank::A,klañv,цомгуш долу
587,nackt::A,noazh,дерзана
588,traurig::A,trist,самукъане воцу
589,lebendig::A,bev,дийна
590,gut::A,mad,дика
591,schlecht::A,fall,вон
592,schlecht::A,gwall,вон
593,richtig::A,reizh,нийса
594,schlimm::A,gwall,вон
595,wahr::A,gwir,бакъдолу
596,alt::A,kozh,къена
597,neu::A,nevez,керла
598,ehemalig::A,kozh,хилла
599,alt[Lebewesen]::A,kozh,къена
600,jung::A,yaouank,къона
601,arm::A,paour,къен
602,reich::A,pinvidik,хьоле
603,bekannt::A,anavezet,девзаш долу
604,berühmt::A,brudet,цӏеяхана
605,fremd::A,dizanav,нехан
606,verschieden::A,disheñel,тайп-тайпанара
607,nah::A,nes,гергара
608,fern::A,diabell,гена
609,fern::A,diabell,генара
610,linker::A,kleiz,аьрру
611,rechter::A,dehoù,аьтту
612,anderer::A,all,кхин
613,erster::A,kentañ,хьалхара
614,zweiter::A,eil,шолгIа
615,dritter::A,trede,кхоалгӏа
616,letzter::A,diwezhañ,тӏаьххьара
617,allein::ADV,e-unan,цхьаъ
618,auf einmal::ADV,ar un dro,цу сохьтта
619,zusammen::ADV,asambles,цхьана
620,lange::ADV,pell,дукха
621,plötzlich::ADV,en un taol,цIеххьана
622,sofort::ADV,diouzhtu,цу сохьтта
623,später::ADV,diwezhatoc'h,тӏаьхьо
624,jetzt::ADV,bremañ,хӏинца
625,heute::ADV,hiziv,тахана
626,morgen::ADV,arc'hoazh,кхана
627,bald::ADV,hepdale,кеста
628,dann::ADV,a-c'houde,тӏаккха
629,gestern::ADV,dec'h,селхана
630,einst::ADV,gwechall,цкъа
631,damals::ADV,neuze,хӏетахьь
632,danach::ADV,goude,тӏаккха
633,vorher::ADV,diagent,хьалхa
634,zuerst::ADV,da gentañ,хьалха
635,einmal::ADV,ur wech,цкъа
636,manchmal::ADV,a-wechoù,цкъаццкъа
637,oft::ADV,alies,кест-кеста
638,immer::ADV,atav,даим
639,immer::ADV,bepred,даим
640,niemals::ADV,gwech ebet,цкъа а
641,hier::ADV,amañ,кхузахь
642,hierhin::ADV,dre amañ,кхуза
643,von hier::ADV,alemañ,кхузара
644,dort::ADV,aze,цигахь
645,dort::ADV,ahont,цигахь
646,dorthin::ADV,di,цига
647,dorthin::ADV,aze,цига
648,dorthin::ADV,ahont,цига
649,geradeaus::ADV,war-eeun,нийса дӏа
650,vorwärts::ADV,war-raok,хьалха
651,rückwärts::ADV,war-lerc'h,юха
652,zurück::ADV,war-dreñv,юха
653,unten::ADV,en traoñ,лахахь
654,hinab::ADV,a-izel,охьа
655,oben::ADV,en nec'h,лакхахь
656,hinauf::ADV,e-krec'h,хьала
657,überall::ADV,dre-holl,массанхьа
658,nicht::ADV,ne ... ket,ца
659,ein wenig::ADV,un tammig,кӏеззиг
660,kaum::ADV,a-boan,халла
661,sehr::ADV,-tre,вуно
662,sehr::ADV,-kenañ,вуно
663,so::ADV,evel-se,
664,noch::ADV,c'hoazh,кхин
665,nur::ADV,hepken,бен ...ца
666,schon::ADV,dija,хӏинцале
667,wieder::ADV,adarre,юха а
668,vor::PRP,dirak,хьалха
669,hinter::PRP,a-drek,тӏехьа
670,hinter::PRP,a-dreñv,тӏехьа
671,unter::PRP,dindan,кIелахь
672,durch::PRP,dre,чекх
673,neben::PRP,e-kichen,юххе
674,zwischen::PRP,etre,юккъехь
675,wegen::PRP,abalamour da,дуьхьа
676,dies::PRN,hemañ,и
677,dies::PRN,hemañ,иза
678,das::PRN,se,и
679,das::PRN,se,иза
680,das::PRN,hennezh,и
681,das::PRN,hennezh,иза
682,alles::PRN,pep tra,дерриг
683,ich::PRN,me,cо
684,du::PRN,te,хьо
685,er::PRN,eñ,и
686,er::PRN,eñ,иза
687,wir::PRN,ni,тхо
688,wir::PRN,ni,вай
689,ihr::PRN,c'hwi,шу
690,sie::PRN,int,уьш
691,was::FPRN,petra,хӏун
692,wer::FPRN,piv,мила
693,wo::FADV,pelec'h,мичaхь
694,wohin::FADV,da belec'h,мича
695,wie::FADV,penaos,муха
696,warum::FADV,perak,хӏунда
697,wieviel::FNUM,pet,мел
698,wieviel::FNUM,pet,маса
699,eins::NUM,unan,цхьаъ
700,zwei::NUM,daou,шиъ
701,drei::NUM,tri,кхоъ
702,vier::NUM,pevar,диъ
703,fünf::NUM,pemp,пхиъ
704,sechs::NUM,c'hwec'h,ялх
705,sieben::NUM,seizh,ворхӏ
706,acht::NUM,eizh,бархӏ
707,neun::NUM,nav,исс
708,zehn::NUM,dek,итт
709,elf::NUM,unnek,цхьайтта
710,zwölf::NUM,daouzek,шийтта
711,zwanzig::NUM,ugent,ткъа
712,dreißig::NUM,tregont,ткъе итт
713,vierzig::NUM,daou-ugent,шовзткъа
714,fünfzig::NUM,hanter-kant,шовзткъе итт
715,sechzig::NUM,tri-ugent,кхузткъа
716,siebzig::NUM,dek ha tri-ugent,кхузткъе итт
717,achtzig::NUM,pevar-ugent,дезткъа
718,neunzig::NUM,dek ha pevar-ugent,дезткъе итт
719,hundert::NUM,kant,бӏе
720,tausend::NUM,mil,эзар
721,und::CNJ,ha,a
722,oder::CNJ,pe,я
723,stehen::V,bezañ a-sav,латта
724,sitzen::V,azezañ,хиъна ӏан
725,sitzen::V,bezañ en e goazez,хиъна ӏан
726,liegen::V,bezañ en e c'hourvez,ӏилла
727,hängen::V,krougañ,кхаза
728,werden::V,dazonet,хила
729,passieren::V,c'hoarvezout,хила
730,beginnen::V,stagañ,доло
731,enden::V,achuiñ,дӏадерза
732,wechseln::V,cheñch,хийца
733,aufgehen[Sonne]::V,dirouzañ,кхета
734,scheinen[Sonne]::V,lugernañ,серло яла
735,donnern::V,taranal,къекъа
736,wehen::V,c'hwezhañ,хьекха
737,strömen::V,deredek,эха
738,fließen::V,redek,охьаэха
739,sich drehen::V,troiñ,хьийза
740,schwanken::V,trantellat,леста
741,schwingen::V,froumal,лесто
742,fallen::V,kouezhañ,охьакхета
743,brennen::V,deviñ,дага
744,rauchen::V,divogedañ,оза
745,regnen::V,glavañ,догlа догlу
746,gefrieren::V,reviñ,гӏоро
747,tauen::V,diskornañ,даша
748,schmelzen::V,teuziñ,лала
749,trocknen::V,sec'hañ,дакъо
750,sieden::V,berviñ,кхехка
751,faulen::V,breinañ,дахкадала
752,verfaulen::V,breinañ,дахкадала
753,reißen::V,darnaouiñ,хеда
754,versinken::V,sodellañ,хичудаха
755,vergehen::V,tremen,дlаэха
756,erscheinen::V,donet war-wel,схьадала
757,erscheinen::V,donet war-wel,ӏоттадала
758,verschwinden::V,monet diwar wel,къайладала
759,sinken::V,en em izelat,лахдала
760,abnehmen::V,nebeutaat,
761,zunehmen::V,kreskiñ,лакхадала
762,steigen::V,sevel,хьаладала
763,wachsen::V,kreskiñ,кхиа
764,glänzen::V,lugernañ,лепа
765,funkeln::V,elieniñ,къега
766,lärmen::V,rabotat,гӏовгӏаян
767,klirren::V,diridignat,дека
768,klirren::V,sterlinkañ,дека
769,brausen::V,gwegal,хьаьдда даха
770,rauschen::V,trouzal,леста
771,klingen::V,seniñ,дека
772,bellen::V,harzhal,лета
773,heulen::V,yudal,угӏа
774,blasen::V,c'hwezhañ,хӏуп баха
775,pfeifen::V,c'hwitellat,шок етта
776,schreien::V,huchal,мохь бетта
777,stöhnen::V,hirvoudiñ,узарш дан
778,zittern::V,krenañ,дега
779,leben::V,bevañ,даха
