,Concept_ID,ku,ro
186,Vogel::N,çûk,pasăre
187,Schwarm::N,lufik,cârd
188,Huhn::N,mirîşk,găină
189,Hahn::N,dîk,cocoș
190,Gans::N,qaz,gâscă
191,Adler::N,eylo,vultur
192,Ente::N,werdek,rață
193,Eule::N,bûm,bufniță
194,Eule::N,kund,bufniță
195,Kranich::N,quling,cocor
196,Krähe::N,qijik,cioară
197,Kuckuck::N,pepûk,cuc
198,Schwan::N,qû,lebădă
199,Fisch::N,masî,pește
200,Barsch::N,okûn,biban
201,Hecht::N,mesîyê lûf,știucă
202,Schlange[Tier]::N,mar,șarpe
203,Wurm::N,kurm,vierme
204,Spinne::N,pîrê,păianjen
205,Ameise::N,mîro,furnică
206,Ameise::N,gêrîk,furnică
207,Laus::N,spi,păduche
208,Mücke::N,mêş,țânțar
209,Fliege::N,mêş,muscă
210,Schmetterling::N,perperîk,fluture
211,Beere::N,hirç,boabă
212,Apfel::N,sêv,măr
213,Pilz::N,bîrov,burete
214,Pilz::N,bîrov,ciupercă
215,Zwiebel::N,pîvaz,ceapă
216,Saat::N,tov,semănătură
217,Korn::N,dexl,grâu
218,Heu::N,sap,fân
219,Schale::N,qaşik,coajă
220,Grube::N,çahl,groapă
221,Falle::N,dafik,cursă
222,Falle::N,dafik,capcană
223,Schlinge::N,dahf,laț
224,Spur::N,rêç,dâră
225,Asche::N,xweli,cenușă
226,Dreck::N,gemarî,noroi
227,Dreck::N,gemarî,murdărie
228,Eisen::N,hesing,fier
229,Gold::N,zêr,aur
230,Silber::N,zîv,argint
231,Kohle::N,komir,cărbune
232,Glas::N,qedeh,sticlă
233,Lehm::N,kelpîç,lut
234,Lehm::N,kelpîç,humă
235,Sand::N,qûm,nisip
236,Mensch::N,mirov,om
237,Mensch::N,mirov,persoană
238,Mann::N,mêr,om
239,Mann::N,mêr,bărbat
240,Frau::N,jin,femeie
241,Kind::N,zarok,copil
242,Junge::N,kur,băiat
243,Junge::N,kur,flăcău
244,Mädchen::N,keç,fată
245,Mädchen::N,keçik,fată
246,Familie::N,malbat,familie
247,Großvater::N,bapîr,bunic
248,Großvater::N,bapîr,tată mare
249,Großmutter::N,pîrik,bunică
250,Großmutter::N,pîrik,mamă mare
251,Eltern::N,bavudê,părinți
252,Vater::N,bav,tată
253,Vater::N,bav,părinte
254,Mutter::N,dê,mamă
255,Mutter::N,dayik,mamă
256,Sohn::N,kur,fiu
257,Sohn::N,kur,fecior
258,Tochter::N,keç,fiică
259,Bruder::N,bira,frate
260,Schwester::N,xweh,soră
261,Onkel::N,am,unchi
262,Onkel::N,xal,unchi
263,Tante::N,metik,mătușă
264,Tante::N,xaltîk,mătușă
265,Ehemann::N,mêr,soț
266,Ehemann::N,mêr,bărbat
267,Ehefrau::N,kulfet,soție
268,Freude::N,kêfxweşî,bucurie
269,Gelächter::N,pîrqînî,râset
270,Glück::N,bext,fericire
271,Kummer::N,derd,mâhnire
272,Wunsch::N,daxwaz,dorință
273,Wunsch::N,daxwaz,deziderat
274,Wunsch::N,xwestek,dorință
275,Wunsch::N,xwestek,deziderat
276,Lust::N,şewq,poftă
277,Lust::N,şewq,înclinare
278,Geist::N,aqil,duh
279,Geist::N,aqil,minte
280,Geist::N,aqil,suflet
281,Gedanke::N,fikir,gând
282,Gedanke::N,fikir,cuget
283,Gedächtnis::N,aqil,memorie
284,Verstand::N,fêm,minte
285,Verstand::N,fêm,intelect
286,Sinn::N,aqil,sens
287,Sinn::N,aqil,înțeles
288,Grund::N,asas,cauză
289,Grund::N,asas,pricină
290,Wahrheit::N,rastî,adevăr
291,Gespräch::N,guftûgo,convorbire
292,Gespräch::N,guftûgo,conversație
293,Märchen::N,çirok,basm
294,Märchen::N,çirok,poveste
295,Erzählung::N,çirok,poveste
296,Erzählung::N,vegotin,poveste
297,Nachricht::N,nûçe,veste
298,Neuigkeit::N,hewal,noutate
299,Neuigkeit::N,hewal,actualitate
300,Name::N,nav,nume
301,Name::N,paşnav,nume
302,Rätsel::N,tiştonek,ghicitoare
303,Rede::N,gotar,discurs
304,Rede::N,axavtin,discurs
305,Sprache::N,ziman,limbă
306,Sprache::N,ziman,limbaj
307,Stimme::N,pejn,glas
308,Wort::N,gotin,cuvânt
309,Zeichen::N,şanek,semn
310,Zeichen::N,şanek,semnal
311,Ruf::N,hawar,chemare
312,Lärm::N,xarbalix,zgomot
313,Lärm::N,xarbalix,tărăboi
314,Laut::N,deng,sunet
315,Laut::N,hês,sunet
316,Ton::N,awaz,ton
317,Lied::N,sitran,cântec
318,Ruhe::N,rihetî,odihnă
319,Ruhe::N,rihetî,liniște
320,Leute::N,xelk,lume
321,Leute::N,xelk,oameni
322,Volk::N,xelk,popor
323,Volk::N,xelk,națiune
324,Arbeit::N,xebat,lucru
325,Gast::N,mêvan,musafir
326,Geschenk::N,diyarî,dar
327,Geschenk::N,diyarî,cadou
328,Spiel::N,lîstik,joc
329,Gesellschaft::N,komal,societate
330,Hilfe::N,alîkarî,ajutor
331,Freund::N,heval,amic
332,Freund::N,heval,prieten
333,Kamerad::N,heval,tovarăș
334,Angelegenheit::N,pirsgirêk,afacere
335,Anzahl::N,çend,număr
336,Anzahl::N,çend,cantitate
337,Art::N,çeh,fel
338,Art::N,çeh,specie
339,Stück::N,lib,bucată
340,Stück::N,parçe,bucată
341,Teil::N,parçe,parte
342,Teil::N,parçe,porție
343,Hälfte::N,nîvî,jumătate
344,Kreis::N,çemil,cerc
345,Kreuz::N,xaç,cruce
346,Linie::N,xezik,linie
347,Strich::N,xezik,linie
348,Strich::N,xezik,trăsătură
349,Abstand::N,dûrahî,distanță
350,Abstand::N,dûrahî,depărtare
351,Entfernung::N,dûrahî,distanță
352,Entfernung::N,dûrahî,depărtare
353,Gegend::N,dever,regiune
354,Platz::N,çih,loc
355,Ort::N,dever,loc
356,Seite::N,rûpel,latură
357,Mitte::N,nav,centru
358,Mitte::N,nabênê,centru
359,Gegenstand::N,tişt,obiect
360,Sache::N,tişt,lucru
361,Sache::N,tişt,chestie
362,Rand::N,kevî,bordură
363,Kante::N,kevî,muchie
364,Kante::N,kevî,bordură
365,Ecke::N,qunç,colț
366,Spitze::N,derzî,vârf
367,Spitze::N,derzî,creștet
368,Ende::N,talî,capăt
369,Loch::N,qul,gaură
370,Winkel::N,kurnîşk,colț
371,Muster::N,desen,desen
372,Größe::N,mezinî,mărime
373,Länge::N,dirêjahî,lungime
374,Höhe::N,bilindayî,înălțime
375,Gewicht::N,giranî,greutate
376,Menge::N,qas,cantitate
377,Haufen::N,lod,grămadă
378,Reihe::N,rêz,șir
379,Reihe::N,rêz,rând
380,Boot::N,kelek,barcă
381,Boot::N,kelek,luntre
382,Ruder::N,bêrik,vâslă
383,Ruder::N,bêrik,lopată
384,Schlitten::N,xîjik,sanie
385,Ski::N,lakan,schi
386,Lagerfeuer::N,agir,foc de tabără
387,Last::N,bar,povară
388,Last::N,bar,sarcină
389,Gang::N,fîtêz,mers
390,Gang::N,fîtêz,umblet
391,Schritt::N,gav,pas
392,Norden::N,bakur,nord
393,Norden::N,bakur,miazănoapte
394,Süden::N,başur,sud
395,Süden::N,başur,miazăzi
396,Westen::N,rojava,apus
397,Osten::N,rojhilat,est
398,Osten::N,rojhilat,răsărit
399,Holz::N,dep,lemn
400,Brett::N,dep,scândură
401,Platte::N,dep,placă
402,Stütze::N,destek,proptea
403,Stange::N,sing,bară
404,Stange::N,sing,prăjină
405,Stock::N,çam,băț
406,Stock::N,çam,baston
407,Stab::N,qat,baston
408,Stab::N,qat,prăjină
409,Rohr::N,borî,tub
410,Rohr::N,borî,țeavă
411,Haus::N,mal,casă
412,Haus::N,xanî,casă
413,Heim::N,mal,casă
414,Heim::N,mal,cămin
415,Ofen::N,sobe,sobă
416,Fußboden::N,binpê,podea
417,Fußboden::N,binpê,dușumea
418,Tisch::N,mase,masă
419,Stuhl::N,kursî,scaun
420,Wiege::N,derguş,leagăn
421,Bett::N,qerewêle,pat
422,Regal::N,rêbaz,rafturi
423,Kiste::N,sindoq,ladă
424,Kiste::N,sindoq,cutie
425,Fenster::N,çam,fereastră
426,Fenster::N,şibeke,fereastră
427,Tür::N,derî,ușă
428,Tor::N,derge,poartă
429,Zaun::N,hejik,gard
430,Dach::N,sere xanî,acoperiș
431,Leiter::N,pêling,scară
432,Besen::N,melkes,mătură
433,Spaten::N,mer,cazma
434,Spaten::N,mer,hârleț
435,Schaufel::N,bêr,lopată
436,Gabel::N,çetel,furculiță
437,Löffel::N,kevçî,lingură
438,Messer::N,kêr,cuțit
439,Nagel::N,bizmar,cui
440,Netz::N,tor,plasă
441,Haken::N,çenqel,cârlig
442,Griff::N,destî,mâner
443,Schloss::N,qonax,lacăt
444,Bild::N,dimen,tablou
445,Bild::N,dimen,imagine
446,Figur::N,figûr,chip
447,Figur::N,figûr,figură
448,Puppe::N,bûk,păpușă
449,Beutel::N,kîsik,pungă
450,Beutel::N,kîsik,săculeț
451,Bündel::N,pêçek,mănunchi
452,Tasche::N,bêrîk,geantă
453,Eimer::N,dewl,găleată
454,Deckel::N,devik,capac
455,Geschirr::N,ferax,vase
456,Geschirr::N,ferax,tacâmuri
457,Sack::N,tûr,sac
458,Tasse::N,kada,ceașcă
459,Topf::N,beroş,oală
460,Kessel::N,şîril,cazan
461,Kessel::N,şîril,căldare
462,Essen::N,xwarin,mâncare
463,Nahrung::N,xwarin,hrană
464,Nahrung::N,xwarin,aliment
465,Speise::N,xwarin,bucate
466,Speise::N,xwarin,fel de bucate
467,Fleisch::N,goşt,carne
468,Getreide::N,zad,cereale
469,Brei::N,hewdêl,pireu
470,Brot::N,,pâine
471,Scheibe::N,parçe,felie
472,Scheibe::N,parçe,bucată
473,Fett::N,rûn,untură
474,Fett::N,rûn,grăsime
475,Butter::N,rûn,unt
476,Öl::N,rûn,ulei
477,Salz::N,xwe,sare
478,Suppe::N,şorbe,supă
479,Suppe::N,şorbe,ciorbă
480,Honig::N,hingiv,miere
481,Milch::N,şîr,lapte
482,Tee::N,çay,ceai
483,Leder::N,çerm,piele
484,Wolle::N,herî,lână
485,Stoff::N,paç,stofă
486,Nadel::N,derzî,ac
487,Faden::N,ta,ață
488,Knopf::N,bişkok,buton
489,Knoten::N,girêk,nod
490,Farbe::N,boyax,vopsea
491,Kleidung::N,çil,haine
492,Kleidung::N,çil,îmbrăcăminte
493,Hemd::N,qutik,cămașă
494,Hemd::N,miltan,cămașă
495,Kragen::N,stûvang,guler
496,Ärmel::N,hûçik,mânecă
497,Hose::N,şewel,pantaloni
498,Gürtel::N,qayiş,cordon
499,Mütze::N,fîno,șapcă
500,Schuh::N,şêkal,gheată
501,Stiefel::N,gizme,cizmă
502,Stiefel::N,çizme,cizmă
503,Ring::N,xelek,inel
504,Ring::N,xelek,verigă
505,Band::N,band,panglică
506,Band::N,band,șiret
507,Kamm::N,şeh,pieptene
508,Spiegel::N,eynik,oglindă
509,Riemen::N,qayiş,curea
510,Schnur::N,doxin,funie
511,Schnur::N,doxin,sfoară
512,Leine::N,şirît,lesă
513,Leine::N,şirît,curea
514,Decke::N,bataniye,pătură
515,Kissen::N,balgî,pernă
516,Tuch::N,şar,batic
517,Handtuch::N,dezmal,prosop
518,Handtuch::N,dezmal,ștergar
519,Kraft::N,hêz,forță
520,Kraft::N,hêz,putere
521,Kraft::N,qewet,forță
522,Kraft::N,qewet,putere
523,Stärke::N,xurtî,tărie
524,Stärke::N,xurtî,vigoare
525,Gesundheit::N,nojdarî,sănătate
526,Krankheit::N,nexweşî,boală
527,Krankheit::N,nexweşî,maladie
528,Schmerz::N,êş,durere
529,Wunde::N,kul,rană
530,Fieber::N,ta,febră
531,Arznei::N,derman,leac
532,Arznei::N,derman,medicament
533,Brücke::N,kopî,pod
534,Brücke::N,kopî,punte
535,Brunnen::N,çal,puț
536,Brunnen::N,kani,puț
537,Weide::N,beyar,izlaz
538,Weide::N,beyar,pășune
539,Pfad::N,xaçirek,cărare
540,Weg::N,rê,drum
541,Straße::N,rê,cale
542,Straße::N,rê,stradă
543,Dorf::N,gund,sat
544,Stadt::N,baçar,oraș
545,Brief::N,name,scrisoare
546,Buch::N,kitêb,carte
547,Buch::N,pirtûk,carte
548,Buchstabe::N,herf,literă
549,Buchstabe::N,herf,caracter
550,Zeitung::N,rojname,ziar
551,Zeitung::N,rojname,gazetă
552,Leben::N,jiyan,viață
553,Tod::N,mirin,moarte
554,Grab::N,mezel,groapă
555,Grab::N,mezel,mormânt
556,Kirche::N,gilyas,biserică
557,Sünde::N,guneh,păcat
558,Gott::N,xwedê,zeu
559,Arbeiter::N,hîşçî,muncitor
560,Chef::N,bêg,șef
561,Meister::N,hoste,meșter
562,Meister::N,hoste,maestru
563,Arzt::N,doktor,medic
564,Arzt::N,doktor,doctor
565,Lehrer::N,mamoste,profesor
566,Lehrer::N,mamoste,învățător
567,Geld::N,pere,bani
568,Geld::N,pere,parale
569,Geschäft::N,firoşgeh,treabă
570,Geschäft::N,firoşgeh,afacere
571,Laden::N,dikan,magazin
572,Laden::N,dikan,prăvălie
573,Preis::N,buha,preț
574,Ware::N,tişt,marfă
575,Nutzen::N,fêde,folos
576,Nutzen::N,fêde,profit
577,Reichtum::N,serwet,avuție
578,Reichtum::N,serwet,bogăție
579,Welt::N,dinya,lume
580,Land::N,welat,țară
581,Staat::N,dewlet,stat
582,König::N,şah,rege
583,König::N,qral,rege
584,Macht::N,qewet,putere
585,Macht::N,qewet,putință
586,Macht::N,destihilat,putere
587,Macht::N,destihilat,putință
588,Grenze::N,kevî,hotar
589,Grenze::N,kevî,graniță
590,Grenze::N,kevî,frontieră
591,Krieg::N,çeng,război
592,Krieg::N,sêwaş,război
593,Feind::N,dijmin,dușman
594,Gewalt::N,zor,violență
595,Kampf::N,şer,luptă
596,Bogen[Waffe]::N,kêvan,arc
597,Pfeil::N,çîrik,săgeată
598,Gewehr::N,tifing,armă
599,Gewehr::N,tifing,pușcă
600,Fehler::N,şaşî,eroare
601,Fehler::N,şaşî,greșeală
602,Lüge::N,derew,minciună
603,Schaden::N,xisar,daună
604,Schaden::N,xisar,pagubă
605,Unglück::N,bêbextî,nenorocire
606,Schuld::N,suç,vină
607,Alter::N,temen,etate
608,Alter::N,temen,vârstă
609,Schluss::N,girtin,sfârșit
610,Zeit::N,çax,timp
611,Zeit::N,çax,vreme
612,Tag::N,roj,zi
613,Morgen::N,sibeh,dimineață
614,Mittag::N,nîro,prânz
615,Mittag::N,nîro,amiază
616,Abend::N,êvar,seară
617,Nacht::N,şev,noapte
618,Woche::N,heftî,săptămână
619,Monat::N,meh,lună
620,Jahr::N,sal,an
621,Frühling::N,bihar,primăvară
622,Sommer::N,havîn,vară
623,Herbst::N,payîz,toamnă
624,Winter::N,zistan,iarnă
625,Januar::N,çile,ianuarie
626,Februar::N,sibat,februarie
627,März::N,adar,martie
628,April::N,nîsan,aprilie
629,Mai::N,gûlan,mai
630,Juni::N,hezîran,iunie
631,Juli::N,tîmeh,iulie
632,August::N,tebax,august
633,September::N,îlon,septembrie
634,Oktober::N,çotmeh,octombrie
635,November::N,mijdar,noiembrie
636,Dezember::N,kanûn,decembrie
637,Montag::N,duşemb,luni
638,Dienstag::N,sêşem,marți
639,Mittwoch::N,çarşemb,miercuri
640,Donnerstag::N,pêşemb,joi
641,Freitag::N,în,vineri
642,Samstag::N,şemî,sâmbătă
643,Sonntag::N,yekşemb,duminică
644,groß::A,mezin,mare
645,klein::A,çûçik,mic
646,lang::A,dirêj,lung
647,kurz::A,kin,scurt
648,breit::A,fireh,lat
649,breit::A,fireh,larg
650,schmal::A,tenik,strâmt
651,dicht::A,gir,des
652,dick[Gegenstand]::A,şîşman,gros
653,dünn::A,zirav,subțire
654,fein::A,tenik,fin
655,fein::A,tenik,subțire
656,fest::A,saxlem,tare
657,fest::A,saxlem,solid
658,flach::A,pahn,șes
659,flach::A,pahn,plan
660,glatt::A,dûz,lins
661,glatt::A,şayîk,lins
662,hart::A,hişk,dur
663,weich::A,nerm,moale
664,rund::A,gilover,rotund
665,rund::A,gilover,circular
666,spitz::A,pîj,ascuțit
667,scharf::A,tûj,tăios
668,scharf::A,tûj,ascuțit
669,stumpf::A,ne tûj,tocit
670,schwer::A,giran,greu
671,schön::A,xweş,frumos
672,schön::A,xweşik,frumos
673,heiß::A,kelandî,cald
674,heiß::A,kelandî,fierbinte
675,warm::A,germ,cald
676,warm::A,germ,fierbinte
677,kalt::A,sar,rece
678,kühl::A,jemîrî,rece
679,kühl::A,jemîrî,răcoros
680,frisch::A,ter,răcoros
681,frisch::A,ter,proaspăt
682,feucht::A,şil,umed
683,feucht::A,şil,jilav
684,nass::A,şilek,ud
685,trocken::A,zuwa,sec
686,trocken::A,zuwa,uscat
687,voll::A,tijî,plin
688,leer::A,vala,gol
689,offen::A,vekirî,deschis
690,geschlossen::A,asê,închis
691,sauber::A,pakij,curat
692,schmutzig::A,lewitî,murdar
693,roh::A,xav,crud
694,reif::A,gihaştî,copt
695,lecker::A,xweş,gustos
696,süß::A,şîrîn,dulce
697,bitter::A,tahl,amar
698,sauer::A,tirş,acru
699,hell::A,ronî,clar
700,hell::A,ronî,luminos
701,dunkel::A,tarî,obscur
702,dunkel::A,tarî,întunecos
703,schwarz::A,reş,negru
704,weiß::A,sipî,alb
705,rot::A,sor,roșu
706,gelb::A,zer,galben
707,blau::A,şîn,albastru
708,grün::A,şîn,verde
709,grau::A,gewr,gri
710,grau::A,gewr,cenușiu
711,bunt::A,rengîn,colorat
712,billig::A,erzan,ieftin
713,teuer::A,biha,scump
714,wertvoll::A,hêja,prețios
715,wertvoll::A,giranbiha,prețios
716,blind::A,kor,orb
717,taub::A,kerr,surd
718,kräftig::A,gir,tare
719,kräftig::A,gir,forte
720,kräftig::A,gir,robust
721,kräftig::A,xurt,tare
722,kräftig::A,xurt,forte
723,kräftig::A,xurt,robust
724,stark::A,xurt,viguros
725,stark::A,xurt,puternic
726,schwach::A,kesad,slab
727,schwach::A,kesad,debil
728,fett::A,qelew,gras
729,schlank::A,zirav,zvelt
730,hübsch::A,xweşik,drăguț
731,böse::A,xerab,rău
732,böse::A,xerab,răutăcios
733,böse::A,aciz,rău
734,böse::A,aciz,răutăcios
735,dumm::A,gêj,nerod
736,dumm::A,gêj,tâmpit
737,faul::A,têmbêl,leneș
738,fleißig::A,jêhatî,harnic
739,fleißig::A,jêhatî,sârguincios
740,geizig::A,destgirtî,calic
741,geizig::A,destgirtî,zgârcit
742,klug::A,baqil,isteț
743,klug::A,baqil,deștept
744,geschickt::A,zîrek,dibaci
745,geschickt::A,ziring,dibaci
746,lieb::A,delal,drag
747,lieb::A,delal,iubit
748,lustig::A,kêfxweş,vesel
749,sanft::A,nazenîn,blând
750,sanft::A,nazenîn,blajin
751,hungrig::A,birçî,flămând
752,krank::A,nexweş,bolnav
753,nackt::A,rût,gol
754,nackt::A,tazî,gol
755,traurig::A,xemgîn,trist
756,traurig::A,xemgîn,mâhnit
757,lebendig::A,bisaxî,viu
758,gut::A,baş,bun
759,schlecht::A,xerab,rău
760,schlecht::A,xerab,prost
761,richtig::A,rast,drept
762,richtig::A,rast,corect
763,richtig::A,saxlem,drept
764,richtig::A,saxlem,corect
765,schlimm::A,nebaş,rău
766,wahr::A,rast,adevărat
767,alt::A,pîr,uzat
768,alt::A,pîr,vechi
769,alt::A,kevn,uzat
770,alt::A,kevn,vechi
771,neu::A,nû,nou
772,ehemalig::A,kevnar,fost
773,ehemalig::A,kevnar,anterior
774,ehemalig::A,peşidar,fost
775,ehemalig::A,peşidar,anterior
776,alt[Lebewesen]::A,pîr,bătrîn
777,jung::A,xort,tânăr
778,arm::A,feqîr,sărac
779,arm::A,feqîr,sărman
780,arm::A,desteng,sărac
781,arm::A,desteng,sărman
782,reich::A,dewlemend,avut
783,reich::A,dewlemend,bogat
784,bekannt::A,naskirî,cunoscut
785,berühmt::A,navdar,renumit
786,fremd::A,xerîb,străin
787,verschieden::A,çîhê,diferit
788,verschieden::A,çîhê,deosebit
789,nah::A,nêzîk,apropiat
790,fern::A,dûr,departe
791,linker::A,çepê,stâng
792,rechter::A,rastê,drept
793,anderer::A,yê din,alt
794,erster::A,yekemîn,prim
795,zweiter::A,duda,al doilea
796,dritter::A,sisêya,treilea
797,letzter::A,paşîn,final
798,allein::ADV,tenê,singur
799,auf einmal::ADV,jar kê,dintrodată
800,zusammen::ADV,tev,împreună
801,zusammen::ADV,bi hev re,împreună
802,lange::ADV,dirêj,îndelung
803,lange::ADV,dirêj,mult timp
804,plötzlich::ADV,ji nişkave,deodată
805,plötzlich::ADV,ji nişkave,pe neașteptate
806,sofort::ADV,yekser,imediat
807,sofort::ADV,yekser,numaidecît
808,später::ADV,paşiyê,mai apoi
809,später::ADV,paşiyê,mai târziu
810,jetzt::ADV,nuha,acum
811,heute::ADV,îro,azi
812,heute::ADV,îro,astăzi
813,morgen::ADV,sibeh,mâine
814,bald::ADV,nêzîk,curând
815,dann::ADV,paşê,apoi
816,gestern::ADV,do,ieri
817,einst::ADV,jar ke,odată
818,einst::ADV,jar ke,odinioară
819,damals::ADV,hîngî,atunci
820,damals::ADV,hîngî,pe atunci
821,danach::ADV,piştra,după aceasta
822,vorher::ADV,pîşî,mai întâi
823,vorher::ADV,pîşî,în prealabil
824,zuerst::ADV,bere,întâi
825,zuerst::ADV,bere,în primul rând
826,einmal::ADV,çarik,odată
827,manchmal::ADV,çarna,uneori
828,manchmal::ADV,çarna,câteodată
829,oft::ADV,gelek çaran,des
830,oft::ADV,gelek çaran,deseori
831,immer::ADV,daîm,mereu
