,Concept_ID,te,sk
502,Geld::N,ద్రవ్యము,peniaze
503,Geschäft::N,వ్యాపారము,obchod
504,Laden::N,అంగడి,obchod
505,Preis::N,వెల,cena
506,Ware::N,సరకులు,tovar
507,Nutzen::N,ప్రయోజనము,osoh
508,Nutzen::N,ప్రయోజనము,úžitok
509,Reichtum::N,ధనము,bohatstvo
510,Welt::N,ప్రపంచము,svet
511,Land::N,దేశము,územie
512,Land::N,దేశము,krajina
513,Staat::N,రాజ్యము,štát
514,König::N,రాజు,kráľ
515,Macht::N,అధికారము,moc
516,Macht::N,అధికారము,mocnosť
517,Grenze::N,సరిహద్దు,hranica
518,Krieg::N,యుద్ధము,vojna
519,Feind::N,శత్రువు,nepriateľ
520,Gewalt::N,దౌర్జన్యము,násilie
521,Kampf::N,పోట్లాట,boj
522,Bogen[Waffe]::N,విల్లు,luk
523,Pfeil::N,బాణము,šíp
524,Pfeil::N,బాణము,strela
525,Gewehr::N,తుపాకి,puška
526,Fehler::N,తప్ప,omyl
527,Fehler::N,తప్ప,chyba
528,Lüge::N,అసత్యము,lož
529,Schaden::N,నష్టము,ujma
530,Schaden::N,నష్టము,škoda
531,Unglück::N,దురదృష్టము,nešťastie
532,Schuld::N,తప్పు,vina
533,Schuld::N,తప్పు,previnenie
534,Alter::N,వయస్సు,vek
535,Schluss::N,ముగింపు,záver
536,Schluss::N,ముగింపు,koniec
537,Zeit::N,కాలము,čas
538,Tag::N,దినము,deň
539,Morgen::N,ఉదయము,ráno
540,Mittag::N,మధ్యాహ్నము,poludnie
541,Abend::N,సాయంకాలము,večer
542,Nacht::N,రత్రి,noc
543,Woche::N,వారము,týždeň
544,Monat::N,నెల,mesiac
545,Jahr::N,సంవత్సరము,rok
546,Frühling::N,వసంతకాలము,jar
547,Sommer::N,వేసవికాము,leto
548,Herbst::N,ఆకురాలుకాలము,jeseň
549,Winter::N,శీతకాలము,zima
550,Januar::N,జనవరి,január
551,Februar::N,ఫిబ్రవరి,február
552,März::N,మార్చి,marec
553,April::N,ఏప్రిలు,apríl
554,Mai::N,మే,máj
555,Juni::N,జూన్,jún
556,Juli::N,జూలై,júl
557,August::N,ఆగస్టు,august
558,September::N,సెప్ఠెంబరు,september
559,Oktober::N,అక్టోబరు,október
560,November::N,నవంబరు,november
561,Dezember::N,డిసెంబర్,december
562,Montag::N,సోమవారము,pondelok
563,Dienstag::N,మంగళవారము,utorok
564,Mittwoch::N,బుధవారము,streda
565,Donnerstag::N,గురువారము,štvrtok
566,Freitag::N,శుక్రవారము,piatok
567,Samstag::N,శనివారము,sobota
568,Sonntag::N,ఆదివారము,nedeľa
569,groß::A,గొప్పైన,veľký
570,klein::A,చిన్న,malý
571,lang::A,పొడుగాటి,dlhý
572,kurz::A,పొట్టి,krátky
573,breit::A,వెడల్పైన,široký
574,schmal::A,ఇఱుకైన,úzky
575,dicht::A,దట్టమైన,hustý
576,dick[Gegenstand]::A,దట్టమైన,tlstý
577,dünn::A,పలుచని,tenký
578,fein::A,నాజాకైన,jemný
579,fest::A,దృడమైవ,pevný
580,flach::A,చదువైన,rovný
581,flach::A,చదువైన,plochý
582,glatt::A,నున్నని,hladký
583,hart::A,కఠినమైన,tvrdý
584,weich::A,మృదువైన,mäkký
585,rund::A,గుండ్రని,guľatý
586,rund::A,గుండ్రని,okrúhly
587,spitz::A,మొనగల,končitý
588,scharf::A,పదనైన,ostrý
589,stumpf::A,వాడిలేని,tupý
590,schwer::A,బరువ్తెన,ťažký
591,schön::A,సుందరమైన,pekný
592,schön::A,సుందరమైన,krásny
593,heiß::A,వేడియైన,horúci
594,warm::A,వెచ్చని,teplý
595,kalt::A,చల్లని,studený
596,kühl::A,చల్లని,chladný
597,frisch::A,తాజాయైన,svieži
598,feucht::A,చెమ్మగానున్న,vlhký
599,feucht::A,చెమ్మగానున్న,zvlhnutý
600,nass::A,తడిగామన్న,mokrý
601,trocken::A,ఎండిన,suchý
602,voll::A,నిండు,plný
603,leer::A,శూన్యమైన,prázdny
604,offen::A,తెఱచియున్న,otvorený
605,geschlossen::A,మూసిన,zavretý
606,sauber::A,పరిశుద్ధమైన,čistý
607,schmutzig::A,ముఱికియైన,špinavý
608,roh::A,పచ్చి,surový
609,reif::A,పండివ,zrelý
610,lecker::A,రుచి గల,chutný
611,süß::A,తియ్యని,sladký
612,bitter::A,చేదైన,horký
613,sauer::A,పుల్లని,kyslý
614,hell::A,కాంతిగల,jasný
615,hell::A,కాంతిగల,svetlý
616,dunkel::A,చీకటియైన,temný
617,schwarz::A,నల్లని,čierny
618,weiß::A,తెలుపు,biely
619,rot::A,ఎఱ్ఱని,červený
620,gelb::A,పసుపు పచ్చ,žltý
621,blau::A,నీలవర్ణము,modrý
622,blau::A,నీలవర్ణము,belasý
623,grün::A,ఆకుపచ్చని,zelený
624,grau::A,నెరిసిన,šedý
625,bunt::A,రంగేలీ,pestrý
626,billig::A,చౌకయైన,lacný
627,teuer::A,వెలపొడుగైన,drahý
628,wertvoll::A,విలుప్తెన,cenný
629,blind::A,గ్రుడ్డి,slepý
630,taub::A,చెవిటి,hluchý
631,kräftig::A,శక్తి గల,silný
632,stark::A,బలమైన,silný
633,schwach::A,బలహీనమైన,slabý
634,schwach::A,బలహీనమైన,bezvládny
635,fett::A,క్రొవ్విన,tučný
636,schlank::A,సన్నని,štíhly
637,hübsch::A,సాగప్తెన,šumný
638,hübsch::A,సాగప్తెన,švárny
639,böse::A,చెడ్డ,zlý
640,dumm::A,తెలివిలేని,hlúpy
641,faul::A,సోమరియైన,lenivý
642,fleißig::A,శ్రద్దగల,snaživý
643,fleißig::A,శ్రద్దగల,usilovný
644,geizig::A,పిసినారియైన,skupý
645,geizig::A,పిసినారియైన,lakomý
646,klug::A,తెలివిగల,múdry
647,klug::A,తెలివిగల,bystrý
648,geschickt::A,నిపుణతగల,zručný
649,geschickt::A,నిపుణతగల,šikovný
650,lieb::A,ప్రియమైన,milý
651,lustig::A,ఉల్లాసము గల,veselý
652,sanft::A,సాధువైన,nežný
653,hungrig::A,ఆకలిగొనిన,lačný
654,hungrig::A,ఆకలిగొనిన,hladný
655,krank::A,వ్యాధిగల,chorý
656,krank::A,వ్యాధిగల,nemocný
657,nackt::A,దిగంబరమైన,nahý
658,traurig::A,విచారముగల,smutný
659,lebendig::A,ప్రాణముతో నున్న,živý
660,gut::A,మంచి,dobrý
661,schlecht::A,చెడ్డ,zlý
662,richtig::A,సరియైన,správny
663,schlimm::A,అసహ్యమైన,zlý
664,schlimm::A,అసహ్యమైన,nepríjemný
665,wahr::A,నిజమైన,pravý
666,wahr::A,నిజమైన,pravdivý
667,alt::A,ముసలి,starý
668,neu::A,క్రొత్త,nový
669,ehemalig::A,పూర్వపు,bývalý
670,alt[Lebewesen]::A,ముసలి,starý
671,jung::A,పసి,mladý
672,arm::A,బీద,chudobný
673,reich::A,ధనవంతుడైన,bohatý
674,bekannt::A,తెలిసిన,známy
675,berühmt::A,ప్రపిద్దికెక్కివ,slávny
676,berühmt::A,ప్రపిద్దికెక్కివ,povestný
677,fremd::A,అన్యమైన,cudzí
678,verschieden::A,భేదమైన,rôzny
679,verschieden::A,భేదమైన,rozličný
680,nah::A,దగ్గఱనున్న,blízky
681,fern::A,దూరమందున్న,ďaleký
682,linker::A,ఎడమప్రక్కగ,ľavý
683,rechter::A,కుడి,pravý
684,anderer::A,వేఱ్తెన,iný
685,anderer::A,వేఱ్తెన,druhý
686,erster::A,మొదటి,prvý
687,zweiter::A,రెండన,druhý
688,dritter::A,మూడో,tretí
689,letzter::A,కడపటి,ostatný
690,letzter::A,కడపటి,posledný
691,allein::ADV,ఒంటిగా,sám
692,auf einmal::ADV,హరాత్తుగ,zároveň
693,zusammen::ADV,కలిసి,spolu
694,zusammen::ADV,కలిసి,spoločne
695,lange::ADV,బహుకాలము,dlho
696,plötzlich::ADV,హరాత్తుగ,náhle
697,sofort::ADV,తక్షణము,hneď
698,sofort::ADV,తక్షణము,ihneď
699,später::ADV,ఇటీవలి,neskoršie
