,Concept_ID,mn,kk
61,Träne::N,нулимс,жас
62,Geschmack::N,амт,дәм
63,Geschmack::N,амт,татым
64,Geschmack::N,амт,талғам
65,Geruch::N,үнэр,иіс
66,Schlaf::N,нойр,ұйқы
67,Schlaf::N,нойр,ұйықтау
68,Traum::N,зүүд,түс
69,Himmel::N,тэнгэр,аспан
70,Himmel::N,тэнгэр,көқ
71,Himmel::N,тэнгэр,таңдай
72,Himmel::N,огторгуй,аспан
73,Himmel::N,огторгуй,көқ
74,Himmel::N,огторгуй,таңдай
75,Sonne::N,нар,күн
76,Mond::N,сар,ай
77,Stern::N,од,жұлдыз
78,Luft::N,агаар,әуе
79,Wind::N,салхи,жел
80,Welle::N,долгио,толқын
81,Welle::N,давалгаа,толқын
82,Wasser::N,ус,су
83,Stein::N,чулуу,тас
84,Boden::N,хөрс,қыртыс
85,Erde::N,газар,топырақ
86,Erde::N,шороо,топырақ
87,Staub::N,тоос,шаң
88,Rauch::N,утаа,түтін
89,Funke::N,оч,ұшқын
90,Feuer::N,гал,алау
91,Licht::N,гэрэл,шұғыла
92,Licht::N,гэгээ,шұғыла
93,Schatten::N,сүүдэр,көлеңке
94,Wetter::N,тэнгэр,ауа райы
95,Wetter::N,цаг уур,ауа райы
96,Nebel::N,будан,тұман
97,Wolke::N,үүл,бұлт
98,Regen::N,бороо,жаңбыр
99,Schnee::N,цас,қар
100,Eis::N,мөс,мұз
101,Frost::N,хүйт,суық
102,Kälte::N,хүйт,ызғар
103,Kälte::N,хүйт,суықтық
104,Hitze::N,халуун,аптап
105,Raureif::N,цан,қырау
106,Raureif::N,хяруу,қырау
107,Regenbogen::N,солонго,кемпірқосақ
108,Donner::N,тэнгэрийн дуу,күн күркіреу
109,Strömung::N,урсгал,ағын
110,Tropfen::N,дусал,тамшы
111,Schaum::N,хөөс,көбік
112,Schmutz::N,хир,кір
113,Schmutz::N,шавхай,кір
114,See::N,нуур,көл
115,Sumpf::N,намаг,саз
116,Sumpf::N,балчиг,саз
117,Moor::N,хүлрийн намаг,саз
118,Wiese::N,нуга,шалғын
119,Wald::N,ой,орман
120,Hügel::N,болдог,төбе
121,Hügel::N,болдог,белес
122,Hügel::N,болдог,белес-белес
123,Anhöhe::N,гүвээ,дөң
124,Anhöhe::N,гүвээ,адыр
125,Anhöhe::N,гүвээ,қырат
126,Berg::N,уул,тау
127,Gipfel::N,орой,төбе
128,Gipfel::N,оргил,төбе
129,Höhle::N,агуй,үңгір
130,Abhang::N,хүр,бауыр
131,Quelle::N,булаг,қайнар
132,Bach::N,горхи,жылға
133,Fluss::N,гол,өзен
134,Fluss::N,мөрөн,өзен
135,Ufer::N,эрэг,жиек
136,Küste::N,эрэг,жиегі
137,Küste::N,эрэг,жағалау
138,Festland::N,хуурай газар,құрылық
139,Meer::N,далай,теңіз
140,Meer::N,тэнгис,теңіз
141,Bucht::N,булан,шығанақ
142,Bucht::N,далайн тохой,шығанақ
143,Insel::N,арал,арал
144,Blume::N,цэцэг,гүл
145,Gras::N,өвс,от
146,Gras::N,ногоо,от
147,Wurzel::N,үндэс,түбір
148,Baum::N,мод,ағаш
149,Baum::N,мод,дарақ
150,Stamm::N,иш,сояу
151,Stamm::N,иш,оқпан
152,Stamm::N,гуалин,сояу
153,Stamm::N,гуалин,оқпан
154,Rinde::N,холтос,қабық
155,Ast::N,гишүү,бұтақ
156,Zweig::N,салаа,шыбық
157,Blatt::N,навч,жапырақ
158,Birke::N,хус,қайың
159,Kiefer[Baum]::N,нарс,қарағай
160,Weide[Baum]::N,уд,тал
161,Weide[Baum]::N,бургас,тал
162,Tanne::N,гачуур,шырша
163,Horn::N,эвэр,мүйіз
164,Feder::N,өд,қаламұш
165,Fell::N,арьс,тері
166,Flügel::N,жигүүр,қанат
167,Flügel::N,далавч,қанат
168,Klaue::N,савар,тырнақ
169,Klaue::N,хумс,тырнақ
170,Kralle::N,савар,аяқ
171,Schwanz::N,сүүл,құйрық
172,Ei::N,өндөг,жұмыртқа
173,Nest::N,үүр,ұя
174,Bau::N,нүх,жатақ
175,Bau::N,элүү,жатақ
176,Tier::N,амьтан,айуан
177,Tier::N,амьтан,жануар
178,Tier::N,адгуус,айуан
179,Tier::N,адгуус,жануар
180,Herde::N,сүрэг,пада
181,Kuh::N,үнээ,сиыр
182,Bulle::N,бух,өгіз
183,Pferd::N,морь,жылқы
184,Pferd::N,адуу,жылқы
185,Schaf::N,хонь,қой
186,Schwein::N,гахай,шошқа
187,Hund::N,нохой,ит
188,Katze::N,муур,мысық
189,Katze::N,мигуй,мысық
190,Bär::N,баавгай,аю
191,Eichhörnchen::N,хэрэм,тиін
192,Elch::N,хандгай,бұғы
193,Fuchs::N,үнэг,түлкі
194,Hase::N,туулай,қоян
195,Maus::N,хулгана,қаптесер
196,Wolf::N,чоно,бөрі
197,Wolf::N,чоно,қасқыр
198,Vogel::N,шувуу,құс
199,Schwarm::N,сүрэг,топ
200,Schwarm::N,сүрэг,үйір
201,Huhn::N,тахиа,тауық
202,Huhn::N,тахиа,мекиен
203,Hahn::N,эр тахиа,әтеш
204,Hahn::N,эр тахиа,қораз
205,Gans::N,галуу,қаз
206,Adler::N,бүргэд,бүркіт
207,Ente::N,нугас,үйрек
208,Eule::N,ууль,жапалақ
209,Kranich::N,тогоруу,тырна
210,Krähe::N,хэрээ,қарға
211,Kuckuck::N,хөхөө,көкек
212,Schwan::N,хун,аққу
213,Fisch::N,загас,балық
214,Barsch::N,алгана,алабұға
215,Hecht::N,цурхай,шортан
216,Schlange[Tier]::N,могой,жылан
217,Wurm::N,өт,шұбалшаң
218,Wurm::N,хорхой,шұбалшаң
219,Spinne::N,аалз,өрмекші
220,Ameise::N,шоргоолж,қүмырска
221,Laus::N,бөөс,бит
222,Mücke::N,шумуул,маса
223,Fliege::N,ялаа,шыбын
224,Schmetterling::N,эрвээхэй,көбелек
225,Beere::N,жимсгэнэ,жидек
226,Apfel::N,алим,алма
227,Pilz::N,мөөг,қозықұйрық
228,Pilz::N,мөөг,саңыраукулақ
229,Zwiebel::N,сонгино,жуа
230,Saat::N,тариа,тұқым
231,Korn::N,үр,дән
232,Korn::N,мөхлөг,дән
233,Heu::N,өвс,шөп
234,Schale::N,хальс,қабық
235,Schale::N,хальс,қабығы
236,Grube::N,алам,ор
237,Grube::N,нүх,ор
238,Falle::N,хавх,дұзақ
239,Falle::N,хавх,қақпан
240,Falle::N,занга,дұзақ
241,Falle::N,занга,қақпан
242,Schlinge::N,урхи,ілмек
243,Spur::N,мөр,із
244,Asche::N,үнс,күл
245,Dreck::N,хир,былғаныш
246,Eisen::N,төмөр,темір
247,Gold::N,алт,алтын
248,Silber::N,мөнгө,күміс
249,Kohle::N,нүүрс,көмір
250,Glas::N,шил,шыны
251,Lehm::N,шавар,балшық
252,Sand::N,элс,құм
253,Mensch::N,хүн,адам
254,Mann::N,эр,еркек
255,Mann::N,эр,ер адам
256,Mann::N,эрэгтэй,еркек
257,Mann::N,эрэгтэй,ер адам
258,Frau::N,эмэгтэй,бике
259,Frau::N,эмэгтэй,қатын
260,Frau::N,хатагтай,бике
261,Frau::N,хатагтай,қатын
262,Kind::N,хүүхэд,бала
263,Kind::N,хүүхэд,перзент
264,Junge::N,хүү,бала
265,Junge::N,хүү,ер бала
266,Mädchen::N,охин,қыз
267,Mädchen::N,бүсгүй,қыз
268,Familie::N,айл,жанұя
269,Großvater::N,өвгөн аав,ата
270,Großmutter::N,эмэг эх,әже
271,Großmutter::N,эмэг эх,әжей
272,Großmutter::N,эмгээ,әже
273,Großmutter::N,эмгээ,әжей
274,Eltern::N,эцэг эх,ата-аналар
275,Vater::N,аав,әке
276,Vater::N,эцэг,әке
277,Mutter::N,эх,ана
278,Mutter::N,ээж,ана
279,Sohn::N,хүү,ұл
280,Tochter::N,охин,қызым
281,Bruder::N,ах,бауырым
282,Bruder::N,дүү,бауырым
283,Schwester::N,эгч,әпке
284,Schwester::N,охин дүү,әпке
285,Onkel::N,авга ах,көке
286,Onkel::N,нагац ах,көке
287,Tante::N,авга эгч,тәте
288,Tante::N,нагац эгч,тәте
289,Ehemann::N,нөхөр,ер
290,Ehefrau::N,эхнэр,зайып
291,Ehefrau::N,гэргий,зайып
292,Freude::N,баяр,қуаныш
293,Freude::N,баяр,сүйініш
294,Freude::N,баяр,шат-думан
295,Freude::N,баяр,қуаныштылық
296,Freude::N,баясгалан,қуаныш
297,Freude::N,баясгалан,сүйініш
298,Freude::N,баясгалан,шат-думан
299,Freude::N,баясгалан,қуаныштылық
300,Gelächter::N,инээдэм,күлу
301,Glück::N,жаргалан,бақыт
302,Glück::N,жаргалан,бақыттылық
303,Kummer::N,гаслан,аза
304,Kummer::N,гаслан,қайғы
305,Kummer::N,гаслан,қасырет
306,Wunsch::N,ерөөл,мүдде
307,Lust::N,дур,тәбет
308,Lust::N,дур,ынтызар
309,Lust::N,дур,құштарлық
310,Lust::N,хүсэл,тәбет
311,Lust::N,хүсэл,ынтызар
312,Lust::N,хүсэл,құштарлық
313,Geist::N,оюун,рух
314,Gedanke::N,сэтгэл,ой
315,Gedächtnis::N,ой,ес
316,Gedächtnis::N,ой,жады
317,Gedächtnis::N,ой,ақыл-ес
318,Gedächtnis::N,цээж,ес
319,Gedächtnis::N,цээж,жады
320,Gedächtnis::N,цээж,ақыл-ес
321,Verstand::N,ухаан,ақыл
322,Verstand::N,ухаан,парасат
323,Sinn::N,утга,мән
324,Sinn::N,утга,маныз
325,Sinn::N,утга,мағына
326,Sinn::N,утга,мән-мағына
327,Grund::N,учир,себеп
328,Wahrheit::N,үнэн,рас
329,Gespräch::N,яриа,әңгіме
330,Märchen::N,явган үлгэр,ертеп
331,Märchen::N,явган үлгэр,ертек
332,Erzählung::N,тууж,әңгіме
333,Nachricht::N,мэдээ,хабар
334,Neuigkeit::N,сонин,жаңалық
335,Name::N,нэр,ат
336,Name::N,нэр,атау
337,Rätsel::N,оньсого,жұмбақ
338,Rede::N,хэлсэн үг,сөз
339,Sprache::N,хэл,тіл
340,Stimme::N,дуу,үн
341,Stimme::N,дуу,әуен
342,Stimme::N,дуу,дауыс
343,Wort::N,үг,сөз
344,Zeichen::N,тамга,ишара
345,Zeichen::N,тэмдэг,ишара
346,Ruf::N,дуудлага,айғай
347,Lärm::N,шуугиан,айғай-шу
348,Lärm::N,шуугиан,айғай-ұйғай
349,Lärm::N,чимээ,айғай-шу
350,Lärm::N,чимээ,айғай-ұйғай
351,Laut::N,анир,дыбыс
352,Laut::N,анир,дауыс
353,Laut::N,дуу,дыбыс
354,Laut::N,дуу,дауыс
355,Ton::N,авиа,әуен
356,Ton::N,аялгуу,әуен
357,Lied::N,дуу,ән
358,Lied::N,дуу,жыр
359,Lied::N,дуу,ән-жыр
360,Ruhe::N,энх,тыныштық
361,Ruhe::N,тайван,тыныштық
362,Leute::N,хүмүүс,кісілер
363,Volk::N,улс,халық
364,Arbeit::N,ажил,еңбек
365,Arbeit::N,хөдөлмөр,еңбек
366,Gast::N,зочин,қонақ
367,Gast::N,зочин,мейман
368,Gast::N,айлчин,қонақ
369,Gast::N,айлчин,мейман
370,Geschenk::N,бэлэг,қадия
371,Spiel::N,наадам,ойын
372,Spiel::N,тоглоом,ойын
373,Gesellschaft::N,хамт байх,қауым
374,Gesellschaft::N,хамт байх,жұртшылық
375,Hilfe::N,тусламж,жэрдем
376,Freund::N,найз,дос
377,Freund::N,нөхөр,дос
378,Kamerad::N,хань,дос-жар
379,Kamerad::N,нөхөр,дос-жар
380,Angelegenheit::N,хэрэг,жұмыс
381,Anzahl::N,тоо,сан
382,Anzahl::N,тоо,саны
383,Art::N,төрөл,түр
384,Art::N,янз,түр
385,Stück::N,хэсэг,тілім
386,Teil::N,хувь,үлес
387,Teil::N,хувь,бөлшек
388,Teil::N,хэсэг,үлес
389,Teil::N,хэсэг,бөлшек
390,Hälfte::N,хагас,жарты
391,Kreis::N,тойрог,шеңбер
392,Kreis::N,хүрээ,шеңбер
393,Kreuz::N,загалмай,крест
394,Linie::N,шугам,сызық
395,Strich::N,зураас,сызық
396,Abstand::N,зай,ара
397,Abstand::N,зай,аралық
398,Entfernung::N,зай,аралық
399,Entfernung::N,хол ойр,аралық
400,Gegend::N,хавь,өңір
401,Gegend::N,газар,өңір
402,Platz::N,зай,орны
403,Platz::N,завсар,орны
404,Ort::N,газар,орын
405,Ort::N,байр,орын
406,Seite::N,тал,жақ
407,Seite::N,тал,бүйір
408,Seite::N,этгээд,жақ
409,Seite::N,этгээд,бүйір
410,Mitte::N,төв,ортасы
411,Mitte::N,дунд,ортасы
412,Gegenstand::N,юм,зат
413,Gegenstand::N,юм,нәрсе
414,Sache::N,үйл,бұйым
415,Sache::N,хэрэг,бұйым
416,Rand::N,зах,шет
417,Rand::N,зах,шеті
418,Rand::N,хөвөө,шет
419,Rand::N,хөвөө,шеті
420,Kante::N,ирмэг,қыр
421,Kante::N,ирмэг,қыры
422,Ecke::N,өнцөг,қыры
423,Ecke::N,өнцөг,бұрыш
424,Spitze::N,үзүүр,ұшы
425,Ende::N,зах,аяқ
426,Ende::N,зах,соңы
427,Ende::N,үзүүр,аяқ
428,Ende::N,үзүүр,соңы
429,Loch::N,цоорхой,тесік
430,Loch::N,онгорхой,тесік
431,Winkel::N,өнцөг,мүйіс
432,Muster::N,хээ,мәнер
433,Muster::N,угалз,мәнер
434,Größe::N,хэмжээ,ауқым
435,Größe::N,хэмжээ,көлемдік
436,Länge::N,урт,бой
437,Länge::N,урт,ұзындық
438,Höhe::N,өндөр,жоғарылық
439,Höhe::N,өндөр,биіктік
440,Gewicht::N,жин,салмақ
441,Menge::N,тоо,мөлшер
442,Haufen::N,бөөн,үйме
443,Haufen::N,бөөн,үйінді
444,Reihe::N,эгнээ,сап
445,Boot::N,завь,қайық
446,Ruder::N,сэлүүр,ескек
447,Schlitten::N,чарга,шана
448,Ski::N,цана,шаңғы
449,Lagerfeuer::N,түүдэг,алау
450,Last::N,ачаа,ауырлық
451,Last::N,ачаа,ауыр зат
452,Gang::N,явдал,жүріс
453,Schritt::N,алхам,адым
454,Norden::N,умар,солтүстік
455,Norden::N,умар,терістік
456,Süden::N,урд,оңтүстік
457,Süden::N,өмнө,оңтүстік
458,Westen::N,өрнө,батыс
459,Westen::N,баруун,батыс
460,Osten::N,зүүн,күншығыс
461,Osten::N,дорно,күншығыс
462,Holz::N,мод,ағаш
463,Holz::N,мод,сүрек
464,Brett::N,банз,тақта
465,Platte::N,хавтан,тақта
466,Stütze::N,тулгуур,тіреу
467,Stütze::N,тулга,тіреу
468,Stange::N,сургааг,қада
469,Stock::N,саваа,сойыл
470,Stab::N,таяг,сырық
471,Rohr::N,хоолой,құбыр
472,Haus::N,гэр,үй
473,Haus::N,байшин,үй
474,Heim::N,гэр,үйлі
475,Heim::N,гэр,шаңырақ
476,Ofen::N,зуух,ошақ
477,Ofen::N,зуух,пеш
478,Ofen::N,пийшин,ошақ
479,Ofen::N,пийшин,пеш
480,Fußboden::N,шал,еден
481,Tisch::N,ширээ,үстел
482,Stuhl::N,сандал,орындық
483,Wiege::N,өлгий,бесік
484,Bett::N,ор,кереует
485,Regal::N,тавиур,сөре
486,Kiste::N,авдар,жәшік
487,Kiste::N,хайрцаг,жәшік
488,Fenster::N,гэгээвч,терезе
489,Tür::N,үүд,есік
490,Tür::N,хаалга,есік
491,Tor::N,хаалга,дарбаза
492,Zaun::N,хашаа,дуал
493,Dach::N,дээвэр,шатыр
494,Leiter::N,шат,саты
495,Leiter::N,шат,басқыш
496,Besen::N,хамуур,сыпырғыш
497,Besen::N,туужуу,сыпырғыш
498,Spaten::N,хүрз,күрек
499,Schaufel::N,хүрз,қалақ
500,Gabel::N,сэрээ,аша
501,Gabel::N,сэрээ,шанышқы
502,Löffel::N,халбага,қасық
503,Messer::N,хутга,пышақ
504,Nagel::N,хадаас,мық
505,Nagel::N,хадаас,шеге
506,Netz::N,өөш,керегекөз
507,Netz::N,тор,керегекөз
508,Haken::N,гох,ілмек
509,Griff::N,иш,сап
510,Griff::N,иш,тұтқа
511,Griff::N,сэнж,сап
512,Griff::N,сэнж,тұтқа
513,Schloss::N,цуурга,құлып
514,Schloss::N,цуурга,бекіткіш
515,Schloss::N,цоож,құлып
516,Schloss::N,цоож,бекіткіш
517,Bild::N,зураг,сурет
518,Figur::N,баримал,тұлға
519,Puppe::N,хүүхэлдэй,қуыршақ
520,Beutel::N,агсаа,қапшық
521,Beutel::N,уут,қапшық
522,Bündel::N,боодол,байлам
523,Tasche::N,цүнх,дорба
524,Eimer::N,хөнөг,шелек
525,Eimer::N,хувин,шелек
526,Deckel::N,таг,жапқыш
527,Deckel::N,хавхаг,жапқыш
528,Geschirr::N,сав суулга,ыдыс
529,Sack::N,шуудай,қап
530,Tasse::N,аяга,шыныаяқ
531,Topf::N,тогоо,кәстрөл
532,Kessel::N,тогоо,қазан
533,Essen::N,идээ,ас
534,Nahrung::N,хүнс,ас
535,Nahrung::N,хүнс,тамақ
536,Speise::N,идээ,тағам
537,Fleisch::N,мах,ет
538,Getreide::N,будаа,дәнді
539,Brei::N,богшмол,ботқа
540,Brei::N,будаа,ботқа
541,Brot::N,талх,күлше
542,Scheibe::N,зүсэм,тілім
543,Scheibe::N,хэрчим,тілім
544,Fett::N,өөх,май
545,Butter::N,тос,май
546,Öl::N,тос,май
547,Salz::N,давс,тұз
548,Suppe::N,шөл,көже
549,Honig::N,бал,бал
550,Milch::N,сүү,сүт
551,Tee::N,цай,шай
552,Leder::N,арьс,көн
553,Leder::N,савхи,көн
554,Wolle::N,ноос,жүн
555,Wolle::N,унгас,жүн
556,Stoff::N,бөс,мата
557,Stoff::N,бөс,кездеме
558,Nadel::N,зүү,ине
559,Faden::N,боолт,жіп
560,Faden::N,утас,жіп
561,Knopf::N,товч,түйме
562,Knoten::N,зангилаа,түйін
563,Farbe::N,будаг,рең
564,Kleidung::N,хувцас,киім
565,Hemd::N,цамц,жейде
566,Kragen::N,зах заам,жаға
567,Ärmel::N,ханцуй,жең
568,Hose::N,өмд,шалбар
569,Gürtel::N,бүс,белбеу
570,Mütze::N,малгай,қалпақ
571,Mütze::N,бүрх,қалпақ
572,Schuh::N,туфли,кебіс
573,Stiefel::N,гутал,етік
574,Ring::N,бөгж,жүзік
575,Band::N,тууз,таспа
576,Kamm::N,сам,тарақ
577,Spiegel::N,толь,айна
578,Riemen::N,тасам,қайыс
579,Riemen::N,сур,қайыс
580,Schnur::N,татлага,жіп
581,Leine::N,оосор,тізгін
582,Decke::N,хөнжил,көрпе
583,Decke::N,хучлага,көрпе
584,Kissen::N,дэр,жастық
585,Tuch::N,алчуур,орамал
586,Tuch::N,даавуу,орамал
587,Handtuch::N,алчуур,сүлгі
588,Kraft::N,чадал,қуат
589,Kraft::N,чадал,қарқын
590,Kraft::N,чадал,әл-шама
591,Kraft::N,чадал,әл-дәрмен
592,Kraft::N,хүч,қуат
593,Kraft::N,хүч,қарқын
594,Kraft::N,хүч,әл-шама
595,Kraft::N,хүч,әл-дәрмен
596,Stärke::N,эрч,әл
597,Stärke::N,эрч,күш
598,Stärke::N,тэнхээ,әл
599,Stärke::N,тэнхээ,күш
600,Gesundheit::N,бие,денсаулык
601,Gesundheit::N,эрүүл мэнд,денсаулык
602,Krankheit::N,эмгэг,ауру
603,Schmerz::N,өвчин,ауру
604,Wunde::N,шарх,зақым
605,Wunde::N,шарх,жарақат
606,Fieber::N,халуун,безгек
607,Fieber::N,халуун,қалтырау
608,Fieber::N,халуун,қызу көтерілуі
609,Arznei::N,эм,дәрі
610,Arznei::N,эм,дәрі-дәрмек
611,Brücke::N,гүүр,көпір
612,Brunnen::N,худаг,құдық
613,Weide::N,бэлчээр,өріс
614,Weide::N,бэлчээр,жайылым
615,Pfad::N,жим,жол
616,Pfad::N,зөрөг,жол
617,Weg::N,зам,жол
618,Weg::N,харгуй,жол
619,Straße::N,зам,жол
620,Straße::N,харгуй,жол
621,Dorf::N,тосгон,ауыл
622,Dorf::N,гацаа,ауыл
623,Stadt::N,хот,қала
624,Stadt::N,хот,шаһар
625,Brief::N,захидал,хат
626,Brief::N,захидал,жазу
627,Brief::N,захиа,хат
628,Brief::N,захиа,жазу
629,Buch::N,ном,кітап
630,Buch::N,бичиг,кітап
631,Buchstabe::N,үсэг,әріп
632,Buchstabe::N,үсэг,қаріп
633,Zeitung::N,сонин,газет
634,Leben::N,амь,өмір
635,Leben::N,амь,тіршілік
636,Leben::N,амьдрал,өмір
637,Leben::N,амьдрал,тіршілік
638,Tod::N,үхэл,опат
639,Grab::N,булш,мола
640,Grab::N,булш,мазар
641,Kirche::N,сүм,шіркеу
642,Sünde::N,нүгэл,күнә
643,Sünde::N,хилэнц,күнә
644,Gott::N,бурхан,алла
645,Gott::N,бурхан,құдай
646,Gott::N,бурхан,тәңірі
647,Gott::N,бурхан,пәруардігер
648,Gott::N,бурхан,жаратқан тәңірі
649,Arbeiter::N,ажилчин,жүмысшы
650,Arbeiter::N,хөдөлмөрчин,жүмысшы
651,Chef::N,дарга,басшы
652,Chef::N,дарга,жұмыс басқарушысы
653,Meister::N,дархан,шебер
654,Meister::N,дархан,өнерпаз
655,Arzt::N,эмч,дәрігер
656,Lehrer::N,багш,мұғалім
657,Geld::N,цаас,пұл
658,Geld::N,мөнгө,пұл
659,Geschäft::N,наймаа,бизнес
660,Laden::N,дэлгүүр,дүкен
661,Preis::N,үнэ,ақы
662,Preis::N,үнэ,құны
663,Preis::N,үнэ,нарық
664,Ware::N,таваар,тауар
665,Ware::N,бараа,тауар
666,Nutzen::N,ашиг,пайда
667,Reichtum::N,баялаг,бақ-дәулет
668,Welt::N,дэлхий,әлем
669,Welt::N,дэлхий,жиһан
670,Welt::N,орчлон,әлем
671,Welt::N,орчлон,жиһан
672,Land::N,улс,аймақ
673,Land::N,орон,аймақ
674,Staat::N,төр,мемлекет
675,Staat::N,гүрэн,мемлекет
676,König::N,ван,патша
677,Macht::N,засаг,өкімет
678,Macht::N,засаг,қожалық
679,Grenze::N,хил,шек
680,Krieg::N,дайн,соғыс
681,Feind::N,дайсан,жау
682,Feind::N,дайсан,дұшпан
683,Gewalt::N,хүчирхэх,зорлык
684,Gewalt::N,хүчирхэх,зорлық-зомбылык
685,Kampf::N,тэмцэл,күрес
686,Kampf::N,тэмцэл,алыспақ
687,Kampf::N,байлдаан,күрес
688,Kampf::N,байлдаан,алыспақ
689,Bogen[Waffe]::N,нум,саржа
690,Pfeil::N,годил,жебе
691,Pfeil::N,сум,жебе
692,Gewehr::N,буу,қару
693,Fehler::N,эндэл,әбес
694,Fehler::N,эндэл,қаталық
695,Fehler::N,алдаа,әбес
696,Fehler::N,алдаа,қаталық
697,Lüge::N,худал,өтірік
698,Schaden::N,хор,зиян
699,Schaden::N,хор,зарар
700,Schaden::N,хөнөөл,зиян
701,Schaden::N,хөнөөл,зарар
702,Unglück::N,гай,пәле
703,Unglück::N,гай,қасырет
704,Unglück::N,гай,ауыртпалық
705,Unglück::N,гамшиг,пәле
706,Unglück::N,гамшиг,қасырет
707,Unglück::N,гамшиг,ауыртпалық
708,Schuld::N,гэм,айыптылық
709,Schuld::N,буруу,айыптылық
710,Alter::N,нас,жас
711,Alter::N,нас,жас шамасы
712,Schluss::N,эцэс,ада
713,Schluss::N,эцэс,бітуі
714,Schluss::N,төгсгөл,ада
715,Schluss::N,төгсгөл,бітуі
716,Zeit::N,цаг,уақыт
717,Tag::N,өдөр,күн
718,Morgen::N,өглөө,таң
719,Morgen::N,өглөө,таңертең
720,Mittag::N,үд,талтүс
721,Abend::N,үдэш,кеш
722,Nacht::N,шөнө,түн
723,Woche::N,долоо хоног,апта
724,Monat::N,сар,ай
725,Jahr::N,жил,жыл
726,Frühling::N,хавар,көктем
727,Sommer::N,зун,жаз
728,Herbst::N,намар,күз
729,Winter::N,өвөл,қыс
730,Januar::N,нэгдүгээр сар,каңтар
731,Februar::N,хоёрдугаар сар,ақпан
732,März::N,гуравдугаар сар,наурыз
733,April::N,дөрөвдүгээр сар,сәуір
734,Mai::N,тавдугаар сар,мамыр
735,Juni::N,зургаадугаар сар,маусым
736,Juli::N,долдугаар сар,шілде
737,August::N,наймдугаар сар,сүмбіле
738,August::N,наймдугаар сар,тамыз
739,September::N,есдүгээр сар,қыркүйек
740,Oktober::N,аравдугаар сар,ақырап
741,November::N,арван нэгдүгээр сар,қараша
742,Dezember::N,арван хоёрдугаар сар,желтоқсан
743,Montag::N,даваа,дүйсенбі
744,Dienstag::N,мягмар,сейсенбі
745,Mittwoch::N,лхагва,сәрсенбі
746,Donnerstag::N,пүрэв,бейсенбі
747,Freitag::N,баасан,жұма
748,Samstag::N,бямба,сенбі
749,Sonntag::N,ням,жексембі
750,groß::A,их,алпамсадай
751,groß::A,том,алпамсадай
752,klein::A,бага,кішкене
753,klein::A,бага,қарғадай
754,klein::A,жаахан,кішкене
755,klein::A,жаахан,қарғадай
756,lang::A,урт,сопақ
757,lang::A,урт,сорайған
758,kurz::A,охор,кеспелтек
759,kurz::A,богино,кеспелтек
760,breit::A,өргөн,айдынды
761,schmal::A,уйтан,қысық
762,schmal::A,нарийн,қысық
763,dicht::A,нягт,жиі
764,dicht::A,чигжүү,жиі
765,dick[Gegenstand]::A,зузаан,шомбал
766,dünn::A,нимгэн,жұқа
767,dünn::A,нимгэн,жіңішке
768,fein::A,нарийн,қаңылтақ
769,fest::A,бөх,берік
770,fest::A,бөх,мызғымас
771,fest::A,хатуу,берік
772,fest::A,хатуу,мызғымас
773,flach::A,хавтгай,жалпак
