,Concept_ID,lt,ady
194,Schmetterling::N,peteliškė,хьампӏыра́шъу
195,Beere::N,uoga,маткӏо
196,Apfel::N,obuolys,мыӏэры́с
197,Pilz::N,grybas,хьаӏу
198,Zwiebel::N,svogūnas,бжьыны́
199,Saat::N,sėkla,чылапхъ
200,Korn::N,grūdai,цэ
201,Heu::N,šienas,мэкъу
202,Schale::N,žievelė,кӏы́шъу
203,Grube::N,duobė,машэ́
204,Falle::N,pinklės,зэраубытырэ́ ӏэмэпсы́м
205,Falle::N,žabangai,зэраубытырэ́ ӏэмэпсы́м
206,Schlinge::N,kilpa,бзыуубыт
207,Spur::N,vėžė,ужы
208,Spur::N,vėžė,лъэуж
209,Spur::N,pėdos,ужы
210,Spur::N,pėdos,лъэуж
211,Spur::N,pėdsakas,ужы
212,Spur::N,pėdsakas,лъэуж
213,Asche::N,pelenai,яжьэ́
214,Dreck::N,purvas,псынжъы
215,Eisen::N,geležis,гыучӏы́
216,Eisen::N,geležis,къэнджа́л
217,Gold::N,auksas,дышъэ́
218,Silber::N,sidabras,тыжьы́н
219,Kohle::N,anglis,шӏомыкӏ
220,Glas::N,stiklas,апч
221,Lehm::N,molis,етӏагъо́
222,Sand::N,smėlis,пшахъо
223,Mensch::N,žmogus,цӏыфы́
224,Mann::N,vyras,хъулъфы́гъ
225,Mann::N,vyriškis,хъулъфы́гъ
226,Frau::N,moteris,бӏылъфыгъэ́
227,Kind::N,vaikas,кӏэлэцӏы́кӏу
228,Junge::N,vaikinas,кӏэлэцӏы́кӏу
229,Junge::N,berniukas,кӏэлэцӏы́кӏу
230,Mädchen::N,mergytė,пшъэшъэжъый
231,Mädchen::N,mergaitė,пшъэшъэжъый
232,Familie::N,šeima,быны́
233,Familie::N,šeima,уна́гъу
234,Großvater::N,senelis,тэтэ́жъ
235,Großmutter::N,senelė,нэнэ́жъ
236,Eltern::N,tėvai,ны-тыхэ́р
237,Vater::N,tėvas,ты
238,Mutter::N,motina,ны
239,Sohn::N,sūnus,къо
240,Tochter::N,duktė,пхъу
241,Bruder::N,brolis,шы
242,Schwester::N,sesuo,шы́пхъу
243,Onkel::N,dėdė,янэ́ш
244,Tante::N,teta,атэшыпхъу
245,Ehemann::N,vyras,лӏы
246,Ehefrau::N,žmona,шъу́з
247,Freude::N,džiaugsmas,гушӏуа́гъу
248,Gelächter::N,juokas,щхыныр
249,Glück::N,laimė,насы́п
250,Kummer::N,vargas,тхьамыкӏагъу
251,Kummer::N,rūpestis,тхьамыкӏагъу
252,Wunsch::N,troškimas,шӏонгъоны́гъ
253,Wunsch::N,pageidavimas,шӏонгъоны́гъ
254,Lust::N,noras,шӏонгъоны́гъ
255,Lust::N,geidulys,шӏонгъоны́гъ
256,Geist::N,dvasia,гу
257,Gedanke::N,mintis,гупшыс
258,Gedächtnis::N,atmintis,память
259,Verstand::N,protas,акъы́л
260,Sinn::N,prasmė,мэхьанэ
261,Grund::N,priežastis,ушъхьагъу
262,Wahrheit::N,tiesa,шъыпкъэ́
263,Wahrheit::N,teisybė,шъыпкъэ́
264,Gespräch::N,pokalbis,гущыӏ
265,Märchen::N,pasaka,пшысэ
266,Erzählung::N,apsakymas,къэба́р
267,Erzählung::N,pasakojimas,къэба́р
268,Nachricht::N,žinia,къэба́р
269,Neuigkeit::N,naujiena,къэбарыкӏ
270,Name::N,vardas,цӏэ
271,Rätsel::N,mįslė,коджэхь-къоджэшх
272,Rede::N,kalba,гущыӏ
273,Sprache::N,kalba,бзэ
274,Stimme::N,balsas,макъэ́
275,Wort::N,žodis,гущыӏ
276,Zeichen::N,žymė,тамы́гъ
277,Zeichen::N,ženklas,тамы́гъ
278,Ruf::N,šauksmas,джэ макъ
279,Lärm::N,triukšmas,макъэ
280,Laut::N,garsas,макъэ
281,Ton::N,tonas,
282,Ton::N,garsas,
283,Lied::N,daina,орэ́д
284,Lied::N,giesmė,орэ́д
285,Ruhe::N,ramybė,самбырыныгъ
286,Ruhe::N,ramumas,самбырыныгъ
287,Leute::N,žmonės,цӏыфхэ́р
288,Volk::N,tauta,цӏыф лъэпкъ
289,Arbeit::N,darbas,ӏофшӏакӏэ́н
290,Arbeit::N,triūsas,ӏофшӏакӏэ́н
291,Gast::N,svečias,хьакӏэ́
292,Geschenk::N,dovana,шӏухьафтын
293,Spiel::N,žaismas,еоны́р
294,Spiel::N,žaismas,джэгуны́р
295,Spiel::N,žaismas,къегъэӏоны́р
296,Spiel::N,žaidimas,еоны́р
297,Spiel::N,žaidimas,джэгуны́р
298,Spiel::N,žaidimas,къегъэӏоны́р
299,Gesellschaft::N,draugija,обществ
300,Gesellschaft::N,kompanija,обществ
301,Hilfe::N,pagalba,ӏэпыӏэгъу
302,Freund::N,draugas,ныбджэгъу
303,Freund::N,bičiulis,ныбджэгъу
304,Kamerad::N,draugas,ныбджэгъу
305,Angelegenheit::N,dalykas,ӏофы́
306,Angelegenheit::N,reikalas,ӏофы́
307,Anzahl::N,kiekis,пчъагъэ́
308,Anzahl::N,skaičius,пчъагъэ́
309,Art::N,rūšis,изэрэщы́т
310,Art::N,rūšis,лъэпкъ
311,Stück::N,gabalas,такъы́р
312,Teil::N,dalis,щыщ
313,Teil::N,dalis,ӏахь
314,Hälfte::N,pusė,ныкъо́
315,Kreis::N,ratas,хъура́й
316,Kreis::N,apskritis,хъура́й
317,Kreis::N,apskritimas,хъура́й
318,Kreuz::N,kryžius,къащ
319,Linie::N,linija,хъахъ
320,Linie::N,linija,итхъа́гъ
321,Strich::N,brėžis,хъахъ
322,Strich::N,brėžis,итхъагъ
323,Strich::N,brūkšnys,хъахъ
324,Strich::N,brūkšnys,итхъагъ
325,Abstand::N,atstumas,азыфагу
326,Entfernung::N,atstumas,чӏыгууанэ
327,Gegend::N,vietovė,чӏыпӏэ́
328,Platz::N,vieta,азыфагу
329,Ort::N,vieta,чӏыпӏэ́
330,Ort::N,vietovė,чӏыпӏэ́
331,Seite::N,pusė,лъэны́къу
332,Seite::N,šonas,лъэны́къу
333,Mitte::N,vidurys,гузэ́гу
334,Gegenstand::N,dalykas,пкъыгъо
335,Sache::N,daiktas,
336,Rand::N,kraštas,цакӏэ́
337,Rand::N,pakraštys,цакӏэ́
338,Kante::N,kraštas,цэгэналъ
339,Ecke::N,kertė,къогъу
340,Ecke::N,kampas,къогъу
341,Spitze::N,priekis,пакӏэ
342,Spitze::N,priešakys,пакӏэ
343,Ende::N,galas,кӏэ
344,Loch::N,skylė,гъуа́н
345,Winkel::N,kampas,къогъу
346,Winkel::N,kampelis,къогъу
347,Muster::N,raštas,тхыпхъэ
348,Größe::N,dydis,иина́гъ
349,Größe::N,didumas,иина́гъ
350,Länge::N,ilgis,икӏыхьа́гъ
351,Länge::N,ilgumas,икӏыхьа́гъ
352,Höhe::N,aukštis,лъэгагъ
353,Höhe::N,aukštuma,лъэгагъ
354,Gewicht::N,svoris,онтэгъугъэ́
355,Gewicht::N,svarstis,онтэгъугъэ́
356,Menge::N,kiekis,пчъагъэ́
357,Menge::N,daugybė,пчъагъэ́
358,Haufen::N,krūva,ӏат
359,Haufen::N,šūsnis,ӏат
360,Reihe::N,greta,саты́р
361,Boot::N,valtis,къуашъо́
362,Boot::N,laivelis,къуашъо́
363,Ruder::N,irklas,къошъобэ́щ
364,Schlitten::N,rogės,
365,Schlitten::N,rogutės,
366,Ski::N,slidė,лыжэхэр
367,Lagerfeuer::N,laužas,пхъэмашӏу
368,Last::N,našta,
369,Last::N,nešulys,
370,Gang::N,eisena,кӏоныр
371,Schritt::N,žingsnis,лъэубэ́къу
372,Norden::N,šiaurė,темы́р
373,Norden::N,žiemiai,темы́р
374,Süden::N,pietūs,къыблэ́
375,Westen::N,vakarai,тыгъэкъохьа́пӏ
376,Osten::N,rytai,тыгьэкъокӏы́пӏ
377,Holz::N,mediena,чъыгы́
378,Brett::N,lenta,пхъэ́мбгъу
379,Platte::N,plokštė,упсыхьагъ
380,Stütze::N,atrama,кӏэгъэкъон
381,Stütze::N,atspara,кӏэгъэкъон
382,Stange::N,lazda,къорэ́гъ
383,Stange::N,kartis,къорэ́гъ
384,Stock::N,lazda,бэщ
385,Stab::N,kartis,бэщ кӏы́хь
386,Rohr::N,vamzdis,онджэкъ
387,Haus::N,namas,унэ́
388,Heim::N,namai,унэ́
389,Ofen::N,krosnis,гъэжъэн
390,Fußboden::N,grindys,джэхашъу
391,Tisch::N,stalas,стол
392,Stuhl::N,kėdė,пхъэнтӏэ́кӏу
393,Wiege::N,lopšys,кушъэ́
394,Bett::N,lova,пӏэкӏо́р
395,Bett::N,patalai,пӏэкӏо́р
396,Regal::N,lentyna,мэкӏай
397,Kiste::N,dėžė,ящык
398,Fenster::N,langas,шъхьаныгъу́пчъ
399,Tür::N,durys,пчъэ
400,Tor::N,vartai,къэла́пчъ
401,Zaun::N,tvora,шӏыхьагъэ́
402,Dach::N,stogas,шъхьэ́
403,Leiter::N,kopėčios,лъэо́й
404,Leiter::N,kopėčios,дэкӏояпӏэ́
405,Besen::N,šluota,пхъэнкӏы́пхъ
406,Spaten::N,lopeta,къазгъы́р
407,Spaten::N,kastuvas,къазгъы́р
408,Schaufel::N,semtuvas,хэӏалъ
409,Gabel::N,šakutė,цацэ
410,Löffel::N,šaukštas,джэмы́шх
411,Messer::N,peilis,шъэжъы́й
412,Nagel::N,vinis,гъучӏыӏу́н
413,Netz::N,tinklas,хъытыу
414,Haken::N,vagis,хьажтӏаркъу
415,Haken::N,kablys,хьажтӏаркъу
416,Griff::N,kotas,къопс
417,Griff::N,rankena,къопс
418,Schloss::N,spyna,ӏункӏы́бз
419,Schloss::N,užraktas,ӏункӏы́бз
420,Bild::N,paveikslas,сурэ́т
421,Figur::N,figūra,
422,Puppe::N,lėlė,нысхъа́п
423,Beutel::N,krepšys,дзыо́
424,Beutel::N,maišelis,дзыо́
425,Bündel::N,ryšulys,
426,Tasche::N,krepšelis,ӏэлъмэ́къ
427,Eimer::N,kibiras,щалъ
428,Deckel::N,dangtis,шъхьэ
429,Geschirr::N,indai,хьакъу-шыкъу
430,Sack::N,maišas,дзыо́
431,Tasse::N,puodukas,чашк
432,Topf::N,puodas,кастрюль
433,Kessel::N,katilas,шыуа́н
434,Essen::N,valgis,шхэн
435,Nahrung::N,penas,шхэн
436,Nahrung::N,maistas,шхэн
437,Speise::N,patiekalas,шхыныгъу
438,Fleisch::N,mėsa,лы
439,Getreide::N,javai,лэжьыгъацэ́
440,Brei::N,košė,пӏастэ́
441,Brot::N,duona,хьалыгъу
442,Scheibe::N,riekė,такъы́р
443,Fett::N,taukai,дагъэ́
444,Fett::N,riebalai,дагъэ́
445,Butter::N,sviestas,тхъу
446,Öl::N,aliejus,тхъу
447,Salz::N,druska,щыгъу
448,Suppe::N,sriuba,хьантхъупс
449,Honig::N,medus,шъоу́
450,Milch::N,pienas,щэ
451,Tee::N,arbata,щай
452,Leder::N,oda,кӏы́шъу
453,Wolle::N,vilna,цы
454,Stoff::N,audeklas,шэкӏы
455,Nadel::N,adata,бгъэ́хаӏу
456,Faden::N,gija,ӏуда́н
457,Faden::N,siūlas,ӏуда́н
458,Knopf::N,saga,занкӏэу
459,Knoten::N,mazgas,зэкъодзапӏэ
460,Farbe::N,dažai,краск
461,Kleidung::N,rūbai,щыгъы́ны
462,Kleidung::N,drabužiai,щыгъы́ны
463,Hemd::N,marškiniai,джан
464,Kragen::N,apykaklė,пшъапӏ
465,Ärmel::N,rankovė,гъуап
466,Hose::N,kelnės,гъончэ́дж
467,Gürtel::N,juosta,бгыры́пх
468,Gürtel::N,diržas,бгыры́пх
469,Mütze::N,kepurė,паӏо́
470,Schuh::N,batas,
471,Stiefel::N,auliniai batai,щазым
472,Ring::N,žiedas,ӏэлъы́н
473,Band::N,kaspinas,лент
474,Kamm::N,šukos,мажь
475,Spiegel::N,veidrodis,гъундж
476,Riemen::N,diržas,бгыры́пх
477,Schnur::N,virvė,кӏапсэ́
478,Leine::N,pavadėlis,шъокӏапс
479,Decke::N,antklodė,чыхӏэн
480,Kissen::N,pagalvė,шъхьант
481,Kissen::N,priegalvis,шъхьант
482,Tuch::N,skarelė,шъхьэтехъу
483,Handtuch::N,rankšluostis,ӏаплъэкӏ
484,Kraft::N,jėga,къары́у
485,Kraft::N,jėga,кӏуачӏэ́
486,Stärke::N,stiprumas,кӏуачӏэ́
487,Gesundheit::N,sveikata,псауныгъ
488,Krankheit::N,liga,узы
489,Schmerz::N,skausmas,узы
490,Wunde::N,žaizda,уӏагъэ́
491,Fieber::N,karštis,техьа́гъу
492,Fieber::N,karštis,жъоку
493,Arznei::N,vaistas,ӏэзэ́гъу
494,Brücke::N,tiltas,лъэмы́д ж
495,Brunnen::N,šulinys,псынэ́
496,Weide::N,ganykla,хъупӏэ́
497,Weide::N,gluosnis,хъупӏэ́
498,Pfad::N,takas,лъагъу
499,Weg::N,kelias,гъо́гу
500,Straße::N,gatvė,гъо́гу
501,Dorf::N,kaimas,къуа́дж
502,Dorf::N,sodžius,къуа́дж
503,Stadt::N,miestas,къалэ́
504,Brief::N,laiškas,тхэн
505,Brief::N,laiškas,письмэ
506,Buch::N,knyga,тхы́лъ
507,Buchstabe::N,raidė,хьары́ф
508,Zeitung::N,laikraštis,газет
509,Leben::N,gyvybė,гъашӏэ́
510,Leben::N,gyvenimas,гъашӏэ́
511,Tod::N,mirtis,аджал
512,Grab::N,kapas,бэны́
513,Kirche::N,bažnyčia,чылы́с
514,Sünde::N,nuodėmė,гунахь
515,Sünde::N,nusidėjimas,гунахь
516,Gott::N,dievas,тхьэ
517,Arbeiter::N,darbininkas,рабоч
518,Chef::N,šefas,гъэр
519,Chef::N,vadovas,гъэр
520,Chef::N,viršininkas,гъэр
521,Meister::N,meistras,ӏэпыӏа́с
522,Arzt::N,gydytojas,
523,Lehrer::N,mokytojas,кӏэлэегъа́дж
524,Geld::N,pinigai,ахъщ
525,Geschäft::N,biznis,ӏофшӏэн
526,Laden::N,krautuvė,туча́н
527,Laden::N,parduotuvė,туча́н
528,Preis::N,kaina,уасэ́
529,Ware::N,prekė,хьап-щып
530,Nutzen::N,nauda,чар
531,Nutzen::N,nauda,федэ́
532,Nutzen::N,pelnas,чар
533,Nutzen::N,pelnas,федэ́
534,Reichtum::N,turtas,байныгъ
535,Welt::N,pasaulis,дуна́й
536,Land::N,žemė,хэгъэ́́гу
537,Land::N,šalis,хэгъэ́́гу
538,Staat::N,valstija,къэралыгъу
539,König::N,karalius,пачъы́хь
540,Macht::N,galia,шынэгъакзэ́
541,Macht::N,valdžia,шынэгъакзэ́
542,Grenze::N,riba,гъуна́пкъ
543,Grenze::N,siena,гъуна́пкъ
544,Krieg::N,karas,зао́
545,Feind::N,priešas,пы́и
546,Gewalt::N,jėga,егъэзыгъэныгъ
547,Gewalt::N,smurtas,егъэзыгъэныгъ
548,Gewalt::N,prievarta,егъэзыгъэныгъ
549,Kampf::N,kova,бэнэныгъ
550,Bogen[Waffe]::N,lankas,щабз
551,Pfeil::N,strėlė,щэбза́щ
552,Gewehr::N,šautuvas,шхонч
553,Fehler::N,klaida,хэукъоныгъ
554,Lüge::N,melas,пцӏы
555,Schaden::N,nuostolis,зэра́р
556,Schaden::N,apgadinimas,зэра́р
557,Unglück::N,nelaimė,тхьамыкӏагъу
558,Schuld::N,kaltė,мысагъэ́
559,Alter::N,amžius,ныбжь
560,Schluss::N,pabaiga,кӏэ
561,Zeit::N,laikas,уахътэ́
562,Tag::N,diena,мафэ́
563,Morgen::N,rytas,пчэды́жь
564,Mittag::N,vidurdienis,щэджагьу́
565,Abend::N,vakaras,пчыхьэ́
566,Nacht::N,naktis,чэщы́
567,Woche::N,savaitė,тхьамафэ́
568,Monat::N,mėnuo,мазэ́
569,Jahr::N,metai,илъэ́с
570,Frühling::N,pavasaris,гъатхэ́
571,Sommer::N,vasara,гъэмафэ́
572,Herbst::N,ruduo,бжыхьэ́
573,Winter::N,žiema,кӏыма́ф
574,Januar::N,sausis,январь
575,Februar::N,vasaris,февраль
576,März::N,kovas,март
577,April::N,balandis,апрель
578,Mai::N,gegužė,май
579,Juni::N,birželis,июнь
580,Juli::N,liepa,июль
581,August::N,rugpjūtis,август
582,September::N,rugsėjis,сентябрь
583,Oktober::N,spalis,октябрь
584,November::N,lapkritis,ноябрь
585,Dezember::N,gruodis,декабрь
586,Montag::N,pirmadienis,блыпэ́
587,Dienstag::N,antradienis,гъубдж
588,Mittwoch::N,trečiadienis,бэрэскэжъый
589,Donnerstag::N,ketvirtadienis,мэфэ́ку
590,Freitag::N,penktadienis,бэрэскэшху
591,Samstag::N,šeštadienis,шэмбэ́т
592,Sonntag::N,sekmadienis,тхьаума́ф
593,groß::A,didis,ины́
594,groß::A,didelis,ины́
595,klein::A,mažas,цӏы́кӏу
596,lang::A,ilgas,кӏыхьэ́
597,kurz::A,trumpas,кӏэкӏы́
598,breit::A,platus,шъуамбгъо́
599,schmal::A,smulkus,бгъузэ́
600,dicht::A,tankus,ӏужъу́
601,dick[Gegenstand]::A,storas,ӏужъу́
602,dünn::A,plonas,пӏуакӏэ́
603,fein::A,smulkus,пӏуакӏэ́
604,fest::A,kietas,пытэ́
605,fest::A,tvirtas,пытэ́
606,flach::A,lėkštas,тешъо́
607,flach::A,plokščias,тешъо́
608,glatt::A,slidus,зэны́бжь
609,hart::A,kietas,пытэ́
610,weich::A,minkštas,шъабэ́
611,rund::A,apvalus,хъура́й
612,rund::A,apskritas,хъура́й
613,spitz::A,aštrus,папцӏэ́
614,spitz::A,smailus,папцӏэ́
615,scharf::A,aštrus,чан
616,stumpf::A,bukas,цако́
617,stumpf::A,atšipęs,цако́
618,schwer::A,sunkus,онтэ́гъу
619,schön::A,gražus,дахэ́
620,heiß::A,karštas,жъо́ркъ
621,warm::A,šiltas,фабэ́у
622,kalt::A,šaltas,чъыӏэ́
623,kühl::A,vėsus,чъыӏэтагъ
624,kühl::A,bejausmis,чъыӏэтагъ
625,frisch::A,šviežias,чъыӏэтагъ
626,feucht::A,drėgnas,шынагъэ зиӏэ
627,feucht::A,drėgnas,шынэгъакӏэ зиӏэ
628,nass::A,šlapias,цӏынэ́
629,trocken::A,sausas,гъушъ
630,trocken::A,sausas,чъэпхъыгъ
631,voll::A,pilnas,из
632,voll::A,pilnas,изыбз
633,leer::A,tuščias,нэкӏы́
634,offen::A,atviras,зэдэхыгъэ
635,geschlossen::A,uždaras,зэфэшӏыгъ
636,geschlossen::A,uždarytas,зэфэшӏыгъ
637,sauber::A,švarus,къабзэ́
638,schmutzig::A,nešvarus,шӏо́и
639,schmutzig::A,purvinas,шӏо́и
640,roh::A,žalias,мыжъо́
641,reif::A,prinokęs,чъэпхъыгъ
642,reif::A,pribrendęs,чъэпхъыгъ
643,lecker::A,gardus,го́хьы
644,süß::A,saldus,ӏэшӏу
645,bitter::A,kartus,дыджы́
646,sauer::A,gižus,хафэ́
647,sauer::A,rūgštus,хафэ́
648,hell::A,šviesus,нэфын
649,hell::A,skaistus,нэфын
650,dunkel::A,tamsus,мэзэхэ
651,schwarz::A,juodas,шӏуцӏэ
652,weiß::A,baltas,фыжьы́
653,rot::A,raudonas,плъыжьы́
654,gelb::A,geltonas,гъожьы́
655,blau::A,mėlynas,шхъуантӏэ
656,grün::A,žalias,шхъуантӏэ
657,grau::A,pilkas,шхъо
658,bunt::A,margas,къолэны
659,bunt::A,spalvotas,къолэны
660,billig::A,pigus,пыут
661,teuer::A,brangus,сикӏа́с
662,teuer::A,brangus,силъа́пӏ
663,wertvoll::A,vertingas,пкӏэ зиӏ
664,wertvoll::A,vertingas,уасэ́ зыфа́шӏ
665,blind::A,aklas,нэшъу́
666,taub::A,kurčias,дэгу
667,kräftig::A,stiprus,лъэ́ш
668,stark::A,stiprus,лъэ́ш
669,schwach::A,silpnas,хъыбэй
670,fett::A,riebus,пщэры́
671,schlank::A,laibas,ищыгъэ
