,Concept_ID,ab,eu
1400,erzählen::V,аҳəара,kontatu
1401,mitteilen::V,азыцҳара,jakinarazi
1402,nennen::V,ахьӡҵара,izena eman
1403,rufen::V,азҿыҭра,dei egin
1404,prahlen::V,аҽхəара,harrokerian ibili
1405,prahlen::V,аҽхəара,ahoberokeriak esan
1406,übersetzen::V,аиҭагара,itzuli
1407,denken::V,азхəыцра,pentsatu
1408,denken::V,азхəыцра,gogoeta egin
1409,glauben::V,ахаҵара,sinetsi
1410,bemerken::V,агəаҭара,ohartu
1411,bemerken::V,агəаҭара,konturatu
1412,erkennen::V,адырра,ezagutu
1413,erkennen::V,адырра,antzeman
1414,begreifen::V,аилкаара,ulertu
1415,verstehen::V,аҳара,aditu
1416,lernen::V,аҵара,ikasi
1417,wissen::V,адырра,jakin
1418,sich erinnern an::V,агəаларшəара,gogoratu
1419,sich erinnern an::V,агəаларшəара,gogoan izan
1420,vergessen::V,ахашҭра,ahaztu
1421,vergessen::V,ахашҭра,ahantzi
1422,messen::V,ашəара,neurtu
1423,zählen::V,аҧхьаӡара,zenbatu
1424,zählen::V,аҧхьаӡара,kopuratu
1425,rechnen::V,аҳасабра,kalkulatu
1426,lesen::V,аҧхьара,irakurri
1427,besitzen::V,амазаара,ukan
1428,besitzen::V,амазаара,eduki
1429,kaufen::V,Аахəара,erosi
1430,verkaufen::V,аҭира,saldu
1431,bezahlen::V,ахҭынҵара,ordaindu
1432,bezahlen::V,ашəара,ordaindu
1433,zahlen::V,ашəара,ordaindu
1434,ertragen::V,ачҳара,jasan
1435,ertragen::V,ачҳара,pairatu
1436,Moor::N,,zohikaztegi
1437,Kralle::N,,erpe
1438,Kralle::N,,atzapar
1439,Schwarm::N,,aldra
1440,Sache::N,,gauza
1441,Menge::N,,kopuru
1442,Essen::N,,janaldi
1443,Geschäft::N,,negozio
1444,Monat::N,,hil
1445,Jahr::N,,urte
1446,dünn::A,,mehe
1447,roh::A,,gordin
1448,durch::PRP,,zehar
1449,was::FPRN,,zer
1450,rauschen::V,,fir-fir egin
1451,zu sehen sein::V,,azaldu
1452,wenden::V,,bihurtu
1453,ergreifen::V,,oratu
1454,bewahren::V,,begiratu
1455,wünschen::V,,opatu
1456,wünschen::V,,opetsi
1457,wiegen::V,,kulunkatu
1458,treten::V,,zapaldu
1459,treten::V,,ostiaktu
1460,kehren::V,,isastu
1461,malen::V,,margotu
1462,zeichnen::V,,marraztu
1463,schreiben::V,,idatzi
1464,beherrschen::V,,menpean izan
