,Concept_ID,vep,ba
146,Flügel::N,suug,ҡанат
147,Klaue::N,künz',тырнаҡ
148,Kralle::N,künz',аяҡ
149,Schwanz::N,händ,ҡойроҡ
150,Ei::N,muna,йомортҡа
151,Nest::N,peza,оя
152,Bau::N,uru,оң
153,Tier::N,živat,жайуан
154,Tier::N,živat,йыртҡыс
155,Herde::N,kogo,көтөү
156,Kuh::N,lehm,һыйыр
157,Bulle::N,härg,үгеҙ
158,Pferd::N,hebo,ат
159,Schaf::N,lambaz,һарыҡ
160,Schwein::N,siga,сусҡа
161,Hund::N,koir,эт
162,Katze::N,kaži,бесәй
163,Bär::N,kondi,айыу
164,Eichhörnchen::N,orav,тейен
165,Elch::N,hirb',мышы
166,Fuchs::N,reboi,төлкө
167,Hase::N,jäniš,ҡуян
168,Maus::N,hir',сысҡан
169,Wolf::N,händikaz,бүре
170,Vogel::N,lind,ҡош
171,Schwarm::N,parveh,көтөү
172,Huhn::N,kana,тауыҡ
173,Hahn::N,kukoi,әтәс
174,Gans::N,hanh',ҡаҙ
175,Adler::N,orl,бөркөт
176,Ente::N,sorz,өйрәк
177,Eule::N,hir'pulo,өкө
178,Eule::N,hir'pulo,ябалаҡ
179,Kranich::N,kurg,торна
180,Krähe::N,variš,ҡарға
181,Kuckuck::N,kägi,кәкүк
182,Schwan::N,joucen,аҡҡош
183,Fisch::N,kala,балыҡ
184,Barsch::N,ahven,алабуға
185,Hecht::N,haug',суртан
186,Schlange[Tier]::N,kü,йылан
187,Schlange[Tier]::N,mado,йылан
188,Wurm::N,mado,селяүсен
189,Spinne::N,hämähouk,үрмәксе
190,Ameise::N,murahaine,ҡырмыҫҡа
191,Laus::N,täi,бет
192,Mücke::N,säs'k,серәкәй
193,Fliege::N,kärbhaine,себен
194,Schmetterling::N,lipkaine,күбәләк
195,Beere::N,marj,еләк
196,Apfel::N,jablok,алма
197,Pilz::N,sen',бәшмәк
198,Pilz::N,babuk,бәшмәк
199,Zwiebel::N,lauk,һуган
200,Saat::N,semned,орлоҡ
201,Korn::N,jüvä,иген
202,Korn::N,vill',иген
203,Heu::N,hein,бесән
204,Schale::N,kor',ҡабыҡ
205,Grube::N,kop,соҡор
206,Falle::N,rida,тоҙак
207,Falle::N,rida,ҡапҡан
208,Schlinge::N,rihm,тоҙак
209,Spur::N,jäl'g,әҫер
210,Asche::N,tuhk,көл
211,Dreck::N,redu,батҡаҡ
212,Dreck::N,pačak,батҡаҡ
213,Eisen::N,raud,тимер
214,Gold::N,kuld,алтын
215,Silber::N,hobed,көмөш
216,Kohle::N,hil',күмер
217,Glas::N,stökol,быяла
218,Lehm::N,savi,балсыҡ
219,Sand::N,lete,ҡом
220,Mensch::N,mez',кеше
221,Mensch::N,ristit,кеше
222,Mann::N,mez',ир
223,Frau::N,naine,ҡатын
224,Kind::N,laps',бала
225,Junge::N,poig,малай
226,Junge::N,prihaine,малай
227,Mädchen::N,neičukaine,ҡыҙ
228,Mädchen::N,neičukaine,ҡыҙыҡай
229,Familie::N,kanz,ғаилә
230,Familie::N,pereh,ғаилә
231,Großvater::N,ded,олатай
232,Großmutter::N,bab,әбәй
233,Eltern::N,vanhembad,ата-әсә
234,Eltern::N,kazvatajad,ата-әсә
235,Vater::N,tat,атай
236,Mutter::N,mam,әсә
237,Sohn::N,poig,ул
238,Tochter::N,tütär,ҡыҙ
239,Bruder::N,veik,агай
240,Bruder::N,vell',агай
241,Schwester::N,čiža,алай
242,Schwester::N,čiža,һеңле
243,Schwester::N,sizar,алай
244,Schwester::N,sizar,һеңле
245,Onkel::N,däd',ағай
246,Tante::N,tädi,апай
247,Ehemann::N,mužik,ир
248,Ehefrau::N,ak,ҡатын
249,Freude::N,ilo,шатлыҡ
250,Freude::N,ilo,ҡыуаныс
251,Freude::N,ihastuz,шатлыҡ
252,Freude::N,ihastuz,ҡыуаныс
253,Gelächter::N,nagr,көлөү
254,Glück::N,oza,бәхет
255,Kummer::N,gor'a,ҡайғы
256,Wunsch::N,taht,теләк
257,Lust::N,himo,әүәҫлек
258,Geist::N,heng,аң
259,Geist::N,heng,рух
260,Gedanke::N,meletuz,уй
261,Gedanke::N,meletuz,фекер
262,Gedächtnis::N,mušt,хәтер
263,Verstand::N,mel',аҡыл
264,Sinn::N,jüvä,мәғәня
265,Grund::N,sü,сәбәп
266,Wahrheit::N,tozi,дөрөҫлөк
267,Gespräch::N,lodu,әңгәмә
268,Gespräch::N,pagin,әңгәмә
269,Märchen::N,sarn,әкиәт
270,Erzählung::N,sanutez,хикәйә
271,Nachricht::N,tedotuz,хәбәр
272,Neuigkeit::N,uzištuz,яңылыҡ
273,Name::N,nimi,исем
274,Rätsel::N,ozoitez,йомаҡ
275,Rede::N,pagin,телмәр
276,Rede::N,sanad,телмәр
277,Sprache::N,kel',тел
278,Sprache::N,kel',телмәр
279,Stimme::N,än',тауыш
280,Wort::N,sana,һүҙ
281,Zeichen::N,znam,билдә
282,Ruf::N,kida,саҡырыу
283,Ruf::N,kucund,саҡырыу
284,Lärm::N,judu,шаулау
285,Laut::N,kulund,тауыш
286,Ton::N,kulund,яңғырау
287,Lied::N,pajo,йыр
288,Ruhe::N,lebu,ял
289,Ruhe::N,lebu,тыныслыҡ
290,Leute::N,rahvaz,кешеләр
291,Volk::N,rahvaz,халҡ
292,Arbeit::N,tö,эш
293,Arbeit::N,rad,эш
294,Gast::N,adiv,ҡунаҡ
295,Geschenk::N,lahj,бүләк
296,Spiel::N,vänd,уйын
297,Gesellschaft::N,sebr,йәмғиәт
298,Hilfe::N,abu,ярҙам
299,Freund::N,sebranik,дуҫ
300,Kamerad::N,sebranik,иптәш
301,Angelegenheit::N,azj,әш
302,Anzahl::N,lugu,һан
303,Art::N,rod,төр
304,Art::N,rodsugu,төр
305,Stück::N,pala,киҫәк
306,Stück::N,supal,киҫәк
307,Teil::N,pala,өлөш
308,Hälfte::N,pol',ярты
309,Kreis::N,ümbruz,түңәрәк
310,Kreis::N,kehkruz,түңәрәк
311,Kreuz::N,rist,тәре
312,Linie::N,pird,һыҙыҡ
313,Strich::N,pird,һыҙат
314,Abstand::N,keskust,ара
315,Entfernung::N,matk,алыҫлыҡ
316,Gegend::N,taho,урын
317,Platz::N,avaruz',арауыҡ
318,Ort::N,koht,ерҙәр
319,Ort::N,koht,урындар
320,Ort::N,koht,эш урыны
321,Seite::N,pol',яҡ
322,Seite::N,kül'g,яҡ
323,Mitte::N,kesk,урталыҡ
324,Gegenstand::N,kalu,нәмә
325,Sache::N,azj,нәмә
326,Sache::N,azj,әйбер
327,Rand::N,röun,сит
328,Kante::N,röun,ҡабырға
329,Kante::N,röun,ян
330,Ecke::N,saum,мөйөш
331,Spitze::N,agjaine,ос
332,Ende::N,agj,аҙаҡ
333,Loch::N,reig,тишек
334,Winkel::N,čoga,мөйөш
335,Winkel::N,saum,мөйөш
336,Muster::N,kirjam,биҙәк
337,Größe::N,suruz',ҙурлыҡ
338,Länge::N,piduz,оҙонлоҡ
339,Höhe::N,korktuz',бейеклек
340,Gewicht::N,jügu,үлсәү
341,Gewicht::N,vedäduz,үлсәү
342,Menge::N,äjüz',һан
343,Haufen::N,kogo,өйөм
344,Reihe::N,rivi,рәт
345,Boot::N,veneh,кәмә
346,Ruder::N,air,ишкәк
347,Schlitten::N,regi,сана
348,Schlitten::N,regut,сана
349,Ski::N,suks',саңгы
350,Lagerfeuer::N,nodj,костер
351,Lagerfeuer::N,pažag,костер
352,Last::N,jüguz,ауырлыҡ
353,Gang::N,astund,барыу
354,Schritt::N,hašk,аҙым
355,Norden::N,pohjoine,төньяҡ
356,Süden::N,suvi,көньяҡ
357,Westen::N,päivlaskm,көнбайыш
358,Osten::N,päivnouzm,көнсығыш
359,Holz::N,pu,үағас
360,Brett::N,laud,таҡта
361,Platte::N,keitim,плита
362,Stütze::N,tugi,терәк
363,Stange::N,arz',кәртә
364,Stock::N,kalu,таяҡ
365,Stab::N,seibaz,ҡолға
366,Rohr::N,torv,торба
367,Haus::N,pert',өй
368,Haus::N,pert',йорт
369,Heim::N,kodi,өй
370,Ofen::N,päč,мейес
371,Fußboden::N,lava,енес
372,Tisch::N,laud,өҫтәл
373,Tisch::N,stal'c,өҫтәл
374,Stuhl::N,ištim,ултырғыс
375,Wiege::N,kätte,бишек
376,Bett::N,sija,карауат
377,Bett::N,magaduzsija,карауат
378,Regal::N,palič,кәштә
379,Kiste::N,mülütim,йәшинк
380,Fenster::N,ikun,тәҙрә
381,Tür::N,uks',ишек
382,Tor::N,verai,ҡапҡа
383,Zaun::N,aid,ҡойма
384,Dach::N,katuz,түбә
385,Dach::N,katuz,ҡыйыҡ
386,Leiter::N,pordhad,баҫҡыс
387,Besen::N,lud,һепертке
388,Besen::N,vast,һепертке
389,Spaten::N,labid,көрәк
390,Schaufel::N,labid,көрәк
391,Gabel::N,hangoine,сәнске
392,Löffel::N,luzik,ҡалаҡ
393,Messer::N,veič,бысаҡ
394,Nagel::N,nagl,сөй
395,Netz::N,verk,ау
396,Haken::N,kouk,ыргаҡ
397,Griff::N,kägä,тотҡа
398,Griff::N,varz',тотҡа
399,Schloss::N,lukkol,йоҙаҡ
400,Bild::N,kuva,картина
401,Figur::N,figur,һын
402,Puppe::N,tätüine,ҡурсаҡ
403,Beutel::N,havad,тоҡ
404,Bündel::N,toppaz,төргәк
405,Bündel::N,käč,төргәк
406,Tasche::N,sumk,сумка
407,Eimer::N,vädr,биҙрә
408,Deckel::N,katuz,ҡапҡас
409,Geschirr::N,astii,һауыт-һаба
410,Sack::N,havad,тоҡ
411,Tasse::N,čašk,сынаяҡ
412,Topf::N,pada,кәстрүл
413,Kessel::N,katil,ҡаҙан
414,Essen::N,sönd,ашау
415,Nahrung::N,söm,аҙыҡ
416,Speise::N,sömine,аш
417,Fleisch::N,liha,ит
418,Getreide::N,vill',иген
419,Getreide::N,vill',ашлыҡ
420,Brei::N,pudr,бутҡа
421,Brot::N,leib,икмәк
422,Scheibe::N,bibaleh,телем
423,Scheibe::N,šlik,телем
424,Fett::N,razv,май
425,Butter::N,voi,май
426,Öl::N,voi,май буяуы
427,Salz::N,sol,тоҙ
428,Suppe::N,lem',һурпа
429,Suppe::N,keitoz,һурпа
430,Honig::N,mezi,бал
431,Milch::N,maid,һөт
432,Tee::N,čai,сәй
433,Leder::N,nahk,күн
434,Wolle::N,vill,йөн
435,Stoff::N,kangaz,туҡыма
436,Nadel::N,negl,энә
437,Faden::N,nit',еп
438,Knopf::N,nübl',төймә
439,Knoten::N,sol'm,төйөн
440,Farbe::N,muju,буяу
441,Kleidung::N,sobad,кейем
442,Hemd::N,paid,күлдәк
443,Kragen::N,kagluz,яға
444,Ärmel::N,hijam,ең
445,Hose::N,štanad,салбар
446,Gürtel::N,vö,ҡайыш
447,Mütze::N,šapuk,бүрк
448,Schuh::N,keng',туфли
449,Stiefel::N,sapug,итек
450,Ring::N,rengaz,йөҙөк
451,Ring::N,rengaz,балдаҡ
452,Band::N,lentaine,таҫма
453,Kamm::N,suga,тараҡ
454,Spiegel::N,zerkol,көзгө
455,Riemen::N,vö,ҡайыш
456,Schnur::N,nor,бау
457,Leine::N,talutimnor,бау
458,Decke::N,sijakatuz,одеяд
459,Kissen::N,pöluz,мендәр
460,Tuch::N,paik,яулыҡ
461,Handtuch::N,käzipaik,таҫтамал
462,Kraft::N,vägi,көс
463,Stärke::N,vahvuz',көс
464,Gesundheit::N,tervhuz,һаулыҡ
465,Krankheit::N,läžund,сир
466,Krankheit::N,läžund,ауырыу
467,Schmerz::N,kibu,һыҙлау
468,Schmerz::N,kibu,әрнеү
469,Wunde::N,čapatez,йәрәхәт
470,Fieber::N,säru,тапма
471,Fieber::N,säru,биҙгәк
472,Arznei::N,zel'l',дарыу
473,Brücke::N,sild,күпер
474,Brunnen::N,kaiv,ҡоҙоҡ
475,Weide::N,omaluine,көтөүлек
476,Pfad::N,tehut,һуҡмаҡ
477,Weg::N,te,юл
478,Straße::N,te,урам
479,Dorf::N,külä,ауыл
480,Stadt::N,lidn,ҡала
481,Brief::N,kirjeine,хат
482,Buch::N,kirj,китап
483,Buch::N,kirj,кенәгә
484,Buchstabe::N,kirjam,хәреф
485,Zeitung::N,lehtez,гәзит
486,Leben::N,elo,йәшәү
487,Tod::N,surm,үлем
488,Grab::N,kaum,ҡәбер
489,Kirche::N,jumalanpert',сиркәү
490,Sünde::N,grähk,гөнаһ
491,Gott::N,jumal,алла
492,Gott::N,jumal,хоҙай
493,Arbeiter::N,radnik,эшсе
494,Chef::N,pämez',башлыҡ
495,Meister::N,mastar,оҫта
496,Arzt::N,lekar',врач
497,Lehrer::N,opendai,уҡытыусы
498,Geld::N,rahad,аҡса
499,Geschäft::N,biznes,эш
500,Laden::N,lauk,магазин
501,Preis::N,arv,хаҡ
502,Ware::N,tavar,тауар
503,Nutzen::N,liža,файҙа
504,Reichtum::N,kodielo,байлыҡ
505,Reichtum::N,kal'huz',байлыҡ
506,Welt::N,mail'm,донъя
507,Land::N,ma,ил
508,Staat::N,valdkund,дәүләт
509,König::N,kunigaz,король
510,Macht::N,vald,власть
511,Grenze::N,röun,сик
512,Krieg::N,soda,һуғыш
513,Feind::N,vihanik,йылан
514,Feind::N,vastustai,йылан
515,Gewalt::N,vägivald,көслөк
516,Kampf::N,tora,көрәш
517,Bogen[Waffe]::N,taug,йәйә
518,Pfeil::N,nol,уҡ
519,Gewehr::N,oružj,мылтыҡ
520,Fehler::N,viga,хата
521,Lüge::N,kelastuz,ялған
522,Schaden::N,pahuz',зыян
523,Schaden::N,pahuz',зарар
524,Unglück::N,bed,ҡаза
525,Unglück::N,gor'a,ҡаза
526,Schuld::N,värhuz',ғәйеп
527,Alter::N,igä,йәш
528,Schluss::N,lop,һуң
529,Schluss::N,lop,аҙаҡ
530,Zeit::N,aig,мәл
531,Zeit::N,aig,заман
532,Tag::N,päiv,көн
533,Morgen::N,homendez,иртә
534,Morgen::N,homendez,иртәнсәк
535,Mittag::N,keskpäiv,төш
536,Abend::N,eht,кис
537,Nacht::N,ö,төн
538,Woche::N,nedal',аҙна
539,Monat::N,ku,ай
540,Jahr::N,voz',йыл
541,Frühling::N,keväz',яҙ
542,Sommer::N,keza,йәй
543,Herbst::N,sügüz',көз
544,Winter::N,tal'v,ҡыш
545,Januar::N,viluku,ғинуар
546,Februar::N,uhoku,февраль
547,März::N,keväz'ku,март
548,April::N,sulaku,апрель
549,Mai::N,semendku,май
550,Juni::N,kezaku,июнь
551,Juli::N,heinku,июль
552,August::N,eloku,август
553,September::N,sügüz'ku,сентябрь
554,Oktober::N,reduku,октябрь
555,November::N,kül'mku,ноябрь
556,Dezember::N,tal'vku,декабрь
557,Montag::N,ezmärg,дүшәмбе
558,Dienstag::N,tožnarg,шишәмбе
559,Mittwoch::N,koumanz'päiv,шаршамбы
560,Donnerstag::N,nellänz'päiv,кесаҙна
561,Freitag::N,pätnič,йома
562,Freitag::N,videnz'päiv,йома
563,Samstag::N,sobat,шәмбе
564,Sonntag::N,pühäpäiv,йәкшәмбе
565,groß::A,sur',ҙур
566,groß::A,järed,ҙур
567,klein::A,pen',бәләкәс
568,klein::A,pičuine,бәләкәс
569,lang::A,pit'k,оҙон
570,kurz::A,lühüd,ҡыҫҡа
571,breit::A,leved,киң
572,schmal::A,kaid,тар
573,dicht::A,tihed,йыш
574,dicht::A,tihed,ҡуйы
575,dick[Gegenstand]::A,paks,ҡалын
576,dünn::A,hoik,йоҡа
577,dünn::A,hoik,нәҙек
578,fein::A,hen,нескә
579,fest::A,luja,ныҡ
580,fest::A,ninev,ныҡ
581,flach::A,lapak,яҫы
582,flach::A,lapak,ялпаҡ
583,glatt::A,siled,шыма
584,hart::A,kova,ҡаты
585,weich::A,pehmed,йомшаҡ
586,rund::A,kehker,түңәрәк
587,spitz::A,nügu,осло түбәле
588,spitz::A,terav,осло түбәле
589,scharf::A,terav,үткер
590,stumpf::A,tül'c,утмәҫ
591,schwer::A,jüged,ауыр
592,schön::A,čoma,матур
593,heiß::A,räk,эҫе
594,warm::A,läm',йылы
595,kalt::A,vilu,һыуыҡ
596,kühl::A,raibak,һалҡынса
597,kühl::A,viluhk,һалҡынса
598,frisch::A,lahed,һалҡынса
599,feucht::A,neps,еүеш
600,feucht::A,neps,дымлы
601,feucht::A,toreh,еүеш
602,feucht::A,toreh,дымлы
603,nass::A,märg,еүеш
604,trocken::A,kuiv,кипкән
605,voll::A,täuz',тулы
606,leer::A,joudai,буш
607,offen::A,avoin,асыҡ
608,offen::A,avol'jaine,асыҡ
609,geschlossen::A,saubaline,ябыҡ
610,sauber::A,puhtaz,таҙа
611,schmutzig::A,redukaz,бысраҡ
612,roh::A,rohk,сей
613,roh::A,toreh,сей
614,reif::A,küps,өлгөрғән
615,lecker::A,magukaz,тәмле
616,süß::A,maged,тямле
617,süß::A,maged,тәм-том
618,bitter::A,karged,әсе
619,sauer::A,muiged,әсе
620,hell::A,kirkas,яҡты
621,hell::A,valgei,яҡты
622,dunkel::A,pimed,ҡараңғы
623,schwarz::A,must,ҡара
624,weiß::A,vauged,аҡ
625,rot::A,rusked,матур
626,rot::A,rusked,һылыу
627,rot::A,rusked,сибәр
628,gelb::A,pakuine,һары
629,blau::A,sinine,күк
630,grün::A,vihand,йәшел
631,grau::A,hahk,буҙ
632,bunt::A,kirjav,сыбар
633,bunt::A,kirjav,ала-ҡола
634,billig::A,odav,арзан
635,teuer::A,kalliž,ҡыйбатлы
636,wertvoll::A,arvokas,ҡиммәтле
637,blind::A,soged,һуҡыр
638,taub::A,kurdiž,һаңғырау
639,kräftig::A,vägev,көслө
640,kräftig::A,vägev,ҡеүәтле
641,stark::A,vahv,көслө
642,stark::A,vahv,ҡеүәтле
643,stark::A,vägekaz,көслө
644,stark::A,vägekaz,ҡеүәтле
645,schwach::A,väll',көсһөҙ
646,fett::A,razvakaz,һимеҙ
647,schlank::A,kapos,зифа
648,hübsch::A,čoma,матур
649,böse::A,äred,асыулы
650,böse::A,käred,асыулы
651,dumm::A,el'getoi,иҫәр
652,faul::A,lašk,иренсәк
653,fleißig::A,radonnavedii,тырыш
654,geizig::A,ažlak,һаран
655,klug::A,melev,аҡыллы
656,klug::A,melekaz,аҡыллы
657,geschickt::A,mahtokaz,оҫта
658,lieb::A,izo,яғымлы
659,lieb::A,sula,яғымлы
660,lustig::A,ilokaz,күңелле
661,sanft::A,laskav,йыуаш
662,hungrig::A,näl'ghine,ас
663,krank::A,läžui,сирле
664,krank::A,läžui,ауырыу
665,nackt::A,alastoi,яланғас
666,traurig::A,opalahine,яманһыу
667,lebendig::A,eläb,тере
668,lebendig::A,eläb,йәнле
669,gut::A,hüvä,яҡшы
670,schlecht::A,huba,хөрт
671,schlecht::A,huba,алама
672,richtig::A,oiged,дөрөҫ
673,schlimm::A,paha,хөрт
674,schlimm::A,paha,алама
675,wahr::A,todesine,дөрөҫ
676,alt::A,vanh,иҫке
677,alt::A,vanh,боронғо
678,neu::A,uz',яңы
679,ehemalig::A,edeline,элекке
680,alt[Lebewesen]::A,ravaz,ҡарт
681,jung::A,nor',йәш
682,arm::A,gol'l',фәҡир
683,reich::A,elokaz,бай
684,bekannt::A,tutab,таныш
685,berühmt::A,tetab,атаҡлы
686,berühmt::A,tetab,данлыҡлы
687,fremd::A,veraz,ят
688,fremd::A,veraz,сит
689,verschieden::A,erazvuitte,төрлө
690,nah::A,läheline,яҡын
691,fern::A,edahaine,алыҫ
692,fern::A,edahaine,йыраҡ
693,linker::A,hura,һул
694,rechter::A,oiged,уң
695,anderer::A,toine,бутән
696,erster::A,ezmäine,тәүге
697,zweiter::A,toine,икенсе
698,dritter::A,koumanz',өсөнсө
699,letzter::A,jäl'gmäine,һуңғы
700,allein::ADV,üksnäze,бер үҙе
701,allein::ADV,üksnäze,яңғыҙ
702,auf einmal::ADV,ühten aigan,бер юлы
703,zusammen::ADV,ühtes,бергә
704,lange::ADV,hätken,оҙаҡ
705,plötzlich::ADV,äkkid,ҡапыл
706,sofort::ADV,kerdalaz,шунда уҡ
707,später::ADV,möhemba,һуңыраҡ
708,jetzt::ADV,nügüd',хәҙер
709,heute::ADV,tämbei,бөгөн
710,morgen::ADV,homen,иртәгә
711,bald::ADV,pigai,тиҙҙән
712,dann::ADV,sid',һуңынан
713,gestern::ADV,eglai,кисә
714,einst::ADV,ende,ҡасандыр
715,einst::ADV,ende,бер баҡыт
716,einst::ADV,kerdan,ҡасандыр
717,einst::ADV,kerdan,бер баҡыт
718,damals::ADV,siloi,ул саҡта
719,danach::ADV,sid',һуңынан
720,vorher::ADV,ende,элек
721,zuerst::ADV,ezmäi,башта
722,einmal::ADV,kerdan,бер
723,manchmal::ADV,erašti,ҡайһы берҙә
724,oft::ADV,paksus,йыш
725,immer::ADV,kaiken,һәр ҡасан
726,niemals::ADV,ei nikonz,бер ҡасан да
727,niemals::ADV,ei nikonz,бер ваҡытта ла
728,hier::ADV,täs,бында
729,hier::ADV,tägä,бында
730,hierhin::ADV,tänna,бында
731,von hier::ADV,täspäi,бынан
732,von hier::ADV,täspäi,ошонан
733,von hier::ADV,sid'päi,бынан
734,von hier::ADV,sid'päi,ошонан
735,dort::ADV,sigä,шунда
736,dort::ADV,sigä,тегендә
737,dorthin::ADV,sinna,шунда
738,dorthin::ADV,sinna,тегеләй
739,dorthin::ADV,nakkale,шунда
740,dorthin::ADV,nakkale,тегеләй
741,geradeaus::ADV,kohtha,тура
742,vorwärts::ADV,edehe,алға
743,rückwärts::ADV,sel'gin,кирегә
744,zurück::ADV,tagaze,кирегә
745,unten::ADV,alahan,түбәндә
746,hinab::ADV,alaz,түбәнгә
747,hinab::ADV,alahaks,түбәнгә
748,oben::ADV,ülähän,юғарыла
749,hinauf::ADV,ülez,юғарыға
750,hinauf::ADV,ülähäks,юғарыға
751,überall::ADV,kaikjal,бөтә урында
752,nicht::ADV,ei,тугел
753,ein wenig::ADV,vähän,аҙ
754,kaum::ADV,habi,көскә
755,kaum::ADV,habi,саҡ-саҡ
756,sehr::ADV,lujas,ифат
757,so::ADV,muga,шулай
758,so::ADV,ninga,шулай
759,noch::ADV,völ,йәнә
760,nur::ADV,järg,бары
761,nur::ADV,vaiše,бары
762,schon::ADV,jo,инде
763,wieder::ADV,möst,тағы
764,vergebens::ADV,uhtei,бушҡа
765,vor::PRP,edes,алдында
766,hinter::PRP,taga,артында
767,unter::PRP,al,аҫтында
768,durch::PRP,läbi,үтә
