,Concept_ID,br,mn
391,Wiege::N,kavell,өлгий
392,Bett::N,gwele,ор
393,Regal::N,estajerenn,тавиур
394,Kiste::N,kased,авдар
395,Kiste::N,kased,хайрцаг
396,Fenster::N,prenestr,гэгээвч
397,Tür::N,dor,үүд
398,Tür::N,dor,хаалга
399,Tor::N,portal,хаалга
400,Zaun::N,sklotur,хашаа
401,Dach::N,toenn,дээвэр
402,Leiter::N,skeul,шат
403,Besen::N,skubell,хамуур
404,Besen::N,skubell,туужуу
405,Spaten::N,pal,хүрз
406,Schaufel::N,pal,хүрз
407,Gabel::N,fourchetez,сэрээ
408,Löffel::N,loa,халбага
409,Messer::N,kontell,хутга
410,Nagel::N,tach,хадаас
411,Netz::N,roued,өөш
412,Netz::N,roued,тор
413,Haken::N,krog,гох
414,Griff::N,kemer,иш
415,Griff::N,kemer,сэнж
416,Schloss::N,potenn,цуурга
417,Schloss::N,potenn,цоож
418,Bild::N,skeudenn,зураг
419,Figur::N,skeud,баримал
420,Figur::N,figur,баримал
421,Puppe::N,merc'hodenn,хүүхэлдэй
422,Beutel::N,sac'h,агсаа
423,Beutel::N,sac'h,уут
424,Bündel::N,feskenn,боодол
425,Tasche::N,sac'h,цүнх
426,Eimer::N,sailh,хөнөг
427,Eimer::N,sailh,хувин
428,Deckel::N,pallenn,таг
429,Deckel::N,pallenn,хавхаг
430,Geschirr::N,listriaj,сав суулга
431,Sack::N,sac'h,шуудай
432,Tasse::N,tas,аяга
433,Topf::N,pod,тогоо
434,Kessel::N,chaodouron,тогоо
435,Essen::N,pred,идээ
436,Nahrung::N,boued,хүнс
437,Speise::N,meuz,идээ
438,Fleisch::N,kig,мах
439,Getreide::N,ed,будаа
440,Brei::N,yod,богшмол
441,Brei::N,yod,будаа
442,Brot::N,bara,талх
443,Scheibe::N,tailhenn,зүсэм
444,Scheibe::N,tailhenn,хэрчим
445,Fett::N,lard,өөх
446,Butter::N,amann,тос
447,Öl::N,eoul,тос
448,Salz::N,holen,давс
449,Suppe::N,soubenn,шөл
450,Honig::N,mel,бал
451,Milch::N,laezh,сүү
452,Tee::N,te,цай
453,Leder::N,lêr,арьс
454,Leder::N,lêr,савхи
455,Wolle::N,gloan,ноос
456,Wolle::N,gloan,унгас
457,Stoff::N,danvez,бөс
458,Nadel::N,nadoz,зүү
459,Faden::N,neudenn,боолт
460,Faden::N,neudenn,утас
461,Knopf::N,bouton,товч
462,Knoten::N,skoulm,зангилаа
463,Farbe::N,liv,будаг
464,Kleidung::N,dilhad,хувцас
465,Hemd::N,roc'hed,цамц
466,Kragen::N,gouzoug,зах заам
467,Ärmel::N,milgin,ханцуй
468,Hose::N,bragoù,өмд
469,Gürtel::N,gouriz,бүс
470,Mütze::N,boned,малгай
471,Mütze::N,boned,бүрх
472,Schuh::N,botez,туфли
473,Stiefel::N,botez,гутал
474,Ring::N,gwalenn,бөгж
475,Band::N,bagad,тууз
476,Kamm::N,krib,сам
477,Spiegel::N,melezour,толь
478,Riemen::N,lerenn,тасам
479,Riemen::N,lerenn,сур
480,Schnur::N,kordenn,татлага
481,Leine::N,roll,оосор
482,Decke::N,golo,хөнжил
483,Decke::N,golo,хучлага
484,Kissen::N,goubenner,дэр
485,Tuch::N,mezher,алчуур
486,Tuch::N,mezher,даавуу
487,Handtuch::N,toailhon,алчуур
488,Kraft::N,nerzh,чадал
489,Kraft::N,nerzh,хүч
490,Stärke::N,nerzhder,эрч
491,Stärke::N,nerzhder,тэнхээ
492,Gesundheit::N,yec'hed,бие
493,Gesundheit::N,yec'hed,эрүүл мэнд
494,Krankheit::N,klañved,эмгэг
495,Schmerz::N,poan,өвчин
496,Schmerz::N,droug,өвчин
497,Wunde::N,gloazadenn,шарх
498,Fieber::N,terzhienn,халуун
499,Arznei::N,louzoù,эм
500,Brücke::N,pont,гүүр
501,Brunnen::N,puñs,худаг
502,Weide::N,prad,бэлчээр
503,Pfad::N,gwenodenn,жим
504,Pfad::N,gwenodenn,зөрөг
505,Weg::N,hent,зам
506,Weg::N,hent,харгуй
507,Straße::N,ru,зам
508,Straße::N,ru,харгуй
509,Straße::N,hent,зам
510,Straße::N,hent,харгуй
511,Dorf::N,kêr,тосгон
512,Dorf::N,kêr,гацаа
513,Dorf::N,kêriadenn,тосгон
514,Dorf::N,kêriadenn,гацаа
515,Stadt::N,kêr,хот
516,Brief::N,lizher,захидал
517,Brief::N,lizher,захиа
518,Buch::N,levr,ном
519,Buch::N,levr,бичиг
520,Buchstabe::N,lizherenn,үсэг
521,Zeitung::N,kazetenn,сонин
522,Leben::N,buhez,амь
523,Leben::N,buhez,амьдрал
524,Tod::N,marv,үхэл
525,Grab::N,bez,булш
526,Kirche::N,iliz,сүм
527,Sünde::N,pec'hed,нүгэл
528,Sünde::N,pec'hed,хилэнц
529,Gott::N,doue,бурхан
530,Arbeiter::N,labourer,ажилчин
531,Arbeiter::N,labourer,хөдөлмөрчин
532,Arbeiter::N,micherour,ажилчин
533,Arbeiter::N,micherour,хөдөлмөрчин
534,Chef::N,penn,дарга
535,Meister::N,mestr,дархан
536,Arzt::N,mezeg,эмч
537,Arzt::N,medisin,эмч
538,Lehrer::N,skolaer,багш
539,Lehrer::N,kelenner,багш
540,Geld::N,arc'hant,цаас
541,Geld::N,arc'hant,мөнгө
542,Geschäft::N,stal,наймаа
543,Laden::N,stal,дэлгүүр
544,Preis::N,priz,үнэ
545,Ware::N,marc'hadourezh,таваар
546,Ware::N,marc'hadourezh,бараа
547,Nutzen::N,gounidegezh,ашиг
548,Nutzen::N,lañs,ашиг
549,Nutzen::N,profit,ашиг
550,Nutzen::N,spleit,ашиг
551,Reichtum::N,pinvidigezh,баялаг
552,Welt::N,douar,дэлхий
553,Welt::N,douar,орчлон
554,Land::N,bro,улс
555,Land::N,bro,орон
556,Staat::N,stad,төр
557,Staat::N,stad,гүрэн
558,König::N,roue,ван
559,Macht::N,galloud,засаг
560,Grenze::N,harzoù,хил
561,Krieg::N,brezel,дайн
562,Feind::N,eneber,дайсан
563,Gewalt::N,tâerder,хүчирхэх
564,Kampf::N,kann,тэмцэл
565,Kampf::N,kann,байлдаан
566,Bogen[Waffe]::N,gwareg,нум
567,Pfeil::N,saezh,годил
568,Pfeil::N,saezh,сум
569,Gewehr::N,fuzuilh,буу
570,Fehler::N,fazi,эндэл
571,Fehler::N,fazi,алдаа
572,Lüge::N,gaou,худал
573,Schaden::N,gwall,хор
574,Schaden::N,gwall,хөнөөл
575,Unglück::N,gwalleur,гай
576,Unglück::N,gwalleur,гамшиг
577,Schuld::N,kablusted,гэм
578,Schuld::N,kablusted,буруу
579,Schuld::N,pec'hedigezh,гэм
580,Schuld::N,pec'hedigezh,буруу
581,Alter::N,oad,нас
582,Schluss::N,diwezh,эцэс
583,Schluss::N,diwezh,төгсгөл
584,Zeit::N,amzer,цаг
585,Tag::N,deizh,өдөр
586,Morgen::N,beure,өглөө
587,Morgen::N,mintin,өглөө
588,Mittag::N,kreisteiz,үд
589,Abend::N,abardaez,үдэш
590,Nacht::N,noz,шөнө
591,Woche::N,sizhun,долоо хоног
592,Monat::N,miz,сар
593,Jahr::N,bloaz,жил
594,Frühling::N,nevezamzer,хавар
595,Sommer::N,hañv,зун
596,Herbst::N,diskaramzer,намар
597,Winter::N,goañv,өвөл
598,Januar::N,Genver,нэгдүгээр сар
599,Februar::N,C'hwevrer,хоёрдугаар сар
600,März::N,Meurzh,гуравдугаар сар
601,April::N,Ebrel,дөрөвдүгээр сар
602,Mai::N,Mae,тавдугаар сар
603,Juni::N,Mezheven,зургаадугаар сар
604,Juli::N,Gouhere,долдугаар сар
605,August::N,Eost,наймдугаар сар
606,September::N,Gwengolo,есдүгээр сар
607,Oktober::N,Here,аравдугаар сар
608,November::N,Du,арван нэгдүгээр сар
609,Dezember::N,Kerzu,арван хоёрдугаар сар
610,Montag::N,Lun,даваа
611,Dienstag::N,Meurzh,мягмар
612,Mittwoch::N,Merc'her,лхагва
613,Donnerstag::N,Yaou,пүрэв
614,Freitag::N,Gwener,баасан
615,Samstag::N,Sadorn,бямба
616,Sonntag::N,Sul,ням
617,groß::A,bras,их
618,groß::A,bras,том
619,klein::A,bihan,бага
620,klein::A,bihan,жаахан
621,lang::A,hir,урт
622,kurz::A,berr,охор
623,kurz::A,berr,богино
624,breit::A,ledan,өргөн
625,schmal::A,strizh,уйтан
626,schmal::A,strizh,нарийн
627,dicht::A,stank,нягт
628,dicht::A,stank,чигжүү
629,dick[Gegenstand]::A,tev,зузаан
630,dünn::A,moan,нимгэн
631,fein::A,munut,нарийн
632,fest::A,start,бөх
633,fest::A,start,хатуу
634,flach::A,plaen,хавтгай
635,glatt::A,lintr,цагаан
636,glatt::A,levn,цагаан
637,hart::A,kalet,хатуу
638,weich::A,blot,зөөлөн
639,rund::A,ront,дугуй
640,rund::A,ront,дугариг
641,spitz::A,poentet,шовх
642,spitz::A,poentet,шовгор
643,scharf::A,dremm,хурц
644,scharf::A,dremm,иртэй
645,stumpf::A,talsoc'h,мохоо
646,schwer::A,pounner,хүнд
647,schön::A,kaer,гуа
648,schön::A,kaer,сайхан
649,heiß::A,tomm,халуун
650,warm::A,tomm,дулаан
651,kalt::A,yen,хүйтэн
652,kühl::A,yen,сэрүүн
653,frisch::A,fresk,эрүүл
654,frisch::A,fresk,жихүүн
655,feucht::A,gleb,чийгтэй
656,nass::A,gleb,нойтон
657,trocken::A,sec'h,хатсан
658,voll::A,leun,дүүрэн
659,leer::A,goullo,хоосон
660,offen::A,digor,онгорхой
661,geschlossen::A,serr,битүү
662,geschlossen::A,serr,хаалтай
663,sauber::A,naet,цэвэр
664,sauber::A,naet,хиргүй
665,schmutzig::A,lous,бохир
666,schmutzig::A,lous,хиртэй
667,roh::A,kriz,түүхий
668,reif::A,darev,болсон
669,lecker::A,lipous,амттай
670,lecker::A,saourus,амттай
671,süß::A,dous,амттай
672,süß::A,dous,чихэрлэг
673,bitter::A,c'hwerv,гашуун
674,sauer::A,trenk,эсгэлэн
675,hell::A,sklaer,гэгээн
676,hell::A,sklaer,гэрэлтэй
677,dunkel::A,teñval,бараан
678,dunkel::A,teñval,харанхуй
679,schwarz::A,du,хар
680,weiß::A,gwenn,цагаан
681,rot::A,ruz,улаан
682,gelb::A,melen,шар
683,blau::A,glas,хөх
684,blau::A,glas,цэнхэр
685,grün::A,gwer,ногоон
686,grau::A,louet,орог
687,grau::A,louet,саарал
688,bunt::A,liesliv,эрээн
689,billig::A,marc'had-mat,хямд
690,teuer::A,ker,үнэтэй
691,wertvoll::A,prizius,үнэт
692,blind::A,dall,сохор
693,taub::A,bouzar,чих хатуу
694,kräftig::A,start,чийрэг
695,stark::A,kreñv,хүчтэй
696,stark::A,kreñv,чадалтай
697,schwach::A,gwan,сул
698,fett::A,lard,тарган
699,fett::A,lard,голигор
700,schlank::A,sinkl,голшиг
701,hübsch::A,koant,сайхан
702,hübsch::A,koant,хөөрхөн
703,böse::A,gwall,муу
704,böse::A,gwall,хортой
705,dumm::A,glep,тэнэг
706,faul::A,lezirek,залхуу
707,fleißig::A,studius,чармайлтгай
708,geizig::A,tost,харамч
709,klug::A,speredek,цэцэн
710,geschickt::A,dornet,дүйтэй
711,lieb::A,koant,хайрт
712,lustig::A,laouen,цэнгэлтэй
713,sanft::A,flour,наалинхай
714,hungrig::A,marnaon,өлөн
715,hungrig::A,marnaon,өлссөн
716,krank::A,klañv,өвчтэй
717,nackt::A,noazh,нүцгэн
718,traurig::A,trist,гунигт
719,lebendig::A,bev,амьд
720,lebendig::A,bev,амьтай
721,gut::A,mad,сайн
722,schlecht::A,fall,муу
723,schlecht::A,fall,өөдгүй
724,schlecht::A,gwall,муу
725,schlecht::A,gwall,өөдгүй
726,richtig::A,reizh,зөв
727,richtig::A,reizh,зүйтэй
728,schlimm::A,gwall,муухай
729,wahr::A,gwir,үнэн
730,wahr::A,gwir,жинхэнэ
731,alt::A,kozh,хуучин
732,neu::A,nevez,шинэ
733,ehemalig::A,kozh,агсан
734,ehemalig::A,kozh,байсан
735,alt[Lebewesen]::A,kozh,өвгөн
736,alt[Lebewesen]::A,kozh,хижээл
737,jung::A,yaouank,залуу
738,arm::A,paour,ядуу
739,reich::A,pinvidik,баян
740,reich::A,pinvidik,баялаг
741,bekannt::A,anavezet,танил
742,berühmt::A,brudet,цуутай
743,berühmt::A,brudet,алдартай
744,fremd::A,dizanav,харь
745,fremd::A,dizanav,гадаад
746,verschieden::A,disheñel,ондоо
747,verschieden::A,disheñel,янз янзын
748,nah::A,nes,ойрын
749,nah::A,nes,дөтийн
750,fern::A,diabell,холын
751,linker::A,kleiz,буруу
752,rechter::A,dehoù,баруун
753,anderer::A,all,өөр
754,anderer::A,all,нөгөө
755,erster::A,kentañ,нэгдэх
756,erster::A,kentañ,нэгдүгээр
757,zweiter::A,eil,хоёрдугаар
758,dritter::A,trede,гуравдугаар
759,letzter::A,diwezhañ,сүүлийн
760,allein::ADV,e-unan,ганцаараа
761,auf einmal::ADV,ar un dro,нэгмөсөн
762,zusammen::ADV,asambles,цуг
763,zusammen::ADV,asambles,хамт
764,lange::ADV,pell,удаан
765,plötzlich::ADV,en un taol,гэнэт
766,sofort::ADV,diouzhtu,дороо
767,später::ADV,diwezhatoc'h,дараа
768,jetzt::ADV,bremañ,өнөө
769,heute::ADV,hiziv,өнөө
770,heute::ADV,hiziv,өнөөдөр
771,morgen::ADV,arc'hoazh,маргааш
772,morgen::ADV,arc'hoazh,маргаадар
773,bald::ADV,hepdale,түргэн
774,bald::ADV,hepdale,удахгүй
775,dann::ADV,a-c'houde,хожим
776,dann::ADV,a-c'houde,тэгээд
777,gestern::ADV,dec'h,өчигдөр
778,einst::ADV,gwechall,нэг
779,damals::ADV,neuze,тэгэхэд
780,danach::ADV,goude,тэгээд
781,danach::ADV,goude,дараа нь
782,vorher::ADV,diagent,урьд
783,zuerst::ADV,da gentañ,анх
784,zuerst::ADV,da gentañ,эхлээд
785,einmal::ADV,ur wech,нэг удаа
786,manchmal::ADV,a-wechoù,хааяа
