,Concept_ID,ko,da
189,Schlinge::N,올가미,snare
190,Schlinge::N,멜빵붕대,snare
191,Spur::N,발지국,spor
192,Asche::N,재,aske
193,Dreck::N,똥,snavs
194,Dreck::N,오물,snavs
195,Eisen::N,쇠,jern
196,Eisen::N,철,jern
197,Gold::N,항금,guld
198,Silber::N,은,sølv
199,Kohle::N,슻,kul
200,Glas::N,유리,glas
201,Lehm::N,찰흙,ler
202,Sand::N,모래,sand
203,Mensch::N,사람,mennesge
204,Mann::N,남자,mand
205,Frau::N,여자,kvinde
206,Kind::N,아이,barn
207,Junge::N,소녁,dreng
208,Mädchen::N,소녀,pige
209,Familie::N,가족,familie
210,Großvater::N,할아버지,bedstefar
211,Großmutter::N,할머니,bedstemor
212,Eltern::N,어버오,forældre
213,Vater::N,아버지,far
214,Mutter::N,어머니,mor
215,Sohn::N,아들,søn
216,Tochter::N,딸기,datter
217,Bruder::N,형제,bror
218,Schwester::N,누이,søster
219,Onkel::N,백부,onkel
220,Tante::N,아주머니,tante
221,Ehemann::N,남편,ægtemand
222,Ehefrau::N,아내,hustru
223,Freude::N,기쁨,glæde
224,Gelächter::N,웃음,latter
225,Glück::N,즐거움,lykke
226,Kummer::N,슬픔,sorg
227,Wunsch::N,소망,ønske
228,Geist::N,할기,ånd
229,Gedanke::N,상념,tanke
230,Gedächtnis::N,기억,hukommelse
231,Verstand::N,분별,forstand
232,Verstand::N,지능,forstand
233,Sinn::N,센스,mening
234,Sinn::N,센스,betydning
235,Grund::N,까닭,grund
236,Wahrheit::N,참,sandhed
237,Wahrheit::N,진실,sandhed
238,Gespräch::N,대화,samtale
239,Märchen::N,동화,eventyr
240,Erzählung::N,이야기,fortælling
241,Neuigkeit::N,뉴스,nyhed
242,Name::N,이름,navn
243,Rätsel::N,수수께끼,gåde
244,Rede::N,연설,tale
245,Sprache::N,말,sprog
246,Stimme::N,목소리,stemme
247,Wort::N,낱말,ord
248,Zeichen::N,신호,tegn
249,Ruf::N,부름,råb
250,Lärm::N,소동,larm
251,Laut::N,음성,lyd
252,Ton::N,목소리,tone
253,Lied::N,노래,sang
254,Ruhe::N,쉼,ro
255,Ruhe::N,쉼,hvile
256,Leute::N,사람들,folk
257,Leute::N,사람들,mennesker
258,Volk::N,국중,folk
259,Arbeit::N,근로,arbejde
260,Arbeit::N,너무,arbejde
261,Gast::N,손님,gæst
262,Geschenk::N,행하,gave
263,Spiel::N,무리,leg
264,Gesellschaft::N,교제,selskab
265,Hilfe::N,거들음,hjælp
266,Hilfe::N,보좌,hjælp
267,Freund::N,친구,ven
268,Kamerad::N,동실자,kammerat
269,Angelegenheit::N,용무,sag
270,Angelegenheit::N,용무,anliggende
271,Anzahl::N,어떤,antal
272,Anzahl::N,수,antal
273,Art::N,정류,art
274,Stück::N,일부분,stykke
275,Teil::N,몱,del
276,Teil::N,구훠,del
277,Hälfte::N,2분의,halvdel
278,Kreis::N,고리,cirkel
279,Kreuz::N,열십자,kors
280,Kreuz::N,열십자,kryds
281,Linie::N,선,linie
282,Strich::N,스침,streg
283,Abstand::N,거리,afstand
284,Entfernung::N,거리,afstand
285,Gegend::N,곳,egn
286,Gegend::N,부금,egn
287,Platz::N,장소,plads
288,Ort::N,장소,sted
289,Seite::N,옆면,side
290,Mitte::N,궁간,midte
291,Gegenstand::N,항목,genstand
292,Sache::N,뭉에,sag
293,Rand::N,가,rand
294,Kante::N,귀퉁,kant
295,Ecke::N,구석,hjørne
296,Spitze::N,끝,spids
297,Spitze::N,참단,spids
298,Ende::N,말당,ende
299,Loch::N,빙옷,hul
300,Winkel::N,각도,vinkel
301,Muster::N,본,mønster
302,Muster::N,견복,mønster
303,Größe::N,신장,størrelse
304,Länge::N,길이긺,længde
305,Höhe::N,높이,højde
306,Gewicht::N,추,vægt
307,Menge::N,수양,mængde
308,Haufen::N,퇴적,bunke
309,Reihe::N,열,række
310,Boot::N,보트,båd
311,Ruder::N,노,åre
312,Schlitten::N,썰매,kælk
313,Schlitten::N,썰매,slæde
314,Ski::N,스키,ski
315,Lagerfeuer::N,캠프의 모닥불,lejrbål
316,Last::N,무거운짐,last
317,Last::N,무거운짐,byrde
318,Gang::N,걸음,gang
319,Schritt::N,보조,skridt
320,Norden::N,북쪽 ,nord
321,Süden::N,남쪽,syd
322,Westen::N,서쪽,vest
323,Osten::N,동쪽,øst
324,Holz::N,목재,træ
325,Brett::N,마루널,bræt
326,Platte::N,탤,plade
327,Platte::N,금속판,plade
328,Stütze::N,버팀목,støtte
329,Stange::N,장대,stang
330,Stock::N,막대기,stok
331,Stab::N,작대기,stav
332,Rohr::N,갈대,rør
333,Haus::N,집,hus
334,Heim::N,집,hjem
335,Ofen::N,아궁이,ovn
336,Fußboden::N,마루,gulv
337,Tisch::N,탁자,bord
338,Stuhl::N,의자,stol
339,Wiege::N,발상지,vugge
340,Bett::N,침대,seng
341,Regal::N,서가,reol
342,Kiste::N,짐궤,kasse
343,Fenster::N,눔,vindue
344,Tür::N,문,dør
345,Tor::N,대문,port
346,Zaun::N,담장,stakit
347,Dach::N,지붕,tag
348,Leiter::N,사닥다리,stige
349,Besen::N,비,kost
350,Spaten::N,가래,spade
351,Schaufel::N,삽,skovl
352,Gabel::N,갈래,gaffel
353,Löffel::N,숟가락,ske
354,Messer::N,나이프,kniv
355,Nagel::N,발툽,søm
356,Netz::N,그물,net
357,Haken::N,갈고리,krog
358,Griff::N,움켜쥠,tag
359,Griff::N,움켜쥠,håndtag
360,Schloss::N,자물쇠,lås
361,Bild::N,그림,billede
362,Figur::N,몸메,figur
363,Puppe::N,인형,dukke
364,Beutel::N,클,pose
365,Bündel::N,자근다발,bylt
366,Bündel::N,자근다발,bundt
367,Tasche::N,가방,taske
368,Eimer::N,동이,spand
369,Deckel::N,뚜껑,låg
370,Geschirr::N,식시,husgeråd
371,Sack::N,조갑,sæk
372,Tasse::N,차잔,kop
373,Topf::N,단지,gryde
374,Kessel::N,주전자,kedel
375,Essen::N,먹기,måltid
376,Nahrung::N,식료,mad
377,Nahrung::N,식료,næring
378,Speise::N,음식물,ret
379,Fleisch::N,고기,kød
380,Getreide::N,곡물,korn
381,Brei::N,젤리,grød
382,Brot::N,빵,brød
383,Scheibe::N,원반,skive
384,Fett::N,기름,fedt
385,Butter::N,버터,smør
386,Öl::N,올리브유,olie
387,Salz::N,소금,salt
388,Suppe::N,국,suppe
389,Suppe::N,수프,suppe
390,Honig::N,감미,honning
391,Milch::N,유즙,mælk
392,Tee::N,차,te
393,Leder::N,가죽,skind
394,Wolle::N,양털,uld
395,Stoff::N,패료,stof
396,Nadel::N,바늘,nål
397,Faden::N,콘실,tråd
398,Knopf::N,단추,knap
399,Knoten::N,곁절,knude
400,Farbe::N,색,farve
401,Kleidung::N,옷입기,påklædning
402,Hemd::N,속옷,skjorte
403,Kragen::N,깃,krave
404,Ärmel::N,소매,ærme
405,Hose::N,바지,bukser
406,Gürtel::N,밴드,bælte
407,Mütze::N,모자,hue
408,Schuh::N,구두,sko
409,Stiefel::N,장화,støvle
410,Ring::N,고리,ring
411,Band::N,리본,bånd
412,Kamm::N,빗,kam
413,Spiegel::N,거울,spejl
414,Riemen::N,가죽끈,rem
415,Schnur::N,밧줄,snor
416,Leine::N,고삐줄,snor
417,Decke::N,이부자리,tæppe
418,Kissen::N,깔개,pude
419,Tuch::N,천,sjaltørklæde
420,Handtuch::N,수건,håndklæde
421,Kraft::N,세력,kraft
422,Stärke::N,힘,styrke
423,Gesundheit::N,위생,sundhed
424,Krankheit::N,병,sygdom
425,Schmerz::N,아픔고통,smerte
426,Wunde::N,상처,sår
427,Fieber::N,열별,feber
428,Arznei::N,약,medicin
429,Arznei::N,약,lægemiddel
430,Brücke::N,교량,bro
431,Brunnen::N,원천,brønd
432,Weide::N,목장,græsgang
433,Pfad::N,좁은길,sti
434,Weg::N,길,vej
435,Straße::N,길,gade
436,Dorf::N,촌,landsby
437,Dorf::N,촌락,landsby
438,Stadt::N,도시,by
439,Brief::N,서한,brev
440,Buch::N,책,bog
441,Buchstabe::N,문자,bogstav
442,Zeitung::N,신문,avis
443,Leben::N,삶,liv
444,Tod::N,죽음,død
445,Grab::N,무덤,grav
446,Kirche::N,교회,kirke
447,Sünde::N,부정,synd
448,Gott::N,하느님,gud
449,Arbeiter::N,일하는사람,arbejder
450,Chef::N,사장,chef
451,Meister::N,명인,mester
452,Meister::N,대가,mester
453,Arzt::N,의사,læge
454,Lehrer::N,교사,lærer
455,Geld::N,돈,penge
456,Geschäft::N,일,forretning
457,Laden::N,가게,butik
458,Laden::N,가게,forretning
459,Preis::N,가격,pris
460,Ware::N,상품,vare
461,Nutzen::N,이익,nytte
462,Reichtum::N,많음,rigdom
463,Welt::N,세상,verden
464,Land::N,지방,land
465,Staat::N,국가,stat
466,König::N,국왕,konge
467,Macht::N,힘,magt
468,Grenze::N,국경,grænse
469,Krieg::N,전쟁,krig
470,Feind::N,적,fjende
471,Gewalt::N,권력,vold
472,Kampf::N,전투,kamp
473,Bogen[Waffe]::N,활,bue
474,Pfeil::N,화살,pil
475,Gewehr::N,무기,gevær
476,Fehler::N,오류,fejl
477,Lüge::N,거짓말,løgn
478,Schaden::N,손상,skade
479,Unglück::N,불행,uheld
480,Unglück::N,불행,ulykke
481,Schuld::N,부채,skyld
482,Alter::N,연령,alder
483,Schluss::N,마감,slut
484,Schluss::N,마감,slutning
485,Zeit::N,때,tid
486,Zeit::N,시간,tid
487,Tag::N,하루,dag
488,Morgen::N,이침,morgen
489,Mittag::N,대낮,middag
490,Abend::N,저녁,aften
491,Nacht::N,밤,nat
492,Woche::N,근무일,uge
493,Monat::N,달,måned
494,Jahr::N,해,år
495,Frühling::N,봄,forår
496,Sommer::N,여름,sommer
497,Herbst::N,가을,efterår
498,Winter::N,겨울,vinter
499,Januar::N,일월,januar
500,Februar::N,이월,februar
501,März::N,삼월,marts
502,April::N,사월,april
503,Mai::N,오월,maj
504,Juni::N,유월,juni
505,Juli::N,칠월,juli
506,August::N,팔월,august
507,September::N,구월,september
508,Oktober::N,시월,oktober
509,November::N,십일월,november
510,Dezember::N,십이월,december
511,Montag::N,월요일,mandag
512,Dienstag::N,화요일,tirsdag
513,Mittwoch::N,수요일,onsdag
514,Donnerstag::N,모교일,torsdag
515,Freitag::N,그묘일,fredag
516,Samstag::N,토요일,lørdag
517,Sonntag::N,일요일,søndag
518,groß::A,큰,stor
519,klein::A,자근,lille
520,lang::A,긴,lang
521,kurz::A,짧은,kort
522,breit::A,넓은,bred
523,schmal::A,좁은,smal
524,dicht::A,농밀한,tæt
525,dick[Gegenstand]::A,두꺼운,tyk
526,dünn::A,얇은,tynd
527,fein::A,미세한,fin
528,fest::A,굳은,fast
529,flach::A,얕은,flad
530,glatt::A,반들반들한,glat
531,hart::A,굳은,hård
532,weich::A,연한,blød
533,rund::A,둥근,rund
534,spitz::A,뾰족한,spids
535,scharf::A,날카로운,skarp
536,stumpf::A,무딘,sløv
537,stumpf::A,무딘,stump
538,schwer::A,무거운,tung
539,schön::A,멋진,skøn
540,heiß::A,뜨거운,hed
541,warm::A,따뜻한,varm
542,kalt::A,찬,kold
543,kühl::A,서늘한,kølig
544,frisch::A,신선한,frisk
545,feucht::A,축축한,fugtig
546,nass::A,젖은,våd
547,trocken::A,마른,tør
548,voll::A,완전한,fuld
549,leer::A,빈,tom
550,offen::A,열린,åben
551,geschlossen::A,닫힌,lukket
552,sauber::A,깨끗한,ren
553,schmutzig::A,더러운,snavset
554,roh::A,날게잇의,rå
555,reif::A,이근,moden
556,lecker::A,맛있는,lækker
557,süß::A,단,sød
558,bitter::A,찌르는듯한,bitter
559,sauer::A,산성의,sur
560,hell::A,밝은,lys
561,dunkel::A,어두운,mørk
562,schwarz::A,검은,sort
563,weiß::A,하얀,hvid
564,rot::A,붉은,rød
565,gelb::A,황색,gul
566,blau::A,푸른,blå
567,grün::A,녹색의,grøn
568,grau::A,회색의,grå
569,bunt::A,알록달록한,broget
570,billig::A,싼,billig
571,teuer::A,값비산,dyr
572,wertvoll::A,가치가많은,værdifuld
573,blind::A,눈먼,blind
574,taub::A,무감간한,døv
575,kräftig::A,강장한,kraftig
576,stark::A,강한,stærk
577,schwach::A,약한,svag
578,fett::A,실찐,fed
579,schlank::A,호리호리한,slank
580,hübsch::A,예쁜,køn
581,böse::A,나쁜,ond
582,böse::A,나쁜,slem
583,dumm::A,어리석은,dum
584,faul::A,너덜너덜한,doven
585,fleißig::A,근면한,flittig
586,geizig::A,인색한,gerrig
587,geschickt::A,교묘한,dygtig
588,geschickt::A,교묘한,behændig
589,lieb::A,친애하는,rar
590,lustig::A,유쾌한,lystig
591,sanft::A,온화한,blid
592,hungrig::A,배고픈,sulten
593,krank::A,병든,syg
594,nackt::A,벌거벗은,nøgen
595,traurig::A,슬픈,bedrøvet
596,lebendig::A,살아있는,levende
597,gut::A,좋은,god
598,schlecht::A,나쁜,dårlig
599,richtig::A,바른,rigtig
600,schlimm::A,못된,slem
601,wahr::A,참된,sand
602,alt::A,늙은,gammel
603,neu::A,새,ny
604,ehemalig::A,전의,forhenværende
605,alt[Lebewesen]::A,낡은,gammel
606,jung::A,젊은,ung
607,arm::A,가난한,fattig
608,reich::A,풍부한,rig
609,bekannt::A,저명한,kendt
610,berühmt::A,유명한,berømt
611,fremd::A,타처이,fremmed
612,verschieden::A,따른,forskellig
613,nah::A,가까운,nær
614,fern::A,먼,fjern
615,linker::A,왼쭉의,venstre
616,rechter::A,오른쪽의,højre
617,anderer::A,다른,anden
618,erster::A,첫째,første
619,zweiter::A,둘째,anden
620,dritter::A,셋째,tredje
621,letzter::A,의후자의,sidste
622,allein::ADV,훌로,alene
623,auf einmal::ADV,갑자기,på én gang
624,zusammen::ADV,모아서,sammen
625,lange::ADV,오래,længe
626,plötzlich::ADV,둘연한,pludselig
627,sofort::ADV,즉시,straks
628,später::ADV,보다늦은,senere
629,jetzt::ADV,목하,nu
630,heute::ADV,오늘,i dag
631,morgen::ADV,내일,i morgen
632,bald::ADV,곱,snart
633,dann::ADV,그경우에,så
634,gestern::ADV,어제,i går
635,einst::ADV,옛날에,engang
636,damals::ADV,그때에,dengang
637,danach::ADV,그 뒤에,derefter
638,vorher::ADV,미리,før
639,vorher::ADV,미리,forud
640,zuerst::ADV,최초로,først
641,einmal::ADV,한번,en gang
642,manchmal::ADV,땓대로,sommetider
643,oft::ADV,땓대로,ofte
644,immer::ADV,늘,altid
645,niemals::ADV,결코...(하지)않다,aldrig
646,hier::ADV,여기,her
647,hierhin::ADV,여기로,hid
648,hierhin::ADV,여기로,herhen
649,dort::ADV,거기,der
650,dorthin::ADV,저기예,derhen
651,geradeaus::ADV,곧장,lige ud
652,vorwärts::ADV,앞으로,fremad
653,rückwärts::ADV,뒤로,baglæns
654,zurück::ADV,제자리로,tilbage
655,unten::ADV,아래에,nede
656,unten::ADV,아래에,forneden
657,hinab::ADV,아래쪽으로,ned
658,hinab::ADV,아래쪽으로,nedad
659,oben::ADV,위에,oppe
660,oben::ADV,위에,ovenpå
661,hinauf::ADV,위쪽으로,op
662,hinauf::ADV,위쪽으로,opad
663,überall::ADV,도처에,overalt
664,nicht::ADV,안,ikke
665,ein wenig::ADV,적음,lidt
666,kaum::ADV,가의,knap
667,kaum::ADV,가의,næppe
668,sehr::ADV,자주,meget
669,so::ADV,그와같이,så
670,noch::ADV,아직,endnu
671,nur::ADV,다만,kun
672,nur::ADV,다만,bare
673,schon::ADV,이미,alt
674,schon::ADV,이미,allerede
675,wieder::ADV,다시,igen
676,vergebens::ADV,헛되이,forgæves
677,vor::PRP,앞에,foran
678,vor::PRP,앞에,uden for
679,hinter::PRP,뒤에,bag
680,hinter::PRP,뒤에,bagved
681,unter::PRP,잍에,under
682,durch::PRP,통고하여,gennem
683,durch::PRP,통고하여,igennem
684,neben::PRP,와나란히,ved siden af
685,zwischen::PRP,의사이로,mellem
686,wegen::PRP,때문에,på grund af
687,dies::PRN,이,dette
688,das::PRN,저,det
689,alles::PRN,모든것,alt
690,ich::PRN,나,jeg
691,du::PRN,너,du
692,er::PRN,그,han
693,wir::PRN,우리,vi
694,ihr::PRN,너희들,I
695,sie::PRN,그들,de
696,was::FPRN,뭣,hvad
697,wer::FPRN,누구,hvem
698,wo::FADV,어디,hvor
699,wohin::FADV,어디로,hvorhen
700,wie::FADV,어떻게,hvordan
701,warum::FADV,왜,hvorfor
702,wieviel::FNUM,얼마만큰,hvor meget
703,eins::NUM,하나,én
704,zwei::NUM,둘,to
705,drei::NUM,셋,tre
706,vier::NUM,넷,fire
707,fünf::NUM,다섯,fem
708,sechs::NUM,여섯,seks
709,sieben::NUM,일곱,syv
710,acht::NUM,여덟,otte
711,neun::NUM,아홉,ni
712,zehn::NUM,열,ti
713,elf::NUM,열하나,elleve
714,zwölf::NUM,열둘,tolv
715,zwanzig::NUM,스물,tyve
716,dreißig::NUM,서름,tredive
717,vierzig::NUM,마흔,fyrre
718,vierzig::NUM,마흔,fyrretyve
719,fünfzig::NUM,숸,halvtreds
720,sechzig::NUM,에순,tres
721,siebzig::NUM,일흔,halvfjerds
722,achtzig::NUM,여든,firs
723,neunzig::NUM,아흔,halvfems
724,hundert::NUM,백,hundrede
725,tausend::NUM,천,tusind
726,und::CNJ,와,og
727,oder::CNJ,아니면,eller
728,stehen::V,서다,stå
729,sitzen::V,앉다,sidde
730,liegen::V,눕다,ligge
731,hängen::V,달다,hænge
732,werden::V,되다,blive
733,passieren::V,지장옶다,ske
734,passieren::V,지장옶다,hænde
735,beginnen::V,시작되다,begynde
736,enden::V,큳내다,ende
737,wechseln::V,병경하다,veksle
738,aufgehen[Sonne]::V,뜨다,gå op
739,aufgehen[Sonne]::V,뜨다,stå op
740,untergehen[Sonne]::V,지다,gå ned
741,scheinen[Sonne]::V,빛나다,skinne
742,donnern::V,천둥치다,tordne
743,wehen::V,풀다,blæse
744,strömen::V,흐르다,strømme
745,fließen::V,흐르다,flyde
746,sich drehen::V,돌다,dreje sig
747,schwanken::V,동요하다,vakle
748,schwingen::V,흔들다,svinge
749,fallen::V,떨어지다,falde
750,brennen::V,타다,brænde
751,rauchen::V,김이나다,ryge
752,regnen::V,비가오다,regne
753,gefrieren::V,얼다,fryse
754,tauen::V,녹다,tø
755,schmelzen::V,녹다,smelte
756,trocknen::V,홈치다,tørre
757,sieden::V,끓다,koge
758,faulen::V,부패하다,rådne
759,verfaulen::V,썩다,rådne
760,reißen::V,지바찢다,briste
761,versinken::V,가라앉다,synke
762,versinken::V,가라앉다,synke ned
763,vergehen::V,지나가다,forløbe
764,erscheinen::V,나타나다,vise sig
765,verschwinden::V,사라지다,forsvinde
766,sinken::V,가라앉다,synke
767,abnehmen::V,떼어내다,aftage
768,zunehmen::V,증가하다,tiltage
769,steigen::V,상승하다,stige
770,wachsen::V,생기하다,gro
771,wachsen::V,생기하다,vokse
772,glänzen::V,뛰오나다,glinse
773,funkeln::V,불티가잍어나다,tindre
774,lärmen::V,떠들다,larme
775,läuten::V,울시다,ringe
776,klingeln::V,초닌총을울리다,ringe
777,klirren::V,탁탁울리다,klirre
778,brausen::V,쏴쏴소리내다,bruse
779,rauschen::V,솨솨,suse
780,klingen::V,반향하다,lyde
781,klingen::V,반향하다,klinge
782,bellen::V,짖다,gø
783,heulen::V,포효하다,hyle
784,blasen::V,불다,blæse
785,pfeifen::V,피리를불다,fløjte
786,schreien::V,절규하다,skrige
787,stöhnen::V,신음하다,stønne
788,zittern::V,저뉼하다,dirre
789,zittern::V,저뉼하다,skælve
790,leben::V,살다,leve
791,geboren werden::V,태어난,fødes
792,atmen::V,숨쉬다,ånde
793,trinken::V,마시다,drikke
794,essen::V,먹다,spise
795,schlucken::V,들이켜다,synke
796,einschlafen::V,잠들다,falde i søvn
797,schlafen::V,자다,sove
798,aufwachen::V,눈트다,vågne
799,aufstehen::V,서다,stå op
800,sich erholen::V,회복하다,komme sig
801,schmerzen::V,아프다,smerte
802,husten::V,잔기침하다,hoste
803,genesen::V,낫다,komme sig
804,sterben::V,죽다,dø
805,umkommen::V,못쓰게되다,omkomme
806,sich bewegen::V,움직이다,bevæge sig
807,sich rühren::V,움직이다,røre på sig
808,sich erheben::V,이러서다,rejse sig
809,sich setzen::V,앉히다,sætte sig
810,hinfallen::V,넘어지다,
811,laufen::V,걷다,løbe
812,schreiten::V,보행하다,skride
813,spazierengehen::V,산보하다,gå en tur
814,eilen::V,서둘다,ile
815,sich beeilen::V,서둘게하다,skynde sig
816,sausen::V,서들러 떠나다,suse
817,rennen::V,달리다,løbe
818,rennen::V,달리다,rende
819,springen::V,도약하다,hoppe
820,springen::V,도약하다,springe
821,klettern::V,갑겨오르다,klatre
822,schaukeln::V,흔들리게하다,gynge
823,kriechen::V,기다,krybe
824,schwimmen::V,헤엄치다,svømme
825,tauchen::V,잠기다,dykke
826,rudern::V,물을헤치다,ro
827,fahren::V,가다,køre
828,fahren::V,나르다,køre
829,fliegen::V,날다,flyve
830,gehen::V,가다,gå
831,weggehen::V,팔리다,gå bort
832,abfahren::V,출발하다,køre bort
833,anhalten::V,멈추다,standse
834,hineingehen::V,(그리로)가다,gå ind
835,eintreten::V,들러가다,træde ind
836,kommen::V,오다,komme
837,ankommen::V,고챀하다,ankomme
838,zurückkommen::V,보기,komme tilbage
839,bleiben::V,체류,blive
840,bleiben::V,체류,forblive
841,warten::V,기다리다,vente
842,erwarten::V,기대하다,vente
843,erwarten::V,기대하다,afvente
844,suchen::V,찾다,søge
845,suchen::V,구하다,søge
846,finden::V,찾아내다,finde
847,versuchen::V,시험하다,forsøge
848,vorbereiten::V,재비하다,forberede
849,lieben::V,사랑하다,elske
850,mögen::V,줗아하다,holde af
851,mögen::V,줗아하다,kunne lide
