,Concept_ID,ml,es
1208,verstehen::V,മനസ്സിലാക്കുക,entender
1209,verstehen::V,മനസ്സിലാക്കുക,comprender
1210,lernen::V,പഠിക്കുക,aprender
1211,wissen::V,അറിയുക,saber
1212,sich erinnern an::V,ഓർമിക്കുക,recordar
1213,sich erinnern an::V,ഓർമിക്കുക,acordarse de
1214,vergessen::V,മറക്കുക,olvidar
1215,messen::V,അളക്കുക,medir
1216,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,contar
1217,rechnen::V,ഗണിക്കുക,contar
1218,rechnen::V,ഗണിക്കുക,calcular
1219,lesen::V,വായിക്കുക,leer
1220,malen::V,ചിത്രം വരയ്ക്കുക,pintar
1221,zeichnen::V,വരയ്ക്കുക,dibujar
1222,schreiben::V,എഴുതുക,escribir
1223,besitzen::V,സ്വന്തമാക്കുക,poseer
1224,kaufen::V,വാങ്ങുക,comprar
1225,verkaufen::V,വിൽക്കുക,vender
1226,bezahlen::V,പരിഹാരം ചെയ്യുക,pagar
1227,zahlen::V,പണം അടയ്ക്കുക,pagar
1228,beherrschen::V,ഭരിക്കുക,dominar
1229,ertragen::V,താങ്ങുക,soportar
