,Concept_ID,mn,mdf
1254,schleifen::V,билүүдэх,шо́вамс
1255,schleifen::V,гуранздах,шо́вамс
1256,schneiden::V,огтлох,керомс
1257,rütteln::V,холхнулах,та́рфтомс
1258,schütteln::V,сэгсрэх,шука́демс
1259,schwenken::V,дэвэх,яфодемс
1260,schwenken::V,даллах,яфодемс
1261,schütten::V,цутгах,каямс
1262,schütten::V,цутгах,нюрьхтя́мс
1263,schütten::V,аягалах,каямс
1264,schütten::V,аягалах,нюрьхтя́мс
1265,füllen::V,дүүргэх,пяшкодемс
1266,einwickeln::V,боох,тапардамс
1267,einwickeln::V,ороох,тапардамс
1268,tragen::V,авчрах,кандомс
1269,schleppen::V,чирэх,ускомс
1270,ziehen::V,татах,ускомс
1271,aufbewahren::V,хадгалах,ванфтомс
1272,werfen::V,хаях,ёрямс
1273,werfen::V,шидэх,ёрямс
1274,fangen::V,барих,кунда́мс
1275,packen::V,шүүрэх,фатямс
1276,verstecken::V,нуух,кяшемс
1277,teilen::V,хуваах,явомс
1278,schicken::V,илгээх,кучемс
1279,schicken::V,явуулах,кучемс
1280,bringen::V,авчрах,кандомс
1281,bringen::V,авчрах,пачфтемс
1282,bringen::V,аваачих,кандомс
1283,bringen::V,аваачих,пачфтемс
1284,hinzufügen::V,нэмэх,пу́томс та́га
1285,hinzufügen::V,нэмэх,ма́ксомс та́га
1286,bekommen::V,хүлээн авах,сявомс
1287,erhalten::V,хүлээн авах,сявомс
1288,nehmen::V,авах,сявомс
1289,wählen::V,сонгох,ко́чкамс
1290,auswählen::V,шилэх,кочкамс
1291,bewahren::V,гамнах,ванфтомс
1292,behindern::V,саад хийх,шорямс
1293,behindern::V,тотгор болох,шорямс
1294,verderben::V,эвдэх,коламс
1295,verderben::V,эвдэх,гастямс
1296,beschädigen::V,гэмтээх,тиендемс зиян
1297,zerbrechen::V,хагалах,тапамс
1298,zerbrechen::V,хага цохих,тапамс
