,Concept_ID,ko,hy
152,Tier::N,짐승,կենդանի
153,Herde::N,가축의떼,հոտ
154,Kuh::N,암소,կով
155,Bulle::N,황소,ցուլ
156,Pferd::N,말,ձի
157,Schaf::N,양,ոչխար
158,Schwein::N,돼지,խոզ
159,Hund::N,개,շուն
160,Katze::N,고양이,կատու
161,Bär::N,콤,արջ
162,Eichhörnchen::N,다람쥐,սկյուռ
163,Elch::N,고라니,հիւսիսային եղջերու
164,Fuchs::N,여우,աղվես
165,Hase::N,토끼,նապաստակ
166,Maus::N,쥐,մուկ
167,Wolf::N,늑대,գայլ
168,Vogel::N,새,թռչուն
169,Schwarm::N,뗴,երամ
170,Huhn::N,암탉,հավ
171,Hahn::N,수탉,աքաղաղ
172,Gans::N,거위,սագ
173,Adler::N,수리,արծիվ
174,Ente::N,오리,բադ
175,Eule::N,부엉이,բու
176,Kranich::N,두루미,կռունկ
177,Krähe::N,까마귀,ագռավ
178,Kuckuck::N,뻐꾸기,կուկու
179,Schwan::N,배조,կարապ
180,Fisch::N,물고기,ձուկ
181,Barsch::N,농어,պերկես
182,Hecht::N,에속스,գայլաձուկ
183,Schlange[Tier]::N,뱀,օձ
184,Wurm::N,벌레,որդ
185,Wurm::N,벌레,ճիճու
186,Spinne::N,거미,սարդ
187,Ameise::N,개미,միջյուն
188,Laus::N,이,ոջիլ
189,Mücke::N,모기,մժղուկ
190,Fliege::N,날기,ճանճ
191,Schmetterling::N,나비,թիթեռ
192,Beere::N,장과,հատապտուղ
193,Apfel::N,사과,խնձոր
194,Pilz::N,고방이,սունկ
195,Zwiebel::N,양파,սոխ
196,Saat::N,씨,սերմ
197,Korn::N,알맹이,հատիկ
198,Heu::N,건초,խոտ
199,Schale::N,피상,կեղեւ
200,Falle::N,함정,ծուղակ
201,Schlinge::N,올가미,խեղդան
202,Schlinge::N,멜빵붕대,խեղդան
203,Spur::N,발지국,հետք
204,Asche::N,재,մոխիր
205,Dreck::N,똥,աղտ
206,Dreck::N,오물,աղտ
207,Eisen::N,쇠,երկաթ
208,Eisen::N,철,երկաթ
209,Gold::N,항금,ոսկի
210,Silber::N,은,արծաթ
211,Kohle::N,슻,քարածուխ
212,Glas::N,유리,ապակի
213,Lehm::N,찰흙,կավ
214,Sand::N,모래,ավազ
215,Mensch::N,사람,մարդ
216,Mann::N,남자,մարդ
217,Mann::N,남자,տղամարդ
218,Frau::N,여자,կին
219,Kind::N,아이,զավակ
220,Junge::N,소녁,տղա
221,Mädchen::N,소녀,աղջիկ
222,Familie::N,가족,ընտանիք
223,Großvater::N,할아버지,պապ
224,Großmutter::N,할머니,տատ
225,Eltern::N,어버오,ծնողներ
226,Vater::N,아버지,հայր
227,Mutter::N,어머니,մայր
228,Sohn::N,아들,որդի
229,Tochter::N,딸기,աղջիկ
230,Tochter::N,딸기,դուստր
231,Bruder::N,형제,եղբայր
232,Schwester::N,누이,քույր
233,Onkel::N,백부,քեռի
234,Onkel::N,백부,հորեղբայր
235,Tante::N,아주머니,մորաքույր
236,Ehemann::N,남편,մարդ
237,Ehemann::N,남편,ամուսին
238,Ehefrau::N,아내,կին ամուսին
239,Freude::N,기쁨,ուրախություն
240,Gelächter::N,웃음,ծիծաղ
241,Glück::N,즐거움,երջանկություն
242,Kummer::N,슬픔,վիշտ
243,Wunsch::N,소망,ցանկություն
244,Geist::N,할기,ոգի
245,Gedanke::N,상념,միտք
246,Gedächtnis::N,기억,հիշողություն
247,Verstand::N,분별,խելք
248,Verstand::N,지능,խելք
249,Sinn::N,센스,իմաստ
250,Grund::N,까닭,պատճառ
251,Wahrheit::N,참,ճշմարտություն
252,Wahrheit::N,진실,ճշմարտություն
253,Gespräch::N,대화,զրույց
254,Märchen::N,동화,պայիկի պատմություն
255,Erzählung::N,이야기,պատմվածք
256,Erzählung::N,이야기,պատմություն
257,Neuigkeit::N,뉴스,լուր
258,Neuigkeit::N,뉴스,նորություն
259,Name::N,이름,անուն
260,Rätsel::N,수수께끼,բարդ խնդիր
261,Rede::N,연설,ճառ
262,Rede::N,연설,ելույթ
263,Sprache::N,말,լեզու
264,Stimme::N,목소리,ձայն
265,Wort::N,낱말,բառ
266,Zeichen::N,신호,նշան
267,Ruf::N,부름,կոչ
268,Ruf::N,부름,կանչ
269,Lärm::N,소동,աղմուկ
270,Laut::N,음성,հնչյուն
271,Laut::N,음성,ձայն
272,Ton::N,목소리,տոն
273,Lied::N,노래,երգ
274,Ruhe::N,쉼,անդորրություն
275,Leute::N,사람들,մարդիկ
276,Volk::N,국중,ազգ
277,Arbeit::N,근로,գործ
278,Arbeit::N,근로,աշխատանք
279,Arbeit::N,너무,գործ
280,Arbeit::N,너무,աշխատանք
281,Gast::N,손님,հյուր
282,Geschenk::N,행하,նվեր
283,Spiel::N,무리,խաղ
284,Gesellschaft::N,교제,ընկերություն
285,Hilfe::N,거들음,օգնությթուն
286,Hilfe::N,보좌,օգնությթուն
287,Freund::N,친구,ընկեր
288,Freund::N,친구,բարեկամ
289,Kamerad::N,동실자,ուղեկից
290,Angelegenheit::N,용무,բան
291,Angelegenheit::N,용무,գործ
292,Anzahl::N,어떤,քանակ
293,Anzahl::N,어떤,գումար
294,Anzahl::N,수,քանակ
295,Anzahl::N,수,գումար
296,Art::N,정류,տեսակ
297,Stück::N,일부분,կտոր
298,Teil::N,몱,մաս
299,Teil::N,구훠,մաս
300,Hälfte::N,2분의,կես
301,Kreis::N,고리,շիջանակ
302,Kreuz::N,열십자,խաչ
303,Linie::N,선,գիծ
304,Strich::N,스침,գիծ
305,Abstand::N,거리,անջրպետ
306,Entfernung::N,거리,հեռավորություն
307,Gegend::N,곳,շրջան
308,Gegend::N,부금,շրջան
309,Platz::N,장소,տարածություն
310,Ort::N,장소,տեղ
311,Ort::N,장소,վայր
312,Seite::N,옆면,կողմ
313,Mitte::N,궁간,մեջտեղ
314,Gegenstand::N,항목,առարկա
315,Sache::N,뭉에,բան
316,Rand::N,가,վերջք
317,Kante::N,귀퉁,եզր
318,Ecke::N,구석,անկյուն
319,Spitze::N,끝,ծայր
320,Spitze::N,참단,ծայր
321,Ende::N,말당,ծայր
322,Loch::N,빙옷,անցք
323,Winkel::N,각도,անկյուն
324,Muster::N,본,օրինակ
325,Muster::N,견복,օրինակ
326,Größe::N,신장,մեծություն
327,Länge::N,길이긺,երկարություն
328,Höhe::N,높이,բարձրություն
329,Gewicht::N,추,կշիռ
330,Menge::N,수양,քանակ
331,Haufen::N,퇴적,դեզ
332,Haufen::N,퇴적,կույտ
333,Reihe::N,열,շարք
334,Reihe::N,열,կարգ
335,Boot::N,보트,նավակ
336,Ruder::N,노,թի
337,Ruder::N,노,թիակ
338,Schlitten::N,썰매,բալխիր
339,Ski::N,스키,դահուկ
340,Lagerfeuer::N,캠프의 모닥불,բացօդեայ կրակ
341,Last::N,무거운짐,բեռ
342,Gang::N,걸음,զբոսանք
343,Schritt::N,보조,քայլ
344,Norden::N,북쪽 ,հյուսիս
345,Süden::N,남쪽,հարավ
346,Westen::N,서쪽,արեւմուտք
347,Osten::N,동쪽,արեւելք
348,Holz::N,목재,փայտ
349,Brett::N,마루널,տախտակ
350,Platte::N,탤,թիթեղ
351,Platte::N,금속판,թիթեղ
352,Stütze::N,버팀목,նեցուկ
353,Stange::N,장대,ձող
354,Stock::N,막대기,փայտ
355,Stab::N,작대기,ցուպ
356,Stab::N,작대기,գավազան
357,Rohr::N,갈대,խողովակ
358,Haus::N,집,տուն
359,Heim::N,집,տուն
360,Ofen::N,아궁이,վառարան
361,Fußboden::N,마루,հատակ
362,Tisch::N,탁자,սեղան
363,Stuhl::N,의자,աթոռ
364,Wiege::N,발상지,օրորոց
365,Bett::N,침대,անկողին
366,Regal::N,서가,դարակ
367,Kiste::N,짐궤,տուփ
368,Fenster::N,눔,պատուհան
369,Tür::N,문,դուռ
370,Tor::N,대문,դարպաս
371,Zaun::N,담장,ցանկապատ
372,Dach::N,지붕,տանիք
373,Dach::N,지붕,կտուր
374,Leiter::N,사닥다리,սանդուղք
375,Besen::N,비,ավել
376,Spaten::N,가래,բահ
377,Schaufel::N,삽,թի
378,Gabel::N,갈래,պատառաքաղ
379,Löffel::N,숟가락,գդալ
380,Messer::N,나이프,դանակ
381,Nagel::N,발툽,մեխ
382,Netz::N,그물,ցանց
383,Haken::N,갈고리,կարթ
384,Griff::N,움켜쥠,կոթ
385,Griff::N,움켜쥠,բռնակ
386,Schloss::N,자물쇠,կողպեք
387,Bild::N,그림,նկար
388,Bild::N,그림,պատկեր
389,Figur::N,몸메,քանդակ
390,Figur::N,몸메,պատկեր
391,Puppe::N,인형,տիկնիկ
392,Beutel::N,클,տոպրակ
393,Bündel::N,자근다발,կապոց
394,Tasche::N,가방,պայուսակ
395,Eimer::N,동이,դույլ
396,Deckel::N,뚜껑,կափարիչ
397,Geschirr::N,식시,ամանեղեն
398,Sack::N,조갑,պարկ
399,Sack::N,조갑,տոպրակ
400,Tasse::N,차잔,թաս
401,Tasse::N,차잔,գավաթ
402,Topf::N,단지,անոթ
403,Kessel::N,주전자,կաթսա
404,Essen::N,먹기,կերակուր
405,Nahrung::N,식료,ուտելիք
406,Speise::N,음식물,խորտիկ
407,Speise::N,음식물,կերակուր
408,Fleisch::N,고기,միս
409,Getreide::N,곡물,հացահատիկ
410,Brei::N,젤리,լանդակ
411,Brot::N,빵,հաց
412,Scheibe::N,원반,կտոր
413,Scheibe::N,원반,պատառ
414,Fett::N,기름,ճարպ
415,Butter::N,버터,կարագ
416,Öl::N,올리브유,ձեթ
417,Salz::N,소금,աղ
418,Suppe::N,국,սուպ
419,Suppe::N,국,ապուր
420,Suppe::N,수프,սուպ
421,Suppe::N,수프,ապուր
422,Honig::N,감미,մեղր
423,Milch::N,유즙,կաթ
424,Tee::N,차,թեյ
425,Leder::N,가죽,կաշի
426,Wolle::N,양털,բուրդ
427,Stoff::N,패료,գործվածք
428,Nadel::N,바늘,ասեղ
429,Faden::N,콘실,թել
430,Knopf::N,단추,կոճակ
431,Knoten::N,곁절,հանգույց
432,Farbe::N,색,ներկ
433,Kleidung::N,옷입기,հագուստ
434,Hemd::N,속옷,վերնաշապիկ
435,Kragen::N,깃,օձիք
436,Ärmel::N,소매,թեւք
437,Hose::N,바지,շալվար
438,Gürtel::N,밴드,գոտի
439,Mütze::N,모자,կեպի
440,Schuh::N,구두,կոշիկ
441,Stiefel::N,장화,երկարաճիթ կոշիկ
442,Ring::N,고리,զնգալ
443,Band::N,리본,ժապավեն
444,Kamm::N,빗,սանր
445,Spiegel::N,거울,հայելի
446,Riemen::N,가죽끈,փոկ
447,Schnur::N,밧줄,լար
448,Leine::N,고삐줄,փոկ
449,Decke::N,이부자리,վերմակ
450,Kissen::N,깔개,բարձ
451,Tuch::N,천,թաշկինակ
452,Handtuch::N,수건,սրբիչ
453,Kraft::N,세력,ուժ
454,Stärke::N,힘,պնդություն
455,Stärke::N,힘,ամրություն
456,Gesundheit::N,위생,առողջություն
457,Krankheit::N,병,ախտ
458,Krankheit::N,병,հիվանդություն
459,Schmerz::N,아픔고통,ցավ
460,Schmerz::N,아픔고통,տանջանք
461,Wunde::N,상처,վերք
462,Fieber::N,열별,տենդ
463,Arznei::N,약,դեղ
464,Brücke::N,교량,կամուրջ
465,Brunnen::N,원천,հոր
466,Brunnen::N,원천,ջրհոր
467,Weide::N,목장,արոտավայր
468,Pfad::N,좁은길,արահետ
469,Weg::N,길,ուղի
470,Straße::N,길,ճանապարհ
471,Dorf::N,촌,գյուղ
472,Dorf::N,촌락,գյուղ
473,Stadt::N,도시,քաղաք
474,Brief::N,서한,նամակ
475,Buch::N,책,գիրք
476,Buchstabe::N,문자,տառ
477,Buchstabe::N,문자,գիր
478,Zeitung::N,신문,լրագիր
479,Leben::N,삶,կյանք
480,Tod::N,죽음,մահ
481,Grab::N,무덤,գերեզման
482,Kirche::N,교회,եկեղեցի
483,Sünde::N,부정,մեղք
484,Gott::N,하느님,աստված
485,Arbeiter::N,일하는사람,բանվոր
486,Arbeiter::N,일하는사람,աշխատող
487,Chef::N,사장,տեր
488,Meister::N,명인,վարպետ
489,Meister::N,대가,վարպետ
490,Arzt::N,의사,բժիշկ
491,Lehrer::N,교사,ուսուցիչ
492,Geld::N,돈,փող
493,Geschäft::N,일,գործ
494,Geschäft::N,일,աշխատանք
495,Laden::N,가게,կրպակ
496,Laden::N,가게,խանութ
497,Preis::N,가격,գին
498,Ware::N,상품,ապրանք
499,Nutzen::N,이익,օգուտ
500,Reichtum::N,많음,հարստություն
501,Welt::N,세상,աշխարհ
502,Land::N,지방,երկիր
503,Staat::N,국가,պետություն
504,König::N,국왕,արքա
505,König::N,국왕,թագավոր
506,Macht::N,힘,իշխանություն
507,Grenze::N,국경,սահման
508,Krieg::N,전쟁,պատերազմ
509,Feind::N,적,թշնամի
510,Gewalt::N,권력,բռնություն
511,Gewalt::N,권력,սաստկություն
512,Kampf::N,전투,մարտ
513,Bogen[Waffe]::N,활,աղեղ
514,Pfeil::N,화살,նետ
515,Gewehr::N,무기,հրացան
516,Fehler::N,오류,սխալ
517,Lüge::N,거짓말,սուտ
518,Schaden::N,손상,վնաս
519,Unglück::N,불행,դժբախտություն
520,Schuld::N,부채,պակասություն
521,Alter::N,연령,հասակ
522,Schluss::N,마감,վերջ
523,Schluss::N,마감,վախճան
524,Zeit::N,때,ժամանակ
525,Zeit::N,시간,ժամանակ
526,Tag::N,하루,օր
527,Morgen::N,이침,առավոտ
528,Mittag::N,대낮,կեսօր
529,Abend::N,저녁,երեկո
530,Nacht::N,밤,գիշեր
531,Woche::N,근무일,շաբաթ
532,Monat::N,달,ամիս
533,Jahr::N,해,տարի
534,Frühling::N,봄,գարուն
535,Sommer::N,여름,ամառ
536,Herbst::N,가을,աշուն
537,Winter::N,겨울,ձմեռ
538,Januar::N,일월,հունվար
539,Februar::N,이월,փետրվար
540,März::N,삼월,մարտ
541,April::N,사월,ապրիլ
542,Mai::N,오월,մայիս
543,Juni::N,유월,հունիս
544,Juli::N,칠월,հուլիս
545,August::N,팔월,օգոստոս
546,September::N,구월,սեպտեմբեր
547,Oktober::N,시월,հոկտեմբեր
548,November::N,십일월,նոյեմբեր
549,Dezember::N,십이월,դեկտեմբեր
550,Montag::N,월요일,երկուշաբթի
551,Dienstag::N,화요일,երեքշաբթի
552,Mittwoch::N,수요일,չորեքշաբթի
553,Donnerstag::N,모교일,հինգշաբթի
554,Freitag::N,그묘일,ուրբաթ
555,Samstag::N,토요일,շաբաթ
556,Sonntag::N,일요일,կիրակի
557,groß::A,큰,մեծ
558,groß::A,큰,խոշոր
559,klein::A,자근,պստիկ
560,klein::A,자근,փոքրիկ
561,lang::A,긴,երկար
562,kurz::A,짧은,կարճ
563,breit::A,넓은,լայն
564,schmal::A,좁은,նեղ
565,dicht::A,농밀한,խիտ
566,dick[Gegenstand]::A,두꺼운,հաստ
567,dünn::A,얇은,բարակ
568,fein::A,미세한,նուրբ
569,fest::A,굳은,ամուր
570,fest::A,굳은,պինդ
571,flach::A,얕은,տափակ
572,glatt::A,반들반들한,հարթ
573,hart::A,굳은,կարծր
574,weich::A,연한,մեղմ
575,weich::A,연한,փափուկ
576,rund::A,둥근,կլոր
577,spitz::A,뾰족한,սրածայր
578,scharf::A,날카로운,սուր
579,stumpf::A,무딘,գուլ
580,schwer::A,무거운,ծանր
581,schön::A,멋진,սիրուն
582,schön::A,멋진,գեղեցիկ
583,heiß::A,뜨거운,թեժ
584,warm::A,따뜻한,տաք
585,warm::A,따뜻한,ջերմ
586,kalt::A,찬,ցուրտ
587,kühl::A,서늘한,զով
588,frisch::A,신선한,թարմ
589,feucht::A,축축한,ղոնավ
590,nass::A,젖은,թաց
591,trocken::A,마른,ցամաք
592,voll::A,완전한,լի
593,voll::A,완전한,լիքը
594,leer::A,빈,դատարկ
595,offen::A,열린,բաց
596,geschlossen::A,닫힌,գոց
597,sauber::A,깨끗한,մաքուր
598,schmutzig::A,더러운,կեղտոտ
599,roh::A,날게잇의,հում
600,reif::A,이근,հասած
601,reif::A,이근,հասուն
602,lecker::A,맛있는,համեղ
603,süß::A,단,անուշ
604,bitter::A,찌르는듯한,կծու
605,sauer::A,산성의,թթու
606,sauer::A,산성의,թթված
607,hell::A,밝은,պայծառ
608,hell::A,밝은,խելամիտ
609,dunkel::A,어두운,մութ
610,schwarz::A,검은,սեւ
611,weiß::A,하얀,սպիտակ
612,rot::A,붉은,կարմիր
613,gelb::A,황색,դեղին
614,blau::A,푸른,կապույտ
615,grün::A,녹색의,կանաչ
616,grau::A,회색의,գորշ
617,bunt::A,알록달록한,գոյնզգոյն
618,billig::A,싼,էժան
619,teuer::A,값비산,թանկ
620,wertvoll::A,가치가많은,թանկարժեք
621,blind::A,눈먼,կույր
622,taub::A,무감간한,խուլ
623,kräftig::A,강장한,հզոր
624,stark::A,강한,ուժեղ
625,schwach::A,약한,տկար
626,schwach::A,약한,թույլ
627,fett::A,실찐,գեր
628,schlank::A,호리호리한,նիհար
629,hübsch::A,예쁜,գրավիչ
630,hübsch::A,예쁜,սիրունիկ
631,böse::A,나쁜,չար
632,dumm::A,어리석은,հիմար
633,faul::A,너덜너덜한,ծույլ
634,fleißig::A,근면한,ջանասեր
635,fleißig::A,근면한,փութաջան
636,geizig::A,인색한,ագահ
637,geizig::A,인색한,կծծի
638,geschickt::A,교묘한,ճարտար
639,lieb::A,친애하는,սիրելի
640,lustig::A,유쾌한,զվարթ
641,sanft::A,온화한,հեզ
642,hungrig::A,배고픈,քաղցած
643,krank::A,병든,հիվանդ
644,nackt::A,벌거벗은,մերկ
645,traurig::A,슬픈,տխուր
646,lebendig::A,살아있는,կենդանի
647,gut::A,좋은,լավ
648,schlecht::A,나쁜,վատ
649,richtig::A,바른,ձիշտ
650,schlimm::A,못된,լղրճուկ
651,wahr::A,참된,ճիշտ
652,wahr::A,참된,իրական
653,alt::A,늙은,հին
654,neu::A,새,նոր
655,ehemalig::A,전의,նախկին
656,alt[Lebewesen]::A,낡은,ծեր
657,alt[Lebewesen]::A,낡은,պառավ
658,jung::A,젊은,մատաղ
659,arm::A,가난한,աղքատ
660,reich::A,풍부한,հարուստ
661,bekannt::A,저명한,ծանոթ
662,berühmt::A,유명한,հայտնի
663,berühmt::A,유명한,հռչակավոր
664,fremd::A,타처이,օտար
665,verschieden::A,따른,տարբեր
666,nah::A,가까운,մոտ
667,nah::A,가까운,մերձ
668,fern::A,먼,հեռավոր
669,linker::A,왼쭉의,ձախ
670,rechter::A,오른쪽의,աջ
671,anderer::A,다른,այլ
672,anderer::A,다른,ուրիշ
673,erster::A,첫째,առաջին
674,zweiter::A,둘째,երկրորդ
675,dritter::A,셋째,երրորդ
676,letzter::A,의후자의,վերջին
677,allein::ADV,훌로,միայնակ
678,auf einmal::ADV,갑자기,միասնաբար
679,zusammen::ADV,모아서,միասին
680,zusammen::ADV,모아서,իրար հետ
681,lange::ADV,오래,երկար ժամանակ
682,plötzlich::ADV,둘연한,հանկարծ
683,sofort::ADV,즉시,իսկույն
684,später::ADV,보다늦은,ավելի ուշ
685,später::ADV,보다늦은,հետո
686,jetzt::ADV,목하,այժմ
687,heute::ADV,오늘,այսօր
688,morgen::ADV,내일,վաղը
689,bald::ADV,곱,շուտով
690,dann::ADV,그경우에,ապա
691,dann::ADV,그경우에,հետո
692,gestern::ADV,어제,երեկ
693,einst::ADV,옛날에,հին ատեն
694,damals::ADV,그때에,ատէնին
695,danach::ADV,그 뒤에,ապա
696,danach::ADV,그 뒤에,այն ժամանակ
697,vorher::ADV,미리,առաջ
698,zuerst::ADV,최초로,նախ
699,einmal::ADV,한번,մի անգամ
700,manchmal::ADV,땓대로,երբեմն
701,oft::ADV,땓대로,հաճախ
702,immer::ADV,늘,միշտ
703,niemals::ADV,결코...(하지)않다,երբեք
704,hier::ADV,여기,այստեղ
705,hierhin::ADV,여기로,այստեղ
706,dort::ADV,거기,այնտեղ
707,dorthin::ADV,저기예,այնտեղ
708,geradeaus::ADV,곧장,ուղիղ
709,vorwärts::ADV,앞으로,առաջ
710,rückwärts::ADV,뒤로,դեպի ետ
711,zurück::ADV,제자리로,ետ
712,unten::ADV,아래에,ներքեւում
713,hinab::ADV,아래쪽으로,ներքեւ
714,oben::ADV,위에,վերեւում
715,hinauf::ADV,위쪽으로,վերեւ
716,überall::ADV,도처에,ամենուր
717,nicht::ADV,안,չէ
718,ein wenig::ADV,적음,մի քիչ
719,kaum::ADV,가의,հազիվ
720,sehr::ADV,자주,շատ
721,so::ADV,그와같이,այդպես
722,noch::ADV,아직,դեռ
723,nur::ADV,다만,միայն
724,schon::ADV,이미,արդեն
725,wieder::ADV,다시,նորից
726,wieder::ADV,다시,դարձյալ
727,vergebens::ADV,헛되이,իզուր
728,vor::PRP,앞에,դիմացը
729,hinter::PRP,뒤에,ետեւը
730,unter::PRP,잍에,տակ
731,durch::PRP,통고하여,միջով
732,neben::PRP,와나란히,քովը
733,zwischen::PRP,의사이로,միջեւ
734,wegen::PRP,때문에,պատճառով
735,wegen::PRP,때문에,շնորհից
736,dies::PRN,이,սա
737,dies::PRN,이,այս
738,das::PRN,저,դա
739,das::PRN,저,այդ
740,alles::PRN,모든것,ամեն ինչ
741,ich::PRN,나,ես
742,du::PRN,너,դու
743,er::PRN,그,նա
744,wir::PRN,우리,մենք
745,ihr::PRN,너희들,դուք
746,sie::PRN,그들,նրանք
747,was::FPRN,뭣,ինչ
748,wer::FPRN,누구,ով
749,wo::FADV,어디,ուր
750,wo::FADV,어디,որտեղ
751,wohin::FADV,어디로,դեպի ուր
752,wie::FADV,어떻게,ինչպես
753,warum::FADV,왜,ինչու
754,wieviel::FNUM,얼마만큰,որչափ
755,eins::NUM,하나,մեկ
756,zwei::NUM,둘,երկու
757,drei::NUM,셋,երեք
758,vier::NUM,넷,չորս
759,fünf::NUM,다섯,հինգ
760,sechs::NUM,여섯,վեց
761,sieben::NUM,일곱,յոթ
762,acht::NUM,여덟,ութ
763,neun::NUM,아홉,ինը
764,zehn::NUM,열,տասը
765,elf::NUM,열하나,տասնմեկ
766,zwölf::NUM,열둘,տասներկու
767,zwanzig::NUM,스물,քսան
768,dreißig::NUM,서름,երեսուն
769,vierzig::NUM,마흔,քառասուն
770,fünfzig::NUM,숸,հիսուն
771,sechzig::NUM,에순,վաթսուն
772,siebzig::NUM,일흔,յոթանասուն
