,Concept_ID,kl,ml
1103,Fuß::N,,കാൽപ്പാദം
1104,Schlaf::N,,ഉറകും
1105,Strömung::N,,പ്രവാഹം
1106,Moor::N,,പാഴ്നിലം
1107,Wald::N,,വനം
1108,Wald::N,,കാട്
1109,Anhöhe::N,,ഉയർന്ന ഭൂമി
1110,Gipfel::N,,ഉച്ചകോടി
1111,Quelle::N,,ഉറവിടം
1112,Festland::N,,കര
1113,Kiefer[Baum]::N,,പൈൻമരം
1114,Pferd::N,,കുതിര
1115,Elch::N,,കടമാന്
1116,Schwarm::N,,കൂട്ടം
1117,Ente::N,,താറാവ്
1118,Barsch::N,,ഒരിനം മത്സ്യം
1119,Hecht::N,,ഒരു മത്സ്യം
1120,Wurm::N,,വിര
1121,Heu::N,,വയ്ക്കോൽ
1122,Kummer::N,,ശോകം
1123,Gespräch::N,,സല്ലാപം
1124,Spiel::N,,കളി
1125,Gesellschaft::N,,കൂട്ടായ്മ
1126,Angelegenheit::N,,കാര്യം
1127,Anzahl::N,,എണ്ണം
1128,Strich::N,,പക്ഷാഘാതം
1129,Gegenstand::N,,സാധനം
1130,Höhe::N,,ഉയരം
1131,Lagerfeuer::N,,തീ
1132,Gang::N,,നടത്തം
1133,Heim::N,,വീട്
1134,Beutel::N,,ബാഗ്
1135,Eimer::N,,ബക്കറ്റ്
1136,Sack::N,,ചാക്ക്
1137,Brei::N,,കഞ്ഞി
1138,Leder::N,,തുകൽ
1139,Gott::N,,ദൈവം
1140,Reichtum::N,,ധനം
1141,Staat::N,,രാജ്യം
1142,Gewalt::N,,അക്രമം
1143,Bogen[Waffe]::N,,വില്ല്
1144,Lüge::N,,കള്ളം
1145,Schaden::N,,കേടുപാട്
1146,April::N,,ഏപ്രിൾ മാസം
1147,frisch::A,,ശുദ്ധമായ
1148,lecker::A,,രുചികരമായ
1149,sauer::A,,പുളിപ്പുള്ള
1150,bunt::A,,വർണ്ണശബളമായ
1151,teuer::A,,ചെലവേറിയ
1152,geschickt::A,,പ്രതിഭാശാലി
1153,nackt::A,,നഡമായ
1154,ehemalig::A,,മുൻ
1155,bekannt::A,,പരിചിതമായ
1156,anderer::A,,മറ്റുള്ള
1157,zuerst::ADV,,ആദ്യം
1158,niemals::ADV,,ഒരിക്കലും
1159,von hier::ADV,,ഇവിടെനിന്ന്
1160,dort::ADV,,അവിടെ
1161,oben::ADV,,മുകളിൽ
1162,hinauf::ADV,,മുകളിൽ
1163,nicht::ADV,,ഇല്ല
1164,ein wenig::ADV,,കുറച്ച്
1165,so::ADV,,അങ്ങനെ
1166,nur::ADV,,മാത്രം
1167,vor::PRP,,മുമ്പിൽ
1168,hinter::PRP,,പുറകിൽ
1169,unter::PRP,,കീഴിൽ
1170,durch::PRP,,ഉള്ളിലൂടെ
1171,neben::PRP,,അടുത്ത്
1172,zwischen::PRP,,ഇടയ്ക്ക്
1173,wegen::PRP,,നിമിത്തം
1174,alles::PRN,,എല്ലാം
1175,aufgehen[Sonne]::V,,ഉയരുക
1176,strömen::V,,ഒഴുകുക
1177,fließen::V,,ഒഴുകുക
1178,faulen::V,,ചീയുക
1179,verfaulen::V,,അഴുകുക
1180,verschwinden::V,,അദൃശ്യമാകുക
1181,lärmen::V,,ശബ്ദമുണ്ടാക്കുക
1182,klirren::V,,കിലുക്കുക
1183,rauschen::V,,അനങ്ങുക
1184,klingen::V,,മുഴക്കുക
1185,müde werden::V,,ക്ഷീണിക്കുക
1186,krank werden::V,,ദീനംപിടിക്കുക
1187,krank sein::V,,രോഗികളാകുക
1188,umkommen::V,,മരിക്കുക
1189,sich rühren::V,,ചലിക്കുക
1190,sich erheben::V,,നിൽക്കുക
1191,hinfallen::V,,വീഴുക
1192,kriechen::V,,പതുങ്ങികയറുക
1193,gehen::V,,പോകുക
1194,abfahren::V,,പുറപ്പെടുക
1195,erwarten::V,,പ്രതീക്ഷിക്കുക
1196,lachen::V,,ചിരിക്കുക
1197,anschauen::V,,നോക്കുക
1198,probieren::V,,രുചിയുള്ളതായി_തോന്നുക
1199,zu sehen sein::V,,വെളിച്ചപ്പെടുക
1200,vernehmen::V,,കേൾക്കുക
1201,können::V,,കഴിയുക
1202,gelingen::V,,വിജയിക്കുക
1203,geraten::V,,പരിണമിക്കുക
1204,ändern::V,,മാറ്റംവരുത്തുക
1205,drehen::V,,തിരിക്കുക
1206,schieben::V,,തള്ളുക
1207,rütteln::V,,മുട്ടുക
1208,schütten::V,,ഒഴിക്കുക
1209,packen::V,,തട്ടിപ്പറിക്കുക
1210,hinzufügen::V,,കൂട്ടുക
1211,wählen::V,,തിരഞ്ഞെടുക്കുക
1212,auswählen::V,,തിരഞ്ഞെടുക്കുക
1213,behindern::V,,തടയിടുക
1214,beschädigen::V,,ക്ഷതമേൽപ്പിക്കുക
1215,reichen::V,,കൈമാറുക
1216,schenken::V,,സമ്മാനം കൊടുക്കുക
1217,wiegen::V,,ഇളകുക
1218,lassen::V,,അനുവദിക്കുക
1219,verlassen::V,,പിൻവാങ്ങുക
1220,bewachen::V,,കാവൽനിൽക്കുക
1221,verteidigen::V,,പ്രതിരോധിക്കുക
1222,sich schlagen::V,,കലഹിക്കുക
1223,siegen::V,,വിജയിക്കുക
1224,belästigen::V,,മെനക്കെടുക
1225,täuschen::V,,കബളിപ്പിക്കുക
1226,pflücken::V,,പറിച്ചെടുക്കുക
1227,fassen::V,,പിടിക്കുക
1228,hüten::V,,ചേർക്കുക
1229,treiben::V,,വാഹനം_ഓടിക്കുക
1230,melken::V,,പാലുകറക്കുക
1231,hacken::V,,വെട്ടിമുറിക്കുക
1232,reifen::V,,പാകമാകുക
1233,zubereiten::V,,പാചകം_ചെയ്യുക
1234,backen::V,,ബേക്ക് ചെയ്യുക
1235,stricken::V,,മെടയുക
1236,nähen::V,,തുന്നുക
1237,spülen::V,,കഴുകുക
1238,kehren::V,,അടിച്ചുവാരുക
1239,kämmen::V,,മുടിചീകുക
1240,schmücken::V,,അലങ്കരിക്കുക
1241,sich unterhalten::V,,നർമ്മസല്ലാപം നടത്തുക
1242,nennen::V,,പേരിടുക
1243,bemerken::V,,ശ്രദ്ധിക്കുക
1244,begreifen::V,,കൈപ്പിടിയിലാക്കുക
1245,zeichnen::V,,വരയ്ക്കുക
1246,besitzen::V,,സ്വന്തമാക്കുക
1247,zahlen::V,,പണം അടയ്ക്കുക
