,Concept_ID,mn,ml
1178,zeigen::V,үзүүлэх,കാണിക്കുക
1179,führen::V,хөтлөх,നടത്തുക
1180,lehren::V,заах,പഠിപ്പിക്കുക
1181,unterrichten::V,сургах,പരിശീലിപ്പിക്കുക
1182,aufziehen::V,өсгөх,വളർത്തിക്കൊണ്ടുവരുക
1183,aufziehen::V,хүмүүжүүлэх,വളർത്തിക്കൊണ്ടുവരുക
1184,leiten::V,удирдах,നയിക്കുക
1185,antreiben::V,шамдуулах,പ്രേരിപ്പിക്കുക
1186,lassen::V,-уулах,അനുവദിക്കുക
1187,einladen::V,залах,ക്ഷണിക്കുക
1188,vereinigen::V,нэгтгэх,കൂടിച്ചേരുക
1189,vereinigen::V,хамтруулах,കൂടിച്ചേരുക
1190,besuchen::V,зочлох,സന്ദർശിക്കുക
1191,treffen::V,учрах,തമ്മിൽ കാണുക
1192,treffen::V,дайралдах,തമ്മിൽ കാണുക
1193,sich versammeln::V,хуралдах,സംയോജിപ്പിക്കുക
1194,spielen::V,наадах,കളിക്കുക
1195,singen::V,дуулах,പാടുക
1196,tanzen::V,бүжиглэх,നൃത്തം ചെയ്യുക
1197,sich trennen::V,салах,നേർപെടുത്തുക
1198,verlassen::V,хаях,പിൻവാങ്ങുക
1199,retten::V,гэтэлгэх,രക്ഷിക്കുക
1200,bewachen::V,сахих,കാവൽനിൽക്കുക
1201,schützen::V,хамгаалах,പരിരക്ഷിക്കുക
1202,verteidigen::V,хамгаалах,പ്രതിരോധിക്കുക
1203,sich schlagen::V,зодолдох,കലഹിക്കുക
1204,schießen::V,харвах,വെടിവെക്കുക
1205,schießen::V,буу буудах,വെടിവെക്കുക
1206,siegen::V,ялах,വിജയിക്കുക
1207,ärgern::V,уурлуулах,വിഷമിപ്പിക്കുക
1208,ärgern::V,уур хүргэх,വിഷമിപ്പിക്കുക
1209,schlagen::V,цохих,അടിക്കുക
1210,treten::V,өшиглөх,തൊഴിക്കുക
1211,stechen::V,хатгах,കുത്തുക
1212,stoßen::V,ёврох,തള്ളുക
1213,stoßen::V,нудрах,തള്ളുക
1214,stehlen::V,хулгайлах,മോഷ്ടിക്കുക
1215,stören::V,саад болох,ശല്യപ്പെടുത്തുക
1216,belästigen::V,зовоох,മെനക്കെടുക
1217,belästigen::V,амраахгүй байх,മെനക്കെടുക
1218,verbergen::V,нуух,മറയ്ക്കുക
1219,verbergen::V,нуух,ഒളിക്കുക
1220,verbergen::V,далдлах,മറയ്ക്കുക
1221,verbergen::V,далдлах,ഒളിക്കുക
1222,täuschen::V,мэхлэх,കബളിപ്പിക്കുക
1223,betrügen::V,хуурах,ചതിക്കുക
1224,töten::V,алах,കൊല്ലുക
1225,wohnen::V,суух,താമസിക്കുക
1226,wohnen::V,амьдрах,താമസിക്കുക
1227,arbeiten::V,ажиллах,ജോലിചെയ്യുക
1228,arbeiten::V,хөдөлмөрлөх,ജോലിചെയ്യുക
1229,sammeln::V,түүх,സഞ്ചയിക്കുക
1230,sammeln::V,хураах,സഞ്ചയിക്കുക
1231,pflücken::V,түүх,പറിച്ചെടുക്കുക
1232,jagen::V,агнах,വേട്ടയാടുക
1233,jagen::V,гөрөөлөх,വേട്ടയാടുക
1234,fischen::V,загасчлах,മീൻ പിടിക്കുക
1235,fischen::V,загас барих,മീൻ പിടിക്കുക
1236,fassen::V,барих,പിടിക്കുക
1237,hüten::V,маллах,ചേർക്കുക
1238,hüten::V,хариулах,ചേർക്കുക
1239,treiben::V,туух,വാഹനം_ഓടിക്കുക
1240,anbinden::V,уях,കെട്ടിയിടുക
1241,füttern::V,тэжээх,തീറ്റുക
1242,melken::V,саах,പാലുകറക്കുക
1243,hacken::V,цавчих,വെട്ടിമുറിക്കുക
1244,gießen::V,услах,നനയ്ക്കുക
1245,reifen::V,боловсрох,പാകമാകുക
1246,zubereiten::V,бэлдэх,പാചകം_ചെയ്യുക
1247,kochen::V,чанах,വേവിക്കുക
1248,backen::V,жигнэх,ബേക്ക് ചെയ്യുക
1249,braten::V,шарах,പോരിക്കുക
1250,braten::V,хайрах,പോരിക്കുക
1251,umrühren::V,хутгах,ഇളക്കുക
1252,stricken::V,нэхэх,മെടയുക
1253,stricken::V,сүлжих,മെടയുക
1254,nähen::V,оёх,തുന്നുക
1255,färben::V,будах,ചായം പൂശുക
1256,reinigen::V,арилгах,വൃത്തിയാക്കുക
1257,reinigen::V,цэвэрлэх,വൃത്തിയാക്കുക
1258,waschen::V,угаах,കഴുകുക
1259,abwischen::V,арчих,തുടയ്ക്കുക
1260,spülen::V,зайлах,കഴുകുക
1261,fegen::V,хамах,അടിച്ചുവാരുക
1262,fegen::V,шүүрдэх,അടിച്ചുവാരുക
1263,kehren::V,шүүрдэх,അടിച്ചുവാരുക
1264,kehren::V,туужуудах,അടിച്ചുവാരുക
1265,baden::V,усанд орох,നീന്തിത്തുടിക്കുക
1266,sich waschen::V,биеэ угаах,കഴുകുക
1267,ausziehen::V,тайлах,ഇഴുക്കുക
1268,anziehen::V,өмсөх,ഉടുക്കുക
1269,sich anziehen::V,хувцаслах,ധരിച്ച നേടുകയുക
1270,kämmen::V,самнах,മുടിചീകുക
1271,schmücken::V,гоёх,അലങ്കരിക്കുക
1272,schmücken::V,чимэх,അലങ്കരിക്കുക
1273,sagen::V,гэх,പറയുക
1274,sagen::V,хэлэх,പറയുക
1275,sprechen::V,ярих,സംസാരിക്കുക
1276,sprechen::V,өгүүлэх,സംസാരിക്കുക
1277,reden::V,хэлэх,സംസാരിക്കുക
1278,reden::V,хөөрөлдөх,സംസാരിക്കുക
1279,sich unterhalten::V,ярилцах,നർമ്മസല്ലാപം നടത്തുക
1280,fragen::V,асуух,ചോദിക്കുക
1281,bitten::V,гуйх,അപേക്ഷിക്കുക
1282,erzählen::V,өгүүлэх,പറയുക
1283,mitteilen::V,дуулгах,അറിയിക്കുക
1284,mitteilen::V,мэдээлэх,അറിയിക്കുക
1285,nennen::V,нэрлэх,പേരിടുക
1286,rufen::V,дуудах,വിളിക്കുക
1287,prahlen::V,бардах,പൊങ്ങച്ചം പറയുക
1288,prahlen::V,сайрхах,പൊങ്ങച്ചം പറയുക
1289,übersetzen::V,орчуулах,പരിഭാഷപ്പെടുത്തുക
1290,denken::V,санах,ചിന്തിക്കുക
1291,glauben::V,итгэх,വിശ്വസിക്കുക
1292,bemerken::V,ажих,ശ്രദ്ധിക്കുക
1293,bemerken::V,ажиглах,ശ്രദ്ധിക്കുക
1294,erkennen::V,таних,തിരിചറിയുക
1295,begreifen::V,ойлгох,കൈപ്പിടിയിലാക്കുക
1296,verstehen::V,мэдэж авах,മനസ്സിലാക്കുക
1297,lernen::V,сурах,പഠിക്കുക
1298,wissen::V,мэдэх,അറിയുക
1299,sich erinnern an::V,дурсах,ഓർമിക്കുക
1300,vergessen::V,мартах,മറക്കുക
1301,messen::V,хэмжих,അളക്കുക
1302,zählen::V,тоолох,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1303,rechnen::V,тооцоох,ഗണിക്കുക
1304,lesen::V,унших,വായിക്കുക
1305,malen::V,зурах,ചിത്രം വരയ്ക്കുക
1306,zeichnen::V,дүрслэн бичих,വരയ്ക്കുക
1307,schreiben::V,бичих,എഴുതുക
1308,besitzen::V,эзэмших,സ്വന്തമാക്കുക
1309,kaufen::V,худалдан авах,വാങ്ങുക
1310,verkaufen::V,худалдах,വിൽക്കുക
1311,bezahlen::V,төлөх,പരിഹാരം ചെയ്യുക
1312,zahlen::V,төлөх,പണം അടയ്ക്കുക
1313,beherrschen::V,эзэмших,ഭരിക്കുക
1314,ertragen::V,тэсэх,താങ്ങുക
