,Concept_ID,bn,pt
247,Freude::N,উল্লাস,alegria
248,Gelächter::N,হাসি,risada
249,Gelächter::N,হাসি,gargalhada
250,Glück::N,সুখ,felicidade
251,Kummer::N,দুঃখ,aflição
252,Kummer::N,দুঃখ,desgosto
253,Wunsch::N,আকাঙ্ক্ষা,desejo
254,Lust::N,বাসনা,vontade
255,Geist::N,আত্না,mente
256,Geist::N,আত্না,espírito
257,Gedanke::N,চিন্তা,ideia
258,Gedanke::N,চিন্তা,pensamento
259,Gedächtnis::N,স্মরণশক্তি,memória
260,Verstand::N,মন,razão
261,Verstand::N,মন,inteligência
262,Sinn::N,পদার্থ,sentido
263,Sinn::N,পদার্থ,significado
264,Grund::N,কারণ,causa
265,Grund::N,কারণ,motivo
266,Wahrheit::N,সত্য,verdade
267,Gespräch::N,কথাবার্তা,conversa
268,Gespräch::N,কথাবার্তা,conversação
269,Märchen::N,রূপকথা,conto
270,Erzählung::N,গল্প,conto
271,Erzählung::N,গল্প,narrativa
272,Nachricht::N,তথ্য,mensagem
273,Neuigkeit::N,খবরাখবর,notícia
274,Neuigkeit::N,খবরাখবর,novidade
275,Name::N,নাম,nome
276,Rätsel::N,ধাঁধা,adivinha
277,Rede::N,বক্তৃতা,oração
278,Rede::N,বক্তৃতা,discurso
279,Sprache::N,ভাষা,língua
280,Stimme::N,স্বর,voz
281,Wort::N,শব্দ,palavra
282,Zeichen::N,প্রতীক,marca
283,Ruf::N,ডাক,grito
284,Ruf::N,ডাক,chamada
285,Lärm::N,হৈচৈ,ruído
286,Lärm::N,হৈচৈ,barulho
287,Laut::N,ধ্বনি,som
288,Ton::N,স্বর,tom
289,Lied::N,গান,canção
290,Ruhe::N,শান্তি,calma
291,Ruhe::N,শান্তি,silêncio
292,Leute::N,প্রজাপুঞ্জ,gente
293,Leute::N,প্রজাপুঞ্জ,pessoas
294,Volk::N,জাতি,povo
295,Volk::N,জাতি,nação
296,Arbeit::N,চাকরি,trabalho
297,Gast::N,অতিথি,hóspede
298,Gast::N,অতিথি,convidado
299,Geschenk::N,উপহার,prenda
300,Geschenk::N,উপহার,presente
301,Spiel::N,খেলা,jogo
302,Gesellschaft::N,সঙ্গিগণ,companhia
303,Hilfe::N,সাহায্য,ajuda
304,Hilfe::N,সাহায্য,socorro
305,Freund::N,বন্ধু,amigo
306,Kamerad::N,সঙ্গী,camarada
307,Angelegenheit::N,বিষয়,assunto
308,Anzahl::N,পরিমাণ,número
309,Anzahl::N,পরিমাণ,quantidade
310,Art::N,রকম,tipo
311,Art::N,রকম,espécie
312,Stück::N,টুকরো,pedaço
313,Teil::N,অংশ,peça
314,Teil::N,অংশ,parte
315,Hälfte::N,অর্ধেক,metade
316,Kreis::N,বৃত্ত,círculo
317,Kreuz::N,ক্রুশ,cruz
318,Linie::N,রেখা,linha
319,Strich::N,কষি,traço
320,Abstand::N,ফাঁক,distância
321,Entfernung::N,ব্যবধান,distância
322,Gegend::N,ক্ষেত্র,área
323,Gegend::N,ক্ষেত্র,região
324,Platz::N,জায়গা,lugar
325,Ort::N,স্থান,sítio
326,Seite::N,পার্শ্ব,lado
327,Mitte::N,মধ্য,meio
328,Gegenstand::N,জিনিস,objecto
329,Sache::N,বস্তু,coisa
330,Rand::N,কানা,bordo
331,Rand::N,কানা,margem
332,Kante::N,ধার,borda
333,Kante::N,ধার,aresta
334,Ecke::N,কোণ,esquina
335,Spitze::N,ডগা,ponta
336,Ende::N,প্রান্ত,cabo
337,Ende::N,প্রান্ত,extremo
338,Loch::N,গর্ত,furo
339,Loch::N,গর্ত,buraco
340,Winkel::N,কোণ,canto
341,Winkel::N,কোণ,ângulo
342,Muster::N,নমুন্,padrão
343,Muster::N,নমুন্,desenho
344,Größe::N,আয়তন,tamanho
345,Länge::N,দৈর্ঘ্য,comprimento
346,Höhe::N,উচ্চতা,altura
347,Höhe::N,উচ্চতা,altitude
348,Gewicht::N,ওজন,peso
349,Menge::N,পরিমাণ,quantidade
350,Haufen::N,পুঞ্জ,pilha
351,Reihe::N,শ্রেণী,fila
352,Boot::N,নৌকা,barco
353,Ruder::N,দাঁড়,remo
354,Schlitten::N,স্নেজ্-গাড়ি,trenó
355,Ski::N,শী,esqui
356,Lagerfeuer::N,অগ্নি,fogueira
357,Last::N,বোঝা,carga
358,Gang::N,হণ্টন,curso
359,Gang::N,হণ্টন,caminhada
360,Schritt::N,পদ,passo
361,Norden::N,উত্তরদিক্,norte
362,Süden::N,দক্ষিণদিক,sul
363,Westen::N,পশ্চিমদিক্,oeste
364,Westen::N,পশ্চিমদিক্,ocidente
365,Osten::N,পূর্বদিক,este
366,Osten::N,পূর্বদিক,leste
367,Osten::N,পূর্বদিক,oriente
368,Holz::N,কাঠ,madeira
369,Brett::N,তক্তা,tábua
370,Brett::N,তক্তা,prancha
371,Platte::N,ফলক,laje
372,Platte::N,ফলক,chapa
373,Stütze::N,নাগদণ্ড,apoio
374,Stütze::N,নাগদণ্ড,suporte
375,Stange::N,দণ্ড,vara
376,Stange::N,দণ্ড,barra
377,Stock::N,ছড়ি,pau
378,Stock::N,ছড়ি,bengala
379,Stab::N,যষ্টি,bastão
380,Rohr::N,নল,cano
381,Haus::N,ঘর,casa
382,Heim::N,বাসা,lar
383,Heim::N,বাসা,casa
384,Ofen::N,স্টোভ্,estufa
385,Ofen::N,স্টোভ্,aquecedor
386,Fußboden::N,গহতল,piso
387,Tisch::N,মেজ,mesa
388,Tisch::N,টেবিল,mesa
389,Stuhl::N,চেয়ার,cadeira
390,Stuhl::N,কেদারা,cadeira
391,Wiege::N,দোলনা,berço
392,Bett::N,শয্যা,cama
393,Regal::N,তাক,estante
394,Regal::N,তাক,prateleira
395,Kiste::N,বাক্স,caixa
396,Fenster::N,জানালা,janela
397,Tür::N,দ্বার,porta
398,Tor::N,দ্বার,portão
399,Zaun::N,বেড়া,cerca
400,Zaun::N,বেড়া,vedação
401,Dach::N,ছাদ,telhado
402,Leiter::N,মই,escada
403,Leiter::N,মই,escada móvel
404,Besen::N,গুল্মবিশেষ,vassoura
405,Spaten::N,কোদাল,pá
406,Schaufel::N,বেলচা,pá
407,Gabel::N,কাঁটা,garfo
408,Löffel::N,চামচ,colher
409,Messer::N,ছুরি,faca
410,Nagel::N,পেরেক,cravo
411,Netz::N,জাল,rede
412,Haken::N,কাচি,gancho
413,Griff::N,হাতল,asa
414,Griff::N,হাতল,cabo
415,Schloss::N,তালা,fechadura
416,Bild::N,ছবি,imagem
417,Bild::N,চিত্র,imagem
418,Figur::N,আকার,figura
419,Puppe::N,পুতুল,boneca
420,Beutel::N,বটুয়া,saco
421,Beutel::N,বটুয়া,bolsa
422,Bündel::N,আঁটি,fardo
423,Tasche::N,থলি,saco
424,Tasche::N,থলি,bolso
425,Eimer::N,বাল্তি,balde
426,Deckel::N,আবরণ,tampa
427,Geschirr::N,থালা-বাসন,louça
428,Sack::N,বস্তা,saca
429,Tasse::N,কাপ,chávena
430,Topf::N,পাত্র,tacho
431,Topf::N,পাত্র,panela
432,Kessel::N,কেটলি,caldeira
433,Essen::N,আহার,refeição
434,Nahrung::N,খাদ্য,comida
435,Nahrung::N,খাদ্য,alimento
436,Speise::N,খাদ্য,prato
437,Fleisch::N,মাংস,carne
438,Getreide::N,শস্য,cereais
439,Brei::N,মণ্ড,puré
440,Brot::N,রুটি,pão
441,Scheibe::N,ফালি,fatia
442,Fett::N,মেদ,banha
443,Fett::N,মেদ,gordura
444,Butter::N,মাখন,manteiga
445,Öl::N,তৈল,azeite
446,Salz::N,নুন,sal
447,Suppe::N,শুরুয়া,sopa
448,Suppe::N,শুরুয়া,caldo
449,Honig::N,মধু,mel
450,Milch::N,দুধ,leite
451,Tee::N,চা,chá
452,Leder::N,পাকা চামড়া,couro
453,Wolle::N,পশম,lã
454,Stoff::N,বস্ত্র,pano
455,Stoff::N,বস্ত্র,tecido
456,Nadel::N,সুচ,agulha
457,Faden::N,সূত্র,fio
458,Knopf::N,বোতাম,botão
459,Knoten::N,গিঁট,nó
460,Farbe::N,রং,corante
461,Kleidung::N,কাপড়,roupa
462,Kleidung::N,কাপড়,vestuário
463,Hemd::N,শার্ট,camisa
464,Kragen::N,গলবন্ধ,gola
465,Ärmel::N,আস্তিন্,manga
466,Hose::N,ট্রাউজার,calça
467,Gürtel::N,কটিবন্ধ,cinto
468,Mütze::N,টুপি,boné
469,Mütze::N,টুপি,barrete
470,Schuh::N,জুতো,sapato
471,Stiefel::N,বুট,bota
472,Ring::N,আংটি,anel
473,Band::N,ফিতা,fita
474,Band::N,ফিতা,faixa
475,Kamm::N,চিরুনি,pente
476,Spiegel::N,আয়না,espelho
477,Riemen::N,চাবুক,correia
478,Schnur::N,দড়ি,corda
479,Schnur::N,দড়ি,cordel
480,Leine::N,শিকল,trela
481,Decke::N,কম্বল,cobertor
482,Kissen::N,উপাধান,almofada
483,Tuch::N,বস্ত্র,pano
484,Handtuch::N,তোয়ালে,toalha
485,Kraft::N,জোর,força
486,Stärke::N,শক্তি,força
487,Gesundheit::N,স্বাস্থ্য,saúde
488,Krankheit::N,অসুখ,doença
489,Krankheit::N,অসুখ,enfermidade
490,Krankheit::N,ব্যামো,doença
491,Krankheit::N,ব্যামো,enfermidade
492,Schmerz::N,যন্ত্রণা,dor
493,Wunde::N,ক্ষত,chaga
494,Wunde::N,ক্ষত,ferida
495,Fieber::N,জ্বর,febre
496,Arznei::N,ঔষধ,remédio
497,Brücke::N,সেতু,ponte
498,Brunnen::N,কূপ,poço
499,Weide::N,পশুচারণভূমি,pastagem
500,Pfad::N,পথ,senda
501,Pfad::N,পথ,trilho
502,Weg::N,পথ,caminho
503,Straße::N,রাস্তা,via
504,Straße::N,রাস্তা,estrada
505,Dorf::N,গ্রাম,aldeia
506,Stadt::N,শহর,cidade
507,Brief::N,চিঠি,carta
508,Buch::N,বই,livro
509,Buchstabe::N,অক্ষর,letra
510,Zeitung::N,সংবাদপত্র,jornal
511,Leben::N,জীবন,vida
512,Tod::N,মৃত্যু,morte
513,Grab::N,কবর,túmulo
514,Grab::N,কবর,sepultura
515,Kirche::N,গির্জা,igreja
516,Sünde::N,পাপ,pecado
517,Gott::N,দেবতা,deus
518,Arbeiter::N,শ্রমিক,operário
519,Arbeiter::N,শ্রমিক,trabalhador
520,Chef::N,নেতা,chefe
521,Chef::N,নেতা,patrão
522,Meister::N,ব্যক্তি,mestre
523,Arzt::N,চিকিৎসক,médico
524,Lehrer::N,অধ্যাপক,professor
525,Geld::N,মুদ্রা,dinheiro
526,Geld::N,টাকাপয়সা,dinheiro
527,Geschäft::N,ব্যস্ততা,negócio
528,Laden::N,দোকান,loja
529,Preis::N,মূল্য,preço
530,Ware::N,পণ্যদ্রব্য,mercadoria
531,Nutzen::N,সুবিধা,proveito
532,Reichtum::N,ধনদৌলত,riqueza
533,Welt::N,জগৎ,mundo
534,Land::N,খেত,país
535,Staat::N,রাষ্ট্র,Estado
536,König::N,রাজা,rei
537,Macht::N,প্রভাব,poder
538,Macht::N,প্রভাব,potência
539,Grenze::N,সীমা,fronteira
540,Krieg::N,যুদ্ধ,guerra
541,Feind::N,শত্রু,inimigo
542,Gewalt::N,জোর,violência
543,Kampf::N,লড়াই,luta
544,Kampf::N,লড়াই,combate
545,Bogen[Waffe]::N,ধনুক,arco
546,Pfeil::N,বাণ,seta
547,Pfeil::N,বাণ,flecha
548,Gewehr::N,বন্দুক,espingarda
549,Fehler::N,ভুল,erro
550,Fehler::N,ভুল,falha
551,Lüge::N,মিথ্যা,mentira
552,Schaden::N,ক্ষতি,dano
553,Schaden::N,ক্ষতি,estrago
554,Unglück::N,দুর্ভাগ্য,desgraça
555,Schuld::N,অপরাধ,culpa
556,Alter::N,আয়ু,idade
557,Schluss::N,শেষ,fim
558,Zeit::N,সময়,tempo
559,Tag::N,দিন,dia
560,Morgen::N,সকাল,manhã
561,Mittag::N,মধ্যাহু,meio-dia
562,Abend::N,সন্ধ্যা,noite
563,Abend::N,সন্ধ্যা,tardinha
564,Nacht::N,রাত্রি,noite
565,Woche::N,সপ্তাহ,semana
566,Monat::N,মাস,mês
567,Jahr::N,সৌরবর্ষ,ano
568,Frühling::N,বসন্তকাল,primavera
569,Sommer::N,গ্রীষ্মকাল,verão
570,Herbst::N,শরংঋতু,outono
571,Winter::N,শীতকাল,inverno
572,Januar::N,জানুয়ারী,Janeiro
573,Februar::N,ফেব্রুয়ারী,Fevereiro
574,März::N,মার্চ,Março
575,April::N,এপ্রিল,Abril
576,Mai::N,মে,Maio
577,Juni::N,জুন,Junho
578,Juli::N,জুলাই,Julho
579,August::N,অগাস্ট,Agosto
580,September::N,সেপ্টেম্বর,Setembro
581,Oktober::N,অক্টোবর,Outubro
582,November::N,নভেম্বর,Novembro
583,Dezember::N,ডিসেম্বর,Dezembro
584,Montag::N,সোমবার,segunda-feira
585,Dienstag::N,মঙ্গলবার,terça-feira
586,Mittwoch::N,বুধবার,quarta-feira
587,Donnerstag::N,বৃহম্পতিবার,quinta-feira
588,Freitag::N,শুক্রবার,sexta-feira
589,Samstag::N,শনিবার,sábado
590,Sonntag::N,রবিবার,domingo
591,groß::A,বৃহৎ,grande
592,klein::A,ছোট,pequeno
593,lang::A,দীর্ঘ,comprido
594,kurz::A,খর্ব,curto
595,kurz::A,হ্রস্ব,curto
596,breit::A,চওড়া,largo
597,schmal::A,সরু,estreito
598,dicht::A,ঘন,denso
599,dick[Gegenstand]::A,পুরু,grosso
600,dünn::A,কৃশ,delgado
601,fein::A,সূক্ষ্ম,fino
602,fein::A,সূক্ষ্ম,subtil
603,fest::A,দৃঢ়,firme
604,fest::A,দৃঢ়,sólido
605,flach::A,সমতল,plano
606,glatt::A,মসৃণ,liso
607,hart::A,শক্ত,duro
608,weich::A,নরম,mole
609,rund::A,গোলাকার,redondo
610,spitz::A,তীক্ষ্ন,agudo
611,scharf::A,শাণিত,afiado
612,stumpf::A,ভোঁতা,rombo
613,schwer::A,ভারী,pesado
614,schön::A,সুন্দর,belo
615,schön::A,সুন্দর,bonito
616,heiß::A,গরম,quente
617,warm::A,ঈষদুষ্ণ,quente
618,kalt::A,ঠাণ্ডা,frio
619,kühl::A,শীতল,fresco
620,frisch::A,তাজা,fresco
621,feucht::A,ভিজা,húmido
622,nass::A,ভিজা,molhado
623,trocken::A,শুষ্ক,seco
624,voll::A,পূর্ণ,cheio
625,leer::A,খালি,vazio
626,offen::A,খোলা,aberto
627,geschlossen::A,বন্ধ,fechado
628,sauber::A,নির্মল,limpo
629,schmutzig::A,নোংরা,sujo
630,roh::A,কাঁচা,cru
631,reif::A,পাকা,maduro
632,lecker::A,সুস্বাদ,delicioso
633,süß::A,মিষ্ট,doce
634,bitter::A,তিক্ত,amargo
635,sauer::A,টক,azedo
636,hell::A,উজ্জ্বল,claro
637,dunkel::A,অন্ধকারময়,escuro
638,dunkel::A,অন্ধকারময়,sombrio
639,schwarz::A,কালো,preto
640,weiß::A,সাদা,branco
641,rot::A,লাল,vermelho
642,gelb::A,হলদে,amarelo
643,blau::A,নীল,azul
644,grün::A,সবুজ,verde
645,grau::A,ছাই-রঙা,cinzento
646,bunt::A,রঙিন,colorido
647,billig::A,সস্তা,barato
648,teuer::A,আক্রা,caro
649,wertvoll::A,মহার্ঘ,valioso
650,wertvoll::A,মহার্ঘ,precioso
651,blind::A,কানা,cego
652,taub::A,বধির,surdo
653,kräftig::A,বিশাল,forte
654,kräftig::A,বিশাল,poderoso
655,stark::A,শক্তিশালী,forte
656,stark::A,শক্তিশালী,robusto
657,schwach::A,দুর্বল,débil
658,fett::A,মোটা,gordo
659,schlank::A,কৃশ,esbelto
660,hübsch::A,সুন্দর,giro
661,hübsch::A,সুন্দর,bonito
662,böse::A,খারাপ,mau
663,dumm::A,মূর্খ,parvo
664,dumm::A,মূর্খ,estúpido
665,faul::A,শ্রমবিমুখ,preguiçoso
666,fleißig::A,পরিশ্রমী,aplicado
667,fleißig::A,পরিশ্রমী,diligente
668,geizig::A,ব্যয়কুণ্ঠ,avarento
669,klug::A,দক্ষ,prudente
670,klug::A,দক্ষ,inteligente
671,geschickt::A,পটু,hábil
672,lieb::A,প্রেয়,caro
673,lieb::A,প্রেয়,querido
674,lustig::A,প্রফুল্ল,alegre
675,sanft::A,নম্র,suave
676,sanft::A,নম্র,brando
677,hungrig::A,ক্ষুধার্ত,faminto
678,krank::A,অসুস্থ,doente
679,krank::A,অসুস্থ,enfermo
680,nackt::A,উলঙ্গ,nu
681,nackt::A,উলঙ্গ,despido
682,traurig::A,দুঃখিত,triste
683,lebendig::A,জীবিত,vivo
684,gut::A,ভালো,bom
685,schlecht::A,মন্দ,mau
686,schlecht::A,মন্দ,ruim
687,richtig::A,ঠিক,justo
688,richtig::A,ঠিক,correcto
689,schlimm::A,কদর্য,mau
690,schlimm::A,কদর্য,grave
691,wahr::A,বাস্তব,verdadeiro
692,alt::A,পুরাতন,velho
693,alt::A,পুরাতন,antigo
694,neu::A,নব,novo
695,neu::A,নূতন,novo
696,ehemalig::A,পূর্বকালীন,antigo
697,alt[Lebewesen]::A,বৃদ্ধ,velho
698,jung::A,তরুণ,jovem
699,arm::A,ক্ষুদ্র,pobre
700,reich::A,ধনবান্,rico
701,bekannt::A,সুপরিচিত,conhecido
702,berühmt::A,বিখ্যাত,famoso
703,berühmt::A,বিখ্যাত,célebre
704,fremd::A,বিদেশি,alheio
705,fremd::A,বিদেশি,estranho
706,verschieden::A,বিসদৃশ,diverso
707,verschieden::A,বিসদৃশ,diferente
708,nah::A,নিকটবতী,próximo
709,fern::A,দুরবতী,remoto
710,fern::A,দুরবতী,distante
711,linker::A,বাম,esquerdo
712,rechter::A,ডান,direito
713,rechter::A,ডাইন,direito
714,anderer::A,অন্যতর,outro
715,erster::A,প্রথম,primeiro
716,zweiter::A,দ্বিতীয়,segundo
717,dritter::A,তৃতীয়,terceiro
718,letzter::A,সর্বশেষ,final
719,letzter::A,সর্বশেষ,último
720,allein::ADV,একক,só
721,auf einmal::ADV,জলদি,de vez
722,zusammen::ADV,একসঙ্গে,juntos
723,lange::ADV,লম্বা,muito tempo
724,plötzlich::ADV,হঠাৎ,de repente
725,sofort::ADV,মুহ্ণর্তমধ্যে,imediatamente
726,später::ADV,পশ্চাতে,mais tarde
727,jetzt::ADV,এখন,agora
728,heute::ADV,আজ,hoje
