,Concept_ID,he,hu
107,Wald::N,יער,erdő
108,Hügel::N,תל,domb
109,Anhöhe::N,מעלה,magaslat
110,Berg::N,הר,hegy
111,Gipfel::N,פסגה,csúcs
112,Höhle::N,מערה,barlang
113,Abhang::N,מדרון,lejtő
114,Abhang::N,שפוע,lejtő
115,Quelle::N,מעין,forrás
116,Bach::N,נחל,patak
117,Fluss::N,נהר,folyó
118,Ufer::N,גדה,part
119,Küste::N,חוף,tengerpart
120,Festland::N,יבשה,szárazföld
121,Meer::N,ים,tenger
122,Bucht::N,מפרץ,öböl
123,Insel::N,אי,sziget
124,Blume::N,פרח,virág
125,Gras::N,דשא,fű
126,Wurzel::N,שרש,gyökér
127,Baum::N,עץ,fa
128,Stamm::N,גזע,tő
129,Stamm::N,גזע,törzs
130,Rinde::N,קלפת עץ,kéreg
131,Ast::N,ענף,ág
132,Zweig::N,ענף,gally
133,Blatt::N,עלה,levél
134,Birke::N,שדר,nyír
135,Kiefer[Baum]::N,ארן,fenyő
136,Weide[Baum]::N,ערבה,fűz
137,Tanne::N,אשוח,fenyő
138,Horn::N,קרן,szarv
139,Feder::N,נוצה,toll
140,Fell::N,פרוה,szőr
141,Fell::N,פרוה,bunda
142,Flügel::N,כנף,szárny
143,Klaue::N,טלף,köröm
144,Kralle::N,טפר,karom
145,Schwanz::N,זנב,farok
146,Ei::N,ביצה,tojás
147,Nest::N,קן,fészek
148,Bau::N,מחלה,odú
149,Tier::N,חיה,állat
150,Herde::N,עדר,nyáj
151,Herde::N,עדר,csorda
152,Kuh::N,פרה,tehén
153,Bulle::N,פר,bika
154,Pferd::N,סוס,ló
155,Schaf::N,כבשה,juh
156,Schaf::N,כבשה,birka
157,Schwein::N,חזיר,sertés
158,Hund::N,כלב,eb
159,Hund::N,כלב,kutya
160,Katze::N,חתול,macska
161,Bär::N,דב,medve
162,Eichhörnchen::N,סנאי,mókus
163,Elch::N,דישון,jávorszarvas
164,Fuchs::N,שועל,róka
165,Hase::N,ארנב,nyúl
166,Maus::N,עכבר,egér
167,Wolf::N,זאב,farkas
168,Vogel::N,צפור,madár
169,Schwarm::N,נחיל,raj
170,Schwarm::N,להקה,raj
171,Huhn::N,תרנגלת,tyúk
172,Hahn::N,תרנגול,kakas
173,Gans::N,אוז,lúd
174,Gans::N,אוז,liba
175,Adler::N,עיט,sas
176,Ente::N,ברוז,kacsa
177,Eule::N,ינשוף,bagoly
178,Kranich::N,עגור,daru
179,Kranich::N,כרוכיה,daru
180,Krähe::N,עורב,varjú
181,Kuckuck::N,קוקיה,kakukk
182,Schwan::N,ברבור,hattyú
183,Fisch::N,דג,hal
184,Barsch::N,אוקונוס,sügér
185,Hecht::N,זאב הים,csuka
186,Schlange[Tier]::N,נחש,kígyó
187,Wurm::N,תולעת,kukac
188,Spinne::N,עכביש,pók
189,Ameise::N,נמלה,hangya
190,Laus::N,כנה,tetű
191,Mücke::N,יתוש,szúnyog
192,Fliege::N,זבוב,légy
193,Schmetterling::N,פרפר,lepke
194,Schmetterling::N,פרפר,pillangó
195,Beere::N,ענבה,bogyó
196,Apfel::N,תפוח,alma
197,Pilz::N,פטריה,gomba
198,Zwiebel::N,בצל,hagyma
199,Saat::N,זרעים,vetőmag
200,Korn::N,גרעין,mag
201,Korn::N,גרעין,szem
202,Heu::N,חציר,széna
203,Schale::N,קלפה,héj
204,Grube::N,בור,verem
205,Grube::N,שוחה,verem
206,Falle::N,מלכדת,csapda
207,Schlinge::N,לולאה,tőr
208,Spur::N,עקבה,nyom
209,Asche::N,אפר,hamu
210,Dreck::N,זהמה,sár
211,Dreck::N,זהמה,piszok
212,Eisen::N,ברזל,vas
213,Gold::N,זהב,arany
214,Silber::N,כסף,ezüst
215,Kohle::N,פחם,szén
216,Glas::N,זכוכית,üveg
217,Lehm::N,חרסית,agyag
218,Lehm::N,חרסית,vályog
219,Sand::N,חול,homok
220,Mensch::N,אדם,ember
221,Mann::N,איש,úr
222,Mann::N,איש,férfi
223,Mann::N,גבר,úr
224,Mann::N,גבר,férfi
225,Frau::N,אשה,nő
226,Frau::N,אשה,asszony
227,Frau::N,גברת,nő
228,Frau::N,גברת,asszony
229,Kind::N,ילד,gyerek
230,Kind::N,ילד,gyermek
231,Junge::N,ילד,fiú
232,Mädchen::N,נערה,lány
233,Familie::N,משפחה,család
234,Großvater::N,סבא,nagyapa
235,Großmutter::N,סבתא,nagyanya
236,Eltern::N,הורים,szülők
237,Vater::N,אב,apa
238,Vater::N,אב,atya
239,Mutter::N,אם,anya
240,Sohn::N,בן,fiú
241,Tochter::N,בת,lány
242,Bruder::N,אח,fivér
243,Bruder::N,אח,testvér
244,Schwester::N,אחות,nővér
245,Schwester::N,אחות,lánytestvér
246,Onkel::N,דוד,nagybácsi
247,Tante::N,דודה,nagynéni
248,Ehemann::N,איש,férj
249,Ehemann::N,בעל,férj
250,Ehefrau::N,אשה,feleség
251,Freude::N,שמחה,öröm
252,Gelächter::N,צחוק,nevetés
253,Gelächter::N,צחוק,hahotázás
254,Glück::N,אשר,boldogság
255,Kummer::N,יגון,bánat
256,Kummer::N,עגמה,bánat
257,Wunsch::N,אחול,óhaj
258,Wunsch::N,משאלה,óhaj
259,Lust::N,חשק,kedv
260,Lust::N,תשוקה,kedv
261,Geist::N,רוח,elme
262,Geist::N,רוח,szellem
263,Gedanke::N,מחשבה,gondolat
264,Gedächtnis::N,זכרון,emlékezet
265,Verstand::N,שכל,ész
266,Verstand::N,שכל,értelem
267,Sinn::N,מובן,értelem
268,Sinn::N,משמעות,értelem
269,Grund::N,סבה,ok
270,Grund::N,סבה,alap
271,Wahrheit::N,אמת,igaz
272,Wahrheit::N,אמת,igazság
273,Gespräch::N,דיון,beszélgetés
274,Märchen::N,אגדה,mese
275,Erzählung::N,ספור,elbeszélés
276,Nachricht::N,ידיעה,hír
277,Nachricht::N,ידיעה,híradás
278,Neuigkeit::N,חדשה,újság
279,Name::N,שם,név
280,Rätsel::N,תעלומה,rejtvény
281,Rede::N,נאום,beszéd
282,Rede::N,נאום,szónoklat
283,Sprache::N,לשון,nyelv
284,Stimme::N,קול,hang
285,Wort::N,מלה,szó
286,Zeichen::N,סימן,jel
287,Ruf::N,קריאה,kiáltás
288,Lärm::N,רעש,zaj
289,Laut::N,הגה,hang
290,Ton::N,צליל,hang
291,Lied::N,שיר,dal
292,Lied::N,שיר,ének
293,Ruhe::N,שלוה,csend
294,Ruhe::N,שלוה,nyugalom
295,Leute::N,אנשים,emberek
296,Volk::N,עם,nép
297,Arbeit::N,עבודה,dolog
298,Gast::N,אורח,vendég
299,Geschenk::N,מתנה,ajándék
300,Spiel::N,משחק,játék
301,Gesellschaft::N,חברה,társaság
302,Hilfe::N,עזרה,segítség
303,Freund::N,חבר,barát
304,Freund::N,ידיד,barát
305,Kamerad::N,רע,társ
306,Angelegenheit::N,ענין,ügy
307,Anzahl::N,מספר,szám
308,Art::N,סוג,faj
309,Art::N,סוג,fajta
310,Stück::N,חתיכה,darab
311,Teil::N,פרק,rész
312,Hälfte::N,חצי,fél
313,Kreis::N,מעגל,kör
314,Kreuz::N,צלב,kereszt
315,Linie::N,קו,vonal
316,Strich::N,קו קצר,vonás
317,Abstand::N,מרחק,köz
318,Entfernung::N,מרחק,távolság
319,Gegend::N,נוף,táj
320,Gegend::N,נוף,vidék
321,Platz::N,שטח,hely
322,Ort::N,אתר,hely
323,Ort::N,מקום,hely
324,Seite::N,צד,fél
325,Seite::N,צד,oldal
326,Mitte::N,אמצע,közép
327,Gegenstand::N,אוביקט,tárgy
328,Sache::N,דבר,dolog
329,Rand::N,פרור,szél
330,Rand::N,פרור,perem
331,Rand::N,פרור,szegély
332,Kante::N,קצה,él
333,Ecke::N,פנה,sarok
334,Ecke::N,פנה,szöglet
335,Spitze::N,קצה,csúcs
336,Ende::N,סוף,vég
337,Loch::N,חר,lyuk
338,Winkel::N,פנה,szög
339,Muster::N,תבנית,minta
340,Größe::N,גדל,nagyság
341,Länge::N,ארך,hossz
342,Länge::N,ארך,hosszúság
343,Höhe::N,קומה,magasság
344,Höhe::N,גבה,magasság
345,Gewicht::N,משקל,súly
346,Menge::N,כמות,sokaság
347,Menge::N,כמות,mennyiség
348,Haufen::N,ערמה,halom
349,Reihe::N,רצף,sor
350,Boot::N,סירה,csónak
351,Ruder::N,משוט,evező
352,Schlitten::N,מזחלת,szánkó
353,Ski::N,מגלשים,sí
354,Lagerfeuer::N,מדורה,tábortűz
355,Last::N,משא,teher
356,Gang::N,הליכה,járás
357,Schritt::N,צעד,lépés
358,Norden::N,צפון,észak
359,Süden::N,דרום,dél
360,Westen::N,מערב,nyugat
361,Osten::N,מזרח,kelet
362,Holz::N,עץ,fa
363,Brett::N,קרש,deszka
364,Platte::N,לוח,lap
365,Platte::N,לוח,lemez
366,Stütze::N,משען,támasz
367,Stütze::N,משען,támaszték
368,Stange::N,מוט,rúd
369,Stange::N,מוט,pózna
370,Stock::N,מקל,pálca
371,Stab::N,מוט,bot
372,Rohr::N,צנור,cső
373,Haus::N,בית,ház
374,Heim::N,בית,otthon
375,Ofen::N,תנור,kályha
376,Fußboden::N,רצפה,padló
377,Tisch::N,שלחן,asztal
378,Stuhl::N,כסא,szék
379,Wiege::N,ערש,bölcső
380,Bett::N,מטה,ágy
381,Regal::N,מדף,polc
382,Regal::N,מדף,állvány
383,Kiste::N,תבה,láda
384,Kiste::N,ארגז,láda
385,Fenster::N,חלון,ablak
386,Tür::N,דלת,ajtó
387,Tor::N,שער,kapu
388,Zaun::N,גדר,kerítés
389,Dach::N,גג,tető
390,Leiter::N,סלם,létra
391,Besen::N,מטאטא,seprű
392,Spaten::N,את,ásó
393,Schaufel::N,את,lapát
394,Gabel::N,מזלג,villa
395,Löffel::N,כף,kanál
396,Messer::N,סכין,kés
397,Nagel::N,מסמר,szeg
398,Netz::N,רשת,háló
399,Haken::N,וו,kampó
400,Haken::N,קרס,kampó
401,Griff::N,ידית,nyél
402,Griff::N,ידית,fogantyú
403,Schloss::N,מנעול,zár
404,Bild::N,תמונה,kép
405,Figur::N,פסל,alak
406,Puppe::N,בבה,bábu
407,Beutel::N,שק,zacskó
408,Bündel::N,צרור,köteg
409,Tasche::N,שקית,táska
410,Eimer::N,דלי,vödör
411,Deckel::N,מכסה,fedő
412,Deckel::N,מכסה,fedél
413,Geschirr::N,כלים,edény
414,Sack::N,שק,zsák
415,Tasse::N,ספל,csésze
416,Topf::N,סיר,fazék
417,Kessel::N,קנקן,üst
418,Kessel::N,קנקן,bogrács
419,Essen::N,אכל,evés
420,Essen::N,אכל,étkezés
421,Essen::N,ארוחה,evés
422,Essen::N,ארוחה,étkezés
423,Nahrung::N,הזנה,ennivaló
424,Nahrung::N,תזונה,ennivaló
425,Speise::N,מאכל,étel
426,Speise::N,ארוחה,étel
427,Fleisch::N,בשר,hús
428,Getreide::N,דגן,gabona
429,Brei::N,מחית,pép
430,Brei::N,מחית,kása
431,Brot::N,לחם,kenyér
432,Scheibe::N,עגול,szelet
433,Scheibe::N,פרוסה,szelet
434,Fett::N,שמן,háj
435,Fett::N,שמן,zsír
436,Butter::N,חמאה,vaj
437,Öl::N,שמן,olaj
438,Salz::N,מלח,só
439,Suppe::N,מרק,leves
440,Honig::N,דבש,méz
441,Milch::N,חלב,tej
442,Tee::N,תה,tea
443,Leder::N,עור,bőr
444,Wolle::N,צמר,gyapjú
445,Stoff::N,בד,szövet
446,Stoff::N,אריג,szövet
447,Nadel::N,מחט,tű
448,Faden::N,חוט,fonál
449,Knopf::N,כפתור,gomb
450,Knoten::N,קשר,csomó
451,Farbe::N,צבע,szín
452,Farbe::N,צבע,festék
453,Kleidung::N,בגדים,ruha
454,Kleidung::N,בגדים,ruházat
455,Hemd::N,חלצה,ing
456,Kragen::N,צוארון,gallér
457,Ärmel::N,שרוול,ujj
458,Hose::N,מכנסים,gatya
459,Hose::N,מכנסים,nadrág
460,Gürtel::N,חגורה,öv
461,Mütze::N,כובע,sapka
462,Schuh::N,נעל,cipő
463,Stiefel::N,מגף,csizma
464,Ring::N,טבעת,gyűrű
465,Band::N,סרט,szalag
466,Kamm::N,מסרק,fésű
467,Spiegel::N,מראה,tükör
468,Riemen::N,רצועה,szíj
469,Schnur::N,חבל,zsinór
470,Leine::N,מושכות,póráz
471,Decke::N,שמיכה,takaró
472,Kissen::N,כרית,párna
473,Tuch::N,צעיף,kendő
474,Handtuch::N,מגבת,törülköző
475,Kraft::N,כוח,erő
476,Stärke::N,און,erő
477,Stärke::N,און,erősség
478,Gesundheit::N,בריאות,egészség
479,Krankheit::N,מחלה,kór
480,Krankheit::N,מחלה,betegség
481,Schmerz::N,כאב,fájdalom
482,Wunde::N,פציעה,seb
483,Fieber::N,חם,láz
484,Arznei::N,תרופה,orvosság
485,Arznei::N,תרופה,gyógyszer
486,Brücke::N,גשר,híd
487,Brunnen::N,באר,kút
488,Weide::N,אחו,legelő
489,Weide::N,מרעה,legelő
490,Pfad::N,שביל,ösvény
491,Pfad::N,מדרכה,ösvény
492,Weg::N,דרך,út
493,Straße::N,כביש,út
494,Dorf::N,כפר,falu
495,Stadt::N,עיר,város
496,Brief::N,מכתב,levél
497,Buch::N,ספר,könyv
498,Buchstabe::N,אות,betű
499,Zeitung::N,עתון,újság
500,Zeitung::N,עתון,hírlap
501,Leben::N,חיים,élet
502,Tod::N,מות,halál
503,Grab::N,קבר,sír
504,Kirche::N,כנסיה,templom
505,Sünde::N,חטא,bűn
506,Sünde::N,חטא,vétek
507,Gott::N,אל,isten
508,Arbeiter::N,פועל,munkás
509,Chef::N,ראש,főnök
510,Chef::N,מנהל,főnök
511,Meister::N,ממחה,mester
512,Arzt::N,רופא,orvos
513,Lehrer::N,מורה,tanár
514,Lehrer::N,מורה,tanító
515,Geld::N,כסף,pénz
516,Geschäft::N,עסקה,üzlet
517,Laden::N,חנות,bolt
518,Preis::N,מחיר,ár
519,Ware::N,סחורה,áru
520,Nutzen::N,תועלת,haszon
521,Reichtum::N,עשר,gazdagság
522,Welt::N,עולם,világ
523,Land::N,ארץ,ország
524,Staat::N,מדינה,állam
525,König::N,מלך,király
526,Macht::N,כוח,hatalom
527,Grenze::N,גבול,határ
528,Krieg::N,מלחמה,háború
529,Feind::N,אויב,ellenség
530,Gewalt::N,אלימות,erőszak
531,Kampf::N,קרב,harc
532,Kampf::N,לחימה,harc
533,Bogen[Waffe]::N,קשת,íj
534,Pfeil::N,חץ,nyíl
535,Gewehr::N,רובה,puska
536,Gewehr::N,רובה,fegyver
537,Fehler::N,טעות,hiba
538,Lüge::N,שקר,hazugság
539,Schaden::N,נזק,kár
540,Unglück::N,מזל רע,csapás
541,Unglück::N,מזל רע,balszerencse
542,Schuld::N,אשמה,bűn
543,Alter::N,גיל,kor
544,Schluss::N,סיום,vég
545,Schluss::N,סיום,befejezés
546,Zeit::N,זמן,idő
547,Tag::N,יום,nap
548,Morgen::N,בקר,reggel
549,Mittag::N,צהרים,dél
550,Abend::N,ערב,este
551,Nacht::N,לילה,éj
552,Nacht::N,לילה,éjszaka
553,Woche::N,שבוע,hét
554,Monat::N,חדש,hó
555,Monat::N,חדש,hónap
556,Jahr::N,שנה,év
557,Frühling::N,אביב,tavasz
558,Sommer::N,קיץ,nyár
559,Herbst::N,סתו,ősz
560,Winter::N,חרף,tél
561,Januar::N,ינואר,január
562,Februar::N,פברואר,február
563,März::N,מרץ,március
564,April::N,אפריל,április
565,Mai::N,מאי,május
566,Juni::N,יוני,június
567,Juli::N,יולי,július
568,August::N,אוגוסט,augusztus
569,September::N,ספטמבר,szeptember
570,Oktober::N,אוקטובר,október
571,November::N,נובמבר,november
572,Dezember::N,דצמבר,december
573,Montag::N,יום שני,hétfő
574,Dienstag::N,יום שלישי,kedd
575,Mittwoch::N,יום רביעי,szerda
576,Donnerstag::N,יום חמישי,csütörtök
577,Freitag::N,יום ששי,péntek
578,Samstag::N,יום שבת,szombat
579,Sonntag::N,יום ראשון,vasárnap
580,groß::A,גדול,nagy
581,klein::A,קטן,pici
582,klein::A,קטן,kicsi
583,lang::A,ארך,hosszú
584,kurz::A,קצר,rövid
585,breit::A,רחב,széles
586,schmal::A,צר,keskeny
587,dicht::A,צפוף,sűrű
588,dick[Gegenstand]::A,עבה,vastag
589,dünn::A,דק,vékony
590,fein::A,מעדן,vékony
591,fest::A,מוצק,szilárd
592,flach::A,שטוח,sík
593,flach::A,שטוח,lapos
594,glatt::A,חלק,sima
595,hart::A,קשיח,kemény
596,weich::A,רך,puha
597,rund::A,עגל,kerek
598,spitz::A,חד,hegyes
599,scharf::A,חד,éles
600,stumpf::A,קהה,tompa
601,stumpf::A,קהה,életlen
602,schwer::A,כבד,nehéz
603,schwer::A,כבד,súlyos
604,schön::A,יפה,szép
605,heiß::A,חם,forró
606,warm::A,חם,meleg
607,kalt::A,קר,hideg
608,kühl::A,צונן,hűs
609,kühl::A,צונן,hűvös
610,frisch::A,טרי,üde
611,frisch::A,טרי,friss
612,feucht::A,לח,nedves
613,nass::A,רטוב,vizes
614,trocken::A,יבש,száraz
615,voll::A,מלא,telt
616,leer::A,ריק,üres
617,offen::A,פתוח,nyílt
618,offen::A,פתוח,nyitott
619,geschlossen::A,סגור,zárt
620,geschlossen::A,סגור,csukott
621,sauber::A,נקי,tiszta
622,schmutzig::A,מלכלך,piszkos
623,schmutzig::A,מלכלך,szennyes
624,roh::A,חי,nyers
625,reif::A,בשל,érett
626,lecker::A,טעים,finom
627,süß::A,מתוק,édes
628,bitter::A,מר,keserű
629,sauer::A,חמוץ,savanyú
630,hell::A,בהיר,világos
631,dunkel::A,עמום,sötét
632,schwarz::A,שחר,fekete
633,weiß::A,לבן,fehér
634,rot::A,אדם,vörös
635,gelb::A,צהב,sárga
636,blau::A,כחל,kék
637,grün::A,ירק,zöld
638,grau::A,אפר,ősz
639,grau::A,אפר,szürke
640,bunt::A,צבעוני,tarka
641,bunt::A,צבעוני,színes
642,billig::A,זול,olcsó
643,teuer::A,יקר,drága
644,wertvoll::A,יקר ערך,értékes
645,blind::A,עור,vak
646,taub::A,חרש,süket
647,kräftig::A,חסן,erős
648,stark::A,חזק,erős
649,schwach::A,חלש,gyenge
650,schwach::A,חלש,erőtlen
651,fett::A,שמן,hájas
652,schlank::A,רזה,karcsú
653,hübsch::A,יפה תאר,csinos
654,böse::A,רשע,rossz
655,böse::A,רשע,gonosz
656,dumm::A,טפש,buta
657,dumm::A,טפש,ostoba
658,faul::A,עצלן,lusta
659,fleißig::A,חרוץ,szorgalmas
660,geizig::A,קמצן,fukar
661,geizig::A,קמצן,fösvény
662,klug::A,נבון,okos
663,klug::A,נבון,eszes
664,klug::A,פקח,okos
665,klug::A,פקח,eszes
666,geschickt::A,מימן,ügyes
667,lieb::A,יקר,drága
668,lieb::A,יקר,kedves
669,lieb::A,אהוב,drága
670,lieb::A,אהוב,kedves
671,lustig::A,עליז,víg
672,lustig::A,עליז,vidám
673,sanft::A,עדין,enyhe
674,hungrig::A,רעב,éhes
675,krank::A,חולה,beteg
676,nackt::A,ערום,csupasz
677,nackt::A,ערום,meztelen
678,traurig::A,עצוב,bús
679,traurig::A,עצוב,szomorú
680,lebendig::A,חי,élő
681,gut::A,טוב,jó
682,schlecht::A,גרוע,rossz
683,richtig::A,נכון,helyes
684,schlimm::A,רע,rossz
685,wahr::A,אמתי,igaz
686,alt::A,ישן,ó
687,alt::A,ישן,régi
688,neu::A,חדש,új
689,ehemalig::A,לשעבר,volt
690,ehemalig::A,לשעבר,egykori
691,alt[Lebewesen]::A,זקן,öreg
692,jung::A,צעיר,fiatal
693,arm::A,עני,szegény
694,reich::A,עשיר,gazdag
695,bekannt::A,ידוע,ismert
696,bekannt::A,ידוע,ismeretes
697,berühmt::A,מפרסם,híres
698,fremd::A,זר,idegen
699,verschieden::A,שונה,különböző
700,nah::A,קרוב,közeli
701,fern::A,רחוק,távoli
702,linker::A,שמאלי,bal
703,rechter::A,ימין,jobb
704,anderer::A,אחר,más
705,anderer::A,אחר,másik
706,erster::A,ראשון,első
707,zweiter::A,שני,második
708,dritter::A,שלישי,harmadik
709,letzter::A,אחרון,utolsó
710,allein::ADV,לבד,egyedül
711,auf einmal::ADV,בו-זמנית,egyszerre
712,zusammen::ADV,ביחד,együtt
713,zusammen::ADV,ביחד,összesen
714,lange::ADV,הרבה זמן,sokáig
715,lange::ADV,הרבה זמן,hosszan
716,plötzlich::ADV,לפתע,hirtelen
717,plötzlich::ADV,לפתע,egyszerre
718,plötzlich::ADV,פתאום,hirtelen
719,plötzlich::ADV,פתאום,egyszerre
720,sofort::ADV,מיד,rögtön
721,sofort::ADV,מיד,tüstént
722,später::ADV,לאחר זמן,későn
723,später::ADV,יותר מאחר,későn
724,jetzt::ADV,עכשיו,most
725,heute::ADV,היום,ma
726,morgen::ADV,מחר,holnap
727,bald::ADV,בקרוב,majd
728,bald::ADV,בקרוב,nemsokára
729,dann::ADV,אחר-כך,akkor
730,gestern::ADV,אתמול,tegnap
731,einst::ADV,לפנים,hajdan
732,damals::ADV,אז,akkor
733,damals::ADV,אז,akkoriban
734,danach::ADV,אחר-כך,azután
735,vorher::ADV,לפני זה,előbb
736,zuerst::ADV,קדם,először
737,einmal::ADV,פעם,egyszer
738,manchmal::ADV,לפעמים,néha
739,manchmal::ADV,לפעמים,olykor
740,oft::ADV,לעתים קרובות,sokszor
741,immer::ADV,תמיד,mindig
742,niemals::ADV,אף פעם,sohasem
743,hier::ADV,כאן,itt
744,hierhin::ADV,פה,erre
745,von hier::ADV,מפה,innen
746,dort::ADV,שם,ott
747,dorthin::ADV,שם,oda
748,geradeaus::ADV,ישר,egyenesen
749,vorwärts::ADV,קדימה,előre
750,rückwärts::ADV,לאחור,hátrafelé
751,zurück::ADV,בחזרה,hátra
752,zurück::ADV,בחזרה,vissza
753,zurück::ADV,אחורנית,hátra
754,zurück::ADV,אחורנית,vissza
755,unten::ADV,למטה,alul
756,hinab::ADV,למטה,le
757,hinab::ADV,למטה,lefelé
758,oben::ADV,מעל,fenn
759,oben::ADV,מעל,felül
760,oben::ADV,למעלה,fenn
761,oben::ADV,למעלה,felül
762,hinauf::ADV,למעלה,fel
763,hinauf::ADV,למעלה,felfelé
764,überall::ADV,בכל מקום,mindenütt
765,nicht::ADV,לא,nem
766,ein wenig::ADV,קצת,egy kicsit
767,kaum::ADV,בקשי,alig
768,sehr::ADV,מאוד,nagyon
769,so::ADV,כך,úgy
770,so::ADV,ככה,úgy
771,noch::ADV,עוד,még
772,noch::ADV,עדין,még
773,nur::ADV,רק,csak
774,nur::ADV,רק,csupán
775,schon::ADV,כבר,már
776,wieder::ADV,שוב,ismét
777,wieder::ADV,שוב,megint
778,vergebens::ADV,לריק,hiába
779,vergebens::ADV,לשוא,hiába
780,vor::PRP,מול,előtt
781,hinter::PRP,מאחורי,mögött
782,unter::PRP,מתחת,alatt
783,durch::PRP,דרך,át
784,durch::PRP,דרך,keresztül
785,neben::PRP,ליד,mellett
786,neben::PRP,על-יד,mellett
787,zwischen::PRP,בין,között
788,wegen::PRP,בשל,miatt
789,wegen::PRP,בשל,végett
790,wegen::PRP,בגלל,miatt
791,wegen::PRP,בגלל,végett
792,dies::PRN,זה,ez
793,das::PRN,זה,az
794,alles::PRN,הכל,minden
795,ich::PRN,אני,én
796,du::PRN,את,te
797,du::PRN,אתה,te
798,er::PRN,הוא,ő
799,wir::PRN,אנחנו,mi
800,ihr::PRN,לה,ti
801,sie::PRN,הם,ők
802,was::FPRN,מה,mi
803,wer::FPRN,מי,ki
804,wo::FADV,איפה,hol
805,wohin::FADV,לאן,hova
806,wie::FADV,איך,hogy
807,wie::FADV,איך,hogyan
808,warum::FADV,למה,miért
809,wieviel::FNUM,כמה,hány
810,wieviel::FNUM,כמה,mennyi
811,eins::NUM,אחד,egy
812,zwei::NUM,שתים,kettő
813,drei::NUM,שלושה,három
814,vier::NUM,ארבעה,négy
815,fünf::NUM,חמשה,öt
816,sechs::NUM,ששה,hat
817,sieben::NUM,שבעה,hét
818,acht::NUM,שמונה,nyolc
819,neun::NUM,תשעה,kilenc
820,zehn::NUM,עשרה,tíz
821,elf::NUM,אחת עשרה,tizenegy
