,Concept_ID,mhr,et
312,Hälfte::N,пе́ле,pool
313,Kreis::N,ты́ртыш,ring
314,Kreuz::N,ыре́с,rist
315,Linie::N,ли́ний,joon
316,Strich::N,коре́ш,joon
317,Abstand::N,кокла́,vahe
318,Entfernung::N,тора́,kaugus
319,Entfernung::N,тора́,vahemaa
320,Entfernung::N,ку́жыт,kaugus
321,Entfernung::N,ку́жыт,vahemaa
322,Gegend::N,кунде́м,ümbrus
323,Platz::N,ку́мдык,ruum
324,Ort::N,вер,paik
325,Ort::N,о́лмо,paik
326,Seite::N,ӧ́рдыж,pool
327,Mitte::N,покше́л,keskpaik
328,Gegenstand::N,наста́,ese
329,Sache::N,наста́,ese
330,Rand::N,тӱр,äär
331,Rand::N,тӱр,serv
332,Kante::N,тӱр,kant
333,Ecke::N,лук,nurk
334,Spitze::N,вуй,teravik
335,Ende::N,муча́ш,ots
336,Ende::N,муча́ш,jupp
337,Loch::N,рож,auk
338,Winkel::N,лук,nurk
339,Muster::N,пеза́к,muster
340,Muster::N,узо́р,muster
341,Muster::N,ӱ́лгӧ,muster
342,Größe::N,кӱ́кшыт,suurus
343,Länge::N,ку́тыш,pikkus
344,Höhe::N,кӱ́кшыт,kõrgus
345,Gewicht::N,не́лыт,kaal
346,Gewicht::N,не́лыт,raskus
347,Menge::N,чот,arv
348,Menge::N,чот,hulk
349,Haufen::N,кы́шыл,hunnik
350,Reihe::N,рада́м,rivi
351,Boot::N,пуш,paat
352,Ruder::N,эшка́к,aer
353,Schlitten::N,тер,saan
354,Schlitten::N,изде́р,saan
355,Ski::N,е́че,suusk
356,Lagerfeuer::N,туло́то,lõke
357,Last::N,нӧ́лтыш,koorem
358,Gang::N,ошкылма́ш,käik
359,Schritt::N,о́шкыл,samm
360,Norden::N,йӱдйыма́л,põhi
361,Süden::N,кечывалве́л,lõuna
362,Westen::N,касве́л,lääs
363,Osten::N,эрве́л,ida
364,Holz::N,пу,puu
365,Brett::N,оҥа́,saelaud
366,Platte::N,аста́р,plaat
367,Stütze::N,чара́к,tugi
368,Stange::N,лома́ш,latt
369,Stange::N,лома́ш,teivas
370,Stock::N,тоя́,kepp
371,Stab::N,вара́,varras
372,Stab::N,кашта́,varras
373,Rohr::N,пуч,toru
374,Haus::N,пӧрт,maja
375,Heim::N,мӧ́ҥгӧ,kodu
376,Ofen::N,комака́,ahi
377,Fußboden::N,кӱва́р,põrand
378,Tisch::N,ӱсте́л,laud
379,Stuhl::N,пӱке́н,tool
380,Wiege::N,шепка́,häll
381,Wiege::N,шепка́,kätki
382,Bett::N,ва́кшыш,voodi
383,Regal::N,шӧ́рлык,riiul
384,Kiste::N,шо́ндык,kast
385,Kiste::N,я́шлык,kast
386,Fenster::N,окна́,aken
387,Tür::N,омса́,uks
388,Tor::N,капка́,värav
389,Zaun::N,сава́р,aed
390,Zaun::N,сава́р,tara
391,Dach::N,леве́дыш,katus
392,Leiter::N,тошка́лтыш,redel
393,Besen::N,ӱштерво́штыр,luud
394,Spaten::N,ко́льмо,labidas
395,Schaufel::N,сово́к,kühvel
396,Schaufel::N,су́ско,kühvel
397,Gabel::N,ви́лке,kahvel
398,Löffel::N,па́не,lusikas
399,Löffel::N,совла́,lusikas
400,Messer::N,кӱ́зӧ,nuga
401,Nagel::N,пуда́,nael
402,Netz::N,вапш,võrk
403,Haken::N,са́гыле,haak
404,Haken::N,са́гыле,konks
405,Griff::N,кыл,sang
406,Griff::N,кыл,käepide
407,Schloss::N,кӧгӧ́н,lukk
408,Bild::N,сӱре́т,pilt
409,Figur::N,фигу́р,kuju
410,Figur::N,фигу́р,kujund
411,Puppe::N,курча́к,nukk
412,Beutel::N,меша́к,paun
413,Bündel::N,арша́ш,kimp
414,Tasche::N,сумка́,kott
415,Eimer::N,ведра́,pang
416,Eimer::N,ведра́,ämber
417,Deckel::N,ко́мдыш,kaas
418,Geschirr::N,а́те,nõud
419,Sack::N,куль,kott
420,Sack::N,меша́к,kott
421,Tasse::N,чу́кыр,tass
422,Tasse::N,чашка́,tass
423,Topf::N,ми́ске,pada
424,Kessel::N,под,pada
425,Essen::N,ко́чкыш,söök
426,Nahrung::N,ку́рго,toit
427,Speise::N,ко́чкыш,roog
428,Fleisch::N,шыл,liha
429,Getreide::N,шу́рно,teravili
430,Brei::N,пу́чымыш,puder
431,Brot::N,ки́нде,sai
432,Brot::N,ки́нде,leib
433,Scheibe::N,ка́тыш,viil
434,Scheibe::N,ка́тыш,viilukas
435,Fett::N,коя́,rasv
436,Butter::N,ӱй,või
437,Öl::N,ӱй,õli
438,Salz::N,шинча́л,sool
439,Suppe::N,шӱр,supp
440,Honig::N,мӱй,mesi
441,Milch::N,шӧр,piim
442,Tee::N,чай,tee
443,Leder::N,сура́н,nahk
444,Leder::N,шӱ́штӧ,nahk
445,Wolle::N,пун,vill
446,Stoff::N,куэ́м,kangas
447,Stoff::N,посто́,kangas
448,Nadel::N,и́ме,nõel
449,Faden::N,шӱ́ртӧ,niit
450,Knopf::N,по́лдыш,nööp
451,Knoten::N,пышке́м,sõlm
452,Farbe::N,чия́,värv
453,Kleidung::N,чие́м,riided
454,Kleidung::N,чие́м,riietus
455,Kleidung::N,вурге́м,riided
456,Kleidung::N,вурге́м,riietus
457,Hemd::N,ту́выр,särk
458,Kragen::N,сога́,krae
459,Ärmel::N,шокш,varrukas
460,Hose::N,йола́ш,püksid
461,Gürtel::N,ӱ́штӧ,vöö
462,Mütze::N,упш,müts
463,Schuh::N,боти́нке,king
464,Stiefel::N,кем,saabas
465,Ring::N,шерга́ш,sõrmus
466,Band::N,тасма́,lint
467,Band::N,ле́нте,lint
468,Kamm::N,шерге́,kamm
469,Spiegel::N,вошто́нчыш,peegel
470,Riemen::N,кӱзанӱ́штӧ,rihm
471,Schnur::N,кере́м,nöör
472,Schnur::N,кандыра́,nöör
473,Leine::N,вӱра́ҥ,jalutusrihm
474,Decke::N,леве́дыш,tekk
475,Decke::N,одея́л,tekk
476,Kissen::N,кӱ́пчык,padi
477,Tuch::N,шо́выч,kalev
478,Handtuch::N,со́лык,käterätik
479,Kraft::N,вий,jõud
480,Kraft::N,куа́т,jõud
481,Stärke::N,куа́т,tugevus
482,Stärke::N,карма́н,tugevus
483,Gesundheit::N,таза́лык,tervis
484,Krankheit::N,чер,haigus
485,Schmerz::N,ко́рштыш,valu
486,Wunde::N,су́сыр,haav
487,Fieber::N,йӱштыму́ж,palavik
488,Fieber::N,лихора́дке,palavik
489,Arznei::N,эм,ravim
490,Brücke::N,кӱва́р,sild
491,Brunnen::N,вӱдвыне́м,kaev
492,Weide::N,нурше́р,karjamaa
493,Pfad::N,йолго́рно,rada
494,Pfad::N,сокма́к,rada
495,Weg::N,ко́рно,tee
496,Straße::N,ко́рно,tee
497,Dorf::N,ял,küla
498,Stadt::N,ола́,linn
499,Brief::N,се́рыш,kiri
500,Buch::N,книга́,raamat
501,Buchstabe::N,буква́,täht
502,Zeitung::N,газе́т,ajaleht
503,Leben::N,и́лыш,elu
504,Tod::N,колыма́ш,surm
505,Grab::N,шӱга́р,haud
506,Kirche::N,че́рке,kirik
507,Sünde::N,су́лык,patt
508,Gott::N,ю́мо,jumal
509,Arbeiter::N,паша́зе,tööline
510,Chef::N,тӧра́,ülemus
511,Chef::N,тӧра́,juhataja
512,Meister::N,маста́р,meister
513,Arzt::N,врач,arst
514,Lehrer::N,ту́ныктышо,õpetaja
515,Geld::N,окса́,raha
516,Geschäft::N,сатулыма́ш,äri
517,Laden::N,ке́выт,pood
518,Laden::N,ке́выт,kauplus
519,Preis::N,ак,hind
520,Ware::N,сату́,kaup
521,Nutzen::N,пайда́,tulu
522,Nutzen::N,пайда́,kasulikkus
523,Reichtum::N,поя́нлык,rikkus
524,Welt::N,тӱня́,maailm
525,Land::N,эл,maa
526,Staat::N,кугыжа́ныш,riik
527,König::N,кугыжа́,kuningas
528,Macht::N,власть,võim
529,Grenze::N,грани́ца,piir
530,Krieg::N,сар,sõda
531,Feind::N,тушма́н,vaenlane
532,Gewalt::N,виешлыма́ш,väevõim
533,Kampf::N,кредалма́ш,võitlus
534,Bogen[Waffe]::N,юҥе́ж,vibu
535,Pfeil::N,пикш,nool
536,Gewehr::N,пыча́л,püss
537,Fehler::N,йо́ҥылыш,viga
538,Lüge::N,шоя́к,vale
539,Schaden::N,зия́н,kahju
540,Unglück::N,эҥге́к,häda
541,Unglück::N,эҥге́к,õnnetus
542,Schuld::N,тита́к,süü
543,Schuld::N,йола́,süü
544,Alter::N,ийго́т,iga
545,Schluss::N,муча́ш,lõpp
546,Zeit::N,жап,aeg
547,Zeit::N,па́гыт,aeg
548,Tag::N,ке́че,päev
549,Morgen::N,эр,hommik
550,Mittag::N,кечыва́л,lõuna
551,Mittag::N,кечыва́л,keskpäev
552,Abend::N,кас,õhtu
553,Nacht::N,йӱд,öö
554,Woche::N,арня́,nädal
555,Monat::N,ты́лзе,kuu
556,Jahr::N,ий,aasta
557,Frühling::N,шо́шо,kevad
558,Sommer::N,кеҥе́ж,suvi
559,Herbst::N,шы́же,sügis
560,Winter::N,те́ле,talv
561,Januar::N,шоркыйол,jaanuar
562,Januar::N,идалыкву́й,jaanuar
563,Januar::N,янва́рь,jaanuar
564,Februar::N,пургыж,veebruar
565,Februar::N,февра́ль,veebruar
566,März::N,ӱярня,märts
567,März::N,март,märts
568,April::N,апре́ль,aprill
569,Mai::N,ага,mai
570,Mai::N,май,mai
571,Juni::N,пеледыш,juuni
572,Juni::N,ию́нь,juuni
573,Juli::N,сӱрем,juuli
574,Juli::N,ию́ль,juuli
575,August::N,сорла,august
576,August::N,агарма́н,august
577,August::N,а́вгуст,august
578,September::N,идым,september
579,September::N,сентя́брь,september
580,Oktober::N,шыжа,oktoober
581,Oktober::N,октя́брь,oktoober
582,November::N,кылме тылзе,november
583,November::N,ноя́брь,november
584,Dezember::N,дека́брь,detsember
585,Montag::N,шо́чмо,esmaspäev
586,Dienstag::N,ку́шкыжмо,teisipäev
587,Mittwoch::N,вӱрге́че,kesknädal
588,Donnerstag::N,изарня́,neljapäev
589,Freitag::N,кугарня́,reede
590,Samstag::N,шуматке́че,laupäev
591,Sonntag::N,рушарня́,pühapäev
592,groß::A,кугу́,suur
593,klein::A,изи́,väike
594,klein::A,изи́,pisike
595,lang::A,кужу́,pikk
596,kurz::A,кӱ́чык,lühike
597,breit::A,кумда́,lai
598,schmal::A,а́ҥысыр,kitsas
599,dicht::A,ну́гыдо,tihe
600,dick[Gegenstand]::A,кӱ́жгӧ,jäme
601,dünn::A,ви́чкыж,õhuke
602,dünn::A,ви́чкыж,peenike
603,fein::A,ты́гыде,peen
604,fein::A,ты́гыде,õhuke
605,fest::A,чо́ткыдо,püsiv
606,fest::A,чо́ткыдо,kindel
607,flach::A,лапка́,lame
608,flach::A,лапка́,tasane
609,glatt::A,яклака́,sile
610,hart::A,пе́ҥгыде,kõva
611,weich::A,пу́шкыдо,pehme
612,rund::A,йырге́шке,ümar
613,spitz::A,коша́р,torkav
614,scharf::A,пӱ́сӧ,terav
615,stumpf::A,токма́к,nüri
616,schwer::A,не́ле,raske
617,schön::A,сы́лне,kena
618,heiß::A,шо́кшо,kuum
619,heiß::A,шо́кшо,palav
620,warm::A,ле́ве,soe
621,kalt::A,йӱ́штӧ,külm
622,kühl::A,юа́лге,jahe
623,kühl::A,южгата́,jahe
624,frisch::A,свежа́,värske
625,feucht::A,вӱ́дыжгӧ,niiske
626,nass::A,нӧ́рӧ,märg
627,trocken::A,ку́кшо,kuiv
628,voll::A,тич,täis
629,leer::A,яра́,tühi
630,offen::A,виш,avatud
631,offen::A,виш,lahtine
632,geschlossen::A,пе́тырыме,suletud
633,geschlossen::A,тӱ́чмӧ,suletud
634,sauber::A,ару́,puhas
635,sauber::A,янда́р,puhas
636,schmutzig::A,лавыра́н,räpane
637,schmutzig::A,лавыра́н,määrdunud
638,schmutzig::A,ла́выргыше,räpane
639,schmutzig::A,ла́выргыше,määrdunud
640,roh::A,кӱ́чымӧ,toores
641,reif::A,лӧза́,küps
642,lecker::A,ту́тло,hõrk
643,lecker::A,ту́тло,maitsev
644,süß::A,ше́ре,magus
645,bitter::A,ко́чо,mõru
646,sauer::A,шо́по,hapu
647,hell::A,во́лгыдо,hele
648,dunkel::A,пычке́мыш,pime
649,schwarz::A,шола́,must
650,weiß::A,ош,valge
651,rot::A,йошка́р,punane
652,gelb::A,сар,kollane
653,blau::A,ка́нде,sinine
654,grün::A,ужа́р,roheline
655,grau::A,сур,hall
656,bunt::A,олача́,kirju
657,bunt::A,олача́,värviline
658,billig::A,шу́лдо,odav
659,teuer::A,ше́рге,kallis
660,wertvoll::A,шергака́н,väärtuslik
661,blind::A,со́кыр,pime
662,taub::A,соҥгыра́,kurt
663,kräftig::A,куа́тле,jõuline
664,stark::A,вия́н,tugev
665,schwach::A,а́лдыме,nõrk
666,schwach::A,а́лдыме,jõuetu
667,fett::A,коя́,rasvane
668,schlank::A,йоштката́,sale
669,schlank::A,яжу́,sale
670,hübsch::A,чеве́р,kena
671,böse::A,шы́де,tige
672,dumm::A,аҥыра́,juhm
673,dumm::A,аҥыра́,rumal
674,faul::A,його,laisk
675,fleißig::A,ты́ршыше,virk
676,fleißig::A,ты́ршыше,hoolas
677,geizig::A,чаҥга́,ihne
678,klug::A,уша́н,tark
679,klug::A,уша́н,arukas
680,klug::A,уша́н,mõistlik
681,geschickt::A,уста́,osav
682,lieb::A,ала́л,armas
683,lustig::A,весела́,lõbus
684,sanft::A,ны́жылге,õrn
685,hungrig::A,шу́жышо,näljane
686,krank::A,че́рле,haige
687,nackt::A,чарама́т,alasti
688,traurig::A,ойга́н,kurb
689,lebendig::A,и́лыше,elus
690,gut::A,сай,hea
691,schlecht::A,уда́,halb
692,schlecht::A,шӱ́кшӧ,halb
693,richtig::A,чы́нле,õige
694,schlimm::A,аля́к,paha
695,schlimm::A,тыра́н,paha
696,wahr::A,чы́нле,tõene
697,wahr::A,настоя́щий,tõene
698,alt::A,то́што,vana
699,neu::A,у,uus
700,ehemalig::A,о́нчычсо,endine
701,ehemalig::A,онда́кысе,endine
702,alt[Lebewesen]::A,шо́нто,vana
703,jung::A,са́мырык,noor
704,arm::A,нужна́,vaene
705,reich::A,поя́н,rikas
706,bekannt::A,па́лыме,teada
707,bekannt::A,па́лыме,tuttav
708,berühmt::A,лӱ́млӧ,tuntud
709,fremd::A,йот,võõras
710,verschieden::A,тӱ́рлӧ,erinev
711,nah::A,ли́шыл,lähedane
712,fern::A,тора́,kauge
713,fern::A,мӱ́ндыр,kauge
714,linker::A,шола́,vasak
715,rechter::A,пурла́,parem
716,anderer::A,вес,muu
717,anderer::A,вес,teine
718,anderer::A,мо́ло,muu
719,anderer::A,мо́ло,teine
720,erster::A,и́кымше,esimene
721,zweiter::A,ко́кымшо,teine
722,dritter::A,ку́мшо,kolmas
723,letzter::A,пыта́ртыш,viimane
724,allein::ADV,шкет,üksi
725,auf einmal::ADV,икана́ште,korraga
726,auf einmal::ADV,икана́ште,ühekorraga
727,zusammen::ADV,пырля́,koos
728,zusammen::ADV,пырля́,üheskoos
729,lange::ADV,кужу́н,kaua
730,plötzlich::ADV,кенета́,äkki
731,plötzlich::ADV,кенета́,järsku
732,sofort::ADV,кызыта́к,kohe
733,später::ADV,варара́к,hiljem
734,jetzt::ADV,ы́нде,nüüd
735,jetzt::ADV,кы́зыт,nüüd
736,heute::ADV,та́че,täna
737,morgen::ADV,эрла́,homme
738,bald::ADV,вашке́,pea
739,bald::ADV,вашке́,varsti
740,dann::ADV,вара́,siis
741,gestern::ADV,теҥге́че,eile
742,einst::ADV,икана́,vanasti
743,damals::ADV,туна́м,tookord
744,danach::ADV,вара́,seejärel
745,vorher::ADV,о́нчыч,enne
746,zuerst::ADV,онда́к,enne
747,zuerst::ADV,онда́к,esmalt
748,einmal::ADV,икана́,kord
749,einmal::ADV,икана́,üks kord
750,manchmal::ADV,ка́шын,mõnikord
751,manchmal::ADV,кокла́н,mõnikord
752,oft::ADV,чӱ́чкыдын,tihti
