,Concept_ID,lbe,no
146,Ei::N,ккунук,egg
147,Nest::N,кюру,rede
148,Bau::N,цукъуккутӏ,hi
149,Tier::N,хӏайван,dyr
150,Herde::N,газу,flokk
151,Kuh::N,оьл,ku
152,Bulle::N,ниц,tyr
153,Pferd::N,чу,hest
154,Schaf::N,тта,får
155,Schwein::N,дунгъуз,gris
156,Hund::N,ккаччи,hund
157,Katze::N,ччиту,katt
158,Bär::N,цуша,bjørn
159,Eichhörnchen::N,бюрхттукку,ekorn
160,Elch::N,ниц-бюрин,elg
161,Fuchs::N,цулчӏа,rev
162,Fuchs::N,куча цулчӏа,rev
163,Hase::N,бюрх,hare
164,Maus::N,кӏулу,mus
165,Wolf::N,барцӏ,ulv
166,Wolf::N,барцӏ,varg
167,Vogel::N,лелуххи,fugl
168,Schwarm::N,гьухъала,sverm
169,Huhn::N,аьнакӏи,høne
170,Hahn::N,ажари,hane
171,Gans::N,къаз,gås
172,Adler::N,барзу,ørn
173,Ente::N,урдак,and
174,Eule::N,ису,ugle
175,Eule::N,ччиккумяв,ugle
176,Kranich::N,кьурукь,trane
177,Krähe::N,хъатӏу,kråke
178,Kuckuck::N,ччикку,gjøk
179,Schwan::N,урттил къаз,svane
180,Fisch::N,чавахъ,fisk
181,Schlange[Tier]::N,шатта,orm
182,Schlange[Tier]::N,шатта,slange
183,Wurm::N,кьюнукьай шатта,orm
184,Wurm::N,кьюнукьай шатта,mark
185,Spinne::N,ххялцу,edderkopp
186,Ameise::N,митӏикьукьу,maur
187,Mücke::N,мичӏак,mygg
188,Fliege::N,зимиз,flue
189,Schmetterling::N,чӏимучӏали,sommerfugl
190,Beere::N,хӏаллил ахъулсса,bær
191,Apfel::N,гьивч,eple
192,Pilz::N,ттуккул иис,sopp
193,Zwiebel::N,лаччул чсмусул бакӏ,løk
194,Saat::N,гьанна,sæd
195,Korn::N,къама,korn
196,Heu::N,ххулув,høy
197,Schale::N,ккиртту,skall
198,Grube::N,кӏаланг,grop
199,Falle::N,къатӏа,felle
200,Schlinge::N,хӏатӏ,snare
201,Spur::N,ша,spor
202,Asche::N,лах,aske
203,Dreck::N,кьяркьи,møkk
204,Dreck::N,кьяркьи,skitt
205,Dreck::N,венп,møkk
206,Dreck::N,венп,skitt
207,Eisen::N,мах,jern
208,Gold::N,муси,gull
209,Silber::N,арцу,sølv
210,Kohle::N,кӏалаш,kol
211,Kohle::N,кӏалаш,kull
212,Kohle::N,хъуручӏ,kol
213,Kohle::N,хъуручӏ,kull
214,Glas::N,пюрун,glass
215,Lehm::N,сина аьрщи,leire
216,Sand::N,къун,sand
217,Mensch::N,инсан,menneske
218,Mann::N,чув,mann
219,Mann::N,адимина,mann
220,Frau::N,щарсса,kvinne
221,Frau::N,хъамитайпа,kvinne
222,Kind::N,чӏиви оьрчӏ,barn
223,Junge::N,оьрчӏ,gutt
224,Junge::N,бурхьин оьрчӏ,gutt
225,Mädchen::N,душ,pike
226,Mädchen::N,душ,jente
227,Familie::N,кулпат,familie
228,Großvater::N,ттатта,bestefar
229,Großvater::N,ниттил ппу,bestefar
230,Großmutter::N,буттал нину,bestemor
231,Eltern::N,нину-ппу,foreldre
232,Vater::N,ппу,far
233,Mutter::N,нину,mor
234,Sohn::N,арс,sønn
235,Tochter::N,душ,datter
236,Bruder::N,уссу,bror
237,Schwester::N,ссу,søster
238,Onkel::N,буттауссу,onkel
239,Tante::N,буттал ссу,tante
240,Ehemann::N,лас,ektemann
241,Ehefrau::N,щар,hustru
242,Ehefrau::N,щарсса,hustru
243,Freude::N,шадшиву,glede
244,Freude::N,ххаришиву,glede
245,Gelächter::N,хъяхъаву,latter
246,Glück::N,талихӏ,lykke
247,Kummer::N,дард,sorg
248,Wunsch::N,мурад,ønske
249,Lust::N,гьавас,lyst
250,Lust::N,ччаву,lyst
251,Geist::N,рухӏ,ånd
252,Gedanke::N,пикри,tanke
253,Gedächtnis::N,дакӏний личӏаву,minne
254,Gedächtnis::N,дакӏний личӏаву,hukommelse
255,Verstand::N,аькьлу,forstand
256,Sinn::N,мяъна,mening
257,Sinn::N,мяъна,betydning
258,Grund::N,багьана,grunn
259,Wahrheit::N,тӏайламур,sannhet
260,Wahrheit::N,хӏакьмур,sannhet
261,Gespräch::N,ихтилат,samtale
262,Märchen::N,магьа,eventyr
263,Erzählung::N,хавар,fortelling
264,Nachricht::N,хавар,melding
265,Neuigkeit::N,хавар,nyhet
266,Name::N,цӏа,navn
267,Rätsel::N,ссигьа,gåte
268,Rede::N,гъалгъа,tale
269,Sprache::N,маз,språk
270,Stimme::N,чӏу,stemme
271,Stimme::N,чӏукӏа,stemme
272,Wort::N,махъ,ord
273,Zeichen::N,лишан,tegn
274,Lärm::N,чӏу,bråk
275,Laut::N,чӏу,lyd
276,Ton::N,чӏу,tone
277,Lied::N,балай,vise
278,Ruhe::N,дигьалагру,ro
279,Leute::N,инсантал,folk
280,Volk::N,ил,folk
281,Volk::N,халкь,folk
282,Arbeit::N,заву,arbeid
283,Gast::N,хъамаличу,gjest
284,Geschenk::N,бухчакарши,gave
285,Geschenk::N,лажинккакку,gave
286,Spiel::N,тӏуркӏу,lek
287,Spiel::N,тӏуркӏу,spill
288,Gesellschaft::N,жямат,selskap
289,Gesellschaft::N,ккуран,selskap
290,Hilfe::N,кумаг,hjelp
291,Freund::N,дус,venn
292,Kamerad::N,хӏаласу,kamerat
293,Angelegenheit::N,иш,sak
294,Angelegenheit::N,иш,anliggende
295,Anzahl::N,аьдад,antall
296,Art::N,жинс,art
297,Art::N,жинс,slag
298,Stück::N,касак,stykke
299,Teil::N,бутӏа,del
300,Hälfte::N,дачӏи,halvdel
301,Kreis::N,кюрщан,ring
302,Kreis::N,кюрщан,sirkel
303,Kreuz::N,ххач,kors
304,Kreuz::N,ххач,kryss
305,Linie::N,щва,linje
306,Strich::N,щва,strek
307,Abstand::N,манзил,avstand
308,Entfernung::N,манзил,avstand
309,Gegend::N,кӏану,strøk
310,Ort::N,кӏану,sted
311,Seite::N,чул,side
312,Seite::N,чулухалу,side
313,Mitte::N,дя,midte
314,Gegenstand::N,зат,gjenstand
315,Sache::N,зат,sak
316,Rand::N,зума,rand
317,Ecke::N,мурцӏу,hjørne
318,Spitze::N,мицӏ,spiss
319,Ende::N,зума,ende
320,Loch::N,ккутӏ,hull
321,Winkel::N,мурцӏу,vinkel
322,Muster::N,накьич,mønster
323,Länge::N,лахъишиву,lengde
324,Höhe::N,лахъшиву,høyde
325,Gewicht::N,дуццин,vekt
326,Gewicht::N,кӏушиву,vekt
327,Haufen::N,бакӏу,haug
328,Haufen::N,бакӏу,bunke
329,Reihe::N,кьюкьа,rekke
330,Boot::N,луткка,båt
331,Ruder::N,весло,åre
332,Ruder::N,чӏатӏа,åre
333,Schlitten::N,чана,slede
334,Schlitten::N,чана,kjelke
335,Schlitten::N,санкка,slede
336,Schlitten::N,санкка,kjelke
337,Ski::N,лижарду,ski
338,Lagerfeuer::N,къавтӏн,leirbål
339,Last::N,гьиву,bør
340,Last::N,гьиву,last
341,Gang::N,нанаву,gang
342,Schritt::N,ша,steg
343,Schritt::N,ша,skritt
344,Norden::N,ухссав,nord
345,Norden::N,ухссавнил чулухалу,nord
346,Süden::N,кьилва,sør
347,Westen::N,баргълагавал,vest
348,Westen::N,баргълагавал чул,vest
349,Osten::N,баргъбуккай чулухалу,øst
350,Holz::N,тӏама,tre
351,Brett::N,тахта,fjøl
352,Brett::N,тахта,brett
353,Platte::N,гъуни,plate
354,Stütze::N,гьалакӏу,støtte
355,Stange::N,къазихъ,stang
356,Stock::N,ттархь,pinne
357,Stab::N,ччантӏакъу,stav
358,Stab::N,ччантӏакъу,kjepp
359,Rohr::N,бургъу,rør
360,Haus::N,къатта,hus
361,Heim::N,къатта,hjem
362,Ofen::N,пач,ovn
363,Fußboden::N,чӏанкъатта,gulv
364,Tisch::N,усттул,bord
365,Stuhl::N,кӏану,stol
366,Wiege::N,оьрчӏал кӏану,vogge
367,Bett::N,тах,seng
368,Regal::N,чӏаму,reol
369,Regal::N,чӏаму,hylle
370,Kiste::N,яшикӏ,kasse
371,Kiste::N,къурши,kasse
372,Fenster::N,чӏавахьулу,vindu
373,Tür::N,нуз,dør
374,Tür::N,нузкьун,dør
375,Tor::N,къапу,port
376,Tor::N,дарваза,port
377,Zaun::N,дайгьузанну,gjerde
378,Dach::N,магъи,tak
379,Dach::N,цӏиялу,tak
380,Leiter::N,чуртту,stige
381,Besen::N,чӏатлу,kost
382,Spaten::N,бил,spade
383,Schaufel::N,чӏатӏа,skuffe
384,Gabel::N,гьиссилу,gaffel
385,Löffel::N,къуса,skje
386,Messer::N,чӏила,kniv
387,Nagel::N,мяр,spiker
388,Netz::N,къери,nett
389,Haken::N,къича,krok
390,Griff::N,куяму,tak
391,Griff::N,куяму,håndtak
392,Schloss::N,кьункьула,lås
393,Bild::N,сурат,bilde
394,Puppe::N,ссихьу,dukke
395,Beutel::N,чантай,pose
396,Bündel::N,гьи,bylt
397,Bündel::N,къар,bylt
398,Eimer::N,бадра,bøtte
399,Deckel::N,къапаза,lokk
400,Geschirr::N,пюрунчӏул,kjøkkentøy
401,Geschirr::N,тӏахӏникӏичӏу,kjøkkentøy
402,Sack::N,къап,sekk
403,Sack::N,дарваг,sekk
404,Tasse::N,пижан,kopp
405,Tasse::N,пинжан,kopp
406,Tasse::N,инкираччатӏи,kopp
407,Tasse::N,цинцилттал бушкъап,kopp
408,Topf::N,кӏункӏур,gryte
409,Kessel::N,чаг,kjele
410,Kessel::N,кӏункӏур,kjele
411,Essen::N,дукия,mål
412,Essen::N,дукин,mål
413,Nahrung::N,дукра,mat
414,Nahrung::N,дукра,næring
415,Speise::N,дукра,matrett
416,Fleisch::N,дикӏ,kjøtt
417,Getreide::N,къама,korn
418,Brei::N,ккурч,grøt
419,Brot::N,ччатӏ,brød
420,Scheibe::N,парча,skive
421,Fett::N,аьгъушиву,fett
422,Butter::N,нагь,smør
423,Butter::N,лагаву,smør
424,Salz::N,цӏву,salt
425,Suppe::N,накь,suppe
426,Honig::N,ницӏ,honning
427,Milch::N,накӏ,melk
428,Tee::N,чяй,te
429,Leder::N,бурчу,lær
430,Leder::N,бурчу,skinn
431,Wolle::N,ппал,ull
432,Stoff::N,янна,tøy
433,Stoff::N,янна,stoff
434,Nadel::N,ххалаххи,nål
435,Faden::N,ххал,tråd
436,Knopf::N,банд,knapp
437,Knoten::N,къурхъ,knute
438,Farbe::N,сир,farge
439,Kleidung::N,янна,påkledning
440,Kleidung::N,лаххия,påkledning
441,Hemd::N,гьухъа,skjorte
442,Kragen::N,дарвач,krage
443,Ärmel::N,кахха,erme
444,Hose::N,хӏажак,bukse
445,Gürtel::N,мухӏлу,belte
446,Mütze::N,кьяпа,lue
447,Stiefel::N,чакма,støvel
448,Ring::N,кӏисса,ring
449,Band::N,линт,band
450,Kamm::N,ттарал,kam
451,Spiegel::N,дагьани,speil
452,Riemen::N,эн,rem
453,Schnur::N,хьхьа,snor
454,Decke::N,виргъан,teppe
455,Kissen::N,кӏаралу,pute
456,Tuch::N,карщи,tøy
457,Handtuch::N,калихьу,håndkle
458,Handtuch::N,лажинлихьу,håndkle
459,Kraft::N,эллаж,kraft
460,Stärke::N,гуж,styrke
461,Gesundheit::N,цӏуллу-сагъшиву,helse
462,Gesundheit::N,цӏуллу-сагъшиву,sunnhet
463,Krankheit::N,къашайшиву,syke
464,Krankheit::N,къашайшиву,sykdom
465,Schmerz::N,къюву,smerte
466,Wunde::N,щаву,sår
467,Fieber::N,кӏиришиву,feber
468,Arznei::N,дару,medisin
469,Arznei::N,дару,legemiddel
470,Brücke::N,ламу,bro
471,Brunnen::N,къуй,brønn
472,Weide::N,бизантту,beite
473,Pfad::N,жегъир ххуллу,sti
474,Weg::N,ххуллу,vei
475,Straße::N,ххуллу,gate
476,Dorf::N,щар,landsby
477,Dorf::N,шяравалу,landsby
478,Stadt::N,шагьру,by
479,Brief::N,чагъар,brev
480,Buch::N,лу,bok
481,Buchstabe::N,хӏарп,bokstav
482,Zeitung::N,кказит,avis
483,Leben::N,оьрму,liv
484,Tod::N,ажал,død
485,Tod::N,бивкӏу,død
486,Tod::N,ивчӏаву,død
487,Grab::N,гьав,grav
488,Kirche::N,килиса,kirke
489,Sünde::N,бунагъ,synd
490,Gott::N,зал,gud
491,Arbeiter::N,зузала,arbeider
492,Chef::N,ялувма,sjef
493,Meister::N,усттар,mester
494,Arzt::N,хӏакин,lege
495,Lehrer::N,учитель,lærer
496,Geld::N,арцу,penger
497,Geschäft::N,даву,forretning
498,Laden::N,ттучан,butikk
499,Preis::N,багъа,pris
500,Ware::N,хъус,vare
501,Nutzen::N,хайр,nytte
502,Nutzen::N,мюнпат,nytte
503,Reichtum::N,давлат,rikdom
504,Reichtum::N,аваданшиву,rikdom
505,Welt::N,дуниял,verden
506,Land::N,билаят,land
507,Staat::N,паччахӏлугъ,stat
508,Macht::N,власть,makt
509,Grenze::N,дазу,grense
510,Krieg::N,дяъви,krig
511,Feind::N,душман,fiende
512,Gewalt::N,къия,vold
513,Kampf::N,лачӏуи уккаву,kamp
514,Bogen[Waffe]::N,ккуртта,bue
515,Pfeil::N,чӏатӏаракӏ,pil
516,Gewehr::N,ттупанг,gevær
517,Fehler::N,гъалатӏ,feil
518,Lüge::N,щялмахъ,løgn
519,Schaden::N,зарал,skade
520,Unglück::N,бала,uhell
521,Schuld::N,тахсир,skyld
522,Alter::N,оьрму,alder
523,Schluss::N,ахир,slutt
524,Zeit::N,чӏун,tid
525,Tag::N,кьини,dag
526,Morgen::N,кӏюрх,morgen
527,Mittag::N,ахттайн,middag
528,Mittag::N,дяахттайн,middag
529,Mittag::N,ахттайн чӏун,middag
530,Abend::N,маркӏачӏан,aften
531,Nacht::N,хьхьу,natt
532,Woche::N,нюжмар,uke
533,Monat::N,барз,måned
534,Jahr::N,шин,år
535,Frühling::N,инт,vår
536,Sommer::N,гъи,sommer
537,Herbst::N,ссут,høst
538,Winter::N,кӏи,vinter
539,Januar::N,цалчинмур барз,januar
540,Februar::N,кӏилчинмур барз,februar
541,März::N,шамилчинмур барз,mars
542,April::N,апрель,april
543,April::N,мукьилчинмур барз,april
544,Mai::N,май,mai
545,Mai::N,ххюлчинмур барз,mai
546,Juni::N,июнь,juni
547,Juni::N,ряххилчинмур барз,juni
548,Juli::N,июль,juli
549,Juli::N,Арулчинмур барз,juli
550,August::N,мяйлчинмур барз,august
551,September::N,урчӏилчинмур барз,september
552,Oktober::N,ацӏилчинмур барз,oktober
553,November::N,ацӏния цалчинмур барз,november
554,Dezember::N,ацӏния кӏилчинмур барз,desember
555,Montag::N,итин,mandag
556,Montag::N,итин кьини,mandag
557,Dienstag::N,тталат,tirsdag
558,Dienstag::N,тталат кьини,tirsdag
559,Mittwoch::N,арвахӏ,onsdag
560,Donnerstag::N,хамис,torsdag
561,Freitag::N,нюжмар,fredag
562,Freitag::N,нюжмар кьини,fredag
563,Samstag::N,ххуллун,lørdag
564,Samstag::N,ххуллун кьини,lørdag
565,Sonntag::N,алхӏат,søndag
566,Sonntag::N,алхӏат кьини,søndag
567,groß::A,бугъарасса,stor
568,klein::A,чӏивисса,liten
569,lang::A,лахъисса,lang
570,kurz::A,кутӏасса,kort
571,breit::A,уттасса,bred
572,schmal::A,уттакӏюласса,smal
573,dicht::A,ццунсса,tett
574,dick[Gegenstand]::A,ганзсса,tykk
575,dünn::A,кӏюласса,tynn
576,fest::A,цӏакьсса,fast
577,fest::A,кьянкьасса,fast
578,flach::A,баягъисса,flat
579,flach::A,цӏубакъасса,flat
580,flach::A,куртӏ дакъасса,flat
581,glatt::A,дюрчӏусса,glatt
582,hart::A,кьянкьасса,hard
583,weich::A,кӏукӏлусса,myk
584,weich::A,кӏукӏлусса,bløt
585,rund::A,ккурккисса,rund
586,spitz::A,ярксса,spiss
587,spitz::A,дайлсса,spiss
588,spitz::A,мицӏ бусса,spiss
589,scharf::A,ярксса,kvass
590,scharf::A,дайлсса,kvass
591,scharf::A,мицӏ бусса,kvass
592,stumpf::A,къуркъасса,stubb
593,schwer::A,кӏусса,tung
594,schön::A,аьнтӏикӏасса,pen
595,schön::A,аьнтӏикӏасса,vakker
596,heiß::A,кӏирисса,het
597,warm::A,гъелисса,varm
598,kalt::A,дяркъусса,kald
599,kühl::A,дюхлулсса,kjølig
600,frisch::A,цӏусса,fersk
601,feucht::A,атилсса,fuktig
602,feucht::A,хъавтусса,fuktig
603,nass::A,атилсса,våt
604,nass::A,хъавтусса,våt
605,trocken::A,кьавкьсса,tørr
606,trocken::A,кьакьан бувсса,tørr
607,voll::A,бувцӏусса,full
608,leer::A,бачӏвасса,tom
609,offen::A,тӏивтӏусса,åpen
610,geschlossen::A,лавкьусса,lukket
611,sauber::A,марцӏсса,ren
612,schmutzig::A,чапалсса,skitten
613,roh::A,шакъавхьсса,rå
614,reif::A,дирсса,moden
615,lecker::A,нахӏусса,lekker
616,lecker::A,тӏааьнсса,lekker
617,süß::A,нацӏусса,søt
618,bitter::A,кьурчӏисса,besk
619,bitter::A,кьурчӏисса,bitter
620,sauer::A,туршсса,sur
621,hell::A,чаннасса,lys
622,dunkel::A,цӏансса,mørk
623,schwarz::A,лухӏисса,svart
624,weiß::A,кӏяласса,hvit
625,rot::A,ятӏулсса,rød
626,gelb::A,хъахъисса,gul
627,blau::A,някӏсса,blå
628,grün::A,щюлисса,grønn
629,grau::A,оьрусса,grå
630,bunt::A,оьрчӏикӏурисса,broket
631,billig::A,кьювкьусса,billig
632,teuer::A,ххирасса,dyr
633,wertvoll::A,багьасса,verdifull
634,blind::A,мурчӏисса,blind
635,taub::A,къюкӏсса,døv
636,kräftig::A,гужсса,kraftig
637,stark::A,кьянкьасса,sterk
638,schwach::A,заэвсса,svak
639,fett::A,бучсса,fet
640,schlank::A,бювхъусса,slank
641,hübsch::A,янусса,pen
642,böse::A,оьсса,slem
643,dumm::A,ахӏмакьсса,dum
644,faul::A,танмалсса,lat
645,faul::A,танмалсса,doven
646,faul::A,курчӏилсса,lat
647,faul::A,курчӏилсса,doven
648,fleißig::A,хӏарачат бусса,flittig
649,geizig::A,янттарцӏансса,gjerrig
650,klug::A,аькьлу бусса,klok
651,geschickt::A,паргалсса,hendig
652,geschickt::A,паргалсса,skikket
653,lieb::A,аьзизсса,kjær
654,lieb::A,аьзизсса,snill
655,lustig::A,тяхъасса,morsom
656,sanft::A,иминсса,blid
657,hungrig::A,ккашилсса,sulten
658,krank::A,къашавайсса,syk
659,nackt::A,кӏачӏасса,naken
660,traurig::A,пашмансса,sørgmodig
661,lebendig::A,уттавасса,levende
662,gut::A,ххуйсса,god
663,schlecht::A,оьккисса,dårlig
664,richtig::A,саргъунсса,riktig
665,schlimm::A,оьккисса,slem
666,wahr::A,хӏакьсса,sann
667,alt::A,кугьнасса,gammel
668,neu::A,цӏусса,ny
669,ehemalig::A,хъхъичӏвасса,forhenværende
670,alt[Lebewesen]::A,агьилсса,gammel
671,jung::A,чӏавасса,ung
672,jung::A,жагьилсса,ung
673,arm::A,мискинсса,fattig
674,reich::A,авадансса,rik
675,bekannt::A,дусъсса,kjent
676,berühmt::A,машгьурсса,berømt
677,fremd::A,чил,fremmed
678,verschieden::A,личӏи-личӏисса,forskjellig
679,nah::A,гъансса,nær
680,fern::A,архсса,fjern
681,linker::A,кияхсса,venstre
682,linker::A,кюччахсса,venstre
683,rechter::A,урчӏахсса,høyre
684,anderer::A,цамур,annen
685,erster::A,цалчинмур,første
686,erster::A,цалчиннсса,første
687,zweiter::A,кӏилчиимур,annen
688,dritter::A,шамулчинмур,tredje
689,letzter::A,махъва-махъмур,sist
690,allein::ADV,ялгъузну,alene
691,zusammen::ADV,цачӏу,sammen
692,zusammen::ADV,архӏал,sammen
693,lange::ADV,батӏи къабуклай,lenge
694,lange::ADV,хъунмасса хӏаллай,lenge
695,plötzlich::ADV,цакуну,plutselig
696,sofort::ADV,мугьлат бакъа,straks
697,später::ADV,махъ,senere
698,jetzt::ADV,утти,nå
699,jetzt::ADV,цӏана,nå
700,heute::ADV,хӏакьину,i dag
701,morgen::ADV,гьуит,i morgen
702,morgen::ADV,гьунттий,i morgen
703,dann::ADV,яла,så
704,gestern::ADV,лахьхьу,i går
705,damals::ADV,та чӏумал,den gang
706,danach::ADV,яла,deretter
707,vorher::ADV,хьхьнчӏ,før
708,vorher::ADV,хьхьнчӏ,i forveien
709,vorher::ADV,хьхьичӏва,før
710,vorher::ADV,хьхьичӏва,i forveien
711,zuerst::ADV,бакӏрай,først
712,zuerst::ADV,цӏу бутӏуй,først
713,einmal::ADV,цал,en gang
714,manchmal::ADV,ваксса-таксса,somme tider
715,oft::ADV,чӏявуну,ofte
716,immer::ADV,мудан,alltid
717,immer::ADV,даиман,alltid
718,niemals::ADV,тачӏав,aldri
719,hier::ADV,шикку,her
720,hierhin::ADV,шиккун,hit
721,von hier::ADV,шичча,herfra
722,dort::ADV,гикку,der
723,dorthin::ADV,тиккун,dit
724,geradeaus::ADV,тӏайланм,rett fram
725,vorwärts::ADV,хьхьичӏунмай,fram
726,vorwärts::ADV,хьхьичӏунмай,framover
727,rückwärts::ADV,махъа-хьхьичӏунмай,baklengs
728,zurück::ADV,махъунмай,tilbake
729,unten::ADV,лув,nede
730,hinab::ADV,бакӏ-ялавай,ned
731,hinab::ADV,бакӏ-ялавай,nedover
732,hinab::ADV,бакӏъялавай,ned
733,hinab::ADV,бакӏъялавай,nedover
734,oben::ADV,ялув,oppe
735,oben::ADV,ялув,ovenpå
736,hinauf::ADV,лавай,opp
737,hinauf::ADV,лавай,oppover
738,überall::ADV,гьариий,overalt
739,überall::ADV,хьу-хьуний,overalt
740,überall::ADV,гьарца кӏанай,overalt
741,nicht::ADV,къа-,ikke
742,ein wenig::ADV,чанни,litt
743,ein wenig::ADV,ца чансса,litt
744,kaum::ADV,дахьа,neppe
745,sehr::ADV,оьну,svært
746,sehr::ADV,гужну,svært
747,sehr::ADV,хъинну,svært
748,so::ADV,укукн,så
749,noch::ADV,гьала,enda
750,noch::ADV,уттигу,enda
751,noch::ADV,цакьинва,enda
752,noch::ADV,ттигу-шилагу,enda
753,nur::ADV,анжагь,bare
754,wieder::ADV,цӏуницӏа,igjen
755,vergebens::ADV,аьдада,forgjeves
756,vergebens::ADV,нахӏакь,forgjeves
757,vor::PRP,хьхьичӏ,foran
758,vor::PRP,хьхьичӏ,utenfor
759,hinter::PRP,махъ,bak
