,Concept_ID,sk,kl
329,Ruf::N,volanie,qaaqqussut
330,Ruf::N,zavolanie,qaaqqussut
331,Lärm::N,hluk,perpaluk
332,Lärm::N,hurhaj,perpaluk
333,Laut::N,zvuk,torsukattak
334,Ton::N,tón,erinaq
335,Ton::N,zvuk,erinaq
336,Lied::N,pieseň,taalliaq
337,Lied::N,pieseň,erinarsuut
338,Ruhe::N,pokoj,qatsunganeq
339,Leute::N,ľudia,inuiak
340,Leute::N,ľudia,inuiaqatigiit
341,Volk::N,ľud,inuiaat
342,Volk::N,národ,inuiaat
343,Arbeit::N,práca,suliaq
344,Arbeit::N,robota,suliaq
345,Gast::N,hosť,qaaqqusaq
346,Geschenk::N,dar,pajugut
347,Spiel::N,hra,
348,Gesellschaft::N,spoločnosť,
349,Hilfe::N,pomoc,annertoqqut
350,Freund::N,priateľ,tiliaq
351,Freund::N,priateľ,ikinngut
352,Kamerad::N,kamarát,tiliaq
353,Kamerad::N,kamarát,ikinngut
354,Angelegenheit::N,vec,
355,Angelegenheit::N,záležitosť,
356,Anzahl::N,počet,
357,Anzahl::N,množstvo,
358,Art::N,druh,ileqquuseq
359,Stück::N,kus,nakkaalaniku
360,Stück::N,kúsok,nakkaalaniku
361,Teil::N,časť,tassiaasat
362,Hälfte::N,polka,affaq
363,Hälfte::N,polovica,affaq
364,Kreis::N,kruh,kaajaluinneq or kaajaluitsoq
365,Kreuz::N,kríž,sanningasulik
366,Linie::N,línia,tittaq
367,Linie::N,línia,titarneq
368,Strich::N,čiara,
369,Abstand::N,vzdialenosť,aku
370,Abstand::N,vzdialenosť,ikiaq
371,Entfernung::N,vzdialenosť,asi
372,Gegend::N,kraj,nuna
373,Gegend::N,krajina,nuna
374,Platz::N,miesto,ini
375,Platz::N,miesto,inissaq
376,Ort::N,miesto,sumiiffik
377,Seite::N,bok,saneraq
378,Seite::N,strana,saneraq
379,Mitte::N,stred,qiteq
380,Gegenstand::N,predmet,
381,Sache::N,vec,pigisaq
382,Rand::N,kraj,sini
383,Rand::N,kraj,akerfineq
384,Rand::N,okraj,sini
385,Rand::N,okraj,akerfineq
386,Kante::N,hrana,akerfineq
387,Ecke::N,roh,teqeqqoq
388,Ecke::N,roh,tikeqqoq
389,Spitze::N,hrot,inngik
390,Spitze::N,špička,inngik
391,Ende::N,koniec,isu
392,Loch::N,diera,putu
393,Winkel::N,kút,teqeqqorissaat
394,Muster::N,vzor,ilisserut
395,Muster::N,vzorka,ilisserut
396,Größe::N,veľkosť,angissuseq
397,Länge::N,dĺžka,takissuseq
398,Höhe::N,výška,
399,Gewicht::N,váha,oqimaalutaq
400,Menge::N,množstvo,amerlassuseq
401,Haufen::N,hŕba,eqimattat
402,Reihe::N,rad,allunaasaq
403,Boot::N,čln,qajaq
404,Boot::N,čln,angallat
405,Boot::N,čln,umiatsiaq
406,Ruder::N,veslo,iput
407,Schlitten::N,sane,qamutit
408,Schlitten::N,sane,qimusseq
409,Ski::N,lyža,ataarut
410,Lagerfeuer::N,táborák,
411,Last::N,ťarcha,nammagaq
412,Last::N,bremeno,nammagaq
413,Gang::N,chôdza,
414,Schritt::N,krok,allorneq
415,Norden::N,sever,avannaq
416,Süden::N,juh,qava
417,Süden::N,juh,kujat
418,Süden::N,juh,kujataa
419,Westen::N,západ,kitaa
420,Osten::N,východ,kangi
421,Holz::N,drevo,qisuk
422,Brett::N,doska,salliligaq
423,Platte::N,doska,qaateq
424,Platte::N,platňa,qaateq
425,Stütze::N,opora,ajagutaq
426,Stütze::N,opora,ajaagutaq
427,Stange::N,tyč,kaaviffik
428,Stock::N,palica,ajaappissat
429,Stab::N,palica,ajaappissat
430,Rohr::N,rúra,sullulik
431,Haus::N,dom,illu
432,Heim::N,domov,
433,Ofen::N,pec,kissarsuut
434,Ofen::N,kachle,kissarsuut
435,Fußboden::N,dlážka,nateq
436,Fußboden::N,podlaha,nateq
437,Tisch::N,stôl,allattarfik
438,Stuhl::N,stolička,issiavik
439,Stuhl::N,stolička,issiaffik
440,Wiege::N,kolíska,uaasoq
441,Bett::N,lôžko,nallavik
442,Bett::N,posteľ,nallavik
443,Regal::N,regál,ilisivik
444,Regal::N,polica,ilisivik
445,Kiste::N,debna,sakissat
446,Kiste::N,debna,illerfiusaq
447,Fenster::N,okno,aki
448,Fenster::N,okno,igalaaq
449,Fenster::N,oblok,aki
450,Fenster::N,oblok,igalaaq
451,Tür::N,dvere,matu
452,Tor::N,vráta,isaaffik
453,Zaun::N,plot,saputit
454,Zaun::N,ohrada,saputit
455,Dach::N,krov,qaliaq
456,Dach::N,strecha,qaliaq
457,Leiter::N,rebrík,tummeqqat
458,Leiter::N,rebrík,majuartarfiit
459,Leiter::N,rebrina,tummeqqat
460,Leiter::N,rebrina,majuartarfiit
461,Besen::N,metla,saligutit
462,Spaten::N,rýľ,nivaataq
463,Schaufel::N,lopata,nivaataq
464,Gabel::N,vidlička,qilluaq
465,Gabel::N,vidlička,ajassaatit
466,Löffel::N,lyžica,alussaat
467,Messer::N,nôž,savik
468,Nagel::N,klinec,kukik
469,Netz::N,sieť,anguffaseq
470,Haken::N,hák,nissik
471,Haken::N,hák,qarsorsaq
472,Haken::N,hák,qarsorsartoq
473,Haken::N,háčik,nissik
474,Haken::N,háčik,qarsorsaq
475,Haken::N,háčik,qarsorsartoq
476,Griff::N,rukoväť,ipi
477,Schloss::N,zámka,illussaarsuaq
478,Bild::N,obraz,assiliaq
479,Figur::N,figúra,kisitsit
480,Puppe::N,bábka,inuusaq
481,Puppe::N,bábika,inuusaq
482,Beutel::N,vrece,
483,Beutel::N,vrecko,
484,Bündel::N,uzlík,qilertaq
485,Bündel::N,zväzok,qilertaq
486,Tasche::N,taška,pooqattaq
487,Tasche::N,kabelka,pooqattaq
488,Eimer::N,vedro,
489,Deckel::N,vrchnák,matu
490,Deckel::N,pokrývka,matu
491,Geschirr::N,nádoba,anut
492,Sack::N,mech,
493,Sack::N,vrece,
494,Tasse::N,šálka,tiitorfik
495,Tasse::N,šálka,tiitorfiup ilorlia
496,Topf::N,hrniec,qoqqoq
497,Kessel::N,kotol,uunnaavik
498,Essen::N,jedlo,igaaq
499,Nahrung::N,strava,neqissaq
500,Nahrung::N,potrava,neqissaq
501,Speise::N,jedlo,nerisassat
502,Fleisch::N,mäso,neqi
503,Getreide::N,obilie,maannineq
504,Brei::N,kaša,
505,Brot::N,chlieb,iffit
506,Brot::N,chlieb,iffiaq
507,Scheibe::N,kotúč,igalaassiaq
508,Scheibe::N,krajec,igalaassiaq
509,Fett::N,tuk,tarnutissaq
510,Fett::N,tuk,tarnutissiaq
511,Fett::N,masť,tarnutissaq
512,Fett::N,masť,tarnutissiaq
513,Butter::N,maslo,punneq
514,Öl::N,olej,uulia
515,Salz::N,soľ,taratsut
516,Suppe::N,polievka,qajoq
517,Honig::N,med,tungusunnitsuut
518,Milch::N,mlieko,immuk
519,Tee::N,čaj,tii
520,Tee::N,čaj,teeq
521,Leder::N,koža,
522,Wolle::N,vlna,nuersagassiaq
523,Stoff::N,súkno,milliaq
524,Stoff::N,súkno,qarlissiaq
525,Nadel::N,ihla,meqqut
526,Faden::N,niť,ujalussiaq
527,Faden::N,vlákno,ujalussiaq
528,Knopf::N,gombík,attat
529,Knoten::N,uzol,akeroq
530,Knoten::N,uzol,qilerneq
531,Farbe::N,farba,qalipaat
532,Kleidung::N,šaty,atisat
533,Kleidung::N,šaty,annoraaq
534,Kleidung::N,šatstvo,atisat
535,Kleidung::N,šatstvo,annoraaq
536,Hemd::N,košeľa,ilupaaq
537,Kragen::N,golier,qungasiinnaq
538,Ärmel::N,rukáv,aaq
539,Hose::N,nohavice,qarliit
540,Gürtel::N,pás,qiterut
541,Gürtel::N,pás,unngersaq
542,Gürtel::N,opasok,qiterut
543,Gürtel::N,opasok,unngersaq
544,Mütze::N,čiapka,nasaq
545,Schuh::N,obuv,skuu
546,Schuh::N,obuv,ikernuk
547,Schuh::N,obuv,ateraasaq
548,Schuh::N,topánka,skuu
549,Schuh::N,topánka,ikernuk
550,Schuh::N,topánka,ateraasaq
551,Stiefel::N,čižma,kamik
552,Ring::N,prsteň,assammiu
553,Band::N,stuha,qilerutissiaq
554,Kamm::N,hrebeň,illaagutit
555,Kamm::N,hrebeň,illaajaatit pl.
556,Spiegel::N,zrkadlo,tarrarsuut
557,Riemen::N,remeň,allunaaq
558,Schnur::N,šnúra,kujaaq
559,Schnur::N,šnúra,allunaasaq
560,Leine::N,vodidlo,aleq
561,Decke::N,deka,qipik
562,Decke::N,prikrývka,qipik
563,Kissen::N,poduška,akit
564,Tuch::N,šatka,qarlissiaq
565,Handtuch::N,uterák,allarut
566,Handtuch::N,uterák,allarterut
567,Kraft::N,moc,pissak
568,Stärke::N,sila,qerattarsaat
569,Gesundheit::N,zdravie,peqqisusseq
570,Krankheit::N,nemoc,nappaat
571,Krankheit::N,choroba,nappaat
572,Schmerz::N,bolesť,anniaat
573,Wunde::N,rana,iki
574,Fieber::N,horúčka,nappaat qanimanartoq
575,Arznei::N,liek,imigassaq
576,Brücke::N,most,ikaartarfik
577,Brunnen::N,studňa,tissaluttuliaq
578,Weide::N,pastva,masarsuk
579,Pfad::N,chodník,aqqut
580,Weg::N,cesta,aggerfik
581,Straße::N,hradská,aqqusineq
582,Dorf::N,dedina,nunaqarfik
583,Stadt::N,mesto,illorpaat
584,Stadt::N,mesto,illorpalik
585,Brief::N,list,allagarsiaq
586,Buch::N,kniha,atuakkat
587,Buch::N,kniha,mappersagaq
588,Buchstabe::N,litera,naqinneq
589,Buchstabe::N,písmeno,naqinneq
590,Zeitung::N,noviny,aviisi
591,Leben::N,život,inuussuseq
592,Tod::N,smrť,toqu
593,Tod::N,smrť,toquneq
594,Grab::N,hrob,iliveq
595,Grab::N,hrob,illissat
596,Kirche::N,kostol,oqaluffik
597,Sünde::N,hriech,ajorti
598,Gott::N,boh,
599,Arbeiter::N,robotník,sulisoq
600,Arbeiter::N,pracnovík,sulisoq
601,Chef::N,šéf,ittoqut
602,Chef::N,riaditeľ,ittoqut
603,Meister::N,majster,naalagaq
604,Arzt::N,lekár,katsorsaasoq
605,Lehrer::N,učiteľ,ilinniartitsisoq
606,Geld::N,peniaze,aningaasat
607,Geschäft::N,obchod,niuertarfik
608,Laden::N,obchod,niuertarfik
609,Preis::N,cena,aki
610,Ware::N,tovar,qaliata pii
611,Ware::N,tovar,nioqqutissaq
612,Nutzen::N,osoh,iluaqut
613,Nutzen::N,úžitok,iluaqut
614,Reichtum::N,bohatstvo,
615,Welt::N,svet,nunarsuaq
616,Land::N,územie,nuna
617,Land::N,krajina,nuna
618,Staat::N,štát,
619,König::N,kráľ,kunngi
620,Macht::N,moc,pissaassuseq
621,Macht::N,mocnosť,pissaassuseq
622,Grenze::N,hranica,killik
623,Krieg::N,vojna,sorsunneq
624,Feind::N,nepriateľ,akeraq
625,Feind::N,nepriateľ,akerartorti
626,Feind::N,nepriateľ,qinngarsuisoq
627,Gewalt::N,násilie,
628,Kampf::N,boj,sorsunneq
629,Bogen[Waffe]::N,luk,
630,Pfeil::N,šíp,qalugiusaq
631,Pfeil::N,strela,qalugiusaq
632,Gewehr::N,puška,aallaat
633,Fehler::N,omyl,kukkuneq
634,Fehler::N,omyl,paarlaappaa
635,Fehler::N,chyba,kukkuneq
636,Fehler::N,chyba,paarlaappaa
637,Lüge::N,lož,
638,Schaden::N,ujma,
639,Schaden::N,škoda,
640,Unglück::N,nešťastie,perluut
641,Schuld::N,vina,akiitsugaq
642,Schuld::N,vina,akiligassaq
643,Schuld::N,previnenie,akiitsugaq
644,Schuld::N,previnenie,akiligassaq
645,Alter::N,vek,utoqqaq
646,Schluss::N,záver,isu
647,Schluss::N,koniec,isu
648,Zeit::N,čas,ulloq
649,Zeit::N,čas,akuttoqatigiinneq
650,Tag::N,deň,ulloq
651,Morgen::N,ráno,ullaaq
652,Mittag::N,poludnie,ulloqeqqa
653,Abend::N,večer,unnuk
654,Nacht::N,noc,unnuaq
655,Woche::N,týždeň,sapaatip akunnera
656,Monat::N,mesiac,qaammat
657,Jahr::N,rok,ukioq
658,Frühling::N,jar,upernaaq
659,Sommer::N,leto,aasaq
660,Herbst::N,jeseň,ukiaq
661,Winter::N,zima,ukioq
662,Januar::N,január,siulleeq
663,Januar::N,január,qaammaliaq
664,Februar::N,február,aarlaat
665,März::N,marec,marsi
666,März::N,marec,martsi
667,April::N,apríl,
668,Mai::N,máj,maaji
669,Juni::N,jún,juuni
670,Juli::N,júl,juuli
671,August::N,august,aggusti
672,September::N,september,septembari
673,Oktober::N,október,oktobari
674,November::N,november,novembari
675,Dezember::N,december,detsembari
676,Montag::N,pondelok,ataasinngortoq
677,Dienstag::N,utorok,marlunngorneq
678,Mittwoch::N,streda,pingasunngorneq
679,Donnerstag::N,štvrtok,sisamanngorneq
680,Freitag::N,piatok,tallimanngorneq
681,Samstag::N,sobota,arfininngorneq
682,Sonntag::N,nedeľa,sapaat
683,Sonntag::N,nedeľa,sapaati
684,groß::A,veľký,angivoq
685,klein::A,malý,mikivoq
686,lang::A,dlhý,takisooq
687,kurz::A,krátky,naatsoq
688,breit::A,široký,silippoq
689,schmal::A,úzky,amitsoq
690,dicht::A,hustý,torsusooq
691,dick[Gegenstand]::A,tlstý,issuvoq
692,dick[Gegenstand]::A,tlstý,issusooq
693,dünn::A,tenký,amitsoq
694,fein::A,jemný,mamarpoq
695,fest::A,pevný,tangeqarpoq
696,flach::A,rovný,nalimmappoq
697,flach::A,plochý,nalimmappoq
698,glatt::A,hladký,quasak
699,hart::A,tvrdý,mattusooq
700,hart::A,tvrdý,manngerpoq
701,hart::A,tvrdý,titeqquluppoq
702,weich::A,mäkký,nerumaarpoq
703,rund::A,guľatý,ammallorippoq
704,rund::A,okrúhly,ammallorippoq
705,spitz::A,končitý,qummukujooq
706,scharf::A,ostrý,ipippoq
707,stumpf::A,tupý,anngerpoq
708,schwer::A,ťažký,oqimaappoq
709,schön::A,pekný,kusanarpoq
710,schön::A,krásny,kusanarpoq
711,heiß::A,horúci,kiappoq
712,warm::A,teplý,oqorpoq
713,kalt::A,studený,issippoq
714,kühl::A,chladný,pueqqortippoq
715,frisch::A,svieži,
716,feucht::A,vlhký,isugutavoq
717,feucht::A,vlhký,qaasernarpoq
718,feucht::A,zvlhnutý,isugutavoq
719,feucht::A,zvlhnutý,qaasernarpoq
720,nass::A,mokrý,imerorpoq
721,trocken::A,suchý,panerpoq
722,voll::A,plný,ulikkaarpoq
723,leer::A,prázdny,imaattuarpoq
724,offen::A,otvorený,ammavoq
725,geschlossen::A,zavretý,matuvoq
726,sauber::A,čistý,eqqippoq
727,sauber::A,čistý,sukuluippoq
728,sauber::A,čistý,ipeqanngilaq
729,schmutzig::A,špinavý,tapappoq
730,schmutzig::A,špinavý,minguppoq
731,roh::A,surový,aapavoq
732,reif::A,zrelý,qaarulerpoq
733,lecker::A,chutný,
734,süß::A,sladký,tungusunnippoq
735,bitter::A,horký,qasilippoq
736,sauer::A,kyslý,
737,hell::A,jasný,qaamavoq
738,hell::A,svetlý,qaamavoq
739,dunkel::A,temný,qernerpoq
740,schwarz::A,čierny,qernerpoq
741,weiß::A,biely,qaqorpoq
742,rot::A,červený,aappaluppoq
743,gelb::A,žltý,sungaarpoq
744,blau::A,modrý,tungujorpoq
745,blau::A,belasý,tungujorpoq
746,grün::A,zelený,qorsooqqippoq
747,grau::A,šedý,qaserpoq
748,bunt::A,pestrý,
749,billig::A,lacný,akikippoq
750,teuer::A,drahý,
751,wertvoll::A,cenný,erlinnarpoq
752,blind::A,slepý,tappiippoq
753,blind::A,slepý,isigisaqanngilaq
754,taub::A,hluchý,tusilarpoq
755,kräftig::A,silný,pissaq
756,kräftig::A,silný,pissarsuaq
757,stark::A,silný,sanngivoq
758,schwach::A,slabý,nakuippoq
759,schwach::A,bezvládny,nakuippoq
