,Concept_ID,sk,kl
1444,zählen::V,počítať,kisitsivoq
1445,rechnen::V,rátať,kisitsivoq
1446,rechnen::V,počítať,kisitsivoq
1447,lesen::V,čítať,atuarpoq
1448,malen::V,maľovať,qalipappaa
1449,zeichnen::V,kresliť,
1450,schreiben::V,písať,allappoq
1451,besitzen::V,mať,
1452,besitzen::V,vlastniť,
1453,kaufen::V,kúpiť,pisiaraa
1454,verkaufen::V,predať,akigaa
1455,bezahlen::V,zaplatiť,akilerpaa
1456,zahlen::V,platiť,
1457,beherrschen::V,ovládať,inappaa
1458,ertragen::V,znášať,ernertaaraa
1459,ertragen::V,vydržať,ernertaaraa
