,Concept_ID,sl,uk
341,Lagerfeuer::N,táborni ôgenj,вогнище
342,Last::N,tôvor,тягар
343,Last::N,tôvor,вантаж
344,Gang::N,hòd,хід
345,Schritt::N,korák,крок
346,Norden::N,séver,північ
347,Süden::N,júg,південь
348,Westen::N,zapàd,захід
349,Osten::N,vzhòd,схід
350,Holz::N,lés,дрова
351,Brett::N,deskà,дошка
352,Platte::N,plôča,плита
353,Stütze::N,opóra,підпірка
354,Stütze::N,zaslómba,підпірка
355,Stange::N,gréd,жердина
356,Stock::N,pálica,палиця
357,Stab::N,pálica,палиця
358,Rohr::N,cév,труба
359,Haus::N,híša,дім
360,Haus::N,híša,хата
361,Heim::N,dóm,житло
362,Ofen::N,péč,піч
363,Fußboden::N,pòd,підлога
364,Tisch::N,míza,стіл
365,Stuhl::N,stòl,стілець
366,Wiege::N,zíbel,колиска
367,Bett::N,póstelja,ліжко
368,Bett::N,póstelja,постіль
369,Regal::N,políca,полиця
370,Kiste::N,zabòj,ящик
371,Fenster::N,ôkno,вікно
372,Tür::N,vráta,двері
373,Tor::N,velíka vráta,ворота
374,Zaun::N,ográja,паркан
375,Zaun::N,ográja,огорожа
376,Dach::N,stréha,дах
377,Leiter::N,léstev,драбина
378,Besen::N,mêtla,мітла
379,Spaten::N,lopáta,заступ
380,Schaufel::N,lopáta,совок
381,Schaufel::N,lopáta,лопата
382,Gabel::N,vílice,виделка
383,Löffel::N,žlíca,ложка
384,Messer::N,nòž,ніж
385,Nagel::N,žebèlj,цвях
386,Netz::N,mréža,сіть
387,Haken::N,kljúka,крюк
388,Griff::N,ročáj,ручка
389,Griff::N,ročáj,держак
390,Griff::N,oprijèm,ручка
391,Griff::N,oprijèm,держак
392,Schloss::N,ključávnica,замок
393,Bild::N,slíka,картина
394,Figur::N,figúra,фігура
395,Figur::N,postáva,фігура
396,Puppe::N,lútka,лялька
397,Beutel::N,môšnja,мішечок
398,Beutel::N,môšnja,торбинка
399,Bündel::N,cúla,в’язка
400,Bündel::N,svéženj,в’язка
401,Tasche::N,tórba,сумка
402,Tasche::N,tobôlec,сумка
403,Eimer::N,vêdro,відро
404,Deckel::N,pokròv,кришка
405,Deckel::N,poklópec,кришка
406,Geschirr::N,posóda,посуд
407,Sack::N,vréča,мішок
408,Tasse::N,skodélica,чашка
409,Topf::N,lônec,горщик
410,Kessel::N,kôtel,котел
411,Essen::N,hrána,їжа
412,Nahrung::N,živílo,харч
413,Speise::N,jéd,страва
414,Fleisch::N,mesó,м’ясо
415,Getreide::N,žíto,хліб
416,Getreide::N,žíto,збіжжя
417,Brei::N,káša,каша
418,Brot::N,krùh,хліб
419,Scheibe::N,réženj,скибочка
420,Fett::N,mást,жир
421,Fett::N,maščôba,жир
422,Butter::N,máslo,масло
423,Öl::N,ólje,олія
424,Salz::N,sól,сіль
425,Suppe::N,júha,суп
426,Honig::N,méd,мед
427,Milch::N,mléko,молоко
428,Tee::N,čáj,чай
429,Leder::N,úsnje,шкіра
430,Wolle::N,vólna,шерсть
431,Stoff::N,blagó,тканина
432,Nadel::N,ígla,голка
433,Faden::N,nít,нитка
434,Knopf::N,gúmb,ґудзик
435,Knoten::N,vôzel,вузол
436,Farbe::N,bárva,фарба
437,Kleidung::N,obléka,одяг
438,Kleidung::N,obléka,убрання
439,Hemd::N,srájca,сорочка
440,Kragen::N,ovrátnik,комір
441,Ärmel::N,rokáv,рукав
442,Hose::N,hláče,брюки
443,Gürtel::N,pás,пояс
444,Mütze::N,kápa,шапка
445,Mütze::N,čépica,шапка
446,Schuh::N,čévelj,ботинок
447,Stiefel::N,škórenj,чобіт
448,Ring::N,pŕstan,кільце
449,Band::N,trák,стрічка
450,Kamm::N,glavník,гребінець
451,Spiegel::N,zrcálo,дзеркало
452,Spiegel::N,ogledálo,дзеркало
453,Riemen::N,jêrmen,ремінь
454,Schnur::N,vŕvca,вірьовка
455,Leine::N,konôpec,шворка
456,Decke::N,odéja,ковдра
457,Kissen::N,blazína,подушка
458,Tuch::N,pŕt,хустка
459,Tuch::N,rúta,хустка
460,Handtuch::N,brisáča,рушник
461,Kraft::N,síla,сила
462,Stärke::N,jákost,сила
463,Gesundheit::N,zdrávje,здоров’я
464,Krankheit::N,bolézen,хвороба
465,Schmerz::N,ból,біль
466,Schmerz::N,bolečína,біль
467,Wunde::N,rána,рана
468,Fieber::N,vročína,гарячка
469,Arznei::N,lék,ліки
470,Arznei::N,zdravílo,ліки
471,Brücke::N,móst,міст
472,Brunnen::N,vodnják,колодязь
473,Weide::N,páša,пасовище
474,Pfad::N,stezà,стежка
475,Weg::N,pót,шлях
476,Weg::N,pót,дорога
477,Straße::N,césta,вулиця
478,Dorf::N,vás,село
479,Stadt::N,mésto,місто
480,Brief::N,písmo,лист
481,Buch::N,knjíga,книга
482,Buch::N,knjíga,книжка
483,Buchstabe::N,čŕka,буква
484,Buchstabe::N,čŕka,літера
485,Zeitung::N,čásnik,газета
486,Leben::N,življênje,життя
487,Tod::N,smŕt,смерть
488,Grab::N,gròb,могила
489,Kirche::N,cérkev,церква
490,Sünde::N,gréh,гріх
491,Gott::N,bóg,бог
492,Arbeiter::N,délavec,робітник
493,Chef::N,šéf,хазяїн
494,Meister::N,mójster,умілець
495,Arzt::N,zdravník,лікар
496,Lehrer::N,učítelj,вчитель
497,Geld::N,denár,гроші
498,Geschäft::N,kupčíja,заняття
499,Laden::N,trgovína,магазин
500,Laden::N,trgovína,крамниця
501,Preis::N,céna,ціна
502,Ware::N,róba,товар
503,Nutzen::N,príd,вигода
504,Nutzen::N,príd,користь
505,Reichtum::N,bogástvo,багатство
506,Welt::N,svét,світ
507,Land::N,dežêla,країна
508,Staat::N,držáva,держава
509,König::N,králj,король
510,Macht::N,oblást,влада
511,Grenze::N,mêja,кордон
512,Krieg::N,vôjna,війна
513,Feind::N,sovrážnik,ворог
514,Gewalt::N,nasílje,насильство
515,Kampf::N,bòj,бій
516,Kampf::N,bòj,боротьба
517,Kampf::N,bórba,бій
518,Kampf::N,bórba,боротьба
519,Bogen[Waffe]::N,lók,лук
520,Pfeil::N,puščíca,стріла
521,Gewehr::N,púška,рушниця
522,Gewehr::N,púška,гвинтівка
523,Fehler::N,zmóta,помилка
524,Lüge::N,láž,брехня
525,Schaden::N,okvára,шкода
526,Schaden::N,okvára,збиток
527,Unglück::N,nesréča,нещастя
528,Schuld::N,krívda,провина
529,Alter::N,dôba,вік
530,Alter::N,dôba,літа
531,Schluss::N,kônec,кінець
532,Zeit::N,čàs,час
533,Tag::N,dán,день
534,Morgen::N,jútro,ранок
535,Mittag::N,póldan,південь
536,Abend::N,večér,вечір
537,Nacht::N,nóč,ніч
538,Woche::N,téden,тиждень
539,Monat::N,mésec,місяць
540,Jahr::N,léto,рік
541,Frühling::N,pomlád,весна
542,Sommer::N,polétje,літо
543,Herbst::N,jesén,осінь
544,Winter::N,zíma,зима
545,Januar::N,jánuar,січень
546,Februar::N,fébruar,лютий
547,März::N,márec,березень
548,April::N,apríl,квітень
549,Mai::N,máj,травень
550,Juni::N,júnij,червень
551,Juli::N,júlij,липень
552,August::N,avgúst,серпень
553,September::N,septêmber,вересень
554,Oktober::N,október,жовтень
555,November::N,novêmber,листопад
556,Dezember::N,decémber,грудень
557,Montag::N,ponedéljek,понеділок
558,Dienstag::N,tôrek,вівторок
559,Mittwoch::N,sréda,середа
560,Donnerstag::N,četŕtek,четвер
561,Freitag::N,pétek,п’ятниця
562,Samstag::N,sobóta,субота
563,Sonntag::N,nedélja,неділя
564,groß::A,vêlik,великий
565,klein::A,májhen,малий
566,klein::A,májhen,маленький
567,lang::A,dólg,довгий
568,kurz::A,krátek,короткий
569,breit::A,širòk,широкий
570,schmal::A,ózek,вузький
571,dicht::A,góst,густий
572,dick[Gegenstand]::A,dêbel,товстий
573,dünn::A,tánek,тонкий
574,fein::A,drôben,дрібний
575,fest::A,tŕden,міцний
576,flach::A,plán,плоский
577,flach::A,plòsk,плоский
578,glatt::A,gládek,рівний
579,glatt::A,gládek,гладенький
580,hart::A,tŕd,твердий
581,weich::A,mehák,м’який
582,rund::A,okrógel,круглий
583,spitz::A,šílast,гострокінцевий
584,scharf::A,óster,гострий
585,stumpf::A,tóp,тупий
586,stumpf::A,skŕhan,тупий
587,schwer::A,têžek,важкий
588,schön::A,lép,вродливий
589,schön::A,krásen,вродливий
590,heiß::A,vròč,жаркий
591,heiß::A,vròč,гарячий
592,warm::A,tôpel,теплий
593,kalt::A,mŕzel,холодний
594,kalt::A,hláden,холодний
595,kühl::A,hláden,прохолодний
596,frisch::A,svéž,свіжий
597,feucht::A,vlážen,вогкий
598,nass::A,móker,мокрий
599,trocken::A,súh,сухий
600,voll::A,póln,повний
601,leer::A,prázen,пустий
602,offen::A,odpŕt,відкритий
603,geschlossen::A,zapŕt,закритий
604,geschlossen::A,zapŕt,зачинений
605,sauber::A,číst,чистий
606,sauber::A,číst,охайний
607,sauber::A,líčen,чистий
608,sauber::A,líčen,охайний
609,schmutzig::A,umázan,брудний
610,roh::A,suròv,сирий
611,reif::A,zrèl,зрілий
612,lecker::A,okúsen,смачний
613,süß::A,sládek,солодкий
614,bitter::A,grenák,гіркий
615,sauer::A,kísel,кислий
616,hell::A,svetèl,світлий
617,dunkel::A,temèn,темний
618,schwarz::A,čŕn,чорний
619,weiß::A,bél,сивий
620,rot::A,rdèč,червоний
621,gelb::A,žólt,жовтий
622,gelb::A,rumèn,жовтий
623,blau::A,móder,синій
624,grün::A,zelèn,зелений
625,grau::A,sív,сірий
626,bunt::A,písan,барвистий
627,billig::A,pocéni,дешевий
628,teuer::A,drág,дорогий
629,wertvoll::A,dragocén,цінний
630,blind::A,slép,сліпий
631,taub::A,glúh,глухий
632,kräftig::A,močán,могутній
633,stark::A,ják,сильний
634,schwach::A,šíbek,слабкий
635,fett::A,dêbel,жирний
636,fett::A,dêbel,товстий
637,schlank::A,vítek,тонкий
638,schlank::A,vítek,стрункий
639,hübsch::A,lép,чарівний
640,böse::A,zèl,злий
641,böse::A,zèl,лихий
642,böse::A,hudôben,злий
643,böse::A,hudôben,лихий
644,dumm::A,glúp,дурний
645,dumm::A,bédast,дурний
646,faul::A,lén,ледачий
647,fleißig::A,marljív,старанний
648,geizig::A,škŕt,скупий
649,klug::A,pámeten,мудрий
650,klug::A,pámeten,розумний
651,geschickt::A,spréten,умілий
652,lieb::A,míl,милий
653,lieb::A,ljúb,милий
654,lustig::A,vesél,веселий
655,sanft::A,láhek,лагідний
656,hungrig::A,láčen,голодний
657,krank::A,bolán,слабий
658,nackt::A,nág,голий
659,traurig::A,túžen,сумний
660,lebendig::A,žív,живий
661,gut::A,dóber,добрий
662,schlecht::A,malopríden,поганий
663,schlecht::A,malopríden,кепський
664,richtig::A,pravílen,правильний
665,schlimm::A,húd,бридкий
666,wahr::A,resníčen,справжній
667,alt::A,stàr,старий
668,neu::A,nòv,новий
669,ehemalig::A,nekdánji,колишній
670,alt[Lebewesen]::A,stàr,старий
671,jung::A,mlád,молодий
672,arm::A,ubóg,бідний
673,arm::A,réven,бідний
674,reich::A,bogàt,багатий
675,bekannt::A,znán,знайомий
676,berühmt::A,sláven,славетний
677,berühmt::A,znamenít,славетний
678,fremd::A,túj,чужий
679,verschieden::A,razlíčen,різний
680,nah::A,blížnji,близький
681,fern::A,dáleč,далекий
682,linker::A,lévi,лівий
683,rechter::A,désni,правий
684,anderer::A,drúgi,інакший
685,erster::A,pŕvi,перший
686,zweiter::A,drúgi,другий
687,dritter::A,trétji,третій
688,letzter::A,poslédnji,останній
689,allein::ADV,sám,сам
690,allein::ADV,sám,один
691,auf einmal::ADV,obênem,відразу
692,zusammen::ADV,skúpaj,разом
693,zusammen::ADV,skúpaj,спільно
694,lange::ADV,dólgo,довго
695,plötzlich::ADV,náglo,раптом
696,plötzlich::ADV,nenádoma,раптом
697,sofort::ADV,prècej,зараз
698,später::ADV,poznêje,пізніше
699,jetzt::ADV,zdàj,тепер
700,heute::ADV,dánes,сьогодні
701,morgen::ADV,jútri,завтра
702,bald::ADV,kmálu,незабаром
703,dann::ADV,nató,потім
704,gestern::ADV,včéraj,вчора
705,einst::ADV,nékdaj,колись
706,damals::ADV,tedàj,тоді
707,damals::ADV,takràt,тоді
708,danach::ADV,potèm,згодом
709,vorher::ADV,poprèj,раніше
710,zuerst::ADV,spŕva,спершу
711,zuerst::ADV,spŕva,спочатку
712,einmal::ADV,ênkrat,один раз
713,manchmal::ADV,včásih,іноді
714,manchmal::ADV,včásih,інколи
715,oft::ADV,pogósto,часто
716,immer::ADV,védno,завжди
717,immer::ADV,zméraj,завжди
718,niemals::ADV,nikdàr,ніколи
719,hier::ADV,tù,тут
720,hier::ADV,túkaj,тут
721,hierhin::ADV,sèmkaj,сюди
722,von hier::ADV,od tú,звідси
723,dort::ADV,tàm,там
724,dorthin::ADV,tjà,туди
725,geradeaus::ADV,rávno napréj,прямо
726,vorwärts::ADV,napréj,вперед
727,rückwärts::ADV,zádaj,назад
728,zurück::ADV,nazáj,назад
729,unten::ADV,dôli,внизу
730,unten::ADV,spôdaj,внизу
731,hinab::ADV,dôl,вниз
732,oben::ADV,gôri,вгорі
733,oben::ADV,zgôraj,вгорі
734,hinauf::ADV,gôr,вгору
735,überall::ADV,povsód,скрізь
736,nicht::ADV,ne,не
737,ein wenig::ADV,málo,трохи
738,ein wenig::ADV,málo,небагато
739,kaum::ADV,kómaj,ледве
740,sehr::ADV,zeló,дуже
741,so::ADV,takó,так
742,noch::ADV,še,ще
743,nur::ADV,samó,лише
744,nur::ADV,samó,тільки
745,schon::ADV,žè,вже
746,wieder::ADV,spét,знову
747,vergebens::ADV,zamàn,дарма
748,vergebens::ADV,zastónj,дарма
749,vor::PRP,pred,перед
750,hinter::PRP,za,ззаду
751,hinter::PRP,za,позаду
752,unter::PRP,pod,під
753,durch::PRP,skózi,крізь
754,neben::PRP,kràj,біля
755,neben::PRP,póleg,біля
756,zwischen::PRP,med,між
757,zwischen::PRP,izmed,між
758,wegen::PRP,zarádi,з-за
759,wegen::PRP,zarádi,через
760,dies::PRN,tó,це
761,das::PRN,tó,то
762,alles::PRN,vsè,все
763,ich::PRN,jàz,я
764,du::PRN,tí,ти
765,er::PRN,òn,він
766,wir::PRN,mí,ми
767,ihr::PRN,ví,ви
768,sie::PRN,ôni,вони
769,was::FPRN,káj,що
770,wer::FPRN,kdó,хто
771,wo::FADV,kjé,де
772,wohin::FADV,kám,куди
773,wie::FADV,kakó,як
774,warum::FADV,zakáj,чому
775,wieviel::FNUM,kóliko,скільки
776,eins::NUM,êden,один
777,zwei::NUM,dvá,два
778,drei::NUM,trí,три
779,vier::NUM,štíri,чотири
780,fünf::NUM,pét,п’ять
781,sechs::NUM,šést,шість
782,sieben::NUM,sédem,сім
783,acht::NUM,ósem,вісім
784,neun::NUM,devét,дев’ять
785,zehn::NUM,desét,десять
786,elf::NUM,enájst,одинадцять
787,zwölf::NUM,dvánajst,дванадцять
788,zwanzig::NUM,dvájset,двадцять
789,dreißig::NUM,trídeset,тридцять
790,vierzig::NUM,štírideset,сорок
791,fünfzig::NUM,pétdeset,п’ятдесят
792,sechzig::NUM,šéstdeset,шістдесят
793,siebzig::NUM,sédemdeset,сімдесят
794,achtzig::NUM,ósemdeset,вісімдесят
795,neunzig::NUM,devétdeset,дев’яносто
796,hundert::NUM,stó,сто
797,tausend::NUM,tísoč,тисяча
798,und::CNJ,in,і
799,oder::CNJ,áli,або
800,stehen::V,státi,стояти
801,sitzen::V,sedéti,сидіти
802,liegen::V,ležáti,лежати
803,hängen::V,viséti,висіти
804,werden::V,postáti,стати
805,werden::V,postáti,робитися
806,passieren::V,zgodíti se,трапитися
807,beginnen::V,začéti se,початися
808,enden::V,končáti se,кінчитися
809,wechseln::V,ménjati se,мінятися
810,aufgehen[Sonne]::V,vzíti,зійти
811,untergehen[Sonne]::V,zaíti,зайти
812,scheinen[Sonne]::V,sijáti,світити
813,donnern::V,grméti,гриміти
814,wehen::V,píhati,віяти
815,strömen::V,líti,литися
816,fließen::V,têči,текти
817,sich drehen::V,vrtéti se,обертатися
818,schwanken::V,kolébati,коливатися
819,schwingen::V,níhati,хитатися
820,schwingen::V,níhati,гойдатися
821,fallen::V,pádati,падати
822,brennen::V,goréti,горіти
823,rauchen::V,kadíti se,диміти
