,Concept_ID,ro,bn
210,Falle::N,cursă,ফাঁদ
211,Falle::N,capcană,ফাঁদ
212,Schlinge::N,laț,পাশ
213,Spur::N,dâră,চিহ্ন
214,Asche::N,cenușă,ভস্ম
215,Dreck::N,noroi,ময়লা
216,Dreck::N,murdărie,ময়লা
217,Eisen::N,fier,লোহা
218,Gold::N,aur,স্বর্ণ
219,Silber::N,argint,রৌপ্য
220,Kohle::N,cărbune,অঙ্গার
221,Glas::N,sticlă,কাচ
222,Lehm::N,lut,মৃত্তিকা
223,Lehm::N,humă,মৃত্তিকা
224,Sand::N,nisip,বালি
225,Mensch::N,om,নর
226,Mensch::N,om,মানুষ
227,Mensch::N,persoană,নর
228,Mensch::N,persoană,মানুষ
229,Mann::N,om,মানুষ
230,Mann::N,bărbat,মানুষ
231,Frau::N,femeie,নারী
232,Kind::N,copil,বাচ্চা
233,Junge::N,băiat,ছেলে
234,Junge::N,flăcău,ছেলে
235,Mädchen::N,fată,মেয়ে
236,Familie::N,familie,পরিবার
237,Großvater::N,bunic,মাতামহ
238,Großvater::N,tată mare,মাতামহ
239,Großmutter::N,bunică,মাতামহী
240,Großmutter::N,mamă mare,মাতামহী
241,Eltern::N,părinți,মাতাপিতা
242,Vater::N,tată,পিতা
243,Vater::N,părinte,পিতা
244,Mutter::N,mamă,মাতা
245,Sohn::N,fiu,ছেলে
246,Sohn::N,fecior,ছেলে
247,Tochter::N,fiică,মেয়ে
248,Bruder::N,frate,দাদা
249,Schwester::N,soră,বোন
250,Schwester::N,soră,দিদি
251,Onkel::N,unchi,মামা
252,Tante::N,mătușă,মাসী
253,Ehemann::N,soț,স্বামী
254,Ehemann::N,bărbat,স্বামী
255,Ehefrau::N,soție,পত্নী
256,Freude::N,bucurie,উল্লাস
257,Gelächter::N,râset,হাসি
258,Glück::N,fericire,সুখ
259,Kummer::N,mâhnire,দুঃখ
260,Wunsch::N,dorință,আকাঙ্ক্ষা
261,Wunsch::N,deziderat,আকাঙ্ক্ষা
262,Lust::N,poftă,বাসনা
263,Lust::N,înclinare,বাসনা
264,Geist::N,duh,আত্না
265,Geist::N,minte,আত্না
266,Geist::N,suflet,আত্না
267,Gedanke::N,gând,চিন্তা
268,Gedanke::N,cuget,চিন্তা
269,Gedächtnis::N,memorie,স্মরণশক্তি
270,Verstand::N,minte,মন
271,Verstand::N,intelect,মন
272,Sinn::N,sens,পদার্থ
273,Sinn::N,înțeles,পদার্থ
274,Grund::N,cauză,কারণ
275,Grund::N,pricină,কারণ
276,Wahrheit::N,adevăr,সত্য
277,Gespräch::N,convorbire,কথাবার্তা
278,Gespräch::N,conversație,কথাবার্তা
279,Märchen::N,basm,রূপকথা
280,Märchen::N,poveste,রূপকথা
281,Erzählung::N,poveste,গল্প
282,Nachricht::N,veste,তথ্য
283,Neuigkeit::N,noutate,খবরাখবর
284,Neuigkeit::N,actualitate,খবরাখবর
285,Name::N,nume,নাম
286,Rätsel::N,ghicitoare,ধাঁধা
287,Rede::N,discurs,বক্তৃতা
288,Sprache::N,limbă,ভাষা
289,Sprache::N,limbaj,ভাষা
290,Stimme::N,glas,স্বর
291,Wort::N,cuvânt,শব্দ
292,Zeichen::N,semn,প্রতীক
293,Zeichen::N,semnal,প্রতীক
294,Ruf::N,chemare,ডাক
295,Lärm::N,zgomot,হৈচৈ
296,Lärm::N,tărăboi,হৈচৈ
297,Laut::N,sunet,ধ্বনি
298,Ton::N,ton,স্বর
299,Lied::N,cântec,গান
300,Ruhe::N,odihnă,শান্তি
301,Ruhe::N,liniște,শান্তি
302,Leute::N,lume,প্রজাপুঞ্জ
303,Leute::N,oameni,প্রজাপুঞ্জ
304,Volk::N,popor,জাতি
305,Volk::N,națiune,জাতি
306,Arbeit::N,lucru,চাকরি
307,Gast::N,musafir,অতিথি
308,Geschenk::N,dar,উপহার
309,Geschenk::N,cadou,উপহার
310,Spiel::N,joc,খেলা
311,Gesellschaft::N,societate,সঙ্গিগণ
312,Hilfe::N,ajutor,সাহায্য
313,Freund::N,amic,বন্ধু
314,Freund::N,prieten,বন্ধু
315,Kamerad::N,tovarăș,সঙ্গী
316,Angelegenheit::N,afacere,বিষয়
317,Anzahl::N,număr,পরিমাণ
318,Anzahl::N,cantitate,পরিমাণ
319,Art::N,fel,রকম
320,Art::N,specie,রকম
321,Stück::N,bucată,টুকরো
322,Teil::N,parte,অংশ
323,Teil::N,porție,অংশ
324,Hälfte::N,jumătate,অর্ধেক
325,Kreis::N,cerc,বৃত্ত
326,Kreuz::N,cruce,ক্রুশ
327,Linie::N,linie,রেখা
328,Strich::N,linie,কষি
329,Strich::N,trăsătură,কষি
330,Abstand::N,distanță,ফাঁক
331,Abstand::N,depărtare,ফাঁক
332,Entfernung::N,distanță,ব্যবধান
333,Entfernung::N,depărtare,ব্যবধান
334,Gegend::N,regiune,ক্ষেত্র
335,Platz::N,loc,জায়গা
336,Ort::N,loc,স্থান
337,Seite::N,latură,পার্শ্ব
338,Mitte::N,centru,মধ্য
339,Gegenstand::N,obiect,জিনিস
340,Sache::N,lucru,বস্তু
341,Sache::N,chestie,বস্তু
342,Rand::N,bordură,কানা
343,Kante::N,muchie,ধার
344,Kante::N,bordură,ধার
345,Ecke::N,colț,কোণ
346,Spitze::N,vârf,ডগা
347,Spitze::N,creștet,ডগা
348,Ende::N,capăt,প্রান্ত
349,Loch::N,gaură,গর্ত
350,Winkel::N,colț,কোণ
351,Muster::N,desen,নমুন্
352,Größe::N,mărime,আয়তন
353,Länge::N,lungime,দৈর্ঘ্য
354,Höhe::N,înălțime,উচ্চতা
355,Gewicht::N,greutate,ওজন
356,Menge::N,cantitate,পরিমাণ
357,Haufen::N,grămadă,পুঞ্জ
358,Reihe::N,șir,শ্রেণী
359,Reihe::N,rând,শ্রেণী
360,Boot::N,barcă,নৌকা
361,Boot::N,luntre,নৌকা
362,Ruder::N,vâslă,দাঁড়
363,Ruder::N,lopată,দাঁড়
364,Schlitten::N,sanie,স্নেজ্-গাড়ি
365,Ski::N,schi,শী
366,Lagerfeuer::N,foc de tabără,অগ্নি
367,Last::N,povară,বোঝা
368,Last::N,sarcină,বোঝা
369,Gang::N,mers,হণ্টন
370,Gang::N,umblet,হণ্টন
371,Schritt::N,pas,পদ
372,Norden::N,nord,উত্তরদিক্
373,Norden::N,miazănoapte,উত্তরদিক্
374,Süden::N,sud,দক্ষিণদিক
375,Süden::N,miazăzi,দক্ষিণদিক
376,Westen::N,apus,পশ্চিমদিক্
377,Osten::N,est,পূর্বদিক
378,Osten::N,răsărit,পূর্বদিক
379,Holz::N,lemn,কাঠ
380,Brett::N,scândură,তক্তা
381,Platte::N,placă,ফলক
382,Stütze::N,proptea,নাগদণ্ড
383,Stange::N,bară,দণ্ড
384,Stange::N,prăjină,দণ্ড
385,Stock::N,băț,ছড়ি
386,Stock::N,baston,ছড়ি
387,Stab::N,baston,যষ্টি
388,Stab::N,prăjină,যষ্টি
389,Rohr::N,tub,নল
390,Rohr::N,țeavă,নল
391,Haus::N,casă,ঘর
392,Heim::N,casă,বাসা
393,Heim::N,cămin,বাসা
394,Ofen::N,sobă,স্টোভ্
395,Fußboden::N,podea,গহতল
396,Fußboden::N,dușumea,গহতল
397,Tisch::N,masă,মেজ
398,Tisch::N,masă,টেবিল
399,Stuhl::N,scaun,চেয়ার
400,Stuhl::N,scaun,কেদারা
401,Wiege::N,leagăn,দোলনা
402,Bett::N,pat,শয্যা
403,Regal::N,rafturi,তাক
404,Kiste::N,ladă,বাক্স
405,Kiste::N,cutie,বাক্স
406,Fenster::N,fereastră,জানালা
407,Tür::N,ușă,দ্বার
408,Tor::N,poartă,দ্বার
409,Zaun::N,gard,বেড়া
410,Dach::N,acoperiș,ছাদ
411,Leiter::N,scară,মই
412,Besen::N,mătură,গুল্মবিশেষ
413,Spaten::N,cazma,কোদাল
414,Spaten::N,hârleț,কোদাল
415,Schaufel::N,lopată,বেলচা
416,Gabel::N,furculiță,কাঁটা
417,Löffel::N,lingură,চামচ
418,Messer::N,cuțit,ছুরি
419,Nagel::N,cui,পেরেক
420,Netz::N,plasă,জাল
421,Haken::N,cârlig,কাচি
422,Griff::N,mâner,হাতল
423,Schloss::N,lacăt,তালা
424,Bild::N,tablou,ছবি
425,Bild::N,tablou,চিত্র
426,Bild::N,imagine,ছবি
427,Bild::N,imagine,চিত্র
428,Figur::N,chip,আকার
429,Figur::N,figură,আকার
430,Puppe::N,păpușă,পুতুল
431,Beutel::N,pungă,বটুয়া
432,Beutel::N,săculeț,বটুয়া
433,Bündel::N,mănunchi,আঁটি
434,Tasche::N,geantă,থলি
435,Eimer::N,găleată,বাল্তি
436,Deckel::N,capac,আবরণ
437,Geschirr::N,vase,থালা-বাসন
438,Geschirr::N,tacâmuri,থালা-বাসন
439,Sack::N,sac,বস্তা
440,Tasse::N,ceașcă,কাপ
441,Topf::N,oală,পাত্র
442,Kessel::N,cazan,কেটলি
443,Kessel::N,căldare,কেটলি
444,Essen::N,mâncare,আহার
445,Nahrung::N,hrană,খাদ্য
446,Nahrung::N,aliment,খাদ্য
447,Speise::N,bucate,খাদ্য
448,Speise::N,fel de bucate,খাদ্য
449,Fleisch::N,carne,মাংস
450,Getreide::N,cereale,শস্য
451,Brei::N,pireu,মণ্ড
452,Brot::N,pâine,রুটি
453,Scheibe::N,felie,ফালি
454,Scheibe::N,bucată,ফালি
455,Fett::N,untură,মেদ
456,Fett::N,grăsime,মেদ
457,Butter::N,unt,মাখন
458,Öl::N,ulei,তৈল
459,Salz::N,sare,নুন
460,Suppe::N,supă,শুরুয়া
461,Suppe::N,ciorbă,শুরুয়া
462,Honig::N,miere,মধু
463,Milch::N,lapte,দুধ
464,Tee::N,ceai,চা
465,Leder::N,piele,পাকা চামড়া
466,Wolle::N,lână,পশম
467,Stoff::N,stofă,বস্ত্র
468,Nadel::N,ac,সুচ
469,Faden::N,ață,সূত্র
470,Knopf::N,buton,বোতাম
471,Knoten::N,nod,গিঁট
472,Farbe::N,vopsea,রং
473,Kleidung::N,haine,কাপড়
474,Kleidung::N,îmbrăcăminte,কাপড়
475,Hemd::N,cămașă,শার্ট
476,Kragen::N,guler,গলবন্ধ
477,Ärmel::N,mânecă,আস্তিন্
478,Hose::N,pantaloni,ট্রাউজার
479,Gürtel::N,cordon,কটিবন্ধ
480,Mütze::N,șapcă,টুপি
481,Schuh::N,gheată,জুতো
482,Stiefel::N,cizmă,বুট
483,Ring::N,inel,আংটি
484,Ring::N,verigă,আংটি
485,Band::N,panglică,ফিতা
486,Band::N,șiret,ফিতা
487,Kamm::N,pieptene,চিরুনি
488,Spiegel::N,oglindă,আয়না
489,Riemen::N,curea,চাবুক
490,Schnur::N,funie,দড়ি
491,Schnur::N,sfoară,দড়ি
492,Leine::N,lesă,শিকল
493,Leine::N,curea,শিকল
494,Decke::N,pătură,কম্বল
495,Kissen::N,pernă,উপাধান
496,Tuch::N,batic,বস্ত্র
497,Handtuch::N,prosop,তোয়ালে
498,Handtuch::N,ștergar,তোয়ালে
499,Kraft::N,forță,জোর
500,Kraft::N,putere,জোর
501,Stärke::N,tărie,শক্তি
502,Stärke::N,vigoare,শক্তি
503,Gesundheit::N,sănătate,স্বাস্থ্য
504,Krankheit::N,boală,অসুখ
505,Krankheit::N,boală,ব্যামো
506,Krankheit::N,maladie,অসুখ
507,Krankheit::N,maladie,ব্যামো
508,Schmerz::N,durere,যন্ত্রণা
509,Wunde::N,rană,ক্ষত
510,Fieber::N,febră,জ্বর
511,Arznei::N,leac,ঔষধ
512,Arznei::N,medicament,ঔষধ
513,Brücke::N,pod,সেতু
514,Brücke::N,punte,সেতু
515,Brunnen::N,puț,কূপ
516,Weide::N,izlaz,পশুচারণভূমি
517,Weide::N,pășune,পশুচারণভূমি
518,Pfad::N,cărare,পথ
519,Weg::N,drum,পথ
520,Straße::N,cale,রাস্তা
521,Straße::N,stradă,রাস্তা
522,Dorf::N,sat,গ্রাম
523,Stadt::N,oraș,শহর
524,Brief::N,scrisoare,চিঠি
525,Buch::N,carte,বই
526,Buchstabe::N,literă,অক্ষর
527,Buchstabe::N,caracter,অক্ষর
528,Zeitung::N,ziar,সংবাদপত্র
529,Zeitung::N,gazetă,সংবাদপত্র
530,Leben::N,viață,জীবন
531,Tod::N,moarte,মৃত্যু
532,Grab::N,groapă,কবর
533,Grab::N,mormânt,কবর
534,Kirche::N,biserică,গির্জা
535,Sünde::N,păcat,পাপ
536,Gott::N,zeu,দেবতা
537,Arbeiter::N,muncitor,শ্রমিক
538,Chef::N,șef,নেতা
539,Meister::N,meșter,ব্যক্তি
540,Meister::N,maestru,ব্যক্তি
541,Arzt::N,medic,চিকিৎসক
542,Arzt::N,doctor,চিকিৎসক
543,Lehrer::N,profesor,অধ্যাপক
544,Lehrer::N,învățător,অধ্যাপক
545,Geld::N,bani,মুদ্রা
546,Geld::N,bani,টাকাপয়সা
547,Geld::N,parale,মুদ্রা
548,Geld::N,parale,টাকাপয়সা
549,Geschäft::N,treabă,ব্যস্ততা
550,Geschäft::N,afacere,ব্যস্ততা
551,Laden::N,magazin,দোকান
552,Laden::N,prăvălie,দোকান
553,Preis::N,preț,মূল্য
554,Ware::N,marfă,পণ্যদ্রব্য
555,Nutzen::N,folos,সুবিধা
556,Nutzen::N,profit,সুবিধা
557,Reichtum::N,avuție,ধনদৌলত
558,Reichtum::N,bogăție,ধনদৌলত
559,Welt::N,lume,জগৎ
560,Land::N,țară,খেত
561,Staat::N,stat,রাষ্ট্র
562,König::N,rege,রাজা
563,Macht::N,putere,প্রভাব
564,Macht::N,putință,প্রভাব
565,Grenze::N,hotar,সীমা
566,Grenze::N,graniță,সীমা
567,Grenze::N,frontieră,সীমা
568,Krieg::N,război,যুদ্ধ
569,Feind::N,dușman,শত্রু
570,Gewalt::N,violență,জোর
571,Kampf::N,luptă,লড়াই
572,Bogen[Waffe]::N,arc,ধনুক
573,Pfeil::N,săgeată,বাণ
574,Gewehr::N,armă,বন্দুক
575,Gewehr::N,pușcă,বন্দুক
576,Fehler::N,eroare,ভুল
577,Fehler::N,greșeală,ভুল
578,Lüge::N,minciună,মিথ্যা
579,Schaden::N,daună,ক্ষতি
580,Schaden::N,pagubă,ক্ষতি
581,Unglück::N,nenorocire,দুর্ভাগ্য
582,Schuld::N,vină,অপরাধ
583,Alter::N,etate,আয়ু
584,Alter::N,vârstă,আয়ু
585,Schluss::N,sfârșit,শেষ
586,Zeit::N,timp,সময়
587,Zeit::N,vreme,সময়
588,Tag::N,zi,দিন
589,Morgen::N,dimineață,সকাল
590,Mittag::N,prânz,মধ্যাহু
591,Mittag::N,amiază,মধ্যাহু
592,Abend::N,seară,সন্ধ্যা
593,Nacht::N,noapte,রাত্রি
594,Woche::N,săptămână,সপ্তাহ
595,Monat::N,lună,মাস
596,Jahr::N,an,সৌরবর্ষ
597,Frühling::N,primăvară,বসন্তকাল
598,Sommer::N,vară,গ্রীষ্মকাল
599,Herbst::N,toamnă,শরংঋতু
600,Winter::N,iarnă,শীতকাল
601,Januar::N,ianuarie,জানুয়ারী
602,Februar::N,februarie,ফেব্রুয়ারী
603,März::N,martie,মার্চ
604,April::N,aprilie,এপ্রিল
605,Mai::N,mai,মে
606,Juni::N,iunie,জুন
607,Juli::N,iulie,জুলাই
608,August::N,august,অগাস্ট
609,September::N,septembrie,সেপ্টেম্বর
610,Oktober::N,octombrie,অক্টোবর
611,November::N,noiembrie,নভেম্বর
612,Dezember::N,decembrie,ডিসেম্বর
613,Montag::N,luni,সোমবার
614,Dienstag::N,marți,মঙ্গলবার
615,Mittwoch::N,miercuri,বুধবার
616,Donnerstag::N,joi,বৃহম্পতিবার
617,Freitag::N,vineri,শুক্রবার
618,Samstag::N,sâmbătă,শনিবার
619,Sonntag::N,duminică,রবিবার
620,groß::A,mare,বৃহৎ
621,klein::A,mic,ছোট
622,lang::A,lung,দীর্ঘ
623,kurz::A,scurt,খর্ব
624,kurz::A,scurt,হ্রস্ব
625,breit::A,lat,চওড়া
626,breit::A,larg,চওড়া
627,schmal::A,strâmt,সরু
628,dicht::A,des,ঘন
629,dick[Gegenstand]::A,gros,পুরু
630,dünn::A,subțire,কৃশ
631,fein::A,fin,সূক্ষ্ম
632,fein::A,subțire,সূক্ষ্ম
633,fest::A,tare,দৃঢ়
634,fest::A,solid,দৃঢ়
635,flach::A,șes,সমতল
636,flach::A,plan,সমতল
637,glatt::A,lins,মসৃণ
638,hart::A,dur,শক্ত
639,weich::A,moale,নরম
640,rund::A,rotund,গোলাকার
641,rund::A,circular,গোলাকার
642,spitz::A,ascuțit,তীক্ষ্ন
643,scharf::A,tăios,শাণিত
644,scharf::A,ascuțit,শাণিত
645,stumpf::A,tocit,ভোঁতা
646,schwer::A,greu,ভারী
647,schön::A,frumos,সুন্দর
648,heiß::A,cald,গরম
649,heiß::A,fierbinte,গরম
650,warm::A,cald,ঈষদুষ্ণ
651,warm::A,fierbinte,ঈষদুষ্ণ
652,kalt::A,rece,ঠাণ্ডা
653,kühl::A,rece,শীতল
654,kühl::A,răcoros,শীতল
655,frisch::A,răcoros,তাজা
656,frisch::A,proaspăt,তাজা
657,feucht::A,umed,ভিজা
658,feucht::A,jilav,ভিজা
659,nass::A,ud,ভিজা
660,trocken::A,sec,শুষ্ক
661,trocken::A,uscat,শুষ্ক
662,voll::A,plin,পূর্ণ
663,leer::A,gol,খালি
664,offen::A,deschis,খোলা
665,geschlossen::A,închis,বন্ধ
666,sauber::A,curat,নির্মল
667,schmutzig::A,murdar,নোংরা
668,roh::A,crud,কাঁচা
669,reif::A,copt,পাকা
670,lecker::A,gustos,সুস্বাদ
671,süß::A,dulce,মিষ্ট
672,bitter::A,amar,তিক্ত
673,sauer::A,acru,টক
674,hell::A,clar,উজ্জ্বল
675,hell::A,luminos,উজ্জ্বল
676,dunkel::A,obscur,অন্ধকারময়
677,dunkel::A,întunecos,অন্ধকারময়
678,schwarz::A,negru,কালো
679,weiß::A,alb,সাদা
680,rot::A,roșu,লাল
681,gelb::A,galben,হলদে
682,blau::A,albastru,নীল
683,grün::A,verde,সবুজ
684,grau::A,gri,ছাই-রঙা
685,grau::A,cenușiu,ছাই-রঙা
686,bunt::A,colorat,রঙিন
687,billig::A,ieftin,সস্তা
688,teuer::A,scump,আক্রা
689,wertvoll::A,prețios,মহার্ঘ
690,blind::A,orb,কানা
691,taub::A,surd,বধির
692,kräftig::A,tare,বিশাল
693,kräftig::A,forte,বিশাল
694,kräftig::A,robust,বিশাল
695,stark::A,viguros,শক্তিশালী
696,stark::A,puternic,শক্তিশালী
697,schwach::A,slab,দুর্বল
698,schwach::A,debil,দুর্বল
699,fett::A,gras,মোটা
700,schlank::A,zvelt,কৃশ
701,hübsch::A,drăguț,সুন্দর
702,böse::A,rău,খারাপ
703,böse::A,răutăcios,খারাপ
704,dumm::A,nerod,মূর্খ
705,dumm::A,tâmpit,মূর্খ
706,faul::A,leneș,শ্রমবিমুখ
707,fleißig::A,harnic,পরিশ্রমী
708,fleißig::A,sârguincios,পরিশ্রমী
709,geizig::A,calic,ব্যয়কুণ্ঠ
710,geizig::A,zgârcit,ব্যয়কুণ্ঠ
711,klug::A,isteț,দক্ষ
712,klug::A,deștept,দক্ষ
713,geschickt::A,dibaci,পটু
714,lieb::A,drag,প্রেয়
715,lieb::A,iubit,প্রেয়
716,lustig::A,vesel,প্রফুল্ল
717,sanft::A,blând,নম্র
718,sanft::A,blajin,নম্র
719,hungrig::A,flămând,ক্ষুধার্ত
720,krank::A,bolnav,অসুস্থ
721,nackt::A,gol,উলঙ্গ
722,traurig::A,trist,দুঃখিত
723,traurig::A,mâhnit,দুঃখিত
724,lebendig::A,viu,জীবিত
