,Concept_ID,hy,ro
215,Schmetterling::N,թիթեռ,fluture
216,Beere::N,հատապտուղ,boabă
217,Apfel::N,խնձոր,măr
218,Pilz::N,սունկ,burete
219,Pilz::N,սունկ,ciupercă
220,Zwiebel::N,սոխ,ceapă
221,Saat::N,սերմ,semănătură
222,Korn::N,հատիկ,grâu
223,Heu::N,խոտ,fân
224,Schale::N,կեղեւ,coajă
225,Grube::N,փոս,groapă
226,Falle::N,ծուղակ,cursă
227,Falle::N,ծուղակ,capcană
228,Schlinge::N,խեղդան,laț
229,Spur::N,հետք,dâră
230,Asche::N,մոխիր,cenușă
231,Dreck::N,աղտ,noroi
232,Dreck::N,աղտ,murdărie
233,Eisen::N,երկաթ,fier
234,Gold::N,ոսկի,aur
235,Silber::N,արծաթ,argint
236,Kohle::N,քարածուխ,cărbune
237,Glas::N,ապակի,sticlă
238,Lehm::N,կավ,lut
239,Lehm::N,կավ,humă
240,Sand::N,ավազ,nisip
241,Mensch::N,մարդ,om
242,Mensch::N,մարդ,persoană
243,Mann::N,մարդ,om
244,Mann::N,մարդ,bărbat
245,Mann::N,տղամարդ,om
246,Mann::N,տղամարդ,bărbat
247,Frau::N,կին,femeie
248,Kind::N,զավակ,copil
249,Junge::N,տղա,băiat
250,Junge::N,տղա,flăcău
251,Mädchen::N,աղջիկ,fată
252,Familie::N,ընտանիք,familie
253,Großvater::N,պապ,bunic
254,Großvater::N,պապ,tată mare
255,Großmutter::N,տատ,bunică
256,Großmutter::N,տատ,mamă mare
257,Eltern::N,ծնողներ,părinți
258,Vater::N,հայր,tată
259,Vater::N,հայր,părinte
260,Mutter::N,մայր,mamă
261,Sohn::N,որդի,fiu
262,Sohn::N,որդի,fecior
263,Tochter::N,աղջիկ,fiică
264,Tochter::N,դուստր,fiică
265,Bruder::N,եղբայր,frate
266,Schwester::N,քույր,soră
267,Onkel::N,քեռի,unchi
268,Onkel::N,հորեղբայր,unchi
269,Tante::N,մորաքույր,mătușă
270,Ehemann::N,մարդ,soț
271,Ehemann::N,մարդ,bărbat
272,Ehemann::N,ամուսին,soț
273,Ehemann::N,ամուսին,bărbat
274,Ehefrau::N,կին ամուսին,soție
275,Freude::N,ուրախություն,bucurie
276,Gelächter::N,ծիծաղ,râset
277,Glück::N,երջանկություն,fericire
278,Kummer::N,վիշտ,mâhnire
279,Wunsch::N,ցանկություն,dorință
280,Wunsch::N,ցանկություն,deziderat
281,Lust::N,փափագ,poftă
282,Lust::N,փափագ,înclinare
283,Lust::N,իղձ,poftă
284,Lust::N,իղձ,înclinare
285,Geist::N,ոգի,duh
286,Geist::N,ոգի,minte
287,Geist::N,ոգի,suflet
288,Gedanke::N,միտք,gând
289,Gedanke::N,միտք,cuget
290,Gedächtnis::N,հիշողություն,memorie
291,Verstand::N,խելք,minte
292,Verstand::N,խելք,intelect
293,Sinn::N,իմաստ,sens
294,Sinn::N,իմաստ,înțeles
295,Grund::N,պատճառ,cauză
296,Grund::N,պատճառ,pricină
297,Wahrheit::N,ճշմարտություն,adevăr
298,Gespräch::N,զրույց,convorbire
299,Gespräch::N,զրույց,conversație
300,Märchen::N,պայիկի պատմություն,basm
301,Märchen::N,պայիկի պատմություն,poveste
302,Erzählung::N,պատմվածք,poveste
303,Erzählung::N,պատմություն,poveste
304,Nachricht::N,հաղորդագրություն,veste
305,Neuigkeit::N,լուր,noutate
306,Neuigkeit::N,լուր,actualitate
307,Neuigkeit::N,նորություն,noutate
308,Neuigkeit::N,նորություն,actualitate
309,Name::N,անուն,nume
310,Rätsel::N,բարդ խնդիր,ghicitoare
311,Rede::N,ճառ,discurs
312,Rede::N,ելույթ,discurs
313,Sprache::N,լեզու,limbă
314,Sprache::N,լեզու,limbaj
315,Stimme::N,ձայն,glas
316,Wort::N,բառ,cuvânt
317,Zeichen::N,նշան,semn
318,Zeichen::N,նշան,semnal
319,Ruf::N,կոչ,chemare
320,Ruf::N,կանչ,chemare
321,Lärm::N,աղմուկ,zgomot
322,Lärm::N,աղմուկ,tărăboi
323,Laut::N,հնչյուն,sunet
324,Laut::N,ձայն,sunet
325,Ton::N,տոն,ton
326,Lied::N,երգ,cântec
327,Ruhe::N,անդորրություն,odihnă
328,Ruhe::N,անդորրություն,liniște
329,Leute::N,մարդիկ,lume
330,Leute::N,մարդիկ,oameni
331,Volk::N,ազգ,popor
332,Volk::N,ազգ,națiune
333,Arbeit::N,գործ,lucru
334,Arbeit::N,աշխատանք,lucru
335,Gast::N,հյուր,musafir
336,Geschenk::N,նվեր,dar
337,Geschenk::N,նվեր,cadou
338,Spiel::N,խաղ,joc
339,Gesellschaft::N,ընկերություն,societate
340,Hilfe::N,օգնությթուն,ajutor
341,Freund::N,ընկեր,amic
342,Freund::N,ընկեր,prieten
343,Freund::N,բարեկամ,amic
344,Freund::N,բարեկամ,prieten
345,Kamerad::N,ուղեկից,tovarăș
346,Angelegenheit::N,բան,afacere
347,Angelegenheit::N,գործ,afacere
348,Anzahl::N,քանակ,număr
349,Anzahl::N,քանակ,cantitate
350,Anzahl::N,գումար,număr
351,Anzahl::N,գումար,cantitate
352,Art::N,տեսակ,fel
353,Art::N,տեսակ,specie
354,Stück::N,կտոր,bucată
355,Teil::N,մաս,parte
356,Teil::N,մաս,porție
357,Hälfte::N,կես,jumătate
358,Kreis::N,շիջանակ,cerc
359,Kreuz::N,խաչ,cruce
360,Linie::N,գիծ,linie
361,Strich::N,գիծ,linie
362,Strich::N,գիծ,trăsătură
363,Abstand::N,անջրպետ,distanță
364,Abstand::N,անջրպետ,depărtare
365,Entfernung::N,հեռավորություն,distanță
366,Entfernung::N,հեռավորություն,depărtare
367,Gegend::N,շրջան,regiune
368,Platz::N,տարածություն,loc
369,Ort::N,տեղ,loc
370,Ort::N,վայր,loc
371,Seite::N,կողմ,latură
372,Mitte::N,մեջտեղ,centru
373,Gegenstand::N,առարկա,obiect
374,Sache::N,բան,lucru
375,Sache::N,բան,chestie
376,Rand::N,վերջք,bordură
377,Kante::N,եզր,muchie
378,Kante::N,եզր,bordură
379,Ecke::N,անկյուն,colț
380,Spitze::N,ծայր,vârf
381,Spitze::N,ծայր,creștet
382,Ende::N,ծայր,capăt
383,Loch::N,անցք,gaură
384,Winkel::N,անկյուն,colț
385,Muster::N,օրինակ,desen
386,Größe::N,մեծություն,mărime
387,Länge::N,երկարություն,lungime
388,Höhe::N,բարձրություն,înălțime
389,Gewicht::N,կշիռ,greutate
390,Menge::N,քանակ,cantitate
391,Haufen::N,դեզ,grămadă
392,Haufen::N,կույտ,grămadă
393,Reihe::N,շարք,șir
394,Reihe::N,շարք,rând
395,Reihe::N,կարգ,șir
396,Reihe::N,կարգ,rând
397,Boot::N,նավակ,barcă
398,Boot::N,նավակ,luntre
399,Ruder::N,թի,vâslă
400,Ruder::N,թի,lopată
401,Ruder::N,թիակ,vâslă
402,Ruder::N,թիակ,lopată
403,Schlitten::N,բալխիր,sanie
404,Ski::N,դահուկ,schi
405,Lagerfeuer::N,բացօդեայ կրակ,foc de tabără
406,Last::N,բեռ,povară
407,Last::N,բեռ,sarcină
408,Gang::N,զբոսանք,mers
409,Gang::N,զբոսանք,umblet
410,Schritt::N,քայլ,pas
411,Norden::N,հյուսիս,nord
412,Norden::N,հյուսիս,miazănoapte
413,Süden::N,հարավ,sud
414,Süden::N,հարավ,miazăzi
415,Westen::N,արեւմուտք,apus
416,Osten::N,արեւելք,est
417,Osten::N,արեւելք,răsărit
418,Holz::N,փայտ,lemn
419,Brett::N,տախտակ,scândură
420,Platte::N,թիթեղ,placă
421,Stütze::N,նեցուկ,proptea
422,Stange::N,ձող,bară
423,Stange::N,ձող,prăjină
424,Stock::N,փայտ,băț
425,Stock::N,փայտ,baston
426,Stab::N,ցուպ,baston
427,Stab::N,ցուպ,prăjină
428,Stab::N,գավազան,baston
429,Stab::N,գավազան,prăjină
430,Rohr::N,խողովակ,tub
431,Rohr::N,խողովակ,țeavă
432,Haus::N,տուն,casă
433,Heim::N,տուն,casă
434,Heim::N,տուն,cămin
435,Ofen::N,վառարան,sobă
436,Fußboden::N,հատակ,podea
437,Fußboden::N,հատակ,dușumea
438,Tisch::N,սեղան,masă
439,Stuhl::N,աթոռ,scaun
440,Wiege::N,օրորոց,leagăn
441,Bett::N,անկողին,pat
442,Regal::N,դարակ,rafturi
443,Kiste::N,տուփ,ladă
444,Kiste::N,տուփ,cutie
445,Fenster::N,պատուհան,fereastră
446,Tür::N,դուռ,ușă
447,Tor::N,դարպաս,poartă
448,Zaun::N,ցանկապատ,gard
449,Dach::N,տանիք,acoperiș
450,Dach::N,կտուր,acoperiș
451,Leiter::N,սանդուղք,scară
452,Besen::N,ավել,mătură
453,Spaten::N,բահ,cazma
454,Spaten::N,բահ,hârleț
455,Schaufel::N,թի,lopată
456,Gabel::N,պատառաքաղ,furculiță
457,Löffel::N,գդալ,lingură
458,Messer::N,դանակ,cuțit
459,Nagel::N,մեխ,cui
460,Netz::N,ցանց,plasă
461,Haken::N,կարթ,cârlig
462,Griff::N,կոթ,mâner
463,Griff::N,բռնակ,mâner
464,Schloss::N,կողպեք,lacăt
465,Bild::N,նկար,tablou
466,Bild::N,նկար,imagine
467,Bild::N,պատկեր,tablou
468,Bild::N,պատկեր,imagine
469,Figur::N,քանդակ,chip
470,Figur::N,քանդակ,figură
471,Figur::N,պատկեր,chip
472,Figur::N,պատկեր,figură
473,Puppe::N,տիկնիկ,păpușă
474,Beutel::N,տոպրակ,pungă
475,Beutel::N,տոպրակ,săculeț
476,Bündel::N,կապոց,mănunchi
477,Tasche::N,պայուսակ,geantă
478,Eimer::N,դույլ,găleată
479,Deckel::N,կափարիչ,capac
480,Geschirr::N,ամանեղեն,vase
481,Geschirr::N,ամանեղեն,tacâmuri
482,Sack::N,պարկ,sac
483,Sack::N,տոպրակ,sac
484,Tasse::N,թաս,ceașcă
485,Tasse::N,գավաթ,ceașcă
486,Topf::N,անոթ,oală
487,Kessel::N,կաթսա,cazan
488,Kessel::N,կաթսա,căldare
489,Essen::N,կերակուր,mâncare
490,Nahrung::N,ուտելիք,hrană
491,Nahrung::N,ուտելիք,aliment
492,Speise::N,խորտիկ,bucate
493,Speise::N,խորտիկ,fel de bucate
494,Speise::N,կերակուր,bucate
495,Speise::N,կերակուր,fel de bucate
496,Fleisch::N,միս,carne
497,Getreide::N,հացահատիկ,cereale
498,Brei::N,լանդակ,pireu
499,Brot::N,հաց,pâine
500,Scheibe::N,կտոր,felie
501,Scheibe::N,կտոր,bucată
502,Scheibe::N,պատառ,felie
503,Scheibe::N,պատառ,bucată
504,Fett::N,ճարպ,untură
505,Fett::N,ճարպ,grăsime
506,Butter::N,կարագ,unt
507,Öl::N,ձեթ,ulei
508,Salz::N,աղ,sare
509,Suppe::N,սուպ,supă
510,Suppe::N,սուպ,ciorbă
511,Suppe::N,ապուր,supă
512,Suppe::N,ապուր,ciorbă
513,Honig::N,մեղր,miere
514,Milch::N,կաթ,lapte
515,Tee::N,թեյ,ceai
516,Leder::N,կաշի,piele
517,Wolle::N,բուրդ,lână
518,Stoff::N,գործվածք,stofă
519,Nadel::N,ասեղ,ac
520,Faden::N,թել,ață
521,Knopf::N,կոճակ,buton
522,Knoten::N,հանգույց,nod
523,Farbe::N,ներկ,vopsea
524,Kleidung::N,հագուստ,haine
525,Kleidung::N,հագուստ,îmbrăcăminte
526,Hemd::N,վերնաշապիկ,cămașă
527,Kragen::N,օձիք,guler
528,Ärmel::N,թեւք,mânecă
529,Hose::N,շալվար,pantaloni
530,Gürtel::N,գոտի,cordon
531,Mütze::N,կեպի,șapcă
532,Schuh::N,կոշիկ,gheată
533,Stiefel::N,երկարաճիթ կոշիկ,cizmă
534,Ring::N,զնգալ,inel
535,Ring::N,զնգալ,verigă
536,Band::N,ժապավեն,panglică
537,Band::N,ժապավեն,șiret
538,Kamm::N,սանր,pieptene
539,Spiegel::N,հայելի,oglindă
540,Riemen::N,փոկ,curea
541,Schnur::N,լար,funie
542,Schnur::N,լար,sfoară
543,Leine::N,փոկ,lesă
544,Leine::N,փոկ,curea
545,Decke::N,վերմակ,pătură
546,Kissen::N,բարձ,pernă
547,Tuch::N,թաշկինակ,batic
548,Handtuch::N,սրբիչ,prosop
549,Handtuch::N,սրբիչ,ștergar
550,Kraft::N,ուժ,forță
551,Kraft::N,ուժ,putere
552,Stärke::N,պնդություն,tărie
553,Stärke::N,պնդություն,vigoare
554,Stärke::N,ամրություն,tărie
555,Stärke::N,ամրություն,vigoare
556,Gesundheit::N,առողջություն,sănătate
557,Krankheit::N,ախտ,boală
558,Krankheit::N,ախտ,maladie
559,Krankheit::N,հիվանդություն,boală
560,Krankheit::N,հիվանդություն,maladie
561,Schmerz::N,ցավ,durere
562,Schmerz::N,տանջանք,durere
563,Wunde::N,վերք,rană
564,Fieber::N,տենդ,febră
565,Arznei::N,դեղ,leac
566,Arznei::N,դեղ,medicament
567,Brücke::N,կամուրջ,pod
568,Brücke::N,կամուրջ,punte
569,Brunnen::N,հոր,puț
570,Brunnen::N,ջրհոր,puț
571,Weide::N,արոտավայր,izlaz
572,Weide::N,արոտավայր,pășune
573,Pfad::N,արահետ,cărare
574,Weg::N,ուղի,drum
575,Straße::N,ճանապարհ,cale
576,Straße::N,ճանապարհ,stradă
577,Dorf::N,գյուղ,sat
578,Stadt::N,քաղաք,oraș
579,Brief::N,նամակ,scrisoare
580,Buch::N,գիրք,carte
581,Buchstabe::N,տառ,literă
582,Buchstabe::N,տառ,caracter
583,Buchstabe::N,գիր,literă
584,Buchstabe::N,գիր,caracter
585,Zeitung::N,լրագիր,ziar
586,Zeitung::N,լրագիր,gazetă
587,Leben::N,կյանք,viață
588,Tod::N,մահ,moarte
589,Grab::N,գերեզման,groapă
590,Grab::N,գերեզման,mormânt
591,Kirche::N,եկեղեցի,biserică
592,Sünde::N,մեղք,păcat
593,Gott::N,աստված,zeu
594,Arbeiter::N,բանվոր,muncitor
595,Arbeiter::N,աշխատող,muncitor
596,Chef::N,տեր,șef
597,Meister::N,վարպետ,meșter
598,Meister::N,վարպետ,maestru
599,Arzt::N,բժիշկ,medic
600,Arzt::N,բժիշկ,doctor
601,Lehrer::N,ուսուցիչ,profesor
602,Lehrer::N,ուսուցիչ,învățător
603,Geld::N,փող,bani
604,Geld::N,փող,parale
605,Geschäft::N,գործ,treabă
606,Geschäft::N,գործ,afacere
607,Geschäft::N,աշխատանք,treabă
608,Geschäft::N,աշխատանք,afacere
609,Laden::N,կրպակ,magazin
610,Laden::N,կրպակ,prăvălie
611,Laden::N,խանութ,magazin
612,Laden::N,խանութ,prăvălie
613,Preis::N,գին,preț
614,Ware::N,ապրանք,marfă
615,Nutzen::N,օգուտ,folos
616,Nutzen::N,օգուտ,profit
617,Reichtum::N,հարստություն,avuție
618,Reichtum::N,հարստություն,bogăție
619,Welt::N,աշխարհ,lume
620,Land::N,երկիր,țară
621,Staat::N,պետություն,stat
622,König::N,արքա,rege
623,König::N,թագավոր,rege
624,Macht::N,իշխանություն,putere
625,Macht::N,իշխանություն,putință
626,Grenze::N,սահման,hotar
627,Grenze::N,սահման,graniță
628,Grenze::N,սահման,frontieră
629,Krieg::N,պատերազմ,război
630,Feind::N,թշնամի,dușman
631,Gewalt::N,բռնություն,violență
632,Gewalt::N,սաստկություն,violență
633,Kampf::N,մարտ,luptă
634,Bogen[Waffe]::N,աղեղ,arc
635,Pfeil::N,նետ,săgeată
636,Gewehr::N,հրացան,armă
637,Gewehr::N,հրացան,pușcă
638,Fehler::N,սխալ,eroare
639,Fehler::N,սխալ,greșeală
640,Lüge::N,սուտ,minciună
641,Schaden::N,վնաս,daună
642,Schaden::N,վնաս,pagubă
643,Unglück::N,դժբախտություն,nenorocire
644,Schuld::N,պակասություն,vină
645,Alter::N,հասակ,etate
646,Alter::N,հասակ,vârstă
647,Schluss::N,վերջ,sfârșit
648,Schluss::N,վախճան,sfârșit
649,Zeit::N,ժամանակ,timp
650,Zeit::N,ժամանակ,vreme
651,Tag::N,օր,zi
652,Morgen::N,առավոտ,dimineață
653,Mittag::N,կեսօր,prânz
654,Mittag::N,կեսօր,amiază
655,Abend::N,երեկո,seară
656,Nacht::N,գիշեր,noapte
657,Woche::N,շաբաթ,săptămână
658,Monat::N,ամիս,lună
659,Jahr::N,տարի,an
660,Frühling::N,գարուն,primăvară
661,Sommer::N,ամառ,vară
662,Herbst::N,աշուն,toamnă
663,Winter::N,ձմեռ,iarnă
664,Januar::N,հունվար,ianuarie
665,Februar::N,փետրվար,februarie
666,März::N,մարտ,martie
667,April::N,ապրիլ,aprilie
668,Mai::N,մայիս,mai
669,Juni::N,հունիս,iunie
670,Juli::N,հուլիս,iulie
671,August::N,օգոստոս,august
672,September::N,սեպտեմբեր,septembrie
673,Oktober::N,հոկտեմբեր,octombrie
674,November::N,նոյեմբեր,noiembrie
675,Dezember::N,դեկտեմբեր,decembrie
676,Montag::N,երկուշաբթի,luni
677,Dienstag::N,երեքշաբթի,marți
678,Mittwoch::N,չորեքշաբթի,miercuri
679,Donnerstag::N,հինգշաբթի,joi
680,Freitag::N,ուրբաթ,vineri
681,Samstag::N,շաբաթ,sâmbătă
682,Sonntag::N,կիրակի,duminică
683,groß::A,մեծ,mare
684,groß::A,խոշոր,mare
685,klein::A,պստիկ,mic
686,klein::A,փոքրիկ,mic
687,lang::A,երկար,lung
688,kurz::A,կարճ,scurt
689,breit::A,լայն,lat
690,breit::A,լայն,larg
691,schmal::A,նեղ,strâmt
692,dicht::A,խիտ,des
693,dick[Gegenstand]::A,հաստ,gros
694,dünn::A,բարակ,subțire
695,fein::A,նուրբ,fin
696,fein::A,նուրբ,subțire
697,fest::A,ամուր,tare
698,fest::A,ամուր,solid
699,fest::A,պինդ,tare
700,fest::A,պինդ,solid
701,flach::A,տափակ,șes
702,flach::A,տափակ,plan
703,glatt::A,հարթ,lins
704,hart::A,կարծր,dur
705,weich::A,մեղմ,moale
706,weich::A,փափուկ,moale
707,rund::A,կլոր,rotund
708,rund::A,կլոր,circular
709,spitz::A,սրածայր,ascuțit
710,scharf::A,սուր,tăios
711,scharf::A,սուր,ascuțit
712,stumpf::A,գուլ,tocit
713,schwer::A,ծանր,greu
714,schön::A,սիրուն,frumos
715,schön::A,գեղեցիկ,frumos
716,heiß::A,թեժ,cald
717,heiß::A,թեժ,fierbinte
718,warm::A,տաք,cald
719,warm::A,տաք,fierbinte
720,warm::A,ջերմ,cald
721,warm::A,ջերմ,fierbinte
722,kalt::A,ցուրտ,rece
723,kühl::A,զով,rece
724,kühl::A,զով,răcoros
725,frisch::A,թարմ,răcoros
726,frisch::A,թարմ,proaspăt
727,feucht::A,ղոնավ,umed
728,feucht::A,ղոնավ,jilav
729,nass::A,թաց,ud
730,trocken::A,ցամաք,sec
731,trocken::A,ցամաք,uscat
732,voll::A,լի,plin
733,voll::A,լիքը,plin
734,leer::A,դատարկ,gol
735,offen::A,բաց,deschis
736,geschlossen::A,գոց,închis
737,sauber::A,մաքուր,curat
738,schmutzig::A,կեղտոտ,murdar
739,roh::A,հում,crud
740,reif::A,հասած,copt
741,reif::A,հասուն,copt
742,lecker::A,համեղ,gustos
743,süß::A,անուշ,dulce
744,bitter::A,կծու,amar
745,sauer::A,թթու,acru
746,sauer::A,թթված,acru
747,hell::A,պայծառ,clar
748,hell::A,պայծառ,luminos
749,hell::A,խելամիտ,clar
750,hell::A,խելամիտ,luminos
751,dunkel::A,մութ,obscur
752,dunkel::A,մութ,întunecos
753,schwarz::A,սեւ,negru
754,weiß::A,սպիտակ,alb
755,rot::A,կարմիր,roșu
756,gelb::A,դեղին,galben
757,blau::A,կապույտ,albastru
758,grün::A,կանաչ,verde
759,grau::A,գորշ,gri
760,grau::A,գորշ,cenușiu
761,bunt::A,գոյնզգոյն,colorat
762,billig::A,էժան,ieftin
763,teuer::A,թանկ,scump
764,wertvoll::A,թանկարժեք,prețios
765,blind::A,կույր,orb
766,taub::A,խուլ,surd
767,kräftig::A,հզոր,tare
