,Concept_ID,da,eu
229,Gold::N,guld,urregorri
230,Silber::N,sølv,zilar
231,Silber::N,sølv,urrezuri
232,Kohle::N,kul,ikatz
233,Glas::N,glas,beira
234,Lehm::N,ler,buztin
235,Sand::N,sand,harea
236,Sand::N,sand,hondar
237,Mensch::N,mennesge,gizaki
238,Mann::N,mand,gizon
239,Frau::N,kvinde,andere
240,Frau::N,kvinde,emakume
241,Kind::N,barn,haur
242,Junge::N,dreng,mutil
243,Mädchen::N,pige,neska
244,Familie::N,familie,sendi
245,Familie::N,familie,familia
246,Großvater::N,bedstefar,aitona
247,Großvater::N,bedstefar,aitatxi
248,Großmutter::N,bedstemor,amona
249,Großmutter::N,bedstemor,amatxi
250,Eltern::N,forældre,gurasoak
251,Vater::N,far,aita
252,Mutter::N,mor,ama
253,Sohn::N,søn,seme
254,Tochter::N,datter,alaba
255,Bruder::N,bror,neba
256,Bruder::N,bror,anaia
257,Schwester::N,søster,ahizpa
258,Onkel::N,onkel,osaba
259,Tante::N,tante,izeba
260,Ehemann::N,ægtemand,senar
261,Ehefrau::N,hustru,emazte
262,Freude::N,glæde,poz
263,Freude::N,glæde,pozkari
264,Gelächter::N,latter,barre
265,Gelächter::N,latter,karkara
266,Glück::N,lykke,zori
267,Kummer::N,sorg,xangrin
268,Kummer::N,sorg,atsekabe
269,Wunsch::N,ønske,nahi
270,Wunsch::N,ønske,nahikunde
271,Lust::N,lyst,gogo
272,Geist::N,ånd,gogo
273,Gedanke::N,tanke,gogoeta
274,Gedächtnis::N,hukommelse,oroimen
275,Gedächtnis::N,hukommelse,gogoramen
276,Verstand::N,forstand,adimen
277,Verstand::N,forstand,ulermen
278,Sinn::N,mening,zentzu
279,Sinn::N,betydning,zentzu
280,Grund::N,grund,zergati
281,Wahrheit::N,sandhed,egia
282,Gespräch::N,samtale,hizketa
283,Gespräch::N,samtale,elkarrizketa
284,Märchen::N,eventyr,ipuin
285,Erzählung::N,fortælling,edesti
286,Erzählung::N,fortælling,kontakizun
287,Nachricht::N,efterretning,albiste
288,Neuigkeit::N,nyhed,berri
289,Name::N,navn,izen
290,Rätsel::N,gåde,asmakizun
291,Rede::N,tale,hitzaldi
292,Rede::N,tale,mintzaldi
293,Sprache::N,sprog,hizkuntza
294,Stimme::N,stemme,ahots
295,Wort::N,ord,hitz
296,Zeichen::N,tegn,agerbide
297,Zeichen::N,tegn,agergarri
298,Ruf::N,råb,dei
299,Lärm::N,larm,zarata
300,Lärm::N,larm,harrabots
301,Laut::N,lyd,hots
302,Ton::N,tone,tonu
303,Ton::N,tone,soinu
304,Lied::N,sang,abesti
305,Ruhe::N,ro,nasaitasun
306,Ruhe::N,hvile,nasaitasun
307,Leute::N,folk,jende
308,Leute::N,mennesker,jende
309,Volk::N,folk,herri
310,Volk::N,folk,populu
311,Arbeit::N,arbejde,lan
312,Gast::N,gæst,arrotz
313,Gast::N,gæst,apopilo
314,Geschenk::N,gave,opari
315,Spiel::N,leg,jolas
316,Gesellschaft::N,selskab,gizarte
317,Hilfe::N,hjælp,helpide
318,Hilfe::N,hjælp,laguntza
319,Freund::N,ven,lagun
320,Kamerad::N,kammerat,adiskide
321,Kamerad::N,kammerat,lagunkide
322,Angelegenheit::N,sag,afera
323,Angelegenheit::N,anliggende,afera
324,Anzahl::N,antal,kopuru
325,Art::N,art,mota
326,Stück::N,stykke,puska
327,Teil::N,del,atal
328,Hälfte::N,halvdel,erdi
329,Kreis::N,cirkel,biribilki
330,Kreuz::N,kors,gurutze
331,Kreuz::N,kryds,gurutze
332,Linie::N,linie,linea
333,Strich::N,streg,marra
334,Abstand::N,afstand,tarte
335,Entfernung::N,afstand,urrunera
336,Gegend::N,egn,alderdi
337,Gegend::N,egn,eskualde
338,Platz::N,plads,leku
339,Ort::N,sted,toki
340,Seite::N,side,albo
341,Mitte::N,midte,erdi
342,Gegenstand::N,genstand,gauzaki
343,Sache::N,sag,gauza
344,Rand::N,rand,ertz
345,Kante::N,kant,ertz
346,Ecke::N,hjørne,kantoi
347,Spitze::N,spids,punta
348,Ende::N,ende,buru
349,Ende::N,ende,mutur
350,Loch::N,hul,zulo
351,Winkel::N,vinkel,zoko
352,Winkel::N,vinkel,bazter
353,Muster::N,mønster,eredu
354,Muster::N,mønster,marrazki
355,Größe::N,størrelse,kaizu
356,Größe::N,størrelse,tamaina
357,Länge::N,længde,luzera
358,Höhe::N,højde,goiera
359,Höhe::N,højde,garaiera
360,Gewicht::N,vægt,hazta
361,Menge::N,mængde,kopuru
362,Haufen::N,bunke,pila
363,Haufen::N,bunke,mendoi
364,Reihe::N,række,ilara
365,Reihe::N,række,errenkada
366,Boot::N,båd,potin
367,Boot::N,båd,txalupa
368,Ruder::N,åre,arraun
369,Schlitten::N,kælk,lera
370,Schlitten::N,kælk,narra
371,Schlitten::N,slæde,lera
372,Schlitten::N,slæde,narra
373,Ski::N,ski,eski
374,Lagerfeuer::N,lejrbål,su
375,Last::N,last,zama
376,Last::N,last,karga
377,Last::N,byrde,zama
378,Last::N,byrde,karga
379,Gang::N,gang,ibilera
380,Schritt::N,skridt,pauso
381,Schritt::N,skridt,urrats
382,Norden::N,nord,ipar
383,Norden::N,nord,iparralde
384,Süden::N,syd,hego
385,Süden::N,syd,hegoalde
386,Westen::N,vest,sartalde
387,Westen::N,vest,mendebalde
388,Osten::N,øst,ekialde
389,Osten::N,øst,sortalde
390,Holz::N,træ,zur
391,Brett::N,bræt,ohol
392,Platte::N,plade,lauza
393,Stütze::N,støtte,irozgarri
394,Stütze::N,støtte,bermagailu
395,Stange::N,stang,haga
396,Stock::N,stok,makila
397,Stab::N,stav,makila
398,Rohr::N,rør,hodi
399,Haus::N,hus,etxe
400,Heim::N,hjem,etxe
401,Heim::N,hjem,etxaleku
402,Ofen::N,ovn,berogailu
403,Fußboden::N,gulv,zoru
404,Tisch::N,bord,mahai
405,Stuhl::N,stol,aulki
406,Wiege::N,vugge,kuma
407,Wiege::N,vugge,sehaska
408,Bett::N,seng,ohe
409,Bett::N,seng,ohatze
410,Regal::N,reol,apalategi
411,Kiste::N,kasse,kutxa
412,Fenster::N,vindue,leiho
413,Tür::N,dør,ate
414,Tor::N,port,atari
415,Zaun::N,stakit,hesi
416,Dach::N,tag,teilatu
417,Leiter::N,stige,zurubi
418,Besen::N,kost,erratz
419,Spaten::N,spade,burdinpala
420,Schaufel::N,skovl,pala
421,Gabel::N,gaffel,sardexka
422,Löffel::N,ske,koilara
423,Messer::N,kniv,aizto
424,Nagel::N,søm,iltze
425,Netz::N,net,sare
426,Haken::N,krog,mako
427,Griff::N,tag,eskutoki
428,Griff::N,håndtag,eskutoki
429,Schloss::N,lås,sarraila
430,Bild::N,billede,irudi
431,Figur::N,figur,figura
432,Puppe::N,dukke,panpina
433,Puppe::N,dukke,andrakila
434,Beutel::N,pose,zorro
435,Bündel::N,bylt,azao
436,Bündel::N,bylt,espal
437,Bündel::N,bundt,azao
438,Bündel::N,bundt,espal
439,Tasche::N,taske,poltsa
440,Eimer::N,spand,treska
441,Deckel::N,låg,tapa
442,Deckel::N,låg,estalki
443,Geschirr::N,husgeråd,baxera
444,Geschirr::N,husgeråd,ontziteria
445,Sack::N,sæk,zaku
446,Tasse::N,kop,kikara
447,Topf::N,gryde,ontzi
448,Topf::N,gryde,lapiko
449,Kessel::N,kedel,pazia
450,Essen::N,måltid,janaldi
451,Nahrung::N,mad,jan
452,Nahrung::N,næring,jan
453,Speise::N,ret,jaki
454,Fleisch::N,kød,okela
455,Fleisch::N,kød,haragi
456,Getreide::N,korn,labore
457,Brei::N,grød,ahi
458,Brei::N,grød,pure
459,Brot::N,brød,ogi
460,Scheibe::N,skive,xerra
461,Scheibe::N,skive,pirripita
462,Fett::N,fedt,urin
463,Fett::N,fedt,koipe
464,Butter::N,smør,gurin
465,Öl::N,olie,olio
466,Salz::N,salt,gatz
467,Suppe::N,suppe,zopa
468,Suppe::N,suppe,salda
469,Honig::N,honning,ezti
470,Milch::N,mælk,esne
471,Tee::N,te,te
472,Leder::N,skind,larru
473,Wolle::N,uld,artile
474,Stoff::N,stof,ehun
475,Nadel::N,nål,orratz
476,Nadel::N,nål,jostorratz
477,Faden::N,tråd,hari
478,Knopf::N,knap,botoi
479,Knoten::N,knude,korapilo
480,Farbe::N,farve,pintura
481,Kleidung::N,påklædning,arropa
482,Kleidung::N,påklædning,jantziak
483,Hemd::N,skjorte,atorra
484,Hemd::N,skjorte,alkandora
485,Kragen::N,krave,idun
486,Ärmel::N,ærme,mahuka
487,Hose::N,bukser,prakak
488,Hose::N,bukser,galtzak
489,Gürtel::N,bælte,gerriko
490,Mütze::N,hue,txano
491,Mütze::N,hue,txapel
492,Schuh::N,sko,oski
493,Schuh::N,sko,oinetako
494,Stiefel::N,støvle,bota
495,Ring::N,ring,uztai
496,Band::N,bånd,zinta
497,Band::N,bånd,xingola
498,Kamm::N,kam,orrazi
499,Spiegel::N,spejl,mirail
500,Riemen::N,rem,uhal
501,Schnur::N,snor,lokailu
502,Leine::N,snor,lotura
503,Decke::N,tæppe,burusi
504,Kissen::N,pude,kuxin
505,Tuch::N,sjaltørklæde,zapi
506,Tuch::N,sjaltørklæde,oihal
507,Handtuch::N,håndklæde,eskuzapi
508,Handtuch::N,håndklæde,eskuoihal
509,Kraft::N,kraft,indar
510,Stärke::N,styrke,indar
511,Gesundheit::N,sundhed,osasun
512,Krankheit::N,sygdom,eritasun
513,Krankheit::N,sygdom,gaixotasun
514,Schmerz::N,smerte,min
515,Wunde::N,sår,zauri
516,Fieber::N,feber,sukar
517,Arznei::N,medicin,osagai
518,Arznei::N,medicin,sendagai
519,Arznei::N,lægemiddel,osagai
520,Arznei::N,lægemiddel,sendagai
521,Brücke::N,bro,zubi
522,Brunnen::N,brønd,putzu
523,Weide::N,græsgang,alha
524,Weide::N,græsgang,bazkaleku
525,Pfad::N,sti,zidor
526,Pfad::N,sti,bidexka
527,Weg::N,vej,bide
528,Straße::N,gade,errepide
529,Dorf::N,landsby,herri
530,Stadt::N,by,hiri
531,Brief::N,brev,gutun
532,Brief::N,brev,eskutitz
533,Buch::N,bog,liburu
534,Buchstabe::N,bogstav,hizki
535,Zeitung::N,avis,egunkari
536,Leben::N,liv,bizi
537,Leben::N,liv,bizitza
538,Tod::N,død,herio
539,Tod::N,død,heriotza
540,Grab::N,grav,hobi
541,Grab::N,grav,hilobi
542,Kirche::N,kirke,eliza
543,Sünde::N,synd,hoben
544,Sünde::N,synd,bekatu
545,Gott::N,gud,jainko
546,Arbeiter::N,arbejder,langile
547,Arbeiter::N,arbejder,behargin
548,Chef::N,chef,nagusi
549,Meister::N,mester,maisu
550,Arzt::N,læge,osagile
551,Arzt::N,læge,sendagile
552,Lehrer::N,lærer,irakasle
553,Geld::N,penge,diru
554,Geschäft::N,forretning,negozio
555,Laden::N,butik,denda
556,Laden::N,butik,saltegi
557,Laden::N,forretning,denda
558,Laden::N,forretning,saltegi
559,Preis::N,pris,prezio
560,Preis::N,pris,salneurri
561,Ware::N,vare,salgai
562,Nutzen::N,nytte,onura
563,Nutzen::N,nytte,probetxu
564,Reichtum::N,rigdom,aberastasun
565,Welt::N,verden,ludi
566,Welt::N,verden,mundu
567,Land::N,land,herrialde
568,Staat::N,stat,estatu
569,König::N,konge,errege
570,Macht::N,magt,botere
571,Grenze::N,grænse,muga
572,Krieg::N,krig,guda
573,Feind::N,fjende,etsai
574,Feind::N,fjende,arerio
575,Gewalt::N,vold,bortxa
576,Gewalt::N,vold,bortizkeria
577,Kampf::N,kamp,gudu
578,Kampf::N,kamp,auska
579,Bogen[Waffe]::N,bue,arku
580,Pfeil::N,pil,gezi
581,Gewehr::N,gevær,fusil
582,Fehler::N,fejl,huts
583,Fehler::N,fejl,hutsegin
584,Lüge::N,løgn,gezur
585,Schaden::N,skade,kalte
586,Unglück::N,uheld,zoritxar
587,Unglück::N,uheld,zorigaitz
588,Unglück::N,ulykke,zoritxar
589,Unglück::N,ulykke,zorigaitz
590,Schuld::N,skyld,erru
591,Alter::N,alder,adin
592,Schluss::N,slut,bukaera
593,Schluss::N,slutning,bukaera
594,Zeit::N,tid,aldi
595,Zeit::N,tid,denbora
596,Tag::N,dag,egun
597,Morgen::N,morgen,goiz
598,Mittag::N,middag,eguerdi
599,Abend::N,aften,arrats
600,Nacht::N,nat,gau
601,Woche::N,uge,aste
602,Monat::N,måned,hil
603,Jahr::N,år,urte
604,Frühling::N,forår,udalehen
605,Sommer::N,sommer,uda
606,Herbst::N,efterår,udazken
607,Herbst::N,efterår,neguantz
608,Winter::N,vinter,negu
609,Januar::N,januar,urtarril
610,Februar::N,februar,otsail
611,März::N,marts,martxo
612,April::N,april,apiril
613,Mai::N,maj,maiatz
614,Juni::N,juni,ekain
615,Juli::N,juli,uztail
616,August::N,august,abuztu
617,September::N,september,irail
618,Oktober::N,oktober,urri
619,November::N,november,azaro
620,Dezember::N,december,abendu
621,Montag::N,mandag,astelehen
622,Dienstag::N,tirsdag,astearte
623,Mittwoch::N,onsdag,asteazken
624,Donnerstag::N,torsdag,ostegun
625,Freitag::N,fredag,ostiral
626,Samstag::N,lørdag,larunbat
627,Sonntag::N,søndag,igande
628,groß::A,stor,handi
629,klein::A,lille,txiki
630,lang::A,lang,luze
631,kurz::A,kort,labur
632,breit::A,bred,zabal
633,schmal::A,smal,mehar
634,dicht::A,tæt,sarri
635,dicht::A,tæt,trinko
636,dick[Gegenstand]::A,tyk,lodi
637,dünn::A,tynd,mehe
638,fein::A,fin,fin
639,fest::A,fast,tinko
640,flach::A,flad,lau
641,flach::A,flad,ordoki
642,glatt::A,glat,leun
643,hart::A,hård,gogor
644,weich::A,blød,bigun
645,weich::A,blød,beratz
646,rund::A,rund,biribil
647,spitz::A,spids,puntadun
648,scharf::A,skarp,zorrotz
649,stumpf::A,sløv,kamuts
650,stumpf::A,stump,kamuts
651,schwer::A,tung,astun
652,schwer::A,tung,pisutsu
653,schön::A,skøn,eder
654,heiß::A,hed,bero
655,heiß::A,hed,oso bero
656,warm::A,varm,bero
657,kalt::A,kold,hotz
658,kühl::A,kølig,hotzil
659,frisch::A,frisk,fresko
660,frisch::A,frisk,hozkirri
661,feucht::A,fugtig,heze
662,nass::A,våd,busti
663,trocken::A,tør,siku
664,trocken::A,tør,lehor
665,voll::A,fuld,bete
666,leer::A,tom,huts
667,offen::A,åben,ireki
668,geschlossen::A,lukket,itxita
669,sauber::A,ren,xahu
670,sauber::A,ren,garbi
671,schmutzig::A,snavset,lohi
672,schmutzig::A,snavset,zikin
673,roh::A,rå,gordin
674,reif::A,moden,umo
675,reif::A,moden,heldu
676,lecker::A,lækker,goxo
677,süß::A,sød,goxo
678,bitter::A,bitter,karmin
679,bitter::A,bitter,garratz
680,sauer::A,sur,mingots
681,hell::A,lys,argi
682,dunkel::A,mørk,ilun
683,schwarz::A,sort,beltz
684,weiß::A,hvid,zuri
685,rot::A,rød,gorri
686,gelb::A,gul,hori
687,blau::A,blå,urdin
688,grün::A,grøn,berde
689,grün::A,grøn,musker
690,grau::A,grå,urdin
691,grau::A,grå,urdinabar
692,bunt::A,broget,koloretsu
693,billig::A,billig,merke
694,teuer::A,dyr,garesti
695,wertvoll::A,værdifuld,baliotsu
696,blind::A,blind,itsu
697,taub::A,døv,gor
698,kräftig::A,kraftig,kementsu
699,stark::A,stærk,bizkor
700,stark::A,stærk,indartsu
701,schwach::A,svag,ahul
702,schwach::A,svag,indargabe
703,fett::A,fed,gizen
704,schlank::A,slank,lerden
705,hübsch::A,køn,polit
706,böse::A,ond,tzar
707,böse::A,ond,gaizto
708,böse::A,slem,tzar
709,böse::A,slem,gaizto
710,dumm::A,dum,lelo
711,dumm::A,dum,pello
712,faul::A,doven,nagi
713,faul::A,doven,alfer
714,fleißig::A,flittig,maratz
715,fleißig::A,flittig,lanzale
716,geizig::A,gerrig,zeken
717,geizig::A,gerrig,zikoitz
718,klug::A,klog,zuhur
719,geschickt::A,dygtig,trebe
720,geschickt::A,dygtig,antzetsu
721,geschickt::A,behændig,trebe
722,geschickt::A,behændig,antzetsu
723,lieb::A,rar,maite
724,lieb::A,rar,laztan
725,lustig::A,lystig,alaitsu
726,sanft::A,blid,eme
727,sanft::A,blid,ezti
728,hungrig::A,sulten,gose
729,krank::A,syg,eri
730,krank::A,syg,gaixo
731,nackt::A,nøgen,biluzi
732,traurig::A,bedrøvet,itun
733,traurig::A,bedrøvet,betilun
734,lebendig::A,levende,bizirik
735,gut::A,god,on
736,schlecht::A,dårlig,txar
737,richtig::A,rigtig,zuzen
738,schlimm::A,slem,larri
739,wahr::A,sand,egiazko
740,alt::A,gammel,zahar
741,neu::A,ny,berri
742,ehemalig::A,forhenværende,lehengo
743,alt[Lebewesen]::A,gammel,adindun
744,jung::A,ung,gazte
745,arm::A,fattig,txiro
746,arm::A,fattig,behartsu
747,reich::A,rig,dirudun
748,bekannt::A,kendt,ezagun
749,berühmt::A,berømt,entzun
750,berühmt::A,berømt,ospetsu
751,fremd::A,fremmed,arrotz
752,verschieden::A,forskellig,ezberdin
753,verschieden::A,forskellig,desberdin
754,nah::A,nær,hurre
755,nah::A,nær,hurbil
756,fern::A,fjern,urrun
757,linker::A,venstre,ezker
758,rechter::A,højre,eskuin
759,anderer::A,anden,beste
760,erster::A,første,lehen
761,erster::A,første,aurren
762,zweiter::A,anden,bigarren
763,dritter::A,tredje,hirugarren
764,letzter::A,sidste,azken
765,letzter::A,sidste,hondar
766,allein::ADV,alene,bakarrik
767,auf einmal::ADV,på én gang,batera
768,zusammen::ADV,sammen,elkarrekin
769,lange::ADV,længe,luzaro
770,plötzlich::ADV,pludselig,bat-batean
771,sofort::ADV,straks,berehala
772,später::ADV,senere,gero
773,jetzt::ADV,nu,orain
774,heute::ADV,i dag,gaur
775,morgen::ADV,i morgen,bihar
776,bald::ADV,snart,aurki
777,bald::ADV,snart,laster
778,dann::ADV,så,ondoren
779,gestern::ADV,i går,atzo
780,einst::ADV,engang,antzina
781,damals::ADV,dengang,orduan
782,danach::ADV,derefter,gerora
783,danach::ADV,derefter,ondoren
784,vorher::ADV,før,lehenago
785,vorher::ADV,forud,lehenago
786,zuerst::ADV,først,aurrena
787,zuerst::ADV,først,lehenbizi
788,einmal::ADV,en gang,behin
789,einmal::ADV,en gang,aldi bat
790,manchmal::ADV,sommetider,batzuetan
791,manchmal::ADV,sommetider,zenbaitetan
792,oft::ADV,ofte,maiz
793,oft::ADV,ofte,askotan
794,immer::ADV,altid,beti
795,niemals::ADV,aldrig,inoiz ez
796,niemals::ADV,aldrig,sekula ez
797,hier::ADV,her,hemen
798,hierhin::ADV,hid,hona
799,hierhin::ADV,herhen,hona
800,von hier::ADV,herfra,hemendik
801,von hier::ADV,herfra,honetatik
802,dort::ADV,der,han
803,dorthin::ADV,derhen,hara
804,geradeaus::ADV,lige ud,artez
805,vorwärts::ADV,fremad,aurrera
806,rückwärts::ADV,baglæns,atzera
807,rückwärts::ADV,baglæns,atzerantz
808,zurück::ADV,tilbage,atzera
809,unten::ADV,nede,behean
810,unten::ADV,forneden,behean
811,hinab::ADV,ned,behera
812,hinab::ADV,ned,beherantz
813,hinab::ADV,nedad,behera
814,hinab::ADV,nedad,beherantz
815,oben::ADV,oppe,goian
816,oben::ADV,ovenpå,goian
817,hinauf::ADV,op,gora
818,hinauf::ADV,op,gorantz
819,hinauf::ADV,opad,gora
820,hinauf::ADV,opad,gorantz
821,überall::ADV,overalt,edonon
822,nicht::ADV,ikke,ez
823,ein wenig::ADV,lidt,apur bat
824,ein wenig::ADV,lidt,pixka bat
825,kaum::ADV,knap,ozta
826,kaum::ADV,knap,nekez
827,kaum::ADV,næppe,ozta
828,kaum::ADV,næppe,nekez
829,sehr::ADV,meget,oso
830,so::ADV,så,hala
831,so::ADV,så,honela
832,noch::ADV,endnu,oraindik
833,nur::ADV,kun,bakarrik
834,nur::ADV,bare,bakarrik
835,schon::ADV,alt,ja
836,schon::ADV,alt,jada
837,schon::ADV,allerede,ja
838,schon::ADV,allerede,jada
839,wieder::ADV,igen,berriro
840,vergebens::ADV,forgæves,alferrik
841,vor::PRP,foran,aurrean
842,vor::PRP,uden for,aurrean
843,hinter::PRP,bag,ostean
844,hinter::PRP,bag,gibelean
