,Concept_ID,cv,bn
72,Rauch::N,тӗтӗм,ধোঁয়া
73,Funke::N,хӗм,স্ফুলিঙ্গ
74,Feuer::N,вут,অগ্নি
75,Feuer::N,ҫулӑм,অগ্নি
76,Licht::N,ҫутӑ,আলো
77,Schatten::N,сулхӑн,ছায়া
78,Wetter::N,ҫанталӑк,আবহাওয়া
79,Nebel::N,тӗтре,কুহেলিকা
80,Wolke::N,пӗлӗт,মেঘ
81,Regen::N,ҫумӑр,বৃষ্টি
82,Schnee::N,юр,তুষার
83,Eis::N,пӑр,বরফ
84,Frost::N,сивӗ,তুষার
85,Kälte::N,сивӗ,শৈত্য
86,Hitze::N,вӗри,তাপ
87,Hitze::N,шӑрӑх,তাপ
88,Raureif::N,пас,তুহিন
89,Regenbogen::N,асамат кӗперӗ,রামধনু
90,Donner::N,аслати,বজ্রধ্বনি
91,Strömung::N,юхӑ,স্রোত
92,Tropfen::N,тумлам,ফোঁটা
93,Schaum::N,кӑпӑк,ফেনা
94,Schmutz::N,пылчӑк,ধুলা
95,See::N,кӳлӗ,হ্রদ
96,Sumpf::N,шур,জলা
97,Sumpf::N,шурлӑх,জলা
98,Moor::N,торфлӑ шурлӑх,মাঠ
99,Wiese::N,улӑх,তৃণভূমি
100,Wiese::N,ҫаран,তৃণভূমি
101,Wald::N,вӑрман,বন
102,Hügel::N,сӑрт,পাহাড়
103,Hügel::N,тӗмеске,পাহাড়
104,Anhöhe::N,сӑрт,টিলা
105,Berg::N,ту,পর্বত
106,Gipfel::N,тӳпе,শীর্ষ
107,Höhle::N,ҫӗр хӑвӑлӗ,গুহা
108,Abhang::N,тӑвайкки,ঢাল
109,Quelle::N,ҫӑл куҫ,উৎস
110,Bach::N,пӗчӗк шыв,ক্ষুদ্র নদী
111,Fluss::N,юхан шыв,নদী
112,Ufer::N,ҫыран,উপকূল
113,Küste::N,тинӗс ҫыранӗ,তীর
114,Festland::N,тип ҫӗр,ভূমি
115,Meer::N,тинӗс,সমুদ্র
116,Bucht::N,тинӗс кукӑрӗ,উপসাগর
117,Insel::N,утрав,দ্বীপ
118,Blume::N,чечек,ফুল
119,Gras::N,курӑк,ঘাস
120,Wurzel::N,тымар,শিকড়
121,Baum::N,йывӑҫ,গাছ
122,Stamm::N,вулӑ,স্কন্ধ
123,Rinde::N,хуйӑр,বল্কল
124,Ast::N,турат,শাখা
125,Zweig::N,турат,ডাল
126,Blatt::N,ҫулҫӑ,পর্ণ
127,Birke::N,хурӑн,ভুর্জ
128,Kiefer[Baum]::N,хыр,পাইন গাছ
129,Weide[Baum]::N,хӑва,উইলো
130,Tanne::N,чӑрӑш,দেবদারূ গাছ
131,Horn::N,мӑйрака,শিং
132,Feder::N,тӗк,পালক
133,Fell::N,ҫӑм,রোম
134,Flügel::N,ҫунат,ডানা
135,Klaue::N,чӗрне,নখর
136,Kralle::N,ура,নখর
137,Schwanz::N,хӳре,লেজ
138,Ei::N,ҫӑмарта,ডিম
139,Nest::N,йӑва,কুলায়
140,Bau::N,йӗнӗ,ডেরা
141,Tier::N,выльӑх,জন্তু
142,Herde::N,кӗтӳ,ঝাঁক
143,Kuh::N,ӗне,গোরু
144,Bulle::N,вӑкӑр,বৃষ
145,Pferd::N,лаша,ঘোড়া
146,Schaf::N,сурӑх,ভেড়া
147,Schwein::N,сысна,শূকর
148,Hund::N,йытӑ,কুকুর
149,Katze::N,кушак,বেড়াল
150,Bär::N,упа,ভল্লুক
151,Eichhörnchen::N,пакша,কাঠবিড়াল
152,Elch::N,пӑши,হরিণবিশেষ
153,Fuchs::N,тилӗ,পাঁতিশিয়াল
154,Hase::N,куян,শশক
155,Hase::N,мулкач,শশক
156,Maus::N,шӑши,নেংটি ইঁদুর
157,Wolf::N,кашкӑр,নেকড়ে
158,Vogel::N,кайӑк,পক্ষী
159,Vogel::N,вӗҫен кайӑк,পক্ষী
160,Schwarm::N,ушкӑн,ঝাঁক
161,Huhn::N,чӑх,মোরগ
162,Huhn::N,чӑхӑ,মোরগ
163,Hahn::N,автан,কুক্কুট
164,Gans::N,хур,হংসী
165,Adler::N,ӑмӑрт кайӑк,ইগল
166,Ente::N,кӑвакал,হংসী
167,Eule::N,тӑмана,পেচক
168,Kranich::N,тӑрна,সারস
169,Krähe::N,ула курак,কাক
170,Kuckuck::N,куккук,কোকিল
171,Schwan::N,акӑш,মরাল
172,Fisch::N,пулӑ,মাছ
173,Barsch::N,уланкӑ,মৎন্যবিশেষ
174,Hecht::N,ҫӑрттан,বানমাছ
175,Schlange[Tier]::N,ҫӗлен,সর্প
176,Wurm::N,ӑман,কীট
177,Spinne::N,эрешмен,মাকড়সা
178,Ameise::N,кӑткӑ,পিপীলিকা
179,Laus::N,пыйтӑ,উকুন
180,Mücke::N,вӑрӑм туна,মশা
181,Fliege::N,шӑна,মাছি
182,Schmetterling::N,лӗпӗш,প্রজাপতি
183,Beere::N,ҫырла,বেরি
184,Apfel::N,улма,আপেল
185,Apfel::N,пан улми,আপেল
186,Pilz::N,кӑмпа,ছত্রক
187,Zwiebel::N,сухан,পিয়াজ
188,Saat::N,вӑрӑ,বীজ
189,Korn::N,тӗшӗ,শস্য
190,Korn::N,пӗрчӗ,শস্য
191,Heu::N,утӑ,খড়
192,Schale::N,хупӑ,খোসা
193,Grube::N,шӑтӑк,গর্ত
194,Falle::N,тапӑ,ফাঁদ
195,Falle::N,капкӑн,ফাঁদ
196,Schlinge::N,йӑлӑ,পাশ
197,Spur::N,йӗр,চিহ্ন
198,Asche::N,кӗл,ভস্ম
199,Dreck::N,пылчӑк,ময়লা
200,Eisen::N,тимӗр,লোহা
201,Gold::N,ылтӑн,স্বর্ণ
202,Silber::N,кӗмӗл,রৌপ্য
203,Kohle::N,кӑмрӑк,অঙ্গার
204,Glas::N,кӗленче,কাচ
205,Lehm::N,тӑм,মৃত্তিকা
206,Sand::N,хӑйӑр,বালি
207,Mensch::N,ҫын,নর
208,Mensch::N,ҫын,মানুষ
209,Mensch::N,этем,নর
210,Mensch::N,этем,মানুষ
211,Mann::N,ар,মানুষ
212,Frau::N,хӗрарӑм,নারী
213,Kind::N,ача,বাচ্চা
214,Junge::N,ача,ছেলে
215,Junge::N,ар ҫын ача,ছেলে
216,Mädchen::N,хӗр ача,মেয়ে
217,Familie::N,ҫемье,পরিবার
218,Familie::N,кил-йыш,পরিবার
219,Großvater::N,кукаҫи,মাতামহ
220,Großmutter::N,кукамай,মাতামহী
221,Eltern::N,аҫа-ама,মাতাপিতা
222,Vater::N,атте,পিতা
223,Mutter::N,анне,মাতা
224,Sohn::N,ывӑл,ছেলে
225,Tochter::N,хӗр,মেয়ে
226,Bruder::N,ар тӑван,দাদা
227,Schwester::N,аппа,বোন
228,Schwester::N,аппа,দিদি
229,Schwester::N,йӑмӑк,বোন
230,Schwester::N,йӑмӑк,দিদি
231,Onkel::N,мучи,মামা
232,Onkel::N,пичче,মামা
233,Tante::N,аппа,মাসী
234,Ehemann::N,упӑшка,স্বামী
235,Ehefrau::N,арӑм,পত্নী
236,Freude::N,савӑнӑҫ,উল্লাস
237,Freude::N,хаваслӑх,উল্লাস
238,Gelächter::N,кулӑ,হাসি
239,Glück::N,телей,সুখ
240,Glück::N,ӑраскал,সুখ
241,Kummer::N,хурлӑх,দুঃখ
242,Wunsch::N,ӗмӗт,আকাঙ্ক্ষা
243,Wunsch::N,кӑмӑл,আকাঙ্ক্ষা
244,Lust::N,кӑмӑл,বাসনা
245,Geist::N,чун-чӗм,আত্না
246,Geist::N,ыр-усал,আত্না
247,Geist::N,чун хавалӗ,আত্না
248,Gedanke::N,шухӑш,চিন্তা
249,Gedächtnis::N,ас,স্মরণশক্তি
250,Verstand::N,ӑс,মন
251,Verstand::N,ӑс-тӑн,মন
252,Verstand::N,ӑс-хакӑл,মন
253,Sinn::N,тупсӑм,পদার্থ
254,Sinn::N,пӗлтерӗш,পদার্থ
255,Grund::N,сӑлтав,কারণ
256,Wahrheit::N,чӑнлӑх,সত্য
257,Gespräch::N,калаҫу,কথাবার্তা
258,Märchen::N,юмах,রূপকথা
259,Erzählung::N,акалав,গল্প
260,Erzählung::N,каласа пани,গল্প
261,Nachricht::N,хыпар,তথ্য
262,Neuigkeit::N,ҫӗнӗ хыпар,খবরাখবর
263,Name::N,ят,নাম
264,Rätsel::N,сутмалли юмах,ধাঁধা
265,Rede::N,сӑмах,বক্তৃতা
266,Sprache::N,чӗлхе,ভাষা
267,Stimme::N,сасӑ,স্বর
268,Wort::N,сӑмах,শব্দ
269,Zeichen::N,паллӑ,প্রতীক
270,Ruf::N,йыхрав,ডাক
271,Ruf::N,чӗнӳ,ডাক
272,Lärm::N,шав,হৈচৈ
273,Laut::N,сасӑ,ধ্বনি
274,Ton::N,сасӑ,স্বর
275,Lied::N,юрӑ,গান
276,Ruhe::N,канӑҫлӑх,শান্তি
277,Ruhe::N,лӑпкӑлӑх,শান্তি
278,Leute::N,ҫамрӑксем,প্রজাপুঞ্জ
279,Leute::N,ҫамрӑк ҫынсем,প্রজাপুঞ্জ
280,Volk::N,халӑх,জাতি
281,Arbeit::N,ӗҫхӗл,চাকরি
282,Arbeit::N,ӗҫлев,চাকরি
283,Gast::N,хӑна,অতিথি
284,Geschenk::N,парне,উপহার
285,Geschenk::N,кучченеҫ,উপহার
286,Spiel::N,вӑйӑ,খেলা
287,Gesellschaft::N,общество,সঙ্গিগণ
288,Hilfe::N,пулӑшу,সাহায্য
289,Freund::N,тус,বন্ধু
290,Kamerad::N,юлташ,সঙ্গী
291,Kamerad::N,тус,সঙ্গী
292,Angelegenheit::N,ӗҫ,বিষয়
293,Anzahl::N,йыш,পরিমাণ
294,Anzahl::N,хисеп,পরিমাণ
295,Art::N,тӗс,রকম
296,Stück::N,татӑк,টুকরো
297,Teil::N,пай,অংশ
298,Hälfte::N,ҫурӑ,অর্ধেক
299,Kreis::N,ункӑ,বৃত্ত
300,Kreis::N,ҫавракӑш,বৃত্ত
301,Kreuz::N,хӗрес,ক্রুশ
302,Linie::N,йӗр,রেখা
303,Strich::N,йӗр,কষি
304,Abstand::N,хушӑ,ফাঁক
305,Entfernung::N,хушӑ,ব্যবধান
306,Gegend::N,вырӑн,ক্ষেত্র
307,Platz::N,хутлӑх,জায়গা
308,Ort::N,вырӑн,স্থান
309,Seite::N,ен,পার্শ্ব
310,Seite::N,аяк,পার্শ্ব
311,Seite::N,айӑк,পার্শ্ব
312,Mitte::N,варӑ,মধ্য
313,Gegenstand::N,япала,জিনিস
314,Sache::N,япала,বস্তু
315,Rand::N,вӗҫ,কানা
316,Rand::N,хӗрӗ,কানা
317,Rand::N,хӗрри,কানা
318,Kante::N,хайкача,ধার
319,Kante::N,хысак,ধার
320,Ecke::N,кӗтес,কোণ
321,Spitze::N,вӗҫ,ডগা
322,Ende::N,вӗҫ,প্রান্ত
323,Loch::N,шӑтӑк,গর্ত
324,Winkel::N,кӗтес,কোণ
325,Muster::N,эреш,নমুন্
326,Größe::N,пысӑкӑш,আয়তন
327,Länge::N,вӑрӑмӑш,দৈর্ঘ্য
328,Höhe::N,ҫӳллӗш,উচ্চতা
329,Gewicht::N,виҫе,ওজন
330,Gewicht::N,йывӑрӑш,ওজন
331,Menge::N,йыш,পরিমাণ
332,Haufen::N,купа,পুঞ্জ
333,Reihe::N,рет,শ্রেণী
334,Boot::N,кимӗ,নৌকা
335,Ruder::N,кӗсмен,দাঁড়
336,Schlitten::N,ҫуна,স্নেজ্-গাড়ি
337,Ski::N,йӗлтӗр,শী
338,Lagerfeuer::N,вут,অগ্নি
339,Lagerfeuer::N,кӑвайт,অগ্নি
340,Last::N,сулмаклӑх,বোঝা
341,Last::N,йывӑр япала,বোঝা
342,Gang::N,куҫӑм,হণ্টন
343,Schritt::N,утӑм,পদ
344,Schritt::N,пусӑм,পদ
345,Norden::N,ҫурҫӗр,উত্তরদিক্
346,Süden::N,кӑнтӑр,দক্ষিণদিক
347,Westen::N,анӑҫ,পশ্চিমদিক্
348,Westen::N,хӗвел анӑҫ,পশ্চিমদিক্
349,Osten::N,хӗвел тухӑҫ,পূর্বদিক
350,Holz::N,йывӑҫ,কাঠ
351,Brett::N,хӑма,তক্তা
352,Platte::N,плита,ফলক
353,Stütze::N,ура,নাগদণ্ড
354,Stange::N,шерте,দণ্ড
355,Stock::N,патак,ছড়ি
356,Stab::N,шӑчӑ,যষ্টি
357,Rohr::N,пӑрӑх,নল
358,Haus::N,ҫурт,ঘর
359,Heim::N,кил,বাসা
360,Ofen::N,кӑмака,স্টোভ্
361,Fußboden::N,урай,গহতল
362,Tisch::N,сӗтел,মেজ
363,Tisch::N,сӗтел,টেবিল
364,Stuhl::N,пукан,চেয়ার
365,Stuhl::N,пукан,কেদারা
366,Wiege::N,сӑпка,দোলনা
367,Bett::N,кравать,শয্যা
368,Regal::N,ҫӳлӗк,তাক
369,Regal::N,сентре,তাক
370,Kiste::N,ещӗк,বাক্স
371,Kiste::N,сунтӑх,বাক্স
372,Fenster::N,чӳрече,জানালা
373,Tür::N,алӑк,দ্বার
374,Tor::N,хапха,দ্বার
375,Zaun::N,хӳме,বেড়া
376,Dach::N,тӑрӑ,ছাদ
377,Leiter::N,пусма,মই
378,Besen::N,шӑпӑр,গুল্মবিশেষ
379,Spaten::N,кӗреҫе,কোদাল
380,Schaufel::N,кӗреҫе,বেলচা
381,Gabel::N,вилка,কাঁটা
382,Löffel::N,кашӑк,চামচ
383,Messer::N,ҫӗҫӗ,ছুরি
384,Nagel::N,пӑта,পেরেক
385,Netz::N,тетел,জাল
386,Haken::N,йӑрхах,কাচি
387,Haken::N,ҫекӗл,কাচি
388,Griff::N,хӑлӑп,হাতল
389,Schloss::N,ҫӑра,তালা
390,Bild::N,сӑн,ছবি
391,Bild::N,сӑн,চিত্র
392,Bild::N,сӑнлӑх,ছবি
393,Bild::N,сӑнлӑх,চিত্র
394,Bild::N,картина,ছবি
395,Bild::N,картина,চিত্র
396,Figur::N,кӗлетке,আকার
397,Puppe::N,пукане,পুতুল
398,Beutel::N,михӗ,বটুয়া
399,Bündel::N,ҫыхӑ,আঁটি
400,Bündel::N,тӗрке,আঁটি
401,Tasche::N,сумка,থলি
402,Eimer::N,витре,বাল্তি
403,Deckel::N,хупӑ,আবরণ
404,Geschirr::N,савӑт-сапа,থালা-বাসন
405,Sack::N,михӗ,বস্তা
406,Tasse::N,курка,কাপ
407,Topf::N,кастрюль,পাত্র
408,Kessel::N,хуран,কেটলি
409,Essen::N,апат,আহার
410,Nahrung::N,апат-ҫимӗс,খাদ্য
411,Speise::N,апат,খাদ্য
412,Speise::N,ҫимӗҫ,খাদ্য
413,Fleisch::N,аш,মাংস
414,Fleisch::N,какай,মাংস
415,Getreide::N,тырӑ,শস্য
416,Brei::N,пӑтӑ,মণ্ড
417,Brot::N,ҫӑкӑр,রুটি
418,Scheibe::N,чӗлӗ,ফালি
419,Scheibe::N,касӑк,ফালি
420,Fett::N,ҫу,মেদ
421,Butter::N,ҫу,মাখন
422,Öl::N,ҫу,তৈল
423,Salz::N,тӑвар,নুন
424,Suppe::N,яшка,শুরুয়া
425,Honig::N,пыл,মধু
426,Milch::N,сӗт,দুধ
427,Tee::N,чей,চা
428,Leder::N,сӑран,পাকা চামড়া
429,Wolle::N,ҫӑм,পশম
430,Stoff::N,тӗртӗм,বস্ত্র
431,Nadel::N,йӗп,সুচ
432,Faden::N,ҫип,সূত্র
433,Knopf::N,тӳме,বোতাম
434,Knoten::N,йӑлӑ,গিঁট
435,Farbe::N,сӑрӑ,রং
436,Kleidung::N,тум,কাপড়
437,Kleidung::N,ҫипуҫ,কাপড়
438,Kleidung::N,тум-тир,কাপড়
439,Hemd::N,кӗпе,শার্ট
440,Kragen::N,ҫуха,গলবন্ধ
441,Ärmel::N,ҫанӑ,আস্তিন্
442,Hose::N,шӑлавар,ট্রাউজার
443,Gürtel::N,пиҫиххи,কটিবন্ধ
444,Mütze::N,ҫӗлӗк,টুপি
445,Schuh::N,пушмак,জুতো
446,Schuh::N,ботинок,জুতো
447,Stiefel::N,атӑ,বুট
448,Ring::N,ҫӗрӗ,আংটি
449,Band::N,хаю,ফিতা
450,Band::N,йӗсме,ফিতা
451,Kamm::N,тура,চিরুনি
452,Spiegel::N,тӗкӗр,আয়না
453,Spiegel::N,куҫ кӗски,আয়না
454,Riemen::N,чӗн,চাবুক
455,Schnur::N,кантра,দড়ি
456,Leine::N,касмӑк,শিকল
457,Decke::N,утиял,কম্বল
458,Kissen::N,ҫытар,উপাধান
459,Kissen::N,минтер,উপাধান
460,Tuch::N,тутӑр,বস্ত্র
461,Handtuch::N,ал шӑлли,তোয়ালে
462,Kraft::N,вӑй,জোর
463,Kraft::N,хӑват,জোর
464,Stärke::N,хал,শক্তি
465,Stärke::N,хӑват,শক্তি
466,Gesundheit::N,хал,স্বাস্থ্য
467,Gesundheit::N,сывлӑх,স্বাস্থ্য
468,Krankheit::N,чир,অসুখ
469,Krankheit::N,чир,ব্যামো
470,Schmerz::N,ырату,যন্ত্রণা
471,Wunde::N,суран,ক্ষত
472,Fieber::N,сив чир,জ্বর
473,Arznei::N,эмел,ঔষধ
474,Brücke::N,кӗпер,সেতু
475,Brunnen::N,ҫӑл,কূপ
476,Brunnen::N,пусӑ,কূপ
477,Weide::N,ҫаран,পশুচারণভূমি
478,Pfad::N,йӗр,পথ
479,Pfad::N,сукмак,পথ
480,Weg::N,ҫул,পথ
481,Weg::N,ҫул-йӗр,পথ
482,Straße::N,ҫӳрев,রাস্তা
483,Straße::N,ҫул ҫӳрени,রাস্তা
484,Dorf::N,ял,গ্রাম
485,Stadt::N,хула,শহর
486,Brief::N,ҫыру,চিঠি
487,Buch::N,кӗнеке,বই
488,Buchstabe::N,сас палли,অক্ষর
489,Zeitung::N,хаҫат,সংবাদপত্র
490,Leben::N,пурнӑҫ,জীবন
491,Tod::N,вилӗм,মৃত্যু
492,Grab::N,масар шӑтӑкӗ,কবর
493,Kirche::N,чиркӳ,গির্জা
494,Sünde::N,ҫылӑх,পাপ
495,Gott::N,турӑ,দেবতা
496,Arbeiter::N,рабочи,শ্রমিক
497,Chef::N,пуҫлӑх,নেতা
498,Meister::N,ӑста,ব্যক্তি
499,Meister::N,мастер,ব্যক্তি
500,Arzt::N,врач,চিকিৎসক
501,Arzt::N,тухтӑр,চিকিৎসক
502,Lehrer::N,учитель,অধ্যাপক
503,Lehrer::N,вӗрентекен,অধ্যাপক
504,Geld::N,укҫа,মুদ্রা
505,Geld::N,укҫа,টাকাপয়সা
506,Geschäft::N,бизнес,ব্যস্ততা
507,Laden::N,магазин,দোকান
508,Preis::N,хак,মূল্য
509,Ware::N,тавар,পণ্যদ্রব্য
510,Nutzen::N,пайта,সুবিধা
511,Reichtum::N,мул,ধনদৌলত
512,Welt::N,тӗнче,জগৎ
513,Land::N,ҫӗр-шыв,খেত
514,Staat::N,патшàлӑх,রাষ্ট্র
515,König::N,король,রাজা
516,Macht::N,власть,প্রভাব
517,Grenze::N,чикӗ,সীমা
518,Krieg::N,вӑрҫӑ,যুদ্ধ
519,Feind::N,тӑшман,শত্রু
520,Gewalt::N,ирӗксӗрлӳ,জোর
521,Kampf::N,кӗрешӳ,লড়াই
522,Bogen[Waffe]::N,ухӑ,ধনুক
523,Pfeil::N,ҫӗмрен,বাণ
524,Pfeil::N,ухӑ йӗппи,বাণ
525,Gewehr::N,пӑшал,বন্দুক
526,Fehler::N,йӑнӑш,ভুল
527,Lüge::N,суя,মিথ্যা
528,Lüge::N,ултав,মিথ্যা
529,Schaden::N,сиен,ক্ষতি
530,Unglück::N,шар,দুর্ভাগ্য
531,Unglück::N,инкек,দুর্ভাগ্য
532,Schuld::N,айӑп,অপরাধ
533,Alter::N,ҫул шучӗ,আয়ু
534,Schluss::N,пӗтни,শেষ
535,Schluss::N,пӗтмӗш,শেষ
536,Zeit::N,вӑхӑт,সময়
537,Tag::N,кун,দিন
538,Morgen::N,ир,সকাল
539,Mittag::N,кӑнтӑрла,মধ্যাহু
540,Abend::N,каҫ,সন্ধ্যা
541,Nacht::N,каҫ,রাত্রি
542,Woche::N,эрне,সপ্তাহ
543,Monat::N,уйӑх,মাস
544,Jahr::N,ҫулталӑк,সৌরবর্ষ
545,Frühling::N,ҫур,বসন্তকাল
546,Frühling::N,ҫуркунне,বসন্তকাল
547,Sommer::N,ҫу,গ্রীষ্মকাল
548,Sommer::N,ҫулла,গ্রীষ্মকাল
549,Herbst::N,кӗр,শরংঋতু
550,Herbst::N,кӗркунне,শরংঋতু
551,Winter::N,хӗл,শীতকাল
552,Winter::N,хӗлле,শীতকাল
553,Januar::N,январь,জানুয়ারী
554,Februar::N,февраль,ফেব্রুয়ারী
555,Februar::N,кӗҫӗн кӑрлач,ফেব্রুয়ারী
556,März::N,март,মার্চ
557,März::N,пуш уйӑхӗ,মার্চ
558,April::N,апрель,এপ্রিল
559,Mai::N,май,মে
560,Juni::N,июнь,জুন
561,Juli::N,июль,জুলাই
562,August::N,август,অগাস্ট
563,September::N,сентябрь,সেপ্টেম্বর
564,September::N,авӑн уйӑхӗ,সেপ্টেম্বর
565,Oktober::N,октябрь,অক্টোবর
566,November::N,ноябрь,নভেম্বর
567,Dezember::N,раштав,ডিসেম্বর
568,Dezember::N,декабрь,ডিসেম্বর
569,Montag::N,тунти кун,সোমবার
570,Dienstag::N,ытлари кун,মঙ্গলবার
571,Mittwoch::N,юн кун,বুধবার
572,Donnerstag::N,кӗҫнерни кун,বৃহম্পতিবার
573,Freitag::N,эрне кун,শুক্রবার
574,Samstag::N,шӑмат кун,শনিবার
575,Sonntag::N,вырсарни кун,রবিবার
576,groß::A,пысӑк,বৃহৎ
577,klein::A,пӗчӗк,ছোট
578,lang::A,вӑрӑм,দীর্ঘ
579,kurz::A,кӗске,খর্ব
580,kurz::A,кӗске,হ্রস্ব
581,breit::A,сарлака,চওড়া
582,schmal::A,ансӑр,সরু
583,dicht::A,йӑвӑ,ঘন
584,dick[Gegenstand]::A,хулӑн,পুরু
585,dünn::A,ҫинҫе,কৃশ
586,dünn::A,ҫӳхе,কৃশ
587,fein::A,тарай,সূক্ষ্ম
588,fein::A,вӗлтӗрти,সূক্ষ্ম
589,fest::A,тӗреклӗ,দৃঢ়
590,flach::A,лаптак,সমতল
591,glatt::A,такӑр,মসৃণ
592,hart::A,хытӑ,শক্ত
593,weich::A,ҫемҫе,নরম
594,rund::A,ҫавра,গোলাকার
595,spitz::A,шӗвӗр,তীক্ষ্ন
596,scharf::A,ҫивӗч,শাণিত
597,stumpf::A,мӑка,ভোঁতা
598,stumpf::A,пуклак,ভোঁতা
599,stumpf::A,тӗрӗнчӗк,ভোঁতা
600,stumpf::A,ӑнкарусӑр,ভোঁতা
601,schwer::A,йывӑр,ভারী
602,schön::A,илемлӗ,সুন্দর
603,heiß::A,вӗри,গরম
604,warm::A,ӑшӑ,ঈষদুষ্ণ
605,kalt::A,сивӗ,ঠাণ্ডা
606,kühl::A,уҫӑ,শীতল
607,frisch::A,уҫӑ,তাজা
608,feucht::A,йӗпе,ভিজা
609,nass::A,нӳрӗ,ভিজা
610,trocken::A,типӗ,শুষ্ক
611,voll::A,тулли,পূর্ণ
612,leer::A,пушӑ,খালি
613,offen::A,уҫӑ,খোলা
614,geschlossen::A,хупӑ,বন্ধ
615,sauber::A,таса,নির্মল
616,schmutzig::A,пылчӑклӑ,নোংরা
617,schmutzig::A,вараланчӑк,নোংরা
618,roh::A,чӗрӗ,কাঁচা
619,reif::A,пулнӑ,পাকা
620,reif::A,пиҫӗхнӗ,পাকা
621,reif::A,аталаннӑ,পাকা
622,reif::A,пиҫсе ҫитнӗ,পাকা
623,lecker::A,тутлӑ,সুস্বাদ
624,lecker::A,техӗмлӗ,সুস্বাদ
625,süß::A,пылак,মিষ্ট
626,bitter::A,йӳҫӗ,তিক্ত
627,sauer::A,йӳҫӗ,টক
628,sauer::A,йӳҫек,টক
629,sauer::A,кӑвасак,টক
630,hell::A,ҫутӑ,উজ্জ্বল
631,dunkel::A,тӗттӗм,অন্ধকারময়
632,schwarz::A,хура,কালো
633,weiß::A,шурӑ,সাদা
634,rot::A,хӗрлӗ,লাল
635,gelb::A,сарӑ,হলদে
636,blau::A,кӑвак,নীল
637,grün::A,симӗс,সবুজ
638,grün::A,пиҫмен,সবুজ
639,grün::A,ӑс пухман,সবুজ
640,grau::A,кӑвак,ছাই-রঙা
641,bunt::A,чӑпар,রঙিন
642,billig::A,йӳнӗ,সস্তা
643,teuer::A,хаклӑ,আক্রা
644,wertvoll::A,паха,মহার্ঘ
645,blind::A,суккӑр,কানা
646,taub::A,хӑлхасӑр,বধির
