,Concept_ID,la,sk
203,Pilz::N,fungus,hríb
204,Zwiebel::N,cepa,cibuľa
205,Saat::N,seges,osivo
206,Korn::N,granum,zrno
207,Heu::N,faenum,seno
208,Schale::N,putamen,šupa
209,Schale::N,putamen,škrupina
210,Grube::N,fovea,jama
211,Falle::N,pedica,pasca
212,Falle::N,pedica,klepec
213,Schlinge::N,laqueus,slučka
214,Spur::N,vestigium,stopa
215,Asche::N,cinis,popol
216,Dreck::N,lutum,kal
217,Dreck::N,lutum,blato
218,Eisen::N,ferrum,železo
219,Gold::N,aurum,zlato
220,Silber::N,argentum,striebro
221,Kohle::N,carbo,uhlie
222,Glas::N,vitrum,sklo
223,Lehm::N,lutum,íl
224,Lehm::N,lutum,hlina
225,Sand::N,arena,piesok
226,Mensch::N,homo,človek
227,Mann::N,vir,muž
228,Mann::N,vir,chlap
229,Frau::N,mulier,žena
230,Kind::N,puer,dieťa
231,Kind::N,infans,dieťa
232,Junge::N,puer,chlapec
233,Mädchen::N,puella,dievka
234,Familie::N,familia,rodina
235,Großvater::N,avus,dedo
236,Großvater::N,avus,starý otec
237,Großmutter::N,avia,babička
238,Großmutter::N,avia,stará mať
239,Eltern::N,parentes,rodičia
240,Vater::N,pater,otec
241,Mutter::N,mater,mať
242,Mutter::N,mater,matka
243,Sohn::N,filius,syn
244,Tochter::N,filia,dcéra
245,Bruder::N,frater,brat
246,Schwester::N,soror,sestra
247,Onkel::N,patruus,ujo
248,Onkel::N,patruus,strýko
249,Onkel::N,avunculus,ujo
250,Onkel::N,avunculus,strýko
251,Tante::N,amita,teta
252,Tante::N,amita,tetka
253,Ehemann::N,maritus,muž
254,Ehemann::N,maritus,manžel
255,Ehefrau::N,uxor,žena
256,Ehefrau::N,uxor,manželka
257,Freude::N,gaudium,radosť
258,Freude::N,laetitia,radosť
259,Gelächter::N,risus,smiech
260,Glück::N,felicitas,šťastie
261,Kummer::N,aegritudo,žiaľ
262,Kummer::N,aegritudo,zármutok
263,Wunsch::N,voluntas,prianie
264,Wunsch::N,desiderium,prianie
265,Lust::N,libido,chuť
266,Lust::N,voluptas,chuť
267,Geist::N,mens,duch
268,Geist::N,animus,duch
269,Gedanke::N,sententia,myšlienka
270,Gedächtnis::N,memoria,pamäť
271,Verstand::N,ratio,rozum
272,Verstand::N,ingenium,rozum
273,Sinn::N,sensus,zmysel
274,Grund::N,causa,dôvod
275,Grund::N,causa,príčina
276,Wahrheit::N,veritas,pravda
277,Gespräch::N,sermo,reč
278,Gespräch::N,sermo,rozhovor
279,Märchen::N,fabula,rozprávka
280,Erzählung::N,fabula,poviedka
281,Erzählung::N,narratio,poviedka
282,Nachricht::N,nuntius,správa
283,Neuigkeit::N,novitas,novinka
284,Name::N,nomen,meno
285,Rätsel::N,aenigma,záhada
286,Rätsel::N,aenigma,hádanka
287,Rede::N,oratio,reč
288,Sprache::N,lingua,reč
289,Sprache::N,lingua,jazyk
290,Stimme::N,vox,hlas
291,Wort::N,verbum,slovo
292,Wort::N,vocabulum,slovo
293,Zeichen::N,signum,znak
294,Ruf::N,clamor,volanie
295,Ruf::N,clamor,zavolanie
296,Lärm::N,strepitus,hluk
297,Lärm::N,strepitus,hurhaj
298,Laut::N,sonus,zvuk
299,Ton::N,sonus,tón
300,Ton::N,sonus,zvuk
301,Lied::N,carmen,pieseň
302,Ruhe::N,quies,pokoj
303,Leute::N,homines,ľudia
304,Volk::N,populus,ľud
305,Volk::N,populus,národ
306,Arbeit::N,labor,práca
307,Arbeit::N,labor,robota
308,Gast::N,hospes,hosť
309,Gast::N,conviva,hosť
310,Geschenk::N,munus,dar
311,Spiel::N,ludus,hra
312,Gesellschaft::N,societas,spoločnosť
313,Hilfe::N,auxilium,pomoc
314,Hilfe::N,subsidium,pomoc
315,Freund::N,amicus,priateľ
316,Kamerad::N,socius,kamarát
317,Angelegenheit::N,res,vec
318,Angelegenheit::N,res,záležitosť
319,Anzahl::N,numerus,počet
320,Anzahl::N,numerus,množstvo
321,Art::N,genus,druh
322,Stück::N,frustum,kus
323,Stück::N,frustum,kúsok
324,Stück::N,fragmentum,kus
325,Stück::N,fragmentum,kúsok
326,Teil::N,pars,časť
327,Hälfte::N,dimidium,polka
328,Hälfte::N,dimidium,polovica
329,Kreis::N,orbis,kruh
330,Kreis::N,circus,kruh
331,Kreuz::N,crux,kríž
332,Linie::N,linea,línia
333,Strich::N,lineamentum,čiara
334,Abstand::N,intervallum,vzdialenosť
335,Entfernung::N,spatium,vzdialenosť
336,Gegend::N,loca,kraj
337,Gegend::N,loca,krajina
338,Gegend::N,regio,kraj
339,Gegend::N,regio,krajina
340,Platz::N,locus,miesto
341,Ort::N,locus,miesto
342,Seite::N,latus,bok
343,Seite::N,latus,strana
344,Mitte::N,medium,stred
345,Gegenstand::N,res,predmet
346,Sache::N,res,vec
347,Rand::N,margo,kraj
348,Rand::N,margo,okraj
349,Kante::N,angulus,hrana
350,Ecke::N,angulus,roh
351,Spitze::N,cacumen,hrot
352,Spitze::N,cacumen,špička
353,Ende::N,caput,koniec
354,Loch::N,foramen,diera
355,Winkel::N,angulus,kút
356,Muster::N,exemplum,vzor
357,Muster::N,exemplum,vzorka
358,Größe::N,magnitudo,veľkosť
359,Länge::N,longitudo,dĺžka
360,Höhe::N,altitudo,výška
361,Gewicht::N,pondus,váha
362,Menge::N,copia,množstvo
363,Haufen::N,acervus,hŕba
364,Reihe::N,ordo,rad
365,Boot::N,navicula,čln
366,Ruder::N,remus,veslo
367,Schlitten::N,sclodia,sane
368,Ski::N,narta,lyža
369,Lagerfeuer::N,ignis,táborák
370,Last::N,onus,ťarcha
371,Last::N,onus,bremeno
372,Gang::N,cursus,chôdza
373,Schritt::N,gradus,krok
374,Norden::N,septentriones,sever
375,Süden::N,meridies,juh
376,Westen::N,occidens,západ
377,Osten::N,oriens,východ
378,Holz::N,lignum,drevo
379,Brett::N,tabula,doska
380,Platte::N,lamina,doska
381,Platte::N,lamina,platňa
382,Stütze::N,adminiculum,opora
383,Stange::N,pertica,tyč
384,Stock::N,baculum,palica
385,Stab::N,scipio,palica
386,Rohr::N,tubus,rúra
387,Haus::N,aedes,dom
388,Heim::N,domicilium,domov
389,Ofen::N,fornax,pec
390,Ofen::N,fornax,kachle
391,Fußboden::N,solum,dlážka
392,Fußboden::N,solum,podlaha
393,Tisch::N,mensa,stôl
394,Stuhl::N,sella,stolička
395,Wiege::N,cunae,kolíska
396,Bett::N,lectus,lôžko
397,Bett::N,lectus,posteľ
398,Regal::N,foruli,regál
399,Regal::N,foruli,polica
400,Kiste::N,cista,debna
401,Fenster::N,fenestra,okno
402,Fenster::N,fenestra,oblok
403,Tür::N,ianua,dvere
404,Tor::N,porta,vráta
405,Zaun::N,saepes,plot
406,Zaun::N,saepes,ohrada
407,Dach::N,tectum,krov
408,Dach::N,tectum,strecha
409,Leiter::N,scalae,rebrík
410,Leiter::N,scalae,rebrina
411,Besen::N,scopae,metla
412,Spaten::N,pala,rýľ
413,Schaufel::N,pala,lopata
414,Gabel::N,fuscinula,vidlička
415,Löffel::N,coclear,lyžica
416,Messer::N,culter,nôž
417,Nagel::N,clavus,klinec
418,Netz::N,rete,sieť
419,Haken::N,hamus,hák
420,Haken::N,hamus,háčik
421,Griff::N,manubrium,rukoväť
422,Schloss::N,claustra,zámka
423,Bild::N,tabula,obraz
424,Bild::N,pictura,obraz
425,Figur::N,statunculum,figúra
426,Puppe::N,pupa,bábka
427,Puppe::N,pupa,bábika
428,Beutel::N,sacculus,vrece
429,Beutel::N,sacculus,vrecko
430,Bündel::N,fascis,uzlík
431,Bündel::N,fascis,zväzok
432,Tasche::N,sacculus,taška
433,Tasche::N,sacculus,kabelka
434,Eimer::N,situla,vedro
435,Deckel::N,operculum,vrchnák
436,Deckel::N,operculum,pokrývka
437,Geschirr::N,vasa,nádoba
438,Sack::N,saccus,mech
439,Sack::N,saccus,vrece
440,Tasse::N,pocillum,šálka
441,Topf::N,olla,hrniec
442,Kessel::N,aenum,kotol
443,Essen::N,cena,jedlo
444,Nahrung::N,cibus,strava
445,Nahrung::N,cibus,potrava
446,Nahrung::N,alimenta,strava
447,Nahrung::N,alimenta,potrava
448,Speise::N,cibus,jedlo
449,Fleisch::N,caro,mäso
450,Getreide::N,frumentum,obilie
451,Brei::N,puls,kaša
452,Brot::N,panis,chlieb
453,Scheibe::N,frustum,kotúč
454,Scheibe::N,frustum,krajec
455,Fett::N,pingue,tuk
456,Fett::N,pingue,masť
457,Butter::N,butȳrum,maslo
458,Öl::N,oleum,olej
459,Salz::N,sal,soľ
460,Suppe::N,ius,polievka
461,Honig::N,mel,med
462,Milch::N,lac,mlieko
463,Tee::N,thea,čaj
464,Leder::N,corium,koža
465,Wolle::N,lana,vlna
466,Stoff::N,textum,súkno
467,Nadel::N,acus,ihla
468,Faden::N,filum,niť
469,Faden::N,filum,vlákno
470,Knopf::N,bulla,gombík
471,Knoten::N,nodus,uzol
472,Farbe::N,pigmentum,farba
473,Kleidung::N,vestimenta,šaty
474,Kleidung::N,vestimenta,šatstvo
475,Hemd::N,tunica,košeľa
476,Kragen::N,collare,golier
477,Ärmel::N,manica,rukáv
478,Hose::N,bracae,nohavice
479,Gürtel::N,cingulum,pás
480,Gürtel::N,cingulum,opasok
481,Mütze::N,pilleus,čiapka
482,Schuh::N,calceus,obuv
483,Schuh::N,calceus,topánka
484,Stiefel::N,pero,čižma
485,Stiefel::N,caliga,čižma
486,Ring::N,anulus,prsteň
487,Band::N,redimiculum,stuha
488,Kamm::N,pecten,hrebeň
489,Spiegel::N,speculum,zrkadlo
490,Riemen::N,lorum,remeň
491,Schnur::N,linum,šnúra
492,Leine::N,retinaculum,vodidlo
493,Decke::N,lodix,deka
494,Decke::N,lodix,prikrývka
495,Kissen::N,pulvinus,poduška
496,Tuch::N,velum,šatka
497,Handtuch::N,mantele,uterák
498,Kraft::N,vis,moc
499,Stärke::N,robur,sila
500,Gesundheit::N,valetudo,zdravie
501,Krankheit::N,morbus,nemoc
502,Krankheit::N,morbus,choroba
503,Schmerz::N,dolor,bolesť
504,Wunde::N,vulnus,rana
505,Fieber::N,febris,horúčka
506,Arznei::N,remedium,liek
507,Brücke::N,pons,most
508,Brunnen::N,puteus,studňa
509,Weide::N,pascua,pastva
510,Pfad::N,semita,chodník
511,Weg::N,iter,cesta
512,Straße::N,via,hradská
513,Dorf::N,vicus,dedina
514,Stadt::N,urbs,mesto
515,Stadt::N,oppidum,mesto
516,Brief::N,epistula,list
517,Buch::N,liber,kniha
518,Buchstabe::N,littera,litera
519,Buchstabe::N,littera,písmeno
520,Zeitung::N,diurnum,noviny
521,Leben::N,vita,život
522,Tod::N,mors,smrť
523,Grab::N,sepulcrum,hrob
524,Kirche::N,ecclesia,kostol
525,Sünde::N,peccatum,hriech
526,Gott::N,deus,boh
527,Arbeiter::N,operarius,robotník
528,Arbeiter::N,operarius,pracnovík
529,Chef::N,praefectus,šéf
530,Chef::N,praefectus,riaditeľ
531,Meister::N,magister,majster
532,Arzt::N,medicus,lekár
533,Lehrer::N,magister,učiteľ
534,Geld::N,aes,peniaze
535,Geld::N,pecunia,peniaze
536,Geschäft::N,negotium,obchod
537,Laden::N,taberna,obchod
538,Preis::N,pretium,cena
539,Ware::N,merx,tovar
540,Nutzen::N,utilitas,osoh
541,Nutzen::N,utilitas,úžitok
542,Reichtum::N,opes,bohatstvo
543,Reichtum::N,divitiae,bohatstvo
544,Welt::N,mundus,svet
545,Land::N,terra,územie
546,Land::N,terra,krajina
547,Staat::N,res publica,štát
548,König::N,rex,kráľ
549,Macht::N,potestas,moc
550,Macht::N,potestas,mocnosť
551,Grenze::N,limes,hranica
552,Krieg::N,bellum,vojna
553,Feind::N,inimicus,nepriateľ
554,Gewalt::N,vis,násilie
555,Kampf::N,pugna,boj
556,Bogen[Waffe]::N,arcus,luk
557,Pfeil::N,sagitta,šíp
558,Pfeil::N,sagitta,strela
559,Gewehr::N,sclopetum,puška
560,Fehler::N,error,omyl
561,Fehler::N,error,chyba
562,Lüge::N,mendacium,lož
563,Schaden::N,damnum,ujma
564,Schaden::N,damnum,škoda
565,Schaden::N,detrimentum,ujma
566,Schaden::N,detrimentum,škoda
567,Unglück::N,miseria,nešťastie
568,Unglück::N,calamitas,nešťastie
569,Schuld::N,culpa,vina
570,Schuld::N,culpa,previnenie
571,Alter::N,aetas,vek
572,Schluss::N,finis,záver
573,Schluss::N,finis,koniec
574,Zeit::N,tempus,čas
575,Tag::N,dies,deň
576,Morgen::N,mane,ráno
577,Mittag::N,meridies,poludnie
578,Abend::N,vesper,večer
579,Nacht::N,nox,noc
580,Woche::N,septimana,týždeň
581,Monat::N,mensis,mesiac
582,Jahr::N,annus,rok
583,Frühling::N,ver,jar
584,Sommer::N,aestas,leto
585,Herbst::N,autumnus,jeseň
586,Winter::N,hiems,zima
587,Januar::N,Ianuarius,január
588,Februar::N,Februarius,február
589,März::N,Martius,marec
590,April::N,Aprilis,apríl
591,Mai::N,Maius,máj
592,Juni::N,Iunius,jún
593,Juli::N,Iulius,júl
594,August::N,Augustus,august
595,September::N,September,september
596,Oktober::N,Octobris,október
597,November::N,Novembris,november
598,Dezember::N,December,december
599,Montag::N,dies lunae,pondelok
600,Dienstag::N,dies Martis ,utorok
601,Mittwoch::N,dies Mercurii,streda
602,Donnerstag::N,dies Iovis,štvrtok
603,Freitag::N,dies Veneris,piatok
604,Samstag::N,dies Saturni,sobota
605,Sonntag::N,dominicus,nedeľa
606,Sonntag::N,dies solis,nedeľa
607,groß::A,magnus,veľký
608,klein::A,parvus,malý
609,lang::A,longus,dlhý
610,kurz::A,brevis,krátky
611,breit::A,latus,široký
612,schmal::A,angustus,úzky
613,dicht::A,densus,hustý
614,dick[Gegenstand]::A,crassus,tlstý
615,dünn::A,tenuis,tenký
616,fein::A,subtilis,jemný
617,fest::A,solidus,pevný
618,fest::A,stabilis,pevný
619,flach::A,planus,rovný
620,flach::A,planus,plochý
621,glatt::A,levis,hladký
622,hart::A,durus,tvrdý
623,weich::A,mollis,mäkký
624,rund::A,rotundus,guľatý
625,rund::A,rotundus,okrúhly
626,spitz::A,acutus,končitý
627,scharf::A,acer,ostrý
628,stumpf::A,hebes,tupý
629,schwer::A,gravis,ťažký
630,schön::A,pulcher,pekný
631,schön::A,pulcher,krásny
632,schön::A,formosus,pekný
633,schön::A,formosus,krásny
634,heiß::A,fervidus,horúci
635,warm::A,calidus,teplý
636,kalt::A,frigidus,studený
637,kühl::A,frigidus,chladný
638,frisch::A,recens,svieži
639,feucht::A,umidus,vlhký
640,feucht::A,umidus,zvlhnutý
641,nass::A,madidus,mokrý
642,trocken::A,aridus,suchý
643,voll::A,plenus,plný
644,leer::A,vacuus,prázdny
645,offen::A,apertus,otvorený
646,geschlossen::A,clausus,zavretý
647,sauber::A,lautus,čistý
648,schmutzig::A,sordidus,špinavý
649,roh::A,crudus,surový
650,reif::A,maturus,zrelý
651,lecker::A,delicatus,chutný
652,süß::A,dulcis,sladký
653,bitter::A,amarus,horký
654,bitter::A,acerbus,horký
655,sauer::A,acidus,kyslý
656,hell::A,clarus,jasný
657,hell::A,clarus,svetlý
658,dunkel::A,obscurus,temný
659,schwarz::A,niger,čierny
660,weiß::A,albus,biely
661,rot::A,ruber,červený
662,gelb::A,flavus,žltý
663,blau::A,caeruleus,modrý
664,blau::A,caeruleus,belasý
665,grün::A,viridis,zelený
666,grau::A,canus,šedý
667,bunt::A,varius,pestrý
668,billig::A,vilis,lacný
669,teuer::A,carus,drahý
670,wertvoll::A,pretiosus,cenný
671,blind::A,caecus,slepý
672,taub::A,surdus,hluchý
673,kräftig::A,robustus,silný
674,stark::A,firmus,silný
675,stark::A,validus,silný
676,schwach::A,debilis,slabý
677,schwach::A,debilis,bezvládny
678,schwach::A,infirmus,slabý
679,schwach::A,infirmus,bezvládny
680,fett::A,crassus,tučný
681,schlank::A,procerus,štíhly
682,hübsch::A,pulcher,šumný
683,hübsch::A,pulcher,švárny
684,böse::A,improbus,zlý
685,dumm::A,stultus,hlúpy
686,dumm::A,stupidus,hlúpy
687,faul::A,piger,lenivý
688,fleißig::A,sedulus,snaživý
689,fleißig::A,sedulus,usilovný
690,geizig::A,avarus,skupý
691,geizig::A,avarus,lakomý
692,klug::A,prudens,múdry
693,klug::A,prudens,bystrý
694,geschickt::A,sollers,zručný
695,geschickt::A,sollers,šikovný
696,lieb::A,carus,milý
697,lustig::A,iocosus,veselý
698,sanft::A,clemens,nežný
699,hungrig::A,impastus,lačný
700,hungrig::A,impastus,hladný
701,krank::A,aeger,chorý
702,krank::A,aeger,nemocný
703,nackt::A,nudus,nahý
704,traurig::A,maestus,smutný
705,lebendig::A,vivus,živý
706,gut::A,bonus,dobrý
707,schlecht::A,malus,zlý
708,richtig::A,rectus,správny
709,schlimm::A,malus,zlý
710,schlimm::A,malus,nepríjemný
711,wahr::A,verus,pravý
712,wahr::A,verus,pravdivý
713,alt::A,antiquus,starý
714,neu::A,novus,nový
715,ehemalig::A,pristinus,bývalý
716,alt[Lebewesen]::A,vetus,starý
717,jung::A,iuvenis,mladý
718,arm::A,pauper,chudobný
719,reich::A,dives,bohatý
720,bekannt::A,notus,známy
721,berühmt::A,celeber,slávny
722,berühmt::A,celeber,povestný
723,berühmt::A,illustris,slávny
724,berühmt::A,illustris,povestný
725,fremd::A,peregrinus,cudzí
726,verschieden::A,varius,rôzny
727,verschieden::A,varius,rozličný
728,nah::A,propinquus,blízky
729,fern::A,longinquus,ďaleký
730,linker::A,sinister,ľavý
731,rechter::A,dexter,pravý
732,anderer::A,alius,iný
733,anderer::A,alius,druhý
734,erster::A,primus,prvý
735,zweiter::A,secundus,druhý
736,dritter::A,tertius,tretí
737,letzter::A,ultimus,ostatný
738,letzter::A,ultimus,posledný
739,allein::ADV,solum,sám
740,auf einmal::ADV,simul,zároveň
741,zusammen::ADV,una,spolu
742,zusammen::ADV,una,spoločne
743,lange::ADV,diu,dlho
744,plötzlich::ADV,subito,náhle
745,plötzlich::ADV,repente,náhle
746,sofort::ADV,statim,hneď
747,sofort::ADV,statim,ihneď
748,später::ADV,postea,neskoršie
749,jetzt::ADV,nunc,teraz
750,heute::ADV,hodie,dnes
751,morgen::ADV,cras,zajtra
752,bald::ADV,mox,skoro
753,dann::ADV,deinde,nato
754,dann::ADV,deinde,potom
755,gestern::ADV,heri,včera
756,einst::ADV,olim,kedysi
757,einst::ADV,olim,niekedy
758,damals::ADV,tum,vtedy
759,danach::ADV,postea,potom
760,danach::ADV,postea,podľa toho
761,vorher::ADV,antea,napred
762,vorher::ADV,antea,predtým
763,zuerst::ADV,primo,najprv
764,einmal::ADV,semel,raz
765,einmal::ADV,semel,jedenkrát
766,manchmal::ADV,interdum,občas
767,manchmal::ADV,interdum,niekedy
768,oft::ADV,saepe,často
769,immer::ADV,semper,vždy
770,immer::ADV,semper,ustavične
771,niemals::ADV,numquam,nikdy
772,hier::ADV,hic,tu
773,hierhin::ADV,huc,sem
774,hierhin::ADV,huc,tade
775,von hier::ADV,hinc,odtiaľto
776,dort::ADV,ibi,tam
777,dorthin::ADV,eo,ta
778,dorthin::ADV,eo,tam
779,geradeaus::ADV,recte,rovno
780,geradeaus::ADV,recte,priamo
781,vorwärts::ADV,porro,napred
782,rückwärts::ADV,retro,nazad
783,zurück::ADV,retro,späť
784,zurück::ADV,retro,naspäť
785,unten::ADV,infra,dolu
786,unten::ADV,infra,naspodku
787,hinab::ADV,pessum,dolu
788,oben::ADV,supra,hore
789,oben::ADV,supra,navrchu
790,hinauf::ADV,sursum,hore
791,hinauf::ADV,sursum,navrch
792,überall::ADV,ubique,všade
793,nicht::ADV,non,nie
794,ein wenig::ADV,paulum,trocha
795,kaum::ADV,vix,ledva
796,kaum::ADV,aegre,ledva
797,sehr::ADV,valde,veľmi
798,sehr::ADV,magnopere,veľmi
799,so::ADV,ita,tak
800,so::ADV,ita,takto
801,noch::ADV,etiam,ešte
802,nur::ADV,solum,len
803,nur::ADV,tantum,len
804,schon::ADV,iam,už
805,wieder::ADV,rursus,zasa
806,vergebens::ADV,frustra,márne
807,vergebens::ADV,frustra,nadarmo
808,vor::PRP,ante,pred
809,hinter::PRP,post,za
810,unter::PRP,sub,pod
811,durch::PRP,per,cez
812,neben::PRP,iuxta,pri
813,neben::PRP,iuxta,vedľa
814,zwischen::PRP,inter,medzi
815,wegen::PRP,propter,pre
816,wegen::PRP,propter,kvôli
817,dies::PRN,hoc,to
818,dies::PRN,hoc,táto
819,das::PRN,id,to
820,alles::PRN,omnia,všetko
821,ich::PRN,ego,ja
822,du::PRN,tu,ty
823,er::PRN,is,on
824,er::PRN,ille,on
825,wir::PRN,nos,my
826,ihr::PRN,vos,vy
827,sie::PRN,ii,oni
828,sie::PRN,illi,oni
829,was::FPRN,quid,čo
830,wer::FPRN,quis,kto
831,wo::FADV,ubi,kde
832,wohin::FADV,quo,kam
833,wie::FADV,quomodo,ako
834,warum::FADV,cur,prečo
