,Concept_ID,lt,az
90,Schnee::N,sniegas,qar
91,Eis::N,ledas,buz
92,Frost::N,šalna,ayaz
93,Kälte::N,šaltis,soyuq
94,Hitze::N,karštis,coşğunluq
95,Raureif::N,šerkšnas,qırov
96,Regenbogen::N,vaivorykštė,göy qurşağı
97,Donner::N,perkūnas,göy gurultusu
98,Donner::N,griaustinis,göy gurultusu
99,Strömung::N,tėkmė,axın
100,Tropfen::N,lašas,damcı
101,Schaum::N,putos,köpük
102,Schmutz::N,purvas,çamır
103,See::N,ežeras,göl
104,Sumpf::N,klampynė,bataqlıq
105,Sumpf::N,liūnas,bataqlıq
106,Moor::N,pelkė,bataqlıq
107,Wiese::N,pieva,çəmən
108,Wald::N,miškas,meşə
109,Hügel::N,kalva,təpə
110,Anhöhe::N,kauburys,təpə
111,Berg::N,kalnas,dağ
112,Gipfel::N,viršūnė,zirvə
113,Höhle::N,ola,mağara
114,Abhang::N,šlaitas,yamac
115,Abhang::N,nuokalnė,yamac
116,Quelle::N,versmė,bulaq
117,Quelle::N,šaltinis,bulaq
118,Bach::N,upelis,kiçik çay
119,Fluss::N,upė,çay
120,Ufer::N,krantas,kənar
121,Küste::N,pajūris,sahil
122,Festland::N,sausuma,materik
123,Meer::N,jūra,dəniz
124,Bucht::N,įlanka,körfəz
125,Bucht::N,užutekis,körfəz
126,Insel::N,sala,ada
127,Blume::N,gėlė,çiçək
128,Gras::N,žolė,ot
129,Wurzel::N,šaknis,kök
130,Baum::N,medis,ağac
131,Stamm::N,kamienas,gövdə
132,Rinde::N,žievė,qabıq
133,Ast::N,šaka,şax
134,Zweig::N,šakelė,budaq
135,Blatt::N,lapas,yarpaq
136,Birke::N,beržas,tozağacı
137,Kiefer[Baum]::N,pušis,şam
138,Weide[Baum]::N,karklas,söyüd
139,Tanne::N,eglė,küknar
140,Tanne::N,kėnis,küknar
141,Horn::N,ragas,buynuz
142,Feder::N,plunksna,tük
143,Feder::N,plunksna,lələk
144,Fell::N,kailis,xəz
145,Flügel::N,sparnas,qanad
146,Klaue::N,kanopa,pəncə
147,Kralle::N,nagas,dırnaq
148,Schwanz::N,uodega,quyruq
149,Ei::N,kiaušinis,yumurta
150,Nest::N,gūžta,yuva
151,Nest::N,lizdas,yuva
152,Bau::N,ola,yuva
153,Tier::N,gyvūnas,heyvan
154,Herde::N,banda,sürü
155,Herde::N,kaimenė,sürü
156,Kuh::N,karvė,inək
157,Bulle::N,bulius,öküz
158,Pferd::N,arklys,at
159,Schaf::N,avis,qoyun
160,Schwein::N,kiaulė,donuz
161,Hund::N,šuo,it
162,Hund::N,šuo,köpək
163,Katze::N,katė,pişik
164,Bär::N,lokys,ayı
165,Eichhörnchen::N,voveraitė,dələ
166,Elch::N,briedis,sığın
167,Fuchs::N,lapė,tülkü
168,Hase::N,kiškas,dovşan
169,Maus::N,pelė,siçan
170,Wolf::N,vilkas,qurd
171,Vogel::N,paukštis,quş
172,Schwarm::N,spiečius,sürü
173,Huhn::N,višta,toyuq
174,Hahn::N,gaidys,xoruz
175,Gans::N,žąsis,qaz
176,Adler::N,erelis,qartal
177,Adler::N,erelis,qaraquş
178,Ente::N,antis,ördək
179,Eule::N,pelėda,bayquş
180,Kranich::N,gervė,durna
181,Krähe::N,varna,qarğa
182,Kuckuck::N,gegužė,ququ
183,Schwan::N,gulbė,qu quşu
184,Fisch::N,žuvis,balıq
185,Barsch::N,ešerys,tar
186,Hecht::N,lydeka,durnabalığı
187,Schlange[Tier]::N,gyvatė,ilan
188,Wurm::N,kirmėlė,qurd
189,Spinne::N,voras,hörümçək
190,Ameise::N,skruzdė,qarışqa
191,Laus::N,utėlė,bit
192,Mücke::N,uodas,ağcaqanad
193,Fliege::N,musė,milçək
194,Schmetterling::N,drugys,kəpənək
195,Schmetterling::N,peteliškė,kəpənək
196,Beere::N,uoga,gilə
197,Apfel::N,obuolys,alma
198,Pilz::N,grybas,göbələk
199,Zwiebel::N,svogūnas,soğan
200,Saat::N,sėkla,əkin
201,Korn::N,grūdai,taxıl
202,Heu::N,šienas,quru ot
203,Schale::N,žievelė,qabıq
204,Grube::N,duobė,çuxur
205,Falle::N,pinklės,tələ
206,Falle::N,pinklės,duzaq
207,Falle::N,žabangai,tələ
208,Falle::N,žabangai,duzaq
209,Schlinge::N,kilpa,ilmək
210,Spur::N,vėžė,iz
211,Spur::N,pėdos,iz
212,Spur::N,pėdsakas,iz
213,Asche::N,pelenai,kül
214,Dreck::N,purvas,kir
215,Eisen::N,geležis,dəmir
216,Gold::N,auksas,altun
217,Silber::N,sidabras,gümüş
218,Kohle::N,anglis,kömür
219,Glas::N,stiklas,şüşə
220,Lehm::N,molis,gil
221,Lehm::N,molis,palçıq
222,Sand::N,smėlis,qum
223,Mensch::N,žmogus,adam
224,Mensch::N,žmogus,insan
225,Mann::N,vyras,kişi
226,Mann::N,vyriškis,kişi
227,Frau::N,moteris,qadın
228,Kind::N,vaikas,uşaq
229,Junge::N,vaikinas,oğlan
230,Junge::N,berniukas,oğlan
231,Mädchen::N,mergytė,qız
232,Mädchen::N,mergaitė,qız
233,Familie::N,šeima,ailə
234,Großvater::N,senelis,baba
235,Großmutter::N,senelė,nənə
236,Eltern::N,tėvai,valideyn
237,Vater::N,tėvas,ata
238,Mutter::N,motina,ana
239,Sohn::N,sūnus,oğul
240,Tochter::N,duktė,qız
241,Bruder::N,brolis,qardaş
242,Schwester::N,sesuo,bacı
243,Onkel::N,dėdė,əmi
244,Onkel::N,dėdė,dayı
245,Tante::N,teta,bibi
246,Ehemann::N,vyras,ər
247,Ehefrau::N,žmona,arvad
248,Freude::N,džiaugsmas,nəşə
249,Freude::N,džiaugsmas,sevinc
250,Gelächter::N,juokas,gülüş
251,Gelächter::N,juokas,qəhqəhə
252,Glück::N,laimė,səadət
253,Glück::N,laimė,xoşbəxtlik
254,Kummer::N,vargas,qəm
255,Kummer::N,vargas,kədər
256,Kummer::N,rūpestis,qəm
257,Kummer::N,rūpestis,kədər
258,Wunsch::N,troškimas,arzu
259,Wunsch::N,pageidavimas,arzu
260,Lust::N,noras,həvəs
261,Lust::N,geidulys,həvəs
262,Geist::N,dvasia,ruh
263,Gedanke::N,mintis,fikir
264,Gedanke::N,mintis,düşüncə
265,Gedächtnis::N,atmintis,xatir
266,Gedächtnis::N,atmintis,hafizə
267,Verstand::N,protas,ağıl
268,Sinn::N,prasmė,məna
269,Grund::N,priežastis,səbəb
270,Wahrheit::N,tiesa,haqq
271,Wahrheit::N,tiesa,doğruluq
272,Wahrheit::N,teisybė,haqq
273,Wahrheit::N,teisybė,doğruluq
274,Gespräch::N,pokalbis,söhbət
275,Gespräch::N,pokalbis,qonuşma
276,Märchen::N,pasaka,nağıl
277,Erzählung::N,apsakymas,hekayə
278,Erzählung::N,pasakojimas,hekayə
279,Nachricht::N,žinia,xəbər
280,Neuigkeit::N,naujiena,xəbər
281,Neuigkeit::N,naujiena,yenilik
282,Name::N,vardas,ad
283,Rätsel::N,mįslė,tapmaca
284,Rede::N,kalba,nitq
285,Sprache::N,kalba,dil
286,Stimme::N,balsas,səs
287,Wort::N,žodis,söz
288,Wort::N,žodis,kəlmə
289,Zeichen::N,žymė,nişan
290,Zeichen::N,ženklas,nişan
291,Ruf::N,šauksmas,çığırtı
292,Lärm::N,triukšmas,gurultu
293,Laut::N,garsas,səs
294,Ton::N,tonas,ton
295,Ton::N,garsas,ton
296,Lied::N,daina,mahnı
297,Lied::N,giesmė,mahnı
298,Ruhe::N,ramybė,sakitlik
299,Ruhe::N,ramumas,sakitlik
300,Leute::N,žmonės,xalq
301,Volk::N,tauta,millət
302,Arbeit::N,darbas,iş
303,Arbeit::N,darbas,əmək
304,Arbeit::N,triūsas,iş
305,Arbeit::N,triūsas,əmək
306,Gast::N,svečias,qonaq
307,Gast::N,svečias,müsafir
308,Geschenk::N,dovana,hədiyyə
309,Spiel::N,žaismas,oyun
310,Spiel::N,žaismas,tamaşa
311,Spiel::N,žaidimas,oyun
312,Spiel::N,žaidimas,tamaşa
313,Gesellschaft::N,draugija,cəmiyyet
314,Gesellschaft::N,kompanija,cəmiyyet
315,Hilfe::N,pagalba,kömək
316,Hilfe::N,pagalba,yardım
317,Freund::N,draugas,dost
318,Freund::N,bičiulis,dost
319,Kamerad::N,draugas,yoldaş
320,Angelegenheit::N,dalykas,iş
321,Angelegenheit::N,reikalas,iş
322,Anzahl::N,kiekis,say
323,Anzahl::N,skaičius,say
324,Art::N,rūšis,çeşid
325,Stück::N,gabalas,dənə
326,Stück::N,gabalas,parça
327,Teil::N,dalis,qisim
328,Hälfte::N,pusė,yarım
329,Kreis::N,ratas,dairə
330,Kreis::N,apskritis,dairə
331,Kreis::N,apskritimas,dairə
332,Kreuz::N,kryžius,xaç
333,Linie::N,linija,xətt
334,Strich::N,brėžis,cızıq
335,Strich::N,brūkšnys,cızıq
336,Abstand::N,atstumas,məsafə
337,Entfernung::N,atstumas,məsafə
338,Entfernung::N,atstumas,uzaqlıq
339,Gegend::N,vietovė,bölgə
340,Platz::N,vieta,yer
341,Ort::N,vieta,yer
342,Ort::N,vietovė,yer
343,Seite::N,pusė,yan
344,Seite::N,pusė,tərəf
345,Seite::N,šonas,yan
346,Seite::N,šonas,tərəf
347,Mitte::N,vidurys,orta
348,Gegenstand::N,dalykas,şey
349,Sache::N,daiktas,şey
350,Rand::N,kraštas,kənar
351,Rand::N,pakraštys,kənar
352,Kante::N,kraštas,tiyə
353,Kante::N,kraštas,kənar
354,Ecke::N,kertė,bucaq
355,Ecke::N,kampas,bucaq
356,Spitze::N,priekis,uc
357,Spitze::N,priešakys,uc
358,Ende::N,galas,son
359,Ende::N,galas,axır
360,Loch::N,skylė,deşik
361,Winkel::N,kampas,guşə
362,Winkel::N,kampelis,guşə
363,Muster::N,raštas,ülgü
364,Größe::N,dydis,böyüklük
365,Größe::N,didumas,böyüklük
366,Länge::N,ilgis,uzunluq
367,Länge::N,ilgumas,uzunluq
368,Höhe::N,aukštis,yüksəklik
369,Höhe::N,aukštuma,yüksəklik
370,Gewicht::N,svoris,çəki
371,Gewicht::N,svoris,ağırlıq
372,Gewicht::N,svarstis,çəki
373,Gewicht::N,svarstis,ağırlıq
374,Menge::N,kiekis,miqdar
375,Menge::N,daugybė,miqdar
376,Haufen::N,krūva,yığın
377,Haufen::N,šūsnis,yığın
378,Reihe::N,greta,səf
379,Reihe::N,greta,sıra
380,Boot::N,valtis,qayıq
381,Boot::N,laivelis,qayıq
382,Ruder::N,irklas,kürək
383,Schlitten::N,rogės,kirşə
384,Schlitten::N,rogutės,kirşə
385,Ski::N,slidė,xizək
386,Lagerfeuer::N,laužas,düşərgə tonqalı
387,Last::N,našta,yük
388,Last::N,nešulys,yük
389,Gang::N,eisena,yeriş
390,Schritt::N,žingsnis,addım
391,Norden::N,šiaurė,şimal
392,Norden::N,žiemiai,şimal
393,Süden::N,pietūs,cənub
394,Westen::N,vakarai,qərb
395,Osten::N,rytai,şərq
396,Holz::N,mediena,ağac
397,Holz::N,mediena,taxta
398,Brett::N,lenta,taxta
399,Platte::N,plokštė,lövhə
400,Stütze::N,atrama,dayaq
401,Stütze::N,atrama,dəstək
402,Stütze::N,atspara,dayaq
403,Stütze::N,atspara,dəstək
404,Stange::N,lazda,şüvül
405,Stange::N,kartis,şüvül
406,Stock::N,lazda,dəyənək
407,Stab::N,kartis,əsa
408,Stab::N,kartis,şüvül
409,Rohr::N,vamzdis,boru
410,Rohr::N,vamzdis,truba
411,Haus::N,namas,ev
412,Heim::N,namai,ev
413,Ofen::N,krosnis,peç
414,Ofen::N,krosnis,soba
415,Fußboden::N,grindys,döşəmə
416,Tisch::N,stalas,masa
417,Stuhl::N,kėdė,stul
418,Wiege::N,lopšys,beşik
419,Bett::N,lova,yataq
420,Bett::N,patalai,yataq
421,Regal::N,lentyna,rəf
422,Kiste::N,dėžė,yeşik
423,Kiste::N,dėžė,sandıq
424,Fenster::N,langas,pəncərə
425,Tür::N,durys,qapı
426,Tor::N,vartai,darvaza
427,Zaun::N,tvora,çəpər
428,Dach::N,stogas,dam
429,Leiter::N,kopėčios,nərdivan
430,Besen::N,šluota,süpürgə
431,Spaten::N,lopeta,kürək
432,Spaten::N,kastuvas,kürək
433,Schaufel::N,semtuvas,kürək
434,Gabel::N,šakutė,çəngəl
435,Löffel::N,šaukštas,qaşıq
436,Messer::N,peilis,bıçaq
437,Nagel::N,vinis,mıx
438,Netz::N,tinklas,tor
439,Haken::N,vagis,çəngəl
440,Haken::N,kablys,çəngəl
441,Griff::N,kotas,qulp
442,Griff::N,kotas,tutacaq
443,Griff::N,rankena,qulp
444,Griff::N,rankena,tutacaq
445,Schloss::N,spyna,qıfıl
446,Schloss::N,užraktas,qıfıl
447,Bild::N,paveikslas,rəsm
448,Figur::N,figūra,şəkil
449,Figur::N,figūra,heykəl
450,Puppe::N,lėlė,kukla
451,Puppe::N,lėlė,gəlincik
452,Beutel::N,krepšys,kisə
453,Beutel::N,krepšys,torba
454,Beutel::N,maišelis,kisə
455,Beutel::N,maišelis,torba
456,Bündel::N,ryšulys,bağlama
457,Tasche::N,krepšelis,çanta
458,Eimer::N,kibiras,vedrə
459,Eimer::N,kibiras,çəllək
460,Deckel::N,dangtis,qapaq
461,Geschirr::N,indai,qab-qazan
462,Sack::N,maišas,çuval
463,Tasse::N,puodukas,fincan
464,Topf::N,puodas,qazan
465,Kessel::N,katilas,qazan
466,Essen::N,valgis,yemək
467,Nahrung::N,penas,qida
468,Nahrung::N,maistas,qida
469,Speise::N,patiekalas,xörək
470,Fleisch::N,mėsa,ət
471,Getreide::N,javai,taxıl
472,Brei::N,košė,aş
473,Brei::N,košė,sıyıq
474,Brot::N,duona,çörək
475,Scheibe::N,riekė,dilim
476,Fett::N,taukai,yağ
477,Fett::N,riebalai,yağ
478,Butter::N,sviestas,kərə yağı
479,Öl::N,aliejus,yağ
480,Salz::N,druska,duz
481,Suppe::N,sriuba,şorba
482,Honig::N,medus,bal
483,Milch::N,pienas,süd
484,Tee::N,arbata,çay
485,Leder::N,oda,dəri
486,Wolle::N,vilna,yun
487,Stoff::N,audeklas,qumaş
488,Nadel::N,adata,iynə
489,Faden::N,gija,sap
490,Faden::N,siūlas,sap
491,Knopf::N,saga,düymə
492,Knoten::N,mazgas,düyün
493,Farbe::N,dažai,boya
494,Kleidung::N,rūbai,geyim
495,Kleidung::N,drabužiai,geyim
496,Hemd::N,marškiniai,köynək
497,Kragen::N,apykaklė,yaxa
498,Ärmel::N,rankovė,qol
499,Hose::N,kelnės,şalvar
500,Gürtel::N,juosta,kəmər
501,Gürtel::N,diržas,kəmər
502,Mütze::N,kepurė,şapka
503,Schuh::N,batas,tufli
504,Schuh::N,batas,ayaqqabı
505,Stiefel::N,auliniai batai,çəkmə
506,Ring::N,žiedas,üzük
507,Band::N,kaspinas,lent
508,Kamm::N,šukos,daraq
509,Spiegel::N,veidrodis,güzgü
510,Riemen::N,diržas,qayış
511,Schnur::N,virvė,ip
512,Leine::N,pavadėlis,kəmsik
513,Decke::N,antklodė,ədyal
514,Decke::N,antklodė,yorğan
515,Kissen::N,pagalvė,yastıq
516,Kissen::N,priegalvis,yastıq
517,Tuch::N,skarelė,şarf
518,Tuch::N,skarelė,kaşne
519,Handtuch::N,rankšluostis,dəsmal
520,Kraft::N,jėga,güc
521,Stärke::N,stiprumas,qüvvət
522,Gesundheit::N,sveikata,sağlamlıq
523,Krankheit::N,liga,xəstəlik
524,Schmerz::N,skausmas,ağrı
525,Schmerz::N,skausmas,sancı
526,Wunde::N,žaizda,yara
527,Fieber::N,karštis,isitmə
528,Fieber::N,karštis,qızdırma
529,Arznei::N,vaistas,ilaç
530,Arznei::N,vaistas,dərman
531,Brücke::N,tiltas,körpü
532,Brunnen::N,šulinys,quyu
533,Weide::N,ganykla,otlaq
534,Weide::N,gluosnis,otlaq
535,Pfad::N,takas,cığır
536,Weg::N,kelias,yol
537,Straße::N,gatvė,küçə
538,Dorf::N,kaimas,kənd
539,Dorf::N,sodžius,kənd
540,Stadt::N,miestas,şəhər
541,Brief::N,laiškas,məktub
542,Buch::N,knyga,kitab
543,Buchstabe::N,raidė,hərf
544,Zeitung::N,laikraštis,qəzet
545,Leben::N,gyvybė,həyat
546,Leben::N,gyvenimas,həyat
547,Tod::N,mirtis,ölüm
548,Grab::N,kapas,qəbir
549,Kirche::N,bažnyčia,kilsə
550,Sünde::N,nuodėmė,günah
551,Sünde::N,nusidėjimas,günah
552,Gott::N,dievas,tanrı
553,Arbeiter::N,darbininkas,işçi
554,Chef::N,šefas,şef
555,Chef::N,šefas,rəis
556,Chef::N,vadovas,şef
557,Chef::N,vadovas,rəis
558,Chef::N,viršininkas,şef
559,Chef::N,viršininkas,rəis
560,Meister::N,meistras,usta
561,Arzt::N,gydytojas,həkim
562,Arzt::N,gydytojas,doktor
563,Lehrer::N,mokytojas,müəllim
564,Geld::N,pinigai,pul
565,Geschäft::N,biznis,ticarət
566,Laden::N,krautuvė,dükan
567,Laden::N,parduotuvė,dükan
568,Preis::N,kaina,qiymət
569,Ware::N,prekė,mal
570,Nutzen::N,nauda,fayda
571,Nutzen::N,pelnas,fayda
572,Reichtum::N,turtas,zənginlik
573,Welt::N,pasaulis,aləm
574,Welt::N,pasaulis,dünya
575,Land::N,žemė,ölkə
576,Land::N,šalis,ölkə
577,Staat::N,valstija,dövlət
578,König::N,karalius,kral
579,König::N,karalius,məlik
580,Macht::N,galia,qüdrət
581,Macht::N,valdžia,qüdrət
582,Grenze::N,riba,hüdud
583,Grenze::N,riba,sərhət
584,Grenze::N,siena,hüdud
585,Grenze::N,siena,sərhət
586,Krieg::N,karas,hərb
587,Krieg::N,karas,müharibə
588,Feind::N,priešas,düşmən
589,Gewalt::N,jėga,cəbr
590,Gewalt::N,smurtas,cəbr
591,Gewalt::N,prievarta,cəbr
592,Kampf::N,kova,savaş
593,Bogen[Waffe]::N,lankas,yay
594,Pfeil::N,strėlė,ox
595,Gewehr::N,šautuvas,tüfəng
596,Fehler::N,klaida,xəta
597,Lüge::N,melas,yalan
598,Schaden::N,nuostolis,ziyan
599,Schaden::N,apgadinimas,ziyan
600,Unglück::N,nelaimė,bəla
601,Schuld::N,kaltė,təqsir
602,Alter::N,amžius,yaş
603,Schluss::N,pabaiga,son
604,Zeit::N,laikas,vaxt
605,Zeit::N,laikas,zaman
606,Tag::N,diena,gün
607,Morgen::N,rytas,sabah
608,Mittag::N,vidurdienis,günorta
609,Abend::N,vakaras,axşam
610,Nacht::N,naktis,gecə
611,Woche::N,savaitė,həftə
612,Monat::N,mėnuo,ay
613,Jahr::N,metai,il
614,Frühling::N,pavasaris,yaz
615,Frühling::N,pavasaris,bahar
616,Sommer::N,vasara,yay
617,Herbst::N,ruduo,payız
618,Winter::N,žiema,qış
619,Januar::N,sausis,Janvar
620,Februar::N,vasaris,Fevral
621,März::N,kovas,Mart
622,April::N,balandis,Aprel
623,Mai::N,gegužė,May
624,Juni::N,birželis,İyun
625,Juli::N,liepa,İyul
626,August::N,rugpjūtis,Avqust
627,September::N,rugsėjis,Sentyabr
628,Oktober::N,spalis,Oktyabr
629,November::N,lapkritis,Noyabr
630,Dezember::N,gruodis,Dekabr
631,Montag::N,pirmadienis,bazar ertəsi
632,Dienstag::N,antradienis,çərşənbə axşamı
633,Mittwoch::N,trečiadienis,çərşənbə
634,Donnerstag::N,ketvirtadienis,cüme axşamı
635,Freitag::N,penktadienis,cüme
636,Samstag::N,šeštadienis,şənbə
637,Sonntag::N,sekmadienis,bazar
638,groß::A,didis,böyük
639,groß::A,didelis,böyük
640,klein::A,mažas,kiçik
641,lang::A,ilgas,uzun
642,kurz::A,trumpas,qısa
643,breit::A,platus,enli
644,breit::A,platus,geniş
645,schmal::A,smulkus,dar
646,dicht::A,tankus,sıx
647,dick[Gegenstand]::A,storas,qalın
648,dünn::A,plonas,nazik
649,fein::A,smulkus,incə
650,fest::A,kietas,bərk
651,fest::A,kietas,möhkəm
652,fest::A,tvirtas,bərk
653,fest::A,tvirtas,möhkəm
654,flach::A,lėkštas,düz
655,flach::A,plokščias,düz
656,glatt::A,slidus,hamar
657,hart::A,kietas,sərt
658,weich::A,minkštas,yumşaq
659,rund::A,apvalus,yuvarlaq
660,rund::A,apskritas,yuvarlaq
661,spitz::A,aštrus,uclu
662,spitz::A,aštrus,sivri
663,spitz::A,smailus,uclu
664,spitz::A,smailus,sivri
665,scharf::A,aštrus,kəskin
666,stumpf::A,bukas,küt
667,stumpf::A,atšipęs,küt
668,schwer::A,sunkus,ağır
669,schön::A,gražus,gözəl
670,schön::A,gražus,gəşəng
671,heiß::A,karštas,isti
672,warm::A,šiltas,ilıq
673,kalt::A,šaltas,soyuq
674,kühl::A,vėsus,sərin
675,kühl::A,bejausmis,sərin
676,frisch::A,šviežias,təzə
677,feucht::A,drėgnas,nəm
678,nass::A,šlapias,yaş
679,trocken::A,sausas,quru
680,voll::A,pilnas,dolu
681,leer::A,tuščias,boş
682,offen::A,atviras,açıq
683,geschlossen::A,uždaras,qapalı
684,geschlossen::A,uždarytas,qapalı
685,sauber::A,švarus,təmiz
686,schmutzig::A,nešvarus,kirli
687,schmutzig::A,purvinas,kirli
688,roh::A,žalias,çiy
689,reif::A,prinokęs,yetişmiş
690,reif::A,pribrendęs,yetişmiş
691,lecker::A,gardus,dadlı
692,lecker::A,gardus,ləzzətli
693,süß::A,saldus,şirin
694,bitter::A,kartus,acı
695,sauer::A,gižus,turş
696,sauer::A,rūgštus,turş
697,hell::A,šviesus,aydın
698,hell::A,skaistus,aydın
699,dunkel::A,tamsus,qaranlıq
700,schwarz::A,juodas,qara
701,weiß::A,baltas,ağ
702,rot::A,raudonas,qırmızı
703,gelb::A,geltonas,sarı
704,blau::A,mėlynas,göy
705,blau::A,mėlynas,mavi
706,grün::A,žalias,yaşıl
707,grau::A,pilkas,boz
708,bunt::A,margas,əlvan
709,bunt::A,margas,rəngli
710,bunt::A,spalvotas,əlvan
711,bunt::A,spalvotas,rəngli
712,billig::A,pigus,ucuz
713,teuer::A,brangus,bahalı
714,wertvoll::A,vertingas,qiymətli
715,blind::A,aklas,kor
716,taub::A,kurčias,kar
717,kräftig::A,stiprus,güclü
718,stark::A,stiprus,qüvvətli
719,schwach::A,silpnas,zəif
720,schwach::A,silpnas,gücsüz
721,fett::A,riebus,şişman
722,schlank::A,laibas,zərif
723,schlank::A,lieknas,zərif
724,hübsch::A,gražus,göyçək
725,böse::A,blogas,fəna
726,dumm::A,paikas,axmaq
727,dumm::A,kvailas,axmaq
728,faul::A,tingus,tənbəl
729,fleißig::A,stropus,çalışqan
730,fleißig::A,kruopštus,çalışqan
731,geizig::A,šykštus,xəsis
732,klug::A,sumanus,ağıllı
733,klug::A,protingas,ağıllı
734,geschickt::A,apsukrus,bacarıqlı
735,lieb::A,mielas,əziz
736,lieb::A,mielas,sevimli
737,lustig::A,smagus,məzəli
738,lustig::A,smagus,gülməli
739,lustig::A,linksmas,məzəli
740,lustig::A,linksmas,gülməli
741,sanft::A,švelnus,mülayim
742,sanft::A,minkštas,mülayim
743,hungrig::A,alkanas,ac
744,krank::A,ligotas,xəstə
745,krank::A,sergantis,xəstə
746,nackt::A,nuogas,çılpaq
747,traurig::A,liūdnas,qəmgin
748,traurig::A,liūdnas,kədərli
749,lebendig::A,gyvas,canlı
750,gut::A,geras,yaxşı
751,schlecht::A,blogas,pis
752,schlecht::A,prastas,pis
753,richtig::A,tikras,doğru
754,richtig::A,teisingas,doğru
755,schlimm::A,blogas,fəna
756,schlimm::A,prastas,fəna
757,wahr::A,tikras,gərçək
758,alt::A,senas,əski
759,alt::A,senas,köhnə
760,neu::A,naujas,yeni
761,ehemalig::A,buvęs,əvvəlki
762,alt[Lebewesen]::A,pagyvenęs,qoca
763,jung::A,jaunas,gənc
764,arm::A,neturtingas,kasıb
765,arm::A,neturtingas,yoxsul
766,reich::A,turtingas,zəngin
767,bekannt::A,žinomas,tanış
768,bekannt::A,pažįstamas,tanış
769,berühmt::A,žymus,məşhur
770,berühmt::A,garsus,məşhur
771,fremd::A,svetimas,yad
772,verschieden::A,įvairus,dürlü
773,nah::A,artimas,yaxın
774,fern::A,tolimas,uzaq
775,linker::A,kairys,sol
776,rechter::A,dešinys,sağ
777,anderer::A,kitas,başqa
778,erster::A,pirmas,birinci
779,zweiter::A,antras,ikinci
780,dritter::A,trečias,üçüncü
781,letzter::A,paskutinis,sonuncu
782,letzter::A,paskutinis,axırıncı
783,allein::ADV,vienas,tək
784,allein::ADV,vienas,yalqız
