,Concept_ID,xal,cs
526,Welt::N,делкә,svět
527,Land::N,орн-нутг,země
528,Staat::N,государств,stát
529,König::N,хан,král
530,Macht::N,йосн,moc
531,Macht::N,йосн,mocnost
532,Grenze::N,меҗә,hranice
533,Krieg::N,дән,válka
534,Feind::N,дәәсн,nepřítel
535,Gewalt::N,күч һарһлһн,násilí
536,Kampf::N,ноолдан,boj
537,Kampf::N,бәрлдлһн,boj
538,Bogen[Waffe]::N,саадг,luk
539,Pfeil::N,сумн,šíp
540,Gewehr::N,бу,puška
541,Gewehr::N,бу,ručnice
542,Fehler::N,алдг,chyba
543,Lüge::N,худл,lež
544,Schaden::N,хорлт,škoda
545,Unglück::N,гүрм,neštěstí
546,Schuld::N,гем,vina
547,Schuld::N,буру,vina
548,Alter::N,насн,věk
549,Schluss::N,чилгч,konec
550,Zeit::N,цаг,čas
551,Tag::N,өдр,den
552,Morgen::N,өрүн,ráno
553,Morgen::N,өрүн,jitro
554,Mittag::N,үд,poledne
555,Abend::N,асхн,večer
556,Nacht::N,сө,noc
557,Woche::N,долан хонг,týden
558,Monat::N,сар,měsíc
559,Jahr::N,җил,rok
560,Frühling::N,хавр,jaro
561,Sommer::N,зун,léto
562,Herbst::N,намр,podzim
563,Winter::N,үвл,zima
564,Januar::N,январь,leden
565,Februar::N,февраль,únor
566,März::N,март,březen
567,März::N,моһа сар,březen
568,April::N,апрель,duben
569,Mai::N,май,květen
570,Juni::N,июнь,červen
571,Juni::N,мөчн сар,červen
572,Juli::N,июль,červenec
573,August::N,август,srpen
574,September::N,һаха сар,září
575,Oktober::N,октябрь,říjen
576,November::N,ноябрь,listopad
577,November::N,үкр сар,listopad
578,Dezember::N,бар сар,prosinec
579,Montag::N,понедельник,pondělí
580,Montag::N,понедельник,pondělek
581,Dienstag::N,вторник,úterý
582,Mittwoch::N,среда,středa
583,Mittwoch::N,үлмҗ өдр,středa
584,Donnerstag::N,четверг,čtvrtek
585,Donnerstag::N,пүрвә өдр,čtvrtek
586,Freitag::N,пятниц,pátek
587,Samstag::N,суббот,sobota
588,Sonntag::N,нарн өдр,neděle
589,Sonntag::N,воскресень,neděle
590,groß::A,ик,velký
591,klein::A,бичкн,malý
592,lang::A,ут,dlouhý
593,kurz::A,оһтр,krátký
594,breit::A,өргн,široký
595,schmal::A,уутьхн,úzký
596,dicht::A,нигт,hustý
597,dick[Gegenstand]::A,зузан,tlustý
598,dünn::A,нимгн,tenký
599,fein::A,нәрхн,jemný
600,fest::A,бат,pevný
601,flach::A,хавтха,plochý
602,flach::A,хавтха,placatý
603,glatt::A,тегш,hladký
604,glatt::A,тиньгр,hladký
605,hart::A,хату,tvrdý
606,weich::A,җөөлн,měkký
607,weich::A,җөөлкн,měkký
608,rund::A,төгрг,kulatý
609,rund::A,төгрг,okrouhlý
610,spitz::A,шовһр,špičatý
611,scharf::A,хурц,ostrý
612,stumpf::A,мука,tupý
613,schwer::A,күнд,těžký
614,schön::A,сәәхн,pěkný
615,schön::A,сәәхн,krásný
616,heiß::A,халун,horký
617,warm::A,дулан,teplý
618,kalt::A,киитн,studený
619,kühl::A,серүн,chladný
620,frisch::A,серүн,svěží
621,feucht::A,чиигтә,vlhký
622,nass::A,чиигтә,mokrý
623,trocken::A,хагсу,suchý
624,voll::A,дүүрң,plný
625,leer::A,сул,prázdný
626,leer::A,хоосн,prázdný
627,offen::A,секәтә,otevřený
628,geschlossen::A,хаалһата,zavřený
629,sauber::A,цевр,čistý
630,schmutzig::A,киртә,špinavý
631,roh::A,түүкә,syrový
632,reif::A,болсн,zralý
633,lecker::A,әмтәхн,chutný
634,süß::A,әмтәхн,sladký
635,bitter::A,һашун,hořký
636,bitter::A,һашута,hořký
637,sauer::A,ишклң,kyselý
638,hell::A,герлтә,světlý
639,dunkel::A,харңһу,temný
640,schwarz::A,хар,černý
641,weiß::A,цаһан,bílý
642,rot::A,улан,rudý
643,rot::A,улан,červený
644,gelb::A,шар,žlutý
645,blau::A,көк,modrý
646,grün::A,көк,zelený
647,grau::A,бор,šedý
648,grau::A,бор,šedivý
649,bunt::A,алг,pestrý
650,bunt::A,эрәтә,pestrý
651,billig::A,кимд,levný
652,billig::A,кимд,laciný
653,teuer::A,үнтә,drahý
654,wertvoll::A,үнтә,cenný
655,wertvoll::A,эрднь,cenný
656,blind::A,сохр,slepý
657,taub::A,дүлә,hluchý
658,kräftig::A,күчтә,silný
659,stark::A,чаңһ,silný
660,schwach::A,күчн тату,slabý
661,fett::A,тарһн,tučný
662,fett::A,тарһн,tlustý
663,schlank::A,эццн,štíhlý
664,hübsch::A,көркхн,hezký
665,böse::A,уурта,zlý
666,dumm::A,тенг,hloupý
667,faul::A,залху,líný
668,fleißig::A,кинән,pilný
669,fleißig::A,кинмһә,pilný
670,geizig::A,ховдг,lakomý
671,klug::A,ухата,chytrý
672,geschickt::A,чадмг,šikovný
673,lieb::A,эңкр,milý
674,lustig::A,сергмҗтә,veselý
675,lustig::A,җирһлтә,veselý
676,sanft::A,номһн,mírný
677,hungrig::A,өлн,hladový
678,hungrig::A,харһнсн,hladový
679,krank::A,өвчтә,nemocný
680,krank::A,шалтгта,nemocný
681,nackt::A,нүцкн,nahý
682,traurig::A,һундлта,smutný
683,traurig::A,һундлта,truchlivý
684,lebendig::A,әмд,živý
685,gut::A,сән,dobrý
686,schlecht::A,му,špatný
687,richtig::A,зөвтә,pravý
688,richtig::A,зөвтә,správný
689,schlimm::A,җигшүртә,zlý
690,wahr::A,үнн,pravdivý
691,wahr::A,мөн,pravdivý
692,alt::A,хуучн,starý
693,neu::A,шин,nový
694,ehemalig::A,хуучн,bývalý
695,alt[Lebewesen]::A,көгшн,starý
696,jung::A,баһ,mladý
697,arm::A,угатя,chudý
698,reich::A,байн,bohatý
699,bekannt::A,таньл,známý
700,bekannt::A,таньдг,známý
701,berühmt::A,туурсн,slavný
702,fremd::A,күүнә,cizí
703,verschieden::A,әдл биш,různý
704,verschieden::A,әдл биш,rozličný
705,verschieden::A,йилһәтә,různý
706,verschieden::A,йилһәтә,rozličný
707,nah::A,өөрхн,blízký
708,fern::A,хол,daleký
709,linker::A,зүн,levý
710,rechter::A,барун,pravý
711,anderer::A,талдан,jiný
712,erster::A,негдгч,první
713,zweiter::A,хойрдгч,druhý
714,dritter::A,һурвдгч,třetí
715,letzter::A,отхн,poslední
716,allein::ADV,һанцарн,sám
717,auf einmal::ADV,нег дәкҗ,najednou
718,zusammen::ADV,хамдан,spolu
719,zusammen::ADV,хамдан,dohromady
720,lange::ADV,удан,dlouho
721,plötzlich::ADV,генткн,vtom
722,plötzlich::ADV,генткн,náhle
723,sofort::ADV,дарунь,hned
724,sofort::ADV,дарунь,ihned
725,später::ADV,сүүлд,později
726,jetzt::ADV,ода,teď
727,jetzt::ADV,ода,nyní
728,heute::ADV,эндр,dnes
729,heute::ADV,эндр,dneska
730,morgen::ADV,маңһдур,zítra
731,bald::ADV,дарунь,brzo
732,dann::ADV,дәкәд,pak
733,dann::ADV,дәкәд,potom
734,gestern::ADV,өцклдүр,včera
735,einst::ADV,нег саамд,kdysi
736,damals::ADV,тиигхд,tehdy
737,damals::ADV,тиигхд,tenkrát
738,danach::ADV,тегәд,podle toho
739,vorher::ADV,урд,dříve
740,vorher::ADV,урд,napřed
741,zuerst::ADV,түрүләд,nejprve
742,zuerst::ADV,түрүләд,nejdříve
743,einmal::ADV,нег дәкҗ,jednou
744,manchmal::ADV,зәрмдән,někdy
745,oft::ADV,хара биш,často
746,oft::ADV,хатяр биш,často
747,oft::ADV,дару-дарунь,často
748,immer::ADV,оньдинд,vždy
749,immer::ADV,оньдинд,stále
750,niemals::ADV,кезә чмгн биш,nikdy
751,hier::ADV,энд,zde
752,hier::ADV,энд,tady
753,hier::ADV,энүнд,zde
754,hier::ADV,энүнд,tady
755,hierhin::ADV,нааран,sem
756,von hier::ADV,эндәс,odtud
757,dort::ADV,тенд,tam
758,dorthin::ADV,тиигән,tam
759,geradeaus::ADV,шуд,rovně
760,vorwärts::ADV,уралан,kupředu
761,rückwärts::ADV,гедргән,zpět
762,zurück::ADV,хәрү,zpět
763,zurück::ADV,хәрү,nazpět
764,unten::ADV,дор,dole
765,hinab::ADV,дор,dolů
766,hinab::ADV,доракшан,dolů
767,oben::ADV,деер,nahoře
768,oben::ADV,деер,navrchu
769,hinauf::ADV,өөдән,nahoru
770,hinauf::ADV,деер,nahoru
771,überall::ADV,альд болв чигн,všude
772,nicht::ADV,эс,ne
773,nicht::ADV,биш,ne
774,nicht::ADV,бичә,ne
775,ein wenig::ADV,баахн,trochu
776,ein wenig::ADV,баахнар,trochu
777,kaum::ADV,әрә,sotva
778,sehr::ADV,йир,velmi
779,sehr::ADV,йир,velice
780,so::ADV,иигҗ,tak
781,so::ADV,иигҗ,takto
782,noch::ADV,ода чигн,ještě
783,nur::ADV,һанцхн,jen
784,nur::ADV,һанцхн,jenom
785,schon::ADV,одх,už
786,schon::ADV,одх,již
787,wieder::ADV,бас,zase
788,vergebens::ADV,киидән,marně
789,vor::PRP,урд,před
790,hinter::PRP,ца,za
791,unter::PRP,дор,pod
792,durch::PRP,ивт,skrz
793,durch::PRP,дундаһур,skrz
794,neben::PRP,хаҗуд,vedle
795,zwischen::PRP,хоорнд,mezi
796,wegen::PRP,көлтә,pro
797,wegen::PRP,деерәс,pro
798,dies::PRN,эн,toto
799,dies::PRN,эн,tohle
800,das::PRN,тер,to
801,alles::PRN,цуһар,všechno
802,ich::PRN,би,já
803,du::PRN,чи,ty
