,Concept_ID,tt,bg
842,zwischen::PRP,арасында,между
843,zwischen::PRP,арасында,помежду
844,wegen::PRP,сәбәпле,заради
845,dies::PRN,бу,този
846,das::PRN,ул,туй
847,das::PRN,ул,това
848,alles::PRN,һәммә,всичко
849,ich::PRN,мин,аз
850,du::PRN,син,ти
851,er::PRN,ул,той
852,wir::PRN,без,ние
853,ihr::PRN,сез,вие
854,sie::PRN,ул,те
855,was::FPRN,ни,що
856,was::FPRN,ни,какво
857,was::FPRN,нәрсә,що
858,was::FPRN,нәрсә,какво
859,wer::FPRN,кем,кой
860,wo::FADV,кайда,къде
861,wohin::FADV,кая,накъде
862,wohin::FADV,кая,накъдето
863,wie::FADV,ничек,как
864,warum::FADV,нигә,защо
865,wieviel::FNUM,ничә,колко
866,eins::NUM,бер,един
867,zwei::NUM,ике,два
868,drei::NUM,өч,три
869,vier::NUM,дүрт,четири
870,fünf::NUM,биш,пет
871,sechs::NUM,алты,шест
872,sieben::NUM,җиде,седем
873,acht::NUM,сигез,осем
874,neun::NUM,тугыз,девет
875,zehn::NUM,ун,десет
876,elf::NUM,унбер,единайсет
877,elf::NUM,унбер,единадесет
878,zwölf::NUM,унике,дванайсет
879,zwölf::NUM,унике,дванадесет
880,zwanzig::NUM,егерме,двайсет
881,zwanzig::NUM,егерме,двадесет
882,dreißig::NUM,утыз,тридесет
883,vierzig::NUM,кырык,четиридесет
884,fünfzig::NUM,илле,петдесет
885,sechzig::NUM,алтмыш,шестдесет
886,siebzig::NUM,җитмеш,седемдесет
887,achtzig::NUM,сиксән,осемдесет
888,neunzig::NUM,туксан,деветдесет
889,hundert::NUM,йөз,сто
890,tausend::NUM,мең,хиляда
891,und::CNJ,вә,а
892,und::CNJ,вә,та
893,oder::CNJ,яки,или
894,oder::CNJ,яисә,или
895,stehen::V,тору,стоя
896,sitzen::V,утыру,седя
897,liegen::V,яту,лежа
898,hängen::V,эленү,вися
899,werden::V,булу,бъда
900,werden::V,булу,стана
901,passieren::V,булу,случа се
902,beginnen::V,башлану,започна
903,enden::V,бетү,свърша
904,wechseln::V,үзгәртү,променям
905,aufgehen[Sonne]::V,чыгу,изгрея
906,untergehen[Sonne]::V,бату,заляза
907,scheinen[Sonne]::V,яктырту,грея
908,scheinen[Sonne]::V,яктырту,светя
909,donnern::V,күкрәү,гърмя
910,wehen::V,исү,вея
911,wehen::V,исү,духам
912,strömen::V,агу,тека
913,strömen::V,агу,лея се
914,fließen::V,агу,тека
915,sich drehen::V,бөтерелү,въртя се
916,schwanken::V,икеләнү,клатя се
917,schwingen::V,тирбәлү,трептя
918,fallen::V,егылу,падам
919,brennen::V,яну,горя
920,rauchen::V,төтәү,димя
921,rauchen::V,төтенләү,димя
922,regnen::V,яву,вали дъжд
923,gefrieren::V,кату,замръзна
924,tauen::V,эрү,топя се
925,tauen::V,эретү,топя се
926,schmelzen::V,эрү,разтопя се
927,schmelzen::V,эретү,разтопя се
928,trocknen::V,кибү,съхна
929,sieden::V,ургылу,вря
930,sieden::V,ургылу,кипя
931,faulen::V,черү,гния
932,verfaulen::V,черү,изгния
933,reißen::V,өзелү,напукам се
934,versinken::V,бату,потъна
935,vergehen::V,авышу,минавам
936,erscheinen::V,пәйда булу,явя се
937,verschwinden::V,югалу,изчезна
938,verschwinden::V,юк булу,изчезна
939,sinken::V,кимү,падна
940,sinken::V,кайту,падна
941,abnehmen::V,азаю,отслабна
942,zunehmen::V,арту,нарасна
943,zunehmen::V,күбәю,нарасна
944,zunehmen::V,ишәю,нарасна
945,steigen::V,үсү,увелича се
946,steigen::V,үсү,покачвам се
947,wachsen::V,үсү,раста
948,glänzen::V,ялкылдау,лъщя
949,glänzen::V,ялкылдау,блестя
950,funkeln::V,ялтырау,искря
951,lärmen::V,шаулау,шумя
952,läuten::V,шалтырату,звъня
953,klingeln::V,шалтырату,звъня
954,klirren::V,чылтырау,звънтя
955,klirren::V,чылтырау,дрънкам
956,brausen::V,давыллау,буча
957,brausen::V,дулау,буча
958,rauschen::V,кыштырдау,шумя
959,klingen::V,ишетелү,звуча
960,bellen::V,өрү,лая
961,heulen::V,улау,вия
962,heulen::V,улау,рева
963,blasen::V,өрү,духна
964,pfeifen::V,сызгырту,свиря
965,schreien::V,кычкыру,крещя
966,stöhnen::V,ыңгырашу,стена
967,stöhnen::V,ыңгырашу,пъшкам
968,zittern::V,калтырау,треперя
969,zittern::V,калтырану,треперя
970,leben::V,яшәү,живея
971,leben::V,гомер итү,живея
972,geboren werden::V,туу,родя се
973,atmen::V,сулау,дишам
974,trinken::V,эчү,пия
975,essen::V,ашау,ям
976,schlucken::V,йоту,гълтам
977,müde werden::V,ялыгу,уморя се
978,müde werden::V,йөгенү,уморя се
979,einschlafen::V,йокыга китү,заспя
980,schlafen::V,йоклау,спя
981,aufwachen::V,уяну,събудя се
982,aufstehen::V,тору,стана
983,sich erholen::V,ял алу,отдъхвам си
984,sich erholen::V,истирахәт итү,отдъхвам си
985,krank werden::V,чирләү,заболея
986,krank sein::V,чирләү,боледувам
987,schmerzen::V,авырту,боля
988,husten::V,ютәлләү,кашлям
989,genesen::V,савыгу,оздравея
990,genesen::V,сәламәтләнү,оздравея
991,sterben::V,үлү,умра
992,sterben::V,дөнья кую,умра
993,sterben::V,вафат булу,умра
994,umkommen::V,үлү,загина
995,sich bewegen::V,йөрү,движа се
996,sich bewegen::V,йөрү,мърдам се
997,sich rühren::V,кыймылдау,движа се
998,sich erheben::V,басу,стана
999,sich setzen::V,утыру,седна
1000,hinfallen::V,егылу,падна
1001,laufen::V,җәяүләү,ходя
1002,schreiten::V,атлау,крача
1003,spazierengehen::V,йөрү,разхождам се
1004,spazierengehen::V,йөргенү,разхождам се
1005,eilen::V,ашыгу,бързам
1006,sich beeilen::V,ашыгу,побързам
1007,sich beeilen::V,кызулау,побързам
1008,sausen::V,җилдерү,тичам
1009,rennen::V,йөгерү,бягам
1010,springen::V,сикерү,скачам
1011,klettern::V,үрмәләү,катеря се
1012,schaukeln::V,атыну,люлея се
1013,kriechen::V,шуышу,лазя
1014,kriechen::V,шуышу,пълзя
1015,kriechen::V,үрмәләү,лазя
1016,kriechen::V,үрмәләү,пълзя
1017,schwimmen::V,йөзү,плувам
1018,tauchen::V,чуму,гмуркам се
1019,rudern::V,ишү,греба
1020,fahren::V,бару,пътувам
1021,fliegen::V,очу,летя
1022,fliegen::V,очу,хвърча
1023,gehen::V,йөрү,ида
1024,gehen::V,йөрү,вървя
1025,weggehen::V,китү,отида си
1026,abfahren::V,кузгалу,отпътувам
1027,anhalten::V,тукталу,спра се
1028,hineingehen::V,инү,влизам
1029,eintreten::V,инү,вляза
1030,kommen::V,килү,ида
1031,kommen::V,килү,дойда
1032,ankommen::V,бару,пристигна
1033,zurückkommen::V,кире кайту,върна се
1034,bleiben::V,калу,остана
1035,warten::V,көтү,чакам
1036,erwarten::V,көтү,очаквам
1037,suchen::V,эзләү,търся
1038,finden::V,табу,намеря
1039,versuchen::V,маташу,опитам
1040,vorbereiten::V,хәзерләү,подготвя
1041,lieben::V,сөю,любя
1042,lieben::V,ярату,любя
1043,mögen::V,өнәү,обичам
1044,lachen::V,көлү,смея се
1045,rühren::V,дулкынландыру,трогна
1046,weinen::V,елау,плача
1047,schimpfen::V,сүгү,ругая
1048,schimpfen::V,сүгү,псувам
1049,schimpfen::V,сүгенү,ругая
1050,schimpfen::V,сүгенү,псувам
1051,sich ärgern::V,ачулану,ядосам се
1052,sich fürchten::V,курку,боя се
1053,sich fürchten::V,курку,страхувам се
1054,fürchten::V,калтырау,боя се от
1055,fürchten::V,калтырау,страхувам се от
1056,fürchten::V,калтырану,боя се от
1057,fürchten::V,калтырану,страхувам се от
1058,fliehen::V,арка бирү,бягам
1059,flüchten::V,качу,бягам
1060,flüchten::V,качу,избягам
1061,sehen::V,күрү,видя
1062,anschauen::V,карау,гледам
1063,ansehen::V,карау,поглеждам
1064,ansehen::V,күзәтү,поглеждам
1065,hören::V,ишетү,чувам
1066,zuhören::V,тыңлау,слушам
1067,probieren::V,тату,опитам
1068,riechen::V,иснәү,подуша
1069,fühlen::V,тою,усещам
1070,fühlen::V,тою,чувствувам
1071,fühlen::V,сизү,усещам
1072,fühlen::V,сизү,чувствувам
1073,scheinen::V,күренү,изглеждам
1074,zu sehen sein::V,күренү,виждам се
1075,vernehmen::V,ишетү,доловя
1076,frieren::V,өшү,мръзна
1077,frieren::V,күшегү,мръзна
1078,tun::V,итү,правя
1079,können::V,алу,мога
1080,wollen::V,теләү,ща
1081,wollen::V,теләү,искам
1082,anfangen::V,керешү,започна
1083,beenden::V,бетерү,свърша
1084,beenden::V,бетерү,завърша
1085,beenden::V,тәмамлау,свърша
1086,beenden::V,тәмамлау,завърша
1087,aufhören::V,бетү,престана
1088,gelingen::V,уңу,успея
1089,gelingen::V,уңу,сполуча
1090,geraten::V,сабышу,удам се
1091,öffnen::V,ачу,отворя
1092,schließen::V,ябу,затворя
1093,stellen::V,кую,поставя
1094,setzen::V,утырту,туря
1095,legen::V,яткыру,сложа
1096,legen::V,яткыру,слагам
1097,berühren::V,тию,докосна
1098,verbinden::V,ялгау,свържа
1099,bedecken::V,өрту,покрия
1100,bedecken::V,каплау,покрия
1101,bedecken::V,томалау,покрия
1102,aufhängen::V,асу,закача
1103,anzünden::V,кабызу,запаля
1104,aufheben::V,күтәрү,вдигна
1105,aufheben::V,күтәрү,повдигна
1106,zurücklassen::V,калдыру,оставя
1107,verlieren::V,югалту,загубя
1108,fallen lassen::V,төшерү,изпусна
1109,machen::V,ясау,направя
1110,machen::V,эшләү,направя
1111,herstellen::V,ясау,произведа
1112,bauen::V,кору,строя
1113,reparieren::V,төзәтү,поправя
1114,verbessern::V,яхшырту,подобря
1115,ändern::V,үзгәртү,променя
1116,graben::V,казу,копая
1117,beugen::V,ию,прегъна
1118,biegen::V,бөгү,прегъна
1119,drehen::V,бору,въртя
1120,drehen::V,бөтерү,въртя
1121,wenden::V,бору,обърна
1122,umdrehen::V,түнтәрү,обърна
1123,heben::V,күтәрү,вдигам
1124,hochheben::V,күтәрү,издигна
1125,ergreifen::V,эләктерү,хвана
1126,ergreifen::V,эләктерү,обхвана
1127,halten::V,тоту,държа
1128,drücken::V,кысу,натискам
1129,drücken::V,кысу,притискам
1130,schieben::V,кузгату,тикам
1131,kratzen::V,тырнау,одраскам
1132,lecken::V,ялау,лижа
1133,lecken::V,ялау,ближа
1134,beißen::V,тешләү,хапя
1135,beißen::V,тешләү,ухапя
1136,abreißen::V,өзү,откъсна
1137,abschneiden::V,кыю,отрежа
1138,abschneiden::V,кисү,отрежа
1139,binden::V,бәйләү,вържа
1140,stecken::V,төртү,пъхна
1141,stecken::V,тыгу,пъхна
1142,brechen::V,сындыру,троша
1143,klopfen::V,шаку,чукам
1144,klopfen::V,шакылдау,чукам
1145,hauen::V,кыйнау,бия
1146,kleben::V,ябыштыру,лепя
1147,kleben::V,ябыштыру,залепя
1148,reiben::V,ышку,трия
1149,reiben::V,ышку,търкам
1150,streichen::V,ягу,намажа
1151,schleifen::V,кайрау,остря
1152,schneiden::V,кисү,режа
1153,rütteln::V,селкетү,разтърсвам
1154,schütteln::V,селкетү,клатя
1155,schütteln::V,селкетү,друсам
1156,schwenken::V,болгау,размахам
1157,schütten::V,кою,сипя
1158,füllen::V,тутыру,напълня
1159,einwickeln::V,төрү,увия
1160,einwickeln::V,төрү,завия
1161,tragen::V,ташу,нося
1162,schleppen::V,сөйрәү,влача
1163,schleppen::V,өстерәү,влача
1164,ziehen::V,тарту,тегля
1165,ziehen::V,тарту,дръпна
1166,aufbewahren::V,саклау,съхраня
1167,werfen::V,ыргыту,хвърля
1168,fangen::V,тоту,ловя
1169,fangen::V,тоту,уловя
1170,packen::V,эләктерү,хвана
1171,verstecken::V,яшерү,крия
1172,verstecken::V,яшерү,скрия
1173,teilen::V,бүлү,разделя
1174,schicken::V,җибәрү,изпращам
1175,bringen::V,китерү,донеса
1176,hinzufügen::V,өстәү,прибавя
1177,bekommen::V,алу,сдобия се
1178,erhalten::V,алу,получа
1179,nehmen::V,алу,взема
1180,wählen::V,сайлау,избирам
1181,auswählen::V,сайлау,избера
1182,bewahren::V,саклау,пазя
1183,behindern::V,комачаулау,преча
1184,behindern::V,комачаулау,спъвам
1185,verderben::V,бозу,разваля
1186,beschädigen::V,бозу,повредя
1187,zerbrechen::V,вату,счупя
1188,zerreißen::V,өзү,скъсам
1189,zerreißen::V,ерту,скъсам
1190,zerstören::V,җимерү,разруша
1191,verbrennen::V,яндыру,изгоря
1192,verbrennen::V,көйдерү,изгоря
1193,geben::V,бирү,дам
1194,reichen::V,тапшыру,подам
1195,schenken::V,бүләкләү,подаря
1196,versprechen::V,вәгъдә бирү,обещая
1197,wünschen::V,котлау,желая
1198,loben::V,мактау,хваля
1199,küssen::V,үбү,целувам
1200,wiegen::V,тирбәтү,люлея
1201,zudecken::V,ябу,покрия
1202,zudecken::V,бөркәү,покрия
1203,wecken::V,уяту,събудя
1204,zeigen::V,күрсәтү,покажа
1205,führen::V,йөртү,водя
1206,führen::V,йөртү,заведа
1207,lehren::V,өйрәтү,уча
1208,unterrichten::V,укыту,преподавам
1209,aufziehen::V,асрау,отгледам
1210,leiten::V,җитәкләү,ръководя
1211,leiten::V,җитәкләү,управлявам
1212,antreiben::V,куалау,подкарвам
1213,antreiben::V,әйдәләү,подкарвам
1214,antreiben::V,ашыктыру,подкарвам
1215,lassen::V,мәҗбүр итү,накарам
1216,einladen::V,чакыру,поканя
1217,vereinigen::V,берләштерү,съединя
1218,besuchen::V,керешү,посетя
1219,treffen::V,очрату,срещна
1220,sich versammeln::V,җыелышу,събера се
1221,spielen::V,уйнау,играя
1222,singen::V,җырлау,пея
1223,tanzen::V,бию,танцувам
1224,sich trennen::V,аерылу,разделя се
1225,sich trennen::V,ташлашу,разделя се
1226,verlassen::V,ташлау,напусна
1227,verlassen::V,калдыру,напусна
1228,retten::V,коткару,спася
1229,bewachen::V,каравыллау,охранявам
1230,schützen::V,ышыклау,запазя
1231,verteidigen::V,яклау,защитя
1232,verteidigen::V,саклау,защитя
1233,sich schlagen::V,сугышу,бия се
1234,schießen::V,ату,стрелям
1235,siegen::V,җиңү,победя
1236,ärgern::V,ачуландыру,ядосам
1237,schlagen::V,ору,бия
1238,schlagen::V,ору,ударя
1239,schlagen::V,бәрү,бия
1240,schlagen::V,бәрү,ударя
1241,schlagen::V,тукмау,бия
1242,schlagen::V,тукмау,ударя
1243,treten::V,тибү,ритам
1244,stechen::V,кадау,бодна
1245,stoßen::V,этү,бутна
1246,stoßen::V,этү,блъсна
1247,stehlen::V,урлау,
1248,stören::V,комачаулау,смутя
1249,belästigen::V,борчу,отегча
1250,belästigen::V,борчу,безпокоя
1251,belästigen::V,билмазалау,отегча
1252,belästigen::V,билмазалау,безпокоя
1253,verbergen::V,яшерү,скрия
1254,täuschen::V,алдату,измамя
1255,betrügen::V,хәрәмләшү,измамя
1256,töten::V,үтерү,убия
1257,töten::V,үтерү,умъртвя
1258,wohnen::V,яшәү,живея
1259,arbeiten::V,эшләү,работя
1260,sammeln::V,туплау,събера
1261,pflücken::V,өзү,бера
1262,pflücken::V,өзү,откъсна
1263,jagen::V,аулау,ловувам
1264,fischen::V,балык тоту,ловя риба
1265,fassen::V,тоту,хвана
1266,hüten::V,көтү,пазя
1267,treiben::V,куалау,карам
1268,anbinden::V,бәйләү,завържа
1269,füttern::V,туйдыру,храня
1270,melken::V,саву,доя
1271,hacken::V,чабу,сека
1272,gießen::V,сугару,полея
1273,reifen::V,җитешү,узрея
1274,zubereiten::V,пешеренү,приготвя
1275,kochen::V,пешерү,варя
1276,kochen::V,кайнату,варя
1277,backen::V,пешерү,пека
1278,braten::V,куыру,пържа
1279,braten::V,кыздыру,пържа
1280,umrühren::V,бутау,разбъркам
1281,umrühren::V,болгату,разбъркам
1282,stricken::V,бәйләү,плета
1283,nähen::V,тегү,шия
1284,färben::V,ману,боядисам
1285,reinigen::V,чистарту,почистя
1286,waschen::V,юу,мия
1287,waschen::V,юу,пера
1288,abwischen::V,сөртү,избърша
1289,spülen::V,чайкау,плакна
1290,fegen::V,себерү,измета
1291,kehren::V,себерү,мета
1292,baden::V,коену,къпя се
1293,sich waschen::V,юыну,мия се
1294,ausziehen::V,чишенү,съблека
1295,anziehen::V,кию,облека
1296,sich anziehen::V,киенү,облека се
1297,kämmen::V,тарау,реша
1298,kämmen::V,тарау,вчеша
1299,schmücken::V,бизәү,накича
1300,schmücken::V,бизәкләү,накича
1301,sagen::V,дию,кажа
1302,sagen::V,әйтү,кажа
1303,sprechen::V,сөйләү,говоря
1304,sprechen::V,сөйләшү,говоря
1305,reden::V,сөйләү,говоря
1306,sich unterhalten::V,сөйләшү,разговарям
1307,fragen::V,сорау,запитам
1308,fragen::V,сорашу,запитам
1309,bitten::V,үтенү,моля
1310,erzählen::V,сөйләү,разкажа
1311,mitteilen::V,белдерү,съобщя
1312,nennen::V,дию,нарека
1313,rufen::V,дәшү,викам
1314,rufen::V,дәшү,повикам
1315,prahlen::V,мактану,хваля се
1316,prahlen::V,шапырыну,хваля се
1317,übersetzen::V,күчерү,преведа
1318,denken::V,уйлау,мисля
1319,glauben::V,инану,вярвам
1320,bemerken::V,искәрү,забележа
1321,erkennen::V,тану,позная
1322,begreifen::V,аңлау,схвана
1323,begreifen::V,төшенү,схвана
1324,verstehen::V,аңлау,разбера
1325,verstehen::V,төшенү,разбера
1326,lernen::V,уку,уча се
1327,lernen::V,өйрәнү,уча се
1328,wissen::V,белү,зная
1329,sich erinnern an::V,хәтерләү,спомня си за
1330,vergessen::V,оныту,забравя
1331,messen::V,үлчәү,меря
1332,zählen::V,санау,броя
1333,rechnen::V,исәпләү,сметна
1334,lesen::V,уку,чета
1335,malen::V,рәсем ясау,рисувам
1336,malen::V,сурәт ясау,рисувам
1337,malen::V,сурәтләү,рисувам
1338,zeichnen::V,язу-сызу,рисувам
1339,zeichnen::V,сурәт ясау,рисувам
1340,schreiben::V,язу,пиша
1341,besitzen::V,биләү,имам
1342,besitzen::V,биләү,притежавам
1343,kaufen::V,алу,купя
1344,kaufen::V,алу,купувам
1345,verkaufen::V,сату,продам
1346,bezahlen::V,түләү,заплатя
1347,zahlen::V,түләү,платя
1348,beherrschen::V,ия булу,владея
1349,ertragen::V,чыдау,понеса
