,Concept_ID,he,he
266,Rätsel::N,תעלומה,תעלומה
267,Rede::N,נאום,נאום
268,Sprache::N,לשון,לשון
269,Stimme::N,קול,קול
270,Wort::N,מלה,מלה
271,Zeichen::N,סימן,סימן
272,Ruf::N,קריאה,קריאה
273,Lärm::N,רעש,רעש
274,Laut::N,הגה,הגה
275,Ton::N,צליל,צליל
276,Lied::N,שיר,שיר
277,Ruhe::N,שלוה,שלוה
278,Leute::N,אנשים,אנשים
279,Volk::N,עם,עם
280,Arbeit::N,עבודה,עבודה
281,Gast::N,אורח,אורח
282,Geschenk::N,מתנה,מתנה
283,Spiel::N,משחק,משחק
284,Gesellschaft::N,חברה,חברה
285,Hilfe::N,עזרה,עזרה
286,Freund::N,חבר,חבר
287,Freund::N,חבר,ידיד
288,Freund::N,ידיד,חבר
289,Freund::N,ידיד,ידיד
290,Kamerad::N,רע,רע
291,Angelegenheit::N,ענין,ענין
292,Anzahl::N,מספר,מספר
293,Art::N,סוג,סוג
294,Stück::N,חתיכה,חתיכה
295,Teil::N,פרק,פרק
296,Hälfte::N,חצי,חצי
297,Kreis::N,מעגל,מעגל
298,Kreuz::N,צלב,צלב
299,Linie::N,קו,קו
300,Strich::N,קו קצר,קו קצר
301,Abstand::N,מרחק,מרחק
302,Entfernung::N,מרחק,מרחק
303,Gegend::N,נוף,נוף
304,Platz::N,שטח,שטח
305,Ort::N,אתר,אתר
306,Ort::N,אתר,מקום
307,Ort::N,מקום,אתר
308,Ort::N,מקום,מקום
309,Seite::N,צד,צד
310,Mitte::N,אמצע,אמצע
311,Gegenstand::N,אוביקט,אוביקט
312,Sache::N,דבר,דבר
313,Rand::N,פרור,פרור
314,Kante::N,קצה,קצה
315,Ecke::N,פנה,פנה
316,Spitze::N,קצה,קצה
317,Ende::N,סוף,סוף
318,Loch::N,חר,חר
319,Winkel::N,פנה,פנה
320,Muster::N,תבנית,תבנית
321,Größe::N,גדל,גדל
322,Länge::N,ארך,ארך
323,Höhe::N,קומה,קומה
324,Höhe::N,קומה,גבה
325,Höhe::N,גבה,קומה
326,Höhe::N,גבה,גבה
327,Gewicht::N,משקל,משקל
328,Menge::N,כמות,כמות
329,Haufen::N,ערמה,ערמה
330,Reihe::N,רצף,רצף
331,Boot::N,סירה,סירה
332,Ruder::N,משוט,משוט
333,Schlitten::N,מזחלת,מזחלת
334,Ski::N,מגלשים,מגלשים
335,Lagerfeuer::N,מדורה,מדורה
336,Last::N,משא,משא
337,Gang::N,הליכה,הליכה
338,Schritt::N,צעד,צעד
339,Norden::N,צפון,צפון
340,Süden::N,דרום,דרום
341,Westen::N,מערב,מערב
342,Osten::N,מזרח,מזרח
343,Holz::N,עץ,עץ
344,Brett::N,קרש,קרש
345,Platte::N,לוח,לוח
346,Stütze::N,משען,משען
347,Stange::N,מוט,מוט
348,Stock::N,מקל,מקל
349,Stab::N,מוט,מוט
350,Rohr::N,צנור,צנור
351,Haus::N,בית,בית
352,Heim::N,בית,בית
353,Ofen::N,תנור,תנור
354,Fußboden::N,רצפה,רצפה
355,Tisch::N,שלחן,שלחן
356,Stuhl::N,כסא,כסא
357,Wiege::N,ערש,ערש
358,Bett::N,מטה,מטה
359,Regal::N,מדף,מדף
360,Kiste::N,תבה,תבה
361,Kiste::N,תבה,ארגז
362,Kiste::N,ארגז,תבה
363,Kiste::N,ארגז,ארגז
364,Fenster::N,חלון,חלון
365,Tür::N,דלת,דלת
366,Tor::N,שער,שער
367,Zaun::N,גדר,גדר
368,Dach::N,גג,גג
369,Leiter::N,סלם,סלם
370,Besen::N,מטאטא,מטאטא
371,Spaten::N,את,את
372,Schaufel::N,את,את
373,Gabel::N,מזלג,מזלג
374,Löffel::N,כף,כף
375,Messer::N,סכין,סכין
376,Nagel::N,מסמר,מסמר
377,Netz::N,רשת,רשת
378,Haken::N,וו,וו
379,Haken::N,וו,קרס
380,Haken::N,קרס,וו
381,Haken::N,קרס,קרס
382,Griff::N,ידית,ידית
383,Schloss::N,מנעול,מנעול
384,Bild::N,תמונה,תמונה
385,Figur::N,פסל,פסל
386,Puppe::N,בבה,בבה
387,Beutel::N,שק,שק
388,Bündel::N,צרור,צרור
389,Tasche::N,שקית,שקית
390,Eimer::N,דלי,דלי
391,Deckel::N,מכסה,מכסה
392,Geschirr::N,כלים,כלים
393,Sack::N,שק,שק
394,Tasse::N,ספל,ספל
395,Topf::N,סיר,סיר
396,Kessel::N,קנקן,קנקן
397,Essen::N,אכל,אכל
398,Essen::N,אכל,ארוחה
399,Essen::N,ארוחה,אכל
400,Essen::N,ארוחה,ארוחה
401,Nahrung::N,הזנה,הזנה
402,Nahrung::N,הזנה,תזונה
403,Nahrung::N,תזונה,הזנה
404,Nahrung::N,תזונה,תזונה
405,Speise::N,מאכל,מאכל
406,Speise::N,מאכל,ארוחה
407,Speise::N,ארוחה,מאכל
408,Speise::N,ארוחה,ארוחה
409,Fleisch::N,בשר,בשר
410,Getreide::N,דגן,דגן
411,Brei::N,מחית,מחית
412,Brot::N,לחם,לחם
413,Scheibe::N,עגול,עגול
414,Scheibe::N,עגול,פרוסה
415,Scheibe::N,פרוסה,עגול
416,Scheibe::N,פרוסה,פרוסה
417,Fett::N,שמן,שמן
418,Butter::N,חמאה,חמאה
419,Öl::N,שמן,שמן
420,Salz::N,מלח,מלח
421,Suppe::N,מרק,מרק
422,Honig::N,דבש,דבש
423,Milch::N,חלב,חלב
424,Tee::N,תה,תה
425,Leder::N,עור,עור
426,Wolle::N,צמר,צמר
427,Stoff::N,בד,בד
428,Stoff::N,בד,אריג
429,Stoff::N,אריג,בד
430,Stoff::N,אריג,אריג
431,Nadel::N,מחט,מחט
432,Faden::N,חוט,חוט
433,Knopf::N,כפתור,כפתור
434,Knoten::N,קשר,קשר
435,Farbe::N,צבע,צבע
436,Kleidung::N,בגדים,בגדים
437,Hemd::N,חלצה,חלצה
438,Kragen::N,צוארון,צוארון
439,Ärmel::N,שרוול,שרוול
440,Hose::N,מכנסים,מכנסים
441,Gürtel::N,חגורה,חגורה
442,Mütze::N,כובע,כובע
443,Schuh::N,נעל,נעל
444,Stiefel::N,מגף,מגף
445,Ring::N,טבעת,טבעת
446,Band::N,סרט,סרט
447,Kamm::N,מסרק,מסרק
448,Spiegel::N,מראה,מראה
449,Riemen::N,רצועה,רצועה
450,Schnur::N,חבל,חבל
451,Leine::N,מושכות,מושכות
452,Decke::N,שמיכה,שמיכה
453,Kissen::N,כרית,כרית
454,Tuch::N,צעיף,צעיף
455,Handtuch::N,מגבת,מגבת
456,Kraft::N,כוח,כוח
457,Stärke::N,און,און
458,Gesundheit::N,בריאות,בריאות
459,Krankheit::N,מחלה,מחלה
460,Schmerz::N,כאב,כאב
461,Wunde::N,פציעה,פציעה
462,Fieber::N,חם,חם
463,Arznei::N,תרופה,תרופה
464,Brücke::N,גשר,גשר
465,Brunnen::N,באר,באר
466,Weide::N,אחו,אחו
467,Weide::N,אחו,מרעה
468,Weide::N,מרעה,אחו
469,Weide::N,מרעה,מרעה
470,Pfad::N,שביל,שביל
471,Pfad::N,שביל,מדרכה
472,Pfad::N,מדרכה,שביל
473,Pfad::N,מדרכה,מדרכה
474,Weg::N,דרך,דרך
475,Straße::N,כביש,כביש
476,Dorf::N,כפר,כפר
477,Stadt::N,עיר,עיר
478,Brief::N,מכתב,מכתב
479,Buch::N,ספר,ספר
480,Buchstabe::N,אות,אות
481,Zeitung::N,עתון,עתון
482,Leben::N,חיים,חיים
483,Tod::N,מות,מות
484,Grab::N,קבר,קבר
485,Kirche::N,כנסיה,כנסיה
486,Sünde::N,חטא,חטא
487,Gott::N,אל,אל
488,Arbeiter::N,פועל,פועל
489,Chef::N,ראש,ראש
490,Chef::N,ראש,מנהל
491,Chef::N,מנהל,ראש
492,Chef::N,מנהל,מנהל
493,Meister::N,ממחה,ממחה
494,Arzt::N,רופא,רופא
495,Lehrer::N,מורה,מורה
496,Geld::N,כסף,כסף
497,Geschäft::N,עסקה,עסקה
498,Laden::N,חנות,חנות
499,Preis::N,מחיר,מחיר
500,Ware::N,סחורה,סחורה
501,Nutzen::N,תועלת,תועלת
502,Reichtum::N,עשר,עשר
503,Welt::N,עולם,עולם
504,Land::N,ארץ,ארץ
505,Staat::N,מדינה,מדינה
506,König::N,מלך,מלך
507,Macht::N,כוח,כוח
508,Grenze::N,גבול,גבול
509,Krieg::N,מלחמה,מלחמה
510,Feind::N,אויב,אויב
511,Gewalt::N,אלימות,אלימות
512,Kampf::N,קרב,קרב
513,Kampf::N,קרב,לחימה
514,Kampf::N,לחימה,קרב
515,Kampf::N,לחימה,לחימה
516,Bogen[Waffe]::N,קשת,קשת
517,Pfeil::N,חץ,חץ
518,Gewehr::N,רובה,רובה
519,Fehler::N,טעות,טעות
520,Lüge::N,שקר,שקר
521,Schaden::N,נזק,נזק
522,Unglück::N,מזל רע,מזל רע
523,Schuld::N,אשמה,אשמה
524,Alter::N,גיל,גיל
525,Schluss::N,סיום,סיום
526,Zeit::N,זמן,זמן
527,Tag::N,יום,יום
528,Morgen::N,בקר,בקר
529,Mittag::N,צהרים,צהרים
530,Abend::N,ערב,ערב
531,Nacht::N,לילה,לילה
532,Woche::N,שבוע,שבוע
533,Monat::N,חדש,חדש
534,Jahr::N,שנה,שנה
535,Frühling::N,אביב,אביב
536,Sommer::N,קיץ,קיץ
537,Herbst::N,סתו,סתו
538,Winter::N,חרף,חרף
539,Januar::N,ינואר,ינואר
540,Februar::N,פברואר,פברואר
541,März::N,מרץ,מרץ
542,April::N,אפריל,אפריל
543,Mai::N,מאי,מאי
544,Juni::N,יוני,יוני
545,Juli::N,יולי,יולי
546,August::N,אוגוסט,אוגוסט
547,September::N,ספטמבר,ספטמבר
548,Oktober::N,אוקטובר,אוקטובר
549,November::N,נובמבר,נובמבר
550,Dezember::N,דצמבר,דצמבר
551,Montag::N,יום שני,יום שני
552,Dienstag::N,יום שלישי,יום שלישי
553,Mittwoch::N,יום רביעי,יום רביעי
554,Donnerstag::N,יום חמישי,יום חמישי
555,Freitag::N,יום ששי,יום ששי
556,Samstag::N,יום שבת,יום שבת
557,Sonntag::N,יום ראשון,יום ראשון
558,groß::A,גדול,גדול
559,klein::A,קטן,קטן
560,lang::A,ארך,ארך
561,kurz::A,קצר,קצר
562,breit::A,רחב,רחב
563,schmal::A,צר,צר
564,dicht::A,צפוף,צפוף
565,dick[Gegenstand]::A,עבה,עבה
566,dünn::A,דק,דק
567,fein::A,מעדן,מעדן
568,fest::A,מוצק,מוצק
569,flach::A,שטוח,שטוח
570,glatt::A,חלק,חלק
571,hart::A,קשיח,קשיח
572,weich::A,רך,רך
573,rund::A,עגל,עגל
574,spitz::A,חד,חד
575,scharf::A,חד,חד
576,stumpf::A,קהה,קהה
577,schwer::A,כבד,כבד
578,schön::A,יפה,יפה
579,heiß::A,חם,חם
580,warm::A,חם,חם
581,kalt::A,קר,קר
582,kühl::A,צונן,צונן
583,frisch::A,טרי,טרי
584,feucht::A,לח,לח
585,nass::A,רטוב,רטוב
586,trocken::A,יבש,יבש
587,voll::A,מלא,מלא
588,leer::A,ריק,ריק
589,offen::A,פתוח,פתוח
590,geschlossen::A,סגור,סגור
591,sauber::A,נקי,נקי
592,schmutzig::A,מלכלך,מלכלך
593,roh::A,חי,חי
594,reif::A,בשל,בשל
595,lecker::A,טעים,טעים
596,süß::A,מתוק,מתוק
597,bitter::A,מר,מר
598,sauer::A,חמוץ,חמוץ
599,hell::A,בהיר,בהיר
600,dunkel::A,עמום,עמום
601,schwarz::A,שחר,שחר
602,weiß::A,לבן,לבן
603,rot::A,אדם,אדם
604,gelb::A,צהב,צהב
605,blau::A,כחל,כחל
606,grün::A,ירק,ירק
607,grau::A,אפר,אפר
608,bunt::A,צבעוני,צבעוני
609,billig::A,זול,זול
610,teuer::A,יקר,יקר
611,wertvoll::A,יקר ערך,יקר ערך
612,blind::A,עור,עור
613,taub::A,חרש,חרש
614,kräftig::A,חסן,חסן
615,stark::A,חזק,חזק
616,schwach::A,חלש,חלש
617,fett::A,שמן,שמן
618,schlank::A,רזה,רזה
619,hübsch::A,יפה תאר,יפה תאר
620,böse::A,רשע,רשע
621,dumm::A,טפש,טפש
622,faul::A,עצלן,עצלן
623,fleißig::A,חרוץ,חרוץ
624,geizig::A,קמצן,קמצן
625,klug::A,נבון,נבון
626,klug::A,נבון,פקח
627,klug::A,פקח,נבון
628,klug::A,פקח,פקח
629,geschickt::A,מימן,מימן
630,lieb::A,יקר,יקר
631,lieb::A,יקר,אהוב
632,lieb::A,אהוב,יקר
633,lieb::A,אהוב,אהוב
634,lustig::A,עליז,עליז
635,sanft::A,עדין,עדין
636,hungrig::A,רעב,רעב
637,krank::A,חולה,חולה
638,nackt::A,ערום,ערום
639,traurig::A,עצוב,עצוב
640,lebendig::A,חי,חי
641,gut::A,טוב,טוב
642,schlecht::A,גרוע,גרוע
643,richtig::A,נכון,נכון
644,schlimm::A,רע,רע
645,wahr::A,אמתי,אמתי
646,alt::A,ישן,ישן
647,neu::A,חדש,חדש
648,ehemalig::A,לשעבר,לשעבר
649,alt[Lebewesen]::A,זקן,זקן
650,jung::A,צעיר,צעיר
651,arm::A,עני,עני
652,reich::A,עשיר,עשיר
653,bekannt::A,ידוע,ידוע
654,berühmt::A,מפרסם,מפרסם
655,fremd::A,זר,זר
656,verschieden::A,שונה,שונה
657,nah::A,קרוב,קרוב
658,fern::A,רחוק,רחוק
659,linker::A,שמאלי,שמאלי
660,rechter::A,ימין,ימין
661,anderer::A,אחר,אחר
662,erster::A,ראשון,ראשון
663,zweiter::A,שני,שני
664,dritter::A,שלישי,שלישי
665,letzter::A,אחרון,אחרון
666,allein::ADV,לבד,לבד
667,auf einmal::ADV,בו-זמנית,בו-זמנית
668,zusammen::ADV,ביחד,ביחד
669,lange::ADV,הרבה זמן,הרבה זמן
670,plötzlich::ADV,לפתע,לפתע
671,plötzlich::ADV,לפתע,פתאום
672,plötzlich::ADV,פתאום,לפתע
673,plötzlich::ADV,פתאום,פתאום
674,sofort::ADV,מיד,מיד
675,später::ADV,לאחר זמן,לאחר זמן
676,später::ADV,לאחר זמן,יותר מאחר
677,später::ADV,יותר מאחר,לאחר זמן
678,später::ADV,יותר מאחר,יותר מאחר
679,jetzt::ADV,עכשיו,עכשיו
680,heute::ADV,היום,היום
681,morgen::ADV,מחר,מחר
682,bald::ADV,בקרוב,בקרוב
683,dann::ADV,אחר-כך,אחר-כך
684,gestern::ADV,אתמול,אתמול
685,einst::ADV,לפנים,לפנים
686,damals::ADV,אז,אז
687,danach::ADV,אחר-כך,אחר-כך
688,vorher::ADV,לפני זה,לפני זה
689,zuerst::ADV,קדם,קדם
690,einmal::ADV,פעם,פעם
691,manchmal::ADV,לפעמים,לפעמים
692,oft::ADV,לעתים קרובות,לעתים קרובות
693,immer::ADV,תמיד,תמיד
694,niemals::ADV,אף פעם,אף פעם
695,hier::ADV,כאן,כאן
696,hierhin::ADV,פה,פה
697,von hier::ADV,מפה,מפה
698,dort::ADV,שם,שם
699,dorthin::ADV,שם,שם
700,geradeaus::ADV,ישר,ישר
701,vorwärts::ADV,קדימה,קדימה
702,rückwärts::ADV,לאחור,לאחור
703,zurück::ADV,בחזרה,בחזרה
704,zurück::ADV,בחזרה,אחורנית
705,zurück::ADV,אחורנית,בחזרה
706,zurück::ADV,אחורנית,אחורנית
707,unten::ADV,למטה,למטה
708,hinab::ADV,למטה,למטה
709,oben::ADV,מעל,מעל
710,oben::ADV,מעל,למעלה
711,oben::ADV,למעלה,מעל
712,oben::ADV,למעלה,למעלה
713,hinauf::ADV,למעלה,למעלה
714,überall::ADV,בכל מקום,בכל מקום
715,nicht::ADV,לא,לא
716,ein wenig::ADV,קצת,קצת
717,kaum::ADV,בקשי,בקשי
718,sehr::ADV,מאוד,מאוד
719,so::ADV,כך,כך
720,so::ADV,כך,ככה
721,so::ADV,ככה,כך
722,so::ADV,ככה,ככה
723,noch::ADV,עוד,עוד
724,noch::ADV,עוד,עדין
725,noch::ADV,עדין,עוד
726,noch::ADV,עדין,עדין
727,nur::ADV,רק,רק
728,schon::ADV,כבר,כבר
729,wieder::ADV,שוב,שוב
730,vergebens::ADV,לריק,לריק
731,vergebens::ADV,לריק,לשוא
732,vergebens::ADV,לשוא,לריק
733,vergebens::ADV,לשוא,לשוא
734,vor::PRP,מול,מול
735,hinter::PRP,מאחורי,מאחורי
736,unter::PRP,מתחת,מתחת
737,durch::PRP,דרך,דרך
738,neben::PRP,ליד,ליד
739,neben::PRP,ליד,על-יד
740,neben::PRP,על-יד,ליד
741,neben::PRP,על-יד,על-יד
742,zwischen::PRP,בין,בין
743,wegen::PRP,בשל,בשל
744,wegen::PRP,בשל,בגלל
745,wegen::PRP,בגלל,בשל
746,wegen::PRP,בגלל,בגלל
747,dies::PRN,זה,זה
748,das::PRN,זה,זה
749,alles::PRN,הכל,הכל
750,ich::PRN,אני,אני
751,du::PRN,את,את
752,du::PRN,את,אתה
753,du::PRN,אתה,את
754,du::PRN,אתה,אתה
755,er::PRN,הוא,הוא
756,wir::PRN,אנחנו,אנחנו
757,ihr::PRN,לה,לה
758,sie::PRN,הם,הם
759,was::FPRN,מה,מה
760,wer::FPRN,מי,מי
761,wo::FADV,איפה,איפה
762,wohin::FADV,לאן,לאן
763,wie::FADV,איך,איך
764,warum::FADV,למה,למה
765,wieviel::FNUM,כמה,כמה
766,eins::NUM,אחד,אחד
767,zwei::NUM,שתים,שתים
768,drei::NUM,שלושה,שלושה
769,vier::NUM,ארבעה,ארבעה
770,fünf::NUM,חמשה,חמשה
771,sechs::NUM,ששה,ששה
772,sieben::NUM,שבעה,שבעה
773,acht::NUM,שמונה,שמונה
774,neun::NUM,תשעה,תשעה
775,zehn::NUM,עשרה,עשרה
776,elf::NUM,אחת עשרה,אחת עשרה
777,zwölf::NUM,שתים עשרה,שתים עשרה
778,zwanzig::NUM,עשרים,עשרים
779,dreißig::NUM,שלושים,שלושים
780,vierzig::NUM,ארבעים,ארבעים
781,fünfzig::NUM,חמשים,חמשים
782,sechzig::NUM,ששים,ששים
783,siebzig::NUM,שבעים,שבעים
784,achtzig::NUM,שמונים,שמונים
785,neunzig::NUM,תשעים,תשעים
786,hundert::NUM,מאה,מאה
787,tausend::NUM,אלף,אלף
788,und::CNJ,ו,ו
789,oder::CNJ,או,או
790,stehen::V,עמד,עמד
791,sitzen::V,ישב,ישב
792,liegen::V,שכב,שכב
793,hängen::V,היה תלוי,היה תלוי
