,Concept_ID,cy,hy
425,Tasche::N,cod,պայուսակ
426,Eimer::N,bwced,դույլ
427,Eimer::N,cunnog,դույլ
428,Deckel::N,caead,կափարիչ
429,Geschirr::N,llestri,ամանեղեն
430,Sack::N,sach,պարկ
431,Sack::N,sach,տոպրակ
432,Tasse::N,cwpan,թաս
433,Tasse::N,cwpan,գավաթ
434,Topf::N,pot,անոթ
435,Topf::N,crochan,անոթ
436,Kessel::N,tegell,կաթսա
437,Essen::N,pryd o fwyd,կերակուր
438,Nahrung::N,bwyd,ուտելիք
439,Speise::N,saig,խորտիկ
440,Speise::N,saig,կերակուր
441,Fleisch::N,cig,միս
442,Getreide::N,ŷd,հացահատիկ
443,Getreide::N,llafur,հացահատիկ
444,Brei::N,uwd,լանդակ
445,Brot::N,bara,հաց
446,Scheibe::N,tafell,կտոր
447,Scheibe::N,tafell,պատառ
448,Fett::N,saim,ճարպ
449,Fett::N,braster,ճարպ
450,Butter::N,ymenyn,կարագ
451,Öl::N,olew,ձեթ
452,Salz::N,halen,աղ
453,Suppe::N,cawl,սուպ
454,Suppe::N,cawl,ապուր
455,Honig::N,mêl,մեղր
456,Milch::N,llaeth,կաթ
457,Milch::N,llefrith,կաթ
458,Tee::N,te,թեյ
459,Leder::N,lledr,կաշի
460,Wolle::N,gwlân,բուրդ
461,Stoff::N,lliain,գործվածք
462,Stoff::N,brethyn,գործվածք
463,Nadel::N,nodwydd,ասեղ
464,Faden::N,edau,թել
465,Faden::N,edefyn,թել
466,Knopf::N,botwm,կոճակ
467,Knoten::N,cwlwm,հանգույց
468,Farbe::N,paent,ներկ
469,Kleidung::N,dillad,հագուստ
470,Kleidung::N,gwisgoedd,հագուստ
471,Hemd::N,crys,վերնաշապիկ
472,Kragen::N,coler,օձիք
473,Ärmel::N,llawes,թեւք
474,Hose::N,trowsus,շալվար
475,Gürtel::N,gwregys,գոտի
476,Mütze::N,cap,կեպի
477,Schuh::N,esgid,կոշիկ
478,Stiefel::N,botasen,երկարաճիթ կոշիկ
479,Ring::N,modrwy,զնգալ
480,Band::N,rhuban,ժապավեն
481,Kamm::N,crib,սանր
482,Spiegel::N,drych,հայելի
483,Riemen::N,strap,փոկ
484,Schnur::N,llinyn,լար
485,Leine::N,tennyn,փոկ
486,Decke::N,blanced,վերմակ
487,Decke::N,gwrthban,վերմակ
488,Kissen::N,clustog,բարձ
489,Kissen::N,gobennydd,բարձ
490,Tuch::N,sgarff,թաշկինակ
491,Handtuch::N,tywel,սրբիչ
492,Handtuch::N,lliain sychu,սրբիչ
493,Kraft::N,grym,ուժ
494,Stärke::N,nerth,պնդություն
495,Stärke::N,nerth,ամրություն
496,Stärke::N,cryfder,պնդություն
497,Stärke::N,cryfder,ամրություն
498,Gesundheit::N,iechyd,առողջություն
499,Krankheit::N,afiechyd,ախտ
500,Krankheit::N,afiechyd,հիվանդություն
501,Krankheit::N,anhwylder,ախտ
502,Krankheit::N,anhwylder,հիվանդություն
503,Schmerz::N,poen,ցավ
504,Schmerz::N,poen,տանջանք
505,Schmerz::N,gwayw,ցավ
506,Schmerz::N,gwayw,տանջանք
507,Wunde::N,clwyf,վերք
508,Fieber::N,twymyn,տենդ
509,Arznei::N,meddyginiaeth,դեղ
510,Brücke::N,pont,կամուրջ
511,Brunnen::N,ffynnon,հոր
512,Brunnen::N,ffynnon,ջրհոր
513,Weide::N,porfa,արոտավայր
514,Pfad::N,llwybr,արահետ
515,Weg::N,ffordd,ուղի
516,Straße::N,heol,ճանապարհ
517,Straße::N,ffordd,ճանապարհ
518,Dorf::N,pentref,գյուղ
519,Stadt::N,tref,քաղաք
520,Brief::N,llythyr,նամակ
521,Buch::N,llyfr,գիրք
522,Buchstabe::N,llythyren,տառ
523,Buchstabe::N,llythyren,գիր
524,Zeitung::N,papur newydd,լրագիր
525,Leben::N,bywyd,կյանք
526,Tod::N,marwolaeth,մահ
527,Grab::N,bedd,գերեզման
528,Kirche::N,eglwys,եկեղեցի
529,Sünde::N,pechod,մեղք
530,Gott::N,duw,աստված
531,Arbeiter::N,gweithiwr,բանվոր
532,Arbeiter::N,gweithiwr,աշխատող
533,Chef::N,pennaeth,տեր
534,Meister::N,meistr,վարպետ
535,Arzt::N,meddyg,բժիշկ
536,Lehrer::N,athro,ուսուցիչ
537,Geld::N,pres,փող
538,Geld::N,arian,փող
539,Geschäft::N,busnes,գործ
540,Geschäft::N,busnes,աշխատանք
541,Laden::N,siop,կրպակ
542,Laden::N,siop,խանութ
543,Preis::N,pris,գին
544,Ware::N,nwydd,ապրանք
545,Nutzen::N,elw,օգուտ
546,Nutzen::N,budd,օգուտ
547,Reichtum::N,cyfoeth,հարստություն
548,Welt::N,byd,աշխարհ
549,Land::N,gwlad,երկիր
550,Staat::N,gwladwriaeth,պետություն
551,König::N,brenin,արքա
552,König::N,brenin,թագավոր
553,Macht::N,grym,իշխանություն
554,Macht::N,awdurdod,իշխանություն
555,Grenze::N,ffin,սահման
556,Grenze::N,goror,սահման
557,Krieg::N,rhyfel,պատերազմ
558,Feind::N,gelyn,թշնամի
559,Gewalt::N,ffyrnigrwydd,բռնություն
560,Gewalt::N,ffyrnigrwydd,սաստկություն
561,Kampf::N,brwydr,մարտ
562,Bogen[Waffe]::N,bwa,աղեղ
563,Pfeil::N,saeth,նետ
564,Gewehr::N,dryll,հրացան
565,Fehler::N,gwall,սխալ
566,Fehler::N,camgymeriad,սխալ
567,Lüge::N,celwydd,սուտ
568,Lüge::N,anwiredd,սուտ
569,Schaden::N,niwed,վնաս
570,Schaden::N,difrod,վնաս
571,Unglück::N,anffawd,դժբախտություն
572,Schuld::N,bai,պակասություն
573,Alter::N,oed,հասակ
574,Schluss::N,diwedd,վերջ
575,Schluss::N,diwedd,վախճան
576,Zeit::N,amser,ժամանակ
577,Tag::N,dydd,օր
578,Tag::N,diwrnod,օր
579,Morgen::N,bore,առավոտ
580,Mittag::N,nawn,կեսօր
581,Abend::N,noswaith,երեկո
582,Nacht::N,nos,գիշեր
583,Woche::N,wythnos,շաբաթ
584,Monat::N,mis,ամիս
585,Jahr::N,blwyddyn,տարի
586,Frühling::N,gwanwyn,գարուն
587,Sommer::N,haf,ամառ
588,Herbst::N,hydref,աշուն
589,Winter::N,gaeaf,ձմեռ
590,Januar::N,Ionawr,հունվար
591,Februar::N,Chwefror,փետրվար
592,März::N,Mawrth,մարտ
593,April::N,Ebrill,ապրիլ
594,Mai::N,Mai,մայիս
595,Juni::N,Mehefin,հունիս
596,Juli::N,Gorffennaf,հուլիս
597,August::N,Awst,օգոստոս
598,September::N,Medi,սեպտեմբեր
599,Oktober::N,Hydref,հոկտեմբեր
600,November::N,Tachwedd,նոյեմբեր
601,Dezember::N,Rhagfyr,դեկտեմբեր
602,Montag::N,dydd Llun,երկուշաբթի
603,Dienstag::N,dydd Mawrth,երեքշաբթի
604,Mittwoch::N,dydd Mercher,չորեքշաբթի
605,Donnerstag::N,dydd Iau,հինգշաբթի
606,Freitag::N,dydd Gwener,ուրբաթ
607,Samstag::N,dydd Sadwrn,շաբաթ
608,Sonntag::N,dydd Sul,կիրակի
609,groß::A,mawr,մեծ
610,groß::A,mawr,խոշոր
611,klein::A,bach,պստիկ
612,klein::A,bach,փոքրիկ
613,lang::A,hir,երկար
614,kurz::A,byr,կարճ
615,kurz::A,cwta,կարճ
616,breit::A,llydan,լայն
617,schmal::A,cul,նեղ
618,dicht::A,dwys,խիտ
619,dick[Gegenstand]::A,trwchus,հաստ
620,dünn::A,tenau,բարակ
621,fein::A,main,նուրբ
622,fest::A,cadarn,ամուր
623,fest::A,cadarn,պինդ
624,flach::A,gwastad,տափակ
625,glatt::A,llyfn,հարթ
626,hart::A,caled,կարծր
627,weich::A,meddal,մեղմ
628,weich::A,meddal,փափուկ
629,rund::A,crwn,կլոր
630,spitz::A,pigfain,սրածայր
631,scharf::A,miniog,սուր
632,stumpf::A,pŵl,գուլ
633,schwer::A,trwm,ծանր
634,schön::A,teg,սիրուն
635,schön::A,teg,գեղեցիկ
636,schön::A,hardd,սիրուն
637,schön::A,hardd,գեղեցիկ
638,schön::A,prydferth,սիրուն
639,schön::A,prydferth,գեղեցիկ
640,heiß::A,poeth,թեժ
641,warm::A,twym,տաք
642,warm::A,twym,ջերմ
643,warm::A,cynnes,տաք
644,warm::A,cynnes,ջերմ
645,kalt::A,oer,ցուրտ
646,kühl::A,oeraidd,զով
647,frisch::A,iach,թարմ
648,feucht::A,llaith,ղոնավ
649,nass::A,gwlyb,թաց
650,trocken::A,sych,ցամաք
651,voll::A,llawn,լի
652,voll::A,llawn,լիքը
653,leer::A,gwag,դատարկ
654,offen::A,agored,բաց
655,geschlossen::A,caead,գոց
656,geschlossen::A,caeëdig,գոց
657,sauber::A,glân,մաքուր
658,schmutzig::A,budr,կեղտոտ
659,schmutzig::A,brwnt,կեղտոտ
660,roh::A,amrwd,հում
661,reif::A,aeddfed,հասած
662,reif::A,aeddfed,հասուն
663,lecker::A,blasus,համեղ
664,lecker::A,danteithiol,համեղ
665,süß::A,melys,անուշ
666,bitter::A,chwerw,կծու
667,sauer::A,sur,թթու
668,sauer::A,sur,թթված
669,hell::A,disglair,պայծառ
670,hell::A,disglair,խելամիտ
671,dunkel::A,tywyll,մութ
672,schwarz::A,du,սեւ
673,weiß::A,gwyn,սպիտակ
674,rot::A,coch,կարմիր
675,gelb::A,melyn,դեղին
676,blau::A,glas,կապույտ
677,grün::A,gwyrdd,կանաչ
678,grau::A,llwyd,գորշ
679,bunt::A,lliwgar,գոյնզգոյն
680,billig::A,rhad,էժան
681,teuer::A,drud,թանկ
682,wertvoll::A,gwerthfawr,թանկարժեք
683,blind::A,dall,կույր
684,taub::A,byddar,խուլ
685,kräftig::A,nerthol,հզոր
686,kräftig::A,grymus,հզոր
687,stark::A,cryf,ուժեղ
688,stark::A,cadarn,ուժեղ
689,schwach::A,gwan,տկար
690,schwach::A,gwan,թույլ
691,fett::A,tew,գեր
692,schlank::A,main,նիհար
693,hübsch::A,tlws,գրավիչ
694,hübsch::A,tlws,սիրունիկ
695,böse::A,drwg,չար
696,dumm::A,twp,հիմար
697,faul::A,diog,ծույլ
698,fleißig::A,dyfal,ջանասեր
699,fleißig::A,dyfal,փութաջան
700,geizig::A,crintach,ագահ
701,geizig::A,crintach,կծծի
702,geizig::A,cybyddlyd,ագահ
703,geizig::A,cybyddlyd,կծծի
704,klug::A,deallus,խելոք
705,klug::A,deallus,ընդունակ
706,geschickt::A,medrus,ճարտար
707,geschickt::A,deheuig,ճարտար
708,lieb::A,hoff,սիրելի
709,lieb::A,annwyl,սիրելի
710,lustig::A,llon,զվարթ
711,sanft::A,mwyn,հեզ
712,hungrig::A,newynog,քաղցած
713,krank::A,sâl,հիվանդ
714,krank::A,gwael,հիվանդ
715,nackt::A,noeth,մերկ
716,traurig::A,trist,տխուր
717,lebendig::A,yn fyw,կենդանի
718,gut::A,da,լավ
719,schlecht::A,drwg,վատ
720,schlecht::A,gwael,վատ
721,richtig::A,cywir,ձիշտ
722,schlimm::A,enbyd,լղրճուկ
723,wahr::A,gwir,ճիշտ
724,wahr::A,gwir,իրական
725,alt::A,hen,հին
726,neu::A,newydd,նոր
727,ehemalig::A,blaenorol,նախկին
728,alt[Lebewesen]::A,oedrannus,ծեր
729,alt[Lebewesen]::A,oedrannus,պառավ
730,jung::A,ifanc,մատաղ
731,arm::A,tlawd,աղքատ
732,reich::A,cyfoethog,հարուստ
733,bekannt::A,cynefin,ծանոթ
734,bekannt::A,cyfarwydd,ծանոթ
735,berühmt::A,enwog,հայտնի
736,berühmt::A,enwog,հռչակավոր
737,fremd::A,estron,օտար
738,verschieden::A,gwahanol,տարբեր
739,nah::A,agos,մոտ
740,nah::A,agos,մերձ
741,fern::A,pell,հեռավոր
742,linker::A,aswy,ձախ
743,linker::A,chwith,ձախ
744,rechter::A,de,աջ
745,rechter::A,deau,աջ
746,anderer::A,arall,այլ
747,anderer::A,arall,ուրիշ
