,Concept_ID,da,cs
92,Tropfen::N,dråbe,kapka
93,Schaum::N,skum,pěna
94,Schmutz::N,snavs,špína
95,See::N,sø,jezero
96,Sumpf::N,sump,močál
97,Sumpf::N,sump,bažina
98,Moor::N,mose,bažina
99,Moor::N,mose,slatina
100,Wiese::N,eng,louka
101,Wald::N,skov,les
102,Hügel::N,høj,kopec
103,Hügel::N,bakke,kopec
104,Anhöhe::N,høj,pahorek
105,Anhöhe::N,bakke,pahorek
106,Berg::N,bjerg,hora
107,Gipfel::N,top,vrchol
108,Höhle::N,hule,jeskyně
109,Abhang::N,skrænt,svah
110,Abhang::N,skrænt,stráň
111,Abhang::N,skråning,svah
112,Abhang::N,skråning,stráň
113,Quelle::N,kilde,pramen
114,Bach::N,bæk,potok
115,Fluss::N,flod,řeka
116,Ufer::N,bred,břeh
117,Küste::N,kyst,pobřeží
118,Festland::N,fastland,souš
119,Festland::N,fastland,pevnina
120,Meer::N,hav,moře
121,Bucht::N,bugt,záliv
122,Bucht::N,bugt,zátoka
123,Insel::N,ø,ostrov
124,Blume::N,blomst,květina
125,Gras::N,græs,tráva
126,Wurzel::N,rod,kořen
127,Baum::N,træ,strom
128,Stamm::N,stamme,kmen
129,Rinde::N,bark,kůra
130,Ast::N,gren,větev
131,Zweig::N,kvist,větev
132,Blatt::N,blad,lupen
133,Birke::N,birk,bříza
134,Kiefer[Baum]::N,fyrretræ,sosna
135,Kiefer[Baum]::N,fyrretræ,borovice
136,Weide[Baum]::N,piletræ,vrba
137,Tanne::N,gran,jedle
138,Horn::N,horn,roh
139,Feder::N,fjer,pero
140,Fell::N,skind,srst
141,Flügel::N,vinge,křídlo
142,Klaue::N,klov,dráp
143,Klaue::N,klov,pazneht
144,Kralle::N,klo,dráp
145,Schwanz::N,hale,ocas
146,Ei::N,æg,vejce
147,Nest::N,rede,hnízdo
148,Bau::N,bo,nora
149,Tier::N,dyr,zvíře
150,Herde::N,flok,stádo
151,Kuh::N,ko,kráva
152,Bulle::N,tyr,býk
153,Pferd::N,hest,kůň
154,Schaf::N,får,ovce
155,Schwein::N,gris,vepř
156,Schwein::N,gris,prase
157,Hund::N,hund,pes
158,Katze::N,kat,kočka
159,Bär::N,bjørn,medvěd
160,Eichhörnchen::N,egern,veverka
161,Elch::N,elg,los
162,Fuchs::N,ræv,liška
163,Hase::N,hare,zajíc
164,Maus::N,mus,myš
165,Wolf::N,ulv,vlk
166,Vogel::N,fugl,pták
167,Schwarm::N,sværm,roj
168,Schwarm::N,sværm,hejno
169,Huhn::N,høne,kuře
170,Huhn::N,høne,slepice
171,Hahn::N,hane,kohout
172,Gans::N,gås,husa
173,Adler::N,ørn,orel
174,Ente::N,and,kachna
175,Eule::N,ugle,sova
176,Kranich::N,trane,jeřáb
177,Krähe::N,krage,vrána
178,Kuckuck::N,gøg,kukačka
179,Schwan::N,svane,labuť
180,Fisch::N,fisk,ryba
181,Barsch::N,aborre,okoun
182,Hecht::N,gedde,štika
183,Schlange[Tier]::N,slange,had
184,Wurm::N,orm,červ
185,Spinne::N,edderkop,pavouk
186,Ameise::N,myre,mravenec
187,Laus::N,lus,veš
188,Mücke::N,myg,komár
189,Fliege::N,flue,moucha
190,Schmetterling::N,sommerfugl,motýl
191,Beere::N,bær,bobule
192,Apfel::N,æble,jablko
193,Pilz::N,svamp,houba
194,Zwiebel::N,løg,cibule
195,Saat::N,sæd,osivo
196,Korn::N,korn,zrno
197,Heu::N,hø,seno
198,Schale::N,skræl,slupka
199,Schale::N,skræl,skořápka
200,Grube::N,grav,jáma
201,Falle::N,fælde,past
202,Falle::N,fælde,léčka
203,Schlinge::N,snare,smyčka
204,Spur::N,spor,stopa
205,Asche::N,aske,popel
206,Dreck::N,snavs,špína
207,Eisen::N,jern,železo
208,Gold::N,guld,zlato
209,Silber::N,sølv,stříbro
210,Kohle::N,kul,uhlí
211,Glas::N,glas,sklo
212,Lehm::N,ler,jíl
213,Lehm::N,ler,hlína
214,Sand::N,sand,písek
215,Mensch::N,mennesge,člověk
216,Mann::N,mand,muž
217,Frau::N,kvinde,žena
218,Kind::N,barn,dítě
219,Junge::N,dreng,hoch
220,Junge::N,dreng,chlapec
221,Mädchen::N,pige,děvče
222,Familie::N,familie,rodina
223,Großvater::N,bedstefar,děd
224,Großvater::N,bedstefar,dědeček
225,Großmutter::N,bedstemor,babička
226,Eltern::N,forældre,rodiče
227,Vater::N,far,otec
228,Mutter::N,mor,matka
229,Sohn::N,søn,syn
230,Tochter::N,datter,dcera
231,Bruder::N,bror,bratr
232,Schwester::N,søster,sestra
233,Onkel::N,onkel,strýc
234,Tante::N,tante,teta
235,Ehemann::N,ægtemand,choť
236,Ehemann::N,ægtemand,manžel
237,Ehefrau::N,hustru,choť
238,Ehefrau::N,hustru,manželka
239,Freude::N,glæde,radost
240,Gelächter::N,latter,smích
241,Glück::N,lykke,štěstí
242,Kummer::N,sorg,žal
243,Kummer::N,sorg,trápení
244,Wunsch::N,ønske,přání
245,Lust::N,lyst,chuť
246,Geist::N,ånd,duch
247,Gedanke::N,tanke,myšlenka
248,Gedächtnis::N,hukommelse,paměť
249,Verstand::N,forstand,rozum
250,Sinn::N,mening,smysl
251,Sinn::N,betydning,smysl
252,Grund::N,grund,důvod
253,Wahrheit::N,sandhed,pravda
254,Gespräch::N,samtale,rozhovor
255,Märchen::N,eventyr,pohádka
256,Erzählung::N,fortælling,povídka
257,Nachricht::N,efterretning,zpráva
258,Neuigkeit::N,nyhed,novina
259,Neuigkeit::N,nyhed,novinka
260,Name::N,navn,jméno
261,Rätsel::N,gåde,hádanka
262,Rede::N,tale,řeč
263,Rede::N,tale,proslov
264,Sprache::N,sprog,řeč
265,Sprache::N,sprog,jazyk
266,Stimme::N,stemme,hlas
267,Wort::N,ord,slovo
268,Zeichen::N,tegn,znamení
269,Ruf::N,råb,zavolání
270,Lärm::N,larm,hluk
271,Laut::N,lyd,zvuk
272,Ton::N,tone,tón
273,Lied::N,sang,píseň
274,Ruhe::N,ro,klid
275,Ruhe::N,ro,pokoj
276,Ruhe::N,hvile,klid
277,Ruhe::N,hvile,pokoj
278,Leute::N,folk,lidé
279,Leute::N,mennesker,lidé
280,Volk::N,folk,národ
281,Arbeit::N,arbejde,práce
282,Gast::N,gæst,host
283,Geschenk::N,gave,dar
284,Spiel::N,leg,hra
285,Gesellschaft::N,selskab,společnost
286,Hilfe::N,hjælp,pomoc
287,Freund::N,ven,přítel
288,Kamerad::N,kammerat,kamarád
289,Angelegenheit::N,sag,záležitost
290,Angelegenheit::N,anliggende,záležitost
291,Anzahl::N,antal,počet
292,Art::N,art,druh
293,Stück::N,stykke,kus
294,Stück::N,stykke,kousek
295,Teil::N,del,díl
296,Teil::N,del,část
297,Hälfte::N,halvdel,půl
298,Kreis::N,cirkel,kruh
299,Kreuz::N,kors,kříž
300,Kreuz::N,kryds,kříž
301,Linie::N,linie,linka
302,Strich::N,streg,čára
303,Strich::N,streg,čárka
304,Abstand::N,afstand,vzdálenost
305,Entfernung::N,afstand,vzdálenost
306,Gegend::N,egn,krajina
307,Platz::N,plads,prostor
308,Ort::N,sted,místo
309,Seite::N,side,strana
310,Mitte::N,midte,střed
311,Mitte::N,midte,prostředek
312,Gegenstand::N,genstand,předmět
313,Sache::N,sag,věc
314,Rand::N,rand,kraj
315,Rand::N,rand,okraj
316,Kante::N,kant,hrana
317,Ecke::N,hjørne,roh
318,Spitze::N,spids,hrot
319,Spitze::N,spids,špička
320,Ende::N,ende,konec
321,Loch::N,hul,díra
322,Winkel::N,vinkel,kout
323,Muster::N,mønster,vzor
324,Größe::N,størrelse,velikost
325,Länge::N,længde,délka
326,Höhe::N,højde,výška
327,Gewicht::N,vægt,váha
328,Menge::N,mængde,množství
329,Haufen::N,bunke,kupa
330,Haufen::N,bunke,hromada
331,Reihe::N,række,řada
332,Reihe::N,række,řádek
333,Boot::N,båd,člun
334,Ruder::N,åre,veslo
335,Schlitten::N,kælk,sáně
336,Schlitten::N,slæde,sáně
337,Ski::N,ski,lyže
338,Lagerfeuer::N,lejrbål,táborák
339,Last::N,last,náklad
340,Last::N,last,břemeno
341,Last::N,byrde,náklad
342,Last::N,byrde,břemeno
343,Gang::N,gang,chůze
344,Gang::N,gang,chodba
345,Schritt::N,skridt,krok
346,Norden::N,nord,sever
347,Süden::N,syd,jih
348,Westen::N,vest,západ
349,Osten::N,øst,východ
350,Holz::N,træ,dřevo
351,Brett::N,bræt,prkno
352,Platte::N,plade,deska
353,Stütze::N,støtte,opěra
354,Stange::N,stang,tyč
355,Stange::N,stang,tyčka
356,Stock::N,stok,hůlka
357,Stab::N,stav,hůl
358,Rohr::N,rør,trubka
359,Haus::N,hus,dům
360,Heim::N,hjem,domov
361,Ofen::N,ovn,kamna
362,Fußboden::N,gulv,podlaha
363,Tisch::N,bord,stůl
364,Stuhl::N,stol,židle
365,Wiege::N,vugge,kolébka
366,Bett::N,seng,postel
367,Regal::N,reol,regál
368,Regal::N,reol,police
369,Kiste::N,kasse,bedna
370,Fenster::N,vindue,okno
371,Tür::N,dør,dveře
372,Tor::N,port,vrata
373,Zaun::N,stakit,plot
374,Dach::N,tag,střecha
375,Leiter::N,stige,žebřík
376,Besen::N,kost,koště
377,Besen::N,kost,smeták
378,Spaten::N,spade,rýč
379,Schaufel::N,skovl,lopata
380,Gabel::N,gaffel,vidlička
381,Löffel::N,ske,lžíce
382,Messer::N,kniv,nůž
383,Nagel::N,søm,hřebík
384,Netz::N,net,síť
385,Haken::N,krog,hák
386,Griff::N,tag,držadlo
387,Griff::N,håndtag,držadlo
388,Schloss::N,lås,zámek
389,Bild::N,billede,obraz
390,Figur::N,figur,figura
391,Puppe::N,dukke,panenka
392,Beutel::N,pose,pytlík
393,Bündel::N,bylt,svazek
394,Bündel::N,bundt,svazek
395,Tasche::N,taske,taška
396,Tasche::N,taske,brašna
397,Eimer::N,spand,kýbl
398,Eimer::N,spand,vědro
399,Deckel::N,låg,víko
400,Deckel::N,låg,příklop
401,Geschirr::N,husgeråd,nádobí
402,Sack::N,sæk,pytel
403,Tasse::N,kop,šálek
404,Topf::N,gryde,hrnec
405,Kessel::N,kedel,kotel
406,Essen::N,måltid,jídlo
407,Nahrung::N,mad,strava
408,Nahrung::N,mad,potrava
409,Nahrung::N,næring,strava
410,Nahrung::N,næring,potrava
411,Speise::N,ret,jídlo
412,Fleisch::N,kød,maso
413,Getreide::N,korn,obilí
414,Brei::N,grød,kaše
415,Brot::N,brød,chléb
416,Scheibe::N,skive,krajíc
417,Fett::N,fedt,tuk
418,Fett::N,fedt,omastek
419,Butter::N,smør,máslo
420,Öl::N,olie,olej
421,Salz::N,salt,sůl
422,Suppe::N,suppe,polévka
423,Honig::N,honning,med
424,Milch::N,mælk,mléko
425,Tee::N,te,čaj
426,Leder::N,skind,kůže
427,Wolle::N,uld,vlna
428,Stoff::N,stof,látka
429,Nadel::N,nål,jehla
430,Faden::N,tråd,nit
431,Knopf::N,knap,knoflík
432,Knoten::N,knude,uzel
433,Farbe::N,farve,barva
434,Kleidung::N,påklædning,šaty
435,Kleidung::N,påklædning,šatstvo
436,Hemd::N,skjorte,košile
437,Kragen::N,krave,límec
438,Ärmel::N,ærme,rukáv
439,Hose::N,bukser,kalhoty
440,Gürtel::N,bælte,pás
441,Gürtel::N,bælte,opasek
442,Mütze::N,hue,čepice
443,Schuh::N,sko,bota
444,Stiefel::N,støvle,holínka
445,Ring::N,ring,prsten
446,Band::N,bånd,pásek
447,Kamm::N,kam,hřeben
448,Spiegel::N,spejl,zrcadlo
449,Riemen::N,rem,řemen
450,Schnur::N,snor,šňůra
451,Leine::N,snor,vodítko
452,Decke::N,tæppe,pokrývka
453,Decke::N,tæppe,přikrývka
454,Kissen::N,pude,polštář
455,Tuch::N,sjaltørklæde,šátek
456,Handtuch::N,håndklæde,ručník
457,Kraft::N,kraft,síla
458,Stärke::N,styrke,síla
459,Gesundheit::N,sundhed,zdraví
460,Krankheit::N,sygdom,nemoc
461,Krankheit::N,sygdom,choroba
462,Schmerz::N,smerte,bolest
463,Wunde::N,sår,rána
464,Fieber::N,feber,horečka
465,Arznei::N,medicin,lék
466,Arznei::N,lægemiddel,lék
467,Brücke::N,bro,most
468,Brunnen::N,brønd,studna
469,Weide::N,græsgang,pastva
470,Weide::N,græsgang,pastvina
471,Pfad::N,sti,pěšina
472,Weg::N,vej,cesta
473,Straße::N,gade,silnice
474,Dorf::N,landsby,vesnice
475,Stadt::N,by,město
476,Brief::N,brev,dopis
477,Buch::N,bog,kniha
478,Buchstabe::N,bogstav,písmeno
479,Zeitung::N,avis,noviny
480,Leben::N,liv,život
481,Tod::N,død,smrt
482,Grab::N,grav,hrob
483,Kirche::N,kirke,kostel
484,Sünde::N,synd,hřích
485,Gott::N,gud,bůh
486,Arbeiter::N,arbejder,dělník
487,Arbeiter::N,arbejder,pracovník
488,Chef::N,chef,šéf
489,Chef::N,chef,vedoucí
490,Meister::N,mester,mistr
491,Arzt::N,læge,lékař
492,Lehrer::N,lærer,učitel
493,Geld::N,penge,peníze
494,Geschäft::N,forretning,obchod
495,Laden::N,butik,krám
496,Laden::N,forretning,krám
497,Preis::N,pris,cena
498,Ware::N,vare,zboží
499,Nutzen::N,nytte,užitek
500,Reichtum::N,rigdom,bohatství
501,Welt::N,verden,svět
502,Land::N,land,země
503,Staat::N,stat,stát
504,König::N,konge,král
505,Macht::N,magt,moc
506,Macht::N,magt,mocnost
507,Grenze::N,grænse,hranice
508,Krieg::N,krig,válka
509,Feind::N,fjende,nepřítel
510,Gewalt::N,vold,násilí
511,Kampf::N,kamp,boj
512,Bogen[Waffe]::N,bue,luk
513,Pfeil::N,pil,šíp
514,Gewehr::N,gevær,puška
515,Gewehr::N,gevær,ručnice
516,Fehler::N,fejl,chyba
517,Lüge::N,løgn,lež
518,Schaden::N,skade,škoda
519,Unglück::N,uheld,neštěstí
520,Unglück::N,ulykke,neštěstí
521,Schuld::N,skyld,vina
522,Alter::N,alder,věk
523,Schluss::N,slut,konec
524,Schluss::N,slutning,konec
525,Zeit::N,tid,čas
526,Tag::N,dag,den
527,Morgen::N,morgen,ráno
528,Morgen::N,morgen,jitro
529,Mittag::N,middag,poledne
530,Abend::N,aften,večer
531,Nacht::N,nat,noc
532,Woche::N,uge,týden
533,Monat::N,måned,měsíc
534,Jahr::N,år,rok
535,Frühling::N,forår,jaro
536,Sommer::N,sommer,léto
537,Herbst::N,efterår,podzim
538,Winter::N,vinter,zima
539,Januar::N,januar,leden
540,Februar::N,februar,únor
541,März::N,marts,březen
542,April::N,april,duben
543,Mai::N,maj,květen
544,Juni::N,juni,červen
545,Juli::N,juli,červenec
546,August::N,august,srpen
547,September::N,september,září
548,Oktober::N,oktober,říjen
549,November::N,november,listopad
550,Dezember::N,december,prosinec
551,Montag::N,mandag,pondělí
552,Montag::N,mandag,pondělek
553,Dienstag::N,tirsdag,úterý
554,Mittwoch::N,onsdag,středa
555,Donnerstag::N,torsdag,čtvrtek
556,Freitag::N,fredag,pátek
557,Samstag::N,lørdag,sobota
558,Sonntag::N,søndag,neděle
559,groß::A,stor,velký
560,klein::A,lille,malý
561,lang::A,lang,dlouhý
562,kurz::A,kort,krátký
563,breit::A,bred,široký
564,schmal::A,smal,úzký
565,dicht::A,tæt,hustý
566,dick[Gegenstand]::A,tyk,tlustý
567,dünn::A,tynd,tenký
568,fein::A,fin,jemný
569,fest::A,fast,pevný
570,flach::A,flad,plochý
571,flach::A,flad,placatý
572,glatt::A,glat,hladký
573,hart::A,hård,tvrdý
574,weich::A,blød,měkký
575,rund::A,rund,kulatý
576,rund::A,rund,okrouhlý
577,spitz::A,spids,špičatý
578,scharf::A,skarp,ostrý
579,stumpf::A,sløv,tupý
580,stumpf::A,stump,tupý
581,schwer::A,tung,těžký
582,schön::A,skøn,pěkný
583,schön::A,skøn,krásný
584,heiß::A,hed,horký
585,warm::A,varm,teplý
586,kalt::A,kold,studený
587,kühl::A,kølig,chladný
588,frisch::A,frisk,svěží
589,feucht::A,fugtig,vlhký
590,nass::A,våd,mokrý
591,trocken::A,tør,suchý
592,voll::A,fuld,plný
593,leer::A,tom,prázdný
594,offen::A,åben,otevřený
595,geschlossen::A,lukket,zavřený
596,sauber::A,ren,čistý
597,schmutzig::A,snavset,špinavý
598,roh::A,rå,syrový
599,reif::A,moden,zralý
600,lecker::A,lækker,chutný
601,süß::A,sød,sladký
602,bitter::A,bitter,hořký
603,sauer::A,sur,kyselý
604,hell::A,lys,světlý
605,dunkel::A,mørk,temný
606,schwarz::A,sort,černý
607,weiß::A,hvid,bílý
608,rot::A,rød,rudý
609,rot::A,rød,červený
610,gelb::A,gul,žlutý
611,blau::A,blå,modrý
612,grün::A,grøn,zelený
613,grau::A,grå,šedý
614,grau::A,grå,šedivý
615,bunt::A,broget,pestrý
616,billig::A,billig,levný
617,billig::A,billig,laciný
618,teuer::A,dyr,drahý
619,wertvoll::A,værdifuld,cenný
620,blind::A,blind,slepý
621,taub::A,døv,hluchý
622,kräftig::A,kraftig,silný
623,stark::A,stærk,silný
624,schwach::A,svag,slabý
625,fett::A,fed,tučný
626,fett::A,fed,tlustý
627,schlank::A,slank,štíhlý
628,hübsch::A,køn,hezký
629,böse::A,ond,zlý
630,böse::A,slem,zlý
631,dumm::A,dum,hloupý
632,faul::A,doven,líný
633,fleißig::A,flittig,pilný
634,geizig::A,gerrig,lakomý
635,klug::A,klog,chytrý
636,geschickt::A,dygtig,šikovný
637,geschickt::A,behændig,šikovný
638,lieb::A,rar,milý
639,lustig::A,lystig,veselý
640,sanft::A,blid,mírný
641,hungrig::A,sulten,hladový
642,krank::A,syg,nemocný
643,nackt::A,nøgen,nahý
644,traurig::A,bedrøvet,smutný
645,traurig::A,bedrøvet,truchlivý
646,lebendig::A,levende,živý
647,gut::A,god,dobrý
648,schlecht::A,dårlig,špatný
649,richtig::A,rigtig,pravý
650,richtig::A,rigtig,správný
651,schlimm::A,slem,zlý
652,wahr::A,sand,pravdivý
653,alt::A,gammel,starý
654,neu::A,ny,nový
655,ehemalig::A,forhenværende,bývalý
656,alt[Lebewesen]::A,gammel,starý
657,jung::A,ung,mladý
658,arm::A,fattig,chudý
659,reich::A,rig,bohatý
660,bekannt::A,kendt,známý
661,berühmt::A,berømt,slavný
662,fremd::A,fremmed,cizí
663,verschieden::A,forskellig,různý
664,verschieden::A,forskellig,rozličný
665,nah::A,nær,blízký
666,fern::A,fjern,daleký
667,linker::A,venstre,levý
668,rechter::A,højre,pravý
669,anderer::A,anden,jiný
670,erster::A,første,první
671,zweiter::A,anden,druhý
672,dritter::A,tredje,třetí
673,letzter::A,sidste,poslední
674,allein::ADV,alene,sám
675,auf einmal::ADV,på én gang,najednou
676,zusammen::ADV,sammen,spolu
677,zusammen::ADV,sammen,dohromady
678,lange::ADV,længe,dlouho
679,plötzlich::ADV,pludselig,vtom
680,plötzlich::ADV,pludselig,náhle
681,sofort::ADV,straks,hned
682,sofort::ADV,straks,ihned
683,später::ADV,senere,později
684,jetzt::ADV,nu,teď
685,jetzt::ADV,nu,nyní
686,heute::ADV,i dag,dnes
687,heute::ADV,i dag,dneska
688,morgen::ADV,i morgen,zítra
689,bald::ADV,snart,brzo
690,dann::ADV,så,pak
691,dann::ADV,så,potom
692,gestern::ADV,i går,včera
693,einst::ADV,engang,kdysi
694,damals::ADV,dengang,tehdy
695,damals::ADV,dengang,tenkrát
696,danach::ADV,derefter,podle toho
697,vorher::ADV,før,dříve
698,vorher::ADV,før,napřed
699,vorher::ADV,forud,dříve
700,vorher::ADV,forud,napřed
701,zuerst::ADV,først,nejprve
702,zuerst::ADV,først,nejdříve
703,einmal::ADV,en gang,jednou
704,manchmal::ADV,sommetider,někdy
705,oft::ADV,ofte,často
706,immer::ADV,altid,vždy
707,immer::ADV,altid,stále
708,niemals::ADV,aldrig,nikdy
709,hier::ADV,her,zde
710,hier::ADV,her,tady
711,hierhin::ADV,hid,sem
712,hierhin::ADV,herhen,sem
713,von hier::ADV,herfra,odtud
714,dort::ADV,der,tam
715,dorthin::ADV,derhen,tam
716,geradeaus::ADV,lige ud,rovně
717,vorwärts::ADV,fremad,kupředu
718,rückwärts::ADV,baglæns,zpět
719,zurück::ADV,tilbage,zpět
720,zurück::ADV,tilbage,nazpět
721,unten::ADV,nede,dole
722,unten::ADV,forneden,dole
723,hinab::ADV,ned,dolů
724,hinab::ADV,nedad,dolů
725,oben::ADV,oppe,nahoře
726,oben::ADV,oppe,navrchu
727,oben::ADV,ovenpå,nahoře
728,oben::ADV,ovenpå,navrchu
729,hinauf::ADV,op,nahoru
730,hinauf::ADV,opad,nahoru
731,überall::ADV,overalt,všude
732,nicht::ADV,ikke,ne
733,ein wenig::ADV,lidt,trochu
734,kaum::ADV,knap,sotva
735,kaum::ADV,næppe,sotva
736,sehr::ADV,meget,velmi
737,sehr::ADV,meget,velice
738,so::ADV,så,tak
739,so::ADV,så,takto
740,noch::ADV,endnu,ještě
741,nur::ADV,kun,jen
742,nur::ADV,kun,jenom
743,nur::ADV,bare,jen
744,nur::ADV,bare,jenom
745,schon::ADV,alt,už
746,schon::ADV,alt,již
747,schon::ADV,allerede,už
748,schon::ADV,allerede,již
749,wieder::ADV,igen,zase
750,vergebens::ADV,forgæves,marně
751,vor::PRP,foran,před
752,vor::PRP,uden for,před
753,hinter::PRP,bag,za
754,hinter::PRP,bagved,za
755,unter::PRP,under,pod
756,durch::PRP,gennem,skrz
757,durch::PRP,igennem,skrz
758,neben::PRP,ved siden af,vedle
759,zwischen::PRP,mellem,mezi
760,wegen::PRP,på grund af,pro
761,dies::PRN,dette,toto
762,dies::PRN,dette,tohle
763,das::PRN,det,to
764,alles::PRN,alt,všechno
765,ich::PRN,jeg,já
766,du::PRN,du,ty
767,er::PRN,han,on
768,wir::PRN,vi,my
769,ihr::PRN,I,vy
770,sie::PRN,de,oni
771,was::FPRN,hvad,co
772,wer::FPRN,hvem,kdo
773,wo::FADV,hvor,kde
774,wohin::FADV,hvorhen,kam
775,wie::FADV,hvordan,jak
776,warum::FADV,hvorfor,proč
777,wieviel::FNUM,hvor meget,kolik
778,eins::NUM,én,jeden
779,zwei::NUM,to,dva
780,drei::NUM,tre,tři
781,vier::NUM,fire,čtyři
782,fünf::NUM,fem,pět
783,sechs::NUM,seks,šest
784,sieben::NUM,syv,sedm
785,acht::NUM,otte,osm
786,neun::NUM,ni,devět
787,zehn::NUM,ti,deset
788,elf::NUM,elleve,jedenáct
789,zwölf::NUM,tolv,dvanáct
790,zwanzig::NUM,tyve,dvacet
791,dreißig::NUM,tredive,třicet
792,vierzig::NUM,fyrre,čtyřicet
793,vierzig::NUM,fyrretyve,čtyřicet
794,fünfzig::NUM,halvtreds,padesát
795,sechzig::NUM,tres,šedesát
796,siebzig::NUM,halvfjerds,sedmdesát
797,achtzig::NUM,firs,osmdesát
798,neunzig::NUM,halvfems,devadesát
799,hundert::NUM,hundrede,sto
800,tausend::NUM,tusind,tisíc
801,und::CNJ,og,a
802,oder::CNJ,eller,nebo
803,stehen::V,stå,stát
804,sitzen::V,sidde,sedět
805,liegen::V,ligge,ležet
806,hängen::V,hænge,viset
807,werden::V,blive,stát se
808,passieren::V,ske,stát se
809,passieren::V,hænde,stát se
810,beginnen::V,begynde,počít
811,enden::V,ende,končit
812,enden::V,ende,skončit
813,wechseln::V,veksle,měnit se
814,aufgehen[Sonne]::V,gå op,vyjít
815,aufgehen[Sonne]::V,stå op,vyjít
816,untergehen[Sonne]::V,gå ned,zapadnout
817,scheinen[Sonne]::V,skinne,svítit
818,donnern::V,tordne,hřmět
819,wehen::V,blæse,vát
820,wehen::V,blæse,vanout
821,strömen::V,strømme,proudit
822,fließen::V,flyde,téct
823,sich drehen::V,dreje sig,točit se
824,schwanken::V,vakle,kolísat
825,schwanken::V,vakle,houpat se
826,schwingen::V,svinge,kývat se
827,fallen::V,falde,padat
828,brennen::V,brænde,hořet
829,rauchen::V,ryge,kouřit
830,regnen::V,regne,pršet
831,gefrieren::V,fryse,zamrznout
832,tauen::V,tø,tát
833,schmelzen::V,smelte,tavit
834,trocknen::V,tørre,schnout
835,sieden::V,koge,vřít
836,faulen::V,rådne,hnít
837,verfaulen::V,rådne,shnít
838,reißen::V,briste,roztrhat se
839,versinken::V,synke,topit se
840,versinken::V,synke,ponořit se
841,versinken::V,synke ned,topit se
842,versinken::V,synke ned,ponořit se
843,vergehen::V,forløbe,plynout
844,erscheinen::V,vise sig,objevit se
845,verschwinden::V,forsvinde,zmizet
846,sinken::V,synke,klesat
847,abnehmen::V,aftage,ubýt
848,zunehmen::V,tiltage,přibýt
849,steigen::V,stige,stoupat
850,wachsen::V,gro,růst
851,wachsen::V,vokse,růst
