,Concept_ID,tr,se
204,Handfläche::N,el ayası,giehtavuodo
205,Handfläche::N,el ayası,tjårmmåvuodo
206,Handfläche::N,el ayası,giehtaloahpu
207,Handfläche::N,el ayası,kiämád
208,Handfläche::N,el ayası,kuámmir
209,Handfläche::N,el ayası,kuä´m'mer
210,Handfläche::N,el ayası,ǩiõttǩeä´m'men
211,Handfläche::N,el ayası,ко̄а̄ллдэгк
212,Handfläche::N,el ayası,кӣдткоалдэгк
213,Finger::N,parmak,soerme
214,Finger::N,parmak,tjuvdde
215,Finger::N,parmak,suorbma
216,Finger::N,parmak,čuvde
217,Finger::N,parmak,suor'mâ
218,Finger::N,parmak,suõrmm
219,Finger::N,parmak,це̄ххп
220,Fingernagel::N,el tırnağı,gadtse
221,Fingernagel::N,el tırnağı,guehpere
222,Fingernagel::N,el tırnağı,gadtsa
223,Fingernagel::N,el tırnağı,gazza
224,Fingernagel::N,el tırnağı,kozzâ
225,Fingernagel::N,el tırnağı,kõʒʒ
226,Fingernagel::N,el tırnağı,кэ̄ннц
227,Nagel[Anatomie]::N,tırnak,gadtse
228,Nagel[Anatomie]::N,tırnak,guehpere
229,Nagel[Anatomie]::N,tırnak,gadtsa
230,Nagel[Anatomie]::N,tırnak,gazza
231,Nagel[Anatomie]::N,tırnak,kozzâ
232,Nagel[Anatomie]::N,tırnak,kõʒʒ
233,Nagel[Anatomie]::N,tırnak,кэ̄ннц
234,Zeh::N,ayak parmağı,tjiehtjere
235,Zeh::N,ayak parmağı,juolggetjuvdde
236,Zeh::N,ayak parmağı,juolgesuorbma
237,Zeh::N,ayak parmağı,jyel'gisuor'mâ
238,Zeh::N,ayak parmağı,jue´lǧǧsuõrmm
239,Zeh::N,ayak parmağı,ю̄лльк-це̄һп
240,Fuß::N,ayak,juelkie
241,Fuß::N,ayak,juolgge
242,Fuß::N,ayak,juolgi
243,Fuß::N,ayak,jyel'gi
244,Fuß::N,ayak,jue´lǧǧ
245,Fuß::N,ayak,ла̄бпь
246,Ferse::N,topuk,båetskie
247,Ferse::N,topuk,boasske
248,Ferse::N,topuk,šušmi
249,Ferse::N,topuk,šušme
250,Ferse::N,topuk,jue´lǧǧkädd
251,Ferse::N,topuk,ка̄ннт
252,Knie::N,diz,boelve
253,Knie::N,diz,buolvva
254,Knie::N,diz,čibbi
255,Knie::N,diz,veaŋki
256,Knie::N,diz,iidâ
257,Knie::N,diz,puõlvv
258,Knie::N,diz,пуллв
259,Oberschenkel::N,uyluk,ruaksja
260,Oberschenkel::N,uyluk,tjibbe
261,Oberschenkel::N,uyluk,gassaváhkká
262,Oberschenkel::N,uyluk,badjeváhkáa
263,Oberschenkel::N,uyluk,čuár'bpeeḷi
264,Oberschenkel::N,uyluk,če´bb
265,Oberschenkel::N,uyluk,чуаррбе̄лль
266,Bein::N,bacak,juelkie
267,Bein::N,bacak,juolgge
268,Bein::N,bacak,juolgi
269,Bein::N,bacak,jyel'gi
270,Bein::N,bacak,jue´lǧǧ
271,Bein::N,bacak,ю̄лльк
272,Körper::N,vücut,kråahpe
273,Körper::N,vücut,rumáj
274,Körper::N,vücut,rumaš
275,Körper::N,vücut,ruumâš
276,Körper::N,vücut,rå´pp
277,Körper::N,vücut,лышшьк
278,Körper::N,vücut,роаӈӈьк
279,Haut::N,cilt,njaltja
280,Haut::N,cilt,lijkke
281,Haut::N,cilt,tjuobma
282,Haut::N,cilt,liiki
283,Haut::N,cilt,liške
284,Haut::N,cilt,le´šǩǩ
285,Haut::N,cilt,лышшьк
286,Blut::N,kan,vïrre
287,Blut::N,kan,maelie
288,Blut::N,kan,varra
289,Blut::N,kan,varra
290,Blut::N,kan,vorrâ
291,Blut::N,kan,võrr
292,Blut::N,kan,вэ̄рр
293,Ader::N,damar,åerie
294,Ader::N,damar,aajroe
295,Ader::N,damar,suodna
296,Ader::N,damar,varrasuotna
297,Ader::N,damar,suoṇâ
298,Ader::N,damar,suõnn
299,Ader::N,damar,сӯнн
300,Sehne::N,kiriş,soene
301,Sehne::N,kiriş,gåårtenje
302,Sehne::N,kiriş,suodna
303,Sehne::N,kiriş,suotna
304,Sehne::N,kiriş,suoṇâ
305,Sehne::N,kiriş,suõnn
306,Sehne::N,kiriş,сӯнн
307,Knochen::N,kemik,måara
308,Knochen::N,kemik,måaroe
309,Knochen::N,kemik,dákte
310,Knochen::N,kemik,dákti
311,Knochen::N,kemik,tähti
312,Knochen::N,kemik,tä´htt
313,Knochen::N,kemik,та̄ххт
314,Knochen::N,kemik,та̄ффьт
315,Gehirn::N,beyin,aajla
316,Gehirn::N,beyin,vuojŋam
317,Gehirn::N,beyin,vuoigŋašat
318,Gehirn::N,beyin,vuoi'ŋâšeh
319,Gehirn::N,beyin,vuo'ivâšneh
320,Gehirn::N,beyin,vuõivâšn
321,Gehirn::N,beyin,вуэййвэшна
322,Herz::N,kalp,vaajmoe
323,Herz::N,kalp,tsåhke
324,Herz::N,kalp,váibmu
325,Herz::N,kalp,váimu
326,Herz::N,kalp,čââ´đ
327,Herz::N,kalp,кӯттҌк
328,Herz::N,yürek,vaajmoe
329,Herz::N,yürek,tsåhke
330,Herz::N,yürek,váibmu
331,Herz::N,yürek,váimu
332,Herz::N,yürek,čââ´đ
333,Herz::N,yürek,кӯттҌк
334,Magen::N,mide,tjåejjie
335,Magen::N,mide,tjoajvve
336,Magen::N,mide,čoavji
337,Magen::N,mide,čuáv'ji
338,Magen::N,mide,čåu´jj
339,Magen::N,mide,чо̄ввьй
340,Leber::N,karaciğer,mueksie
341,Leber::N,karaciğer,librre
342,Leber::N,karaciğer,vuoivvas
343,Leber::N,karaciğer,vuoivâs
344,Leber::N,karaciğer,vuõivâs
345,Leber::N,karaciğer,вуйвас
346,Atem::N,nefes,voejngehtasse
347,Atem::N,nefes,båssånis
348,Atem::N,nefes,vuojŋadahka
349,Atem::N,nefes,vuoiŋŋahat
350,Atem::N,nefes,vuo'iŋâstim
351,Atem::N,nefes,jiõg'g
352,Atem::N,nefes,вӯйнас
353,Atem::N,nefes,вӯййнмушш
354,Hunger::N,açlık,nielkie
355,Hunger::N,açlık,nielgge
356,Hunger::N,açlık,nealgi
357,Hunger::N,açlık,nelgi
358,Hunger::N,açlık,neä´lǧǧ
359,Hunger::N,açlık,не̄лльк
360,Träne::N,gözyaşı,gïknjele
361,Träne::N,gözyaşı,ganjál
362,Träne::N,gözyaşı,ganjal
363,Träne::N,gözyaşı,koonjâl
364,Träne::N,gözyaşı,kõõnjâl
365,Träne::N,gözyaşı,кэ̄нял
366,Geschmack::N,tat,aelmie
367,Geschmack::N,tat,muosse
368,Geschmack::N,tat,smáhkka
369,Geschmack::N,tat,máhku
370,Geschmack::N,tat,smáhkka
371,Geschmack::N,tat,mááhu
372,Geschmack::N,tat,smakkâ
373,Geschmack::N,tat,njõõd
374,Geschmack::N,tat,smääkk
375,Geschmack::N,tat,ня̄лльк
376,Geschmack::N,lezzet,aelmie
377,Geschmack::N,lezzet,muosse
378,Geschmack::N,lezzet,smáhkka
379,Geschmack::N,lezzet,máhku
380,Geschmack::N,lezzet,smáhkka
381,Geschmack::N,lezzet,mááhu
382,Geschmack::N,lezzet,smakkâ
383,Geschmack::N,lezzet,njõõd
384,Geschmack::N,lezzet,smääkk
385,Geschmack::N,lezzet,ня̄лльк
386,Geruch::N,koku,haaje
387,Geruch::N,koku,habjja
388,Geruch::N,koku,hádja
389,Geruch::N,koku,opsâ
390,Geruch::N,koku,haajâ
391,Geruch::N,koku,õpss
392,Geruch::N,koku,haajj
393,Geruch::N,koku,апс
394,Geruch::N,koku,лэ̄гк
395,Schlaf::N,uyku,nahkerh
396,Schlaf::N,uyku,nager
397,Schlaf::N,uyku,oados
398,Schlaf::N,uyku,nagir
399,Schlaf::N,uyku,naṿer
400,Schlaf::N,uyku,nââ´er
401,Schlaf::N,uyku,нагерь
402,Traum::N,düş,nahkere
403,Traum::N,düş,niehko
404,Traum::N,düş,niehku
405,Traum::N,düş,naṿer
406,Traum::N,düş,nââ´er
407,Traum::N,düş,нагерь
408,Traum::N,rüya,nahkere
409,Traum::N,rüya,niehko
410,Traum::N,rüya,niehku
411,Traum::N,rüya,naṿer
412,Traum::N,rüya,nââ´er
413,Traum::N,rüya,нагерь
414,Himmel::N,gök,elmie
415,Himmel::N,gök,almme
416,Himmel::N,gök,albmi
417,Himmel::N,gök,alme
418,Himmel::N,gök,â´lmm
419,Himmel::N,gök,алльм
420,Sonne::N,güneş,biejjie
421,Sonne::N,güneş,bæjvásj
422,Sonne::N,güneş,beaivváš
423,Sonne::N,güneş,peivi
424,Sonne::N,güneş,piäiváš
425,Sonne::N,güneş,pei´vv
426,Sonne::N,güneş,пе̄ййв
427,Mond::N,ay,aske
428,Mond::N,ay,mánno
429,Mond::N,ay,mánnu
430,Mond::N,ay,máánu
431,Mond::N,ay,mään
432,Mond::N,ay,ма̄нн
433,Stern::N,yıldız,daasta
434,Stern::N,yıldız,naestie
435,Stern::N,yıldız,násste
436,Stern::N,yıldız,násti
437,Stern::N,yıldız,täsni
438,Stern::N,yıldız,tä´snn
439,Stern::N,yıldız,та̄ссьт
440,Luft::N,hava,elmie
441,Luft::N,hava,ájmmo
442,Luft::N,hava,áibmu
443,Luft::N,hava,áimu
444,Luft::N,hava,šõŋŋ
445,Luft::N,hava,вӯйнас
446,Wind::N,yel,bïegke
447,Wind::N,yel,biegga
448,Wind::N,yel,biegga
449,Wind::N,yel,pieg'gâ
450,Wind::N,yel,piõg'g
451,Wind::N,yel,пӣӈӈк
452,Wind::N,rüzgâr,bïegke
453,Wind::N,rüzgâr,biegga
454,Wind::N,rüzgâr,biegga
455,Wind::N,rüzgâr,pieg'gâ
456,Wind::N,rüzgâr,piõg'g
457,Wind::N,rüzgâr,пӣӈӈк
458,Welle::N,dalga,baaroe
459,Welle::N,dalga,bárro
460,Welle::N,dalga,bárru
461,Welle::N,dalga,pááṛu
462,Welle::N,dalga,päärr
463,Welle::N,dalga,нэ̄ммп
464,Wasser::N,su,tjaetsie
465,Wasser::N,su,tjáhtje
466,Wasser::N,su,čáhci
467,Wasser::N,su,čääci
468,Wasser::N,su,čää´cc
469,Wasser::N,su,ча̄дзь
470,Stein::N,taş,gierkie
471,Stein::N,taş,giergge
472,Stein::N,taş,geađgi
473,Stein::N,taş,keđgi
474,Stein::N,taş,ǩeä´dǧǧ
475,Stein::N,taş,ке̄ддҌк
476,Boden::N,yer,betnie
477,Boden::N,yer,ednam
478,Boden::N,yer,bodni
479,Boden::N,yer,vuođđu
480,Boden::N,yer,ponne
481,Boden::N,yer,vuáđ̣u
482,Boden::N,yer,vuâđđ
483,Boden::N,yer,лаввьн
484,Boden::N,yer,е̄ммьне
485,Boden::N,zemin,betnie
486,Boden::N,zemin,ednam
487,Boden::N,zemin,bodni
488,Boden::N,zemin,vuođđu
489,Boden::N,zemin,ponne
490,Boden::N,zemin,vuáđ̣u
491,Boden::N,zemin,vuâđđ
492,Boden::N,zemin,лаввьн
493,Boden::N,zemin,е̄ммьне
494,Erde::N,toprak,jåarta
495,Erde::N,toprak,mueltie
496,Erde::N,toprak,ednam
497,Erde::N,toprak,mållde
498,Erde::N,toprak,eana
499,Erde::N,toprak,eennâm
500,Erde::N,toprak,mädd
501,Erde::N,toprak,jânnam
502,Erde::N,toprak,е̄ммьне
503,Staub::N,toz,heblie
504,Staub::N,toz,tsumhtsie
505,Staub::N,toz,dubme
506,Staub::N,toz,dopmu
507,Staub::N,toz,kovjâ
508,Staub::N,toz,põõ´l
509,Staub::N,toz,кэ̄ббьй
510,Rauch::N,duman,soeve
511,Rauch::N,duman,suovva
512,Rauch::N,duman,suovva
513,Rauch::N,duman,suoṿâ
514,Rauch::N,duman,suõvv
515,Rauch::N,duman,сӯвв
516,Funke::N,kıvılcım,naestie
517,Funke::N,kıvılcım,tjuonam
518,Funke::N,kıvılcım,čuotnan
519,Funke::N,kıvılcım,čuođâlm
520,Funke::N,kıvılcım,iiskâr
521,Funke::N,kıvılcım,čuõzzâm
522,Funke::N,kıvılcım,чӯссэм
523,Feuer::N,ateş,dålle
524,Feuer::N,ateş,dållå
525,Feuer::N,ateş,dolla
526,Feuer::N,ateş,tullâ
527,Feuer::N,ateş,toll
528,Feuer::N,ateş,то̄лл
529,Licht::N,ışık,tjoevke
530,Licht::N,ışık,tjuovgga
531,Licht::N,ışık,čuovga
532,Licht::N,ışık,čuovggas
533,Licht::N,ışık,čuoṿâ
534,Licht::N,ışık,toll
535,Licht::N,ışık,čuõvv
536,Licht::N,ışık,то̄лл
537,Schatten::N,gölge,skugkie
538,Schatten::N,gölge,soejvene
539,Schatten::N,gölge,irkes
540,Schatten::N,gölge,sieges
541,Schatten::N,gölge,itku
542,Schatten::N,gölge,suoivâ
543,Schatten::N,gölge,õõtt
544,Schatten::N,gölge,ǩeeu´niǩ
545,Schatten::N,gölge,кывьнэхь
546,Wetter::N,hava,vïerhtse
547,Wetter::N,hava,dálkke
548,Wetter::N,hava,dálki
549,Wetter::N,hava,šoŋŋâ
550,Wetter::N,hava,šõŋŋ
551,Wetter::N,hava,шэ̄ӈӈ
552,Nebel::N,pus,såavla
553,Nebel::N,pus,mearhka
554,Nebel::N,pus,murkko
555,Nebel::N,pus,mierkká
556,Nebel::N,pus,mierká
557,Nebel::N,pus,miär'kká
558,Nebel::N,pus,oṃo
559,Nebel::N,pus,sue´lnn
560,Nebel::N,pus,цӣгк
561,Nebel::N,pus,сулльн
562,Wolke::N,bulut,balve
563,Wolke::N,bulut,balvva
564,Wolke::N,bulut,balva
565,Wolke::N,bulut,polvâ
566,Wolke::N,bulut,põlvv
567,Wolke::N,bulut,пэллв
568,Regen::N,yağmur,ebrie
569,Regen::N,yağmur,harvve
570,Regen::N,yağmur,arvi
571,Regen::N,yağmur,arve
572,Regen::N,yağmur,â´brr
573,Regen::N,yağmur,аббьр
574,Schnee::N,kar,lopme
575,Schnee::N,kar,moehtege
576,Schnee::N,kar,muohta
577,Schnee::N,kar,muohta
578,Schnee::N,kar,muotâ
579,Schnee::N,kar,muõtt
580,Schnee::N,kar,вэ̄дз
581,Schnee::N,kar,куэллт
582,Eis::N,buz,jïenge
583,Eis::N,buz,jiegŋa
584,Eis::N,buz,jiekŋa
585,Eis::N,buz,jieŋ̣â
586,Eis::N,buz,jiõŋŋ
587,Eis::N,buz,ӣӈӈ
588,Frost::N,don,baajkoe
589,Frost::N,don,tjoasskem
590,Frost::N,don,buolaš
591,Frost::N,don,puolâš
592,Frost::N,don,puõlâš
593,Frost::N,don,мӯнь
594,Kälte::N,soğukluk,jueskie
595,Kälte::N,soğukluk,tjåetskeme
596,Kälte::N,soğukluk,tjoasskem
597,Kälte::N,soğukluk,čoaskin
598,Kälte::N,soğukluk,ko'lmâsvuotâ
599,Kälte::N,soğukluk,ijss
600,Kälte::N,soğukluk,čuä´cǩǩem
601,Kälte::N,soğukluk,tuârggnjõs
602,Kälte::N,soğukluk,кэ̄лмас
603,Hitze::N,sıcaklık,baahke
604,Hitze::N,sıcaklık,báhkka
605,Hitze::N,sıcaklık,báhkka
606,Hitze::N,sıcaklık,pakkâ
607,Hitze::N,sıcaklık,kuṃe
608,Hitze::N,sıcaklık,paašt
609,Hitze::N,sıcaklık,жоарр
610,Raureif::N,kırç,jyjse
611,Raureif::N,kırç,ridne
612,Raureif::N,kırç,goarre
613,Raureif::N,kırç,ritni
614,Raureif::N,kırç,suhči
615,Raureif::N,kırç,riṇe
616,Raureif::N,kırç,ай
617,Regenbogen::N,gökkuşağı,aatjan goengere
618,Regenbogen::N,gökkuşağı,aatjan joekse
619,Regenbogen::N,gökkuşağı,ádjájuoksa
620,Regenbogen::N,gökkuşağı,arvedávgi
621,Regenbogen::N,gökkuşağı,bajándávgi
622,Regenbogen::N,gökkuşağı,äijihtävgi
623,Regenbogen::N,gökkuşağı,teârmmazjohss
624,Regenbogen::N,gökkuşağı,тӣрмесью̄ккс
625,Donner::N,gök gürlemesi,raejrie
626,Donner::N,gök gürlemesi,átjek
627,Donner::N,gök gürlemesi,átjárájdde
628,Donner::N,gök gürlemesi,áddjá
629,Donner::N,gök gürlemesi,baján
630,Donner::N,gök gürlemesi,juuṛâ
631,Donner::N,gök gürlemesi,tie´rmes
632,Donner::N,gök gürlemesi,тӣрмесь
633,Donner::N,gök gürlemesi,ча̄ркнэгк
634,Strömung::N,akıntı,njuvvie
635,Strömung::N,akıntı,ájggedáhpe
636,Strömung::N,akıntı,rávdnji
637,Strömung::N,akıntı,virde
638,Strömung::N,akıntı,ve´rdd
639,Strömung::N,akıntı,выррьт
640,Strömung::N,cereyan,njuvvie
641,Strömung::N,cereyan,ájggedáhpe
642,Strömung::N,cereyan,rávdnji
643,Strömung::N,cereyan,virde
644,Strömung::N,cereyan,ve´rdd
645,Strömung::N,cereyan,выррьт
646,Tropfen::N,damla,gåajhkohts
647,Tropfen::N,damla,gåjkudis
648,Tropfen::N,damla,goaikkanas
649,Tropfen::N,damla,čalme
650,Tropfen::N,damla,čâ´lmm
651,Tropfen::N,damla,ча̄лльм
652,Schaum::N,köpük,sapte
653,Schaum::N,köpük,såpptå
654,Schaum::N,köpük,sokta
655,Schaum::N,köpük,suptâ
656,Schaum::N,köpük,soptt
657,Schaum::N,köpük,со̄ппт
658,Schmutz::N,çamur,haaskoe
659,Schmutz::N,çamur,duolvva
660,Schmutz::N,çamur,duolva
661,Schmutz::N,çamur,durdi
662,Schmutz::N,çamur,stänži
663,Schmutz::N,çamur,sähss
664,Schmutz::N,çamur,са̄ккьс
665,Schmutz::N,çamur,не̄шшь
666,Schmutz::N,pislik,haaskoe
667,Schmutz::N,pislik,duolvva
668,Schmutz::N,pislik,duolva
669,Schmutz::N,pislik,durdi
670,Schmutz::N,pislik,stänži
671,Schmutz::N,pislik,sähss
672,Schmutz::N,pislik,са̄ккьс
673,Schmutz::N,pislik,не̄шшь
674,See::N,göl,jaevrie
675,See::N,göl,jávrre
676,See::N,göl,jávri
677,See::N,göl,jävri
678,See::N,göl,jâu´rr
679,See::N,göl,я̄ввьр
680,Sumpf::N,batak,pluevie
681,Sumpf::N,batak,áhpe
682,Sumpf::N,batak,sæmssa
683,Sumpf::N,batak,jeaggi
684,Sumpf::N,batak,jeggi
685,Sumpf::N,batak,jeä´ǧ'ǧ
686,Sumpf::N,batak,ла̄ммьп
687,Moor::N,cılgıt,pluevie
688,Moor::N,cılgıt,jiegge
689,Moor::N,cılgıt,suotnju
690,Moor::N,cılgıt,karrii
691,Moor::N,cılgıt,kä´rev
692,Moor::N,cılgıt,veättaǩ
693,Moor::N,cılgıt,ла̄ммьп
694,Wiese::N,çimen,ïentje
695,Wiese::N,çimen,giedde
696,Wiese::N,çimen,gieddi
697,Wiese::N,çimen,nijtto
698,Wiese::N,çimen,пуэшенҍ
699,Wald::N,koru,skåake
700,Wald::N,koru,skåajje
701,Wald::N,koru,miehtsie
702,Wald::N,koru,vuovdde
703,Wald::N,koru,miehttse
704,Wald::N,koru,vuovdi
705,Wald::N,koru,meahcci
706,Wald::N,koru,mecci
707,Wald::N,koru,vyemi
708,Wald::N,koru,vue´mm
709,Wald::N,koru,meä´c'c
710,Wald::N,koru,ля̄ммт
711,Wald::N,orman,skåake
712,Wald::N,orman,skåajje
713,Wald::N,orman,miehtsie
714,Wald::N,orman,vuovdde
715,Wald::N,orman,miehttse
716,Wald::N,orman,vuovdi
717,Wald::N,orman,meahcci
718,Wald::N,orman,mecci
719,Wald::N,orman,vyemi
720,Wald::N,orman,vue´mm
721,Wald::N,orman,meä´c'c
722,Wald::N,orman,ля̄ммт
723,Hügel::N,tepe,deava
724,Hügel::N,tepe,dievvá
725,Hügel::N,tepe,dievvá
726,Hügel::N,tepe,čummâ
727,Hügel::N,tepe,pä´rcc
728,Hügel::N,tepe,teä´rmm
729,Hügel::N,tepe,ка̄ннҌт
730,Anhöhe::N,tümsek,deava
731,Anhöhe::N,tümsek,jalladahke
732,Anhöhe::N,tümsek,dievásj
733,Anhöhe::N,tümsek,aláš
734,Anhöhe::N,tümsek,luohkká
