,Concept_ID,he,sk
123,Baum::N,עץ,strom
124,Stamm::N,גזע,kmeň
125,Rinde::N,קלפת עץ,kôra
126,Ast::N,ענף,konár
127,Zweig::N,ענף,vetva
128,Blatt::N,עלה,list
129,Birke::N,שדר,breza
130,Kiefer[Baum]::N,ארן,sosna
131,Kiefer[Baum]::N,ארן,borovica
132,Weide[Baum]::N,ערבה,vŕba
133,Tanne::N,אשוח,jedľa
134,Horn::N,קרן,roh
135,Feder::N,נוצה,pero
136,Fell::N,פרוה,koža
137,Fell::N,פרוה,kožušina
138,Flügel::N,כנף,krídlo
139,Klaue::N,טלף,paznecht
140,Kralle::N,טפר,pazúr
141,Schwanz::N,זנב,chvost
142,Ei::N,ביצה,vajce
143,Ei::N,ביצה,vajíčko
144,Nest::N,קן,hniezdo
145,Bau::N,מחלה,nora
146,Tier::N,חיה,zviera
147,Herde::N,עדר,stádo
148,Kuh::N,פרה,krava
149,Bulle::N,פר,býk
150,Pferd::N,סוס,kôň
151,Schaf::N,כבשה,ovca
152,Schwein::N,חזיר,sviňa
153,Hund::N,כלב,pes
154,Katze::N,חתול,mačka
155,Bär::N,דב,medveď
156,Eichhörnchen::N,סנאי,veverička
157,Elch::N,דישון,los
158,Fuchs::N,שועל,líška
159,Hase::N,ארנב,zajac
160,Maus::N,עכבר,myš
161,Wolf::N,זאב,vlk
162,Vogel::N,צפור,vták
163,Schwarm::N,נחיל,roj
164,Schwarm::N,להקה,roj
165,Huhn::N,תרנגלת,kurča
166,Huhn::N,תרנגלת,sliepka
167,Hahn::N,תרנגול,kohút
168,Gans::N,אוז,hus
169,Adler::N,עיט,orol
170,Ente::N,ברוז,kačka
171,Ente::N,ברוז,kačica
172,Eule::N,ינשוף,sova
173,Kranich::N,עגור,žeriav
174,Kranich::N,כרוכיה,žeriav
175,Krähe::N,עורב,vrana
176,Kuckuck::N,קוקיה,kukučka
177,Schwan::N,ברבור,labuť
178,Fisch::N,דג,ryba
179,Barsch::N,אוקונוס,ostriež
180,Hecht::N,זאב הים,šťuka
181,Schlange[Tier]::N,נחש,had
182,Wurm::N,תולעת,červ
183,Spinne::N,עכביש,pavúk
184,Ameise::N,נמלה,mravec
185,Laus::N,כנה,voš
186,Mücke::N,יתוש,komár
187,Fliege::N,זבוב,mucha
188,Schmetterling::N,פרפר,motýľ
189,Beere::N,ענבה,bobuľa
190,Apfel::N,תפוח,jablko
191,Pilz::N,פטריה,hríb
192,Zwiebel::N,בצל,cibuľa
193,Saat::N,זרעים,osivo
194,Korn::N,גרעין,zrno
195,Heu::N,חציר,seno
196,Schale::N,קלפה,šupa
197,Schale::N,קלפה,škrupina
198,Grube::N,בור,jama
199,Grube::N,שוחה,jama
200,Falle::N,מלכדת,pasca
201,Falle::N,מלכדת,klepec
202,Schlinge::N,לולאה,slučka
203,Spur::N,עקבה,stopa
204,Asche::N,אפר,popol
205,Dreck::N,זהמה,kal
206,Dreck::N,זהמה,blato
207,Eisen::N,ברזל,železo
208,Gold::N,זהב,zlato
209,Silber::N,כסף,striebro
210,Kohle::N,פחם,uhlie
211,Glas::N,זכוכית,sklo
212,Lehm::N,חרסית,íl
213,Lehm::N,חרסית,hlina
214,Sand::N,חול,piesok
215,Mensch::N,אדם,človek
216,Mann::N,איש,muž
217,Mann::N,איש,chlap
218,Mann::N,גבר,muž
219,Mann::N,גבר,chlap
220,Frau::N,אשה,žena
221,Frau::N,גברת,žena
222,Kind::N,ילד,dieťa
223,Junge::N,ילד,chlapec
224,Mädchen::N,נערה,dievka
225,Familie::N,משפחה,rodina
226,Großvater::N,סבא,dedo
227,Großvater::N,סבא,starý otec
228,Großmutter::N,סבתא,babička
229,Großmutter::N,סבתא,stará mať
230,Eltern::N,הורים,rodičia
231,Vater::N,אב,otec
232,Mutter::N,אם,mať
233,Mutter::N,אם,matka
234,Sohn::N,בן,syn
235,Tochter::N,בת,dcéra
236,Bruder::N,אח,brat
237,Schwester::N,אחות,sestra
238,Onkel::N,דוד,ujo
239,Onkel::N,דוד,strýko
240,Tante::N,דודה,teta
241,Tante::N,דודה,tetka
242,Ehemann::N,איש,muž
243,Ehemann::N,איש,manžel
244,Ehemann::N,בעל,muž
245,Ehemann::N,בעל,manžel
246,Ehefrau::N,אשה,žena
247,Ehefrau::N,אשה,manželka
248,Freude::N,שמחה,radosť
249,Gelächter::N,צחוק,smiech
250,Glück::N,אשר,šťastie
251,Kummer::N,יגון,žiaľ
252,Kummer::N,יגון,zármutok
253,Kummer::N,עגמה,žiaľ
254,Kummer::N,עגמה,zármutok
255,Wunsch::N,אחול,prianie
256,Wunsch::N,משאלה,prianie
257,Lust::N,חשק,chuť
258,Lust::N,תשוקה,chuť
259,Geist::N,רוח,duch
260,Gedanke::N,מחשבה,myšlienka
261,Gedächtnis::N,זכרון,pamäť
262,Verstand::N,שכל,rozum
263,Sinn::N,מובן,zmysel
264,Sinn::N,משמעות,zmysel
265,Grund::N,סבה,dôvod
266,Grund::N,סבה,príčina
267,Wahrheit::N,אמת,pravda
268,Gespräch::N,דיון,reč
269,Gespräch::N,דיון,rozhovor
270,Märchen::N,אגדה,rozprávka
271,Erzählung::N,ספור,poviedka
272,Nachricht::N,ידיעה,správa
273,Neuigkeit::N,חדשה,novinka
274,Name::N,שם,meno
275,Rätsel::N,תעלומה,záhada
276,Rätsel::N,תעלומה,hádanka
277,Rede::N,נאום,reč
278,Sprache::N,לשון,reč
279,Sprache::N,לשון,jazyk
280,Stimme::N,קול,hlas
281,Wort::N,מלה,slovo
282,Zeichen::N,סימן,znak
283,Ruf::N,קריאה,volanie
284,Ruf::N,קריאה,zavolanie
285,Lärm::N,רעש,hluk
286,Lärm::N,רעש,hurhaj
287,Laut::N,הגה,zvuk
288,Ton::N,צליל,tón
289,Ton::N,צליל,zvuk
290,Lied::N,שיר,pieseň
291,Ruhe::N,שלוה,pokoj
292,Leute::N,אנשים,ľudia
293,Volk::N,עם,ľud
294,Volk::N,עם,národ
295,Arbeit::N,עבודה,práca
296,Arbeit::N,עבודה,robota
297,Gast::N,אורח,hosť
298,Geschenk::N,מתנה,dar
299,Spiel::N,משחק,hra
300,Gesellschaft::N,חברה,spoločnosť
301,Hilfe::N,עזרה,pomoc
302,Freund::N,חבר,priateľ
303,Freund::N,ידיד,priateľ
304,Kamerad::N,רע,kamarát
305,Angelegenheit::N,ענין,vec
306,Angelegenheit::N,ענין,záležitosť
307,Anzahl::N,מספר,počet
308,Anzahl::N,מספר,množstvo
309,Art::N,סוג,druh
310,Stück::N,חתיכה,kus
311,Stück::N,חתיכה,kúsok
312,Teil::N,פרק,časť
313,Hälfte::N,חצי,polka
314,Hälfte::N,חצי,polovica
315,Kreis::N,מעגל,kruh
316,Kreuz::N,צלב,kríž
317,Linie::N,קו,línia
318,Strich::N,קו קצר,čiara
319,Abstand::N,מרחק,vzdialenosť
320,Entfernung::N,מרחק,vzdialenosť
321,Gegend::N,נוף,kraj
322,Gegend::N,נוף,krajina
323,Platz::N,שטח,miesto
324,Ort::N,אתר,miesto
325,Ort::N,מקום,miesto
326,Seite::N,צד,bok
327,Seite::N,צד,strana
328,Mitte::N,אמצע,stred
329,Gegenstand::N,אוביקט,predmet
330,Sache::N,דבר,vec
331,Rand::N,פרור,kraj
332,Rand::N,פרור,okraj
333,Kante::N,קצה,hrana
334,Ecke::N,פנה,roh
335,Spitze::N,קצה,hrot
336,Spitze::N,קצה,špička
337,Ende::N,סוף,koniec
338,Loch::N,חר,diera
339,Winkel::N,פנה,kút
340,Muster::N,תבנית,vzor
341,Muster::N,תבנית,vzorka
342,Größe::N,גדל,veľkosť
343,Länge::N,ארך,dĺžka
344,Höhe::N,קומה,výška
345,Höhe::N,גבה,výška
346,Gewicht::N,משקל,váha
347,Menge::N,כמות,množstvo
348,Haufen::N,ערמה,hŕba
349,Reihe::N,רצף,rad
350,Boot::N,סירה,čln
351,Ruder::N,משוט,veslo
352,Schlitten::N,מזחלת,sane
353,Ski::N,מגלשים,lyža
354,Lagerfeuer::N,מדורה,táborák
355,Last::N,משא,ťarcha
356,Last::N,משא,bremeno
357,Gang::N,הליכה,chôdza
358,Schritt::N,צעד,krok
359,Norden::N,צפון,sever
360,Süden::N,דרום,juh
361,Westen::N,מערב,západ
362,Osten::N,מזרח,východ
363,Holz::N,עץ,drevo
364,Brett::N,קרש,doska
365,Platte::N,לוח,doska
366,Platte::N,לוח,platňa
367,Stütze::N,משען,opora
368,Stange::N,מוט,tyč
369,Stock::N,מקל,palica
370,Stab::N,מוט,palica
371,Rohr::N,צנור,rúra
372,Haus::N,בית,dom
373,Heim::N,בית,domov
374,Ofen::N,תנור,pec
375,Ofen::N,תנור,kachle
376,Fußboden::N,רצפה,dlážka
377,Fußboden::N,רצפה,podlaha
378,Tisch::N,שלחן,stôl
379,Stuhl::N,כסא,stolička
380,Wiege::N,ערש,kolíska
381,Bett::N,מטה,lôžko
382,Bett::N,מטה,posteľ
383,Regal::N,מדף,regál
384,Regal::N,מדף,polica
385,Kiste::N,תבה,debna
386,Kiste::N,ארגז,debna
387,Fenster::N,חלון,okno
388,Fenster::N,חלון,oblok
389,Tür::N,דלת,dvere
390,Tor::N,שער,vráta
391,Zaun::N,גדר,plot
392,Zaun::N,גדר,ohrada
393,Dach::N,גג,krov
394,Dach::N,גג,strecha
395,Leiter::N,סלם,rebrík
396,Leiter::N,סלם,rebrina
397,Besen::N,מטאטא,metla
398,Spaten::N,את,rýľ
399,Schaufel::N,את,lopata
400,Gabel::N,מזלג,vidlička
401,Löffel::N,כף,lyžica
402,Messer::N,סכין,nôž
403,Nagel::N,מסמר,klinec
404,Netz::N,רשת,sieť
405,Haken::N,וו,hák
406,Haken::N,וו,háčik
407,Haken::N,קרס,hák
408,Haken::N,קרס,háčik
409,Griff::N,ידית,rukoväť
410,Schloss::N,מנעול,zámka
411,Bild::N,תמונה,obraz
412,Figur::N,פסל,figúra
413,Puppe::N,בבה,bábka
414,Puppe::N,בבה,bábika
415,Beutel::N,שק,vrece
416,Beutel::N,שק,vrecko
417,Bündel::N,צרור,uzlík
418,Bündel::N,צרור,zväzok
419,Tasche::N,שקית,taška
420,Tasche::N,שקית,kabelka
421,Eimer::N,דלי,vedro
422,Deckel::N,מכסה,vrchnák
423,Deckel::N,מכסה,pokrývka
424,Geschirr::N,כלים,nádoba
425,Sack::N,שק,mech
426,Sack::N,שק,vrece
427,Tasse::N,ספל,šálka
428,Topf::N,סיר,hrniec
429,Kessel::N,קנקן,kotol
430,Essen::N,אכל,jedlo
431,Essen::N,ארוחה,jedlo
432,Nahrung::N,הזנה,strava
433,Nahrung::N,הזנה,potrava
434,Nahrung::N,תזונה,strava
435,Nahrung::N,תזונה,potrava
436,Speise::N,מאכל,jedlo
437,Speise::N,ארוחה,jedlo
438,Fleisch::N,בשר,mäso
439,Getreide::N,דגן,obilie
440,Brei::N,מחית,kaša
441,Brot::N,לחם,chlieb
442,Scheibe::N,עגול,kotúč
443,Scheibe::N,עגול,krajec
444,Scheibe::N,פרוסה,kotúč
445,Scheibe::N,פרוסה,krajec
446,Fett::N,שמן,tuk
447,Fett::N,שמן,masť
448,Butter::N,חמאה,maslo
449,Öl::N,שמן,olej
450,Salz::N,מלח,soľ
451,Suppe::N,מרק,polievka
452,Honig::N,דבש,med
453,Milch::N,חלב,mlieko
454,Tee::N,תה,čaj
455,Leder::N,עור,koža
456,Wolle::N,צמר,vlna
457,Stoff::N,בד,súkno
458,Stoff::N,אריג,súkno
459,Nadel::N,מחט,ihla
460,Faden::N,חוט,niť
461,Faden::N,חוט,vlákno
462,Knopf::N,כפתור,gombík
463,Knoten::N,קשר,uzol
464,Farbe::N,צבע,farba
465,Kleidung::N,בגדים,šaty
466,Kleidung::N,בגדים,šatstvo
467,Hemd::N,חלצה,košeľa
468,Kragen::N,צוארון,golier
469,Ärmel::N,שרוול,rukáv
470,Hose::N,מכנסים,nohavice
471,Gürtel::N,חגורה,pás
472,Gürtel::N,חגורה,opasok
473,Mütze::N,כובע,čiapka
474,Schuh::N,נעל,obuv
475,Schuh::N,נעל,topánka
476,Stiefel::N,מגף,čižma
477,Ring::N,טבעת,prsteň
478,Band::N,סרט,stuha
479,Kamm::N,מסרק,hrebeň
480,Spiegel::N,מראה,zrkadlo
481,Riemen::N,רצועה,remeň
482,Schnur::N,חבל,šnúra
483,Leine::N,מושכות,vodidlo
484,Decke::N,שמיכה,deka
485,Decke::N,שמיכה,prikrývka
486,Kissen::N,כרית,poduška
487,Tuch::N,צעיף,šatka
488,Handtuch::N,מגבת,uterák
489,Kraft::N,כוח,moc
490,Stärke::N,און,sila
491,Gesundheit::N,בריאות,zdravie
492,Krankheit::N,מחלה,nemoc
493,Krankheit::N,מחלה,choroba
494,Schmerz::N,כאב,bolesť
495,Wunde::N,פציעה,rana
496,Fieber::N,חם,horúčka
497,Arznei::N,תרופה,liek
498,Brücke::N,גשר,most
499,Brunnen::N,באר,studňa
500,Weide::N,אחו,pastva
501,Weide::N,מרעה,pastva
502,Pfad::N,שביל,chodník
503,Pfad::N,מדרכה,chodník
504,Weg::N,דרך,cesta
505,Straße::N,כביש,hradská
506,Dorf::N,כפר,dedina
507,Stadt::N,עיר,mesto
508,Brief::N,מכתב,list
509,Buch::N,ספר,kniha
510,Buchstabe::N,אות,litera
511,Buchstabe::N,אות,písmeno
512,Zeitung::N,עתון,noviny
513,Leben::N,חיים,život
514,Tod::N,מות,smrť
515,Grab::N,קבר,hrob
516,Kirche::N,כנסיה,kostol
517,Sünde::N,חטא,hriech
518,Gott::N,אל,boh
519,Arbeiter::N,פועל,robotník
520,Arbeiter::N,פועל,pracnovík
521,Chef::N,ראש,šéf
522,Chef::N,ראש,riaditeľ
523,Chef::N,מנהל,šéf
524,Chef::N,מנהל,riaditeľ
525,Meister::N,ממחה,majster
526,Arzt::N,רופא,lekár
527,Lehrer::N,מורה,učiteľ
528,Geld::N,כסף,peniaze
529,Geschäft::N,עסקה,obchod
530,Laden::N,חנות,obchod
531,Preis::N,מחיר,cena
532,Ware::N,סחורה,tovar
533,Nutzen::N,תועלת,osoh
534,Nutzen::N,תועלת,úžitok
535,Reichtum::N,עשר,bohatstvo
536,Welt::N,עולם,svet
537,Land::N,ארץ,územie
538,Land::N,ארץ,krajina
539,Staat::N,מדינה,štát
540,König::N,מלך,kráľ
541,Macht::N,כוח,moc
542,Macht::N,כוח,mocnosť
543,Grenze::N,גבול,hranica
544,Krieg::N,מלחמה,vojna
545,Feind::N,אויב,nepriateľ
546,Gewalt::N,אלימות,násilie
547,Kampf::N,קרב,boj
548,Kampf::N,לחימה,boj
549,Bogen[Waffe]::N,קשת,luk
550,Pfeil::N,חץ,šíp
551,Pfeil::N,חץ,strela
552,Gewehr::N,רובה,puška
553,Fehler::N,טעות,omyl
554,Fehler::N,טעות,chyba
555,Lüge::N,שקר,lož
556,Schaden::N,נזק,ujma
557,Schaden::N,נזק,škoda
558,Unglück::N,מזל רע,nešťastie
559,Schuld::N,אשמה,vina
560,Schuld::N,אשמה,previnenie
561,Alter::N,גיל,vek
562,Schluss::N,סיום,záver
563,Schluss::N,סיום,koniec
564,Zeit::N,זמן,čas
565,Tag::N,יום,deň
566,Morgen::N,בקר,ráno
567,Mittag::N,צהרים,poludnie
568,Abend::N,ערב,večer
569,Nacht::N,לילה,noc
570,Woche::N,שבוע,týždeň
571,Monat::N,חדש,mesiac
572,Jahr::N,שנה,rok
573,Frühling::N,אביב,jar
574,Sommer::N,קיץ,leto
575,Herbst::N,סתו,jeseň
576,Winter::N,חרף,zima
577,Januar::N,ינואר,január
578,Februar::N,פברואר,február
579,März::N,מרץ,marec
580,April::N,אפריל,apríl
581,Mai::N,מאי,máj
582,Juni::N,יוני,jún
583,Juli::N,יולי,júl
584,August::N,אוגוסט,august
585,September::N,ספטמבר,september
586,Oktober::N,אוקטובר,október
587,November::N,נובמבר,november
588,Dezember::N,דצמבר,december
589,Montag::N,יום שני,pondelok
590,Dienstag::N,יום שלישי,utorok
591,Mittwoch::N,יום רביעי,streda
592,Donnerstag::N,יום חמישי,štvrtok
593,Freitag::N,יום ששי,piatok
594,Samstag::N,יום שבת,sobota
595,Sonntag::N,יום ראשון,nedeľa
596,groß::A,גדול,veľký
597,klein::A,קטן,malý
598,lang::A,ארך,dlhý
599,kurz::A,קצר,krátky
600,breit::A,רחב,široký
601,schmal::A,צר,úzky
602,dicht::A,צפוף,hustý
603,dick[Gegenstand]::A,עבה,tlstý
604,dünn::A,דק,tenký
605,fein::A,מעדן,jemný
606,fest::A,מוצק,pevný
607,flach::A,שטוח,rovný
608,flach::A,שטוח,plochý
609,glatt::A,חלק,hladký
610,hart::A,קשיח,tvrdý
611,weich::A,רך,mäkký
612,rund::A,עגל,guľatý
613,rund::A,עגל,okrúhly
614,spitz::A,חד,končitý
615,scharf::A,חד,ostrý
616,stumpf::A,קהה,tupý
617,schwer::A,כבד,ťažký
618,schön::A,יפה,pekný
619,schön::A,יפה,krásny
620,heiß::A,חם,horúci
621,warm::A,חם,teplý
622,kalt::A,קר,studený
623,kühl::A,צונן,chladný
624,frisch::A,טרי,svieži
625,feucht::A,לח,vlhký
626,feucht::A,לח,zvlhnutý
627,nass::A,רטוב,mokrý
628,trocken::A,יבש,suchý
629,voll::A,מלא,plný
630,leer::A,ריק,prázdny
631,offen::A,פתוח,otvorený
632,geschlossen::A,סגור,zavretý
633,sauber::A,נקי,čistý
634,schmutzig::A,מלכלך,špinavý
635,roh::A,חי,surový
636,reif::A,בשל,zrelý
637,lecker::A,טעים,chutný
638,süß::A,מתוק,sladký
639,bitter::A,מר,horký
640,sauer::A,חמוץ,kyslý
641,hell::A,בהיר,jasný
642,hell::A,בהיר,svetlý
643,dunkel::A,עמום,temný
644,schwarz::A,שחר,čierny
645,weiß::A,לבן,biely
646,rot::A,אדם,červený
647,gelb::A,צהב,žltý
648,blau::A,כחל,modrý
649,blau::A,כחל,belasý
650,grün::A,ירק,zelený
651,grau::A,אפר,šedý
652,bunt::A,צבעוני,pestrý
653,billig::A,זול,lacný
654,teuer::A,יקר,drahý
655,wertvoll::A,יקר ערך,cenný
656,blind::A,עור,slepý
657,taub::A,חרש,hluchý
658,kräftig::A,חסן,silný
659,stark::A,חזק,silný
660,schwach::A,חלש,slabý
661,schwach::A,חלש,bezvládny
662,fett::A,שמן,tučný
663,schlank::A,רזה,štíhly
664,hübsch::A,יפה תאר,šumný
665,hübsch::A,יפה תאר,švárny
666,böse::A,רשע,zlý
667,dumm::A,טפש,hlúpy
668,faul::A,עצלן,lenivý
669,fleißig::A,חרוץ,snaživý
670,fleißig::A,חרוץ,usilovný
671,geizig::A,קמצן,skupý
672,geizig::A,קמצן,lakomý
673,klug::A,נבון,múdry
674,klug::A,נבון,bystrý
675,klug::A,פקח,múdry
676,klug::A,פקח,bystrý
677,geschickt::A,מימן,zručný
678,geschickt::A,מימן,šikovný
679,lieb::A,יקר,milý
680,lieb::A,אהוב,milý
681,lustig::A,עליז,veselý
682,sanft::A,עדין,nežný
683,hungrig::A,רעב,lačný
684,hungrig::A,רעב,hladný
685,krank::A,חולה,chorý
686,krank::A,חולה,nemocný
687,nackt::A,ערום,nahý
688,traurig::A,עצוב,smutný
689,lebendig::A,חי,živý
690,gut::A,טוב,dobrý
691,schlecht::A,גרוע,zlý
692,richtig::A,נכון,správny
693,schlimm::A,רע,zlý
694,schlimm::A,רע,nepríjemný
695,wahr::A,אמתי,pravý
696,wahr::A,אמתי,pravdivý
697,alt::A,ישן,starý
698,neu::A,חדש,nový
699,ehemalig::A,לשעבר,bývalý
700,alt[Lebewesen]::A,זקן,starý
701,jung::A,צעיר,mladý
702,arm::A,עני,chudobný
703,reich::A,עשיר,bohatý
704,bekannt::A,ידוע,známy
705,berühmt::A,מפרסם,slávny
706,berühmt::A,מפרסם,povestný
707,fremd::A,זר,cudzí
708,verschieden::A,שונה,rôzny
709,verschieden::A,שונה,rozličný
710,nah::A,קרוב,blízky
711,fern::A,רחוק,ďaleký
712,linker::A,שמאלי,ľavý
713,rechter::A,ימין,pravý
714,anderer::A,אחר,iný
715,anderer::A,אחר,druhý
716,erster::A,ראשון,prvý
717,zweiter::A,שני,druhý
718,dritter::A,שלישי,tretí
719,letzter::A,אחרון,ostatný
720,letzter::A,אחרון,posledný
721,allein::ADV,לבד,sám
722,auf einmal::ADV,בו-זמנית,zároveň
723,zusammen::ADV,ביחד,spolu
724,zusammen::ADV,ביחד,spoločne
725,lange::ADV,הרבה זמן,dlho
726,plötzlich::ADV,לפתע,náhle
727,plötzlich::ADV,פתאום,náhle
728,sofort::ADV,מיד,hneď
729,sofort::ADV,מיד,ihneď
730,später::ADV,לאחר זמן,neskoršie
731,später::ADV,יותר מאחר,neskoršie
732,jetzt::ADV,עכשיו,teraz
733,heute::ADV,היום,dnes
734,morgen::ADV,מחר,zajtra
735,bald::ADV,בקרוב,skoro
736,dann::ADV,אחר-כך,nato
737,dann::ADV,אחר-כך,potom
738,gestern::ADV,אתמול,včera
739,einst::ADV,לפנים,kedysi
740,einst::ADV,לפנים,niekedy
741,damals::ADV,אז,vtedy
742,danach::ADV,אחר-כך,potom
743,danach::ADV,אחר-כך,podľa toho
744,vorher::ADV,לפני זה,napred
745,vorher::ADV,לפני זה,predtým
746,zuerst::ADV,קדם,najprv
747,einmal::ADV,פעם,raz
748,einmal::ADV,פעם,jedenkrát
749,manchmal::ADV,לפעמים,občas
750,manchmal::ADV,לפעמים,niekedy
751,oft::ADV,לעתים קרובות,často
752,immer::ADV,תמיד,vždy
753,immer::ADV,תמיד,ustavične
754,niemals::ADV,אף פעם,nikdy
755,hier::ADV,כאן,tu
756,hierhin::ADV,פה,sem
757,hierhin::ADV,פה,tade
758,von hier::ADV,מפה,odtiaľto
759,dort::ADV,שם,tam
760,dorthin::ADV,שם,ta
761,dorthin::ADV,שם,tam
762,geradeaus::ADV,ישר,rovno
763,geradeaus::ADV,ישר,priamo
764,vorwärts::ADV,קדימה,napred
765,rückwärts::ADV,לאחור,nazad
766,zurück::ADV,בחזרה,späť
767,zurück::ADV,בחזרה,naspäť
768,zurück::ADV,אחורנית,späť
769,zurück::ADV,אחורנית,naspäť
770,unten::ADV,למטה,dolu
771,unten::ADV,למטה,naspodku
772,hinab::ADV,למטה,dolu
773,oben::ADV,מעל,hore
774,oben::ADV,מעל,navrchu
775,oben::ADV,למעלה,hore
776,oben::ADV,למעלה,navrchu
777,hinauf::ADV,למעלה,hore
778,hinauf::ADV,למעלה,navrch
779,überall::ADV,בכל מקום,všade
780,nicht::ADV,לא,nie
781,ein wenig::ADV,קצת,trocha
782,kaum::ADV,בקשי,ledva
783,sehr::ADV,מאוד,veľmi
784,so::ADV,כך,tak
785,so::ADV,כך,takto
786,so::ADV,ככה,tak
787,so::ADV,ככה,takto
788,noch::ADV,עוד,ešte
789,noch::ADV,עדין,ešte
790,nur::ADV,רק,len
791,schon::ADV,כבר,už
792,wieder::ADV,שוב,zasa
793,vergebens::ADV,לריק,márne
794,vergebens::ADV,לריק,nadarmo
795,vergebens::ADV,לשוא,márne
796,vergebens::ADV,לשוא,nadarmo
797,vor::PRP,מול,pred
798,hinter::PRP,מאחורי,za
799,unter::PRP,מתחת,pod
800,durch::PRP,דרך,cez
801,neben::PRP,ליד,pri
802,neben::PRP,ליד,vedľa
803,neben::PRP,על-יד,pri
804,neben::PRP,על-יד,vedľa
805,zwischen::PRP,בין,medzi
806,wegen::PRP,בשל,pre
807,wegen::PRP,בשל,kvôli
808,wegen::PRP,בגלל,pre
809,wegen::PRP,בגלל,kvôli
