,Concept_ID,sk,ab
369,Holz::N,drevo,амҿымаҭəахə
370,Brett::N,doska,аӷəы
371,Platte::N,doska,ахаҳәцәы
372,Platte::N,platňa,ахаҳәцәы
373,Stütze::N,opora,аҵаргəа
374,Stütze::N,opora,агəышьаҟа
375,Stange::N,tyč,акьат
376,Stock::N,palica,алаба
377,Stab::N,palica,акьат
378,Rohr::N,rúra,абыкь
379,Haus::N,dom,аҩны
380,Heim::N,domov,аҭаацəа
381,Ofen::N,pec,аҳақə
382,Ofen::N,pec,ауаџьаҟ
383,Ofen::N,pec,афрына
384,Ofen::N,kachle,аҳақə
385,Ofen::N,kachle,ауаџьаҟ
386,Ofen::N,kachle,афрына
387,Fußboden::N,dlážka,адашьма
388,Fußboden::N,podlaha,адашьма
389,Tisch::N,stôl,аишәа
390,Stuhl::N,stolička,аҟəардə
391,Wiege::N,kolíska,агара
392,Bett::N,lôžko,акаруаҭ
393,Bett::N,posteľ,акаруаҭ
394,Regal::N,regál,акыӷəра
395,Regal::N,polica,акыӷəра
396,Kiste::N,debna,аидчаҧала
397,Fenster::N,okno,аҧенџьыр
398,Fenster::N,oblok,аҧенџьыр
399,Tür::N,dvere,ашə
400,Tor::N,vráta,агəашə
401,Zaun::N,plot,аанда
402,Zaun::N,ohrada,аанда
403,Dach::N,krov,ахыб
404,Dach::N,strecha,ахыб
405,Leiter::N,rebrík,амардуан
406,Leiter::N,rebrina,амардуан
407,Besen::N,metla,аҧссага
408,Spaten::N,rýľ,ажыга
409,Schaufel::N,lopata,аҭəарӷəы
410,Gabel::N,vidlička,ачқьыҧ
411,Löffel::N,lyžica,амҳаҵə
412,Messer::N,nôž,аҳəызба
413,Nagel::N,klinec,аҵəымӷ
414,Netz::N,sieť,акаҭа
415,Haken::N,hák,аҵəаҳə
416,Haken::N,háčik,аҵəаҳə
417,Griff::N,rukoväť,амаа
418,Schloss::N,zámka,асаҧаҭ
419,Bild::N,obraz,асахьа
420,Figur::N,figúra,афигура
421,Puppe::N,bábka,акьанџьа
422,Puppe::N,bábika,акьанџьа
423,Beutel::N,vrece,асакь
424,Beutel::N,vrecko,асакь
425,Bündel::N,uzlík,аҿаҳəара
426,Bündel::N,zväzok,аҿаҳəара
427,Tasche::N,taška,арҭмаҟ
428,Tasche::N,kabelka,арҭмаҟ
429,Eimer::N,vedro,аведра
430,Deckel::N,vrchnák,ахҩа
431,Deckel::N,pokrývka,ахҩа
432,Geschirr::N,nádoba,ачысмаҭəа
433,Sack::N,mech,асакь
434,Sack::N,vrece,асакь
435,Tasse::N,šálka,аҵəца
436,Topf::N,hrniec,акаструлиа
437,Kessel::N,kotol,ачуан
438,Essen::N,jedlo,
439,Nahrung::N,strava,афатə
440,Nahrung::N,potrava,афатə
441,Speise::N,jedlo,афатə
442,Fleisch::N,mäso,акəац
443,Getreide::N,obilie,ачакуа
444,Brei::N,kaša,ақашь
445,Brot::N,chlieb,ача
446,Scheibe::N,kotúč,аҽыҭ
447,Scheibe::N,kotúč,аҿаҵа
448,Scheibe::N,krajec,аҽыҭ
449,Scheibe::N,krajec,аҿаҵа
450,Fett::N,tuk,ашша
451,Fett::N,masť,ашша
452,Butter::N,maslo,ахəша
453,Öl::N,olej,азеҭ
454,Salz::N,soľ,аџьыка
455,Suppe::N,polievka,асуҧ
456,Honig::N,med,ацха
457,Milch::N,mlieko,ахш
458,Tee::N,čaj,ачаи
459,Leder::N,koža,ацəа
460,Wolle::N,vlna,аласа
461,Stoff::N,súkno,Аба
462,Nadel::N,ihla,агəыр
463,Faden::N,niť,арахəыц
464,Faden::N,vlákno,арахəыц
465,Knopf::N,gombík,аҳəынҵəра
466,Knoten::N,uzol,аиқəҳəала
467,Farbe::N,farba,ашəыга
468,Kleidung::N,šaty,амаҭəа
469,Kleidung::N,šatstvo,амаҭəа
470,Hemd::N,košeľa,акьаҿ
471,Kragen::N,golier,ахəда
472,Ärmel::N,rukáv,амаӷра
473,Hose::N,nohavice,аиқəа
474,Gürtel::N,pás,амаҟа
475,Gürtel::N,opasok,амаҟа
476,Mütze::N,čiapka,ахылҧа
477,Schuh::N,obuv,аимаа
478,Schuh::N,topánka,аимаа
479,Stiefel::N,čižma,амагə
480,Ring::N,prsteň,амацəаз
481,Band::N,stuha,алента
482,Kamm::N,hrebeň,ахҳəа
483,Spiegel::N,zrkadlo,асаркьа
484,Riemen::N,remeň,аа
485,Schnur::N,šnúra,ашаха
486,Leine::N,vodidlo,аҕура
487,Decke::N,deka,ахыза
488,Decke::N,prikrývka,ахыза
489,Kissen::N,poduška,ахчы
490,Tuch::N,šatka,акасы
491,Handtuch::N,uterák,ампахьшьы
492,Kraft::N,moc,амч
493,Stärke::N,sila,амч
494,Gesundheit::N,zdravie,агəабзиара
495,Krankheit::N,nemoc,ачымазара
496,Krankheit::N,choroba,ачымазара
497,Schmerz::N,bolesť,ахьаа
498,Wunde::N,rana,ахəра
499,Fieber::N,horúčka,ашоура
500,Arznei::N,liek,ахəшə
501,Brücke::N,most,ацҳа
502,Brunnen::N,studňa,аҵыџь
503,Weide::N,pastva,аҳəырҭа
504,Pfad::N,chodník,амхəасҭа
505,Weg::N,cesta,амҩа
506,Straße::N,hradská,амҩа
507,Dorf::N,dedina,ақыҭа
508,Stadt::N,mesto,ақалақь
509,Brief::N,list,ашəҟəы
510,Buch::N,kniha,ашəҟəы
511,Buchstabe::N,litera,анбан
512,Buchstabe::N,písmeno,анбан
513,Zeitung::N,noviny,агазеҭ
514,Leben::N,život,аҧсҭазаара
515,Tod::N,smrť,аҧсра
516,Grab::N,hrob,анышəынҭра
517,Kirche::N,kostol,ауахəама
518,Sünde::N,hriech,агəнаҳа
519,Gott::N,boh,анцəа
520,Arbeiter::N,robotník,аусуҩ
521,Arbeiter::N,pracnovík,аусуҩ
522,Chef::N,šéf,Аиҳабы
523,Chef::N,riaditeľ,Аиҳабы
524,Meister::N,majster,аҟаза
525,Arzt::N,lekár,аҳақьым
526,Lehrer::N,učiteľ,арҵаҩы
527,Geld::N,peniaze,аҧара
528,Geschäft::N,obchod,
529,Laden::N,obchod,амагазин
530,Preis::N,cena,ахə
531,Ware::N,tovar,атауар
532,Nutzen::N,osoh,ақьар
533,Nutzen::N,úžitok,ақьар
534,Reichtum::N,bohatstvo,абеиара
535,Welt::N,svet,адунеи
536,Land::N,územie,атəыла
537,Land::N,krajina,атəыла
538,Staat::N,štát,аҳəынҭқарра
539,König::N,kráľ,акрал
540,Macht::N,moc,амчра
541,Macht::N,mocnosť,амчра
542,Grenze::N,hranica,аҳəаа
543,Krieg::N,vojna,аибашьра
544,Feind::N,nepriateľ,Аҕа
545,Gewalt::N,násilie,ақəымчра
546,Kampf::N,boj,ақəҧара
547,Bogen[Waffe]::N,luk,ахыц
548,Pfeil::N,šíp,ахəымпал
549,Pfeil::N,strela,ахəымпал
550,Gewehr::N,puška,ашəақь
551,Fehler::N,omyl,агха
552,Fehler::N,chyba,агха
553,Lüge::N,lož,амц
554,Schaden::N,ujma,аҧырхага
555,Schaden::N,škoda,аҧырхага
556,Unglück::N,nešťastie,арыцҳара
557,Schuld::N,vina,ахара
558,Schuld::N,previnenie,ахара
559,Alter::N,vek,ақəра
560,Schluss::N,záver,анҵəамҭа
561,Schluss::N,koniec,анҵəамҭа
562,Zeit::N,čas,аамта
563,Tag::N,deň,амш
564,Morgen::N,ráno,ашара
565,Morgen::N,ráno,ашьыбжь
566,Mittag::N,poludnie,шьыбжьон
567,Abend::N,večer,ахəылҧаз
568,Abend::N,večer,ахəлбыҽха
569,Nacht::N,noc,аҵх
570,Woche::N,týždeň,амчыбжь
571,Monat::N,mesiac,
572,Jahr::N,rok,
573,Frühling::N,jar,ааҕын
574,Sommer::N,leto,аҧхын
575,Herbst::N,jeseň,ҭагалан
576,Herbst::N,jeseň,хкаарачан
577,Winter::N,zima,аӡын
578,Januar::N,január,ианвар
579,Februar::N,február,февраль
580,März::N,marec,март
581,April::N,apríl,апрель
582,Mai::N,máj,маи
583,Juni::N,jún,иуун
584,Juli::N,júl,иууль
585,August::N,august,август
586,September::N,september,сентиабр
587,Oktober::N,október,октиабр
588,November::N,november,ноиабр
589,Dezember::N,december,декабр
590,Montag::N,pondelok,ашəахьа
591,Dienstag::N,utorok,аҩаша
592,Mittwoch::N,streda,ахаша
593,Donnerstag::N,štvrtok,аҧшьаша
594,Freitag::N,piatok,ахəаша
595,Samstag::N,sobota,асабша
596,Sonntag::N,nedeľa,амҽыша
597,groß::A,veľký,аду
598,klein::A,malý,амаҷ
599,lang::A,dlhý,ахəхəа
600,kurz::A,krátky,акьаҿ
601,breit::A,široký,аиужь
602,breit::A,široký,аиҵых
603,schmal::A,úzky,аҭшəа
604,dicht::A,hustý,аилач
605,dick[Gegenstand]::A,tlstý,ажəпа
606,dünn::A,tenký,
607,fein::A,jemný,апа
608,fein::A,jemný,аҵаӷа
609,fein::A,jemný,аӡа
610,fest::A,pevný,аҟаца
611,fest::A,pevný,аӷəӷəаҟаца
612,flach::A,rovný,ақəаҟьа
613,flach::A,rovný,аҧаҟьа
614,flach::A,plochý,ақəаҟьа
615,flach::A,plochý,аҧаҟьа
616,glatt::A,hladký,аимаҩзы
617,hart::A,tvrdý,акьакьа
618,weich::A,mäkký,атата
619,rund::A,guľatý,акəмпыл
620,rund::A,okrúhly,акəмпыл
621,spitz::A,končitý,аҵар
622,scharf::A,ostrý,аҵар
623,stumpf::A,tupý,ацагə
624,schwer::A,ťažký,ахьанҭа
625,schön::A,pekný,аҧшӡа
626,schön::A,krásny,аҧшӡа
627,heiß::A,horúci,ашы
628,warm::A,teplý,аҧха
629,kalt::A,studený,ахьшəашəа
630,kühl::A,chladný,ахьшəашəа
631,kühl::A,chladný,ицәыхьшәашәоу
632,frisch::A,svieži,цқьа
633,feucht::A,vlhký,ацəаак
634,feucht::A,zvlhnutý,ацəаак
635,nass::A,mokrý,абааӡа
636,trocken::A,suchý,Аба
637,trocken::A,suchý,аҩа
638,voll::A,plný,азна
639,leer::A,prázdny,аҭацəы
640,offen::A,otvorený,аарта
641,geschlossen::A,zavretý,ихҩоу
642,geschlossen::A,zavretý,иаркыу
643,sauber::A,čistý,ацқьа
644,schmutzig::A,špinavý,аҟьашь
645,roh::A,surový,
646,reif::A,zrelý,Арҭ
647,reif::A,zrelý,аҟала
648,reif::A,zrelý,иҟалахьоу
649,lecker::A,chutný,ахаа
650,süß::A,sladký,азла
651,bitter::A,horký,аша
652,sauer::A,kyslý,аҵəҵəы
653,hell::A,jasný,алаша
654,hell::A,svetlý,алаша
655,dunkel::A,temný,алашьца
656,schwarz::A,čierny,аиқуаҵәа
657,weiß::A,biely,ашкəакəа
658,rot::A,červený,аҟаҧшь
659,gelb::A,žltý,аҩеижь
660,blau::A,modrý,аҽҵәа
661,blau::A,belasý,аҽҵәа
662,grün::A,zelený,ашьацҧшҭəала
663,grün::A,zelený,аеҵəа
664,grau::A,šedý,ацəыш
665,bunt::A,pestrý,Аилыҕраа
666,bunt::A,pestrý,аҕраҷкəын
667,billig::A,lacný,амариа
668,teuer::A,drahý,амҩан
669,wertvoll::A,cenný,кыр иаҕсоу
670,wertvoll::A,cenný,акыр иаҕсоу
671,blind::A,slepý,алашə
672,taub::A,hluchý,адагəа
673,kräftig::A,silný,аӷəӷəа
674,stark::A,silný,абаҟа
675,schwach::A,slabý,акəада
676,schwach::A,bezvládny,акəада
677,fett::A,tučný,аҧсыла
678,schlank::A,štíhly,акала
679,schlank::A,štíhly,акьалантар
680,schlank::A,štíhly,аиҿартə
681,hübsch::A,šumný,аҧшӡа
682,hübsch::A,švárny,аҧшӡа
683,böse::A,zlý,абааҧсы
684,dumm::A,hlúpy,агаӡа
685,faul::A,lenivý,аашьа
686,fleißig::A,snaživý,иҟубҷоу
687,fleißig::A,usilovný,иҟубҷоу
688,geizig::A,skupý,акы
689,geizig::A,skupý,акаҷбеи
690,geizig::A,skupý,аҟəџьыр
691,geizig::A,lakomý,акы
692,geizig::A,lakomý,акаҷбеи
693,geizig::A,lakomý,аҟəџьыр
694,klug::A,múdry,аҟəыш
695,klug::A,múdry,аҟəыӷа
696,klug::A,bystrý,аҟəыш
697,klug::A,bystrý,аҟəыӷа
698,geschickt::A,zručný,напҟазала
699,geschickt::A,šikovný,напҟазала
700,lieb::A,milý,алашара
701,lustig::A,veselý,алах-ҿых
702,lustig::A,veselý,игурҕьаччо
703,lustig::A,veselý,агурҕьа
704,lustig::A,veselý,агурҿыхага
705,sanft::A,nežný,атата
706,sanft::A,nežný,аҟəымшəышə
707,sanft::A,nežný,ақьыҧш
708,hungrig::A,lačný,амлашь
709,hungrig::A,hladný,амлашь
710,krank::A,chorý,ачымазаҩ
711,krank::A,nemocný,ачымазаҩ
712,nackt::A,nahý,аҟьантаз
713,traurig::A,smutný,алахьеиқəҵага
714,lebendig::A,živý,абза
715,gut::A,dobrý,абзиа
716,schlecht::A,zlý,-хəарҭам
717,richtig::A,správny,иашоу
718,schlimm::A,zlý,абааҧсы
719,schlimm::A,nepríjemný,абааҧсы
720,wahr::A,pravý,агəҭылса
721,wahr::A,pravý,абзиаҵəҟьа
722,wahr::A,pravdivý,агəҭылса
723,wahr::A,pravdivý,абзиаҵəҟьа
724,alt::A,starý,Ажə
725,neu::A,nový,аҿыц
726,ehemalig::A,bývalý,анкьатәи
727,alt[Lebewesen]::A,starý,абырг
728,alt[Lebewesen]::A,starý,ақабада
729,alt[Lebewesen]::A,starý,Ажə
730,jung::A,mladý,аҟата
731,arm::A,chudobný,ананамга
732,reich::A,bohatý,абеиа
733,bekannt::A,známy,адыр
734,berühmt::A,slávny,адыр
