,Concept_ID,he,ce
230,Kummer::N,יגון,бала
231,Kummer::N,עגמה,бала
232,Wunsch::N,אחול,лаам
233,Wunsch::N,משאלה,лаам
234,Lust::N,חשק,лаам
235,Lust::N,תשוקה,лаам
236,Geist::N,רוח,са
237,Gedanke::N,מחשבה,ойла
238,Gedächtnis::N,זכרון,диццадалар
239,Verstand::N,שכל,хьекъал
240,Sinn::N,מובן,маьӏна
241,Sinn::N,משמעות,маьӏна
242,Grund::N,סבה,бахьана
243,Wahrheit::N,אמת,бакъдерг
244,Gespräch::N,דיון,къамел
245,Märchen::N,אגדה,туьйра
246,Erzählung::N,ספור,дийцар
247,Nachricht::N,ידיעה,хаам
248,Neuigkeit::N,חדשה,керланиг
249,Name::N,שם,цӏе
250,Rätsel::N,תעלומה,хӏетал-метал
251,Rede::N,נאום,къамел
252,Sprache::N,לשון,мотт
253,Stimme::N,קול,aз
254,Wort::N,מלה,дош
255,Zeichen::N,סימן,билгало
256,Ruf::N,קריאה,кхайкхар
257,Lärm::N,רעש,гӏовгӏа
258,Laut::N,הגה,аз
259,Ton::N,צליל,aз
260,Lied::N,שיר,илли
261,Ruhe::N,שלוה,тийналла
262,Leute::N,אנשים,нах
263,Volk::N,עם,халкъ
264,Arbeit::N,עבודה,болх
265,Gast::N,אורח,хьаша
266,Geschenk::N,מתנה,совгӏат
267,Spiel::N,משחק,ловзар
268,Gesellschaft::N,חברה,юкъаралла
269,Hilfe::N,עזרה,гӏо
270,Freund::N,חבר,доттагl
271,Freund::N,ידיד,доттагl
272,Kamerad::N,רע,накъост
273,Angelegenheit::N,ענין,гӏуллакх
274,Anzahl::N,מספר,терахь
275,Art::N,סוג,
276,Stück::N,חתיכה,юьхк
277,Teil::N,פרק,дакъа
278,Hälfte::N,חצי,ах
279,Kreis::N,מעגל,го
280,Kreuz::N,צלב,жӏара
281,Linie::N,קו,сиз
282,Strich::N,קו קצר,сиз
283,Abstand::N,מרחק,юкъ
284,Entfernung::N,מרחק,
285,Gegend::N,נוף,мeттиг
286,Platz::N,שטח,майда
287,Ort::N,אתר,меттиг
288,Ort::N,מקום,меттиг
289,Seite::N,צד,aгӏo
290,Mitte::N,אמצע,юкъ
291,Gegenstand::N,אוביקט,хӏума
292,Sache::N,דבר,хӏума
293,Rand::N,פרור,йист
294,Kante::N,קצה,йист
295,Ecke::N,פנה,са
296,Spitze::N,קצה,ралла
297,Ende::N,סוף,юьхьиг
298,Loch::N,חר,ӏуьрг
299,Winkel::N,פנה,са
300,Muster::N,תבנית,дагар
301,Muster::N,תבנית,тӏамар
302,Größe::N,גדל,барам
303,Länge::N,ארך,йохалла
304,Höhe::N,קומה,локхалла
305,Höhe::N,גבה,локхалла
306,Gewicht::N,משקל,йозалла
307,Menge::N,כמות,дукхалла
308,Haufen::N,ערמה,сал
309,Haufen::N,ערמה,оьла
310,Reihe::N,רצף,рагӏ
311,Reihe::N,רצף,могӏа
312,Boot::N,סירה,кема
313,Ruder::N,משוט,пийсиг
314,Schlitten::N,מזחלת,салаз
315,Ski::N,מגלשים,когсалаз
316,Lagerfeuer::N,מדורה,цӏе
317,Last::N,משא,дукъ
318,Gang::N,הליכה,лелар
319,Schritt::N,צעד,гӏулч
320,Norden::N,צפון,къилбаседе
321,Süden::N,דרום,къилбе
322,Westen::N,מערב,малхбузе
323,Osten::N,מזרח,малхбале
324,Holz::N,עץ,дечиг
325,Brett::N,קרש,у
326,Platte::N,לוח,у
327,Stütze::N,משען,гӏopтоp
328,Stange::N,מוט,гӏуркх
329,Stock::N,מקל,ӏаса
330,Stab::N,מוט,гӏаж
331,Rohr::N,צנור,биргӏа
332,Haus::N,בית,цӏа
333,Heim::N,בית,кхерч
334,Ofen::N,תנור,кхерч
335,Fußboden::N,רצפה,цӏенкъа
336,Tisch::N,שלחן,шун
337,Stuhl::N,כסא,гӏант
338,Wiege::N,ערש,ага
339,Bett::N,מטה,маьнга
340,Regal::N,מדף,терхи
341,Kiste::N,תבה,яьшка
342,Kiste::N,ארגז,яьшка
343,Fenster::N,חלון,кор
344,Tür::N,דלת,неӏ
345,Tor::N,שער,ков
346,Zaun::N,גדר,керт
347,Dach::N,גג,тхов
348,Leiter::N,סלם,лами
349,Besen::N,מטאטא,нуй
350,Spaten::N,את,бел
351,Schaufel::N,את,аьшкал
352,Gabel::N,מזלג,мӏара
353,Löffel::N,כף,ӏайг
354,Messer::N,סכין,урс
355,Nagel::N,מסמר,хьостам
356,Netz::N,רשת,бой
357,Haken::N,וו,мӏара
358,Haken::N,קרס,мӏара
359,Griff::N,ידית,
360,Schloss::N,מנעול,чӏега
361,Bild::N,תמונה,сурт
362,Figur::N,פסל,
363,Puppe::N,בבה,тайниг
364,Beutel::N,שק,гали
365,Bündel::N,צרור,кочар
366,Tasche::N,שקית,тӏоьрмиг
367,Eimer::N,דלי,чийлик
368,Deckel::N,מכסה,негӏар
369,Geschirr::N,כלים,пхьегӏа
370,Sack::N,שק,гали
371,Tasse::N,ספל,кад
372,Topf::N,סיר,яй
373,Kessel::N,קנקן,яй
374,Essen::N,אכל,юург
375,Essen::N,ארוחה,юург
376,Nahrung::N,הזנה,кхача
377,Nahrung::N,תזונה,кхача
378,Speise::N,מאכל,юург
379,Speise::N,ארוחה,юург
380,Fleisch::N,בשר,жижиг
381,Getreide::N,דגן,буьртиг
382,Brei::N,מחית,xудар
383,Brot::N,לחם,бепиг
384,Brot::N,לחם,кхаллар
385,Scheibe::N,עגול,цастар
386,Scheibe::N,פרוסה,цастар
387,Fett::N,שמן,мохь
388,Butter::N,חמאה,налха
389,Öl::N,שמן,даьтта
390,Salz::N,מלח,туьха
391,Suppe::N,מרק,чорпа
392,Honig::N,דבש,моз
393,Milch::N,חלב,шура
394,Tee::N,תה,чай
395,Leder::N,עור,цӏока
396,Wolle::N,צמר,тӏapгӏa
397,Stoff::N,בד,кӏади
398,Stoff::N,אריג,кӏади
399,Nadel::N,מחט,маха
400,Faden::N,חוט,тай
401,Knopf::N,כפתור,нуьйда
402,Knoten::N,קשר,шад
403,Farbe::N,צבע,сир
404,Farbe::N,צבע,басар
405,Kleidung::N,בגדים,бедар
406,Hemd::N,חלצה,коч
407,Kragen::N,צוארון,кач
408,Ärmel::N,שרוול,пхьош
409,Hose::N,מכנסים,хеча
410,Gürtel::N,חגורה,доьхка
411,Mütze::N,כובע,куй
412,Schuh::N,נעל,мача
413,Stiefel::N,מגף,этка
414,Ring::N,טבעת,чӏуг
415,Band::N,סרט,лента
416,Kamm::N,מסרק,ехк
417,Spiegel::N,מראה,куьзга
418,Riemen::N,רצועה,доьхка
419,Schnur::N,חבל,муш
420,Leine::N,מושכות,кочатосу доьхка
421,Decke::N,שמיכה,юргӏа
422,Kissen::N,כרית,гIайба
423,Tuch::N,צעיף,исхар
424,Handtuch::N,מגבת,гата
425,Kraft::N,כוח,гӏора
426,Stärke::N,און,гӏап
427,Gesundheit::N,בריאות,могашалла
428,Krankheit::N,מחלה,цамгар
429,Schmerz::N,כאב,лазар
430,Wunde::N,פציעה,чов
431,Fieber::N,חם,xорша
432,Arznei::N,תרופה,молха
433,Brücke::N,גשר,тӏай
434,Brunnen::N,באר,гӏу
435,Weide::N,אחו,дак
436,Weide::N,מרעה,дак
437,Pfad::N,שביל,тача
438,Pfad::N,מדרכה,тача
439,Weg::N,דרך,некъ
440,Straße::N,כביש,урам
441,Dorf::N,כפר,юрт
442,Stadt::N,עיר,гӏала
443,Brief::N,מכתב,кехат
444,Buch::N,ספר,жайна
445,Buchstabe::N,אות,элп
446,Zeitung::N,עתון,газет
447,Leben::N,חיים,дахар
448,Tod::N,מות,далар
449,Tod::N,מות,ӏожалла
450,Grab::N,קבר,каш
451,Kirche::N,כנסיה,килс
452,Sünde::N,חטא,къа
453,Gott::N,אל,дела
454,Arbeiter::N,פועל,белхало
455,Chef::N,ראש,хьаькам
456,Chef::N,מנהל,хьаькам
457,Meister::N,ממחה,говзанча
458,Arzt::N,רופא,лор
459,Lehrer::N,מורה,хьехархо
460,Geld::N,כסף,aхча
461,Geschäft::N,עסקה,туька
462,Laden::N,חנות,туька
463,Preis::N,מחיר,мах
464,Ware::N,סחורה,хlума
465,Nutzen::N,תועלת,пайда
466,Reichtum::N,עשר,хьал
467,Welt::N,עולם,дуьне
468,Land::N,ארץ,мохк
469,Staat::N,מדינה,пачхьалкх
470,König::N,מלך,паччахь
471,Macht::N,כוח,ӏедал
472,Grenze::N,גבול,доза
473,Krieg::N,מלחמה,тӏом
474,Feind::N,אויב,мостагӏ
475,Gewalt::N,אלימות,гӏело
476,Kampf::N,קרב,къийсам
477,Kampf::N,לחימה,къийсам
478,Bogen[Waffe]::N,קשת,
479,Pfeil::N,חץ,пха
480,Gewehr::N,רובה,топ
481,Fehler::N,טעות,гӏалат
482,Lüge::N,שקר,аьшпаш
483,Schaden::N,נזק,зен
484,Unglück::N,מזל רע,бала
485,Schuld::N,אשמה,бехк
486,Alter::N,גיל,хан
487,Schluss::N,סיום,чакхе
488,Zeit::N,זמן,хан
489,Tag::N,יום,де
490,Morgen::N,בקר,ӏуьйре
491,Mittag::N,צהרים,делкъе
492,Abend::N,ערב,суьйре
493,Nacht::N,לילה,буьйса
494,Woche::N,שבוע,кӏира
495,Monat::N,חדש,бутт
496,Jahr::N,שנה,шо
497,Frühling::N,אביב,бӏаьсте
498,Sommer::N,קיץ,аьхке
499,Herbst::N,סתו,гуьйре
500,Winter::N,חרף,ӏа
501,Januar::N,ינואר,январь
502,Februar::N,פברואר,февраль
503,März::N,מרץ,март
504,April::N,אפריל,апрель
505,Mai::N,מאי,май
506,Juni::N,יוני,июнь
507,Juli::N,יולי,июль
508,August::N,אוגוסט,август
509,September::N,ספטמבר,сентябрь
510,Oktober::N,אוקטובר,октябрь
511,November::N,נובמבר,ноябрь
512,Dezember::N,דצמבר,декабрь
513,Montag::N,יום שני,оршот
514,Dienstag::N,יום שלישי,шинара
515,Mittwoch::N,יום רביעי,кхаара
516,Donnerstag::N,יום חמישי,еара
517,Freitag::N,יום ששי,пӏераска
518,Samstag::N,יום שבת,шот
519,Sonntag::N,יום ראשון,кӏиранде
520,groß::A,גדול,доккха
521,klein::A,קטן,кегий
522,lang::A,ארך,еха
523,kurz::A,קצר,доца
524,breit::A,רחב,шуьйра
525,schmal::A,צר,готта
526,dicht::A,צפוף,луьста
527,dick[Gegenstand]::A,עבה,стомма
528,dünn::A,דק,дуткъа
529,fein::A,מעדן,ховха
530,fest::A,מוצק,чӏогӏа
531,flach::A,שטוח,чӏапа
532,glatt::A,חלק,шера
533,hart::A,קשיח,чӏогӏa
534,weich::A,רך,кӏеда
535,rund::A,עגל,горга
536,spitz::A,חד,ира
537,scharf::A,חד,ира
538,stumpf::A,קהה,аьртa
539,schwer::A,כבד,деза
540,schön::A,יפה,хаза
541,heiß::A,חם,довха
542,warm::A,חם,довха
543,kalt::A,קר,шийла
544,kühl::A,צונן,шийла
545,frisch::A,טרי,керла
546,feucht::A,לח,тӏуьна
547,nass::A,רטוב,тӏеда
548,trocken::A,יבש,eкъа
549,voll::A,מלא,дуьзна
550,leer::A,ריק,яьсса
551,offen::A,פתוח,диллина
552,geschlossen::A,סגור,дӏакъевлина
553,geschlossen::A,סגור,дӏачӏагӏдина
554,sauber::A,נקי,цӏена
555,schmutzig::A,מלכלך,боьха
556,roh::A,חי,буьйда
557,reif::A,בשל,хилла
558,lecker::A,טעים,чоме
559,süß::A,מתוק,мерза
560,bitter::A,מר,къаьхьа
561,sauer::A,חמוץ,муьста
562,hell::A,בהיר,сирла
563,dunkel::A,עמום,бодане
564,schwarz::A,שחר,ӏаьржа
565,weiß::A,לבן,кӏайн
566,rot::A,אדם,цӏен
567,gelb::A,צהב,можа
568,blau::A,כחל,сийна
569,grün::A,ירק,баьццара
570,grau::A,אפר,cира
571,grau::A,אפר,мокха
572,bunt::A,צבעוני,къорза
573,billig::A,זול,дораха
574,teuer::A,יקר,деза
575,wertvoll::A,יקר ערך,мехала
576,blind::A,עור,бӏаьрзе
577,taub::A,חרש,къора
578,kräftig::A,חסן,нуьцкъала
579,stark::A,חזק,зоьртала
580,stark::A,חזק,нуьцкъала
581,schwach::A,חלש,гӏорасиза
582,fett::A,שמן,дерстана
583,schlank::A,רזה,куц долу
584,hübsch::A,יפה תאר,хаза
585,böse::A,רשע,вон
586,dumm::A,טפש,сонта
587,faul::A,עצלן,мало ен
588,fleißig::A,חרוץ,тӏера
589,geizig::A,קמצן,пис
590,geizig::A,קמצן,сутара
591,klug::A,נבון,хьекъале
592,klug::A,פקח,хьекъале
593,geschickt::A,מימן,тӏахъаьлла
594,lieb::A,יקר,хьоме
595,lieb::A,אהוב,хьоме
596,lustig::A,עליז,самукъане
597,sanft::A,עדין,кlеда
598,hungrig::A,רעב,меца
599,krank::A,חולה,цомгуш долу
600,nackt::A,ערום,дерзана
601,traurig::A,עצוב,самукъане воцу
602,lebendig::A,חי,дийна
603,gut::A,טוב,дика
604,schlecht::A,גרוע,вон
605,richtig::A,נכון,нийса
606,schlimm::A,רע,вон
607,wahr::A,אמתי,бакъдолу
608,alt::A,ישן,къена
609,neu::A,חדש,керла
610,ehemalig::A,לשעבר,хилла
611,alt[Lebewesen]::A,זקן,къена
612,jung::A,צעיר,къона
613,arm::A,עני,къен
614,reich::A,עשיר,хьоле
615,bekannt::A,ידוע,девзаш долу
616,berühmt::A,מפרסם,цӏеяхана
617,fremd::A,זר,нехан
618,verschieden::A,שונה,тайп-тайпанара
619,nah::A,קרוב,гергара
620,fern::A,רחוק,гена
621,fern::A,רחוק,генара
622,linker::A,שמאלי,аьрру
623,rechter::A,ימין,аьтту
624,anderer::A,אחר,кхин
625,erster::A,ראשון,хьалхара
626,zweiter::A,שני,шолгIа
627,dritter::A,שלישי,кхоалгӏа
628,letzter::A,אחרון,тӏаьххьара
629,allein::ADV,לבד,цхьаъ
630,auf einmal::ADV,בו-זמנית,цу сохьтта
631,zusammen::ADV,ביחד,цхьана
632,lange::ADV,הרבה זמן,дукха
633,plötzlich::ADV,לפתע,цIеххьана
634,plötzlich::ADV,פתאום,цIеххьана
635,sofort::ADV,מיד,цу сохьтта
636,später::ADV,לאחר זמן,тӏаьхьо
637,später::ADV,יותר מאחר,тӏаьхьо
638,jetzt::ADV,עכשיו,хӏинца
639,heute::ADV,היום,тахана
640,morgen::ADV,מחר,кхана
641,bald::ADV,בקרוב,кеста
642,dann::ADV,אחר-כך,тӏаккха
643,gestern::ADV,אתמול,селхана
644,einst::ADV,לפנים,цкъа
645,damals::ADV,אז,хӏетахьь
646,danach::ADV,אחר-כך,тӏаккха
647,vorher::ADV,לפני זה,хьалхa
648,zuerst::ADV,קדם,хьалха
649,einmal::ADV,פעם,цкъа
650,manchmal::ADV,לפעמים,цкъаццкъа
651,oft::ADV,לעתים קרובות,кест-кеста
652,immer::ADV,תמיד,даим
653,niemals::ADV,אף פעם,цкъа а
654,hier::ADV,כאן,кхузахь
655,hierhin::ADV,פה,кхуза
656,von hier::ADV,מפה,кхузара
657,dort::ADV,שם,цигахь
658,dorthin::ADV,שם,цига
659,geradeaus::ADV,ישר,нийса дӏа
660,vorwärts::ADV,קדימה,хьалха
661,rückwärts::ADV,לאחור,юха
662,zurück::ADV,בחזרה,юха
663,zurück::ADV,אחורנית,юха
664,unten::ADV,למטה,лахахь
665,hinab::ADV,למטה,охьа
666,oben::ADV,מעל,лакхахь
667,oben::ADV,למעלה,лакхахь
668,hinauf::ADV,למעלה,хьала
669,überall::ADV,בכל מקום,массанхьа
670,nicht::ADV,לא,ца
671,ein wenig::ADV,קצת,кӏеззиг
672,kaum::ADV,בקשי,халла
673,sehr::ADV,מאוד,вуно
674,so::ADV,כך,
675,so::ADV,ככה,
676,noch::ADV,עוד,кхин
677,noch::ADV,עדין,кхин
678,nur::ADV,רק,бен ...ца
679,schon::ADV,כבר,хӏинцале
680,wieder::ADV,שוב,юха а
681,vergebens::ADV,לריק,эрна
682,vergebens::ADV,לשוא,эрна
683,vor::PRP,מול,хьалха
684,hinter::PRP,מאחורי,тӏехьа
685,unter::PRP,מתחת,кIелахь
686,durch::PRP,דרך,чекх
687,neben::PRP,ליד,юххе
688,neben::PRP,על-יד,юххе
689,zwischen::PRP,בין,юккъехь
690,wegen::PRP,בשל,дуьхьа
691,wegen::PRP,בגלל,дуьхьа
692,dies::PRN,זה,и
693,dies::PRN,זה,иза
694,das::PRN,זה,и
695,das::PRN,זה,иза
696,alles::PRN,הכל,дерриг
697,ich::PRN,אני,cо
698,du::PRN,את,хьо
699,du::PRN,אתה,хьо
700,er::PRN,הוא,и
701,er::PRN,הוא,иза
702,wir::PRN,אנחנו,тхо
703,wir::PRN,אנחנו,вай
704,ihr::PRN,לה,шу
705,sie::PRN,הם,уьш
706,was::FPRN,מה,хӏун
707,wer::FPRN,מי,мила
708,wo::FADV,איפה,мичaхь
709,wohin::FADV,לאן,мича
710,wie::FADV,איך,муха
711,warum::FADV,למה,хӏунда
712,wieviel::FNUM,כמה,мел
713,wieviel::FNUM,כמה,маса
714,eins::NUM,אחד,цхьаъ
715,zwei::NUM,שתים,шиъ
716,drei::NUM,שלושה,кхоъ
717,vier::NUM,ארבעה,диъ
718,fünf::NUM,חמשה,пхиъ
719,sechs::NUM,ששה,ялх
720,sieben::NUM,שבעה,ворхӏ
721,acht::NUM,שמונה,бархӏ
722,neun::NUM,תשעה,исс
723,zehn::NUM,עשרה,итт
724,elf::NUM,אחת עשרה,цхьайтта
725,zwölf::NUM,שתים עשרה,шийтта
726,zwanzig::NUM,עשרים,ткъа
727,dreißig::NUM,שלושים,ткъе итт
728,vierzig::NUM,ארבעים,шовзткъа
729,fünfzig::NUM,חמשים,шовзткъе итт
730,sechzig::NUM,ששים,кхузткъа
731,siebzig::NUM,שבעים,кхузткъе итт
732,achtzig::NUM,שמונים,дезткъа
733,neunzig::NUM,תשעים,дезткъе итт
734,hundert::NUM,מאה,бӏе
735,tausend::NUM,אלף,эзар
736,und::CNJ,ו,a
737,oder::CNJ,או,я
738,stehen::V,עמד,латта
739,sitzen::V,ישב,хиъна ӏан
740,liegen::V,שכב,ӏилла
741,hängen::V,היה תלוי,кхаза
742,werden::V,הפך ל,хила
743,passieren::V,קרה,хила
744,beginnen::V,התחיל,доло
745,enden::V,הסתים,дӏадерза
746,wechseln::V,השתנה,хийца
747,aufgehen[Sonne]::V,זרח,кхета
748,untergehen[Sonne]::V,שקע,чубуза
749,scheinen[Sonne]::V,בהק,серло яла
750,donnern::V,רעם,къекъа
751,wehen::V,נשב,хьекха
752,strömen::V,זרם,эха
753,fließen::V,זרם,охьаэха
754,sich drehen::V,הסתובב,хьийза
755,schwanken::V,התנודד,леста
756,schwingen::V,התנענע,лесто
757,fallen::V,נפל,охьакхета
758,brennen::V,בער,дага
759,rauchen::V,עשן,оза
760,regnen::V,ירד גשם,догlа догlу
761,gefrieren::V,קפא,гӏоро
762,tauen::V,נמס,даша
763,schmelzen::V,התיך,лала
764,trocknen::V,התיבש,дакъо
765,sieden::V,רתח,кхехка
766,faulen::V,רקב,дахкадала
767,verfaulen::V,רקב,дахкадала
768,reißen::V,נקרע,хеда
769,versinken::V,טבע,хичудаха
770,vergehen::V,עבר,дlаэха
771,erscheinen::V,נגלה,схьадала
772,erscheinen::V,נגלה,ӏоттадала
773,erscheinen::V,הופיע,схьадала
774,erscheinen::V,הופיע,ӏоттадала
775,verschwinden::V,נעלם,къайладала
776,sinken::V,ירד,лахдала
777,abnehmen::V,הפחית,
778,zunehmen::V,רבה,лакхадала
779,steigen::V,עלה,хьаладала
780,wachsen::V,גדל,кхиа
781,glänzen::V,נצץ,лепа
