,Concept_ID,xal,lez
101,Wiese::N,хадлһн,векь
102,Wald::N,ө-модн,там
103,Hügel::N,толһа,кӏунтӏ
104,Anhöhe::N,хамр,тепе
105,Anhöhe::N,хамр,гьуьндуьрвал
106,Berg::N,уул,дагъ
107,Gipfel::N,ора,кӏукӏ
108,Höhle::N,хадин көндә,кьветӏ
109,Abhang::N,ташу,гуьне
110,Quelle::N,булг,чешме
111,Bach::N,һооҗур,булах
112,Fluss::N,һол,вацӏ
113,Ufer::N,көвә,къерех
114,Küste::N,көвә,къерех
115,Küste::N,теңгсин көвә,къерех
116,Festland::N,хүүрә һазр,кьурамат
117,Meer::N,теңгс,гьуьл
118,Bucht::N,цекә,бухта
119,Bucht::N,теңгсин цекә,бухта
120,Insel::N,арл,остров
121,Blume::N,цецг,цуьк
122,Gras::N,ноһан,хъач
123,Wurzel::N,уңг,дувул
124,Baum::N,модн,ттар
125,Stamm::N,шилв,тан
126,Stamm::N,һол модн,тан
127,Rinde::N,көрсн,чкал
128,Ast::N,ац,тӏур
129,Zweig::N,ац,хел
130,Blatt::N,хамтхасн,пеш
131,Birke::N,хусм модн,верх
132,Kiefer[Baum]::N,шар харһа,шамагъаж
133,Weide[Baum]::N,удн,цӏвелин ттар
134,Tanne::N,җөөлн цаһан модн,ель
135,Horn::N,өвр,карч
136,Feder::N,өрвлг,цӏакул
137,Fell::N,арсн,хам
138,Flügel::N,җивр,лув
139,Klaue::N,хумсн,къармах
140,Kralle::N,тавг,пац
141,Kralle::N,тавг,тапас
142,Schwanz::N,сүл,ттум
143,Ei::N,өндгн,кака
144,Nest::N,үр,муг
145,Bau::N,нүкн,тӏеквен
146,Tier::N,мал,гьайван
147,Herde::N,сүрг мал,суьруь
148,Kuh::N,үкр,ккал
149,Bulle::N,бух,яц
150,Bulle::N,бух,бугъа
151,Pferd::N,мөрн,балкӏан
152,Schaf::N,хөн,хеб
153,Schwein::N,һаха,вак
154,Hund::N,ноха,кицӏ
155,Katze::N,мис,кац
156,Bär::N,аю,сев
157,Eichhörnchen::N,кермн,белка
158,Elch::N,хандһа,лось
159,Fuchs::N,арат,сикӏ
160,Hase::N,туула,къуьр
161,Maus::N,хулһн,кьиф
162,Wolf::N,чон,жанавур
163,Vogel::N,шовун,луван ничхир
164,Schwarm::N,зел,луж
165,Huhn::N,така,верч
166,Hahn::N,эр така,кӏек
167,Gans::N,һалун,къаз
168,Adler::N,һәрд,лекь
169,Ente::N,нуһсн,пӏатӏ
170,Eule::N,һурвлһ,тӏиб
171,Kranich::N,тоһрун,дурна
172,Krähe::N,шаазһа,къаргъа
173,Kuckuck::N,эргин хуцдг,кукупӏ
174,Schwan::N,хун,къугь
175,Fisch::N,заһсн,гъед
176,Barsch::N,шүрг,окунь
177,Hecht::N,цурх,щука
178,Schlange[Tier]::N,моһа,илан
179,Schlange[Tier]::N,моһа,гъуьлягъ
180,Wurm::N,өтн,квак
181,Spinne::N,аралҗн,хуьшрекан
182,Ameise::N,шорһлҗн,цегв
183,Laus::N,бөөсн,нет
184,Mücke::N,бөкүн,ветӏ
185,Fliege::N,батхн,тӏветӏ
186,Schmetterling::N,эрвәкә,чепелукь
187,Beere::N,бөөлҗрһн,куьлуь емиш
188,Apfel::N,альмн,ич
189,Pilz::N,теңгрин ки,къарникъуз
190,Zwiebel::N,мәңгрснә толһа,чичӏек
191,Saat::N,буудян экн,тумар
192,Korn::N,экн,твар
193,Heu::N,өвсн,векь
194,Heu::N,өвсн,векьер
195,Schale::N,хальсн,пириш
196,Schale::N,хальсн,хъуьруьш
197,Grube::N,нүкн,фур
198,Falle::N,урх,ракьар
199,Falle::N,хавх,ракьар
200,Schlinge::N,бүтү,гьалкъа
201,Spur::N,мөр,гел
202,Asche::N,үмсн,руьхъ
203,Dreck::N,бальчг,чирк
204,Dreck::N,бальчг,кьуруш
205,Eisen::N,төмр,ракь
206,Gold::N,алтн,алтун
207,Silber::N,мөңгн,гимиш
208,Silber::N,цаһан мөңгн,гимиш
209,Kohle::N,нүүрсн,цӏивин
210,Glas::N,шил,шуьше
211,Lehm::N,шавр,ччеб
212,Sand::N,элсн,къум
213,Mensch::N,күн,инсан
214,Mensch::N,күмн,инсан
215,Mann::N,эр,итим
216,Frau::N,күүкд күн,паб
217,Frau::N,күүкд күн,дишегьли
218,Kind::N,үрн,аял
219,Junge::N,көвүн,гада
220,Mädchen::N,бичкн күүкн,руш
221,Familie::N,бүл,хзан
222,Familie::N,бүл,килфет
223,Großvater::N,өвк эцк,чӏехи буба
224,Großvater::N,наһц эцк,чӏехи буба
225,Großmutter::N,эмг эк,чӏехи диде
226,Großmutter::N,наһц эк,чӏехи диде
227,Eltern::N,эк эцк хойр,диде-буба
228,Vater::N,эцк,буба
229,Mutter::N,эк,диде
230,Sohn::N,көвүн,хва
231,Tochter::N,күүкн,руш
232,Bruder::N,дү көвүн,стха
233,Schwester::N,эгч,вах
234,Schwester::N,дү күүкн,вах
235,Onkel::N,авһ,ими
236,Onkel::N,авһ,халу
237,Onkel::N,наһцх,ими
238,Onkel::N,наһцх,халу
239,Tante::N,наһц эгч,эме
240,Tante::N,наһц эгч,хала
241,Ehemann::N,залу,гъуьл
242,Ehefrau::N,гергн,паб
243,Freude::N,байр,шадвал
244,Gelächter::N,инәдн,хъвер
245,Glück::N,җирһл,бахт
246,Glück::N,сәәхн җирһл,бахт
247,Kummer::N,зовлң,дерт
248,Kummer::N,зовлң,хажалат
249,Wunsch::N,дурн,мурад
250,Lust::N,җилвтлһн,гьевес
251,Geist::N,зөрг,руьгь
252,Gedanke::N,ухан,фикир
253,Gedächtnis::N,чееҗин тодлвр,
254,Verstand::N,ухан,акьул
255,Sinn::N,учр-утх,мана
256,Grund::N,учр,себеб
257,Grund::N,шалтан,себеб
258,Wahrheit::N,үнн,керчек
259,Wahrheit::N,үнн,гьакъикъат
260,Gespräch::N,күүндвүр,ихтилат
261,Märchen::N,тууль,мах
262,Erzählung::N,келвр,кьиса
263,Nachricht::N,медүллһн,хабар
264,Neuigkeit::N,зәңг,цӏийи хабар
265,Name::N,нерн,тӏвар
266,Rätsel::N,тәәлвртә тууль,мискӏал
267,Rede::N,келлһн,рахун
268,Sprache::N,келн,чӏал
269,Stimme::N,дун,ван
270,Wort::N,үг,гаф
271,Zeichen::N,темдг,ишара
272,Ruf::N,дуудлһн,эвер
273,Lärm::N,шууган,ван-сес
274,Laut::N,ә,ван
275,Laut::N,ә,сес
276,Ton::N,дун,ван-сес
277,Lied::N,дун,мани
278,Ruhe::N,амулң,ласвал
279,Ruhe::N,амулң,фаракъат
280,Ruhe::N,амулң,асайиш
281,Leute::N,әмтн,инсанар
282,Volk::N,улс,халкь
283,Arbeit::N,көдлмш,кӏвалах
284,Gast::N,гиич,мугьман
285,Geschenk::N,белг,савкьат
286,Spiel::N,наадн,къугъун
287,Gesellschaft::N,олн,жемят
288,Gesellschaft::N,олн,общество
289,Hilfe::N,нөкд,куьмек
290,Freund::N,иньг,дуст
291,Kamerad::N,үр,яр-дуст
292,Angelegenheit::N,керг,кар
293,Anzahl::N,то,сан
294,Anzahl::N,то,кьадар
295,Art::N,зүүл,жуьре
296,Stück::N,хусг,кӏус
297,Teil::N,хүв,пай
298,Hälfte::N,өрәл,зур
299,Hälfte::N,өрәл,зур пай
300,Kreis::N,төгрг,круг
301,Kreis::N,төгрг,чкаяр
302,Kreis::N,төгрг,элкъвей цӏар
303,Kreuz::N,кирс,хаш
304,Linie::N,зурасн,цӏар
305,Strich::N,татасн,цӏар
306,Abstand::N,зә,ара
307,Entfernung::N,һазр,мензил
308,Gegend::N,һазр,чка
309,Platz::N,зә,ара
310,Ort::N,бәәрн,чка
311,Seite::N,тал,пад
312,Seite::N,хаҗу,пад
313,Seite::N,хәврһ,пад
314,Mitte::N,дунд,юкь
315,Gegenstand::N,юмн,затӏ
316,Sache::N,юмн,шей
317,Sache::N,юмн,затӏ
318,Rand::N,зах,къерех
319,Kante::N,ирмәг,син
320,Ecke::N,өнцг,пӏипӏ
321,Spitze::N,үзүр,кӏвенкӏв
322,Ende::N,үзүр,кьил
323,Loch::N,хаһрха,тӏеквен
324,Winkel::N,булң,пӏипӏ
325,Muster::N,намч,гишир
326,Größe::N,кемҗән,кьадар
327,Länge::N,ут,яргъивал
328,Höhe::N,өндр,кьакьанвал
329,Gewicht::N,күнд,заланвал
330,Gewicht::N,чиңнүр,заланвал
331,Menge::N,ик,кьадар
332,Haufen::N,ова,хара
333,Reihe::N,зерг,жерге
334,Reihe::N,зерглән,жерге
335,Boot::N,оңһц,луьткве
336,Ruder::N,хәәв,кьусу
337,Schlitten::N,цан,гъелерар
338,Ski::N,лыҗ,
339,Lagerfeuer::N,костёр,цӏай
340,Last::N,күнд,заланвал
341,Gang::N,йовлһн,ериш
342,Schritt::N,ишкм,къадам
343,Norden::N,ар үзг,кефер
344,Norden::N,ар үзг,кефер пад
345,Süden::N,өмн,кьибле
346,Süden::N,өмн үзг,кьибле
347,Westen::N,барун,рагъакӏидай пад
348,Westen::N,барун үзг,рагъакӏидай пад
349,Osten::N,зүн,рагъэкъечӏдай пад
350,Osten::N,зүн үзг,рагъэкъечӏдай пад
351,Holz::N,модн,кӏарас
352,Brett::N,харһа,кьул
353,Brett::N,харһа,тахта
354,Platte::N,хавтха чолун,
355,Stütze::N,тулг,даях
356,Stange::N,уньн,юрк
357,Stock::N,модн,лаш
358,Stab::N,шуург,юрк
359,Rohr::N,турва,турба
360,Haus::N,гер,ужагъ
361,Heim::N,гер-бул,кӏвал
362,Ofen::N,беш,пич
363,Fußboden::N,девскр,кӏвалин ччил
364,Tisch::N,ширә,стол
365,Stuhl::N,стул,стул
366,Wiege::N,өлгә,кьеб
367,Wiege::N,дүүҗң,кьеб
368,Bett::N,орн,тахт
369,Bett::N,орндг,тахт
370,Regal::N,таг,кьацӏ
371,Regal::N,тәвц,кьацӏ
372,Kiste::N,яршг,ящик
373,Fenster::N,терз,дакӏар
374,Tür::N,үүдн,рак
375,Tor::N,үүдн,варар
376,Tor::N,өргн үүдн,варар
377,Tor::N,хашан үүдн,варар
378,Zaun::N,хаша,пару
379,Dach::N,деевр,къав
380,Leiter::N,шат,гурар
381,Leiter::N,давшур,гурар
382,Besen::N,сәвүр,таран кул
383,Spaten::N,күрз,ппер
384,Schaufel::N,совг,хекендаз
385,Gabel::N,серә,шиш
386,Löffel::N,ухр,тӏур
387,Messer::N,утх,чукӏул
388,Nagel::N,хадасн,мих
389,Netz::N,гөлм,чил
390,Haken::N,дегә,къармах
391,Griff::N,иш,ттум
392,Griff::N,бәрүл,ттум
393,Schloss::N,оньс,куьлег
394,Bild::N,зург,шикил
395,Bild::N,зург,суьрет
396,Figur::N,фигур,фигура
397,Puppe::N,наадһа,нини
398,Beutel::N,мишг,тагъар
399,Bündel::N,багла,галгам
400,Bündel::N,боодһа,галгам
401,Tasche::N,сумк,чанта
402,Eimer::N,суулһ,ведре
403,Deckel::N,бүркәсн,кьил
404,Deckel::N,бүркәсн,къалпагъ
405,Geschirr::N,сав,къаб-къажах
406,Geschirr::N,сав-сарх,къаб-къажах
407,Sack::N,мишг,чувал
408,Tasse::N,ааһ,сукӏра
409,Topf::N,кастрюль,къажгъан
410,Kessel::N,хәәсн,къажгъан
411,Essen::N,зоогллһн,тӏуьн
412,Nahrung::N,теҗәл,тӏуьн
413,Speise::N,хот,хуьрек
414,Fleisch::N,махн,як
415,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,техил
416,Brei::N,хаш,хапӏа
417,Brei::N,хаш,хешил
418,Brot::N,өдмг,фу
419,Scheibe::N,зүсм,чӏук
420,Fett::N,өөкн,ягълу
421,Butter::N,тосн,гъери
422,Öl::N,тосн,ягълу
423,Salz::N,давсн,кьел
424,Suppe::N,шөлн,суп
425,Suppe::N,шөлн,шурпа
426,Honig::N,бал,вирт
427,Milch::N,үсн,нек
428,Tee::N,цә,чай
429,Leder::N,арсн,тумаж
430,Wolle::N,утцн,йис
431,Wolle::N,эд,йис
432,Stoff::N,эд,парча
433,Nadel::N,зүн,раб
434,Faden::N,утцн,гъал
435,Knopf::N,товч,дуьгме
436,Knoten::N,зәңгдә,тӏвал
437,Farbe::N,будг,ранг
438,Kleidung::N,хувцн,партал
439,Kleidung::N,хувц-хунр,партал
440,Hemd::N,киилг,перем
441,Kragen::N,зах,хев
442,Ärmel::N,ханцн,хел
443,Hose::N,шалвур,шалвар
444,Gürtel::N,бүс,чӏул
445,Mütze::N,махла,бармак
446,Mütze::N,махла,бапӏах
447,Schuh::N,башмгуд,ботинка
448,Stiefel::N,һосн,чекме
449,Ring::N,билцг,тупӏал
450,Band::N,лент,тасма
451,Kamm::N,сам,регъ
452,Spiegel::N,толь,гуьзгуь
453,Riemen::N,бүс,къайиш
454,Schnur::N,деесн,еб
455,Leine::N,бурнтг,
456,Leine::N,нохан көтлвр,
457,Decke::N,көнҗл,яргъан
458,Kissen::N,дер,хъуьцуьган
459,Tuch::N,альчур,шал
460,Handtuch::N,полотенц,дасмал
461,Handtuch::N,һар-нүүрин альчур,дасмал
462,Kraft::N,күчн,гуж
463,Stärke::N,чидл,къуват
464,Gesundheit::N,эрүл-менд,сагъвал
465,Krankheit::N,өвчн,тӏал
466,Schmerz::N,өвдлһн,тӏал
467,Schmerz::N,өвдлһн,тӏарвал
468,Wunde::N,шав,хер
469,Fieber::N,безг,ифин
470,Arznei::N,эм,дарман
471,Brücke::N,тагт,муьгъ
472,Brunnen::N,худг,къуй
473,Weide::N,малын идг,уьруьш
474,Pfad::N,цувг,рехъ
475,Weg::N,хаалһ,рехъ
476,Straße::N,зам,рехъ
477,Dorf::N,хотн,хуьр
478,Stadt::N,балһсн,шегьер
479,Brief::N,бичг,кагъаз
480,Buch::N,дегтр,улуб
481,Buchstabe::N,үзг,гьарф
482,Zeitung::N,газет,газета
483,Leben::N,җирһл,уьмуьр
484,Tod::N,үкл,кьиникь
485,Tod::N,өңгрлһн,кьиникь
486,Grab::N,оршалһна нүкн,сур
487,Kirche::N,чонҗ,килиса
488,Sünde::N,нүл,гунагь
489,Sünde::N,килнц,гунагь
490,Gott::N,бурхн,аллагь
491,Arbeiter::N,көдлмшч,фяле
492,Chef::N,толһач,гьаким
493,Meister::N,урн,устӏар
494,Arzt::N,эмч,доктор
495,Lehrer::N,багш,муаллим
496,Geld::N,мөңгн,пул
497,Geschäft::N,көдлмш,
498,Laden::N,лавк,магазин
499,Preis::N,үн,къимет
500,Ware::N,эд-тавр,мал
501,Ware::N,эд-тавр,товар
502,Nutzen::N,олз,хийир
503,Nutzen::N,олз,менфят
504,Reichtum::N,зөөр,девлет
505,Welt::N,орчлң,дуьнья
506,Welt::N,делкә,дуьнья
507,Land::N,орн-нутг,уьлкве
508,Staat::N,государств,пачагьлугъ
509,Staat::N,государств,государство
510,König::N,хан,пачагь
511,Macht::N,йосн,власть
512,Grenze::N,меҗә,сергьят
513,Krieg::N,дән,дяве
514,Feind::N,дәәсн,душман
515,Gewalt::N,күч һарһлһн,гуж
516,Kampf::N,ноолдан,женг
517,Kampf::N,бәрлдлһн,женг
518,Bogen[Waffe]::N,саадг,чӏемерук
519,Pfeil::N,сумн,хьел
520,Gewehr::N,бу,тфенг
521,Fehler::N,алдг,гъалатӏ
522,Lüge::N,худл,ттаб
523,Schaden::N,хорлт,зиян
524,Schaden::N,хорлт,зарар
525,Unglück::N,гүрм,бала
526,Unglück::N,гүрм,бедбахтвал
527,Schuld::N,гем,тахсир
528,Schuld::N,буру,тахсир
529,Alter::N,насн,яш
530,Schluss::N,чилгч,эхир
531,Zeit::N,цаг,вяде
532,Tag::N,өдр,югъ
533,Morgen::N,өрүн,пакама
534,Mittag::N,үд,нисин
535,Abend::N,асхн,няни
536,Nacht::N,сө,йиф
537,Woche::N,долан хонг,гьафте
538,Monat::N,сар,варз
539,Jahr::N,җил,йис
540,Frühling::N,хавр,гатфар
541,Sommer::N,зун,гад
542,Herbst::N,намр,зул
543,Winter::N,үвл,кьуьд
544,Januar::N,январь,январь
545,Februar::N,февраль,февраль
546,März::N,март,март
547,März::N,моһа сар,март
548,April::N,апрель,апрель
549,Mai::N,май,май
550,Juni::N,июнь,июнь
551,Juni::N,мөчн сар,июнь
552,Juli::N,июль,июль
553,August::N,август,август
554,September::N,һаха сар,сентябрь
555,Oktober::N,октябрь,октябрь
556,November::N,ноябрь,ноябрь
557,November::N,үкр сар,ноябрь
558,Dezember::N,бар сар,декабрь
559,Montag::N,понедельник,ислен
560,Dienstag::N,вторник,саласа
561,Mittwoch::N,среда,арбе
562,Mittwoch::N,үлмҗ өдр,арбе
563,Donnerstag::N,четверг,хемис югъ
564,Donnerstag::N,пүрвә өдр,хемис югъ
565,Freitag::N,пятниц,жуьмя
566,Freitag::N,пятниц,жуьмя югъ
567,Samstag::N,суббот,киш
568,Sonntag::N,нарн өдр,гьяд
569,Sonntag::N,воскресень,гьяд
570,groß::A,ик,еке
571,groß::A,ик,чӏехи
572,klein::A,бичкн,гъвечӏи
573,lang::A,ут,яргъи
574,kurz::A,оһтр,куьруь
575,breit::A,өргн,гьяркьуь
576,schmal::A,уутьхн,гуьтӏуь
577,dicht::A,нигт,къалин
578,dick[Gegenstand]::A,зузан,
579,dünn::A,нимгн,кьелечӏ
580,fein::A,нәрхн,шуькӏуь
581,fest::A,бат,кӏеви
582,flach::A,хавтха,кьулу
583,glatt::A,тегш,цӏалцӏам
584,glatt::A,тиньгр,цӏалцӏам
585,hart::A,хату,кӏеви
586,weich::A,җөөлн,хъуьтуьл
587,weich::A,җөөлкн,хъуьтуьл
588,rund::A,төгрг,элкъвей
589,spitz::A,шовһр,хци
590,scharf::A,хурц,хци
591,stumpf::A,мука,къуьруь
592,schwer::A,күнд,залан
593,schön::A,сәәхн,иер
594,heiß::A,халун,кудай
595,warm::A,дулан,чими
596,kalt::A,киитн,мекьи
597,kühl::A,серүн,къайи
598,frisch::A,серүн,таза
599,frisch::A,серүн,михьи
600,feucht::A,чиигтә,ламу
601,nass::A,чиигтә,кьежей
602,trocken::A,хагсу,кьуру
603,voll::A,дүүрң,ацӏай
604,leer::A,сул,буш
605,leer::A,сул,ичӏи
606,leer::A,хоосн,буш
607,leer::A,хоосн,ичӏи
608,offen::A,секәтә,ахъа
609,geschlossen::A,хаалһата,кӏеви
610,sauber::A,цевр,михьи
611,schmutzig::A,киртә,чиркин
612,schmutzig::A,киртә,кьацӏай
613,roh::A,түүкә,чиг
614,roh::A,түүкә,ицӏи
615,reif::A,болсн,дигмиш хьайи
616,lecker::A,әмтәхн,дадлу
617,süß::A,әмтәхн,ширин
618,bitter::A,һашун,туькьуьл
619,bitter::A,һашута,туькьуьл
620,sauer::A,ишклң,цуру
621,hell::A,герлтә,экуь
622,dunkel::A,харңһу,мичӏи
623,schwarz::A,хар,чӏулав
624,weiß::A,цаһан,лацу
625,rot::A,улан,яру
626,gelb::A,шар,хъипи
627,blau::A,көк,вили
628,grün::A,көк,къацу
629,grau::A,бор,рехи
630,bunt::A,алг,цӏару
631,bunt::A,алг,яру-цӏару
632,bunt::A,эрәтә,цӏару
633,bunt::A,эрәтә,яру-цӏару
634,billig::A,кимд,ужуз
635,teuer::A,үнтә,багьа
636,wertvoll::A,үнтә,масан
637,wertvoll::A,эрднь,масан
638,blind::A,сохр,буьркьуь
639,taub::A,дүлә,биши
640,kräftig::A,күчтә,гужлу
641,stark::A,чаңһ,къуватлу
642,schwach::A,күчн тату,такьатсуз
643,fett::A,тарһн,куьк
644,schlank::A,эццн,шумал
645,hübsch::A,көркхн,гуьрчег
646,böse::A,уурта,пис
647,dumm::A,тенг,ахмакь
648,faul::A,залху,тенпел
649,fleißig::A,кинән,сяй ийидай
650,fleißig::A,кинән,сяйи ийидай
651,fleißig::A,кинмһә,сяй ийидай
652,fleißig::A,кинмһә,сяйи ийидай
653,geizig::A,ховдг,мискьи
654,klug::A,ухата,акьуллу
655,geschickt::A,чадмг,магьир
656,lieb::A,эңкр,играми
657,lustig::A,сергмҗтә,шад
658,lustig::A,җирһлтә,шад
659,sanft::A,номһн,назик
660,sanft::A,номһн,милайим
661,hungrig::A,өлн,гишин
662,hungrig::A,харһнсн,гишин
663,krank::A,өвчтә,кефсуз
664,krank::A,шалтгта,кефсуз
665,nackt::A,нүцкн,кьецӏил
666,traurig::A,һундлта,пашман
667,lebendig::A,әмд,ччан алай
668,gut::A,сән,хъсан
669,gut::A,сән,вижевай
670,schlecht::A,му,пис
671,richtig::A,зөвтә,дуьз
672,schlimm::A,җигшүртә,нифретлу
673,wahr::A,үнн,гьакъикъи
674,wahr::A,мөн,гьакъикъи
675,alt::A,хуучн,эски
676,alt::A,хуучн,куьгьне
677,neu::A,шин,цӏийи
678,ehemalig::A,хуучн,виликан
679,alt[Lebewesen]::A,көгшн,кьуьзуь
680,jung::A,баһ,жегьил
681,arm::A,угатя,кесиб
682,reich::A,байн,девлетлу
683,bekannt::A,таньл,чидай
684,bekannt::A,таньдг,чидай
685,berühmt::A,туурсн,машгьур
686,fremd::A,күүнә,ччара
687,verschieden::A,әдл биш,жуьреба-жуьре
688,verschieden::A,йилһәтә,жуьреба-жуьре
689,nah::A,өөрхн,мукьвал
690,fern::A,хол,яргъал
691,linker::A,зүн,чапла
692,rechter::A,барун,эрчӏи
693,anderer::A,талдан,маса
694,anderer::A,талдан,муькуь
695,erster::A,негдгч,сад лагьай
696,zweiter::A,хойрдгч,кьвед лагьай
697,dritter::A,һурвдгч,пуд лагьай
698,letzter::A,отхн,эхиримжи
699,allein::ADV,һанцарн,кьилди
700,auf einmal::ADV,нег дәкҗ,
701,zusammen::ADV,хамдан,санал
702,lange::ADV,удан,яргъалди
703,plötzlich::ADV,генткн,садлагьана
704,sofort::ADV,дарунь,гьасятда
705,später::ADV,сүүлд,гуьгъуьнлай
706,jetzt::ADV,ода,гила
707,heute::ADV,эндр,къе
708,morgen::ADV,маңһдур,пака
709,bald::ADV,дарунь,мукьва
710,bald::ADV,дарунь,мукьвара
711,dann::ADV,дәкәд,ахпа
712,gestern::ADV,өцклдүр,накь
713,einst::ADV,нег саамд,садра
714,damals::ADV,тиигхд,а чӏавуз
715,danach::ADV,тегәд,ахпа
716,vorher::ADV,урд,вилик
717,zuerst::ADV,түрүләд,сифте
718,einmal::ADV,нег дәкҗ,садра
719,manchmal::ADV,зәрмдән,гагь-гагь
720,oft::ADV,хара биш,гзаф вахтара
721,oft::ADV,хатяр биш,гзаф вахтара
722,oft::ADV,дару-дарунь,гзаф вахтара
723,immer::ADV,оньдинд,гьамиша
724,niemals::ADV,кезә чмгн биш,са чӏавузни
725,niemals::ADV,кезә чмгн биш,са вахтундани
726,hier::ADV,энд,ина
727,hier::ADV,энүнд,ина
728,hierhin::ADV,нааран,иниз
729,von hier::ADV,эндәс,инай
730,dort::ADV,тенд,ана
731,dorthin::ADV,тиигән,аниз
732,geradeaus::ADV,шуд,дуьз
733,vorwärts::ADV,уралан,вилик
734,vorwärts::ADV,уралан,виликди
735,rückwärts::ADV,гедргән,кьулухъ
736,zurück::ADV,хәрү,
737,unten::ADV,дор,агъада
738,hinab::ADV,дор,агъуз
739,hinab::ADV,доракшан,агъуз
740,oben::ADV,деер,винел
741,hinauf::ADV,өөдән,виниз
742,hinauf::ADV,деер,виниз
743,überall::ADV,альд болв чигн,вирина
744,nicht::ADV,эс,ваъ
745,nicht::ADV,биш,ваъ
746,nicht::ADV,бичә,ваъ
747,ein wenig::ADV,баахн,са тӏимил
748,ein wenig::ADV,баахнар,са тӏимил
749,kaum::ADV,әрә,жизви
750,sehr::ADV,йир,лап
751,so::ADV,иигҗ,икӏ
752,noch::ADV,ода чигн,гьеле
753,nur::ADV,һанцхн,анжах
754,schon::ADV,одх,хъувуна
755,schon::ADV,одх,мадни дардиз
756,schon::ADV,одх,мадни гуьтӏуьз
757,schon::ADV,одх,мадни гуьтӏуь я
758,wieder::ADV,бас,
759,vergebens::ADV,киидән,нагьакь
760,vergebens::ADV,киидән,нагьакьа
761,vor::PRP,урд,вилик
762,hinter::PRP,ца,кьулухъ
763,unter::PRP,дор,кӏаник
764,durch::PRP,ивт,арадай
765,durch::PRP,ивт,-кай хкатна
766,durch::PRP,дундаһур,арадай
