,Concept_ID,it,mrj
150,Kralle::N,unghia,лапа
151,Kralle::N,artiglio,лапа
152,Schwanz::N,coda,пач
153,Ei::N,uovo,мыны
154,Nest::N,nido,пӹжӓш
155,Bau::N,covo,ыраж
156,Tier::N,bestia,во́льык
157,Tier::N,animale,во́льык
158,Herde::N,gregge,кӹтö
159,Kuh::N,vacca,ышкал
160,Bulle::N,toro,ӱшкӱж
161,Pferd::N,cavallo,имни
162,Schaf::N,pècora,шарык
163,Schwein::N,porco,сасна
164,Schwein::N,maiale,сасна
165,Hund::N,cane,пи
166,Katze::N,gatta,коти
167,Bär::N,orso,мöскӓ
168,Eichhörnchen::N,scoiàttolo,ур
169,Elch::N,alce,шарды
170,Fuchs::N,volpe,рӹвӹж
171,Hase::N,lepre,морен
172,Maus::N,topo,каля
173,Maus::N,sorcio,каля
174,Wolf::N,lupo,пирӹ
175,Vogel::N,uccello,кек
176,Schwarm::N,stormo,цуца
177,Huhn::N,gallina,цӹвӹ
178,Hahn::N,gallo,ӓптӓн
179,Gans::N,oca,комбы
180,Adler::N,àquila,кучкыж
181,Ente::N,ànatra,лыды
182,Eule::N,gufo,тымана
183,Eule::N,civetta,тымана
184,Kranich::N,gru,тырня
185,Kranich::N,gru,тыртня
186,Krähe::N,cornacchia,лудыгарак
187,Kuckuck::N,cuccù,куку
188,Kuckuck::N,cùculo,куку
189,Schwan::N,cigno,йӱксӹ
190,Fisch::N,pesce,кол
191,Barsch::N,pèrsico,алангы
192,Hecht::N,luccio,нуж
193,Hecht::N,luccio,нужгол
194,Schlange[Tier]::N,serpente,кӹшкы
195,Wurm::N,baco,шукш
196,Wurm::N,verme,шукш
197,Spinne::N,ragno,ӓнгӹремшӹ
198,Ameise::N,formica,кыткы
199,Laus::N,pidocchio,ти
200,Mücke::N,zanzara,кужнер
201,Mücke::N,zanzara,кужынер
202,Fliege::N,mosca,шӹнгӓ
203,Schmetterling::N,farfalla,лӹпӹ
204,Beere::N,bacca,мöр
205,Apfel::N,mela,олма
206,Pilz::N,fungo,понгы
207,Zwiebel::N,cipolla,охыра
208,Saat::N,semente,нӱшмӹ
209,Saat::N,semente,нӱшмӱ
210,Korn::N,grano,пӹрцӹ
211,Heu::N,fieno,шуды
212,Schale::N,buccia,аваха
213,Schale::N,buccia,карлангы
214,Grube::N,cava,йӓм
215,Grube::N,fossa,йӓм
216,Falle::N,tràppola,лӱдӹ
217,Falle::N,tràppola,лӱдӹш
218,Schlinge::N,laccio,онгы
219,Spur::N,traccia,кишӓ
220,Asche::N,cenere,ломых
221,Asche::N,cenere,ломпыж
222,Dreck::N,fango,лявӹрӓ
223,Eisen::N,ferro,кӹртни
224,Gold::N,oro,шöртни
225,Gold::N,oro,шöртньӹ
226,Silber::N,argento,ши
227,Kohle::N,carbone,шӱ
228,Glas::N,vetro,охоница
229,Lehm::N,argilla,шун
230,Sand::N,arena,ошма
231,Sand::N,sabbia,ошма
232,Mensch::N,uomo,эдем
233,Mensch::N,èssere umano,эдем
234,Mann::N,uomo,пӱэргӹ
235,Frau::N,donna,ӹдӹрӓмӓш
236,Kind::N,bambino,ӓзӓ
237,Kind::N,bambino,шачшы
238,Junge::N,ragazzo,рвезӹ
239,Junge::N,ragazzo,ӹрвезӹ
240,Mädchen::N,ragazza,ӹдӹрӓш
241,Familie::N,famiglia,йиш
242,Familie::N,famiglia,семня
243,Großvater::N,nonno,тьоти
244,Großmutter::N,nonna,папа
245,Eltern::N,genitori,ӓтя-ӓвӓ
246,Vater::N,padre,ӓтя
247,Mutter::N,madre,ӓвӓ
248,Sohn::N,figlio,эргӹ
249,Tochter::N,figlia,ӹдӹр
250,Bruder::N,fratello,ӹза
251,Schwester::N,sorella,ӓкӓ
252,Onkel::N,zio,кугуза
253,Tante::N,zia,куака
254,Ehemann::N,marito,мары
255,Ehefrau::N,moglie,вӓтӹ
256,Freude::N,gioia,ӹвӹртӹмӓш
257,Freude::N,piacere,ӹвӹртӹмӓш
258,Gelächter::N,risata,ваштылмаш
259,Glück::N,felicità,пиӓл
260,Kummer::N,afflizione,ясы
261,Wunsch::N,desiderio,охата
262,Wunsch::N,desiderio,шанымаш
263,Lust::N,voglia,шӓр
264,Lust::N,voglia,охата
265,Lust::N,voglia,шанымаш
266,Geist::N,mente,тух
267,Geist::N,spìrito,тух
268,Gedanke::N,idea,шанымаш
269,Gedanke::N,pensiero,шанымаш
270,Gedächtnis::N,memoria,ӓш
271,Verstand::N,intelletto,ыш
272,Sinn::N,senso,кын
273,Sinn::N,significato,кын
274,Grund::N,causa,вир
275,Grund::N,motivo,вир
276,Grund::N,ragione,вир
277,Wahrheit::N,verità,тöр
278,Gespräch::N,discorso,хытырымаш
279,Gespräch::N,conversazione,хытырымаш
280,Märchen::N,fiaba,ямак
281,Märchen::N,fàvola,ямак
282,Erzählung::N,racconto,шайыштмаш
283,Erzählung::N,narrazione,шайыштмаш
284,Nachricht::N,messaggio,увертӓрӹмӓш
285,Neuigkeit::N,notizia,увер
286,Name::N,nome,лӹм
287,Rätsel::N,indovinello,тышты
288,Rede::N,discorso,шая
289,Rede::N,discorso,шамак
290,Sprache::N,lingua,йӹлмӹ
291,Sprache::N,linguaggio,йӹлмӹ
292,Stimme::N,voce,юк
293,Wort::N,parola,шамак
294,Zeichen::N,segno,палӹ
295,Zeichen::N,segnale,палӹ
296,Ruf::N,chiamata,сӹгӹрӹмӓш
297,Lärm::N,chiasso,юкланымащ
298,Lärm::N,strèpito,юкланымащ
299,Laut::N,suono,юк
300,Ton::N,tono,юк
301,Lied::N,canto,мыры
302,Lied::N,canzone,мыры
303,Ruhe::N,calma,тыр
304,Ruhe::N,tranquillità,тыр
305,Leute::N,gente,эдемвлӓ
306,Volk::N,pòpolo,халык
307,Arbeit::N,lavoro,пӓшӓ
308,Gast::N,òspite,хына
309,Gast::N,invitato,хына
310,Geschenk::N,regalo,подарка
311,Spiel::N,gioco,мадыш
312,Gesellschaft::N,compagnìa,йӓл
313,Gesellschaft::N,compagnìa,йӓлвлӓ
314,Hilfe::N,aiuto,палшык
315,Hilfe::N,soccorso,палшык
316,Freund::N,amico,тӓнг
317,Kamerad::N,camerata,тос
318,Angelegenheit::N,affare,дела
319,Angelegenheit::N,affare,йела
320,Angelegenheit::N,affare,йыла
321,Angelegenheit::N,affare,пӓшӓ
322,Angelegenheit::N,faccenda,дела
323,Angelegenheit::N,faccenda,йела
324,Angelegenheit::N,faccenda,йыла
325,Angelegenheit::N,faccenda,пӓшӓ
326,Anzahl::N,nùmero,шот
327,Anzahl::N,quantità,шот
328,Art::N,tipo,цӹре
329,Art::N,specie,цӹре
330,Stück::N,pezzo,лаштык
331,Teil::N,parte,пай
332,Teil::N,parte,часть
333,Hälfte::N,metà,пел
334,Kreis::N,cìrcolo,тӹртӹш
335,Kreuz::N,croce,крестӹ
336,Linie::N,lìnea,
337,Strich::N,tratto,
338,Abstand::N,distanza,ло
339,Entfernung::N,distanza,ло
340,Entfernung::N,lontananza,ло
341,Gegend::N,regione,вӓр
342,Platz::N,posto,вӓр
343,Platz::N,spazio,вӓр
344,Ort::N,luogo,вӓр
345,Ort::N,località,вӓр
346,Seite::N,lato,öрдӹж
347,Seite::N,parte,öрдӹж
348,Mitte::N,mezzo,ло
349,Mitte::N,centro,ло
350,Gegenstand::N,oggetto,хӓдӹр
351,Sache::N,cosa,хӓдӹр
352,Rand::N,orlo,шöр
353,Rand::N,bordo,шöр
354,Kante::N,spìgolo,шöр
355,Ecke::N,canto,лык
356,Spitze::N,punta,вуй
357,Ende::N,capo,вуй
358,Ende::N,capo,мычаш
359,Ende::N,estremità,вуй
360,Ende::N,estremità,мычаш
361,Loch::N,buco,ыраж
362,Winkel::N,àngolo,лык
363,Muster::N,disegno,тӹрлец
364,Größe::N,taglia,кӱкшӹц
365,Größe::N,grandezza,кӱкшӹц
366,Länge::N,lunghezza,кыт
367,Höhe::N,altezza,кӱкшӹц
368,Gewicht::N,peso,нелӹц
369,Menge::N,quantità,шот
370,Haufen::N,cùmulo,ара
371,Haufen::N,mucchio,ара
372,Reihe::N,fila,ряд
373,Boot::N,barca,пыш
374,Boot::N,battello,пыш
375,Ruder::N,remo,вешлӓ
376,Schlitten::N,slitta,тир
377,Ski::N,sci,ечӹ
378,Lagerfeuer::N,falò,тыл
379,Lagerfeuer::N,fuoco di bivacco,тыл
380,Last::N,càrico,нелӹц
381,Gang::N,andata,ход
382,Schritt::N,passo,ашкыл
383,Norden::N,nord,йыдпелвел
384,Norden::N,settentrione,йыдпелвел
385,Süden::N,sud,кечӹвӓлвел
386,Süden::N,meridione,кечӹвӓлвел
387,Westen::N,òvest,кечӹ шӹцмӹ
388,Westen::N,occidente,кечӹ шӹцмӹ
389,Osten::N,est,ирвел
390,Osten::N,est,кечӹ лӱлтмӹ
391,Osten::N,oriente,ирвел
392,Osten::N,oriente,кечӹ лӱлтмӹ
393,Holz::N,legno,пушӓнгӹ
394,Brett::N,asse,ханга
395,Brett::N,tàvola,ханга
396,Platte::N,lastra,плитӓ
397,Platte::N,piastra,плитӓ
398,Stütze::N,supporto,цӓрӓк
399,Stange::N,sbarra,равы
400,Stange::N,sbarra,намаш
401,Stange::N,pèrtica,равы
402,Stange::N,pèrtica,намаш
403,Stock::N,verga,панды
404,Stock::N,bastone,панды
405,Stock::N,bacchetta,панды
406,Stab::N,asta,равы
407,Rohr::N,tubo,пыч
408,Haus::N,casa,пöрт
409,Heim::N,casa,пöрт
410,Ofen::N,stufa,камака
411,Fußboden::N,pavimento,седӹрӓ
412,Tisch::N,tàvolo,стöл
413,Stuhl::N,sedia,пöкен
414,Wiege::N,culla,шипкӓ
415,Bett::N,letto,койка
416,Bett::N,letto,кравать
417,Regal::N,scaffale,полицӓ
418,Kiste::N,cassa,шӱ́ндӹк
419,Fenster::N,finestra,окня
420,Tür::N,porta,амаса
421,Tor::N,portone,хапка
422,Zaun::N,recinto,забор
423,Dach::N,tetto,левӓш
424,Leiter::N,scala,ташкалтыш
425,Leiter::N,scala a pioli,ташкалтыш
426,Besen::N,scopa,сало
427,Besen::N,scopa,салко
428,Spaten::N,vanga,кольмы
429,Schaufel::N,pala,лоток
430,Gabel::N,forchetta,ви́лка
431,Löffel::N,cucchiaio,савала
432,Messer::N,coltello,кӹзӹ
433,Nagel::N,chiodo,пыда
434,Netz::N,rete,вӓпш
435,Haken::N,uncino,крӱк
436,Haken::N,uncino,кагак
437,Griff::N,mànico,кычем
438,Griff::N,maniglia,кычем
439,Schloss::N,serratura,замок
440,Schloss::N,serratura,сыравач
441,Bild::N,quadro,картин
442,Bild::N,immàgine,картин
443,Figur::N,figura,кӓн
444,Puppe::N,bàmbola,поханя
445,Beutel::N,borsa,мешӓк
446,Beutel::N,sacchetto,мешӓк
447,Bündel::N,fascio,топ
448,Bündel::N,fascio,пидӹш
449,Bündel::N,fascio,кӹлдӹш
450,Bündel::N,fagotto,топ
451,Bündel::N,fagotto,пидӹш
452,Bündel::N,fagotto,кӹлдӹш
453,Tasche::N,borsa,сумкы
454,Eimer::N,secchio,ведӹрӓ
455,Deckel::N,coperchio,комдыш
456,Geschirr::N,stoviglie,ӓтӹ
457,Sack::N,sacco,мешӓк
458,Tasse::N,tazza,цӓшкӓ
459,Topf::N,pèntola,ми́ска
460,Kessel::N,paiolo,пад
461,Kessel::N,calderone,пад
462,Essen::N,pasto,качкыш
463,Essen::N,pasto,качкыш-йӱш
464,Essen::N,mangiare,качкыш
465,Essen::N,mangiare,качкыш-йӱш
466,Nahrung::N,cibo,качкыш
467,Nahrung::N,cibo,качкыш-йӱш
468,Nahrung::N,alimento,качкыш
469,Nahrung::N,alimento,качкыш-йӱш
470,Speise::N,piatto,няня
471,Fleisch::N,carne,пай
472,Getreide::N,cereali,киндӹ
473,Brei::N,purè,шӹрӓш
474,Brei::N,pappa,шӹрӓш
475,Brot::N,pane,сыкыр
476,Scheibe::N,fetta,ламыт
477,Scheibe::N,fetta,лаштык
478,Scheibe::N,trancia,ламыт
479,Scheibe::N,trancia,лаштык
480,Fett::N,grasso,кая
481,Butter::N,burro,ӱ
482,Öl::N,olio,ӱ
483,Salz::N,sale,санзал
484,Suppe::N,zuppa,лем
485,Suppe::N,minestra,лем
486,Honig::N,miele,мӱ
487,Milch::N,latte,шӹшер
488,Tee::N,tè,чӓй
489,Leder::N,pelle,шарга
490,Leder::N,pelle,кавашты
491,Wolle::N,lana,миж
492,Stoff::N,panno,матер
493,Stoff::N,panno,матери
494,Stoff::N,tessuto,матер
495,Stoff::N,tessuto,матери
496,Nadel::N,ago,им
497,Faden::N,filo,шӹртӹ
498,Knopf::N,bottone,полдыш
499,Knoten::N,nodo,пӱкшем
500,Farbe::N,pittura,чиӓ
501,Farbe::N,pittura,крӓскӓ
502,Kleidung::N,vestiti,выргем
503,Kleidung::N,vestiario,выргем
504,Hemd::N,camicia,тыгыр
505,Kragen::N,bàvero,шӱ
506,Kragen::N,colletto,шӱ
507,Ärmel::N,mànica,шокш
508,Hose::N,calzoni,ялаш
509,Gürtel::N,cintura,ӹштӹ
510,Mütze::N,berretto,упш
511,Schuh::N,scarpa,ту́фльы
512,Stiefel::N,stivale,кем
513,Ring::N,anello,шӓргӓш
514,Band::N,nastro,лемтӓ
515,Band::N,fettuccia,лемтӓ
516,Kamm::N,pèttine,шерге
517,Spiegel::N,specchio,тӹгӹр
518,Riemen::N,cinghia,прӓжӓ
519,Schnur::N,corda,кӓндӹра
520,Leine::N,guinzaglio,керем
521,Decke::N,coperta,одеял
522,Kissen::N,cuscino,кӹпцӹк
523,Kissen::N,guanciale,кӹпцӹк
524,Tuch::N,fazzoletto,савыц
525,Handtuch::N,asciugamano,шӹргӹсавыц
526,Handtuch::N,asciugamano,шӹргӹмсавыц
527,Kraft::N,forza,ви
528,Stärke::N,forza,ви
529,Stärke::N,vigore,ви
530,Stärke::N,fortezza,ви
531,Gesundheit::N,salute,шу
532,Gesundheit::N,salute,шулык
533,Krankheit::N,malattìa,мыж
534,Schmerz::N,dolore,карштыш
535,Wunde::N,piaga,шушыр
536,Wunde::N,ferita,шушыр
537,Fieber::N,febbre,ӱштӹмыж
538,Arznei::N,fàrmaco,лекӓрцӹ
539,Arznei::N,medicina,лекӓрцӹ
540,Brücke::N,ponte,кӹвер
541,Brunnen::N,pozzo,вӹдсӹнзӓ
542,Weide::N,pàscolo,ныр
543,Pfad::N,sentiero,ялгорны
544,Weg::N,via,корны
545,Weg::N,cammino,корны
546,Straße::N,strada,корны
547,Dorf::N,paese,сола
548,Dorf::N,villaggio,сола
549,Stadt::N,città,города
550,Brief::N,lèttera,сирмӓш
551,Buch::N,libro,книгӓ
552,Buchstabe::N,lèttera,буква́
553,Zeitung::N,giornale,газет
554,Zeitung::N,giornale,кайзет
555,Leben::N,vita,житя
556,Tod::N,morte,смöрт
557,Grab::N,tomba,шӹгер
558,Grab::N,tomba,мыгилӓ
559,Grab::N,tomba,шӹгерлӓ
560,Grab::N,sepolcro,шӹгер
561,Grab::N,sepolcro,мыгилӓ
562,Grab::N,sepolcro,шӹгерлӓ
563,Kirche::N,chiesa,церкӹ
564,Sünde::N,peccato,сулык
565,Gott::N,dio,йымы
566,Arbeiter::N,operaio,пӓшӓзӹ
567,Arbeiter::N,lavoratore,пӓшӓзӹ
568,Chef::N,capo,вуй
569,Chef::N,padrone,вуй
570,Meister::N,mastro,мастар
571,Meister::N,maestro,мастар
572,Arzt::N,mèdico,доктор
573,Arzt::N,dottore,доктор
574,Lehrer::N,professore,тымдышы
575,Geld::N,soldi,окса
576,Geld::N,denaro,окса
577,Geschäft::N,affare,торге́йӹмӓш
578,Geschäft::N,negozio,торге́йӹмӓш
579,Laden::N,negozio,лапка
580,Laden::N,negozio,магазин
581,Preis::N,prezzo,ӓк
582,Ware::N,merce,товар
583,Nutzen::N,ùtile,пайда
584,Nutzen::N,profitto,пайда
585,Reichtum::N,ricchezza,перке
586,Welt::N,mondo,сӓндӓлӹк
587,Welt::N,mondo,свет
588,Land::N,paese,сӓндӓлӹк
589,Staat::N,Stato,кугижӓншӹ
590,König::N,re,король
591,Macht::N,potere,власть
592,Grenze::N,confine,пӹсмӓн
593,Grenze::N,frontiera,пӹсмӓн
594,Krieg::N,guerra,вырсы
595,Feind::N,nemico,тышман
596,Gewalt::N,violenza,ви
597,Kampf::N,lotta,кредӓлмӓш
598,Bogen[Waffe]::N,arco,янгеж
599,Pfeil::N,freccia,пикш
600,Gewehr::N,fucile,пичӓл
601,Fehler::N,errore,самынь
602,Fehler::N,sbaglio,самынь
603,Lüge::N,bugìa,шая
604,Lüge::N,menzogna,шая
605,Schaden::N,danno,вре́дӓ
606,Unglück::N,sfortuna,пёда
607,Unglück::N,sfortuna,тымаша
608,Schuld::N,colpa,вуйнамат
609,Alter::N,età,иӓш
610,Alter::N,età,игечӹ
611,Schluss::N,fine,пӹтӓртӹш
612,Zeit::N,tempo,веремӓ
613,Tag::N,giorno,кечӹ
614,Tag::N,giornata,кечӹ
615,Morgen::N,mattina,ир
616,Morgen::N,mattina,ирок
617,Mittag::N,mezzogiorno,кечӹвӓл
618,Abend::N,sera,вады
619,Abend::N,serata,вады
620,Nacht::N,notte,йыд
621,Woche::N,settimana,ӓрня
622,Monat::N,mese,тӹ́лзӹ
623,Jahr::N,anno,год
624,Frühling::N,primavera,шошым
625,Sommer::N,estate,кӓнгӹж
626,Herbst::N,autunno,шӹжӹ
627,Winter::N,inverno,тел
628,Winter::N,inverno,телӹ
629,Januar::N,gennaio,январ
630,Januar::N,gennaio,январь
631,Februar::N,febbraio,февраль
632,März::N,marzo,март
633,April::N,aprile,апрель
634,Mai::N,maggio,май
635,Juni::N,giugno,июнь
636,Juli::N,luglio,июль
637,August::N,agosto,август
638,September::N,settembre,сентябрь
639,Oktober::N,ottobre,октябрь
640,November::N,novembre,ноябрь
641,Dezember::N,dicembre,декавыр
642,Montag::N,lunedì,шачмы
643,Dienstag::N,martedì,кышкыжмы
644,Mittwoch::N,mercoledì,вӹрчегӹ
645,Donnerstag::N,giovedì,изӓрня
646,Freitag::N,venerdì,когарня
647,Samstag::N,sàbato,кукшыгечӹ
648,Sonntag::N,domenica,рушӓрня
649,groß::A,grande,кого
650,klein::A,pìccolo,изи
651,lang::A,lungo,кужы
652,kurz::A,corto,кӹтӹк
653,breit::A,largo,кымда
654,schmal::A,stretto,ӓнгӹсӹр
655,dicht::A,denso,шӹре
656,dick[Gegenstand]::A,spesso,кӹжгӹ
657,dünn::A,sottile,вӹцкӹж
658,fein::A,fine,пыльга
659,fein::A,delicato,пыльга
660,fest::A,sodo,цаткыды
661,fest::A,fisso,цаткыды
662,flach::A,piano,тӓлякӓ
663,flach::A,piatto,тӓлякӓ
664,glatt::A,liscio,ягылгы
665,hart::A,duro,пингӹдӹ
666,weich::A,molle,пышкыды
667,rund::A,rotondo,тӹртӹш
668,spitz::A,aguzzo,кашар
669,spitz::A,appuntito,кашар
670,scharf::A,affilato,кашар
671,scharf::A,tagliente,кашар
672,stumpf::A,smussato,нӹшкӹ
673,schwer::A,pesante,нелӹ
674,schön::A,bello,цевер
675,schön::A,bello,олмыдшы
676,heiß::A,caldo,шокшы
677,heiß::A,bollente,шокшы
678,warm::A,caldo,шокшы
679,kalt::A,freddo,ӱштӹ
680,kühl::A,fresco,юалгы
681,kühl::A,fresco,йонгата
682,frisch::A,fresco,йонгата
683,feucht::A,ùmido,ӹлӹкшӹ
684,feucht::A,ùmido,вӹдӹжгӹ
685,nass::A,bagnato,начкы
686,trocken::A,secco,кукшы
687,voll::A,pieno,темшӹ
688,voll::A,pieno,темыман
689,leer::A,vuoto,йӓрӓ
690,offen::A,aperto,виш
691,geschlossen::A,chiuso,чӱчмӹ
692,geschlossen::A,chiuso,тӹкӹлӓлтшӹ
693,sauber::A,netto,ире
694,sauber::A,pulito,ире
695,schmutzig::A,sporco,шоран
696,schmutzig::A,sporco,лявӹрӓн
697,schmutzig::A,sporco,шорангшы
698,schmutzig::A,sùdicio,шоран
699,schmutzig::A,sùdicio,лявӹрӓн
700,schmutzig::A,sùdicio,шорангшы
701,roh::A,crudo,пеле кӱшӹ
702,reif::A,maturo,кӱшӹ
703,lecker::A,ghiotto,тотан
704,lecker::A,squisito,тотан
705,süß::A,dolce,мӱӓн
706,bitter::A,amaro,качы
707,sauer::A,aspro,шапы
708,sauer::A,acerbo,шапы
709,hell::A,chiaro,соты
710,hell::A,chiaro,валгыды
711,dunkel::A,buio,пӹц
712,dunkel::A,buio,пӹцкемӹш
713,dunkel::A,oscuro,пӹц
714,dunkel::A,oscuro,пӹцкемӹш
715,schwarz::A,nero,шим
716,weiß::A,bianco,ош
717,weiß::A,bianco,ошы
718,rot::A,rosso,якшаргы
719,gelb::A,giallo,сар
720,gelb::A,giallo,сары
721,blau::A,blu,симсӹ
722,blau::A,azzurro,симсӹ
723,grün::A,verde,ыжар
724,grau::A,grigio,луды
725,bunt::A,variopinto,ала
726,billig::A,a buon prezzo,шулдаш
727,billig::A,a buon mercato,шулдаш
728,teuer::A,caro,шергӹ
729,teuer::A,caro,шергӓкӓн
730,wertvoll::A,prezioso,ӓкӓн
731,blind::A,cieco,слöпöй
732,blind::A,cieco,сльöпöй
733,taub::A,sordo,тӱтӱк
734,kräftig::A,forte,виӓн
735,kräftig::A,robusto,виӓн
736,stark::A,forte,виӓн
737,stark::A,vigoroso,виӓн
738,schwach::A,dèbole,шава
739,schwach::A,dèbole,лӹпкӓ
740,schwach::A,dèbole,слабка
741,fett::A,grasso,таза
742,schlank::A,snello,яштака
743,schlank::A,slanciato,яштака
744,hübsch::A,bello,сӹлнӹ
745,hübsch::A,bello,олмыдшы
746,hübsch::A,carino,сӹлнӹ
747,hübsch::A,carino,олмыдшы
748,böse::A,cattivo,шӹдӓн
749,dumm::A,stùpido,окмак
750,faul::A,pigro,ялахай
751,fleißig::A,diligente,пӓшам яратышы
752,geizig::A,avaro,шык
753,klug::A,intelligente,ышан
754,geschickt::A,àbile,мастар
755,lieb::A,caro,тыри
756,lustig::A,gaio,мындыр
757,lustig::A,gaio,сусу
758,lustig::A,allegro,мындыр
759,lustig::A,allegro,сусу
760,sanft::A,dolce,йӹвӹжӓ
761,hungrig::A,affamato,шужышы
762,krank::A,malato,церлӹ
