,Concept_ID,is,zh
107,Höhle::N,hellir,洞穴
108,Abhang::N,hlíð,斜坡
109,Abhang::N,brekka,斜坡
110,Quelle::N,lind,泉
111,Quelle::N,uppspretta,泉
112,Bach::N,lækur,溪
113,Fluss::N,á,河流
114,Fluss::N,fljót,河流
115,Ufer::N,árbakki,岸
116,Ufer::N,sjávarbakki,岸
117,Küste::N,strönd,海岸
118,Festland::N,meginland,大陆
119,Meer::N,haf,海
120,Meer::N,sjór,海
121,Bucht::N,vík,海湾
122,Insel::N,eyja,岛
123,Blume::N,blóm,花
124,Gras::N,gras,草
125,Wurzel::N,rót,根
126,Baum::N,tré,树
127,Stamm::N,stofn,树干
128,Rinde::N,börkur,树皮
129,Ast::N,grein,树枝
130,Zweig::N,angi,树枝
131,Zweig::N,kvistur,树枝
132,Blatt::N,blað,叶子
133,Birke::N,birki,桦木
134,Kiefer[Baum]::N,fura,松树
135,Weide[Baum]::N,víðir,柳树
136,Tanne::N,greni,冷杉
137,Horn::N,horn,角
138,Feder::N,fjöður,羽毛
139,Fell::N,skinn,皮毛
140,Flügel::N,vængur,翅膀
141,Klaue::N,kló,爪子
142,Kralle::N,kló,爪子
143,Schwanz::N,rófa,尾巴
144,Schwanz::N,skott,尾巴
145,Ei::N,egg,蛋
146,Nest::N,hreiður,巢
147,Bau::N,greni,穴
148,Bau::N,bæli,穴
149,Tier::N,dýr,动物
150,Herde::N,hjörð,群
151,Kuh::N,kýr,母牛
152,Bulle::N,boli,公牛
153,Pferd::N,hestur,马
154,Schaf::N,kind,羊
155,Schwein::N,svín,猪
156,Hund::N,hundur,狗
157,Katze::N,köttur,猫
158,Bär::N,björn,熊
159,Eichhörnchen::N,íkorni,松鼠
160,Elch::N,elgur,麋鹿
161,Fuchs::N,refur,狐狸
162,Hase::N,héri,兔子
163,Maus::N,mús,老鼠
164,Wolf::N,úlfur,狼
165,Vogel::N,fugl,鸟
166,Schwarm::N,sægur,群
167,Huhn::N,hæna,鸡
168,Hahn::N,hani,公鸡
169,Gans::N,gæs,鹅
170,Adler::N,örn,鹰
171,Ente::N,önd,鸭
172,Eule::N,uggla,猫头鹰
173,Kranich::N,trana,鹤
174,Krähe::N,kráka,乌鸦
175,Kuckuck::N,gaukur,布谷鸟
176,Schwan::N,svanur,天鹅
177,Fisch::N,fiskur,鱼
178,Barsch::N,aborri,鲈鱼
179,Hecht::N,gedda,狗鱼
180,Schlange[Tier]::N,naðra,蛇
181,Wurm::N,ormur,蠕虫
182,Spinne::N,kónguló,蜘蛛
183,Ameise::N,maur,蚂蚁
184,Laus::N,lús,虱子
185,Mücke::N,mý,蚊子
186,Mücke::N,mýfluga,蚊子
187,Fliege::N,fluga,苍蝇
188,Schmetterling::N,fiðrildi,蝴蝶
189,Beere::N,ber,将果
190,Apfel::N,epli,苹果
191,Pilz::N,sveppur,蘑菇
192,Zwiebel::N,laukur,洋葱
193,Saat::N,fræ,种子
194,Saat::N,útsæði,种子
195,Korn::N,korn,谷粒
196,Heu::N,hey,干草
197,Schale::N,hýði,壳
198,Grube::N,gryfja,坑
199,Falle::N,gildra,圈套
200,Schlinge::N,snara,活扣
201,Spur::N,spor,踪迹
202,Asche::N,aska,灰烬
203,Dreck::N,óþverri,污垢
204,Eisen::N,járn,铁
205,Gold::N,gull,金子
206,Silber::N,silfur,银
207,Kohle::N,kol,煤
208,Glas::N,gler,玻璃
209,Lehm::N,leir,粘土
210,Sand::N,sandur,沙
211,Mensch::N,maður,人
212,Mensch::N,manneskja,人
213,Mann::N,maður,男子
214,Mann::N,karlmaður,男子
215,Frau::N,kona,妇女
216,Kind::N,barn,小孩
217,Kind::N,krakki,小孩
218,Junge::N,drengur,男孩
219,Mädchen::N,stelpa,女孩
220,Familie::N,fjölskylda,家庭
221,Großvater::N,afi,祖父
222,Großmutter::N,amma,祖母
223,Eltern::N,foreldrar,父母
224,Vater::N,faðir,父亲
225,Mutter::N,móðir,母亲
226,Sohn::N,sonur,儿子
227,Tochter::N,dóttir,女儿
228,Bruder::N,bróðir,兄弟
229,Schwester::N,systir,姐妹
230,Onkel::N,föðurbróðir,伯父
231,Tante::N,frænka,阿姨
232,Tante::N,móðursystir,阿姨
233,Ehemann::N,eiginmaður,丈夫
234,Ehefrau::N,eiginkona,妻子
235,Freude::N,gleði,愉快
236,Gelächter::N,hlátur,大笑
237,Glück::N,gæfa,运气
238,Kummer::N,sorg,苦恼
239,Wunsch::N,ósk,愿望
240,Lust::N,fýsn,乐趣
241,Lust::N,löngun,乐趣
242,Geist::N,andi,精神
243,Gedanke::N,hugsun,思想
244,Gedächtnis::N,minni,记性
245,Verstand::N,vit,理智
246,Sinn::N,merking,感觉
247,Grund::N,ástæða,理由
248,Wahrheit::N,sannleikur,真理
249,Gespräch::N,samtal,谈话
250,Märchen::N,ævintýri,童话
251,Erzählung::N,saga,故事
252,Nachricht::N,frétt,消息
253,Neuigkeit::N,frétt,新闻
254,Name::N,nafn,名字
255,Rätsel::N,gáta,谜语
256,Rede::N,ræða,讲话
257,Sprache::N,mál,语言
258,Sprache::N,tungumál,语言
259,Stimme::N,rödd,声音
260,Wort::N,orð,词
261,Zeichen::N,tákn,标记
262,Zeichen::N,merki,标记
263,Ruf::N,kall,呼喊
264,Lärm::N,hávaði,噪音
265,Laut::N,hljóð,响声
266,Ton::N,tónn,声音
267,Lied::N,ljóð,歌曲
268,Lied::N,söngur,歌曲
269,Ruhe::N,ró,安静
270,Ruhe::N,kyrrð,安静
271,Leute::N,fólk,人们
272,Volk::N,þjóð,人民
273,Arbeit::N,vinna,劳动
274,Gast::N,gestur,客人
275,Geschenk::N,gjöf,礼物
276,Spiel::N,leikur,游戏
277,Gesellschaft::N,selskapur,陪同
278,Hilfe::N,hjálp,帮助
279,Freund::N,vinur,朋友
280,Kamerad::N,félagi,同志
281,Angelegenheit::N,mál,事情
282,Angelegenheit::N,málefni,事情
283,Anzahl::N,tala,数目
284,Anzahl::N,fjöldi,数目
285,Art::N,tegund,种类
286,Stück::N,biti,块
287,Stück::N,stykki,块
288,Teil::N,hluti,部分
289,Teil::N,partur,部分
290,Hälfte::N,helmingur,一半
291,Kreis::N,hringur,圆
292,Kreuz::N,kross,十字架
293,Kreuz::N,krossmark,十字架
294,Linie::N,lína,线条
295,Strich::N,strik,划
296,Abstand::N,millibil,距离
297,Entfernung::N,fjarlægð,距离
298,Gegend::N,hérað,地区
299,Platz::N,pláss,场所
300,Ort::N,staður,地点
301,Seite::N,hlið,面
302,Mitte::N,miðja,中间
303,Gegenstand::N,hlutur,物品
304,Sache::N,mál,物
305,Rand::N,brún,边
306,Kante::N,rönd,棱
307,Ecke::N,horn,角
308,Spitze::N,oddur,尖
309,Ende::N,endi,结尾
310,Loch::N,gat,洞
311,Loch::N,hola,洞
312,Winkel::N,skot,角度
313,Winkel::N,krókur,角度
314,Muster::N,munstur,模型
315,Größe::N,stærð,大小
316,Länge::N,lengd,长度
317,Höhe::N,hæð,高度
318,Gewicht::N,vigt,重量
319,Gewicht::N,þyngd,重量
320,Menge::N,magn,数量
321,Haufen::N,hrúga,堆
322,Haufen::N,haugur,堆
323,Reihe::N,röð,行
324,Boot::N,bátur,小船
325,Ruder::N,ár,奖
326,Schlitten::N,sleði,雪橇
327,Ski::N,skíði,雪板
328,Lagerfeuer::N,varðeldur,营火
329,Last::N,byrði,负担
330,Last::N,farmur,负担
331,Gang::N,ganga,行走
332,Schritt::N,skref,步伐
333,Norden::N,norður,北
334,Süden::N,suður,南
335,Westen::N,vestur,西
336,Osten::N,austur,东
337,Holz::N,viður,木材
338,Brett::N,fjöl,木板
339,Platte::N,flötur,平板
340,Stütze::N,stoð,支架
341,Stange::N,stöng,杆
342,Stock::N,prik,棒
343,Stock::N,stafur,棒
344,Stab::N,prik,棍
345,Stab::N,stafur,棍
346,Rohr::N,rör,管子
347,Rohr::N,pípa,管子
348,Haus::N,hús,房屋
349,Heim::N,heimili,家
350,Ofen::N,ofn,炉子
351,Fußboden::N,gólf,地板
352,Tisch::N,borð,桌子
353,Stuhl::N,stóll,椅子
354,Wiege::N,vagga,摇蓝
355,Bett::N,rúm,床
356,Bett::N,hvíla,床
357,Regal::N,hilla,架子
358,Kiste::N,kassi,箱子
359,Fenster::N,gluggi,窗户
360,Tür::N,dyr,门
361,Tür::N,hurð,门
362,Tor::N,hlið,大门
363,Zaun::N,girðing,篱笆
364,Zaun::N,limgarður,篱笆
365,Dach::N,þak,屋顶
366,Leiter::N,stigi,梯子
367,Besen::N,sópur,扫帚
368,Spaten::N,spaði,铁锹
369,Schaufel::N,skófla,铁锹
370,Gabel::N,gaffall,叉
371,Löffel::N,skeið,食匙
372,Messer::N,hnífur,刀
373,Nagel::N,nögl,钉子
374,Netz::N,net,网
375,Haken::N,krókur,钩子
376,Griff::N,tak,把柄
377,Schloss::N,lás,锁
378,Bild::N,mynd,图画
379,Figur::N,stytta,人像
380,Puppe::N,brúða,娃娃
381,Beutel::N,poki,袋子
382,Beutel::N,baggi,袋子
383,Bündel::N,böggull,捆
384,Tasche::N,veski,手提包
385,Eimer::N,fata,桶
386,Deckel::N,lok,盖子
387,Geschirr::N,leirtau,餐具
388,Sack::N,sekkur,袋子
389,Tasse::N,bolli,杯子
390,Topf::N,pottur,锅
391,Kessel::N,ketill,水壶
392,Essen::N,matur,进餐
393,Nahrung::N,fæða,食物
394,Speise::N,réttur,菜肴
395,Speise::N,matarréttur,菜肴
396,Fleisch::N,kjöt,肉
397,Getreide::N,korn,谷物
398,Brei::N,grautur,粥
399,Brot::N,brauð,面包
400,Scheibe::N,sneið,片
401,Fett::N,fita,脂肪
402,Butter::N,smjör,黄油
403,Öl::N,olía,油
404,Salz::N,salt,盐
405,Suppe::N,súpa,汤
406,Honig::N,hunang,蜂蜜
407,Milch::N,mjólk,奶
408,Tee::N,te,茶
409,Leder::N,skinn,皮革
410,Wolle::N,ull,毛线
411,Stoff::N,dúkur,织物
412,Nadel::N,nál,针
413,Faden::N,þráður,线
414,Knopf::N,tala,纽扣
415,Knopf::N,hnappur,纽扣
416,Knoten::N,hnútur,结
417,Farbe::N,málning,颜色
418,Kleidung::N,búningur,衣服
419,Kleidung::N,klæðnaður,衣服
420,Hemd::N,skyrta,衬衫
421,Kragen::N,kragi,领子
422,Kragen::N,flibbi,领子
423,Ärmel::N,ermi,袖子
424,Hose::N,buxur,裤子
425,Gürtel::N,belti,腰带
426,Mütze::N,húfa,帽子
427,Schuh::N,skór,鞋
428,Stiefel::N,stígvél,靴子
429,Ring::N,hringur,戒指
430,Band::N,band,带子
431,Kamm::N,greiða,梳子
432,Spiegel::N,spegill,镜子
433,Riemen::N,ól,皮带
434,Riemen::N,reim,皮带
435,Schnur::N,snúra,绳子
436,Leine::N,band,皮带
437,Decke::N,teppi,被子
438,Kissen::N,koddi,软垫
439,Tuch::N,klútur,巾
440,Handtuch::N,þurrka,手巾
441,Handtuch::N,handklæði,手巾
442,Kraft::N,afl,力
443,Kraft::N,kraftur,力
444,Stärke::N,styrkur,力量
445,Gesundheit::N,heilsa,健康
446,Gesundheit::N,heilbrigði,健康
447,Krankheit::N,sjúkdómur,病
448,Schmerz::N,sársauki,痛
449,Wunde::N,sár,伤口
450,Fieber::N,hitasótt,发烧
451,Arznei::N,lyf,药
452,Brücke::N,brú,桥
453,Brunnen::N,brunnur,井
454,Weide::N,hagi,牧场
455,Pfad::N,stígur,小路
456,Weg::N,vegur,路
457,Straße::N,gata,街
458,Straße::N,stræti,街
459,Dorf::N,þorp,村庄
460,Stadt::N,borg,城市
461,Brief::N,bréf,信
462,Buch::N,bók,书
463,Buchstabe::N,bókstafur,字母
464,Zeitung::N,dagblað,报纸
465,Leben::N,líf,生命
466,Tod::N,dauði,死亡
467,Grab::N,gröf,坟墓
468,Kirche::N,kirkja,教堂
469,Sünde::N,synd,罪
470,Gott::N,guð,上帝
471,Arbeiter::N,verkamaður,工人
472,Chef::N,yfirmaður,上司
473,Meister::N,meistari,师傅
474,Arzt::N,læknir,医生
475,Lehrer::N,kennari,教师
476,Geld::N,peningar,钱
477,Geschäft::N,viðskipti,交易
478,Laden::N,búð,商店
479,Laden::N,verslun,商店
480,Preis::N,verð,价格
481,Ware::N,vara,商品
482,Nutzen::N,gagn,好处
483,Reichtum::N,auður,财富
484,Welt::N,veröld,世界
485,Land::N,land,国家
486,Staat::N,ríki,国家
487,König::N,konungur,国王
488,Macht::N,vald,权力
489,Grenze::N,landamæri,边界
490,Krieg::N,stríð,战争
491,Feind::N,fjandmaður,敌人
492,Gewalt::N,ofbeldi,暴力
493,Kampf::N,bardagi,战斗
494,Bogen[Waffe]::N,bogi,弓
495,Pfeil::N,ör,箭
496,Gewehr::N,byssa,枪
497,Fehler::N,villa,错误
498,Lüge::N,lygi,谎话
499,Schaden::N,skemmd,损失
500,Unglück::N,óhamingja,不幸
501,Schuld::N,sök,过错
502,Alter::N,aldur,年龄
503,Schluss::N,lok,结束
504,Schluss::N,endir,结束
505,Zeit::N,tími,时间
506,Tag::N,dagur,天
507,Morgen::N,morgunn,早晨
508,Mittag::N,hádegi,中午
509,Abend::N,kvöld,晚上
510,Nacht::N,nótt,夜
511,Woche::N,vika,星期
512,Monat::N,mánuður,月
513,Jahr::N,ár,年
514,Frühling::N,vor,春天
515,Sommer::N,sumar,夏天
516,Herbst::N,haust,秋天
517,Winter::N,vetur,冬天
518,Januar::N,janúar,一月
519,Februar::N,február,二月
520,März::N,mars,三月
521,April::N,apríl,四月
522,Mai::N,maí,五月
523,Juni::N,júní,六月
524,Juli::N,júlí,七月
525,August::N,ágúst,八月
526,September::N,september,九月
527,Oktober::N,október,十月
528,November::N,nóvember,十一月
529,Dezember::N,desember,十二月
530,Montag::N,mánudagur,星期一
531,Dienstag::N,þriðjudagur,星期二
532,Mittwoch::N,miðvikudagur,星期三
533,Donnerstag::N,fimmtudagur,星期四
534,Freitag::N,föstudagur,星期五
535,Samstag::N,laugardagur,星期六
536,Sonntag::N,sunnudagur,星期日
537,groß::A,stór,大
538,klein::A,lítill,小
539,lang::A,langur,长
540,kurz::A,stuttur,短
541,breit::A,breiður,宽
542,schmal::A,mjór,细长的
543,dicht::A,þéttur,密
544,dick[Gegenstand]::A,þykkur,厚
545,dünn::A,þunnur,薄
546,fein::A,fíngerður,细小
547,fest::A,fastur,固体
548,flach::A,flatur,平坦
549,glatt::A,háll,光滑
550,glatt::A,sléttur,光滑
551,hart::A,harður,硬
552,weich::A,mjúkur,软
553,rund::A,kringlóttur,圆
554,spitz::A,oddhvass,尖
555,scharf::A,beittur,锋利
556,stumpf::A,bitlaus,钝
557,schwer::A,þungur,重
558,schön::A,fagur,美丽
559,schön::A,fallegur,美丽
560,heiß::A,heitur,烫
561,warm::A,hlýr,暖和
562,warm::A,heitur,暖和
563,kalt::A,kaldur,冷
564,kühl::A,svalur,凉
565,frisch::A,frískur,新鲜
566,feucht::A,rakur,潮湿
567,feucht::A,þvalur,潮湿
568,nass::A,votur,湿
569,nass::A,blautur,湿
570,trocken::A,þurr,干
571,voll::A,fullur,满
572,leer::A,tómur,空
573,offen::A,opinn,敞开
574,geschlossen::A,lokaður,关闭
575,sauber::A,þrifinn,干净
576,schmutzig::A,óhreinn,肮脏
577,schmutzig::A,sóðalegur,肮脏
578,roh::A,hrár,生
579,reif::A,þroskaður,成熟
580,lecker::A,ljúffengur,好吃
581,süß::A,sætur,甜
582,bitter::A,beiskur,苦
583,sauer::A,súr,酸
584,hell::A,bjartur,亮
585,dunkel::A,dimmur,阴暗
586,schwarz::A,svartur,黑
587,weiß::A,hvítur,白
588,rot::A,rauður,红
589,gelb::A,gulur,黄
590,blau::A,blár,蓝
591,grün::A,grænn,绿
592,grau::A,grár,灰色
593,bunt::A,marglitur,五彩
594,billig::A,ódýr,便宜
595,teuer::A,dýr,贵
596,wertvoll::A,verðmætur,贵重
597,blind::A,blindur,瞎
598,taub::A,heyrnarlaus,聋
599,kräftig::A,öflugur,强壮
600,stark::A,sterkur,强壮
601,schwach::A,veill,弱
602,fett::A,feitur,胖
603,schlank::A,grannur,苗条
604,schlank::A,spengilegur,苗条
605,hübsch::A,snotur,漂亮
606,hübsch::A,laglegur,漂亮
607,böse::A,illur,邪恶
608,böse::A,vondur,邪恶
609,dumm::A,heimskur,笨
610,faul::A,latur,懒惰
611,fleißig::A,iðinn,勤奋
612,geizig::A,nískur,吝啬
613,klug::A,hygginn,聪明
614,geschickt::A,fimur,灵巧
615,geschickt::A,laginn,灵巧
616,lieb::A,kær,可爱
617,lieb::A,ljúfur,可爱
618,lustig::A,kátur,快乐
619,sanft::A,blíður,柔和
620,hungrig::A,soltinn,饥饿
621,hungrig::A,hungraður,饥饿
622,krank::A,sjúkur,患病
623,nackt::A,nakinn,裸体
624,traurig::A,dapur,悲哀
625,traurig::A,hryggur,悲哀
626,lebendig::A,lifandi,活
627,gut::A,góður,好
628,schlecht::A,slæmur,坏
629,schlecht::A,lélegur,坏
630,richtig::A,réttur,正确
631,schlimm::A,slæmur,糟糕
632,wahr::A,sannur,真
633,alt::A,gamall,旧
634,neu::A,nýr,新
635,ehemalig::A,fyrrverandi,以前
636,alt[Lebewesen]::A,gamall,老
637,jung::A,ungur,年轻
638,arm::A,vesall,贫穷
639,arm::A,fátækur,贫穷
640,reich::A,ríkur,富裕
641,reich::A,auðugur,富裕
642,bekannt::A,kunnugur,出名
643,berühmt::A,frægur,著名
644,fremd::A,framandi,陌生
645,fremd::A,ókunnugur,陌生
646,verschieden::A,ýmis,不同
647,nah::A,nálægur,近
648,fern::A,fjarri,遥远
649,fern::A,fjarlægur,遥远
650,linker::A,vinstri,左
651,rechter::A,hægri,右
652,anderer::A,annar,别的
653,erster::A,fyrsti,第一
654,zweiter::A,annar,第二
655,dritter::A,þriðji,第三
656,letzter::A,síðasti,最后
657,allein::ADV,einn,单独
658,allein::ADV,aleinn,单独
659,auf einmal::ADV,allt í einu,同时
660,zusammen::ADV,saman,一起
661,lange::ADV,lengi,许久
662,plötzlich::ADV,skyndilega,忽然
663,sofort::ADV,strax,立刻
664,sofort::ADV,þegar í stað,立刻
665,später::ADV,seinna,以后
666,jetzt::ADV,nú,现在
667,jetzt::ADV,núna,现在
668,heute::ADV,í dag,今天
669,morgen::ADV,á morgun,明天
670,bald::ADV,brátt,即将
671,bald::ADV,bráðum,即将
672,dann::ADV,svo,然后
673,dann::ADV,síðan,然后
674,gestern::ADV,í gær,昨天
675,einst::ADV,forðum,曾经
676,damals::ADV,þá,当时
677,damals::ADV,á þeim tímum,当时
678,danach::ADV,á eftir því,随后
679,vorher::ADV,áður,事先
680,zuerst::ADV,fyrst,首先
681,einmal::ADV,einu sinni,一次
682,manchmal::ADV,stundum,有时
683,oft::ADV,oft,时常
684,immer::ADV,alltaf,总是
685,immer::ADV,sífellt,总是
686,niemals::ADV,aldrei,从未
687,hier::ADV,hér,这里
688,hierhin::ADV,hingað,到这里
689,von hier::ADV,héðan,由此
690,dort::ADV,þar,那里
691,dort::ADV,þarna,那里
692,dorthin::ADV,þangað,到那里
693,geradeaus::ADV,beint áfram,一直往前
694,vorwärts::ADV,áfram,向前
695,rückwärts::ADV,aftur á bak,向后
696,zurück::ADV,aftur,退后
697,zurück::ADV,til baka,退后
698,unten::ADV,niðri,下面
699,unten::ADV,fyrir neðan,下面
700,hinab::ADV,niður,向下
701,hinab::ADV,niður eftir,向下
702,oben::ADV,uppi,上面
703,hinauf::ADV,upp,向上
704,hinauf::ADV,upp eftir,向上
705,überall::ADV,alls staðar,到处
706,nicht::ADV,ekki,不
707,ein wenig::ADV,dálítið,一点儿
708,kaum::ADV,varla,几乎不
709,kaum::ADV,tæplega,几乎不
710,sehr::ADV,mjög,很
711,so::ADV,svo,如此
712,so::ADV,þannig,如此
713,noch::ADV,enn,还
714,noch::ADV,ennþá,还
715,nur::ADV,bara,只
716,nur::ADV,aðeins,只
717,schon::ADV,nú þegar,已经
718,wieder::ADV,aftur,又
719,wieder::ADV,að nýju,又
720,vergebens::ADV,árangurslaust,
721,vor::PRP,fyrir,在...面前
722,hinter::PRP,bak við,在...背后
723,hinter::PRP,aftur fyrir,在...背后
724,unter::PRP,undir,在...下面
725,durch::PRP,gegnum,穿过
726,neben::PRP,hjá,在...旁
727,neben::PRP,við hliðina á,在...旁
728,zwischen::PRP,milli,在...之间
729,zwischen::PRP,á milli,在...之间
730,wegen::PRP,vegna,由于
731,dies::PRN,þetta,这
732,das::PRN,það,那
733,alles::PRN,allt,一切
734,ich::PRN,ég,我
735,du::PRN,þú,你
736,er::PRN,hann,他
737,wir::PRN,við,我们
738,ihr::PRN,þið,你们
739,sie::PRN,þær,她
740,sie::PRN,þeir,她
741,was::FPRN,hvað,什么
742,wer::FPRN,hver,谁
743,wo::FADV,hvar,哪里
744,wohin::FADV,hvert,去哪里
745,wie::FADV,hvernig,怎么
746,warum::FADV,hvers vegna,为什么
747,wieviel::FNUM,hve mikill,多少
748,eins::NUM,einn,一
749,zwei::NUM,tveir,二
750,drei::NUM,þrír,三
751,vier::NUM,fjórir,四
752,fünf::NUM,fimm,五
753,sechs::NUM,sex,六
754,sieben::NUM,sjö,七
755,acht::NUM,átta,八
756,neun::NUM,níu,九
757,zehn::NUM,tíu,十
758,elf::NUM,ellefu,十一
759,zwölf::NUM,tólf,十二
760,zwanzig::NUM,tuttugu,二十
761,dreißig::NUM,þrjátíu,三十
762,vierzig::NUM,fjörutíu,四十
763,fünfzig::NUM,fimmtíu,五十
764,sechzig::NUM,sextíu,六十
765,siebzig::NUM,sjötíu,七十
766,achtzig::NUM,áttatíu,八十
767,neunzig::NUM,níutíu,九十
768,hundert::NUM,hundrað,百
769,tausend::NUM,þúsund,千
770,und::CNJ,og,和
771,oder::CNJ,eða,或者
772,stehen::V,standa,站
773,sitzen::V,sitja,坐
774,liegen::V,liggja,躺着
775,hängen::V,hanga,挂着
776,werden::V,verða,成为
777,passieren::V,gerast,发生
778,beginnen::V,byrja,开始
779,enden::V,enda,终止
780,enden::V,lykta,终止
781,wechseln::V,skipta,变迁
782,aufgehen[Sonne]::V,koma upp,升起
783,untergehen[Sonne]::V,ganga til viðar,下落
784,scheinen[Sonne]::V,skína,照射
785,donnern::V,þruma,打雷
786,wehen::V,blása,飘扬
787,strömen::V,streyma,流
788,fließen::V,fljóta,流动
789,sich drehen::V,snúast,转动
790,schwanken::V,riða,摇摆
791,schwanken::V,rugga,摇摆
792,schwingen::V,sveiflast,摇
793,fallen::V,falla,坠落
794,brennen::V,brenna,燃烧
795,rauchen::V,reykja,冒烟
796,regnen::V,rigna,下雨
797,gefrieren::V,frjósa,结冰
798,tauen::V,þiðna,融化
799,schmelzen::V,bráðna,溶化
800,trocknen::V,þorna,变干
801,sieden::V,sjóða,煮
802,faulen::V,rotna,腐烂
803,verfaulen::V,rotna,腐烂
804,reißen::V,rifna,撕
805,versinken::V,sökkva,下沉
806,vergehen::V,líða,流逝
807,erscheinen::V,birtast,出现
808,verschwinden::V,hverfa,消失
809,sinken::V,síga,下降
810,abnehmen::V,lækka,减少
811,abnehmen::V,minnka,减少
812,zunehmen::V,aukast,增加
813,steigen::V,stíga,上升
814,wachsen::V,vaxa,生长
815,glänzen::V,glóa,发光
816,glänzen::V,glampa,发光
817,funkeln::V,leiftra,闪烁
818,lärmen::V,hafa hátt,吵闹
819,läuten::V,hringja,响
820,klingeln::V,hringja,按铃
821,klirren::V,glamra,
822,klirren::V,skrölta,
823,brausen::V,ólga,疾驶
824,rauschen::V,suða,
825,klingen::V,hljóma,听起来
826,bellen::V,gelta,吠
827,heulen::V,væla,嗥
828,heulen::V,ýlfra,嗥
829,blasen::V,blása,吹
830,pfeifen::V,blístra,吹口哨
831,schreien::V,æpa,叫喊
832,stöhnen::V,stynja,呻吟
833,zittern::V,titra,颤抖
834,zittern::V,skjálfa,颤抖
835,leben::V,lifa,生存
836,geboren werden::V,fæðast,出生
837,atmen::V,anda,呼吸
838,atmen::V,draga andann,呼吸
839,trinken::V,drekka,喝
840,essen::V,borða,吃
841,schlucken::V,kingja,咽
842,müde werden::V,þreytast,疲倦
843,einschlafen::V,sofna,入睡
844,schlafen::V,sofa,睡觉
845,aufwachen::V,vakna,睡醒
846,aufstehen::V,fara á fætur,起床
