,Concept_ID,av,ro
1449,Leine::N,,curea
1450,Geschäft::N,,treabă
1451,Geschäft::N,,afacere
1452,voll::A,,plin
1453,lange::ADV,,îndelung
1454,lange::ADV,,mult timp
1455,später::ADV,,mai apoi
1456,später::ADV,,mai târziu
1457,nicht::ADV,,nu
1458,schon::ADV,,și
1459,schon::ADV,,deja
1460,durch::PRP,,prin
1461,alles::PRN,,tot
1462,rühren::V,,mișca
1463,rühren::V,,înduioșa
1464,scheinen::V,,părea
1465,aufheben::V,,ridica
1466,aufheben::V,,lua de jos
1467,lassen::V,,pune pe să
1468,sich waschen::V,,se spăla
1469,verstehen::V,,înțelege
1470,beherrschen::V,,stăpâni
